host,status,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,elapsed_s,st_rad,st_teff,sector,n_sectors_observed,sectors_observed,predicted_probability,in_distribution_univariate,ood_features,multivariate_ood_score,multivariate_ood_flag,in_distribution
TIC_301687690,Success,18.938256779951622,7.806520227183327,8.0032e-05,25.57524784126868,0.0764145920705861,4102.1633804812245,0.0707816860649095,0.9475274022130848,0.9547581503854496,0.0067750814715783,0.9644593511804374,0.9337388819963092,1.891305888556971,0.2060029452706141,23.483228476010098,3.0,3.0,0.0,0.0001320299862836,0.0345003664652873,-0.0001882010723801,0.5732589804164594,13.386618133738237,150.56615845800843,0.56025,3811.0,103,3,"103,102,101",0.5634394672935972,False,"period=25.58 (above training max 14.1, 81% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.578, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5776621726586172,True,False
TIC_277686948,Success,10.019102966081462,7.889711867892353,8.0032e-05,25.09325909950248,0.0337158006868207,4117.938237338102,0.0566706077968227,0.6655748207743591,0.978880949596766,0.0392084515128282,0.9744688389673924,0.9870748693370308,0.1136809546994017,0.5200638073340011,0.4430110646207434,3.0,3.0,0.0,0.0871883560052611,0.0155894302638703,-0.0013007731950949,-3.5957654064766205,11.744621182829,184.16712808300508,0.300587,3208.0,103,3,"103,102,101",0.5614842113648867,False,"period=25.09 (above training max 14.1, 78% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.605, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.6052954303559913,True,False
TIC_423240775,Success,11.676017636122271,4.206441310366692,8.0032e-05,25.662842391783165,0.1125683437828346,4125.843818437994,0.0553459178013997,0.999020941707182,0.9988640012316604,0.0004515856241444,0.9986348936599372,0.9993508548215724,0.7389733872266336,0.0281391789915168,31.042046295177407,3.0,3.0,0.0,3.6446141506562836e-08,0.0017098891980642,5.317570082263856e-06,0.3407535819828965,18.050490106461208,43.18252700002631,1.82156,7632.0,103,3,"103,102,101",0.547046491662011,False,"period=25.66 (above training max 14.1, 82% over)",-0.41141363574172135,False,False
TIC_343681524,Success,16.177674352153666,15.769687853674192,8.0032e-05,1.0474984024864855,0.0022263994197523,4101.370245232019,0.083819612456591,0.9976578799442132,0.9978432708319795,3.7639082174347435e-05,0.997868949724659,0.9978171012598224,0.4878385821116019,0.0435222884866766,34.67448854500897,73.0,65.0,8.0,3.2628040127511294e-06,0.000795687885039,0.0019171785252045,0.9112319748110792,11.902439664235926,64.36820866598282,1.80506,8497.0,103,3,"103,102,101",0.4692628611373128,False,"distinct_transit_count=65 (above training max 60, 8% over)",-0.48632181226291715,False,False
TIC_350172725,Success,16.708583969466147,9.752446692723105,8.0032e-05,0.5267820590492124,0.0008930790919534,4101.4553163045875,0.0536309914281812,0.9881331332396897,0.9896596097251442,0.0004966344272887,0.988970543317913,0.9903580831823036,0.9891584129503916,0.097965955782614,16.994667799857165,145.0,124.0,21.0,0.0003814196010091,0.008017963127392,0.0100911073063283,0.6151160077955827,18.424666539363272,125.8843264169991,0.587479,3273.0,103,3,"103,102,101",0.2655506451772258,False,"transit_count=145 (above training max 78, 86% over); distinct_transit_count=124 (above training max 60, 107% over); MULTIVARIATE: unusual combination of feature values (anomaly score=-0.538, below the training-calibrated threshold -- individual features may each be in-range, but this specific combination is atypical)",-0.5380140923141848,True,False
TIC_300316029,Success,17.851761164207012,6.608206037010426,8.0032e-05,26.113131875316043,0.1150302987010558,4127.201116074273,0.0823692732333806,0.9980674962249032,0.998485726835638,0.0001860722750356,0.9986597109638922,0.9983813363586856,0.544637921411288,0.0395336872566869,18.446501646563547,2.0,2.0,0.0,1.5426983424835506e-07,0.0001391873026033,4.937635172286292e-06,-0.5229943296438653,12.116988010772324,35.64541237504454,1.92921,8535.0,103,3,"103,102,101",0.23859567422659095,False,"period=26.11 (above training max 14.1, 85% over)",-0.41728562550711323,False,False
TIC_469878140,Success,6.130010499973647,4.772581405142997,0.044017607,25.95084375663738,0.1429118855478677,4125.139432278631,0.0523170254602176,0.9962911993920558,0.9962465404023458,0.0008358528574317,0.9965527378438892,0.995736211333107,0.3791560312739223,0.0547676226586007,9.67755810021634,3.0,3.0,0.0,3.5539773378100287e-06,0.0034519256068511,1.3086684705898575e-05,0.4167661994503699,19.043345653312144,31.597522041993216,2.35103,8145.0,103,3,"103,102,101",0.19700486347491855,False,"period=25.95 (above training max 14.1, 84% over)",-0.41643260021640777,False,False
TIC_339603121,Success,11.497982519843372,6.420082009785755,8.0032e-05,26.097137731014985,0.9906983680119978,4125.276096777433,0.0800222403261755,0.995000259040718,0.9952772007453942,0.0003105996637191,0.9953153766838946,0.9950990463657252,0.3228667084303508,0.0635888394360152,32.49126063262508,2.0,2.0,0.0,3.047505052981599e-07,0.0001081651590846,1.8477046533460495e-05,-0.2015264197246495,12.434046522379727,26.9976850420353,2.36634,8034.0,103,3,"103,102,101",0.1467359706057878,False,"period=26.1 (above training max 14.1, 85% over); period_uncertainty=0.9907 (above training max 0.4233, 134% over)",-0.4390570667356141,False,False
TIC_311175008,Success,6.888594167384644,4.669199162638405,0.01152461,33.18250859862928,0.2645063207337585,4120.126786127122,0.0660730291730695,0.9926199547318486,0.9933617039318924,0.0008413491315829,1.0005990597914192,0.9927585909435986,11.864462155680467,0.0772567900615695,27.93992179998712,2.0,2.0,0.0,6.368050741269597e-07,0.0039202344239102,-1.5844964563527242e-05,-0.7349348846545631,15.023073213910196,22.448992541991178,3.29641,9075.0,103,3,"103,102,101",0.13991178672636434,False,"period=33.18 (above training max 14.1, 135% over)",-0.5184865806247684,False,False
TIC_402705956,Success,8.406481411237905,4.904835919596227,0.00080032,33.25497402537806,0.2991808032616703,4120.1295049506025,0.0674304848828237,0.9975205016294854,0.99772103064871,0.0002739821598817,0.999803063242706,0.9975475279325438,9.57535616937115,0.0447805125825254,19.136609594388624,2.0,2.0,0.0,1.7312231596183965e-07,0.0011277676550811,2.244736126888469e-05,1.1226649896857492,14.793316455649268,19.488060750009023,3.71818,9030.0,103,3,"103,102,101",0.10114539069138875,False,"period=33.25 (above training max 14.1, 136% over)",-0.4797258324905501,False,False
