iter	Logloss
150	0.2389110057
151	0.2383781095
152	0.2377504137
153	0.2370397975
154	0.2363640385
155	0.235791499
156	0.2351885282
157	0.2347098403
158	0.2343100413
159	0.2338116275
160	0.2331111964
161	0.2323892017
162	0.2315810369
163	0.2310319057
164	0.2303362606
165	0.2297037169
166	0.2290095519
167	0.2286084496
168	0.2281205965
169	0.2274362808
170	0.2266869694
171	0.2260154555
172	0.2257215101
173	0.2254194909
174	0.2248202653
175	0.2243187881
176	0.2237572372
177	0.2232027352
178	0.2226435472
179	0.2220422561
180	0.2214684408
181	0.2210259286
182	0.220459067
183	0.2198095621
184	0.219062375
185	0.2186165635
186	0.2181417919
187	0.2177666067
188	0.2169645607
189	0.2163992681
190	0.2158125378
191	0.2154927438
192	0.2149856759
193	0.2145945466
194	0.2140915111
195	0.2135774159
196	0.2130622724
197	0.2125471946
198	0.2121665612
199	0.2115813364
200	0.2110555677
201	0.2104291061
202	0.2097342547
203	0.2094618489
204	0.2088680115
205	0.2083965841
206	0.207933692
207	0.2074001329
208	0.2069392449
209	0.2064738584
210	0.2061001656
211	0.2056208432
212	0.205153831
213	0.2047701764
214	0.2045194379
215	0.2040988276
216	0.2036283334
217	0.2032642354
218	0.2028851985
219	0.2020393638
220	0.201778106
221	0.2014346997
222	0.2011118912
223	0.2007111984
224	0.2003387286
225	0.1999459812
226	0.1995694374
227	0.1990633065
228	0.198606828
229	0.1980876807
230	0.1977551993
231	0.1971715297
232	0.1967427407
233	0.196227236
234	0.1958405831
235	0.1956070617
236	0.1952103108
237	0.194807563
238	0.1944272739
239	0.1940818867
240	0.1936843106
241	0.1932909723
242	0.1929980139
243	0.1925849157
244	0.1923189491
245	0.19199312
246	0.1916304929
247	0.1912526878
248	0.1908962833
249	0.1903264442
250	0.189742231
251	0.1894825456
252	0.1892309926
253	0.1887785114
254	0.1883188863
255	0.187919798
256	0.1873266278
257	0.1868646133
258	0.1866260174
259	0.1860817879
260	0.1856075596
261	0.1852136504
262	0.1848337928
263	0.1844826106
264	0.1841916434
265	0.1836840655
266	0.1833192117
267	0.1830393671
268	0.1824889007
269	0.1821163781
270	0.1818994465
271	0.1813630322
272	0.1809824708
273	0.1806876981
274	0.1803876168
275	0.1800069753
276	0.179707782
277	0.1793608981
278	0.1791566692
279	0.1788473337
280	0.1785298252
281	0.1782320603
282	0.1778769533
283	0.177523125
284	0.1773384848
285	0.177057856
286	0.1768912973
287	0.1765688018
288	0.1762897378
289	0.1759733298
290	0.1756630329
291	0.1751053117
292	0.1747247142
293	0.1743922582
294	0.1740813756
295	0.1738359688
296	0.1735509527
297	0.1732490222
298	0.1729785188
299	0.172570495
300	0.1722154749
301	0.1718021628
302	0.1714507053
303	0.1710437738
304	0.1706848885
305	0.1704418056
306	0.1702325196
307	0.1698577483
308	0.1693417499
309	0.1691102723
310	0.1688444264
311	0.1685256857
312	0.1683524097
313	0.1680727859
314	0.1677352942
315	0.1673888053
316	0.1671022856
317	0.1668913695
318	0.1666705158
319	0.1663591258
320	0.1660649088
321	0.1657407726
322	0.1654649041
323	0.1652134362
324	0.164678808
325	0.1643431995
326	0.1641502769
327	0.163923923
328	0.1636428548
329	0.1633107973
330	0.1628630164
331	0.1624958159
332	0.1621805324
333	0.1619915538
334	0.1617474215
335	0.161462804
336	0.1611386
337	0.1609361944
338	0.160763051
339	0.1604137532
340	0.1600837842
341	0.1598197041
342	0.159593217
343	0.1592913326
344	0.1590759913
345	0.1588424396
346	0.1585782062
347	0.1582492541
348	0.1580118111
349	0.1577657342
350	0.1575039559
351	0.1572430032
352	0.156822382
353	0.1565035624
354	0.1563167909
355	0.1560077576
356	0.1557675389
357	0.1555020377
358	0.155218831
359	0.1549064182
360	0.1546528808
361	0.1543331951
362	0.1539686223
363	0.1535647469
364	0.1534053448
365	0.1531009488
366	0.1527703408
367	0.1525504615
368	0.152394779
369	0.1521759455
370	0.1519046627
371	0.1517028819
372	0.1514264742
373	0.1510503483
374	0.1507397919
375	0.1504564144
376	0.1501804633
377	0.1499995583
378	0.1498254847
379	0.1496379834
380	0.1494612533
381	0.1492093639
382	0.1489877235
383	0.1485471088
384	0.1482058272
385	0.148006031
386	0.1478323228
387	0.1475839967
388	0.1472308492
389	0.1468483931
390	0.1466395198
391	0.1461865452
392	0.1459833173
393	0.1457073012
394	0.1454254585
395	0.1451884079
396	0.1450486483
397	0.1448050185
398	0.1444831834
399	0.1442969812
400	0.1440290291
401	0.1436684446
402	0.1435219294
403	0.1433177976
404	0.1431296059
405	0.1428757603
406	0.1426805572
407	0.1424811286
408	0.1423281598
409	0.1421103859
410	0.1419853399
411	0.1416828107
412	0.1413776126
413	0.1411450581
414	0.1408207737
415	0.1405078754
416	0.1403871506
417	0.1401875438
418	0.1399793849
419	0.1398375357
420	0.1396370234
421	0.1394836887
422	0.139356205
423	0.1391585205
424	0.1388258105
425	0.1384966643
426	0.1383139123
427	0.1381962966
428	0.1378134441
429	0.1375631895
430	0.137265963
431	0.1371128899
432	0.1369570586
433	0.1367722922
434	0.1366051052
435	0.1364316178
436	0.1361919651
437	0.1359817215
438	0.1356858055
439	0.1354617369
440	0.1351567698
441	0.1349506552
442	0.1346936697
443	0.1344670627
444	0.1342228916
445	0.134013415
446	0.1337645396
447	0.1335978468
448	0.1334104131
449	0.1331970161
450	0.1330474686
451	0.1327249323
452	0.132468604
453	0.1322244573
454	0.1320330983
455	0.1318944181
456	0.1317298762
457	0.1315388009
458	0.1312970715
459	0.131025378
460	0.1308533593
461	0.1303967262
462	0.1301229132
463	0.1298456473
464	0.1296715975
465	0.1294780718
466	0.1293777119
467	0.1292207442
468	0.1288581999
469	0.1286366118
470	0.1284539
471	0.1283061325
472	0.1281731194
473	0.1280019526
474	0.1277088529
475	0.1275490863
476	0.127349351
477	0.1270105567
478	0.1268051498
479	0.1265339791
480	0.1263009477
481	0.1260103861
482	0.1256537496
483	0.1255416509
484	0.1254089597
485	0.1250908151
486	0.1249901894
487	0.1248370558
488	0.124586534
489	0.1243443075
490	0.1240688791
491	0.1238309191
492	0.1236533016
493	0.1233942217
494	0.1231773417
495	0.1229558967
496	0.1227481314
497	0.1226228283
498	0.1224870123
499	0.1223087113
500	0.1221347285
501	0.121897044
502	0.1216788894
503	0.1213374219
504	0.121173441
505	0.1210611335
506	0.1207587188
507	0.1204815118
508	0.120291624
509	0.1201547376
510	0.1199055223
511	0.119750323
512	0.1195541546
513	0.1193931389
514	0.1192503925
515	0.1190809621
516	0.1189620773
517	0.1187913545
518	0.1186406994
519	0.1183644095
520	0.11807589
521	0.1178164305
522	0.1176019804
523	0.1174701844
524	0.1172899529
525	0.1171809744
526	0.1170031719
527	0.1168343949
528	0.1167302765
529	0.1164876553
530	0.1163253284
531	0.1162454436
532	0.116080051
533	0.1158103159
534	0.1156044358
535	0.1153816695
536	0.1152029718
537	0.1149891726
538	0.1147829708
539	0.1146740533
540	0.1145091772
541	0.1143213704
542	0.1140736924
543	0.1138862527
544	0.113709199
545	0.1134563753
546	0.1133210835
547	0.1131746192
548	0.1129136188
549	0.1128232528
550	0.1127138703
551	0.1125081506
552	0.1124094194
553	0.1123086253
554	0.1121665221
555	0.1119146069
556	0.1118057165
557	0.1116088369
558	0.1114015098
559	0.1112095622
560	0.1111426052
561	0.1108403025
562	0.1106293779
563	0.1105224678
564	0.1104572976
565	0.1102829168
566	0.1101032813
567	0.1098903352
568	0.1097651337
569	0.109632763
570	0.1094466968
571	0.1092660667
572	0.1090677367
573	0.1089011719
574	0.1086471638
575	0.1084273997
576	0.1082224555
577	0.1080947274
578	0.1079860855
579	0.1079080363
580	0.1077583642
581	0.1075953394
582	0.1075138844
583	0.107412408
584	0.1071908384
585	0.1070382019
586	0.1068812111
587	0.1065360343
588	0.106359434
589	0.1061964675
590	0.1059576206
591	0.1057841941
592	0.1055463164
593	0.1053031524
594	0.1051591629
595	0.1049909865
596	0.1048071356
597	0.1046568188
598	0.1045533144
599	0.1043915543
600	0.1042779034
601	0.1040897602
602	0.1038379522
603	0.1037495652
604	0.1037074314
605	0.1035457581
606	0.1033148605
607	0.1031203268
608	0.1030558846
609	0.1028526291
610	0.102643715
611	0.1025339624
612	0.1022772824
613	0.102153742
614	0.1018860756
615	0.1017278433
616	0.1015160178
617	0.1012639661
618	0.1011121338
619	0.1009675084
620	0.1008292418
621	0.1007156027
622	0.1004449602
623	0.100269276
624	0.1001380592
625	0.1000283508
626	0.09996024956
627	0.09980599835
628	0.09971983714
629	0.0995564449
630	0.09949924533
631	0.09927149908
632	0.09907119354
633	0.09897132759
634	0.0987264703
635	0.098623608
636	0.09846704571
637	0.09826572774
638	0.0980572075
639	0.09784504221
640	0.09770649607
641	0.09749256631
642	0.09735640849
643	0.09708232935
644	0.09692800882
645	0.09681759412
646	0.09668041652
647	0.09647210021
648	0.09637436492
649	0.09610799544
650	0.09596260519
651	0.09571078516
652	0.09557810389
653	0.09538752361
654	0.0952841344
655	0.09513555882
656	0.09494458689
657	0.09468169739
658	0.09447724195
659	0.09432702229
660	0.09412359169
661	0.09390860749
662	0.09369901941
663	0.09364873339
664	0.09345937708
665	0.09330314172
666	0.09317317967
667	0.09309199088
668	0.09296843569
669	0.09282762049
670	0.09267048739
671	0.09249623156
672	0.09247666265
673	0.09232162192
674	0.09218104392
675	0.09204794216
676	0.0919200253
677	0.09185697465
678	0.09166205441
679	0.09147857402
680	0.09130503143
681	0.09111404356
682	0.0910332257
683	0.09092706855
684	0.09077261949
685	0.09067448792
686	0.0904959725
687	0.0903148413
688	0.09020949948
689	0.09016955211
690	0.08999012965
691	0.08983405976
692	0.08962387484
693	0.08952002211
694	0.08930343907
695	0.08909142659
696	0.08889601455
697	0.08872275947
698	0.08853822809
699	0.08841112411
700	0.08819597728
701	0.08815574401
702	0.08799405162
703	0.08786038583
704	0.08771697533
705	0.08758002405
706	0.08743136165
707	0.08727792124
708	0.08712028492
709	0.0870090666
710	0.08682763795
711	0.08674445594
712	0.08664484138
713	0.08652366996
714	0.086406026
715	0.08632101281
716	0.08616829953
717	0.08601860921
718	0.08588190885
719	0.08568730565
720	0.08557916444
721	0.08543345478
722	0.08532384455
723	0.08518527457
724	0.08508180909
725	0.08501794164
726	0.08481888396
727	0.08471148471
728	0.08454716945
729	0.08441186399
730	0.08425248048
731	0.08409808286
732	0.08404148283
733	0.08389054434
734	0.08368940135
735	0.08366953445
736	0.08350383005
737	0.08348680116
738	0.08334165289
739	0.0831846109
740	0.08303846165
741	0.08290294574
742	0.08281807854
743	0.08269318036
744	0.08267789495
745	0.08257068033
746	0.08237650397
747	0.08226772344
748	0.08211974167
749	0.08190504974
750	0.08182030841
751	0.08166540484
752	0.08151116514
753	0.08136554144
754	0.08127392418
755	0.08120225233
756	0.08104198076
757	0.08092985532
758	0.0807795867
759	0.0806880923
760	0.08064096947
761	0.08050147822
762	0.08034483172
763	0.08019536346
764	0.08011874098
765	0.07998884905
766	0.07985536008
767	0.07983977727
768	0.07968097523
769	0.07956028725
770	0.07939427966
771	0.07926267243
772	0.07917403572
773	0.07900543721
774	0.07886447695
775	0.0788024108
776	0.07876386555
777	0.07868667632
778	0.07850785067
779	0.07841699788
780	0.07838406623
781	0.07826015071
782	0.07818051496
783	0.07810021503
784	0.07799324907
785	0.0779668358
786	0.07784977487
787	0.07771189308
788	0.07769062154
789	0.07760092498
790	0.07736075104
791	0.07720046152
792	0.07706034329
793	0.07686538694
794	0.07678735467
795	0.07666239994
796	0.07653450297
797	0.0764216618
798	0.07635397552
799	0.07617934869
800	0.07599867944
801	0.0758375849
802	0.07569881964
803	0.07556670454
804	0.07540185817
805	0.07527452361
806	0.0751003757
807	0.07503256433
808	0.07495661165
809	0.07486370299
810	0.07473032093
811	0.07461398395
812	0.07447916896
813	0.07434354619
814	0.07427405782
815	0.07410194496
816	0.07393616903
817	0.07385223228
818	0.07375238352
819	0.07361925856
820	0.07358346436
821	0.07346428621
822	0.07339846743
823	0.07330970157
824	0.07326734969
825	0.07313677043
826	0.07304432008
827	0.07299614536
828	0.0728774089
829	0.07274695336
830	0.07261214701
831	0.07255260742
832	0.07252709218
833	0.07232809124
834	0.0721924238
835	0.07212121388
836	0.07191800343
837	0.07184164349
838	0.07170916541
839	0.07157714854
840	0.07145644155
841	0.07137728663
842	0.07124133977
843	0.07106916241
844	0.07095030987
845	0.07087698619
846	0.07081737331
847	0.07071352677
848	0.07063627565
849	0.07046581928
850	0.07036305082
851	0.07023225512
852	0.07013337141
853	0.0700924057
854	0.0700524138
855	0.07001345455
856	0.06989147008
857	0.06978816961
858	0.06967123264
859	0.06959626775
860	0.06951184965
861	0.06940118797
862	0.06930579707
863	0.06929508997
864	0.06926538159
865	0.06915459924
866	0.06903129963
867	0.06890887848
868	0.06884369198
869	0.06875735746
870	0.06872888626
871	0.06861565463
872	0.06853529856
873	0.06842271893
874	0.06828312701
875	0.06815903151
876	0.06800297083
877	0.06790057985
878	0.06778976248
879	0.06765119339
880	0.06762500881
881	0.06758076417
882	0.06756044198
883	0.06740483249
884	0.06731255196
885	0.06719730442
886	0.06707354852
887	0.06690297777
888	0.06684382477
889	0.06674047972
890	0.06661883095
891	0.0665876803
892	0.06648925707
893	0.06637918948
894	0.06623669441
895	0.06620784131
896	0.06613694954
897	0.06605239989
898	0.06595887311
899	0.06587445441
900	0.0658097798
901	0.06569521519
902	0.06559666774
903	0.06549304483
904	0.06541630592
905	0.06528480131
906	0.06518941535
907	0.06505964662
908	0.06490592537
909	0.06481621136
910	0.06479581889
911	0.06468875293
912	0.06464693774
913	0.06453341879
914	0.064489127
915	0.06438737585
916	0.06429030548
917	0.06421212937
918	0.06411271112
919	0.06401983111
920	0.06394974577
921	0.06385183382
922	0.06378667371
923	0.06372543563
924	0.0636962068
925	0.0635775569
926	0.06346295122
927	0.06335437382
928	0.06327693499
929	0.06316436673
930	0.06305638105
931	0.06294966032
932	0.06287031936
933	0.06280834707
934	0.06273050931
935	0.06265768139
936	0.06252097661
937	0.06244147403
938	0.06237411813
939	0.06227816085
940	0.0621266854
941	0.06203318474
942	0.06194054341
943	0.06186577798
944	0.06183399014
945	0.06172659578
946	0.06166155117
947	0.06161210896
948	0.06149168425
949	0.06143546845
950	0.06134947652
951	0.06124336664
952	0.06113662305
953	0.06112576073
954	0.06102033701
955	0.06092073433
956	0.0608573405
957	0.06076759464
958	0.06070618222
959	0.06062581171
960	0.06055471831
961	0.06044893724
962	0.06037385485
963	0.06029984636
964	0.06022776883
965	0.06015474568
966	0.06008404417
967	0.06001334283
968	0.05991247475
969	0.05984473696
970	0.05983343256
971	0.05974443402
972	0.0597006335
973	0.05960714363
974	0.05953036513
975	0.05948774528
976	0.05940097428
977	0.05930268182
978	0.05923529497
979	0.05919293401
980	0.0591250195
981	0.05901631736
982	0.05897569723
983	0.05889503806
984	0.05877190654
985	0.05867893349
986	0.05858659168
987	0.05852287873
988	0.05850709989
989	0.05844344002
990	0.05836765345
991	0.05831778479
992	0.05822930687
993	0.05812545876
994	0.05803699549
995	0.05802266612
996	0.05792685608
997	0.05784990705
998	0.05776460461
999	0.05766629906
