host,label,n_points,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,pl_names,n_planets_in_catalog,ra,dec,st_rad,st_teff,st_mass,n_original,n_after_quality,n_after_outliers,n_final,points_removed_pct,pre_norm_median_flux,flux_source,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,r_star_used,m_star_used
Kepler-1890,1.0,18487.0,5.950061607010696,4.954701235428011,,2.324736553348842,0.0033273294078099,3313.3139184929396,0.0277942157045251,0.998509954147386,0.9990098998496668,0.0002350179604452,0.9990704619399614,0.9989493377593724,0.1822588961214395,0.030714147498186,3.9716845542574446,24.0,24.0,0.0,Kepler-1890 b,1.0,292.5778203,40.6679032,1.396,6046.0,1.024,18788.0,18487.0,18487.0,18487.0,1.6020864381520172,1755.1322,pdcsap_flux,2.376595506646274e-05,0.0006579268064304,-2.928360296849952e-05,0.2478971095778427,35.92509911998781,1.396,1.024
Kepler-1892,1.0,18410.0,9.93733440948911,5.352278919339239,0.055062025,0.5019330665219616,0.0042779348171688,3506.724159303879,0.0317395304873796,0.987980042836952,0.9895962525458956,0.0019617268703392,0.990032040700321,0.989086931898912,0.1705748693663159,0.0951432569183454,5.228222323622734,27.0,26.0,1.0,Kepler-1892 b,1.0,299.081007,42.0180957,0.759,5383.0,0.851,18410.0,18410.0,18410.0,18410.0,0.0,122.483567,pdcsap_flux,0.0034409021927217,0.0096898477962261,0.0078664041259322,4.601858686356387,31.127745989493977,0.759,0.851
Kepler-1893,1.0,16567.0,4.155432274617816,4.844641767911837,,1.781336161373246,0.0044392226581235,3506.8739132051273,0.0123974572498253,0.9925505094544492,0.9947170483880828,0.0016610043802493,0.9941090832117744,0.9957029378631777,0.3343947312955248,0.0827181476858047,3.11440469322283,19.0,16.0,3.0,Kepler-1893 b,1.0,298.4012866,44.8381709,1.162,5633.0,0.973,18410.0,16567.0,16567.0,16567.0,10.01086366105377,217.98384,pdcsap_flux,0.000825886106475,0.0097961590505966,0.0001174961260004,-0.0644117172343418,80.06081323397473,1.162,0.973
Kepler-1894,1.0,18515.0,4.890141234629589,4.459064487570068,,6.73707452013907,0.0516706934424995,3368.175761943027,0.0385987239535259,0.979834396922925,0.9830388296131204,0.0040381999171029,0.9798934169456078,0.9873725092883594,0.6411807427435088,0.1225956138307466,3.8517983086469023,5.0,5.0,0.0,Kepler-1894 b; Kepler-1894 c,2.0,295.5864604,49.6668523,0.901,5772.0,0.999,19025.0,18515.0,18515.0,18515.0,2.6806833114323303,163.81583,pdcsap_flux,0.0020562251707023,0.0014270878399709,-0.0002980660564722,-0.013750712265558,25.385149988447207,0.901,0.999
Kepler-1895,1.0,15530.0,6.633140210115677,5.4125710716078075,0.042016807,0.438025319189985,0.0038380004393283,3507.144280299815,0.0131311277983356,0.993688657686984,0.9926830341877296,0.001543151467235,0.9931896747666432,0.9921040163832564,0.2478964080260712,0.0786142769839719,4.597553346966785,21.0,15.0,6.0,Kepler-1895 b,1.0,291.6756005,48.7625419,0.763,5076.0,0.86,18407.0,15530.0,15530.0,15530.0,15.629923398707014,177.225755,pdcsap_flux,0.0006442980292363,0.0078397923811213,0.0019347763553003,-13.617068379407602,75.6742812154289,0.763,0.86
Kepler-1896,1.0,16445.0,5.173291284810718,5.742817262636823,0.094757903,10.787732319760371,0.0363400803513105,3485.8595879867894,0.0575633348556596,0.9563015759321004,0.9735270165099624,0.0066288552984036,0.967345841636568,0.979573818016544,0.6560679572230338,0.1472939968025526,3.9457741547392984,4.0,4.0,0.0,Kepler-1896 b,1.0,289.6785786,40.2496475,0.996,6122.0,1.07,18556.0,16445.0,16445.0,16445.0,11.376374218581589,101.69949,pdcsap_flux,0.0040587080226375,0.0093220796962711,-0.0004010001205787,1.2600521546236396,16.613032902454876,0.996,1.07
Kepler-1897,1.0,18787.0,7.381361025026711,4.506686028957576,,0.7314096402194901,0.048588374373113,3313.1197695054807,0.0237602998003811,0.977145311735154,0.9747992782052572,0.0071269578619793,0.9781522574798062,0.964554063755246,0.5074609610017737,0.1557400036590987,2.940843321357125,5.0,4.0,1.0,Kepler-1897 b,1.0,294.2901043,39.126871,0.761,5165.0,0.859,18787.0,18787.0,18787.0,18787.0,0.0,72.665146,pdcsap_flux,0.0101860769755394,0.026039803365338,0.0035521349992632,,41.1251255221738,0.761,0.859
Kepler-1898,1.0,19611.0,5.594023008727604,4.631278367091903,,13.262616146327623,0.0140028491352341,2393.3043720853743,0.0657714539637736,0.9965902023637762,0.9987370046903942,0.0002465172780176,0.9984634177295404,0.9990105916512482,0.7864206504202692,0.0337842166497878,4.9644155544897135,8.0,8.0,0.0,Kepler-1898 b,1.0,287.2058009,38.4981903,1.125,5702.0,0.837,19611.0,19611.0,19611.0,19611.0,0.0,1365.9679,pdcsap_flux,3.3778600913355304e-05,0.0003542313767609,-9.075136366165635e-06,-0.8077418038167431,15.152321292953175,1.125,0.837
Kepler-1899,1.0,16564.0,5.8161804807391,4.6418510863621325,,1.078610784619063,0.0232936309310289,3312.9142331959074,0.0192511056500357,0.9871891355078176,0.978607932440264,0.0047317303276091,0.979803584468033,0.9772025168988514,0.1943939325321022,0.1385686584779101,4.72248135716719,6.0,6.0,0.0,Kepler-1899 b,1.0,292.0333777,37.9744551,0.742,4791.0,0.759,18788.0,16564.0,16564.0,16564.0,11.83734298488397,114.4797725,pdcsap_flux,0.002484106001411,0.0137247994406146,0.0021143207251798,,51.2796071796524,0.742,0.759
Kepler-19,1.0,19611.0,6.202480986415469,4.667506442958088,,0.9876297788840576,0.016066163343283,2390.95517002036,0.0208426609762177,0.999363251360792,0.999252636286656,0.0001814514459319,0.99935804884633,0.999148257183449,0.4104594149048928,0.0266707034334226,4.262793330450335,8.0,8.0,0.0,Kepler-19 b; Kepler-19 c; Kepler-19 d,3.0,290.4209694,37.8516556,0.859,5544.0,0.936,19611.0,19611.0,19611.0,19611.0,0.0,4323.2197,pdcsap_flux,6.197546996127092e-06,0.0005945189206449,7.938206118196511e-05,0.0812628888748421,47.94796847202499,0.859,0.936
Kepler-190,1.0,18137.0,4.360949673087694,3.6503781207271233,,0.6520528502111441,0.0024088533707751,3533.906750027765,0.0179182495995846,0.9980780476508122,0.996904320902763,0.0008126956263513,0.9968227612898558,0.9969918482922248,0.0736699664030717,0.0270569784553927,3.293233139805757,40.0,40.0,0.0,Kepler-190 b; Kepler-190 c,2.0,288.5839761,44.7337701,0.795,5106.0,0.834,18137.0,18137.0,18137.0,18137.0,0.0,647.5301,pdcsap_flux,7.494557647338172e-05,0.0022937374128778,0.0001813568049221,1.7973342398455596,55.70176049305344,0.795,0.834
Kepler-1900,1.0,17391.0,4.311791971404372,5.025059745165279,,1.5847489426088557,0.0702243792644168,3508.72288304925,0.0104391022686417,0.9920336476727268,0.9826551650405312,0.0035498174140744,0.9875386316704972,0.9725731694173744,1.5694644517137724,0.129617319622682,5.605651476530069,3.0,3.0,0.0,Kepler-1900 b,1.0,291.8863206,44.4790319,1.041,6173.0,1.104,18409.0,17391.0,17391.0,17391.0,5.52990385137705,181.52945,pdcsap_flux,0.0009071064564437,0.0106532387362585,-0.0001347875254047,-0.0181457589601079,95.03055168380938,1.041,1.104
Kepler-1901,1.0,18819.0,5.685599800043389,4.510606557648684,,0.89128640383736,0.0368441601698688,2394.503015688277,0.0321107240108566,0.995402479095152,0.990883990291868,0.0019574059487331,0.9903480564812402,0.9914007836092597,0.1902013655174212,0.09432308487682,3.925451565248017,4.0,4.0,0.0,Kepler-1901 b,1.0,291.1643587,45.3183061,0.921,5696.0,1.022,19608.0,18819.0,18819.0,18819.0,4.023867809057524,245.17465,pdcsap_flux,0.0005887548095527,0.0040691785827612,0.0010467541036177,1.3880464465860545,30.99906681514274,0.921,1.022
Kepler-1902,1.0,19611.0,4.9633573899882855,5.062380848270625,,8.185468584129461,0.0442472168759318,2390.9580387808646,0.0397918298286859,0.969704762986346,0.971875579297405,0.0062783563963856,0.959137170463688,0.984613988131122,1.4700897919220597,0.1601016114174215,4.7403207305474115,4.0,4.0,0.0,Kepler-1902 b,1.0,292.7376545,42.0147792,0.514,3729.0,0.52,19611.0,19611.0,19611.0,19611.0,0.0,210.52477,pdcsap_flux,0.0036561019766628,0.018811140150251,-0.0007654084439969,2.058098744587703,24.369443857223335,0.514,0.52
Kepler-1903,1.0,18307.0,4.836168595229238,4.940969806352114,,2.529192372042022,0.0242615942731982,3367.9091273038116,0.0395961567367242,0.9885433431838074,0.9876023196716404,0.0028973059459253,0.9905126443554784,0.9846088428539788,0.7242716827265427,0.1090553955023132,4.335686155356125,6.0,6.0,0.0,Kepler-1903 b,1.0,290.8882981,51.2481617,0.996,6347.0,1.053,19025.0,18307.0,18307.0,18307.0,3.773981603153742,159.64886,pdcsap_flux,0.0017177005882469,0.0068816095503356,-0.000636290378509,-0.9405839888900768,24.96563870470197,0.996,1.053
Kepler-1904,1.0,14833.0,5.459655897553061,4.361075861919591,,2.3898335707488845,0.0066036650502153,2390.85484807112,0.0236552809626526,0.9880379704742824,0.9905331303487908,0.0021677365382719,0.98967449597843,0.9920357404969224,0.363408544548924,0.0894554150751931,4.239406667489506,15.0,11.0,4.0,Kepler-1904 b,1.0,288.8744026,51.1542215,0.497,3805.0,0.526,19609.0,14833.0,14833.0,14833.0,24.3561629863838,171.23756,pdcsap_flux,0.0010657873959227,0.0082912474221956,-0.0001843088093544,1.5028958633648202,41.768177348399085,0.497,0.526
Kepler-1906,1.0,18787.0,8.862774311519756,8.30411520020017,0.000480192,0.6191701642966208,0.0029833737918512,3312.937849011997,0.0705813866110389,0.9927457885429172,0.9927340815472688,0.00079239793425,0.9912989073494518,0.9942307157512424,1.309077934392386,0.0821902455289421,8.825851644557206,44.0,43.0,1.0,Kepler-1906 b,1.0,293.8266166,38.8565906,0.894,5868.0,0.987,18788.0,18788.0,18787.0,18787.0,0.0053225463061523,219.66995,pdcsap_flux,0.0011520955931634,0.005767152565123,0.0080017909155279,,14.065263325212886,0.894,0.987
Kepler-1907,1.0,15742.0,6.286601166070569,4.181505200899203,,0.5491598172216499,0.0040813897000754,3313.179812208629,0.0150334263419491,0.9982633445731782,0.9987229065968196,0.0003193977889745,0.9984904634481584,0.998975650457154,0.5361415299325002,0.0346965356411432,3.848055873933943,28.0,23.0,5.0,Kepler-1907 b; Kepler-1907 c,2.0,280.7085829,47.3279236,0.8,5159.0,0.752,18788.0,15742.0,15742.0,15742.0,16.212476048541625,889.181,pdcsap_flux,5.2506217309632374e-05,0.002032500120525,0.000281961080032,40.116754556190216,66.4029158667333,0.8,0.752
Kepler-1910,1.0,18410.0,5.676883707713993,4.815588192655292,,0.5164614808855791,0.0074251623731924,3508.601314679923,0.0169260998483511,0.9903034561432512,0.9870653275742692,0.0029271673797642,0.9852280416711828,0.9889166385605854,0.4465988751008766,0.1149210190527375,4.559655736600122,12.0,12.0,0.0,Kepler-1910 b,1.0,296.6171677,41.2811677,0.639,4234.0,0.636,18410.0,18410.0,18410.0,18410.0,0.0,139.031855,pdcsap_flux,0.0021115836515316,0.013312012868864,0.0029473185729314,-4.990268834127842,58.50748046010872,0.639,0.636
Kepler-1911,1.0,15123.0,5.1797051326844885,4.593747846880124,,1.682816233752446,0.0031906178297355,1711.6678351592684,0.0307169720589068,0.9989589078013718,0.9991652574817416,0.0001780922834532,0.9994122310727112,0.9989224231129664,0.9753670529683602,0.0273347273778832,4.619545047263601,24.0,20.0,4.0,Kepler-1911 b,1.0,299.303559,41.4410233,0.972,5721.0,0.954,17748.0,15123.0,15123.0,15123.0,14.790398918187964,3515.6365,pdcsap_flux,1.1528764803152014e-05,0.0005545932450013,0.0001293577377675,1.753520191519763,32.52139911074699,0.972,0.954
Kepler-1912,1.0,19610.0,5.567857876964205,4.34414037394173,,2.4530511039303664,0.0064865887581365,2391.7992788924316,0.0554036584778856,0.9992911144237162,0.9991986190203592,0.0001627073588711,0.9990939488516312,0.9993047036508272,0.4582611348806126,0.027597122512666,4.773904246270799,14.0,14.0,0.0,Kepler-1912 b,1.0,282.1178211,46.2239547,0.962,5734.0,0.977,19610.0,19610.0,19610.0,19610.0,0.0,3081.08585,pdcsap_flux,8.389624191596133e-06,0.0003857342838586,9.863403774335032e-05,0.1954044516537594,18.0365546586167,0.962,0.977
Kepler-1913,1.0,12975.0,3.879683013391009,3.208432704565903,,4.885537050316504,0.0141014674128543,3481.1504585763596,0.015138810458946,0.9922943495040848,0.9906856994288462,0.0034193781082413,0.994028319243949,0.9822308375435858,1.2502512977467692,0.0780403915289527,2.946809882945845,11.0,7.0,4.0,Kepler-1913 b,1.0,290.216689,44.7795863,1.076,6214.0,1.169,18556.0,12975.0,12975.0,12975.0,30.076525113170938,352.19846,pdcsap_flux,0.0005957890985404,0.0088231524125219,-0.0002801679241029,0.6482959945686699,65.5463883503282,1.076,1.169
Kepler-1914,1.0,17653.0,6.750223484274614,4.5588982614251385,0.027771108,6.839417293846678,0.0732943783538884,3319.502596756145,0.0372088586609208,0.950215752009146,0.952190090187094,0.0075959757822285,0.9396492760489676,0.9775932778002232,1.8079438078764212,0.2003082214580235,6.3017124178924036,3.0,3.0,0.0,Kepler-1914 b,1.0,291.4314024,38.6543635,0.96,5982.0,1.047,18783.0,17653.0,17653.0,17653.0,6.016078368737688,112.92739,pdcsap_flux,0.0067238698545672,0.0313294481682636,-0.0034678408352613,,25.537352829559516,0.96,1.047
Kepler-1916,1.0,15337.0,5.107231233790446,4.418610139478376,,1.700932829578112,0.0057716047302983,3506.7795933309058,0.0279077298894235,0.9873367705468794,0.9886878751208572,0.0032231414692109,0.9930542884895412,0.9848803626633648,0.9070313143051926,0.1081368318799658,3.769446651106952,16.0,13.0,3.0,Kepler-1916 b,1.0,293.0705754,48.387679,1.092,6246.0,1.18,18410.0,15337.0,15337.0,15337.0,16.692015209125476,102.15485,pdcsap_flux,0.0021009103690351,0.0102369906186247,0.0001495252466949,1.7419078693453285,35.37861282372026,1.092,1.18
Kepler-1917,1.0,17358.0,4.2142108720670715,4.466376628889575,,7.242934559325132,0.0059851707927587,3506.652624003108,0.0487102241946528,0.9829271661763396,0.9908221916128476,0.0022648222585627,0.9934958844198718,0.9881836789743365,0.8316483320476189,0.0947644204802356,4.207739957588574,16.0,16.0,0.0,Kepler-1917 b,1.0,294.1038932,45.0013533,0.788,5530.0,0.882,18410.0,17358.0,17358.0,17358.0,5.714285714285716,177.98480999999998,pdcsap_flux,0.0014360339293085,0.0032212226809131,-0.0006036690511588,-16.36695500735868,20.179072924165297,0.788,0.882
Kepler-1919,1.0,16108.0,4.624085424521223,4.294290770345962,,0.5988475051835747,0.0504877764151565,3312.8830728589883,0.012584779802033,0.9932090220535428,0.9822495281637024,0.0051255882883023,0.9828557381577024,0.9816433181697024,0.083637769534976,0.1303227211275096,3.800096852817911,4.0,4.0,0.0,Kepler-1919 b,1.0,283.1319153,43.956005,0.818,5513.0,0.868,18788.0,16108.0,16108.0,16108.0,14.26442410048967,125.560755,pdcsap_flux,0.0017288277049987,0.0162439050100081,0.002006662329572,0.1692707660494102,78.92144619750084,0.818,0.868
Kepler-192,1.0,15542.0,5.686634921813053,4.196868681032853,,0.7331472623692422,0.0018743213363758,3313.234082992442,0.0058518363768861,0.9978049132757716,0.9977067201635852,0.0007031109246493,0.9972654640683152,0.9981731908928708,0.4602131149697649,0.0382626438145775,3.1113578063043374,36.0,29.0,7.0,Kepler-192 b; Kepler-192 c; Kepler-192 d,3.0,287.9179379,45.5928829,1.007,5479.0,1.028,18788.0,15543.0,15542.0,15542.0,17.276985309772197,551.98041,pdcsap_flux,0.0001155239148467,0.0050677982417847,0.0008556666416394,-0.6335145832559398,170.51141710266464,1.007,1.028
Kepler-1921,1.0,18603.0,3.902883143613968,5.798014979004653,0.073709484,1.966377513188869,0.0524939174977916,3319.156319486984,0.0239730172229217,0.9983469528466012,0.9968292303726644,0.0007229833232714,0.9973765234166296,0.9957346442847336,0.7681306658849828,0.0551914823929785,4.934786448086544,3.0,3.0,0.0,Kepler-1921 b; Kepler-1921 c,2.0,300.3161723,45.4953271,2.0,6120.0,1.251,18787.0,18603.0,18603.0,18603.0,0.9794006493852092,1445.2877,pdcsap_flux,3.827486364573001e-05,0.0016528509353686,0.0003337039818855,-8.949176204814787,41.64461000311783,2.0,1.251
Kepler-1922,1.0,17201.0,6.734087582411016,3.767688101730543,,0.5149532155815605,0.0109458011067611,3313.554317788208,0.0364988582545583,0.9940585581467424,0.988118217012798,0.0029571364281752,0.9853529236718176,0.9908396168086836,0.658368634912181,0.0874262433912525,3.6857169892610218,10.0,10.0,0.0,Kepler-1922 b,1.0,292.3303706,37.9970696,0.863,5931.0,0.953,18788.0,17201.0,17201.0,17201.0,8.446880987864592,195.31927,pdcsap_flux,0.0012770603495272,0.0072027820681425,0.0032953737823639,-2.035963598999184,27.23533298531593,0.863,0.953
Kepler-1923,1.0,18604.0,6.086383728572274,3.910922395867822,,2.29777996432492,0.0090427618969881,3313.7597604973485,0.0279700645561595,0.9918092034980288,0.9912148132535537,0.0022479276612474,0.9915999673763648,0.9907629978402552,0.1305222992141665,0.0745854571656726,3.791212139676823,15.0,15.0,0.0,Kepler-1923 b,1.0,298.0834457,40.3462551,1.294,5881.0,1.109,18788.0,18604.0,18604.0,18604.0,0.979348520332124,351.66859999999997,pdcsap_flux,0.0005959187570816,0.0051577249558445,0.0006635739919484,-2.889303829364627,35.45966801423113,1.294,1.109
Kepler-1924,1.0,18234.0,4.186951168309928,4.3959594998761915,,0.8954694066831322,0.0162767261275673,3509.697659502358,0.0235530809194794,0.9939356262020592,0.9925191111994134,0.0018583275102452,0.9902265746164348,0.9966762442032144,1.261695896883565,0.0822800027622197,4.084183407570384,7.0,7.0,0.0,Kepler-1924 b,1.0,293.767386,42.8291562,1.285,5726.0,1.018,18410.0,18234.0,18234.0,18234.0,0.9560021727322066,208.702675,pdcsap_flux,0.0007035254736368,0.0061596570326858,0.000978069114525,-0.489477813453553,42.19981367193589,1.285,1.018
Kepler-1925,1.0,12779.0,6.647950175861742,6.229105288301051,0.017206883,8.979753994295178,0.0534081894691222,3487.485448419526,0.0703145135137098,0.9640626036168288,0.9696930487044076,0.0035043760495705,0.955732090868404,0.9946233305544142,4.57444803712439,0.1659640560928189,10.64804658337297,3.0,3.0,0.0,Kepler-1925 b,1.0,289.8287452,45.1026883,1.092,5856.0,1.057,18556.0,12780.0,12779.0,12779.0,31.13278723862901,168.54439,pdcsap_flux,0.0012442586223457,0.0214344331742465,0.0028089823860567,,13.710719955829,1.092,1.057
Kepler-1927,1.0,18604.0,3.144232173258499,4.108109602042632,,3.0858925805555906,0.0014916656102121,3313.47934185991,0.0173976661170058,0.998170177473104,0.9990001424008794,0.0002295073690706,0.9991455484497048,0.9988511581271388,0.4535075718252195,0.0314396837108538,4.309478579118178,43.0,43.0,0.0,Kepler-1927 b,1.0,296.3546093,41.3355698,2.481,6056.0,1.408,18788.0,18604.0,18604.0,18604.0,0.979348520332124,1207.3263499999998,pdcsap_flux,4.7841917538130785e-05,0.001471584744481,-2.46023092844716e-05,,57.37379777034672,2.481,1.408
Kepler-1928,1.0,19609.0,4.808512323893379,3.753134563850101,,11.405424148039248,0.0688002512647782,2393.9821442819775,0.0939818759938259,0.9976949528721768,0.9982124074123184,0.0002585416822308,0.9992163774137924,0.9961909002471876,4.177392615332214,0.0406530523269503,6.70034723727007,3.0,3.0,0.0,Kepler-1928 b,1.0,290.4406294,38.5235721,0.92,5720.0,1.01,19609.0,19609.0,19609.0,19609.0,0.0,2401.4019,pdcsap_flux,1.5706878705811952e-05,0.0014796722171037,0.0001304686771685,1.596467110390656,10.615822916087778,0.92,1.01
Kepler-1929,1.0,18322.0,5.089818526745432,3.99791460225394,,5.178851161209894,0.0056054563898684,2420.263911744447,0.0377375214590357,0.998942068451809,0.9994480410954272,0.0001446756012319,0.9993902685849202,0.9994985507760422,0.2643833895002309,0.0242137297523032,3.7914796835915863,16.0,15.0,1.0,Kepler-1929 b,1.0,299.5833362,47.4481244,1.471,5786.0,1.006,18322.0,18322.0,18322.0,18322.0,0.0,3641.76545,pdcsap_flux,6.939224013045089e-06,0.0003145744317362,-3.83655690954221e-05,,26.470791663839567,1.471,1.006
Kepler-193,1.0,18602.0,3.5049832017876867,5.70936151474155,0.07314926,0.7219317836123754,0.0471105819052235,3314.2885450666595,0.0051200032090747,0.9966478680053524,0.9921290383981084,0.0016156138228922,0.9904828330324794,0.9937752437637368,0.7332104737721401,0.0886148064974327,4.742939136283367,4.0,4.0,0.0,Kepler-193 b; Kepler-193 c,2.0,296.4985951,46.5772484,1.147,6335.0,1.051,18786.0,18602.0,18602.0,18602.0,0.9794527839880772,328.525695,pdcsap_flux,0.000336154624236,0.0080171442743246,0.0006906090758016,0.1313235877906092,194.6576647137433,1.147,1.051
