host,status,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,elapsed_s,st_rad,st_teff,st_mass,sector,ra,dec,st_rad_err,st_mass_err,predicted_probability
TIC_139876330,Success,7.173661409182607,6.008783901839043,0.007202881,9.851936536227374,0.0813040208810838,1328.652718280065,0.0411446003125307,0.9994793099748424,0.9994743083184774,0.0001029802319802,0.9995943013579082,0.9993005252958524,1.111308659220127,0.0205209175683312,6.853522288680015,3.0,3.0,0.0,4.168278892233501e-07,0.0006410826198543,1.239285509380128e-05,-0.8313683741241875,24.291870680062154,45.67924291698728,0.659687,4855.19,0.79,104.0,326.252399313136,-52.464207717851,0.0467337,0.0964508,0.9648994753778295
TIC_161176007,Success,6.604468756833055,4.364104461585777,0.018807523,11.189376737489289,0.0578610895696449,1327.3002464832066,0.0869359016455161,0.9992897034073236,0.9993659697291862,4.953681859002186e-05,0.9997727448493522,0.99853814667762,16.46370918185366,0.0239677360075363,32.043885294015446,3.0,3.0,0.0,6.486270567245021e-08,0.0005833115425122,-7.979111326106292e-06,-1.1892474266011814,11.494557305932808,106.91146550001577,115.123,3438.0,,104.0,340.262696406163,-51.4588432026658,,,0.9640961276818583
TIC_220378915,Success,6.666379908598508,6.1891841461946955,0.016406563,2.059785543673685,0.0085662494956821,1326.1518738553607,0.0251591477803438,0.9999185630528864,0.9999228177383256,1.5568111115240873e-05,0.9999460501414686,0.999894670788364,1.1723800339106554,0.008115548717002,5.091250740846359,14.0,14.0,0.0,5.2935013178269987e-08,5.530124758639966e-05,7.876753359781219e-06,3.3060994949161886,39.74373741840706,27.060620290925726,1.28774,6261.87,1.22,104.0,320.916496640618,-55.5430175663227,0.0522638,0.175753,0.961410572220934
TIC_213932220,Success,5.71315532124346,5.66694094837137,0.089715886,7.200858621006739,0.0500800882365588,4183.808458598362,0.0626584239379592,0.9709050172893956,0.9748000227162348,0.0060124990507278,0.9778892054655552,0.9700258311945578,0.4612995161659179,0.1533967642005573,4.573037698579532,3.0,3.0,0.0,0.0033943922447968,0.0143154667350511,0.0019633143786519,0.0037376599426414,15.49520329861359,77.85698875004891,0.47024,3548.0,0.467888,104.0,258.574834945296,-49.200342458682,0.0143893,0.020594,0.9604280617033144
TIC_469815705,Success,5.685473091804854,5.740280378097602,0.094677871,0.5993690802099529,0.0012771074125184,4101.647231909518,0.0171823546353885,0.9995780774608476,0.9995875365356324,0.000122537328145,0.99950013609233,0.9996804525408904,0.5199891981934721,0.0184724078977111,3.464958094827152,40.0,35.0,5.0,6.047225624534176e-06,0.0005418900083268,-5.225600011704579e-05,-2.626600890168297,58.174685523143175,39.72697008296382,0.759374,5134.0,0.87,104.0,304.8081676925,-61.7031065268711,0.0442085,0.108583,0.9601383870467048
TIC_425952950,Success,6.182326070663994,5.569373361927509,0.040896359,8.779051585067917,0.1291046905823893,1330.929967874565,0.0970703449387071,0.99930217510482,0.9993441739367466,5.4063274011969785e-05,0.9996544581930682,0.9988964780811964,6.074470049442183,0.0237563861724973,20.033969793043696,3.0,3.0,0.0,1.8146357373784617e-07,0.0005373182907345,2.9784262350673885e-05,-0.1073148463493167,10.294618564874844,84.14085462503135,0.87042,5658.0,1.0,104.0,17.4858684038889,-64.3592103871454,0.0448769,0.127694,0.9593999564358455
TIC_158442384,Success,6.343380521005522,4.875003960635861,0.030012005,1.631291742438111,0.0066920409970779,1657.4831621163444,0.0923695570636884,0.9997134888750232,0.9997458011918609,9.116538664227285e-06,0.9997738503693347,0.999717583719322,2.193900984381915,0.0152222164064532,25.342402951018855,16.0,16.0,0.0,1.0000358382712469e-07,0.0001603924462767,0.0001412505643761,1.8718223035650736,10.822975887886148,113.05083991598804,10.6103,4941.0,,104.0,289.152834094238,-52.4378122657283,,,0.9581540471600384
TIC_381036825,Success,7.6607481625124,5.518972748107389,0.00280112,3.7635289995444414,0.0232973901653854,1657.385812324584,0.0379712459475111,0.9997257929649516,0.9997239748364396,3.93655731036125e-05,0.9997864573295586,0.9996449307186384,1.2707967848886383,0.0148917742259111,8.019974240885366,7.0,7.0,0.0,2.2204859883734845e-07,0.0001943973249883,2.3895295326203936e-05,0.0526195725392331,26.32849589257368,92.8225606669439,13.3609,4561.0,,104.0,270.505725315764,-61.1884946235306,,,0.9574216371168983
TIC_219319398,Success,7.454769578626493,6.95221142034862,0.004241697,0.3668062947162313,0.0003721613647365,3126.715752404148,0.0123843670957637,0.999243689444344,0.9993387181838196,0.0001869484248192,0.9995698905616016,0.9991054053210582,0.8800081487562796,0.0247318855303583,3.515985754379724,64.0,50.0,14.0,1.5247581508402694e-05,0.0010985810210439,0.0001108666739912,-0.5199994402821742,80.6858906650266,97.10216825001407,0.278511,3188.0,0.252302,104.0,322.053011514027,-59.089366396456,0.0084251,0.0201937,0.9561517916539717
TIC_61648669,Success,8.78255450874491,5.877986196747747,0.000240096,7.284915399949641,0.057340565004154,3104.483156436485,0.0939285461419277,0.9996552344163304,0.9996810226692115,2.70992019718492e-05,0.9997405406609962,0.9995502956515424,2.56194122106414,0.0166981785172175,21.904691569795343,3.0,3.0,0.0,3.754893780214021e-08,0.0002256133943924,-1.4449717718134636e-05,-0.0205112659967344,10.642720189726273,70.88798137498088,152.293,4264.0,,104.0,274.055197643201,-35.2409056978086,,,0.9559324099987683
TIC_406280308,Success,6.033891523143925,5.6022389521746305,0.053061224,10.316288704583403,0.0526299041579729,2037.769551790338,0.0973831232058138,0.9994336516206976,0.9995142779938224,8.403671233150512e-05,0.9996957725621622,0.9991406127060634,2.236463808007803,0.0214017347839112,5.988699076702792,3.0,3.0,0.0,1.3656921119194447e-06,0.0002712132108577,5.723468309881685e-05,-0.2967779622587974,10.262904071257294,70.00586608308367,0.644881,4043.0,0.63,104.0,326.334323561182,-61.9373277474198,0.0645854,0.084424,0.9545050305966332
TIC_231053750,Success,6.374705197933386,5.026590979946099,0.028171269,2.280600649926325,0.0082960568164014,1354.673994900931,0.0771448915770687,0.9997498495556986,0.9997737068950088,1.0131204608996274e-05,0.9997613159605856,0.9997845489626286,0.8063317673486853,0.0142235428719002,24.485369814404702,12.0,11.0,1.0,5.15234237033826e-08,0.0001678826717231,2.1925801911848453e-06,1.37293501257942,12.959378503461052,80.9741317499429,10.2002,5010.0,,104.0,30.0704231792854,-55.0127933367829,,,0.9532033839993966
TIC_232864710,Success,6.438834086636799,5.491454284911899,0.024569828,0.9271697312626032,0.006997500413426,4180.166743973355,0.1001366604188822,0.9945229232637094,0.99509465863713,0.000737808353401,0.9958137505788446,0.9943559240414253,0.6985977658791187,0.0665551336147335,6.82594043344862,27.0,24.0,3.0,0.0008911076343128,0.0044591556659483,0.0046664367727025,3.015211454781229,9.93165658914043,44.75614204199519,0.836114,5271.0,0.9,104.0,250.304826810391,-47.517923841403,,,0.9528561948524059
TIC_101311910,Success,5.757810847515986,4.540451990728341,0.083953581,1.0491995379481365,0.0053033793375243,1657.5491639598602,0.0134039330596993,0.999804504076911,0.9997570670628728,1.7973014944400117e-05,0.9998391758575093,0.9996841601159112,3.3010569836185857,0.0125740736357878,12.222303173362995,24.0,23.0,1.0,8.432777557547375e-08,0.0002268161165865,0.00015652275483,0.9772043792291988,74.59038325720631,71.45227316603996,10.3771,4720.0,,104.0,300.105531557759,-49.350945589578,,,0.9508514974056406
TIC_304985492,Success,7.0164128049696055,6.980109728478546,0.009203681,1.688067214080783,0.0020795777339629,2036.5378554048416,0.0226991201741667,0.9999318650669048,0.9999377095464682,2.217935044077253e-05,0.9999667537943115,0.9998989838826772,1.0828170052838166,0.0074232154179136,2.6326149158323973,15.0,14.0,1.0,1.0602661823400197e-07,7.82161440397563e-05,-2.0219953417610625e-05,0.1013227001985343,44.05156928526686,44.27125933300704,15.3966,4708.0,,104.0,288.36009075328,-48.4022907765302,,,0.9428928415296178
TIC_232062851,Success,5.851824778012791,5.548164624927829,0.072589036,9.235362576005503,0.0202655567836664,4127.484932469996,0.0355109293295927,0.9996614478407814,0.9996726429443228,8.59719869804834e-05,0.99952060303252,0.9999332827931278,2.068516712911733,0.0165470256773858,6.162076539750944,3.0,3.0,0.0,1.6096023319536437e-07,0.0005032995031919,-8.932161943198125e-06,0.4220408200108941,28.150810657825303,82.81476604100317,8.5285,4900.0,,104.0,339.648699826056,-63.5726015904275,,,0.9422519333217453
TIC_206592567,Success,6.874015847812622,6.28660623342335,0.011764706,4.432243248321293,0.0073737025040165,2090.603749812023,0.053121314641264,0.9998863104471852,0.9999816106420182,2.1372888333604872e-05,0.999970895379204,0.999990828072396,0.3316902099111949,0.0095888698937284,0.8259609479433716,6.0,6.0,0.0,8.575250980499178e-08,3.8463960465649085e-05,-2.588658224000895e-06,-0.2542757433296986,18.82269513093874,45.66180375008844,13.2148,4677.0,,104.0,20.9580010103151,-56.6045817406145,,,0.9419578395745383
TIC_320484212,Success,7.45110046811981,4.6300708837994655,0.004321729,0.072016089522506,3.104889797213295e-05,1657.0425438096202,0.0003876739387336,0.9786263110524868,0.9469324685838376,0.0205733356051592,0.9476943619978112,0.9461705751698644,0.0262838461934523,0.1314761230653741,2.5504697707401074,352.0,88.0,264.0,0.0380626366520368,0.1929949951091504,0.0213551280309926,-0.1034868153335641,2524.3541370077255,345.6691848329501,0.18,31000.0,0.47,104.0,296.174398699104,-56.6564803155199,0.104,0.03,0.9417848890992684
TIC_403317759,Success,6.86924326137296,5.993876412829229,0.01192477,0.1021659137146101,3.599203636371617e-05,1325.3746222701095,0.0004113277137905,0.9924934762328486,0.980777335980108,0.0057295784503509,0.9830846236350004,0.9786522026137598,0.273479995901738,0.0779159874267388,3.606008874046397,273.0,73.0,200.0,0.0020786333110313,0.0489535397388894,0.0026690104158263,-0.0825683319443832,2412.902031537664,267.0462181669427,0.147,50000.0,0.5,104.0,343.082329869569,-63.2652063461835,0.111,0.3,0.9408101623992936
TIC_412064277,Success,7.0687057971795495,6.6792726194358405,0.008323329,1.634982784620673,0.0020382892803443,2062.5125492747934,0.0207536996478818,0.9998757333646576,0.999879159062024,2.727204816593847e-05,0.9998847277408996,0.9998718870225513,0.165760794860411,0.0100250008146251,4.484064700244409,15.0,14.0,1.0,1.4245670407604741e-07,8.233927519197064e-05,-7.131998316589616e-06,-3.584437375948862,48.17819233818901,115.8354143340257,56.1112,3966.0,,104.0,0.369138711670641,-67.9420293371159,,,0.940031979907529
TIC_160188131,Success,7.664181742188436,4.126320136519336,0.002721088,5.043067468221814,0.0358307802352966,1358.580605937476,0.0713628782701341,0.9996431017026,0.999617907988316,3.365989955968549e-05,0.9994982996999158,0.9998065684844528,3.703350446700675,0.0169894525521655,13.746379209270424,5.0,5.0,0.0,1.917180246860014e-07,0.0003754634125983,8.108933766570736e-06,0.9212085658964542,14.007886536170696,180.97693254204933,30.3872,4194.0,,104.0,6.49818056578917,-46.9741004659912,,,0.9397647527403252
TIC_320330186,Success,7.714903542670049,3.7207695939371894,0.002561024,5.78982752917119,0.0485641843784621,2037.6068742289028,0.0548950732545354,0.9996300810336304,0.9996521296321348,4.239053811409951e-05,0.9994471993991276,0.9998597563155762,4.312417435713875,0.0172965882199765,17.700526885905493,4.0,4.0,0.0,5.840937519235893e-08,0.0004859175622748,1.5025050262962305e-05,2.1560256679312984,18.209832354145565,73.19400454196148,39.4078,4022.0,,104.0,295.409021953886,-55.266154137818,,,0.9371194745310557
TIC_229152539,Success,7.395406235865252,6.054365658155258,0.004481793,0.6022727777112009,0.000575101383608,1354.5057861996763,0.0170026138801029,0.9996269601364792,0.9996375921037308,7.411518071881577e-05,0.9995575076569672,0.9997196219216712,0.7747442810368171,0.0173693980788749,4.795670399594109,45.0,43.0,2.0,2.856736206452178e-06,0.0004635045873837,4.909344163561702e-05,0.1724179383603461,58.79254608647435,155.59516079095192,0.24616,3155.0,0.216716,104.0,28.2149381395743,-48.0947842062096,0.00745374,0.0201428,0.9370903802367507
TIC_120197271,Success,7.898086758962195,6.060102213918069,0.001920768,6.550893852732219,0.0365851169849689,1661.1087366898034,0.1177336469145462,0.9996132287086577,0.999658486403731,1.5723472348142636e-05,0.9997462175057986,0.9995621542132253,4.443954850313068,0.017686189014969,28.180843116787425,4.0,4.0,0.0,4.627421684617256e-08,0.0001951235095736,9.354205867673216e-07,0.2091350796978511,8.490463473319565,100.44644020893612,15.2898,4588.0,,104.0,279.949114068604,-58.8691938952151,,,0.9369945975190406
TIC_56584594,Success,7.3491044164747406,7.194415941073142,0.005202081,0.6046872677408754,0.0037337472344223,4179.628212001483,0.0654229940217347,0.9909007417273108,0.9921160012606636,0.0012846783435762,0.991878059092738,0.9923459170877776,0.1287882626300894,0.0857847604649998,6.1471909986365345,42.0,39.0,3.0,0.0029729716156769,0.0083165894711959,0.0073778083422937,3.811280106674767,15.146062275873744,82.44432104099542,0.587373,3829.0,0.577662,104.0,272.228409476638,-35.6317817721171,0.0177939,0.0204911,0.934826627226961
TIC_325220064,Success,6.769815842588405,6.153449155968181,0.01392557,1.335781081765646,0.0018593448763175,1326.0602503395028,0.032699764181113,0.999246595184481,0.9993219515541044,0.0001378746794237,0.9991671232516588,0.9994945591831464,0.8389241733589674,0.024684329939275,5.046638579791494,21.0,20.0,1.0,7.994919706131474e-06,0.0005132589089325,6.343914904394232e-05,9.013966375330105,30.558220225992727,234.92967291595417,0.306221,3250.0,0.283727,104.0,356.045591430119,-68.5296795985724,0.00968037,0.0204983,0.9339584732966234
TIC_421432683,Success,6.392129903338225,6.1572645700097315,0.02705082,1.1514472526547392,0.0055107120550365,1657.8251942572754,0.0458808031576977,0.9999200320405146,0.9999288060166934,7.766951856859981e-06,0.9999416986405992,0.9999146478591526,1.233311270300083,0.0080420200965809,9.386249963965218,22.0,21.0,1.0,3.941259899002928e-08,3.151062281512196e-05,2.4595874870025906e-05,0.8294284753841504,21.793865042067196,16.22826087498106,1.63023,6237.0,1.21,104.0,293.058343277553,-44.5463826402635,0.0667538,0.173917,0.9333103843948833
TIC_352438054,Success,6.431981639664785,5.202156872768154,0.024889956,0.2106746317914714,0.000290150611209,2036.436845745516,0.0093139799924746,0.9988797568969432,0.99896251396183,0.0002120972936507,0.9990916367958091,0.9988317566615984,0.4336702496824824,0.0300997775672363,4.872520015246462,108.0,95.0,13.0,2.8940967821697463e-05,0.0022236780683837,0.0001141310915275,-0.1369272902496791,107.24521178958987,98.06660391704644,0.189385,3444.0,0.158642,104.0,310.793320025998,-65.0214934623644,0.00571375,0.0200624,0.932896874056836
TIC_406280054,Success,6.56341048311033,5.9022264287747515,0.020328131,1.951661432718532,0.0015314254049724,1326.696321358834,0.0228857107275529,0.979721202124014,0.981025634314388,0.0036038230638314,0.985454382877938,0.9761239126032744,0.9189154351547076,0.1280643501611731,5.1196261869472695,14.0,14.0,0.0,0.0029713469737517,0.0101449048249738,0.0006148056475248,0.1459819413009089,42.80929763498632,166.83420512505108,0.18,31000.0,0.47,104.0,326.398044685358,-62.6276414858972,0.104,0.03,0.9309757890033248
TIC_120125656,Success,6.771712382881045,5.8658384979628355,0.01392557,3.1188630787021188,0.0108038971133386,4153.670039489677,0.0127517218423146,0.8876994627182618,1.0226223649419643,0.0518578480903747,1.049327426481576,1.003647715953293,0.3094620341872623,0.3013686439007976,-0.4505376685727706,8.0,7.0,1.0,0.1637433694605795,0.066423650638316,-0.0004975155815309,-2.792874138043486,69.61408613639676,86.52821024996229,0.351387,3277.0,0.33581,104.0,279.674221931496,-56.3558786535936,0.0311382,0.0394534,0.9299670697764977
TIC_128726280,Success,6.014027471339436,5.061529545443887,0.055542217,0.0835473334235775,4.681497072477753e-05,2036.300777052283,0.0009952716210737,0.9732825117504448,0.9680568297962688,0.0148970617891245,0.9818761228987548,0.9538426997479968,0.6783561251885297,0.1469958115792007,2.136141472347795,246.0,142.0,104.0,0.0311435729475812,0.1775189789649472,0.0050917680733559,-0.1741890619417771,977.9064238769708,134.98006379196886,0.18,31000.0,0.47,104.0,299.854180356289,-47.1001990571911,0.104,0.03,0.9292763362227209
TIC_123404420,Success,7.576768916567128,6.074923777764616,0.003361345,1.0596105903300064,0.0027336901690311,2116.4175575561717,0.0225164327574315,0.9991034903755438,0.9991851819992252,0.0001641064768556,0.9991210512597998,0.9992565274468364,0.2909923914630595,0.0269267925824623,4.817702380972605,24.0,21.0,3.0,9.61109984468269e-06,0.0005098074142973,0.0001041727783707,0.9474578556060924,44.37219257325693,39.280068375053816,0.880946,5812.0,1.05,104.0,32.2499176322732,-31.1060248752295,0.0467337,0.122487,0.9276673896193
TIC_327710327,Success,7.053827994527076,5.590591099322949,0.008563425,4.253173930048091,0.0235497047935493,1326.9906467641188,0.0283146735187163,0.9940327564202228,0.994040964001722,0.0011219916406774,0.9965570670357354,0.9892428140298823,2.199115200580533,0.0694694770755105,6.226134594350891,7.0,7.0,0.0,0.0001141558205553,0.0134690258669569,-0.000503311741081,-1.4186841216841348,35.10662963368286,91.45320254197576,0.350476,3491.0,0.334758,104.0,331.03231882554,-69.9278101186791,0.0104816,0.0202413,0.9269477726480139
TIC_332327376,Success,7.8404505211371776,7.282808144676386,0.002080832,11.129699547002332,0.056202875223942,4182.252417102054,0.0766411383299538,0.9549044658545476,0.9606742793372034,0.0050542046623496,0.9700936790483056,0.939088154999261,2.099083814645894,0.1909738548601212,7.652287323755588,3.0,3.0,0.0,0.0041624372871227,0.0217818304794279,0.0027935334850119,67.0207082904205,12.459424359584965,52.23230375000276,0.657067,3743.0,0.632396,104.0,272.881843697811,-38.545403856912,0.0291179,0.0258515,0.9269136433214514
TIC_101277769,Success,8.06895101060544,5.96942106183373,0.001280512,4.57619129679687,0.0163944113470813,1659.4725791743704,0.0206711811849275,0.9982481517848028,0.9977693765306348,0.0003285444322787,0.998813326288159,0.9969626880816386,2.1432108523574027,0.0376405000503538,7.694912291701064,6.0,6.0,0.0,6.527142149670355e-06,0.0019267140064527,2.7367478521389543e-05,0.2708204235430902,48.29178085443322,66.39836729096714,0.607927,3824.0,0.594508,104.0,299.939748787166,-50.3471939774588,0.0180368,0.0202673,0.9265392716073896
TIC_117396321,Success,6.575446329741329,6.701320096658142,0.019607843,0.8755338416416919,0.0008483167826296,2088.5645650347483,0.0173634993765323,0.9999292504177316,0.999925906966814,1.863987216110341e-05,0.9999331641353812,0.999917390289652,0.3001731082080389,0.0075643059602083,3.803234846108195,29.0,26.0,3.0,9.994200271736377e-08,9.352899868933448e-05,-1.3230880671510905e-05,-1.7167285341581229,57.58800278296371,45.987888791947626,23.7423,4482.0,,104.0,9.35671997898063,-39.675620316122,,,0.9263325963156083
TIC_382388574,Success,6.435093704730719,6.417780949212744,0.02464986,0.5987762360612873,0.0013535688647677,4101.947273494724,0.0160084209073987,0.9994505240595948,0.9995308414452948,0.000153680721834,0.9996450048779804,0.9994144061035012,0.5308653099378917,0.0210805281433556,3.072780927002006,39.0,36.0,3.0,9.454345897857875e-06,0.0008445566670503,-8.316183055190329e-05,0.5173587527974888,62.4327989525608,30.39562812494114,0.854407,5800.0,1.04,104.0,289.418428124926,-68.079033783,0.0417488,0.130655,0.9241748459159158
TIC_215335145,Success,5.87212523589782,5.7870721244479695,0.069547819,4.333076083716796,0.0254421296048974,1389.5776102921243,0.0353242294611857,0.999451934547795,0.999538212472512,0.0001202286890451,0.9996588716574611,0.999415140103864,0.7209468785930121,0.0210534542170822,4.234587547845556,4.0,4.0,0.0,1.2010335980639528e-06,0.0001460947506787,1.871593913138625e-05,0.4611144781393024,28.293665560235123,29.275514250039123,0.962005,5605.0,0.99,104.0,42.8793829618695,-38.8722905228718,0.048603,0.121924,0.9239519262926394
TIC_76522780,Success,6.57888894326195,4.543792905342523,0.019527811,0.6247423020770164,0.0007228948210263,2362.125389073824,0.0171945454042528,0.9999250405999937,0.9999328831479825,1.5956854107367288e-05,0.9999129329801448,0.9999542055495864,0.9204647559950372,0.0077861039522487,4.48445509838912,45.0,44.0,1.0,8.820064666140137e-08,0.0001250403549103,-1.2946512215616934e-06,0.4219157622711015,58.1536189001354,47.85510779207107,10.1957,4749.98,,104.0,270.060554737828,-59.8056469002696,,,0.9237778467419068
TIC_229147081,Success,5.964715269352432,4.478893320603935,0.060584234,1.221911177446481,0.0048057723269974,1355.0913670048772,0.0992202040469392,0.9997751406066506,0.9998007808607736,1.291707998574502e-05,0.9998007342918332,0.9998008303577016,0.0026336269141623,0.0134853637092703,15.361244339467657,22.0,20.0,2.0,2.310710882865166e-07,0.0001866060268969,0.0001900519622127,5.778439066256136,10.076326189912642,81.24042308295611,10.6905,4936.0,,104.0,27.2833234091276,-53.0113919398789,,,0.922981679614837
TIC_464449183,Success,10.35776805853176,10.290365273273515,8.0032e-05,0.6186997369872486,0.003787035612511,3098.0584630186772,0.0573088569995049,0.9746659661640832,0.977841519444653,0.0002386737935117,0.977796125419234,0.9778906282021034,0.1396836467765917,0.1431394420304823,44.04305545743227,39.0,32.0,7.0,0.0002700022992273,0.0026554926867173,0.0219361870724236,1.069347534884015,17.007248393952484,22.594510124996305,0.882519,5349.0,0.92,104.0,282.700220656364,-65.4819407133039,0.0479799,0.114168,0.9227641980125989
TIC_421999342,Success,7.333370567125695,5.701103394993475,0.005282113,1.9681347338533308,0.0034085302886605,1657.7750748195408,0.0216911170558687,0.9760104648261164,0.9825275632545334,0.0037518760486764,0.9827689295174044,0.982244220250294,0.0501435136692114,0.1392893986342048,5.362097760480009,13.0,13.0,0.0,0.002127738839421,0.0091353308975007,-0.0013045615510152,3.39027844092264,44.99585993253621,461.83962474996224,0.18,31000.0,0.47,104.0,301.137369577492,-56.8956205355861,0.104,0.03,0.919280506798539
TIC_33235691,Success,6.385206072365075,5.393577121364005,0.02745098,3.287099485744776,0.006631928399571,2362.3086365572995,0.0475784143417048,0.999651359180118,0.9996634376946224,3.216402183082025e-05,0.9996309783364924,0.9996878414456252,0.6394709067324832,0.0167917617622311,10.141576143908331,9.0,7.0,2.0,2.63683427409571e-07,0.0001347363197543,-1.821682007729919e-05,-0.7352161474091702,21.010606868919403,105.76222004194278,6.11193,4839.0,,104.0,266.697040271789,-44.497093013162,,,0.9192507189538544
TIC_234998611,Success,9.527457236108775,8.274136050080935,8.0032e-05,0.4713916509001556,0.0009430634429883,4153.516404050163,0.0164840596734419,0.9991683360283518,0.9992048128627812,0.0001844348750351,0.999303084616539,0.999104386026704,0.3809788391797697,0.0259346917674091,4.265518479078881,51.0,47.0,4.0,1.5998499885554413e-05,0.0010210580267196,-6.643639899839293e-05,-0.2967542527968203,60.61421493384589,45.02903587499168,0.812534,5447.0,0.95,104.0,350.830019689797,-63.8634820946288,0.0433945,0.119081,0.9170225930776915
TIC_341309049,Success,6.289897469233394,4.447886412639259,0.033773509,4.499388280151233,0.0296248862133938,1658.6482454971415,0.0366203277636076,0.9997307034275305,0.9996927639919216,5.104042033764514e-05,0.999578734539987,0.99982752607148,1.7728340434249197,0.0147578319201956,7.005943961966286,6.0,6.0,0.0,2.7520470512791997e-07,0.0003494769622422,1.5156207808786348e-05,-0.5330392181620529,27.29988409391132,97.10367800004316,27.2669,4192.0,,104.0,315.958147257626,-65.1993380526603,,,0.9165641349776041
TIC_267082507,Success,5.667259215717254,5.093832374631335,0.097158864,0.8861427124346815,0.0008452521342635,4180.17311076615,0.0190130649847002,0.9999262943247412,0.9999366672699264,2.1632132299357524e-05,0.9999641445470404,0.9999082425004986,0.916034739125321,0.0077207166031038,3.050234836986303,28.0,26.0,2.0,1.2792319210879186e-07,8.70484189549638e-05,-6.3484930299395614e-06,-0.3522177153185089,52.59153614261461,74.61923991597723,10.2906,4758.0,,104.0,359.687077060535,-69.5044885408465,,,0.9157392697425637
TIC_122542393,Success,7.175811121387167,3.464810880145516,0.007202881,6.3047100970546,0.0435926443817811,1388.161500193891,0.0699134596522685,0.9988923691890688,0.9988668473782046,0.0001313070890949,0.999951420088255,0.996653433684224,29.56890500373519,0.02992985830806,41.97527834140417,3.0,3.0,0.0,9.999563937147837e-08,0.001554751367753,2.8540443883784405e-06,0.1991358496482635,14.287554558983365,52.56126791704446,102.906,3379.0,,104.0,39.1924054191051,-35.8287912722466,,,0.9156794269195979
TIC_161402643,Success,5.880756070260384,5.760540404858989,0.068667467,0.1005301277061074,5.5289114907493275e-05,1325.381657690955,0.0003358698634277,0.9985124685914316,0.9946959727862248,0.0014724556331812,0.9964772637963364,0.9930466292583436,0.8347239586113674,0.0346848818172957,4.336988761610044,277.0,52.0,225.0,7.828925011395592e-05,0.0106180285725617,0.0010663591636269,1.4517972696626615,2972.914742635991,145.23404099990148,0.226,25200.0,0.47,104.0,345.483949608699,-48.0634662918475,0.032,0.03,0.9154033502015247
TIC_341364194,Success,6.934542673291881,5.731854422012132,0.010644258,0.2439063189854217,0.0003205921956133,2036.4235434964496,0.0165765096906674,0.9993376925970526,0.9994046374669804,0.0001268491412255,0.999390395527561,0.9994190091144092,0.0797648145559071,0.0231439217103257,4.872503670129586,97.0,93.0,4.0,1.6740449995561496e-05,0.0010511306435766,0.0003806360102247,3.1193395349331827,60.286375795966094,60.433121916954406,0.276162,3307.0,0.249672,104.0,316.638077534179,-61.9410895750793,0.00829512,0.0201592,0.9110628725200142
TIC_350221590,Success,7.343700333255144,6.4370680041245825,0.005202081,1.4654044804818198,0.001230108922287,2062.110808050465,0.0150431927276017,0.9535729994732686,0.959132610896846,0.0086143451106149,0.9792574086294732,0.9387430131940532,1.6936194409995782,0.193772641711863,4.623470270270108,16.0,14.0,2.0,0.0119095871207949,0.0309201630587857,-0.0008759437937801,4.442573110853875,63.3890037002332,305.13626325002406,0.18,31000.0,0.47,104.0,355.787952544077,-65.3953877912298,0.104,0.03,0.9094747791032166
TIC_464342159,Success,7.526095966482847,7.302609293261757,0.003921569,0.957295186226586,0.0014045260402957,4180.0347694386455,0.0204965797752095,0.9999383444275712,0.9999347039854398,1.8528356003376165e-05,0.9999498756639356,0.999919327284262,0.5835736089563677,0.0070614406604937,3.693444390213444,26.0,24.0,2.0,9.3511062275966e-08,8.95414535192738e-05,-1.58461032884194e-05,-3.421974486973917,48.78561962015668,49.80725679197349,12.1378,4664.0,,104.0,280.621023358945,-62.3254387374193,,,0.9093439242754554
TIC_304068024,Success,5.771553225567374,6.26761886206532,0.082112845,7.217460972226695,0.0451063060903891,4183.789720122195,0.1099037295807777,0.9864883694237456,0.9875252102869856,0.0021595745967916,0.9912228207860792,0.9810294080588488,1.6465500772610355,0.1045348326087799,5.5815233601677035,3.0,3.0,0.0,0.0010164067533145,0.0058003286647659,-9.21740629804546e-05,0.3571709499782975,8.975931692096859,373.7022602499928,0.26885,3354.0,0.241528,104.0,278.977694187134,-61.2489987440911,0.00839028,0.0203062,0.9087113044574409
TIC_471015391,Success,6.4076793086782935,5.138666643999281,0.025930372,1.1019346481039705,0.0017298588557232,3127.4851271490593,0.0116683261995235,0.90267167004838,0.8989092550393357,0.0208631632278545,0.930998759942724,0.8649039587984313,1.1316201086694742,0.2805606651837936,4.983713982529472,21.0,17.0,4.0,0.0566244856648621,0.0905932568645016,0.0069145469849033,-0.4814068880868581,77.3608531860585,186.64654395799153,0.18,31000.0,0.47,104.0,321.296,-68.9497,0.104,0.03,0.9081594309354791
