host,status,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,elapsed_s,st_rad,st_teff,st_mass,sector,ra,dec,st_rad_err,st_mass_err,predicted_probability
TIC_322049520,Success,6.404357202788819,6.221353734760594,0.026010404,12.529166386863391,0.0736835634257939,1356.0912679176015,0.037909743214388,0.99912568628069,0.9991975017334356,0.0001408109864262,0.9994244136769804,0.9987346013686048,1.6001043698914208,0.0265913749266916,5.774763341406231,3.0,3.0,0.0,1.466868718475335e-06,0.0003949938407307,-1.8552568237240052e-07,-0.432077693705474,26.355379951544663,44.275534542044625,0.917688,5639.0,1.0,104.0,13.4296671622151,-53.3116101125147,0.0453216,0.124457,0.9691307995438159
TIC_280794907,Success,5.803876882586676,4.003505100048288,0.078271309,4.694706425895455,0.0177845747879232,1328.2823649754362,0.0945813504325072,0.9996257946708076,0.9996741965853928,2.1340036645002505e-05,0.9996369016302664,0.9997113059934788,1.238996437439574,0.0173965099943768,14.994309292324518,6.0,6.0,0.0,1.8838129011319218e-07,0.0001721561594063,-3.3866722449982234e-05,0.6969894691779108,10.568952442523385,146.8447012079414,12.9416,4953.0,,104.0,359.263317872969,-60.4034507162983,,,0.9691150385373151
TIC_138734144,Success,7.364912772242422,0.2352803103368031,0.004961985,0.6376251526378102,0.0007878453887807,3935.8496498199142,0.0012579181413617,0.9999837242882536,0.999942099108873,2.391493458581582e-05,0.9999511538779644,0.9999344740401646,0.2838045946314869,0.0036280823963825,3.938684207575617,83.0,35.0,48.0,7.451190644062804e-09,0.0001414826610172,-8.505389037516409e-07,-0.2691900756556711,794.9513497005016,131.47905924997758,37.7489,3951.0,,104.0,33.3243312856391,-36.0611227290859,,,0.9686970555873445
TIC_201600307,Success,6.015869398990014,5.803640126582612,0.055062025,0.7134334518897848,0.0017261214231082,4101.98845516384,0.0175772831722227,0.9985616155531492,0.9987710843779296,0.0003660056843024,0.999390994273482,0.9980726525622736,1.2752551285541405,0.0341070875536247,3.2769428471628745,33.0,30.0,3.0,4.4655216585073e-05,0.0018904787073626,-6.124766433290851e-05,0.0985865064016866,56.80978145309547,29.072986874962226,0.817237,5099.0,0.86,104.0,285.196503617948,-59.6265978018373,0.0498292,0.106042,0.9675937110450443
TIC_237316813,Success,6.107160575182721,4.254508891807484,0.045698279,1.8384573321126896,0.0040721623618741,1326.700117258939,0.0416202131474952,0.9997048330359188,0.9997213590857558,2.651935670936621e-05,0.9996477126775192,0.9998074178099872,2.150423784352883,0.0154504460194726,10.845625211915698,15.0,14.0,1.0,2.552086078228221e-07,0.0002374079763315,-6.1615699760153575e-06,0.4924057063240592,24.0196951777524,98.81218158395497,6.32161,4643.0,,104.0,344.230719514751,-61.673914186738,,,0.9675508171162723
TIC_237319282,Success,6.826000507562229,5.671604911994524,0.012805122,4.933577600130017,0.0173395769457855,2039.3259209121345,0.0778810674585852,0.99992113065276,0.9999321896602036,1.2967130057600545e-05,0.999934774513521,0.9999284046964164,0.1734128259308159,0.0079865877933217,5.150241493560978,5.0,5.0,0.0,4.7785809384834395e-08,4.365135381048532e-05,5.489467620467536e-06,-0.0895234541799608,12.83907839584361,51.21594395791181,50.2727,3499.0,,104.0,344.863526685934,-64.1823489742221,,,0.967510357908383
TIC_355765896,Success,6.0003785846568825,4.446261572403388,0.056982793,8.196908145861649,0.0373080434371608,1331.5192786692317,0.0729342466859717,0.9995719124648376,0.9996231487387016,3.534615351777224e-05,0.9995527239233188,0.999759935399349,2.32482476739663,0.0186068749139271,11.121214662779604,3.0,3.0,0.0,1.750825219204517e-07,0.000215225248843,1.752792819975646e-05,-1.7331256362602223,13.705110532897248,106.69086462503763,26.1151,4324.0,,104.0,3.45366258860231,-65.2526654644872,,,0.9662891945079168
TIC_425884418,Success,6.617888622572273,4.250838522093973,0.018007203,1.0520312718075142,0.0053364572552239,1325.9756226452218,0.0565720449526537,0.9999100433336298,0.9999189753836616,5.279978245700812e-06,0.9998995075558644,0.9999385699001426,2.635678090240365,0.0085295049051472,13.810603348544886,26.0,25.0,1.0,3.1401258654928575e-08,6.875689425099204e-05,5.784491460891772e-05,-0.1822870809893625,17.674984953619294,82.58878774999175,13.1236,5348.0,,104.0,359.629511719495,-57.2808333144744,,,0.9661013984042086
TIC_74993348,Success,10.869733040448091,10.38641123511966,8.0032e-05,0.7901106244197099,0.0051360007113994,4179.343106524592,0.0835697131697827,0.9650417469069624,0.967977056789414,0.0010662167906868,0.9675702188372484,0.96842353536256,0.2827736693019408,0.168144245185478,26.398227812353458,32.0,28.0,4.0,0.0023021832169667,0.0070183316021673,0.0317537824374087,1.1889911202216672,11.54774511366761,37.354821417015046,0.692136,4430.0,0.69,104.0,266.078667771489,-59.14152292486,,,0.9658455637529364
TIC_469235870,Success,7.059776525910949,4.797172875052263,0.008563425,5.539299107707111,0.0232796484206376,4180.042538085008,0.0214068971266789,0.9851457705900452,0.9857401947992352,0.0024999943884758,0.9811293398481896,0.99228463408459,1.7565749174099132,0.1096054653532427,6.966495958555339,5.0,5.0,0.0,0.0003135135677827,0.01292722710587,0.0003613304400119,0.9219095502425216,46.02001704218392,76.36409750010353,0.707053,4387.0,0.69,104.0,267.097160740551,-40.2106047931185,0.0621106,0.078133,0.9655434079090434
