host,ra,dec,last_verified_unknown_utc,newly_flagged_in_archive_or_exofop,exofop_has_target_page,exofop_note,exofop_code,arxiv_status,arxiv_links,arxiv_code,ads_status,ads_links,ads_code,vsx_status,vsx_detail,vsx_code,blending_status,n_gaia_neighbors_tier1_21as,n_gaia_neighbors_tier2_63as,blend_code,plausibility_verdict,period_days,epoch_bjd,transit_depth_ppm,transit_duration_hours,planet_radius_earth,semi_major_axis_au,equilibrium_temp_k,insolation_flux_earth,rough_hz_flag,stellar_spectral_type_rough,stellar_mass_was_defaulted_to_solar,radius_plausible,predicted_probability,SDE,FAP,distinct_transit_count,period,duration,T0,st_rad,st_teff,st_mass,confidence_tier,supporting_evidence,doubting_evidence,stellar_mass_status,predicted_probability_dup,SDE_dup,FAP_dup,distinct_transit_count_dup,period_dup,duration_dup,T0_dup,st_rad_dup,st_teff_dup,st_mass_dup,predicted_probability_dup.1,SDE_dup.1,FAP_dup.1,distinct_transit_count_dup.1,period_dup.1,duration_dup.1,T0_dup.1,st_rad_dup.1,st_teff_dup.1,st_mass_dup.1,predicted_probability_dup.2,SDE_dup.2,FAP_dup.2,distinct_transit_count_dup.2,period_dup.2,duration_dup.2,T0_dup.2,st_rad_dup.2,st_teff_dup.2,st_mass_dup.2,predicted_probability_dup.3,SDE_dup.3,FAP_dup.3,distinct_transit_count_dup.3,period_dup.3,duration_dup.3,T0_dup.3,st_rad_dup.3,st_teff_dup.3,st_mass_dup.3,predicted_probability_dup.4,SDE_dup.4,FAP_dup.4,distinct_transit_count_dup.4,period_dup.4,duration_dup.4,T0_dup.4,st_rad_dup.4,st_teff_dup.4,st_mass_dup.4,predicted_probability_dup.5,SDE_dup.5,FAP_dup.5,distinct_transit_count_dup.5,period_dup.5,duration_dup.5,T0_dup.5,st_rad_dup.5,st_teff_dup.5,st_mass_dup.5,predicted_probability_dup.6,SDE_dup.6,FAP_dup.6,distinct_transit_count_dup.6,period_dup.6,duration_dup.6,T0_dup.6,st_rad_dup.6,st_teff_dup.6,st_mass_dup.6,predicted_probability_dup.7,SDE_dup.7,FAP_dup.7,distinct_transit_count_dup.7,period_dup.7,duration_dup.7,T0_dup.7,st_rad_dup.7,st_teff_dup.7,st_mass_dup.7,rv_status,rv_detail,rv_code,planet_radius_earth_p16,planet_radius_earth_p84,semi_major_axis_au_p16,semi_major_axis_au_p84,equilibrium_temp_k_p16,equilibrium_temp_k_p84,uncertainty_fallbacks_used,predicted_probability_dup,SDE_dup,FAP_dup,distinct_transit_count_dup,period_dup,duration_dup,T0_dup,st_rad_dup,st_teff_dup,st_mass_dup,combined_tier
TIC_276452267,228.459960608198,-40.4171966205213,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 4.2"", G=18.31, +8.9 mag vs target",11.0,49.0,HIT,"Physically plausible, low-to-moderate contamination risk",1.1804724387842478,1601.3987727466556,749.7360209499649,0.456531630351516,4.263881646714928,0.0232937212940391,2354.5105267381996,5121.102118405046,False,F,False,True,0.4550130091903163,8.790109952748702,0.000240096,15.0,1.1804724387842478,0.0190221512646465,1601.3987727466556,1.42765,6237.0,1.21,Medium,moderate detection: SDE=8.8 across 15 distinct transits; physically plausible derived radius (4.3 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,a moderate-distance Gaia source is a mild contamination concern,real TIC catalog value,0.4550130091903163,8.790109952748702,0.000240096,15.0,1.1804724387842478,0.0190221512646465,1601.3987727466556,1.42765,6237.0,1.21,0.4550130091903163,8.790109952748702,0.000240096,15.0,1.1804724387842478,0.0190221512646465,1601.3987727466556,1.42765,6237.0,1.21,0.4550130091903163,8.790109952748702,0.000240096,15.0,1.1804724387842478,0.0190221512646465,1601.3987727466556,1.42765,6237.0,1.21,0.4550130091903163,8.790109952748702,0.000240096,15.0,1.1804724387842478,0.0190221512646465,1601.3987727466556,1.42765,6237.0,1.21,0.4550130091903163,8.790109952748702,0.000240096,15.0,1.1804724387842478,0.0190221512646465,1601.3987727466556,1.42765,6237.0,1.21,0.4550130091903163,8.790109952748702,0.000240096,15.0,1.1804724387842478,0.0190221512646465,1601.3987727466556,1.42765,6237.0,1.21,0.4550130091903163,8.790109952748702,0.000240096,15.0,1.1804724387842478,0.0190221512646465,1601.3987727466556,1.42765,6237.0,1.21,0.4550130091903163,8.790109952748702,0.000240096,15.0,1.1804724387842478,0.0190221512646465,1601.3987727466556,1.42765,6237.0,1.21,,,,,,,,,,,,,,,,,,,,,moderate
TIC_142250801,228.983264793768,-47.1582449977462,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 3.9"", G=18.60, +10.5 mag vs target",22.0,49.0,HIT,"Physically plausible, low-to-moderate contamination risk",0.8383176731701075,2334.614122794928,395.4324653495656,0.7334664319639752,3.2933886072098124,0.0221036274413959,3325.169685688727,20371.177851044125,False,A,False,True,0.3983013007208653,7.653164212948997,0.00280112,30.0,0.8383176731701075,0.0305611013318323,2334.614122794928,1.51837,8320.0,2.05,Medium,moderate detection: SDE=7.7 across 30 distinct transits; physically plausible derived radius (3.3 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,a moderate-distance Gaia source is a mild contamination concern,real TIC catalog value,0.3983013007208653,7.653164212948997,0.00280112,30.0,0.8383176731701075,0.0305611013318323,2334.614122794928,1.51837,8320.0,2.05,0.3983013007208653,7.653164212948997,0.00280112,30.0,0.8383176731701075,0.0305611013318323,2334.614122794928,1.51837,8320.0,2.05,0.3983013007208653,7.653164212948997,0.00280112,30.0,0.8383176731701075,0.0305611013318323,2334.614122794928,1.51837,8320.0,2.05,0.3983013007208653,7.653164212948997,0.00280112,30.0,0.8383176731701075,0.0305611013318323,2334.614122794928,1.51837,8320.0,2.05,0.3983013007208653,7.653164212948997,0.00280112,30.0,0.8383176731701075,0.0305611013318323,2334.614122794928,1.51837,8320.0,2.05,0.3983013007208653,7.653164212948997,0.00280112,30.0,0.8383176731701075,0.0305611013318323,2334.614122794928,1.51837,8320.0,2.05,0.3983013007208653,7.653164212948997,0.00280112,30.0,0.8383176731701075,0.0305611013318323,2334.614122794928,1.51837,8320.0,2.05,0.3983013007208653,7.653164212948997,0.00280112,30.0,0.8383176731701075,0.0305611013318323,2334.614122794928,1.51837,8320.0,2.05,,,,,,,,,,,,,,,,,,,,,moderate
TIC_173877131,234.675750914863,-39.1277450425321,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 10.5"", G=12.41, +6.4 mag vs target",17.0,49.0,HIT,"Physically plausible, low-to-moderate contamination risk",6.471175415485023,1633.3530002081002,166.74981893705086,1.022109911585508,5.164789961748943,0.0849063495010601,2554.451607064454,7094.987073464694,False,A,False,True,0.158990887888839,8.590409809873552,0.000480192,3.0,6.471175415485023,0.0425879129827295,1633.3530002081002,3.66683,8061.0,1.95,Medium,moderate detection: SDE=8.6 across 3 distinct transits; physically plausible derived radius (5.2 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,a moderate-distance Gaia source is a mild contamination concern,real TIC catalog value,0.158990887888839,8.590409809873552,0.000480192,3.0,6.471175415485023,0.0425879129827295,1633.3530002081002,3.66683,8061.0,1.95,0.158990887888839,8.590409809873552,0.000480192,3.0,6.471175415485023,0.0425879129827295,1633.3530002081002,3.66683,8061.0,1.95,0.158990887888839,8.590409809873552,0.000480192,3.0,6.471175415485023,0.0425879129827295,1633.3530002081002,3.66683,8061.0,1.95,0.158990887888839,8.590409809873552,0.000480192,3.0,6.471175415485023,0.0425879129827295,1633.3530002081002,3.66683,8061.0,1.95,0.158990887888839,8.590409809873552,0.000480192,3.0,6.471175415485023,0.0425879129827295,1633.3530002081002,3.66683,8061.0,1.95,0.158990887888839,8.590409809873552,0.000480192,3.0,6.471175415485023,0.0425879129827295,1633.3530002081002,3.66683,8061.0,1.95,0.158990887888839,8.590409809873552,0.000480192,3.0,6.471175415485023,0.0425879129827295,1633.3530002081002,3.66683,8061.0,1.95,0.158990887888839,8.590409809873552,0.000480192,3.0,6.471175415485023,0.0425879129827295,1633.3530002081002,3.66683,8061.0,1.95,,,,,,,,,,,,,,,,,,,,,moderate
TIC_316201175,244.964402565575,-48.5189008021651,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 4.7"", G=18.90, +10.5 mag vs target",32.0,49.0,HIT,"Physically plausible, low-to-moderate contamination risk",5.979433057583295,2363.915908876403,295.1815986546036,0.6086657898467088,7.884257640911272,0.0877364455515111,3287.066756382924,19453.376262676775,False,A,False,True,0.1331776050863762,7.3168656589299506,0.005362145,5.0,5.979433057583295,0.0253610745769462,2363.915908876403,4.20714,9844.0,2.52,Medium,moderate detection: SDE=7.3 across 5 distinct transits; physically plausible derived radius (7.9 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,a moderate-distance Gaia source is a mild contamination concern,real TIC catalog value,0.1331776050863762,7.3168656589299506,0.005362145,5.0,5.979433057583295,0.0253610745769462,2363.915908876403,4.20714,9844.0,2.52,0.1331776050863762,7.3168656589299506,0.005362145,5.0,5.979433057583295,0.0253610745769462,2363.915908876403,4.20714,9844.0,2.52,0.1331776050863762,7.3168656589299506,0.005362145,5.0,5.979433057583295,0.0253610745769462,2363.915908876403,4.20714,9844.0,2.52,0.1331776050863762,7.3168656589299506,0.005362145,5.0,5.979433057583295,0.0253610745769462,2363.915908876403,4.20714,9844.0,2.52,0.1331776050863762,7.3168656589299506,0.005362145,5.0,5.979433057583295,0.0253610745769462,2363.915908876403,4.20714,9844.0,2.52,0.1331776050863762,7.3168656589299506,0.005362145,5.0,5.979433057583295,0.0253610745769462,2363.915908876403,4.20714,9844.0,2.52,0.1331776050863762,7.3168656589299506,0.005362145,5.0,5.979433057583295,0.0253610745769462,2363.915908876403,4.20714,9844.0,2.52,0.1331776050863762,7.3168656589299506,0.005362145,5.0,5.979433057583295,0.0253610745769462,2363.915908876403,4.20714,9844.0,2.52,,,,,,,,,,,,,,,,,,,,,moderate
TIC_409853937,293.447638610971,-63.0583075938396,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 15.3"", G=17.57, +10.2 mag vs target",2.0,23.0,HIT,"Physically plausible, low-to-moderate contamination risk",2.1702232597265994,1658.21419048338,608.3986553155896,0.6434240297828856,6.79085912216796,0.0417412258855238,3130.285814532774,15999.148254615837,False,A,False,True,0.0750695916029287,8.934109010389532,0.000240096,12.0,2.1702232597265994,0.0268093345742869,1658.21419048338,2.52407,8348.0,2.06,Medium,moderate detection: SDE=8.9 across 12 distinct transits; physically plausible derived radius (6.8 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,a moderate-distance Gaia source is a mild contamination concern,real TIC catalog value,0.0750695916029287,8.934109010389532,0.000240096,12.0,2.1702232597265994,0.0268093345742869,1658.21419048338,2.52407,8348.0,2.06,0.0750695916029287,8.934109010389532,0.000240096,12.0,2.1702232597265994,0.0268093345742869,1658.21419048338,2.52407,8348.0,2.06,0.0750695916029287,8.934109010389532,0.000240096,12.0,2.1702232597265994,0.0268093345742869,1658.21419048338,2.52407,8348.0,2.06,0.0750695916029287,8.934109010389532,0.000240096,12.0,2.1702232597265994,0.0268093345742869,1658.21419048338,2.52407,8348.0,2.06,0.0750695916029287,8.934109010389532,0.000240096,12.0,2.1702232597265994,0.0268093345742869,1658.21419048338,2.52407,8348.0,2.06,0.0750695916029287,8.934109010389532,0.000240096,12.0,2.1702232597265994,0.0268093345742869,1658.21419048338,2.52407,8348.0,2.06,0.0750695916029287,8.934109010389532,0.000240096,12.0,2.1702232597265994,0.0268093345742869,1658.21419048338,2.52407,8348.0,2.06,0.0750695916029287,8.934109010389532,0.000240096,12.0,2.1702232597265994,0.0268093345742869,1658.21419048338,2.52407,8348.0,2.06,,,,,,,,,,,,,,,,,,,,,moderate
TIC_333954983,224.66686024059,-43.9349987232662,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 5.0"", G=20.32, +10.3 mag vs target",8.0,49.0,HIT,"Physically plausible, low-to-moderate contamination risk",11.04377827536027,4129.14937080475,931.5569600891748,1.0348220551253302,12.719499686523392,0.1137523196121987,2013.7967757552303,2740.4599210378487,False,F,False,True,0.0394879794673946,8.73464579950529,0.000240096,3.0,11.04377827536027,0.0431175856302221,4129.14937080475,3.82064,7206.0,1.61,Medium,moderate detection: SDE=8.7 across 3 distinct transits; physically plausible derived radius (12.7 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,a moderate-distance Gaia source is a mild contamination concern,real TIC catalog value,0.0394879794673946,8.73464579950529,0.000240096,3.0,11.04377827536027,0.0431175856302221,4129.14937080475,3.82064,7206.0,1.61,0.0394879794673946,8.73464579950529,0.000240096,3.0,11.04377827536027,0.0431175856302221,4129.14937080475,3.82064,7206.0,1.61,0.0394879794673946,8.73464579950529,0.000240096,3.0,11.04377827536027,0.0431175856302221,4129.14937080475,3.82064,7206.0,1.61,0.0394879794673946,8.73464579950529,0.000240096,3.0,11.04377827536027,0.0431175856302221,4129.14937080475,3.82064,7206.0,1.61,0.0394879794673946,8.73464579950529,0.000240096,3.0,11.04377827536027,0.0431175856302221,4129.14937080475,3.82064,7206.0,1.61,0.0394879794673946,8.73464579950529,0.000240096,3.0,11.04377827536027,0.0431175856302221,4129.14937080475,3.82064,7206.0,1.61,0.0394879794673946,8.73464579950529,0.000240096,3.0,11.04377827536027,0.0431175856302221,4129.14937080475,3.82064,7206.0,1.61,0.0394879794673946,8.73464579950529,0.000240096,3.0,11.04377827536027,0.0431175856302221,4129.14937080475,3.82064,7206.0,1.61,,,,,,,,,,,,,,,,,,,,,moderate
TIC_367899500,260.779671214172,-56.5255482948269,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 11.9"", G=19.48, +14.0 mag vs target",11.0,49.0,HIT,"Physically plausible, low-to-moderate contamination risk",3.764139881261501,1629.4493871151335,278.96849945563406,1.5158791889290704,19.97886761767853,0.04735694588174378,3583.111951096722,27466.44172653413,False,K,True,True,,,,,,,,,,,Medium,"physically plausible derived radius (20.0 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC; public RV archive data is consistent with no obvious massive stellar companion: HARPS RV Bank: HD156854, 6 epochs over 521 d, RV variation 34 m/s -- consistent with no obvious massive stellar companion (not a fit to this candidate's specific period)",a moderate-distance Gaia source is a mild contamination concern; stellar mass was missing from the TIC catalog and defaulted to solar -- semi-major axis/temperature estimates are less reliable for non-solar-type stars,DEFAULTED TO SOLAR -- Teq/insolation/semi-major axis degraded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HARPS RV Bank: HD156854, 6 epochs over 521 d, RV variation 34 m/s -- consistent with no obvious massive stellar companion (not a fit to this candidate's specific period)",,CONSISTENT,17.63890376970995,22.56646119779092,0.045735416565842055,0.04889161210349013,3367.1564835051236,3812.9130779881743,duration; st_rad; st_mass; st_mass_defaulted_to_solar,0.9894288457076844,5.691061357905157,0.093317327,6.0,3.764139881261501,0.0631616328720446,1629.4493871151335,10.9664,4883.0,,moderate
TIC_119625675,277.486403039111,-57.5231415386575,2026-07-18 05:05:17 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 1.6"", G=10.87, +5.4 mag vs target",6.0,44.0,HIT,"Physically plausible, low-to-moderate contamination risk",2.339177304617631,1658.3147648920374,290.4033056519983,2.6571552618041134,21.274763980122167,0.03448645957047347,4334.366981852118,58811.68299172523,False,K,True,True,,,,,,,,,,,Medium,"physically plausible derived radius (21.3 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-18 05:05:17 UTC; public RV archive data is consistent with no obvious massive stellar companion: HARPS RV Bank: HD169836, 7 epochs over 521 d, RV variation 17 m/s -- consistent with no obvious massive stellar companion (not a fit to this candidate's specific period)",a moderate-distance Gaia source is a mild contamination concern; stellar mass was missing from the TIC catalog and defaulted to solar -- semi-major axis/temperature estimates are less reliable for non-solar-type stars,DEFAULTED TO SOLAR -- Teq/insolation/semi-major axis degraded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HARPS RV Bank: HD169836, 7 epochs over 521 d, RV variation 17 m/s -- consistent with no obvious massive stellar companion (not a fit to this candidate's specific period)",,CONSISTENT,18.806458827889305,24.011706731869232,0.0333099729893657,0.035604508576540225,4072.3743671218617,4611.800763427685,duration; st_rad; st_mass; st_mass_defaulted_to_solar,0.9748767603261698,5.908388219798296,0.065866347,11.0,2.339177304617631,0.1107148025751714,1658.3147648920374,11.4455,4934.0,,moderate
TIC_266995429,349.710329012316,-57.7589632985908,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"MODERATE (source within 3 TESS pixels) -- nearest neighbor at 28.6"", G=18.41, +9.0 mag vs target",0.0,5.0,HIT,"Physically plausible, low-to-moderate contamination risk",0.8495251961404264,1325.4515468813192,273.15579365683186,1.8966378290122536,16.19312507397944,0.0175545900963196,5024.121940018627,106169.94112629634,False,K,True,True,0.8209915040180314,6.734758013617738,0.014805922,32.0,0.8495251961404264,0.0790265762088439,1325.4515468813192,8.98248,4606.0,,Low,physically plausible derived radius (16.2 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,"marginal detection statistics: SDE=6.7, only 32 distinct transits observed; a moderate-distance Gaia source is a mild contamination concern; stellar mass was missing from the TIC catalog and defaulted to solar -- semi-major axis/temperature estimates are less reliable for non-solar-type stars",DEFAULTED TO SOLAR -- Teq/insolation/semi-major axis degraded,0.8209915040180314,6.734758013617738,0.014805922,32.0,0.8495251961404264,0.0790265762088439,1325.4515468813192,8.98248,4606.0,,0.8209915040180314,6.734758013617738,0.014805922,32.0,0.8495251961404264,0.0790265762088439,1325.4515468813192,8.98248,4606.0,,0.8209915040180314,6.734758013617738,0.014805922,32.0,0.8495251961404264,0.0790265762088439,1325.4515468813192,8.98248,4606.0,,0.8209915040180314,6.734758013617738,0.014805922,32.0,0.8495251961404264,0.0790265762088439,1325.4515468813192,8.98248,4606.0,,0.8209915040180314,6.734758013617738,0.014805922,32.0,0.8495251961404264,0.0790265762088439,1325.4515468813192,8.98248,4606.0,,0.8209915040180314,6.734758013617738,0.014805922,32.0,0.8495251961404264,0.0790265762088439,1325.4515468813192,8.98248,4606.0,,0.8209915040180314,6.734758013617738,0.014805922,32.0,0.8495251961404264,0.0790265762088439,1325.4515468813192,8.98248,4606.0,,0.8209915040180314,6.734758013617738,0.014805922,32.0,0.8495251961404264,0.0790265762088439,1325.4515468813192,8.98248,4606.0,,,,,,,,,,,,,,,,,,,,,,moderate
TIC_421937394,342.90425643746,-76.7494845823337,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 13.8"", G=19.90, +10.0 mag vs target",1.0,7.0,HIT,"Physically plausible, low-to-moderate contamination risk",6.8413858467124955,1328.454701199808,411.1656667385999,1.5887563520870929,2.124588281351331,0.0743186583264955,1065.65423759386,214.89492303777376,False,F,False,True,0.6855833901873007,5.694696596733322,0.093157263,4.0,6.8413858467124955,0.0661981813369622,1328.454701199808,0.960588,6147.0,1.17,Low,physically plausible derived radius (2.1 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,"marginal detection statistics: SDE=5.7, only 4 distinct transits observed; a moderate-distance Gaia source is a mild contamination concern",real TIC catalog value,0.6855833901873007,5.694696596733322,0.093157263,4.0,6.8413858467124955,0.0661981813369622,1328.454701199808,0.960588,6147.0,1.17,0.6855833901873007,5.694696596733322,0.093157263,4.0,6.8413858467124955,0.0661981813369622,1328.454701199808,0.960588,6147.0,1.17,0.6855833901873007,5.694696596733322,0.093157263,4.0,6.8413858467124955,0.0661981813369622,1328.454701199808,0.960588,6147.0,1.17,0.6855833901873007,5.694696596733322,0.093157263,4.0,6.8413858467124955,0.0661981813369622,1328.454701199808,0.960588,6147.0,1.17,0.6855833901873007,5.694696596733322,0.093157263,4.0,6.8413858467124955,0.0661981813369622,1328.454701199808,0.960588,6147.0,1.17,0.6855833901873007,5.694696596733322,0.093157263,4.0,6.8413858467124955,0.0661981813369622,1328.454701199808,0.960588,6147.0,1.17,0.6855833901873007,5.694696596733322,0.093157263,4.0,6.8413858467124955,0.0661981813369622,1328.454701199808,0.960588,6147.0,1.17,0.6855833901873007,5.694696596733322,0.093157263,4.0,6.8413858467124955,0.0661981813369622,1328.454701199808,0.960588,6147.0,1.17,,,,,,,,,,,,,,,,,,,,,moderate
TIC_101949434,14.8707211675226,-46.6133569801235,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"No other Gaia sources within 3 TESS pixels (63"")",0.0,0.0,NO_HIT,"Physically plausible, low-to-moderate contamination risk",2.613386248839591,1356.5203762904728,278.2404830675711,0.2481237464918831,9.399098442347148,0.0371314792720467,2889.9141542767584,11622.529539259,False,K,True,True,0.6608142051289251,6.224397613910128,0.037935174,10.0,2.613386248839591,0.0103384894371618,1356.5203762904728,5.16591,5081.0,,Low,physically plausible derived radius (9.4 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,"marginal detection statistics: SDE=6.2, only 10 distinct transits observed; stellar mass was missing from the TIC catalog and defaulted to solar -- semi-major axis/temperature estimates are less reliable for non-solar-type stars",DEFAULTED TO SOLAR -- Teq/insolation/semi-major axis degraded,0.6608142051289251,6.224397613910128,0.037935174,10.0,2.613386248839591,0.0103384894371618,1356.5203762904728,5.16591,5081.0,,0.6608142051289251,6.224397613910128,0.037935174,10.0,2.613386248839591,0.0103384894371618,1356.5203762904728,5.16591,5081.0,,0.6608142051289251,6.224397613910128,0.037935174,10.0,2.613386248839591,0.0103384894371618,1356.5203762904728,5.16591,5081.0,,0.6608142051289251,6.224397613910128,0.037935174,10.0,2.613386248839591,0.0103384894371618,1356.5203762904728,5.16591,5081.0,,0.6608142051289251,6.224397613910128,0.037935174,10.0,2.613386248839591,0.0103384894371618,1356.5203762904728,5.16591,5081.0,,0.6608142051289251,6.224397613910128,0.037935174,10.0,2.613386248839591,0.0103384894371618,1356.5203762904728,5.16591,5081.0,,0.6608142051289251,6.224397613910128,0.037935174,10.0,2.613386248839591,0.0103384894371618,1356.5203762904728,5.16591,5081.0,,0.6608142051289251,6.224397613910128,0.037935174,10.0,2.613386248839591,0.0103384894371618,1356.5203762904728,5.16591,5081.0,,,,,,,,,,,,,,,,,,,,,,moderate
TIC_411982793,291.268533216307,-62.5713570803875,2026-07-15 01:12:40 UTC,False,False,,NO_HIT,No arXiv match,,NO_HIT,SKIPPED: no ADS_API_KEY,,SKIPPED,No VSX match within 1 TESS pixel,,NO_HIT,"LOW-MODERATE (source within 1 pixel, but too faint to meaningfully dilute the aperture) -- nearest neighbor at 15.5"", G=15.80, +5.7 mag vs target",2.0,22.0,HIT,"Physically plausible, low-to-moderate contamination risk",1.6828503913607735,4102.0021662096815,3004.342388580827,0.5603465600660377,11.369679070531175,0.0331751583593143,2733.4235446733232,9302.262999517,False,F,False,True,0.6274962122684336,6.862834933888952,0.012004802,13.0,1.6828503913607735,0.0233477733360849,4102.0021662096815,1.90171,7487.0,1.72,Low,physically plausible derived radius (11.4 R_earth); no known variable-star match (VSX); not previously flagged by ExoFOP or the TOI catalog as of 2026-07-15 01:12:40 UTC,"marginal detection statistics: SDE=6.9, only 13 distinct transits observed; a moderate-distance Gaia source is a mild contamination concern",real TIC catalog value,0.6274962122684336,6.862834933888952,0.012004802,13.0,1.6828503913607735,0.0233477733360849,4102.0021662096815,1.90171,7487.0,1.72,0.6274962122684336,6.862834933888952,0.012004802,13.0,1.6828503913607735,0.0233477733360849,4102.0021662096815,1.90171,7487.0,1.72,0.6274962122684336,6.862834933888952,0.012004802,13.0,1.6828503913607735,0.0233477733360849,4102.0021662096815,1.90171,7487.0,1.72,0.6274962122684336,6.862834933888952,0.012004802,13.0,1.6828503913607735,0.0233477733360849,4102.0021662096815,1.90171,7487.0,1.72,0.6274962122684336,6.862834933888952,0.012004802,13.0,1.6828503913607735,0.0233477733360849,4102.0021662096815,1.90171,7487.0,1.72,0.6274962122684336,6.862834933888952,0.012004802,13.0,1.6828503913607735,0.0233477733360849,4102.0021662096815,1.90171,7487.0,1.72,0.6274962122684336,6.862834933888952,0.012004802,13.0,1.6828503913607735,0.0233477733360849,4102.0021662096815,1.90171,7487.0,1.72,0.6274962122684336,6.862834933888952,0.012004802,13.0,1.6828503913607735,0.0233477733360849,4102.0021662096815,1.90171,7487.0,1.72,,,,,,,,,,,,,,,,,,,,,moderate
