host,injected_period,injected_depth_ppm,repeat,baseline_days,r_star,m_star,is_control,injected_duration_hours,n_transits_in_baseline,rp_earth_implied,tls_period_min,tls_period_max,period_in_search_range,recovered_period,recovered_sde,recovered_snr,detected,alias,score,classified_planet,status,elapsed_s
TIC_463203560,6.0,700,4,26.530832164636195,1.07,1.0,False,3.382006435370749,4.421805360772699,3.0878912790607895,0.6654387949803608,13.26194383766823,True,1.9930562082675118,12.612810301962675,20.181136283901505,True,third,0.10152086902473237,False,ok,10.502495000138879
TIC_1101909431,6.0,700,5,28.062184188143874,0.73,1.0,False,2.2533951613449785,4.677030698023979,2.106692181041473,0.3751461924314299,14.028314309071437,True,3.6958105698011536,5.523999913006609,3.8940771436919843,False,,0.9902904499014703,True,ok,8.878827250096947
TIC_49617263,6.0,700,8,20.229246962565185,1.83,1.0,False,5.872203663985794,3.371541160427531,5.2811598511039675,,,,,,,False,,,False,error: ValueError: zero-size array to reduction operation minimum which has no identity,0.0038856668397784233
TIC_59859387,6.0,700,6,25.839361191215175,1.47,1.0,False,4.570416088396729,4.306560198535863,4.242243159083515,1.067558809874026,12.91568747963992,True,1.1209154198690765,15.069263484858334,28.18942411876025,False,,0.030428882376796106,False,ok,5.7497536251321435
TIC_316402246,6.0,700,9,25.979615580907875,1.6,1.0,False,4.731493350704339,4.329935930151312,4.6174075200909,1.214883209732197,12.937723543718555,True,5.989062916646352,6.364798075126882,6.545722004888585,True,exact,0.09467545434763405,False,ok,0.5324397087097168
TIC_9102327,6.0,1200,1,27.354127520520706,1.13,1.0,False,3.726954782046879,4.559021253420117,4.269708929832252,0.7225902043235788,13.614564291451178,True,3.2657693148057674,8.988246173142807,10.18643928312689,False,,0.2079800671523861,False,ok,1.0054262918420136
TIC_122220263,6.0,700,7,26.849800203672658,1.65,1.0,False,5.18425125606906,4.47496670061211,4.761701505093741,1.2727946240942276,13.422122345819377,True,5.9804023665994155,6.87596290494722,15.775670414361901,True,exact,0.656215579934251,True,ok,2.821163957938552
TIC_365639282,6.0,700,3,21.771705731484417,0.488,1.0,False,1.5936045278825852,3.6286176219140693,1.4083092936277244,0.2049228847336377,10.883075169420966,True,7.150626443402953,8.251529271386431,9.332990254517004,False,,0.8849886903907327,True,ok,15.772668458055705
TIC_434234955,3.0,2500,6,25.996857142848057,3.6,1.0,False,8.58942931086287,8.665619047616019,19.633680000000002,0.6014285809735578,12.995130007061555,True,3.00040996999212,15.586113750850679,42.48581036075598,True,exact,0.2032013303445904,False,ok,39.916738875210285
TIC_40954422,6.0,1200,3,26.70358972838767,2.59,1.0,False,7.977306230996864,4.4505982880646116,9.786324007314631,2.498484997704208,13.349711572933291,True,5.973577058798281,6.682328386831908,23.196781527163434,True,exact,0.06559685688718478,False,ok,2.7871785419993103
TIC_468472950,6.0,700,1,27.882078875270963,1.69,1.0,False,5.574077155602104,4.647013145878494,4.877136693096013,1.3181071238557378,13.940373937356517,True,6.0120888626010025,8.983362344034223,17.566905424639508,True,exact,0.6213484230807877,True,ok,23.301409249659628
TIC_435167167,6.0,1200,6,23.707867088529156,2.14,1.0,False,6.53600412185236,3.951311181421526,8.085997442337186,1.8825182502726883,11.791434943161551,True,4.436033462706903,5.083042414584688,5.6232935963241895,False,,0.0813741507028936,False,ok,0.29799412516877055
TIC_110936761,6.0,1200,4,26.623383776863648,1.22,1.0,False,3.8455895682601815,4.437230629477274,4.609774242827742,0.8106845830389755,13.307525277351022,True,6.002813716794005,9.584237770899046,17.459766387051708,True,exact,0.2471510537248228,False,ok,6.760696250014007
TIC_272828463,6.0,1200,9,23.500124522866372,2.91,1.0,False,7.844024504630433,3.9166874204777287,10.995445120187481,0.6011457550850899,11.708395428676898,True,0.7888624462868408,9.83761210729388,8.735254903709441,False,,0.3890460027181329,True,ok,2.9294837079942226
TIC_265077027,6.0,1200,8,25.007018174720997,1.3,1.0,False,4.26602976812315,4.1678363624534995,4.912054521045954,0.8912061728375694,12.498300776022909,True,4.784584029865766,11.18436768448641,22.83746916446364,False,,0.10802796349611339,False,ok,7.671018249820918
TIC_128501004,6.0,1200,0,27.88069464739192,1.1,1.0,False,3.616703562829291,4.646782441231987,4.156353825500423,0.693712831017064,13.938263976192264,True,0.7896577337848618,24.586276648138025,57.151751416608796,False,,0.7804219219876196,True,ok,13.776354416739196
TIC_259151170,6.0,1200,2,27.718515792241305,0.86,1.0,False,2.8367834578300646,4.619752632040218,3.249512990845785,0.47967793733810105,13.857174533610754,True,6.007911293355202,14.495550298716639,16.67035538074929,True,exact,0.46434072825272266,True,ok,17.142412374727428
TIC_17005768,6.0,2500,2,23.0306352824457,1.1282001,1.0,False,3.4650003912285623,3.83843921374095,6.15297770538,0.7196399288788822,11.513234295347493,True,6.838640904251709,11.375766119842694,15.036264412026725,False,,0.5684716022167202,True,ok,5.0447218753397465
TIC_131581531,6.0,2500,1,27.770952313296675,1.59,1.0,False,4.9273815933829965,4.628492052216113,8.671542,1.2035130098146751,13.880788682077528,True,5.999019024123564,10.642830160203504,13.58646756173239,True,exact,0.4540393683961314,True,ok,6.714481332805008
TIC_279177746,6.0,2500,3,27.162815288102593,1.87,1.0,False,6.029093944459583,4.527135881350432,10.198606000000002,1.5347228591039952,13.578629841042574,True,5.97571180877074,8.363795780700732,40.96594240115259,True,exact,0.14244140878024078,False,ok,4.963510625064373
TIC_90504905,6.0,2500,0,21.465049032045954,0.411471,1.0,False,1.2621222085139263,3.577508172007659,2.2440805397999997,0.1587291280163988,10.728357918507745,True,4.1439140363068985,6.95248541566984,5.16869587358342,False,,0.8853507287887149,True,ok,15.53175679128617
TIC_335489455,6.0,2500,6,18.050405060709636,0.89,1.0,False,2.7297822715086424,3.008400843451606,4.8538820000000005,0.5045115497701329,9.021730226538232,True,6.01098401670631,7.365569371151093,7.089099280204313,True,exact,0.6955538142305258,True,ok,6.084279083646834
TIC_243333538,6.0,2500,4,28.200361381405855,1.04172,1.0,False,3.4266963157235204,4.7000602302343095,5.681332535999999,0.6392169671785467,14.096708432019105,True,3.000087888598035,17.265236018535287,27.900621366266492,True,half,0.17886056960619462,False,ok,11.788666666019708
TIC_268914377,6.0,1200,5,25.032204367400027,0.483749,1.0,False,1.5898537149906997,4.1720340612333375,1.8278472788472764,0.20238888917913617,12.514018829757546,True,2.1551097931301446,19.577107469682204,16.819722424021446,False,,0.42116996440392696,True,ok,27.209863957948983
TIC_458914949,6.0,5000,0,22.917024070971593,2.51,1.0,False,7.695588766437837,3.8195040118285988,19.359223195440666,,,,,,,False,,,False,error: ValueError: zero-size array to reduction operation minimum which has no identity,0.002801708411425352
