host,injected_period,injected_depth_ppm,repeat,baseline_days,r_star,m_star,is_control,injected_duration_hours,n_transits_in_baseline,rp_earth_implied,tls_period_min,tls_period_max,period_in_search_range,recovered_period,recovered_sde,recovered_snr,detected,alias,score,classified_planet,status,elapsed_s
TIC_374288012,14.0,1200,6,75.99098844717264,3.08962,1.67,False,10.982326394302703,5.427927746226617,11.674139914856923,2.522868806748376,37.99167458598774,True,6.164210619958038,4.813402724165077,9.389165965063372,False,,0.6029662603499917,True,ok,23.588465333916247
TIC_464317121,14.0,700,2,76.31208467990746,12.1341,1.0,False,52.94920340821611,5.450863191421961,35.01755286845937,0.6015075062056067,38.15177708192593,True,28.001442673139007,26.427372628907868,67.83537166964713,True,double,0.6854916426333783,True,ok,457.3833711249754
TIC_39276230,14.0,1200,8,76.41359480139454,0.928401,0.96,False,3.6036597024684776,5.458113914385324,3.5079664072258345,0.5491259767888276,38.2026306296452,True,32.78670308362707,22.052696868643533,34.03094936422914,False,,0.7802797234122874,True,ok,95.49396945908666
TIC_273365294,14.0,700,6,76.41593154132352,8.09161,1.0,False,28.731487264431454,5.458280824380251,23.351413039776702,0.6015680429585561,38.20440812803095,True,14.001626718858704,24.272834856916734,53.93708137516656,True,exact,0.9055334980432835,True,ok,427.0827589589171
TIC_265285561,14.0,2500,0,76.1359239220601,3.60556,1.0,False,14.048366788001797,5.43828028014715,19.664003128,4.108044547668186,38.06219942096092,True,13.943776440890575,8.824261397101386,89.82578785234111,True,exact,0.5749783325218518,True,ok,13.967781874816865
TIC_372442214,14.0,700,5,76.43311340095806,84.7803,1.0,False,48.73638510423308,5.459508100068433,244.66574673472655,0.6015377091376419,38.2121522556076,True,27.99828787652992,18.371954659453827,57.67297052051319,True,double,0.9175336885168616,True,ok,466.8696164158173
TIC_324608514,14.0,2500,2,75.98979399523705,2.10702,1.67,False,7.637713038247551,5.427842428231218,11.491265676,1.42346003183578,37.990209328299855,True,1.631249229837927,14.909480733219898,14.8128937436382,False,,0.8362508852183279,True,ok,25.814078708179295
TIC_374288012,14.0,2500,3,75.99098844717264,3.08962,1.67,False,11.161321637321802,5.427927746226617,16.850169556,2.522868806748376,37.99167458598774,True,6.164210619958038,4.41360350212576,9.196292159432653,False,,0.6345826802313701,True,ok,24.452346582897007
TIC_465765802,14.0,1200,7,75.77963732418539,0.390949,0.381227,False,2.0978452172379654,5.4128312374418135,1.4772021561141497,0.23817373463516303,37.88704075062785,True,8.261756708054389,7.352628840796349,4.7589327733250695,False,,0.9848490449148597,True,ok,180.47879841690883
TIC_406272866,14.0,2500,4,76.40882328792941,1.63117,1.53,False,6.182840294748115,5.457773091994958,8.896074946,1.011975580362769,38.200360507700196,True,13.983420104997457,23.92765518719795,93.67520297201115,True,exact,0.7687601832253063,True,ok,59.25098495790735
TIC_311175008,14.0,2500,6,76.24018771017109,3.29641,2.29,False,9.237829188018653,5.445727693583649,17.977960858,2.3758524516053643,38.118010429211125,True,13.953248369036196,10.235697290682841,35.688689266266685,True,exact,0.23533826580066078,False,ok,21.72794554196298
TIC_219285759,14.0,1200,1,75.99143297986757,10.8967,1.0,False,43.97190359004969,5.427959498561969,41.17321884575496,0.6014845574236524,37.99363303571269,True,23.438434834163296,20.57588204926225,23.27520862619607,False,,0.5227065216802302,True,ok,340.9240871248767
TIC_361336345,14.0,2500,8,76.36379775416754,3.79989,1.68,False,12.296033447436686,5.454556982440538,20.723840082,3.429809263973083,38.17981545035079,True,13.97629041314192,8.216203153793094,19.15610219729572,True,exact,0.1971830289651315,False,ok,16.74240820808336
TIC_277715787,14.0,2500,9,75.99070659536483,2.44218,1.85,False,8.542195005580052,5.4279076139546305,13.319161284,1.6875577138994395,37.99066554605767,True,13.9975426246096,11.810996295746058,44.500168807273894,True,exact,0.5565891513645072,True,ok,27.78755758376792
TIC_403135040,14.0,5000,0,75.99066453378418,3.6409,1.0,False,14.941806268624166,5.4279046095560135,28.081671606486026,4.172878885656748,37.99232285375999,True,14.030257764552356,12.075890394647589,99.36475293857251,True,exact,0.7610902232048286,True,ok,15.989440833684057
TIC_295253681,14.0,2500,7,75.98231899592156,2.32032,1.73,False,8.057648304491694,5.4273084997086825,12.654561216,1.616145892496177,37.98838159237309,True,27.301817026210294,6.656609625631387,13.387734129247288,False,,0.6730378616186716,True,ok,37.06512875016779
TIC_1689447815,14.0,2500,1,75.96502918702572,0.565905,0.61,False,2.9046363967276774,5.42607351335898,3.086332689,0.32787088782707485,37.97886856399324,True,31.794983148152042,8.121590993991772,6.504755769593552,False,,0.8149603418834648,True,ok,142.46569016715512
TIC_350463976,14.0,5000,1,76.36428435429298,2.85435,2.03,False,9.857089901530408,5.454591739592355,22.015138935420744,2.0313823199981123,38.17866981851599,True,14.03666911233669,14.028420241317708,75.85224130664604,True,exact,0.13925468607678276,False,ok,28.467041624709964
TIC_300872489,14.0,1200,2,76.54251049597951,60.3034,1.0,False,53.0684313077254,5.467322178284251,227.85660661880198,0.6015080043214042,38.266741198128756,True,14.004072295425166,32.393973000431544,97.65032877986765,True,exact,0.6630785942338934,True,ok,422.6023952080868
TIC_67918274,14.0,5000,5,76.45635104752182,0.811552,0.81,False,3.6992296157053053,5.461167931965845,6.259369044902895,0.48865842932056475,38.22586638850632,True,14.008882102009247,25.915607316377386,10.629484004936328,True,exact,0.5982358755007112,True,ok,101.85818429104984
TIC_469872864,14.0,5000,3,75.94170979605406,0.724408,0.76,False,3.2398222634834646,5.42440784257529,5.587241496638559,0.425406724860648,37.96668804978659,True,37.26926499571349,12.838039348208735,27.231137085117666,False,,0.9300241417312869,True,ok,129.83859283290803
TIC_414077635,14.0,5000,6,76.4347104549961,1.52262,1.74,False,5.4716296680498075,5.459622175356864,11.743721283602339,0.8565624607495309,38.213882892336166,True,13.987366763786637,24.488592479979495,72.23201949307753,True,exact,0.6778182100697263,True,ok,56.149690832942724
TIC_339603121,14.0,5000,7,75.98175448835536,2.36634,1.94,False,7.838621798335151,5.427268177739669,18.251196898923933,1.5710144763381524,37.987057584722564,True,13.972351572136864,17.405717093890843,85.12855727793786,True,exact,0.24901298664859067,False,ok,31.686238875146955
TIC_327710325,14.0,5000,4,75.99022910385702,0.629669,0.63,False,2.7503709778742067,5.427873507418359,4.856534944322681,0.37869995099144976,37.992105155036334,True,14.000962922596917,27.12720419127713,62.63685080073209,True,exact,0.8740958013037222,True,ok,170.23387687513605
TIC_350463976,20.0,84,0,76.36428435429298,2.85435,2.03,False,11.059352768176073,3.8182142177146488,2.853488137597694,2.0313823199981123,38.17866981851599,True,26.090521812745724,6.8035059301561365,20.978112110700366,False,,0.14393374923070107,False,ok,26.042117665987462
TIC_277800037,20.0,84,1,75.98990075693473,3.08791,2.03,False,11.848499905735277,3.7994950378467367,3.0869776148577768,2.2907368655499516,37.991130768473774,True,3.5843986529895773,11.852244013634143,40.19438579603885,False,,0.1623232417806046,False,ok,21.603689540643245
TIC_276977013,14.0,1200,9,75.98159250617482,38.342,1.0,False,53.41188173570511,5.4272566075839155,144.8753803430338,0.6015719284581713,37.98732390460324,True,33.11294520017222,28.217376657141116,43.96948411132449,False,,0.5381453516078676,True,ok,360.37575662508607
TIC_265285561,20.0,84,3,76.1359239220601,3.60556,1.0,False,17.76600064747013,3.8067961961030052,3.6044713119963356,4.108044547668186,38.06219942096092,True,27.949477423277013,4.312226429592316,26.06533914299857,False,,0.8163478617762424,True,ok,16.42293725023046
TIC_208155431,14.0,5000,9,76.48217508804373,0.940999,0.93,False,4.165661317126411,5.463012506288838,7.2577727759707065,0.5694143837982283,38.23796241146644,True,13.989010610676315,22.013859921934273,21.589255227949813,True,exact,0.6409589751046589,True,ok,111.96293479204178
TIC_340389150,20.0,84,5,76.3904067491485,1.80784,1.0,False,8.890567078054383,3.819520337457425,1.8072941281463781,1.4595885482042226,38.1917310298422,True,26.009675574802596,8.434171107023007,20.2595979703959,False,,0.47487060194916697,True,ok,37.04018112504855
TIC_350172725,14.0,5000,8,76.28637656661704,0.587479,0.577751,False,2.9690601111226913,5.449026897615503,4.531130312204895,0.356227832965357,38.14110484703312,True,0.5267820590492124,16.60623389475902,17.027963569909048,False,,0.4048970401921288,True,ok,138.19411962479353
TIC_294769705,20.0,84,2,76.19891334539261,0.601578,0.589375,False,3.266512629014091,3.8099456672696306,0.6013963553312472,0.3655468128325963,38.09511622232363,True,23.681055368832524,12.564395501073257,16.512968599637173,False,,0.8033121783393717,True,ok,130.78360783401877
TIC_294292672,14.0,2500,5,76.54267344180971,10.5376,1.0,False,45.49494020503302,5.467333817272122,57.46996288,0.6015750853118786,38.26844885065972,True,14.005053093322273,26.95558486371194,125.35029436266916,True,exact,0.865292688162764,True,ok,449.0504140420817
TIC_361336345,20.0,150,0,76.36379775416754,3.79989,1.68,False,15.514914275766017,3.818189887708377,5.076283371193789,3.429809263973083,38.17981545035079,True,5.104149767445677,5.271217749319992,12.055341109163072,False,,0.4286457283746918,True,ok,17.87773183360696
TIC_362374242,20.0,84,6,76.25148604550031,0.705067,0.73,False,3.85688823027808,3.812574302275016,0.7048541071387858,0.416768289368119,38.12342811065625,True,0.578688424897585,9.47602043761674,3.1650009322352815,False,,0.8925978378540528,True,ok,138.1378877083771
TIC_410416107,20.0,84,9,75.9533258049778,0.926214,0.98,False,4.156029659395401,3.79766629024889,0.9259343324669052,0.5415785091022761,37.97454088051377,True,23.48623985368418,16.923516123257063,14.644822837959348,False,,0.8654243187284145,True,ok,89.96365645900369
TIC_265467908,20.0,150,2,76.02884042864662,2.40019,1.0,False,11.09046871735911,3.801442021432331,3.2064203397218387,2.2308438280717495,38.01210527921281,True,13.124730089660575,8.69278511471185,25.526802755849403,False,,0.5055628220316435,True,ok,25.415810958947986
TIC_447691425,20.0,84,8,76.32838987668401,0.793672,0.86,False,4.0764805509364805,3.816419493834201,0.793432353125383,0.45864646804711634,38.16118554319561,True,7.835950246872541,5.281224440847865,6.311054119757111,False,,0.9840624183385407,True,ok,163.84862666623667
TIC_465765802,20.0,84,7,75.77963732418539,0.390949,0.381227,False,2.570897932851704,3.7889818662092694,0.39083095412464514,0.23817373463516303,37.88704075062785,True,8.261756708054389,7.360981614089359,4.759220215432567,False,,0.9848490449148597,True,ok,188.65093766711652
TIC_402705956,20.0,150,5,76.3643703965081,3.71818,2.28,False,11.136936189937654,3.818218519825405,4.96712676027604,2.848737623654837,38.178712835494444,True,33.25497402537806,8.256406654117137,19.113341396433505,False,,0.21155341752786358,False,ok,19.530235624872148
TIC_414077635,20.0,150,3,76.4347104549961,1.52262,1.74,False,5.408485701914851,3.8217355227498047,2.034072193312724,0.8565624607495309,38.213882892336166,True,37.73429988663635,14.60464058728604,48.28887909903848,False,,0.5717735473610839,True,ok,49.62651945883408
TIC_293901590,14.0,5000,2,76.5425228393824,16.3273,1.0,False,53.23015948836542,5.467323059955886,125.92981867685994,0.6015232498843335,38.26712930736536,True,14.004295206183984,22.245395504326233,118.20070563318204,True,exact,0.821610903895149,True,ok,458.6719642919488
TIC_46473449,20.0,84,4,76.4346289603127,10.025,1.0,False,41.48046590563332,3.8217314480156346,10.021972981385213,0.6014913496393529,38.215231050542535,True,25.547117150168432,21.302515027227862,34.01322092760324,False,,0.3790217709984228,True,ok,241.57242699991912
TIC_451463754,20.0,150,1,76.34015321142215,1.00651,1.07,False,4.824101940781848,3.8170076605711074,1.3445994425997227,0.5872579388626573,38.16729872254651,True,0.5959721016039037,18.820181840539945,33.20991602607305,False,,0.7059793821718406,True,ok,85.6044416250661
TIC_447185974,20.0,250,0,76.34230246211973,1.17104,0.51,False,6.101053555334953,3.8171151231059866,2.0196259273639927,1.0661213674365213,38.16906778644258,True,25.42575790767622,6.988502036366969,11.322501907359484,False,,0.8105867516660357,True,ok,42.26282741688192
TIC_265469420,20.0,150,9,75.98415790752097,1.65575,1.35,False,6.18078631541135,3.7992078953760484,2.2119209218830327,1.1027849031766404,37.989301018042596,True,31.73313207080383,21.82066365914635,40.34442092210011,False,,0.5426969213960824,True,ok,52.78819108288735
TIC_67918274,20.0,150,8,76.45635104752182,0.811552,0.81,False,3.8299058900983156,3.822817552376091,1.0841545209095689,0.48865842932056475,38.22586638850632,True,0.572329139031605,6.962978359684909,3.404120941174044,False,,0.943929081111011,True,ok,81.41277383314446
TIC_362172901,20.0,150,7,76.26938785142738,0.936492,1.0,False,4.564606993433986,3.813469392571369,1.2510622062365,0.5451876715221807,38.131221580234495,True,37.89386491441064,14.79491024003608,29.563733509814856,False,,0.8827179799016941,True,ok,92.10595195926726
TIC_402885783,20.0,250,5,76.36446824154882,4.71984,2.06,False,14.953344294558772,3.818223412077441,8.140038971349966,4.291842376329424,38.17806729281662,True,7.118709340222098,7.4636710474604895,19.451591524783776,False,,0.44233956304318955,True,ok,14.7867421656847
TIC_311893428,20.0,150,6,76.15908102236699,0.627686,0.64,False,2.9094175257719024,3.8079540511183496,0.8385274321443896,0.3738728220312879,38.07629964925168,True,0.5431533167357264,7.072940576539997,4.015691289720478,False,,0.9640083294095037,True,ok,139.44833949999884
TIC_311697391,20.0,250,6,76.24016531861525,2.30827,2.31,False,8.598769314776089,3.812008265930763,3.9809416752258526,1.3855888373565177,38.11661030870616,True,27.6687177289533,8.55624538849728,41.3506723869395,False,,0.42887531268248696,True,ok,33.36396195925772
TIC_341029467,20.0,250,7,76.54232991543904,2.14291,1.58,False,8.540611295042485,3.827116495771952,3.6957547103494104,1.5001102492947755,38.268935321074395,True,13.233682699954095,17.153248874192382,-3.0700929558964805,False,,0.3945349366812063,True,ok,42.20216599991545
TIC_447263332,20.0,250,2,76.31660140007534,0.761005,0.8,False,4.03556969308064,3.8158300700037673,1.3124619388352534,0.44647750836987,38.15448110695749,True,0.6996803263220648,8.731692860591338,4.139232882174572,False,,0.8668838636936691,True,ok,140.2926973332651
TIC_403237836,20.0,250,8,75.95444056320048,0.619429,0.603659,False,3.328576634686317,3.797722028160024,1.068293882840168,0.3774110451291214,37.97583132672931,True,0.8506323405550935,3.284785230541346,10.117568108703736,False,,0.9376274146881759,True,ok,85.46009587496519
TIC_276977013,20.0,150,4,75.98159250617482,38.342,1.0,False,70.9629950433227,3.799079625308741,51.22118193376973,0.6015719284581713,37.98732390460324,True,33.21900042957992,33.142819821759204,45.89184485840316,False,,0.5536636112892313,True,ok,265.4336954583414
TIC_361861044,20.0,250,9,76.54193434976423,1.57036,2.03,False,5.332499650232634,3.8270967174882116,2.708310366251639,0.8306016177790242,38.26666147365309,True,12.914162881289503,9.789966240595646,5.515717019698592,False,,0.8339118930647477,True,ok,57.989168709143996
TIC_381242179,20.0,400,3,76.36290477564398,3.53416,2.38,False,13.043113288585719,3.8181452387821992,7.7098407232,2.584965516831035,38.177285559551784,True,27.127787887567518,7.866057996020904,57.783491879895905,False,,0.24123378510852733,False,ok,21.62698437506333
TIC_469878140,20.0,400,4,75.99011371781125,2.35103,1.99,False,8.916027690595374,3.799505685890563,5.1288189656,1.5363024272368309,37.99210534578102,True,25.95084375663738,6.099502305247027,9.674733505470469,False,,0.682557416080826,True,ok,32.77778400015086
TIC_402705956,20.0,400,5,76.3643703965081,3.71818,2.28,False,12.190715046764996,3.818218519825405,8.1112840336,2.848737623654837,38.178712835494444,True,33.25497402537806,8.119992547050998,19.030977024437938,False,,0.20950702848527633,False,ok,19.62709924997762
TIC_381293626,20.0,400,2,76.31444694760194,0.848274,0.93,False,3.5511510676266647,3.8157223473800967,1.85052669648,0.4873456120613663,38.15375110253577,True,38.0433526146076,16.604451967616445,32.44294480604689,False,,0.7970919546121252,True,ok,99.65824287477881
TIC_372301002,20.0,250,4,75.99065924391925,8.76143,1.0,False,34.9390324517632,3.7995329621959626,15.110338834527179,0.6014692602169724,37.99324618613214,True,33.761795029866754,27.31141068578108,44.419481030721506,False,,0.5860966542266365,True,ok,311.3745131660253
TIC_346704136,20.0,400,7,75.98991466006737,0.839147,1.17,False,3.8878960277528094,3.7994957330033685,1.8306159634399999,0.4275057443475577,37.991832210725036,True,36.417313621164055,13.725803877812611,18.87113306109512,False,,0.7279559288487968,True,ok,102.45649225031957
TIC_350856279,20.0,400,9,76.36423110607029,2.39416,1.14,False,11.079628300627128,3.8182115553035145,5.2229079232,2.085676438088546,38.1779487350818,True,38.1779487350818,11.165267350882885,37.21597645802174,False,,0.3902634964023262,True,ok,24.11902829213068
