host,in_skew,in_kurt,out_skew,out_kurt,skew_diff,kurt_diff,n_in,n_out,wavelet_e1,wavelet_e2,wavelet_e3,status
K2-227,-0.23755899810838796,0.154301370694363,0.023489424479445447,0.03236024967481255,-0.2610484225878334,0.12194112101955046,129.0,15913.0,0.48727871730281025,0.30976245150553905,0.20295856170760526,ok
K2-218,0.2194874807052933,-0.27327963966926827,0.04310659613922855,0.12147796411750544,0.17638088456606477,-0.3947576037867737,198.0,13165.0,0.6119747902964154,0.3220999620327123,0.0659251920068438,ok
K2-230,0.225669656178539,-0.14068125951326982,0.009258720542931932,0.08244444674425555,0.2164109356356071,-0.22312570625752537,114.0,16088.0,0.49701724182865287,0.4020559376260647,0.10092675591366977,ok
K2-231,-0.10635217290684934,-0.4839040179196368,0.010401385169459395,0.08376052310843995,-0.11675355807630873,-0.5676645410280767,34.0,9713.0,0.8553697700524657,0.08382826533341728,0.060801908653224,ok
K2-228,-0.27229525311166897,0.5250739157642283,0.1361485110768879,0.5659045057873131,-0.4084437641885569,-0.040830590023084756,360.0,14958.0,0.44937880775412853,0.4613821356372654,0.08923905068568523,ok
K2-208,-0.055589253846787194,0.051399355658476864,0.039766500726140804,0.08873138377266754,-0.095355754572928,-0.037332028114190674,2525.0,87389.0,0.5160936719679944,0.41718761875962435,0.06671859446780053,ok
K2-237,0.7897823673214761,0.6806168394803795,0.018326281623186762,1.0658847152032127,0.7714560856982894,-0.38526787572283316,548.0,12702.0,0.06982870248195024,0.3006651494937913,0.6295061463640488,ok
K2-223,0.044666206150657556,0.4297085962171554,0.040752853645927886,0.1339960172899639,0.00391335250472967,0.2957125789271915,2377.0,83279.0,0.8484246414095657,0.09334902190708187,0.05822573849462469,ok
K2-232,-0.673282133721739,-0.07585592499358862,0.09415050944892567,0.2998000685504283,-0.7674326431706646,-0.3756559935440169,34.0,15200.0,0.20830591286518954,0.5344716609924264,0.25722206274333637,ok
K2-238,0.07175582068913584,0.007557630805031579,0.03760025244741269,0.029101499022454735,0.03415556824172315,-0.021543868217423157,196.0,8375.0,0.31681269735885076,0.4718651127782022,0.21132218486992302,ok
K2-219,0.057501029562676685,-0.20255404787054943,0.003358706648501533,-0.007445007582391749,0.05414232291417515,-0.19510904028815768,811.0,70606.0,0.6912531733087798,0.28193932364117263,0.026807339491048635,ok
K2-239,-0.04715092794557156,-0.5812883579566401,-0.010653723919481604,0.046680413390283615,-0.036497204026089955,-0.6279687713469237,87.0,15652.0,0.5029174720597095,0.30756979327225914,0.18951269416810815,ok
K2-241,0.1330994106240789,-0.18891834629355309,0.0007409905117766796,0.000505185994149393,0.13235842011230223,-0.18942353228770248,226.0,14985.0,0.6345546934150879,0.22258600274279797,0.14285906507993024,ok
K2-233,0.00327545752986961,-0.07548658355630966,0.022142479596448633,0.05679144483614618,-0.018867022066579024,-0.13227802839245584,1418.0,69405.0,0.8697270195429888,0.09702862125085246,0.03324217240618271,ok
K2-244,-7.564175690995191e-05,-0.21395605341980817,0.022953639867795105,0.1096054139059146,-0.023029281624705057,-0.3235614673257228,110.0,15445.0,0.7242839175823366,0.2209467224605105,0.05476890040204026,ok
K2-24,0.049992679744104054,0.06818368338624348,0.01193945869194068,0.03024260601363693,0.038053221052163376,0.037941077372606546,1522.0,68413.0,0.7933382580733295,0.1590613920637381,0.04759974966885726,ok
K2-226,-0.01208091694641258,0.3180681415889528,0.035385258624701925,0.10518230432726794,-0.0474661755711145,0.21288583726168486,1763.0,85238.0,0.5410638468954693,0.3833263408556872,0.07560962806642595,ok
K2-247,0.23807877441642677,0.6633283774081171,0.023858790987719335,0.08681705561420605,0.21421998342870743,0.5765113217939111,324.0,14710.0,0.49545851405846214,0.33286934156978887,0.1716721329747362,ok
K2-225,0.023364833092316187,0.06453380213138393,0.04301014968831799,0.14131298534162395,-0.019645316596001803,-0.07677918321024002,1612.0,85693.0,0.5581442493663247,0.3803086628563093,0.061546759706831745,ok
K2-246,0.07320051235051388,0.5965959609532812,0.016570077311909213,0.018468262615314757,0.05663043503860467,0.5781276983379664,265.0,15185.0,0.576680390886032,0.30990743487325434,0.11341217028972987,ok
K2-240,0.1660648509690761,0.0009647344882237618,0.006417682228550441,0.02826203272768879,0.15964716874052567,-0.02729729823946503,215.0,73515.0,0.3673613066773839,0.5398671181108831,0.09277141867176467,ok
K2-25,-0.21457602243739352,-0.12266994903704331,0.16683079344910837,0.8069787719756505,-0.3814068158865019,-0.9296487210126938,127.0,15276.0,0.49654811814579686,0.2709712903121571,0.23248058297840646,ok
K2-229,0.07765747531992506,0.008344658815049755,0.004241962834468049,0.03885988341305158,0.07341551248545701,-0.030515224598001822,381.0,90425.0,0.6632061774433812,0.28996073442606435,0.04683165848973343,ok
K2-251,-0.01694290306228209,-0.08993280635595591,-0.008353259344071917,0.024557389625868176,-0.008589643718210175,-0.11449019598182408,260.0,15484.0,0.5955791579050372,0.2603974792893858,0.1440233552269751,ok
K2-254,0.08388012323359204,-0.06750034816818662,-0.0055379568427785545,0.008551043769374544,0.08941808007637059,-0.07605139193756116,545.0,14350.0,0.461568064118141,0.37146738987629546,0.16696452525036476,ok
K2-253,0.2178868168134144,-0.33983946830049927,0.023026490603948197,0.11082508501466526,0.1948603262094662,-0.45066455331516453,218.0,15321.0,0.3544711543046082,0.5387979488709851,0.10673089452159379,ok
K2-243,0.13495533651161037,0.28349091495111045,0.044927025821502986,0.1703925952766232,0.09002831069010739,0.11309831967448725,427.0,90305.0,0.8170013399233463,0.11431961807437689,0.0686783612431628,ok
K2-257,0.014386815881222294,-0.34217697510612366,-0.013691835529262548,0.16590956816293456,0.028078651410484844,-0.5080865432690582,514.0,14930.0,0.5122699779804812,0.23684471719860364,0.2508851944924268,ok
K2-26,-0.06559650555845961,-0.1105524663968791,0.021238267933698454,0.03422434301384625,-0.08683477349215807,-0.14477680941072535,323.0,14583.0,0.5901821160499106,0.26321681042948064,0.14660104450911265,ok
K2-258,0.08673549651905194,0.1438063915973733,0.016747112757349893,0.05932314764614821,0.06998838376170205,0.08448324395122508,183.0,15919.0,0.5378346469161411,0.2937905644100429,0.16837475763462353,ok
K2-242,-0.043755699480338556,0.066246146287678,0.0017966978521331716,0.03246893672912066,-0.045552397332471725,0.03377720955855734,4675.0,77718.0,0.5084862773461153,0.19226445537066714,0.29924926428407594,ok
K2-259,-0.08016272288179578,0.09694632686779325,0.013599134995391596,0.022596495504758618,-0.09376185787718738,0.07434983136303464,1105.0,13075.0,0.44131153770304754,0.36097992565481646,0.19770844010319902,ok
K2-263,0.09364130923370893,-0.0879241272288005,0.05299379171696573,0.15930213382596126,0.040647517516743205,-0.24722626105476175,489.0,13818.0,0.4223251455466382,0.25423189704989174,0.32344267890514794,ok
K2-264,0.004609319710737102,0.11343659581107479,-0.0072526774404005736,0.06527001615681227,0.011861997151137674,0.04816657965426252,406.0,14069.0,0.6472499708310989,0.17451580002225708,0.17823422731633823,ok
K2-252,-0.0016901107354216707,0.024381652476077598,0.015312403424947964,0.046264258031008865,-0.017002514160369634,-0.021882605554931267,1493.0,86691.0,0.6714121038518347,0.30287041213873434,0.025717399951416108,ok
K2-27,-0.08497535950267192,-0.057829366739882815,-0.007526060730490351,0.01872585725581688,-0.07744929877218157,-0.0765552239956997,1538.0,11600.0,0.5871734096321104,0.19849323305543848,0.21433329148566743,ok
K2-270,-0.1946226494752496,-0.25045526568687215,0.0030679040928966576,0.042767041149342155,-0.19769055356814624,-0.2932223068362143,176.0,14747.0,0.8058901307318221,0.1606052191751895,0.03350463152191136,ok
K2-269,0.1573243275651443,-0.521263119819261,0.0716644057459317,0.11462829212777326,0.0856599218192126,-0.6358914119470342,90.0,14994.0,0.7166501269150545,0.2184071136927052,0.06494241647788415,ok
K2-268,-0.14932102074769044,-0.07099980655692795,0.04287928892753567,-0.012826276029286543,-0.1922003096752261,-0.058173530527641404,110.0,15176.0,0.5314949527622156,0.2638695352593308,0.20463548780998594,ok
K2-249,-0.09635198825903588,0.09792191412961815,0.019615149688601324,0.02761996167659797,-0.1159671379476372,0.07030195245302018,1700.0,85788.0,0.7321622202249991,0.236396612390483,0.03144101628337739,ok
K2-248,0.05065609604397583,-0.010451425208602316,0.00781393376186586,0.0578100160920596,0.04284216228210996,-0.06826144130066192,2413.0,84562.0,0.57172413470146,0.3824211926793429,0.04585463801280124,ok
K2-271,-0.0792300945209918,-0.173577701933894,-0.0317083511858427,0.06217813250245152,-0.04752174333514911,-0.2357558344363455,73.0,14995.0,0.6859579503409545,0.2978069088375013,0.016235116685411066,ok
K2-261,0.265182665895424,0.2205139551511328,0.09550937471615034,0.2226508361825683,0.16967329117927366,-0.0021368810314355002,261.0,14986.0,0.9462492041854073,0.04751092495402856,0.006239655013471551,ok
K2-250,0.05790385079835987,0.07630254857587149,0.010895429896310907,0.001318581252824913,0.047008420902048965,0.07498396732304657,1633.0,86083.0,0.6684043265567448,0.3005111307399801,0.03108452854886963,ok
K2-274,-0.10398555485783706,-0.007230055891491283,0.04180223420966353,0.029829626541961307,-0.1457877890675006,-0.03705968243345259,551.0,13638.0,0.5729197863120936,0.19111659841848713,0.2359635581175682,ok
K2-277,0.24350519007772262,-0.5889382316703391,0.19686024449898962,0.5769114367950388,0.046644945578733,-1.1658496684653779,117.0,14638.0,0.5540076522774073,0.3635992055918741,0.08239254498846761,ok
K2-276,-0.050163435942949794,-0.028208542376101597,0.03217839337705377,0.0442910701094843,-0.08234182932000356,-0.0724996124855859,324.0,14251.0,0.5338795695748854,0.20309575324215684,0.26302467127342516,ok
K2-283,-0.027750766207498882,0.009027769919518924,0.04606422844467681,-0.07664936620559182,-0.0738149946521757,0.08567713612511074,827.0,10486.0,0.5894201825145389,0.32741419463711724,0.08316561484201283,ok
K2-282,-0.28308726764943554,-0.4206630160422069,0.02715174599720866,0.06371305755917422,-0.3102390136466442,-0.48437607360138113,75.0,12757.0,0.5479353254055364,0.2139233593807078,0.2381413048427535,ok
K2-281,-0.4458994513646628,1.493343032783221,-0.0007631310851743039,0.05271105917492758,-0.4451363202794885,1.4406319736082933,121.0,12579.0,0.7883937506102526,0.1692541050850555,0.04235214072405492,ok
K2-273,0.3776935830031899,-0.1028567581789539,-0.015170547555399233,0.0398747213699715,0.39286413055858915,-0.1427314795489254,138.0,14204.0,0.558531079529835,0.37370156542600447,0.06776732303157225,ok
K2-272,-0.20755216313107147,-0.0771038639865278,-0.016913478951121837,0.01000181510018594,-0.19063868417994964,-0.08710567908671374,362.0,14195.0,0.4979929001620603,0.3785850629953863,0.12342202188782714,ok
K2-28,0.10028981885272678,0.17657060230914867,0.08098019821941592,0.2605489303120785,0.01930962063331086,-0.08397832800292981,100.0,9343.0,0.3242691455675174,0.30292552557508995,0.3728053229141331,ok
K2-279,-0.06485773545762467,0.2414549157143182,0.029335601043308478,0.020759612964446283,-0.09419333650093314,0.22069530274987192,187.0,9664.0,0.48189250655971105,0.31191756288002254,0.2061897858200282,ok
K2-278,0.028560634879692934,0.18870180095232048,-0.013523824111555782,0.011658118176031795,0.04208445899124871,0.17704368277628868,304.0,10616.0,0.5508477139604095,0.18416426017522683,0.26498799849426985,ok
K2-286,0.05036586748010033,-0.10819487084973156,-0.026990794873036995,-0.03142995664342774,0.07735666235313732,-0.07676491420630382,83.0,12169.0,0.6361385955612814,0.33755439679906485,0.02630686289795177,ok
K2-287,0.20243025942410153,1.0241329127797991,0.05774122581490441,0.047468530309831,0.14468903360919713,0.9766643824699681,311.0,11662.0,0.5061100551728618,0.2960635604842205,0.1978259977951362,ok
K2-280,0.26975390153596845,0.7386082703495616,-0.012519467020954736,-0.011533089693165799,0.2822733685569232,0.7501413600427274,129.0,14783.0,0.6162912295792412,0.29396128129736,0.08974738621692784,ok
K2-284,-0.03441230908160525,0.038717930788544574,0.0243634599779927,0.14984922056001393,-0.05877576905959796,-0.11113128977146935,203.0,15643.0,0.479293075308365,0.33687285402754036,0.18383401796085436,ok
K2-288_B,0.11950024633337743,0.4471922424852721,-0.01555500177238084,0.03297843204667661,0.13505524810575828,0.4142138104385955,84.0,11917.0,0.5153524934139304,0.36771868518018946,0.11692882054932101,ok
K2-260,0.164522243093229,0.5137659487348021,0.011137081293486848,0.2128614616173583,0.15338516179974215,0.3009044871174438,1744.0,96577.0,0.4953068577900808,0.46572693461267073,0.038966141637859684,ok
K2-293,-0.24051404341309204,-0.37221923362688525,0.036190435545066964,0.0872244413236456,-0.27670447895815903,-0.45944367495053084,112.0,9017.0,0.743547285971554,0.2470574951803702,0.009395212404118563,ok
K2-317,-0.021133301071957766,-0.0908252654791557,-0.043906978902877494,0.0899188812737326,0.022773677830919728,-0.1807441467528883,230.0,11819.0,0.6629570908301415,0.23429152323621902,0.10275138572204424,ok
K2-291,0.37397062898560984,0.7745927210180779,0.12130029022985757,0.26489985870494026,0.2526703387557523,0.5096928623131376,152.0,15838.0,0.5757858505267832,0.3281723835550877,0.09603993837002252,ok
K2-315,0.06207559869131482,0.1876828635089045,-0.00850055263870032,0.015819546292665798,0.07057615133001514,0.1718633172162387,104.0,12196.0,0.5945326517522883,0.2126920620927074,0.1927752843009174,ok
K2-290,0.25664021523341535,-0.6929374854818784,0.005434175565755516,0.10796102245795547,0.2512060396676598,-0.8008985079398339,39.0,12464.0,0.7670037681606043,0.16356945297536818,0.06942649753166895,ok
K2-275,0.0538175223601283,0.06071964398952279,0.02391452124330686,0.18190121287166994,0.029903001116821443,-0.12118156888214715,2566.0,81404.0,0.6407332547791001,0.23856397161583157,0.12070259975478345,ok
K2-266,0.23683637926579248,0.5763283296148347,0.08081840178503776,0.383887377522226,0.15601797748075474,0.1924409520926087,1853.0,74688.0,0.5005848124386796,0.3120213905685641,0.18739344640480227,ok
K2-29,2.1445704748514807,5.1416878433709865,0.0029681910308751868,0.621395581181091,2.1416022838206055,4.520292262189896,42.0,15195.0,0.19078888668851596,0.5342532209832741,0.2749578900085046,ok
K2-289,0.03742425063266963,0.32237638696933635,-0.014063745962639786,0.005650963483901261,0.05148799659530942,0.3167254234854351,154.0,12261.0,0.4625647563178922,0.3609671625826292,0.17646806854176153,ok
K2-265,0.07684051072543778,0.06038033116062769,0.020227072296042144,0.12049965988403821,0.05661343842939563,-0.060119328723410526,1557.0,81907.0,0.477745185899528,0.35188413123684414,0.17037004978354225,ok
K2-295,0.14492232775677094,-0.24483507780245528,0.06044908126178378,0.01817430662526176,0.08447324649498716,-0.26300938442771704,130.0,12613.0,0.29607927327300526,0.6233727494840509,0.08054797501645654,ok
K2-294,0.3967146975185426,0.5500740411861385,0.03616754213201013,0.05346067675984312,0.3605471553865325,0.49661336442629533,98.0,9091.0,0.4983197161083352,0.3245385398895451,0.17714168327967567,ok
K2-316,0.1287777074877062,0.5120867162473837,-4.1641532253544315e-05,-0.05870555560076873,0.12881934901995976,0.5707922718481524,39.0,12484.0,0.5366275801526432,0.31523700046618686,0.14813541661111185,ok
K2-285,0.04237360505610183,0.2546059431768031,0.002060231555885174,0.043810160864456105,0.04031337350021666,0.21079578231234697,1299.0,61413.0,0.44784158891113557,0.4016435777443631,0.1505146349322894,ok
K2-320,-0.3231229435306026,0.8428005163005712,0.012243110245895828,0.05771315658668108,-0.3353660537764984,0.7850873597138901,86.0,15676.0,0.6966128594380073,0.245934596923188,0.05745254256982117,ok
K2-30,-0.34850642253848907,-0.35084956833505343,0.018484308823646198,0.10839626375397549,-0.3669907313621353,-0.4592458320890289,182.0,11922.0,0.26061438591693203,0.30298609326997594,0.4363995169988179,ok
K2-319,0.16100265764509702,-0.5815674720215456,0.04631371663831556,0.10181884015365705,0.11468894100678147,-0.6833863121752026,188.0,15625.0,0.684753274710405,0.22097461946120656,0.09427194771701668,ok
K2-318,-0.19809682411063098,0.09942251018197501,0.02355713518728213,0.06939028505765732,-0.22165395929791312,0.03003222512431769,96.0,12163.0,0.4977345857205448,0.3633137708767447,0.13895163757085527,ok
K2-323,-0.07867941235847078,-0.14818524278515577,0.04560586998241677,0.05932213622632032,-0.12428528234088757,-0.2075073790114761,223.0,15266.0,0.5227575015134364,0.3257630178713624,0.15147946435646872,ok
K2-321,-0.06514228627828712,0.43859594759144693,-0.0007593232117110372,0.01888122804290937,-0.06438296306657608,0.41971471954853756,131.0,12585.0,0.5378929334429958,0.3435205994594666,0.11858637391068674,ok
K2-322,0.00103602447185678,-0.1734924487860039,-6.631191001045487e-05,0.06508286888866133,0.0011023363818672349,-0.23857531767466522,1214.0,11981.0,0.5683094155408474,0.2483106630195799,0.18337990674399599,ok
K2-329,-0.3006980490992289,-0.5206457916104252,-0.010328963963124998,0.06001051284411174,-0.29036908513610393,-0.580656304454537,45.0,9193.0,0.39538513962577554,0.37243987581352805,0.23217496365558227,ok
K2-325,-0.3985070474167792,0.8183976695997655,0.0314938777780484,-0.015859890265180088,-0.43000092519482763,0.8342575598649455,79.0,11112.0,0.5194010496285852,0.3132413585234203,0.1673575911953469,ok
K2-332,-0.02024490867299688,-0.08581190188242216,-0.004765377881390559,0.029523829444945804,-0.01547953079160632,-0.11533573132736796,551.0,13848.0,0.5820028913618169,0.21561141092423075,0.20238569726283195,ok
K2-331,0.06610982779620167,0.129580090165188,0.047185300612381506,0.05093873026617102,0.018924527183820164,0.078641359899017,189.0,14932.0,0.5981541052167713,0.2890209150637416,0.11282457448776638,ok
K2-330,0.2784925013760288,0.9117153796135362,0.11416546728205096,0.2368890563275361,0.16432703409397786,0.6748263232860001,151.0,15895.0,0.5943272331293613,0.2534680384995176,0.15220244336160232,ok
K2-333,0.09451643983753093,-0.5156485480064377,0.01724330093953479,0.09182150634715525,0.07727313889799614,-0.6074700543535929,98.0,15223.0,0.4605490543109764,0.3779710526156821,0.1614797567457647,ok
K2-326,-0.108876968716851,0.2236697295774297,-0.016382727771581083,0.07281024323426877,-0.09249424094526992,0.15085948634316093,358.0,10096.0,0.5544849667032535,0.23097838472671106,0.21453664580808138,ok
K2-324,-0.055754867334382854,-0.015454077857021797,-0.015448126092972752,0.024669462777043183,-0.0403067412414101,-0.04012354063406498,225.0,15057.0,0.5926364986964777,0.3139749275750114,0.0933885653895438,ok
K2-336,-0.17117195808703273,-0.40010085616675717,-0.00550239030466591,0.0279197894632226,-0.16566956778236683,-0.42802064562997977,121.0,15134.0,0.4155146051819696,0.4142296599691699,0.17025565795229564,ok
K2-335,-0.2764698257426391,-0.2628666847699117,-0.017672469972001874,0.012640759311381089,-0.2587973557706372,-0.2755074440812928,67.0,15078.0,0.7668717958498439,0.21483164346582032,0.018296445594726818,ok
K2-3,-0.03964113711448076,-0.06079947053457957,-0.0011429957181443946,0.0389328677440659,-0.038498141396336366,-0.09973233827864547,1582.0,88678.0,0.6413375308503508,0.33156932969591035,0.027092746337181475,ok
K2-339,-0.12125925088098698,-0.5753972552205404,-0.03292859155798884,0.017648240109894964,-0.08833065932299813,-0.5930454953304354,77.0,14374.0,0.4434805487453618,0.3988973737738189,0.1576220731495866,ok
K2-334,0.17604422763294467,0.10990569192453847,0.04867272474806977,0.0980715400945793,0.1273715028848749,0.011834151829959172,190.0,14933.0,0.46199872706255274,0.45335346558612233,0.08464761898308006,ok
K2-308,-0.006821941198769213,0.12299054747255678,0.002181826827076428,0.027438503494326305,-0.00900376802584564,0.09555204397823047,1672.0,97129.0,0.5607439694443721,0.41387767119861124,0.025378356460623076,ok
K2-32,-0.07206746102694571,-0.16836532193533715,0.02068911013613329,0.07580086181545287,-0.092756571163079,-0.24416618375079002,1354.0,70508.0,0.8425075005562165,0.12885988753536617,0.02863236898837751,ok
K2-337,0.10460996898388522,0.1382169677918852,-0.03456532577273497,0.010153792011243112,0.1391752947566202,0.12806317578064208,666.0,13519.0,0.5866345412222108,0.24729845335312436,0.1660668886459917,ok
K2-340,-0.1433513923703828,0.11689610292427632,-0.03216720207596185,0.009982634797311096,-0.11118419029442095,0.10691346812696523,159.0,15009.0,0.47219330901493406,0.3631527226727463,0.16465396178550273,ok
K2-34,-0.055591273833795786,-1.0088353499760387,0.09503803984136991,0.1798034811860627,-0.1506293136751657,-1.1886388311621015,342.0,14172.0,0.16358150980517996,0.04906789719138101,0.7873505758049888,ok
K2-31,-0.04338691693256792,-0.10862605602824038,-0.0002587528614632633,0.03991100538842307,-0.04312816407110466,-0.14853706141666345,1909.0,66967.0,0.15589800489470476,0.11889381640850871,0.7252081084231159,ok
K2-338,0.04697957156018743,0.04869838871484733,0.02300187614623274,0.003222787711699482,0.02397769541395469,0.04547560100314785,1595.0,10443.0,0.4734791198543376,0.3793478606570424,0.14717295689294846,ok
K2-342,-0.36867115646480153,-0.06563068862962762,0.021741914583842867,-0.010448962182499688,-0.3904130710486444,-0.05518172644712793,95.0,14994.0,0.6326905198635167,0.2016342318589713,0.16567481944093385,ok
K2-341,-0.2768665223601533,-0.41687320467798994,0.047623427443231454,0.12947646253017409,-0.32448994980338475,-0.546349667208164,75.0,15051.0,0.639021551574326,0.32919337485205025,0.03178499932447347,ok
K2-355,-0.37354360028224515,0.5946623725943483,-0.020080286139335175,0.11575978705518608,-0.35346331414291,0.4789025855391622,155.0,14269.0,0.7173961343127394,0.1720970029179656,0.11050684564025676,ok
K2-347,0.00521666589606716,0.14515173136557724,-0.013231394047914935,0.015011618418017125,0.018448059943982097,0.13014011294756012,638.0,13330.0,0.6131407387359534,0.25127492338271373,0.1355843332896844,ok
K2-346,-0.061499861336650745,0.06726438098104248,0.028825167356246986,0.020402371486816673,-0.09032502869289773,0.04686200949422581,192.0,14653.0,0.5959767839562977,0.28567297167568956,0.11834989537463088,ok
K2-353,0.305646727874606,-1.0023849305912442,-0.03399308466714157,-0.06621580051860931,0.3396398125417476,-0.9361691300726349,32.0,10022.0,0.5790209259935244,0.3443220055166217,0.07665695536194225,ok
K2-345,-0.023567990201734453,0.046766296337235946,-0.049327522789857296,0.11336464599259122,0.025759532588122844,-0.06659834965535527,1641.0,10384.0,0.5944844188481637,0.24295524201818883,0.16256032955540883,ok
K2-33,0.15143415411838407,-0.1325499213373793,0.003940551385343845,0.01247874913996272,0.1474936027330402,-0.14502867047734203,525.0,73845.0,0.801840230496222,0.16124631328754546,0.03691338697316817,ok
K2-344,0.07707414496096866,-0.21331979680428237,0.0262121330863312,0.02791987534564333,0.05086201187463746,-0.2412396721499257,163.0,14751.0,0.5101106123319099,0.30718810054896306,0.18270116876029324,ok
K2-351,-0.2552093584596342,0.37242523168232866,0.003130407935108047,0.005693255809220865,-0.25833976639474227,0.3667319758731078,56.0,11244.0,0.7441349015853733,0.23479952654097888,0.0210655645995542,ok
K2-350,0.02564405116152395,-0.5078372432809082,0.015761046589969123,-0.06203628899452429,0.009883004571554829,-0.4458009542863839,80.0,11230.0,0.6224368086602967,0.23710730825396942,0.14045586050500378,ok
K2-35,-0.2948141791498499,-0.21799857875174,0.0029405407279021814,-0.02011779749915199,-0.2977547198777521,-0.197880781252588,116.0,15850.0,0.7573498441883748,0.2164582101509186,0.026191934379768127,ok
K2-349,0.12817037555711888,-0.736024839548052,-0.0034588355289262834,0.042287873961964983,0.13162921108604517,-0.778312713510017,44.0,10024.0,0.4970123539791708,0.35227066715016064,0.1507169731021637,ok
K2-356,-0.03176765732901789,0.27986417367853234,-0.05771039579285645,0.06044520741281367,0.025942738463838565,0.21941896626571866,275.0,13825.0,0.6143322928038695,0.22039162691750408,0.165276052733104,ok
K2-357,-0.09989625937058579,-0.3574910615309377,-0.014245516121512937,0.02653742517556479,-0.08565074324907285,-0.38402848670650247,349.0,13618.0,0.5949441506058826,0.32995881020278744,0.0750970209239443,ok
K2-343,0.11806449404140358,0.1559134976093719,0.03338585768487767,0.10355849588415378,0.08467863635652591,0.05235500172521812,144.0,14875.0,0.5354865410904124,0.38908521314655314,0.07542824204791947,ok
K2-367,0.1210770017145815,-0.5690006546114472,0.035334876685405206,0.01144449147094484,0.08574212502917629,-0.5804451460823921,82.0,9475.0,0.3927437114160273,0.38216224677255656,0.22509401617197178,ok
K2-366,-0.1709521489737963,-0.8795701466213579,0.053679153708541066,-0.07328538240551286,-0.22463130268233736,-0.806284764215845,58.0,12551.0,0.6415447125507566,0.22945814211607996,0.12899700164124434,ok
K2-369,-0.1438698962355831,-0.2437259810960617,-0.03383035711446318,-0.05789526024164848,-0.11003953912111993,-0.1858307208544132,119.0,9291.0,0.500024414805349,0.3432666391676882,0.15670874093104162,ok
K2-348,-0.007601496094204791,-0.18938448750602666,0.017120367666163854,0.04733801301642204,-0.024721863760368647,-0.2367225005224487,1417.0,83899.0,0.5914276679817779,0.36956085840884345,0.0390113539987799,ok
K2-372,-0.09303712042924855,-0.2423775208100989,0.00276452199814889,0.03730597663303614,-0.09580164242739744,-0.27968349744313503,175.0,14752.0,0.5852475396663833,0.2858976368733072,0.12885480399315194,ok
K2-358,0.024263702213962936,-0.12364621027735678,0.01768054075935827,0.07970352997429231,0.006583161454604667,-0.2033497402516491,73.0,14475.0,0.4040718604970165,0.44407475986951134,0.15185337117147807,ok
K2-371,0.40918537739444677,-0.15021473306997457,0.05190217097766253,0.1083548627137163,0.35728320641678424,-0.2585695957836909,438.0,15025.0,0.19687025130566832,0.49821155795287864,0.3049181898306745,ok
K2-370,-0.9274553110271784,0.45147838449731914,0.09384103906616943,0.15413386530934625,-1.0212963500933478,0.2973445191879729,134.0,15106.0,0.8787934414714023,0.10292579882011052,0.018280659191640822,ok
K2-375,0.15607274913331093,-0.3886021251952241,0.0033137511128896865,-0.01839183647435183,0.15275899802042125,-0.37021028872087225,193.0,14693.0,0.5167793249540829,0.2772784525292913,0.205942174707542,ok
K2-374,-0.17940136089215536,0.016497016389965147,0.01732399723986296,0.042448599733636794,-0.19672535813201833,-0.025951583343671647,207.0,14891.0,0.5547603851245363,0.2881651015439218,0.15707446810108913,ok
K2-352,-0.17357169441175513,0.09622996733353872,0.011881627845262546,0.07583468336445964,-0.18545332225701766,0.02039528396907908,810.0,89805.0,0.840014177843546,0.10461455405417,0.055370354426317485,ok
K2-376,0.10111226148956085,-0.17199737304252105,0.10471857127494492,0.3585408422687517,-0.003606309785384079,-0.5305382153112728,639.0,15472.0,0.5648083205613459,0.218577905927484,0.21661298156310949,ok
K2-377,-0.10474444722004476,-0.24479951830511393,-0.02564147567115142,0.04585255043154257,-0.07910297154889334,-0.2906520687366565,201.0,10854.0,0.42424511099308965,0.41973992972339136,0.1560149385772359,ok
K2-378,-0.13588485136070097,-0.08096345658645543,0.007321544723123764,0.07347634202796227,-0.14320639608382474,-0.1544397986144177,204.0,10811.0,0.4746448956413169,0.32835744367108255,0.19699766007621264,ok
K2-380,0.17986931662555689,0.07664290464073353,0.02525793389695576,0.006879525193432379,0.15461138272860112,0.06976337944730115,252.0,14028.0,0.5057579089497322,0.32706325508960765,0.16717850943252993,ok
K2-37,-0.0638984184968266,0.019265509430869354,0.017963232987118678,0.02558168667528138,-0.08186165148394528,-0.0063161772444120245,1710.0,68266.0,0.5351869934618905,0.371973453591513,0.0928394248818798,ok
K2-382,-0.0017766528623360603,-0.20506600093637228,0.013349833004030337,0.10050286622506688,-0.015126485866366397,-0.30556886716143916,1562.0,10701.0,0.2483556112036147,0.22958356467872154,0.5220608079846305,ok
K2-354,-0.025176073419689488,-0.19708101507970932,0.01931927548130534,0.036445351441906304,-0.044495348900994824,-0.23352636652161562,464.0,97855.0,0.807550954540189,0.1414895586565025,0.05095944769115386,ok
K2-36,0.1631356845291001,-0.006200533113886131,-0.005314129716014426,0.36659038029538493,0.16844981424511452,-0.37279091340927106,381.0,92800.0,0.46319024645605217,0.2519240876515769,0.2848855975145395,ok
K2-368,-0.01991352808071341,0.02528798617239314,0.028080612313542093,0.01150882702627154,-0.04799414039425551,0.0137791591461216,1909.0,88324.0,0.4991942738628099,0.34310277990769245,0.15770289826978393,ok
