host,tic_id,rad,e_rad,mass,e_mass,Teff,logg,e_logg,rho,e_rho,lum,lumclass,priority,contratio,numcont
TIC_117642575,117642575,1.08102,0.0517689,1.06,0.12945,5862.0,4.3957,0.075559,0.839072,0.176894,1.24322343,DWARF,0.00156437187,0.0003748635,28
TIC_139270665,139270665,1.37929,0.0648367,1.134,0.157167,6071.0,4.21337,0.0816235,0.43216,0.0953738,2.32835,DWARF,0.00134967361,0.00299792457,41
TIC_139702105,139702105,1.25423,0.0705603,0.9,0.113352,5264.8,4.19555,0.0851924,0.456149,0.109548,1.088879,DWARF,0.00287949783,0.00385884359,52
TIC_142589416,142589416,0.713832,0.0653367,0.641,0.078072,4098.0,4.53773,0.111364,1.76226,0.623447,0.129471451,DWARF,0.000862080255,0.00129283709,40
TIC_147027702,147027702,2.09721,0.086352,1.52,0.257962,6946.0,3.97663,0.0881891,0.164786,0.0379262,9.223929,DWARF,0.000551997,0.0788381249,269
TIC_150070085,150070085,1.05441,0.057211,1.134,0.149403,6070.56,4.44666,0.084384,0.967354,0.228722,1.36027932,DWARF,0.00137981924,0.00242288783,67
TIC_153919886,153919886,0.591697,0.0174347,0.581261,0.0201975,3828.0,4.65824,0.0105041,2.80591,0.150744,0.06773002,DWARF,0.00120761315,0.00133844872,29
TIC_154870955,154870955,0.724328,0.0499296,0.828,0.101291,4999.0,4.63623,0.0919107,2.17884,0.595793,0.295187175,DWARF,0.00116061489,0.00597737264,61
TIC_160113658,160113658,0.789834,0.0531206,0.76,0.0884513,4751.0,4.52381,0.0894319,1.54243,0.411812,0.286355823,DWARF,0.00109714456,0.0006588953,36
TIC_161045582,161045582,1.07976,0.0480227,1.04,0.128734,5806.06,4.38845,0.0733975,0.826139,0.162713,1.1936425,DWARF,0.002541921,0.0019647365,33
TIC_172900988_Aa,172900988,2.02879,0.0938317,1.09,0.137055,5963.0,3.86102,0.0760513,0.130532,0.0277557,4.68842745,DWARF,0.0008315176,0.000452859647,34
TIC_178172313,178172313,0.84345,0.0479724,0.91,0.111077,5300.0,4.54499,0.0827683,1.51658,0.358402,0.5057273,DWARF,0.001418127,0.000169113177,23
TIC_188624430,188624430,0.786574,0.0423719,0.929,0.115423,5366.0,4.6146,0.0821707,1.90896,0.438233,0.462143719,DWARF,0.00175539276,0.0326948352,56
TIC_18942729,18942729,0.825257,0.0636332,0.652,0.0780044,4169.07,4.41914,0.0933089,1.16006,0.326449,0.185365766,DWARF,0.0,0.02603422,118
TIC_198190129,198190129,0.640675,0.0608567,0.638,0.0809807,4075.0,4.62961,0.113614,2.42609,0.826877,0.101971887,DWARF,0.00326852873,0.0251078922,57
TIC_206466666,206466666,0.667193,0.0494849,0.76,0.092017,4727.0,4.67038,0.0946395,2.55894,0.722671,0.2002348,DWARF,0.0024614993,0.03203865,47
TIC_231949697,231949697,0.492584,0.0145664,0.490679,0.0202373,3701.0,4.7439,0.00777091,4.10541,0.19506,0.0410139561,DWARF,0.00428378955,0.01348508,108
TIC_237913194,237913194,1.12898,0.055691,1.02,0.124474,5713.0,4.34129,0.0786001,0.708827,0.157259,1.22327673,DWARF,0.0009800909,0.005731813,34
TIC_241249530,241249530,1.29816,0.054103,1.16,0.160925,6138.86,4.27587,0.0796819,0.530241,0.111937,2.15626478,DWARF,0.0006718694,0.035089694,149
TIC_245076932,245076932,1.30188,0.0600804,1.16,0.152218,6123.0,4.27338,0.0806085,0.52571,0.113805,2.14631367,DWARF,0.000759135641,0.238559142,771
TIC_24750448,24750448,0.713599,0.0593668,0.69,0.0843422,4381.0,4.57001,0.101709,1.89883,0.565885,0.169003531,DWARF,0.00120920746,0.00955905,62
TIC_249022743,249022743,1.2084,0.062412,1.0,0.123655,5639.0,4.27365,0.0758643,0.566723,0.119607,1.3302176,DWARF,0.0003902699,0.0552012064,95
TIC_257060897,257060897,1.88626,0.0869244,1.11,0.147552,6019.0,3.93219,0.0787702,0.165393,0.036039,4.20723057,DWARF,0.000853610341,0.0005874649,43
TIC_260969020,260969020,0.68988,0.0494046,0.75,0.08536,4685.0,4.63558,0.0874003,2.28423,0.589995,0.206576124,DWARF,0.00414001057,0.06705241,121
TIC_270471727,270471727,0.997091,0.0582588,0.9,0.109363,5241.3,4.39484,0.0800638,0.907901,0.20625,0.675958633,DWARF,0.00372267887,0.0425677262,119
TIC_279401253,279401253,1.12699,0.0550855,1.06,0.136166,5859.0,4.35954,0.0799113,0.740544,0.163699,1.3484205,DWARF,0.0007912636,0.00106585934,39
TIC_290487717,290487717,0.943767,0.0476382,0.92,0.112474,5344.03,4.45213,0.0765789,1.09444,0.232526,0.6544856,DWARF,0.000375604053,0.004825378,32
TIC_294329732,294329732,0.920172,0.0533367,0.89,0.109061,5214.97,4.45972,0.0816441,1.14231,0.272198,0.564209342,DWARF,0.00383604039,0.0113970153,163
TIC_32032563,32032563,1.00188,0.05,1.05,0.129098,5817.0,4.45763,0.0744935,1.0441,0.212331,1.03543186,DWARF,0.00117198518,0.000340741739,70
TIC_320419023,320419023,0.952319,0.0450502,1.056,0.129726,5848.0,4.50417,0.0749895,1.22269,0.251931,0.9556292,DWARF,0.000609486131,0.01066104,134
TIC_34085383,34085383,0.809951,0.0606231,0.733,0.0848086,4623.0,4.48625,0.0948948,1.37952,0.386544,0.269965261,DWARF,0.000975069939,0.0006668159,47
TIC_349520724,349520724,0.818771,0.0462211,0.89,0.110687,5208.0,4.56113,0.0826098,1.62144,0.385019,0.444328219,DWARF,0.002789935,0.0248066746,147
TIC_356227008,356227008,0.959792,0.0470352,1.02,0.133638,5700.0,4.48231,0.080199,1.15364,0.253531,0.876089334,DWARF,0.00106273976,0.00150288478,88
TIC_365102760,365102760,3.15478,,,,4954.0,,,,,,GIANT,,,
TIC_38825265,38825265,0.664503,0.0614623,0.64,0.0757476,4119.0,4.59925,0.104704,2.18117,0.706805,0.1145133,DWARF,0.00262249936,0.00679541426,120
TIC_38828280,38828280,0.741147,0.0458694,0.84,0.099369,5037.0,4.62254,0.0852474,2.06332,0.517765,0.318559647,DWARF,0.00227294047,0.00673296861,71
TIC_390586021,390586021,0.726565,0.067397,0.648,0.0807664,4139.0,4.52709,0.107648,1.68947,0.557642,0.139580652,DWARF,0.000919326558,0.012106535,136
TIC_393818343,393818343,1.09993,0.0560351,1.0,0.123635,5657.0,4.35534,0.0765444,0.751455,0.164202,1.11627436,DWARF,0.00292371982,0.279887319,241
TIC_423703298,423703298,0.729825,0.063912,0.691,0.0799179,4415.0,4.55111,0.102514,1.77755,0.561089,0.182328776,DWARF,0.0009375342,0.00195642142,32
TIC_434398831,434398831,0.915558,0.0504723,0.978,0.125618,5554.0,4.50503,0.0807115,1.27433,0.292461,0.718604445,DWARF,7.843004e-05,0.2593605,308
TIC_437041147,437041147,0.961092,0.0514221,0.931,0.1138,5374.18,4.44149,0.0752791,1.04871,0.223069,0.6941822,DWARF,0.0006088817,0.004870011,70
TIC_445839811,445839811,0.850041,0.0395226,0.95,0.117459,5444.63,4.55691,0.0767767,1.54669,0.321727,0.572069,DWARF,0.0010861773,0.00386272185,26
TIC_46432937,46432937,0.538736,0.0159597,0.535011,0.0202584,3673.0,4.70368,0.00928631,3.42164,0.174737,0.04759161,DWARF,0.00122221839,0.0940113962,114
TIC_4672985,4672985,1.17454,0.0553769,1.02,0.127038,5735.0,4.30693,0.0752105,0.629505,0.131073,1.34450471,DWARF,0.000818546047,0.007014726,24
TIC_52059926,52059926,0.736866,0.0591658,0.7,0.082944,4490.0,4.54839,0.0972402,1.74958,0.501725,0.198818445,DWARF,0.0009973246,0.0222018119,90
TIC_62895484,62895484,0.874291,0.0533442,0.98,0.12837,5574.98,4.54598,0.0888788,1.46642,0.372436,0.665243149,DWARF,0.0,0.0240772869,109
TIC_65612701,65612701,1.73709,0.0788819,1.06,0.130023,5861.0,3.98373,0.0732702,0.202228,0.0417293,3.20793152,DWARF,0.000206989789,0.0445758924,1339
TIC_67686059,67686059,0.820458,0.0503719,0.86,0.100932,5102.0,4.54445,0.0833004,1.55714,0.373887,0.4109318,DWARF,0.000727336854,0.00273157121,28
TIC_77319217,77319217,1.18439,0.0507362,1.16,0.156799,6126.0,4.35553,0.0790379,0.698186,0.147705,1.77989233,DWARF,0.00143083138,0.0009831309,48
TIC_77552382,77552382,0.886956,,0.83,,5002.0,4.46134,,1.18952,,0.4436839,DWARF,,,
TIC_86380416,86380416,0.989724,0.0453768,1.07,0.144594,5889.0,4.47642,0.0810798,1.10368,0.243857,1.06142378,DWARF,0.00119809364,0.00129925634,38
TIC_87422071,87422071,1.50674,0.0788291,1.16,0.159846,6128.0,4.14645,0.0834943,0.339114,0.0796473,2.88432646,DWARF,0.000437305745,0.627275169,1781
TIC_88692598,88692598,0.532473,0.0156373,0.529218,0.0201665,3615.0,4.70911,0.00895812,3.50543,0.175453,0.04362376,DWARF,0.00144592091,0.000197025278,26
TIC_88785435,88785435,0.933972,0.102854,0.625,0.0812728,4001.0,4.29328,0.12679,0.767147,0.296188,0.201389343,DWARF,0.000600657135,0.290260345,214
TIC_9344899,9344899,1.0956,0.051588,1.047,0.127378,5818.0,4.37871,0.0743675,0.796137,0.162076,1.239069,DWARF,0.000341611216,0.254569441,63
TIC_103865797,103865797,0.35876,0.0108723,0.344323,0.0203532,3157.0,4.86543,0.000629394,7.45683,0.236808,0.0115186367,DWARF,0.000585383968,0.0399557278,64
TIC_124709665,124709665,5.73255,,,,8924.0,,,,,,GIANT,,,
TIC_129319156,129319156,2.48451,0.132498,3.07,0.398284,11600.0,4.13473,0.0718056,0.200179,0.0376859,100.694809,DWARF,4.069501e-05,0.4023586,3717
TIC_139853601,139853601,,,,,12225.0,,,,,,,,,
TIC_140706664,140706664,,,,,,,,,,,,,,
TIC_141482386,141482386,7.61148,,,,4709.0,,,,,,GIANT,,,
TIC_143257766,143257766,1.64013,0.0721885,1.65,0.27248,7301.0,4.22579,0.0841366,0.373979,0.0823861,6.88623238,DWARF,0.0006784461,0.559055,242
TIC_143994283,143994283,1.13944,0.0507437,1.35,0.223358,6544.0,4.45502,0.0909775,0.912545,0.214519,2.1451323,DWARF,0.000180214192,0.114034325,825
TIC_149601557,149601557,2.01294,,,,6113.07,,,,,,DWARF,0.00288601452,0.0254267044,102
TIC_155044736,155044736,6.79961,,,,4897.0,,,,,,GIANT,,,
TIC_155491828,155491828,1.59879,0.0716984,1.3,0.197631,6433.0,4.14443,0.0878727,0.318105,0.0745498,3.943945,DWARF,5.61281231e-05,0.168686315,648
TIC_156115721,156115721,1.53429,1.4887,,,6616.0,,,,,,DWARF,0.000162331417,0.951607943,772
TIC_164150539,164150539,1.54647,0.0748618,1.034,0.132868,5772.0,4.07391,0.0794,0.279575,0.0605225,2.391559,DWARF,0.0009670046,0.0689873248,173
TIC_169904935,169904935,,,,,,,,,,,,,,
TIC_17129975,17129975,1.39196,0.0613819,1.38,0.238599,6616.0,4.2907,0.0922661,0.511685,0.122333,3.3444736,DWARF,3.7371603e-05,0.2467414,582
TIC_17150865,17150865,1.47366,0.0908872,1.16,0.160438,6121.0,4.16573,0.0953664,0.362464,0.100188,2.7464993,DWARF,0.0,0.180398241,90
TIC_172110606,172110606,1.77046,0.0853192,1.045,0.133942,5810.0,3.96101,0.0769598,0.188302,0.0399003,3.21790338,DWARF,0.00144679146,0.0257184636,244
TIC_172464366,172464366,1.39022,0.0644824,1.117,0.145182,6027.0,4.19995,0.0790075,0.415723,0.0891697,2.29755163,DWARF,0.0007695514,0.180396408,256
TIC_172630205,172630205,3.19015,,,,5220.0,,,,,,GIANT,,,
TIC_172754786,172754786,1.44462,0.0484473,1.85,0.286988,7795.0,4.38573,0.076145,0.613641,0.116361,6.94167328,DWARF,1.374741e-05,8.000413,2483
TIC_172871230,172871230,1.07768,0.0527111,1.15,0.161664,6109.0,4.43379,0.0825351,0.918822,0.201546,1.45731282,DWARF,5.05435346e-05,1.8768971,1410
TIC_173860688,173860688,4.51557,,,,4969.9,,,,,,GIANT,,,
TIC_174143743,174143743,1.21378,0.0498392,1.39,0.227374,6629.0,4.4128,0.0849774,0.777303,0.176853,2.56312418,DWARF,0.000204283162,0.0332003571,655
TIC_17416749,17416749,2.12819,0.0925827,1.283,0.189783,6398.0,3.89027,0.0861545,0.133105,0.0300524,6.83743763,DWARF,0.00183772494,0.00672755763,62
TIC_175079720,175079720,0.888971,0.0445427,1.04,0.129381,5786.0,4.55733,0.0737207,1.48037,0.303369,0.7979647,DWARF,7.065319e-05,0.382440418,738
TIC_175180796,175180796,0.615197,0.0603618,0.65,0.0790193,4150.5,4.67295,0.112232,2.79171,0.951551,0.101187184,DWARF,0.000281449524,0.114198342,725
TIC_175310067,175310067,1.53641,0.0479799,1.77,0.302711,7601.0,4.31302,0.0839865,0.488032,0.104617,7.098953,DWARF,9.99974145e-05,0.110428184,707
TIC_175476629,175476629,0.838407,0.0485427,0.93,0.11685,5374.0,4.55964,0.08701,1.57804,0.390281,0.5281965,DWARF,0.0004711305,0.0148811247,50
TIC_176772671,176772671,0.594491,0.0222335,0.583571,0.0231377,3947.0,4.65587,0.0152716,2.77752,0.202037,0.07727763,DWARF,0.00033658545,0.100458592,95
TIC_176778112,176778112,0.982925,0.0502688,1.0,0.121046,5629.0,4.45303,0.0750179,1.05303,0.222827,0.8738972,DWARF,0.00345138856,0.005537017,33
TIC_176831592,176831592,1.65212,0.0738693,1.33,0.204241,6497.8,4.12583,0.0867529,0.294934,0.0682554,4.38374043,DWARF,0.0018324831,0.328236133,37
TIC_176984236,176984236,1.29372,,,,6138.0,,,,,,DWARF,0.003910021,0.08525832,177
TIC_177126182,177126182,3.08473,0.13135,2.11,0.314251,8502.0,3.78392,0.0798341,0.0718839,0.0149559,44.79328,DWARF,3.349832e-05,0.06285653,678
TIC_177612321,177612321,2.28869,,1.28,,6397.0,3.82611,,0.106771,,7.9026413,DWARF,,,
TIC_177722855,177722855,1.37031,0.0707161,1.026,0.146742,5743.0,4.17558,0.0872106,0.398741,0.0987967,1.84029579,DWARF,9.77169e-05,0.0450341925,467
TIC_178959058,178959058,1.68004,0.0720453,1.46,0.249873,6793.0,4.15178,0.0905048,0.307889,0.0720643,5.414778,DWARF,0.00109105511,0.0518120043,304
TIC_179033846,179033846,1.37045,0.061902,1.35,0.219139,6532.0,4.29468,0.0880841,0.524499,0.122489,3.08038926,DWARF,0.0004936438,0.04370398,54
TIC_179155220,179155220,0.801705,0.0458467,0.895,0.109987,5242.0,4.58186,0.0837132,1.73692,0.422911,0.437232345,DWARF,0.000191449217,0.09852874,599
TIC_179159972,179159972,1.11378,0.0534774,1.151,0.161443,6110.0,4.40554,0.0832053,0.833057,0.18799,1.55761492,DWARF,0.000114990493,0.461418152,647
TIC_18017227,18017227,1.77572,0.121975,1.23,0.18306,6294.0,4.02923,0.10035,0.219677,0.062852,4.4580946,DWARF,0.000247479853,0.008795664,18
TIC_180987952,180987952,1.84175,0.0580402,2.74,0.358083,10585.0,4.34536,0.066613,0.438587,0.0753943,38.3637581,DWARF,0.000152423265,0.0121362833,244
TIC_182470056,182470056,1.69995,0.0769648,1.22,0.175527,6259.0,4.06355,0.0847865,0.248341,0.0561199,3.99566746,DWARF,1.87269288e-05,0.356709033,650
TIC_182943944,182943944,1.65429,0.0634748,1.6,0.280433,7174.0,4.20497,0.087037,0.353417,0.078316,6.53073025,DWARF,9.014465e-05,0.121451721,888
TIC_183979262,183979262,2.72192,0.124462,1.34,0.220925,6514.0,3.69542,0.087556,0.0664476,0.0151532,12.0181036,DWARF,0.00169628439,0.09459021,401
TIC_184679932,184679932,1.30937,0.0584171,1.189,0.166853,6198.0,4.27912,0.0816488,0.529654,0.116749,2.279436,DWARF,0.00216233986,0.0012725672,111
TIC_184869170,184869170,3.08343,0.222083,1.1,0.141003,5994.0,3.50139,0.089954,0.0375224,0.01012,11.0568132,DWARF,0.0,0.4406324,139
TIC_184952758,184952758,0.970418,0.0485628,1.0,0.126454,5653.0,4.46415,0.0779123,1.09427,0.23681,0.8664202,DWARF,0.000482123665,0.07230121,978
TIC_185226925,185226925,2.93272,0.165128,1.1,0.145949,5990.0,3.54492,0.0861581,0.0436093,0.0104459,9.975724,DWARF,1.54910849e-05,0.380319953,886
TIC_185405474,185405474,2.29289,0.09102,1.5,0.260237,6897.0,3.89339,0.0870677,0.124434,0.0284915,10.7177382,DWARF,9.96362942e-05,0.06281931,769
TIC_186000935,186000935,1.18131,0.0513392,1.104,0.145704,5992.0,4.33631,0.0752041,0.669688,0.137086,1.620738,DWARF,0.000269577256,0.184956864,873
TIC_186599508,186599508,1.38826,0.0715829,1.02,0.129636,5719.0,4.16172,0.0790839,0.381228,0.0844147,1.85745549,DWARF,0.00140914565,0.0589225367,141
TIC_187029841,187029841,1.85431,0.119351,1.227,0.197847,6280.37,3.99055,0.101429,0.19244,0.0548445,4.81950426,DWARF,0.00100229622,0.0124615189,110
TIC_187532854,187532854,1.46948,0.097349,1.068,0.136539,5887.61,4.13231,0.0885262,0.336576,0.0880267,2.33763051,DWARF,2.34402723e-05,0.0642242357,430
TIC_188593930,188593930,0.864412,0.0408542,1.11,0.137905,6011.0,4.60995,0.0766715,1.71854,0.361757,0.8788681,DWARF,0.0004601366,0.03033283,44
TIC_188989177,188989177,3.66787,0.134533,2.02,0.299772,8242.0,3.61459,0.0741277,0.0409365,0.00788066,55.9309845,DWARF,0.000522825751,0.0699834451,63
TIC_189013222,189013222,0.838759,0.048505,0.898,0.108998,5251.0,4.54407,0.0841435,1.52182,0.366559,0.481878221,DWARF,0.00186234573,1.81445587,75
TIC_189620016,189620016,2.60582,0.155106,1.16,0.156731,6127.07,3.67064,0.0882801,0.0655581,0.0164673,8.621719,DWARF,0.000123499471,0.017383609,134
TIC_190081497,190081497,1.33847,0.0596985,1.18,0.162622,6187.0,4.25673,0.0812645,0.4921,0.107665,2.36501765,DWARF,0.000124737824,0.6098033,685
TIC_190271688,190271688,1.18915,0.0621106,0.97,0.125112,5527.0,4.27437,0.0789487,0.576851,0.127452,1.18884349,DWARF,0.000148421765,0.322675735,3088
TIC_190430205,190430205,4.94145,0.18799,2.34,0.307761,9222.0,3.41957,0.0669883,0.0193933,0.00333814,159.112686,DWARF,2.74871036e-05,0.197390512,1108
TIC_190442486,190442486,1.50884,0.0527538,1.71,0.276418,7465.0,4.31378,0.0814748,0.497815,0.105827,6.369416,DWARF,0.000105834108,0.164223284,652
TIC_190743990,190743990,1.4505,0.0640654,1.117,0.146874,6026.0,4.16309,0.0757412,0.36602,0.0750452,2.49944615,DWARF,0.000133745591,0.1891728,1151
TIC_191146556,191146556,1.48981,0.0672864,1.22,0.178379,6271.0,4.17817,0.0820146,0.368951,0.081001,3.09244871,DWARF,0.0009638357,0.14968504,194
TIC_19155785,19155785,0.996974,0.0496106,1.013,0.134258,5691.0,4.44631,0.0818937,1.02225,0.234337,0.939326644,DWARF,0.0,0.114774279,271
TIC_192372961,192372961,4.76839,0.2081,1.43,0.241989,6716.47,3.23666,0.0889101,0.0131892,0.00300238,41.68725,DWARF,0.0003305598,0.007153398,177
TIC_192520375,192520375,1.78626,0.0767035,2.39,0.318624,9421.0,4.31258,0.0713179,0.419338,0.0802578,22.6449776,DWARF,2.234243e-05,0.22390075,781
TIC_193628179,193628179,1.40588,0.0753769,1.09,0.140991,5957.35,4.1796,0.0811692,0.392264,0.0900225,2.24287748,DWARF,0.0006204656,0.0110374456,103
TIC_193708920,193708920,0.814372,0.0382713,1.177,0.171211,6170.0,4.6872,0.0887184,2.17925,0.506644,0.865927,DWARF,0.000113922877,0.464071572,900
TIC_194179013,194179013,,,,,3116.0,,,,,,,,,
TIC_1950736,1950736,0.685615,0.0660578,0.64,0.0784044,4104.0,4.57209,0.112667,1.98582,0.678451,0.120139234,DWARF,0.0003042218,0.028448863,384
TIC_195093356,195093356,0.935,0.0465703,1.017,0.128845,5707.0,4.50377,0.0779175,1.24419,0.271872,0.8355057,DWARF,7.77963e-05,0.894738257,1378
TIC_195199644,195199644,5.60886,,,,9067.0,,,,,,GIANT,,,
TIC_196286587,196286587,1.96896,0.0864272,1.3,0.202781,6433.0,3.96354,0.0853521,0.170307,0.0385015,5.981672,DWARF,7.33593261e-05,0.29828012,584
TIC_197650870,197650870,4.01932,0.243694,2.06,0.307398,8332.0,3.54363,0.0864766,0.0317256,0.00777281,70.14502,DWARF,2.66322077e-05,0.433511972,1147
TIC_197959526,197959526,1.69458,0.083216,1.26,0.191068,6347.0,4.08031,0.0884949,0.25893,0.0595686,4.19850349,DWARF,0.000238121778,3.31345177,42
TIC_198616607,198616607,1.62796,,,,5979.94,,,,,,DWARF,0.0003797872,0.3390523,126
TIC_199162630,199162630,1.77966,0.0618493,1.84,0.282351,7776.0,4.20221,0.0769918,0.326444,0.0652455,10.4326038,DWARF,3.08448653e-05,0.5222179,644
TIC_199688472,199688472,1.46056,0.079598,1.038,0.130808,5786.0,4.12523,0.0798906,0.333149,0.0756084,2.154011,DWARF,0.005163803,0.049589932,54
TIC_200593988,200593988,0.466652,0.0139859,0.464152,0.0203707,3601.0,4.76674,0.00696748,4.56752,0.210366,0.0329893269,DWARF,0.00121252716,0.120805174,241
TIC_201154493,201154493,4.34703,0.236743,2.4,0.330983,9447.0,3.54189,0.0773605,0.0292169,0.00634873,135.598572,DWARF,0.00025948367,0.011883541,231
TIC_201233610,201233610,1.73225,0.0889449,1.02,0.12361,5736.0,3.96944,0.0771873,0.19623,0.0435615,2.926543,DWARF,0.000167875958,3.957881e-06,37
TIC_20178111,20178111,0.935866,0.0454472,1.06,0.134696,5870.0,4.52095,0.0771447,1.2932,0.277039,0.936859846,DWARF,0.00305972015,0.0628701448,85
TIC_20182165,20182165,1.20505,0.0500201,1.25,0.194689,6327.16,4.37297,0.0817756,0.714321,0.15565,2.09672356,DWARF,0.00661503524,0.000252151629,36
TIC_202428245,202428245,3.36984,,,,5019.0,,,,,,GIANT,,,
TIC_202468443,202468443,0.307286,0.0093667,0.284947,0.020289,3162.0,4.91775,0.00449081,9.82055,0.19768,0.008504087,DWARF,0.00100306445,0.00164155278,30
TIC_206466531,206466531,1.3342,0.0548342,1.27,0.189232,6364.3,4.29143,0.0818361,0.534734,0.11451,2.631123,DWARF,0.00240807259,0.007281418,42
TIC_206498307,206498307,1.69269,0.0957437,0.88,0.104476,5184.9,3.9254,0.0820625,0.181449,0.0422045,1.86555719,DWARF,0.000301685737,0.00189766858,39
TIC_207084429,207084429,1.77002,0.0755603,1.13,0.144918,6049.08,3.99519,0.0739954,0.203771,0.0404119,3.77928233,DWARF,0.00364448177,0.005640795,43
TIC_207501148,207501148,1.23623,0.0569347,1.065,0.135172,5879.0,4.28122,0.0741616,0.563703,0.114852,1.64478064,DWARF,0.00441597868,0.001351223,57
TIC_20988926,20988926,2.65759,0.137809,1.53,0.252829,6987.0,3.77378,0.0875956,0.0815132,0.0197331,15.1646891,DWARF,0.000164530487,0.171315953,533
TIC_210337597,210337597,0.725741,0.0542789,0.739,0.0862214,4649.0,4.58515,0.0930993,1.9333,0.544117,0.221664757,DWARF,0.001070795,0.1462132,500
TIC_21755546,21755546,2.62432,,3.131,,11787.0,4.09572,,0.173235,,119.767815,DWARF,,,
TIC_219151731,219151731,1.50814,0.0660578,1.27,0.190769,6365.0,4.18499,0.0839208,0.370237,0.0825776,3.36334062,DWARF,0.00211413228,0.0137122218,78
TIC_219164808,219164808,2.56205,0.103301,1.62,0.275107,7214.0,3.83041,0.0861626,0.0963282,0.0216275,16.0167236,DWARF,0.001668826,0.006585843,84
TIC_219205407,219205407,1.05005,0.0663316,0.83,0.0986101,5004.0,4.31472,0.0871068,0.716879,0.178361,0.6228525,DWARF,0.00278939144,0.004572371,94
TIC_219208037,219208037,1.09813,0.0921256,0.69,0.0829382,4388.0,4.19561,0.0974281,0.52106,0.15202,0.4027807,DWARF,0.001984516,0.0113514978,79
TIC_219239945,219239945,0.992741,0.0464221,1.03,0.130284,5767.0,4.45723,0.076608,1.05276,0.217574,0.9821247,DWARF,0.002246319,0.00288573024,44
TIC_219366908,219366908,0.786639,0.0425427,0.97,0.123833,5508.0,4.63329,0.0816796,1.99271,0.452408,0.5131232,DWARF,0.00111414609,0.023659559,59
TIC_219379012,219379012,1.14278,0.0646733,1.0,0.123438,5651.08,4.32214,0.0818203,0.670049,0.153712,1.19991219,DWARF,0.00275778468,0.0184532367,59
TIC_219388773,219388773,0.817898,0.0568568,0.76,0.0878652,4752.8,4.49348,0.0916486,1.38905,0.369197,0.307532519,DWARF,0.00374824973,0.00593277765,61
TIC_219466803,219466803,1.0908,0.0627135,0.9,0.114601,5251.0,4.31682,0.086058,0.693445,0.166787,0.8149851,DWARF,0.0005343452,0.0117977941,36
TIC_219467837,219467837,1.44918,0.0663242,1.1,0.14163,5989.0,4.15722,0.0781623,0.361434,0.077622,2.43419051,DWARF,0.000428334315,0.0163998716,54
TIC_219766989,219766989,1.52586,0.0740804,1.14,0.150011,6095.0,4.12794,0.0783717,0.320892,0.0704551,2.894811,DWARF,0.000250606448,0.0195547957,82
TIC_219821826,219821826,1.11368,0.0540302,1.1,0.138001,5980.0,4.38594,0.0797047,0.796371,0.172732,1.42895246,DWARF,0.001666487,0.0602112077,67
TIC_219824469,219824469,1.62432,0.0793568,1.08,0.132907,5923.0,4.05015,0.0792851,0.252007,0.0566058,2.92551756,DWARF,0.0008195057,0.987430334,23
TIC_220016044,220016044,2.5465,0.137786,1.24,0.183218,6300.3,3.7196,0.0912938,0.0750914,0.018881,9.205078,DWARF,0.0005436106,0.09864832,36
TIC_22020459,22020459,1.6729,0.0907036,1.36,0.22029,6561.0,4.12467,0.0930327,0.29049,0.0714675,4.672115,DWARF,0.00019746818,0.1892352,135
TIC_220396259,220396259,1.67282,0.0850628,1.07,0.134417,5895.2,4.02056,0.0790932,0.228581,0.0498031,3.04498434,DWARF,0.002772313,0.00310562178,61
TIC_220435095,220435095,2.61261,0.158683,1.0,0.124679,5620.9,3.60392,0.0834763,0.0560756,0.0133306,6.13859463,DWARF,0.000577066559,0.0163479913,54
TIC_220518305,220518305,1.27627,0.0643718,1.21,0.177327,6241.6,4.30897,0.088144,0.582041,0.1395,2.22723579,DWARF,0.00222704047,0.041001007,58
TIC_224313733,224313733,1.00497,0.0480301,1.02,0.12655,5709.18,4.44236,0.0770488,1.00495,0.211101,0.966705143,DWARF,0.00219385675,0.00032277935,34
TIC_224418572,224418572,1.94354,0.109668,0.913,0.109566,5308.0,3.82135,0.078273,0.124362,0.0276762,2.70151567,DWARF,2.30744281e-05,0.448518038,1749
TIC_22843856,22843856,1.23599,,,,6019.0,,,,,,DWARF,0.00152082415,0.00295333727,53
TIC_229091748,229091748,1.04039,0.0512915,1.03,0.1291,5753.0,4.41651,0.0810115,0.914637,0.202479,1.06822932,DWARF,0.0004359538,0.00885751,36
TIC_229141709,229141709,1.24056,0.0567035,1.22,0.18146,6270.0,4.33719,0.0856981,0.639002,0.145408,2.14290619,DWARF,0.0006442148,0.00175801828,39
TIC_229285649,229285649,1.41077,0.064304,1.23,0.184102,6287.0,4.22906,0.0865446,0.438061,0.103238,2.801445,DWARF,6.407113e-05,0.136101454,415
TIC_229384040,229384040,1.62182,0.0749623,1.158,0.15674,6128.0,4.08177,0.0807487,0.271456,0.0598008,3.34176636,DWARF,0.000157269562,0.0167019758,508
TIC_229536616,229536616,1.3721,,,,6292.0,,,,,,DWARF,0.00107187545,0.000283439,35
TIC_229770036,229770036,0.885515,0.072814,0.706,0.0838938,4496.0,4.39248,0.101819,1.01676,0.300434,0.2886637,DWARF,0.006634643,0.017230751,88
TIC_230017325,230017325,3.50629,0.172915,1.11,0.154299,6012.0,3.39369,0.0834766,0.0257501,0.0057239,14.4699478,DWARF,0.0008657336,0.766376555,155
