host,tic_id,rad,e_rad,mass,e_mass,Teff,logg,e_logg,rho,e_rho,lum,lumclass,priority,contratio,numcont
Kepler-1055,159440697,0.8701,0.0403618,1.01,0.126664,5681.94,4.56325,0.0739957,1.53325,0.307002,0.710918546,DWARF,0.000835768937,0.09227507,389
Kepler-1056,268935452,1.17307,,1.13,,6071.7,4.3525,,0.700012,,1.68494,DWARF,,,
Kepler-1058,271164394,,,,,4517.79,,,,,,DWARF,,,
Kepler-1059,121943952,0.776418,,0.79,,4855.0,4.5555,,1.68788,,0.3017467,DWARF,,,
Kepler-106,184997417,1.0568,0.0530276,1.068,0.132272,5888.0,4.41865,0.0758132,0.90488,0.194632,1.2093519,DWARF,6.23423839e-05,0.15984,802
Kepler-1060,120691237,1.11854,,1.01,,5688.0,4.34508,,0.721712,,1.17988014,DWARF,,,
Kepler-1061,27776660,0.981999,0.0469045,1.158,0.161941,6126.0,4.51755,0.0845354,1.22286,0.28712,1.22355866,DWARF,0.0006222845,0.292566121,411
Kepler-1062,120043084,0.780338,,0.69,,4412.0,4.49235,,1.45211,,0.207875222,DWARF,,,
Kepler-1064,137315852,,,,,5079.48,,,,,,DWARF,,,
Kepler-1065,378012771,0.974806,,0.96,,5469.0,4.4425,,1.03637,,0.765883744,DWARF,,,
Kepler-1066,268379849,0.865904,0.0493769,0.98,0.126094,5560.36,4.55435,0.0799392,1.50944,0.342651,0.645723045,DWARF,7.92635255e-05,0.5766874,730
Kepler-1067,351910733,0.942935,,0.95,,5461.0,4.46683,,1.13313,,0.7124377,DWARF,,,
Kepler-1069,417659970,1.65229,0.0932536,0.98,0.120805,5562.56,3.99312,0.0836226,0.217255,0.0519936,2.354859,DWARF,0.000332907424,0.182606384,319
Kepler-107,27988327,1.50416,0.0728392,1.04,0.130852,5805.0,4.10051,0.0765441,0.3056,0.0646401,2.314678,DWARF,0.0004862525,0.419069439,565
Kepler-1070,26814296,1.22077,,1.17,,6154.96,4.33299,,0.643116,,1.92690325,DWARF,,,
Kepler-1072,63072565,1.5108,,1.04,,5794.96,4.09669,,0.301587,,2.31905174,DWARF,,,
Kepler-1073,138568416,0.987612,,1.03,,5774.0,4.46173,,1.06925,,0.9767297,DWARF,,,
Kepler-1074,164724987,0.597575,0.0178758,0.586106,0.0203545,3917.0,4.65326,0.0109022,2.74662,0.151324,0.07573451,DWARF,0.0005101492,0.12155506,238
Kepler-1075,158489841,0.594446,0.0186348,0.583534,0.020867,3945.0,4.65591,0.0117007,2.77798,0.162184,0.07710944,DWARF,0.00037838117,0.33891204,268
Kepler-1076,399955825,0.730658,0.0491969,,,4871.59,,,,,,GIANT,0.00146802422,0.113389373,218
Kepler-1077,159574927,1.03321,,1.02,,5699.38,4.41829,,0.924775,,1.01480162,DWARF,,,
Kepler-1079,1881723331,,,,,,,,,,,,,,
Kepler-108,271164755,,,,,5584.26,,,,,,,,,
Kepler-1080,27847814,2.07388,,1.37,,6578.02,3.94122,,0.153593,,7.25507355,DWARF,,,
Kepler-1081,122066167,0.872681,,0.88,,5180.78,4.50084,,1.32409,,0.49429515,DWARF,,,
Kepler-1082,299218775,1.38567,0.0796055,1.06,0.1392,5875.51,4.18005,0.0870863,0.398405,0.0967799,2.061567,DWARF,0.000389805471,0.06289969,284
Kepler-1083,164458639,0.792249,,0.81,,4939.0,4.54883,,1.62892,,0.336491823,DWARF,,,
Kepler-1084,267749737,1.36943,0.0709146,1.02,0.125021,5704.31,4.17359,0.0789898,0.397172,0.0890417,1.78890824,DWARF,0.000723036937,0.0468955524,308
Kepler-1085,158487108,1.0783,,1.05,,5816.0,4.39378,,0.837469,,1.19859576,DWARF,,,
Kepler-1086,271545939,0.615523,,0.7,,4484.48,4.70468,,3.00169,,0.138048425,DWARF,,,
Kepler-1087,271353794,1.07347,0.0660151,0.9,0.111315,5267.04,4.33073,0.0849043,0.727562,0.177188,0.7989929,DWARF,0.0006512063,0.271254152,541
Kepler-1088,123316231,1.07453,0.0584925,1.06,0.138579,5864.52,4.40093,0.0839227,0.854367,0.201265,1.23045421,DWARF,0.00123730663,0.07881202,250
Kepler-1089,350810654,0.554903,0.017148,0.549644,0.0207187,3672.0,4.68971,0.0104719,3.21685,0.177224,0.0504358746,DWARF,0.000321337953,4.242199,342
Kepler-109,122441003,1.40104,0.0617663,1.09,0.141062,5953.0,4.18259,0.0762533,0.396348,0.0809027,2.22094536,DWARF,0.000528593955,0.253214031,561
Kepler-1090,271885110,1.03475,,0.89,,5217.0,4.35779,,0.803314,,0.7145749,DWARF,,,
Kepler-1091,269262974,1.0543,,1.07,,5885.0,4.42152,,0.913036,,1.20118868,DWARF,,,
Kepler-1092,273378026,1.07928,,1.06,,5871.16,4.3971,,0.843137,,1.2469877,DWARF,,,
Kepler-1093,120420344,1.40659,,1.26,,6343.61,4.2421,,0.452759,,2.88653088,DWARF,,,
Kepler-1094,137549134,1.26973,,1.01,,5675.41,4.23496,,0.493381,,1.50698674,DWARF,,,
Kepler-1095,138096962,0.95249,,0.99,,5606.38,4.47598,,1.14566,,0.8075054,DWARF,,,
Kepler-1096,271255413,0.633312,,0.701,,4471.04,4.68055,,2.75971,,0.144399226,DWARF,,,
Kepler-1097,123316380,0.768703,,0.89,,5216.0,4.61594,,1.95936,,0.3940595,DWARF,,,
Kepler-1098,271763415,1.17018,,1.05,,5839.0,4.32275,,0.655287,,1.43401551,DWARF,,,
Kepler-1099,299033164,0.886589,,1.02,,5724.0,4.55122,,1.46363,,0.7602181,DWARF,,,
Kepler-11,169175503,1.12955,,1.05,,5820.0,4.35344,,0.728564,,1.31886733,DWARF,,,
Kepler-110,26751563,1.25797,0.0698894,1.12,0.146883,6032.33,4.28794,0.0887963,0.562604,0.139195,1.887899,DWARF,0.00053758,0.029249439,376
Kepler-1100,63009789,1.04134,,1.09,,5949.92,4.44031,,0.965271,,1.224402,DWARF,,,
Kepler-1101,271163971,0.764821,,0.94,,5391.5,4.64408,,2.10111,,0.445299923,DWARF,,,
Kepler-1102,47976987,1.15701,,1.05,,5814.0,4.33258,,0.677912,,1.37807274,DWARF,,,
Kepler-1103,399951202,1.64451,,1.14,,6078.0,4.0629,,0.256326,,3.32515526,DWARF,,,
Kepler-1104,27186509,1.44256,0.0648995,1.31,0.214021,6461.83,4.23707,0.0824129,0.436381,0.0984498,3.268793,DWARF,0.000587928749,1.20913172,426
Kepler-1105,123231917,0.663108,,0.64,,4114.0,4.60108,,2.19496,,0.113480374,DWARF,,,
Kepler-1106,159649503,1.093,,1.13,,6050.0,4.41391,,0.865405,,1.44196749,DWARF,,,
Kepler-1108,272083644,0.853701,,0.93,,5385.0,4.54394,,1.49474,,0.5521396,DWARF,,,
Kepler-111,63001143,1.17674,0.0547311,1.09,0.128504,5952.0,4.33413,0.0743328,0.668939,0.140275,1.56569183,DWARF,0.000404382823,0.04195221,440
Kepler-1110,351060274,0.70862,,0.76,,4753.2,4.61805,,2.13586,,0.230922461,DWARF,,,
Kepler-1111,271663670,0.894596,,1.04,,5793.45,4.55185,,1.45262,,0.8122656,DWARF,,,
Kepler-1112,272841734,1.45606,,1.35,,6535.76,4.24204,,0.437312,,3.48530245,DWARF,,,
Kepler-1113,122062725,1.01905,,1.1,,5987.06,4.46307,,1.03946,,1.20209479,DWARF,,,
Kepler-1114,268612417,0.810557,,0.94,,5415.53,4.59363,,1.76513,,0.509126246,DWARF,,,
Kepler-1115,138960099,1.80664,0.0631507,2.22,0.323704,8838.0,4.27068,0.0722424,0.376477,0.0693898,17.9412937,DWARF,3.42647e-05,0.8983282,985
Kepler-1116,63076026,0.943816,,0.95,,5460.0,4.46602,,1.12996,,0.7132472,DWARF,,,
Kepler-1117,26583640,0.889247,,0.93,,5380.52,4.50851,,1.32256,,0.5970852,DWARF,,,
Kepler-1118,239238425,1.10046,,0.92,,5314.0,4.3187,,0.690338,,0.87002486,DWARF,,,
Kepler-1119,272940104,1.63818,,1.09,,5965.0,4.04677,,0.247938,,3.06096721,DWARF,,,
Kepler-112,272943597,0.981539,,0.976,,5544.25,4.4437,,1.03211,,0.8201262,DWARF,,,
Kepler-1120,159573412,0.684974,,0.82,,4971.16,4.68053,,2.55148,,0.258150756,DWARF,,,
Kepler-1121,28230581,1.52934,0.0827186,1.16,0.16262,6134.95,4.13352,0.0905533,0.324299,0.0799495,2.98502183,DWARF,0.000625136832,0.11136359,657
Kepler-1122,158664692,1.19095,,0.96,,5471.0,4.26855,,0.56832,,1.14484572,DWARF,,,
Kepler-1123,27188610,0.849139,,0.91,,5286.88,4.53915,,1.4863,,0.5075161,DWARF,,,
Kepler-1124,120963454,0.521234,0.0163299,0.518645,0.020879,3732.0,4.71887,0.00972843,3.66245,0.197046,0.04748175,DWARF,0.000245943549,0.129156828,443
Kepler-1125,184009076,1.99916,,1.08,,5926.0,3.8698,,0.13517,,4.440558,DWARF,,,
Kepler-1126,352013661,0.927431,,1.01,,5660.7,4.50783,,1.26613,,0.79567945,DWARF,,,
Kepler-1127,275569511,0.872717,,0.92,,5322.45,4.52011,,1.3841,,0.550666153,DWARF,,,
Kepler-1129,137212833,1.03118,,0.99,,5595.1,4.40703,,0.902875,,0.9388532,DWARF,,,
Kepler-113,298834019,0.773456,0.048211,0.754,0.0893966,4711.0,4.53857,0.088104,1.62954,0.412978,0.265471965,DWARF,0.00102270988,0.0206794012,247
Kepler-1130,164882482,0.8707,0.044397,0.919,0.113228,5327.0,4.52165,0.0768263,1.39223,0.295517,0.5499996,DWARF,0.0012370178,0.236838251,264
Kepler-1131,27642556,0.962681,,1.04,,5789.33,4.48814,,1.1657,,0.937934458,DWARF,,,
Kepler-1132,405719448,0.803719,,0.88,,5179.0,4.57234,,1.695,,0.418684036,DWARF,,,
Kepler-1133,275569784,0.908082,,0.93,,5368.26,4.4903,,1.24196,,0.6169915,DWARF,,,
Kepler-1135,158114283,1.78259,,0.98,,5559.78,3.92719,,0.17301,,2.73544884,DWARF,,,
Kepler-1136,164671623,0.631512,,0.7,,4444.0,4.6824,,2.77942,,0.1401372,DWARF,,,
Kepler-1137,399913391,1.76354,0.0746181,1.43,0.237592,6709.77,4.10064,0.0852588,0.260726,0.0598156,5.67928171,DWARF,0.00034466412,0.307865649,263
Kepler-1138,405685914,0.750918,,0.96,,5499.0,4.66915,,2.26722,,0.464530826,DWARF,,,
Kepler-1139,121458495,0.875173,,0.88,,5178.83,4.49836,,1.31281,,0.496374428,DWARF,,,
Kepler-114,27011135,0.696274,,0.742,,4662.41,4.62291,,2.19818,,0.206393838,DWARF,,,
Kepler-1140,123359347,0.752844,,0.78,,4803.0,4.57675,,1.82801,,0.271740943,DWARF,,,
Kepler-1141,159393734,1.1411,0.0548694,1.07,0.134685,5908.0,4.35281,0.0782354,0.720137,0.156362,1.42923129,DWARF,0.0008595188,0.0220537018,345
Kepler-1142,63366291,1.80985,,0.97,,5518.42,3.90955,,0.163622,,2.73678541,DWARF,,,
Kepler-1143,121215172,0.696667,,0.78,,4832.0,4.64411,,2.30684,,0.238370985,DWARF,,,
Kepler-1144,159226202,1.09569,,1.01,,5695.0,4.36302,,0.767825,,1.137738,DWARF,,,
Kepler-1145,271539239,0.747497,,0.83,,5011.0,4.60993,,1.98723,,0.317403525,DWARF,,,
Kepler-1146,158322622,0.741768,,0.73,,4630.0,4.56085,,1.78862,,0.227800757,DWARF,,,
Kepler-1147,137757057,1.35162,,1.01,,5685.03,4.18068,,0.409031,,1.7192378,DWARF,,,
Kepler-1148,159581434,0.741351,,0.81,,4938.0,4.6065,,1.98799,,0.294406,DWARF,,,
Kepler-1149,270857274,1.28305,,0.99,,5604.94,4.21722,,0.468716,,1.463735,DWARF,,,
Kepler-115,273383120,1.17013,0.0638392,1.13,0.155291,6056.56,4.35468,0.0877367,0.705304,0.172073,1.6598419,DWARF,4.114877e-05,0.0422171466,743
Kepler-1150,27913639,0.730283,,0.729,,4604.0,4.57381,,1.87178,,0.215882763,DWARF,,,
Kepler-1151,63204022,0.784985,,0.93,,5350.63,4.61683,,1.92264,,0.455027252,DWARF,,,
Kepler-1152,159382189,0.608109,0.0178138,0.594655,0.0201363,3937.0,4.64437,0.0107397,2.64436,0.14305,0.08004224,DWARF,0.000639063946,0.106047489,421
Kepler-1153,158987296,0.834825,,0.93,,5363.0,4.56336,,1.59844,,0.5194171,DWARF,,,
Kepler-1154,169561256,1.37338,,1.28,,6388.0,4.26969,,0.494121,,2.8296895,DWARF,,,
Kepler-1155,121785676,,,,,,,,,,,DWARF,,,
Kepler-1156,158842046,0.908548,,1.05,,5823.0,4.54256,,1.40006,,0.855023146,DWARF,,,
Kepler-1157,164460347,0.74505,,0.714,,4533.0,4.54739,,1.7264,,0.211158663,DWARF,,,
Kepler-1158,137557778,2.34311,,1.15,,6116.64,3.75918,,0.0893968,,6.92357445,DWARF,,,
Kepler-1159,270955277,1.39378,,1.04,,5805.59,4.16671,,0.384103,,1.98824739,DWARF,,,
Kepler-116,271260980,1.37032,,1.23,,6282.0,4.25433,,0.478008,,2.63471127,DWARF,,,
Kepler-1160,158630233,0.761346,,0.95,,5429.0,4.65263,,2.15267,,0.4536685,DWARF,,,
Kepler-1162,164522726,0.825853,,0.9,,5276.0,4.5585,,1.59784,,0.476123124,DWARF,,,
Kepler-1163,406950324,1.34049,0.0691508,1.219,0.194365,6263.03,4.26954,0.0960245,0.506067,0.13036,2.49093843,DWARF,0.000721925462,0.631861,261
Kepler-1164,121275496,0.778965,,0.883,,5197.0,4.60099,,1.86813,,0.3987875,DWARF,,,
Kepler-1165,158326744,1.73525,,1.11,,6019.0,4.00466,,0.212439,,3.56056166,DWARF,,,
Kepler-1166,406951266,0.853322,,0.94,,5392.42,4.54897,,1.51283,,0.5546966,DWARF,,,
Kepler-1167,273875149,0.778285,,0.78,,4806.0,4.54788,,1.65455,,0.291143417,DWARF,,,
Kepler-1168,158412890,0.743111,,0.81,,4934.58,4.60445,,1.97389,,0.294987023,DWARF,,,
Kepler-1169,271354748,1.26831,0.0575427,1.09,0.137157,5959.63,4.26905,0.0768286,0.534262,0.113631,1.82818449,DWARF,0.00053644873,0.295511961,565
Kepler-117,299032847,1.66271,,1.15,,6100.39,4.05713,,0.250176,,3.449534,DWARF,,,
Kepler-1171,138888759,1.84217,0.0762588,1.54,0.262603,7014.0,4.09493,0.0845518,0.246338,0.054936,7.399745,DWARF,5.40192668e-05,0.210379183,1134
Kepler-1172,122507231,0.839354,,1.03,,5743.43,4.60301,,1.74181,,0.690669537,DWARF,,,
Kepler-1173,275490034,0.780967,,0.852,,5084.02,4.58324,,1.78872,,0.3671037,DWARF,,,
Kepler-1174,123408863,1.79011,,1.08,,5939.0,3.96573,,0.188271,,3.59176874,DWARF,,,
Kepler-1175,158986028,0.752149,,0.96,,5473.0,4.66773,,2.25611,,0.4573028,DWARF,,,
Kepler-1176,273582656,0.930835,,0.99,,5593.23,4.49596,,1.22749,,0.7639954,DWARF,,,
Kepler-1177,399826020,1.55129,,1.0,,5643.0,4.05668,,0.267866,,2.19848442,DWARF,,,
Kepler-1178,158729099,0.93646,,0.85,,5084.79,4.42451,,1.03503,,0.52815944,DWARF,,,
Kepler-1179,164658882,0.736813,,0.89,,5207.0,4.65274,,2.22494,,0.359550118,DWARF,,,
Kepler-1180,271966200,1.4184,,1.17,,6163.0,4.20266,,0.410007,,2.61492968,DWARF,,,
Kepler-1181,394176812,1.36041,,1.33,,6495.28,4.29458,,0.528247,,2.967762,DWARF,,,
Kepler-1182,272270522,1.30861,,1.06,,5847.0,4.22975,,0.473017,,1.80321,DWARF,,,
Kepler-1183,137550938,1.47981,,0.96,,5494.0,4.07993,,0.296245,,1.79747331,DWARF,,,
Kepler-1184,159725400,1.02417,,1.08,,5922.0,4.45074,,1.00531,,1.162295,DWARF,,,
Kepler-1185,121121775,1.33892,0.0649296,1.06,0.134109,5867.0,4.20987,0.077355,0.441617,0.0947,1.91366446,DWARF,0.0005103609,0.142203182,388
Kepler-1186,158730884,1.19988,,0.96,,5466.11,4.26206,,0.555716,,1.15794313,DWARF,,,
Kepler-1187,121021644,1.12597,,1.07,,5882.0,4.3644,,0.74955,,1.36725724,DWARF,,,
Kepler-1188,164460740,1.50904,,1.07,,5908.0,4.11005,,0.311375,,2.49952126,DWARF,,,
Kepler-1189,267991349,1.12476,,0.98,,5572.03,4.32718,,0.688734,,1.09866369,DWARF,,,
Kepler-119,271964647,1.02364,,0.99,,5586.0,4.4134,,0.922971,,0.919171751,DWARF,,,
Kepler-1190,48504464,0.705447,,0.711,,4521.62,4.59301,,2.02524,,0.187412828,DWARF,,,
Kepler-1191,26538999,0.901915,,0.92,,5336.0,4.49152,,1.25398,,0.5941407,DWARF,,,
Kepler-1192,123416753,0.946325,,0.97,,5511.0,4.47276,,1.14459,,0.7442127,DWARF,,,
Kepler-1193,298897851,1.45463,0.0666332,1.06,0.132541,5856.28,4.13787,0.0742145,0.344387,0.07079,2.24227,DWARF,0.000354376331,0.05169232,231
Kepler-1194,137317096,,,,,5461.94,,,,,,DWARF,,,
Kepler-1195,120252007,0.783858,,0.84,,5043.0,4.57387,,1.74408,,0.358034879,DWARF,,,
Kepler-1196,63210324,0.964605,,1.02,,5720.0,4.47797,,1.13645,,0.897383,DWARF,,,
Kepler-1197,63004645,0.746629,,0.718,,4552.0,4.54798,,1.72508,,0.215632379,DWARF,,,
Kepler-1198,158843826,0.876367,,0.94,,5396.0,4.52582,,1.39659,,0.5866174,DWARF,,,
Kepler-1199,270696519,,,,,5801.76,,,,,,DWARF,,,
Kepler-12,405717754,1.56966,0.0825728,1.09,0.140633,5967.0,4.08388,0.0837957,0.281844,0.0650216,2.81404471,DWARF,0.000318148668,0.0173487253,220
Kepler-120,121458707,0.748282,,0.71,,4519.0,4.5412,,1.69458,,0.210375309,DWARF,,,
Kepler-1201,377915758,1.00301,,1.08,,5912.0,4.46888,,1.07031,,1.107239,DWARF,,,
Kepler-1203,63449012,0.766632,,0.631,,4033.0,4.46892,,1.40045,,0.140081674,DWARF,,,
Kepler-1204,159043952,0.980376,,1.0,,5639.0,4.45528,,1.06126,,0.8755644,DWARF,,,
Kepler-1205,122443195,0.815146,,0.84,,5025.0,4.53988,,1.55086,,0.381688744,DWARF,,,
Kepler-1206,27649203,0.753085,,0.74,,4656.0,4.55361,,1.73261,,0.240123332,DWARF,,,
Kepler-1207,27390527,2.03737,,1.05,,5838.0,3.84112,,0.12416,,4.344004,DWARF,,,
Kepler-1209,399953998,1.24801,0.0620704,1.23,0.184772,6293.0,4.33554,0.0893553,0.632778,0.152825,2.20070267,DWARF,0.000729010848,0.0517007932,253
Kepler-121,120765800,0.682614,,0.92,,5318.0,4.7335,,2.89242,,0.335767776,DWARF,,,
Kepler-1210,26750065,0.95415,,0.94,,5424.0,4.45196,,1.08213,,0.709915638,DWARF,,,
Kepler-1211,120578889,1.16863,,1.03,,5769.0,4.31555,,0.645366,,1.36285877,DWARF,,,
Kepler-1212,27912642,1.18147,,1.11,,5996.17,4.33854,,0.673057,,1.62569022,DWARF,,,
Kepler-1213,416266465,1.42119,0.0625176,1.14,0.149412,6076.29,4.18967,0.0770728,0.397144,0.0842147,2.48058033,DWARF,0.000360888545,0.288132876,279
Kepler-1214,48528473,0.821195,,0.83,,5003.0,4.52825,,1.49878,,0.3806356,DWARF,,,
Kepler-1215,28230011,0.915914,,0.95,,5432.0,4.49208,,1.2364,,0.6580255,DWARF,,,
Kepler-1216,158486842,1.11795,,1.01,,5693.0,4.34555,,0.722867,,1.18277276,DWARF,,,
Kepler-1217,299160628,1.07297,,1.06,,5852.0,4.4022,,0.858104,,1.21643651,DWARF,,,
Kepler-1218,159763595,1.47249,,1.06,,5861.91,4.12727,,0.332007,,2.30651951,DWARF,,,
Kepler-1219,273046164,2.87486,0.179819,1.04,0.138127,5799.61,3.53787,0.0933421,0.0437705,0.011215,8.424118,DWARF,0.0001839451,1.36431217,610
Kepler-122,122714267,1.25771,,1.11,,6012.0,4.28423,,0.557931,,1.86179614,DWARF,,,
Kepler-1220,272944301,0.993887,,1.06,,5873.0,4.4687,,1.07968,,1.05878723,DWARF,,,
Kepler-1221,279912260,,,,,,,,,,,DWARF,,,
Kepler-1222,27240404,0.750133,,0.862,,5121.0,4.6233,,2.04217,,0.348650664,DWARF,,,
Kepler-1223,164889945,0.823977,,0.74,,4656.0,4.47547,,1.32277,,0.2874599,DWARF,,,
Kepler-1224,120964116,1.1933,0.0570678,1.21,0.175541,6254.0,4.36736,0.084819,0.712097,0.164528,1.9625628,DWARF,0.0004780203,0.276201069,408
Kepler-1226,27845000,1.40643,,1.1,,5985.99,4.18323,,0.395405,,2.288087,DWARF,,,
Kepler-1227,121113728,0.884071,,0.99,,5604.0,4.54073,,1.43276,,0.694482148,DWARF,,,
Kepler-1228,272596598,0.728395,,0.806,,4914.65,4.61967,,2.08562,,0.278868169,DWARF,,,
Kepler-1229,273373582,0.565878,0.0175196,0.559315,0.0207366,3774.0,4.68028,0.0107913,3.08665,0.172509,0.0585258752,DWARF,0.000358321267,0.250065565,676
Kepler-123,272944990,1.32895,,1.25,,6338.0,4.28796,,0.532584,,2.56754732,DWARF,,,
Kepler-1230,237157859,1.08946,,1.05,,5845.0,4.38483,,0.811996,,1.24812067,DWARF,,,
Kepler-1231,158792743,1.10189,,0.98,,5572.0,4.34501,,0.732497,,1.05443418,DWARF,,,
Kepler-1232,351190880,0.801993,,0.9,,5241.0,4.58397,,1.74474,,0.437212169,DWARF,,,
Kepler-1233,273131021,1.14753,,1.15,,6118.89,4.37924,,0.761033,,1.66308641,DWARF,,,
Kepler-1234,399956098,0.855722,,0.78,,4805.0,4.4655,,1.24479,,0.351668656,DWARF,,,
Kepler-1235,164830167,0.982569,,0.92,,5322.09,4.41713,,0.969836,,0.697830558,DWARF,,,
Kepler-1238,169931288,1.60506,,1.27,,6378.0,4.13089,,0.307137,,3.84073257,DWARF,,,
Kepler-1239,275496016,1.61071,,1.07,,5883.0,4.05342,,0.256056,,2.7997694,DWARF,,,
Kepler-124,399860218,0.722717,,0.88,,5188.0,4.66461,,2.33119,,0.340902954,DWARF,,,
Kepler-1240,258203566,1.37685,,0.99,,5591.36,4.15593,,0.379296,,1.669306,DWARF,,,
Kepler-1241,378013798,0.836811,,0.89,,5235.0,4.5422,,1.51883,,0.473823041,DWARF,,,
Kepler-1242,120317833,0.780615,,0.79,,4853.0,4.55082,,1.6608,,0.3045156,DWARF,,,
Kepler-1243,270782121,0.834193,,0.96,,5492.85,4.57781,,1.65376,,0.570714653,DWARF,,,
Kepler-1244,123447592,2.53418,0.136043,1.36,0.226767,6568.52,3.76393,0.0942895,0.0835656,0.0217682,10.7705765,DWARF,0.0002482561,0.0636882,226
Kepler-1245,159449041,,,,,5235.0,,,,,,,,,
Kepler-1246,298785034,0.718575,,0.7,,4481.68,4.57022,,1.88661,,0.187673,DWARF,,,
Kepler-1248,298897924,1.34029,,,,6074.93,,,,,,DWARF,0.000542843365,0.03420574,212
Kepler-1249,272719153,1.50293,,1.12,,6023.0,4.13341,,0.329917,,2.67806768,DWARF,,,
Kepler-125,273873718,0.546506,0.0162512,0.542101,0.0202982,3800.0,4.69696,0.00956731,3.3212,0.172139,0.05610725,DWARF,0.000696657458,0.165672928,634
Kepler-1250,158559861,1.52652,,1.01,,5690.0,4.07498,,0.28393,,2.20064664,DWARF,,,
Kepler-1251,26583618,0.904617,,0.98,,5558.2,4.51636,,1.32383,,0.703656256,DWARF,,,
Kepler-1252,268387099,0.901566,,1.0,,5642.0,4.52807,,1.3646,,0.7420317,DWARF,,,
Kepler-1253,164557694,1.54097,0.0894172,1.01,0.123297,5670.58,4.0668,0.0847149,0.27602,0.0656902,2.21203566,DWARF,0.000521351059,0.133289024,220
Kepler-1254,48506710,0.718755,,0.8,,4898.13,4.628,,2.15451,,0.2679029,DWARF,,,
Kepler-1255,271538318,1.35224,,1.08,,5924.0,4.20938,,0.43678,,2.0289073,DWARF,,,
Kepler-1256,159763320,1.47097,,1.14,,6089.85,4.15976,,0.358171,,2.681208,DWARF,,,
Kepler-1258,279918915,1.11834,,1.03,,5761.02,4.35376,,0.736403,,1.241195,DWARF,,,
Kepler-1259,273592350,0.873036,,0.86,,5100.0,4.4905,,1.29241,,0.464557827,DWARF,,,
Kepler-126,159046962,1.44854,0.0609447,1.2,0.160835,6221.0,4.19539,0.0758457,0.394809,0.0794192,2.83137965,DWARF,0.00178892573,0.125420287,370
Kepler-1260,271759028,1.82968,,1.03,,5775.0,3.92615,,0.168156,,3.3546946,DWARF,,,
Kepler-1261,48506742,0.77044,,0.79,,4865.55,4.56222,,1.72747,,0.299709558,DWARF,,,
Kepler-1262,158794459,0.913995,,1.01,,5682.0,4.5205,,1.32279,,0.78449,DWARF,,,
Kepler-1263,158270568,0.777685,,0.87,,5157.25,4.59598,,1.84973,,0.385456383,DWARF,,,
Kepler-1264,159177065,0.964469,,1.01,,5695.0,4.47381,,1.12579,,0.881547868,DWARF,,,
Kepler-1265,164781761,0.699002,,0.73,,4614.0,4.61243,,2.13741,,0.199508518,DWARF,,,
Kepler-1266,158167159,0.722831,,0.83,,5004.0,4.63907,,2.1977,,0.2951461,DWARF,,,
Kepler-1268,158630552,1.43224,,1.07,,5882.0,4.15542,,0.364194,,2.21222162,DWARF,,,
Kepler-1269,158559018,1.79697,,1.08,,5929.0,3.96241,,0.186124,,3.59501624,DWARF,,,
Kepler-127,164881786,1.4457,0.0702261,1.13,0.143358,6066.19,4.17099,0.0797383,0.373978,0.0808029,2.54984617,DWARF,0.00103270984,0.134477779,252
Kepler-1270,399826741,3.06165,,,,4995.14,,,,,,GIANT,,,
Kepler-1271,120825510,1.17084,,1.13,,6050.0,4.35415,,0.704026,,1.65466213,DWARF,,,
Kepler-1272,399794186,1.51323,,1.04,,5807.0,4.09529,,0.300134,,2.34592414,DWARF,,,
Kepler-1273,279913214,0.792924,,0.95,,5437.0,4.61733,,1.90559,,0.494988948,DWARF,,,
Kepler-1274,164781116,2.33958,0.161083,1.1,0.146881,5972.25,3.74119,0.0979014,0.0858974,0.0245783,6.273669,DWARF,0.000441151758,0.0183929037,202
Kepler-1275,270521167,1.30888,,1.13,,6048.32,4.25735,,0.503942,,2.06553483,DWARF,,,
Kepler-1276,121333541,1.09679,0.0512865,1.22,0.174928,6257.0,4.44418,0.0849074,0.92468,0.209772,1.661135,DWARF,0.000570803066,0.116881177,495
Kepler-1277,138969285,0.84088,,0.993,,5613.0,4.58555,,1.67012,,0.6323285,DWARF,,,
Kepler-1278,164413187,1.40003,,1.11,,6022.0,4.19111,,0.404491,,2.32238173,DWARF,,,
Kepler-1279,121465371,2.02492,,1.12,,6044.0,3.87447,,0.134895,,4.929558,DWARF,,,
Kepler-128,123490545,1.74633,0.0727488,1.14,0.145897,6083.0,4.01072,0.0761108,0.214056,0.0431819,3.761993,DWARF,0.000843090354,0.0175872687,239
Kepler-1281,27458799,,,,,,,,,,,DWARF,,,
Kepler-1282,159301148,0.910714,,0.95,,5444.0,4.49703,,1.2577,,0.656343937,DWARF,,,
Kepler-1283,184008951,2.58539,,1.15,,6120.0,3.67371,,0.0665454,,8.447995,DWARF,,,
Kepler-1284,159726546,0.86373,,0.81,,4947.0,4.4738,,1.25705,,0.4025486,DWARF,,,
Kepler-1285,123410927,1.5928,0.0758593,1.12,0.152126,6032.07,4.08296,0.0818002,0.277162,0.062649,3.026097,DWARF,0.000701384968,0.541339755,231
Kepler-1286,351766517,1.18024,,1.02,,5720.0,4.30273,,0.620423,,1.34344637,DWARF,,,
Kepler-1287,158985675,0.923016,,1.02,,5702.0,4.51625,,1.2971,,0.8113759,DWARF,,,
Kepler-1288,120577770,1.59406,,,,6499.39,,,,,,DWARF,0.0002648874,0.3101775,299
