host,crowd_ok,crowd_note,crowd_contratio,crowd_numcont,crowd_flux_ratio_max,crowd_nearest_arcsec,crowd_target_sep_arcsec,crowd_target_tmag,crowd_n_nb_21,crowd_n_nb_42,crowd_n_nb_63
KOI-2513,1,,,,1.869476455727532,11.654724686303853,0.098598325133285,14.3844,4.0,15.0,48.0
KOI-351,1,,,,0.0131680055223177,22.951630212822476,0.0842626401206022,13.3396,0.0,4.0,13.0
KOI-3503,1,,,,4.229801627743755,5.035917977089206,0.3424346646781234,13.3876,10.0,37.0,75.0
KOI-3680,1,,,,1.2645033958826233,11.332582907351918,0.1868890253446551,14.0291,3.0,12.0,33.0
KOI-4777,1,,0.0589673072,369.0,0.1042701504070143,15.090025523356983,0.2147455705615843,14.7079,3.0,19.0,49.0
KOI-4978,1,,,,10.090669919466492,5.774138290702454,0.0261482375364615,14.6908,5.0,18.0,45.0
KOI-55,1,,0.485385776,1009.0,1.22687410463834,6.278823522917163,0.121590384565623,15.016,14.0,41.0,98.0
KOI-7368,1,,0.184957758,417.0,0.256590161442418,5.773395858544768,0.0550019891267517,12.2288,2.0,11.0,29.0
KOI-7892,1,,,,0.0530542280693263,17.86469702988306,0.0639461869458999,13.8263,3.0,8.0,22.0
KOI-94,1,,0.86066705,954.0,0.8652069512660147,7.061193919892632,0.0370899360721933,11.7889,11.0,46.0,100.0
KOI-7913_A,1,,,,1.1071335204255204,3.5762334564914005,0.0417179838509556,13.4497,6.0,23.0,38.0
KOI-984,1,,,,1.0,0.7303320361033646,0.1192695874799668,11.8622,13.0,31.0,67.0
KPS-1,1,,9.497557e-05,39.0,0.0003975209302101,38.63278668085574,0.610621256635304,12.212,0.0,1.0,1.0
Kepler-10,1,,0.0100647239,223.0,0.0070488780976103,15.795050930158853,0.7027541435822432,10.4767,1.0,6.0,10.0
Kepler-100,1,,0.08687251,558.0,0.0221248329341326,16.445264462529597,0.5393458866034107,10.6983,5.0,25.0,59.0
Kepler-1000,1,,0.07439431,284.0,0.0767361489361819,13.390563692583765,0.1001921021117666,12.8515,4.0,14.0,30.0
Kepler-1001,1,,,,0.0484618512240182,6.07470360959168,0.0442055572910608,14.8154,4.0,11.0,25.0
Kepler-1002,1,,,,0.4676059191450631,7.086102889974393,0.2342289544496676,11.254,9.0,28.0,57.0
Kepler-1003,1,,,,2.612883220979583,11.576528175579153,0.0772660712479325,13.5821,4.0,26.0,59.0
Kepler-1004,1,,,,0.1427052661934132,15.3544997923985,0.0804435130650868,12.7216,3.0,18.0,38.0
Kepler-1005,1,,0.042517174,318.0,0.0261023735170059,9.11126518077685,0.2714147563237795,12.7409,1.0,14.0,27.0
Kepler-1006,1,,,,1.0,0.6232929931829783,0.0015879481831701,14.1101,9.0,37.0,87.0
Kepler-1007,1,,,,0.5668654658026617,10.317620875619452,0.144255845439378,14.0009,7.0,31.0,66.0
Kepler-1008,1,,0.173893049,665.0,0.1132087512675965,7.922405905506728,0.3579134276170292,12.783,9.0,27.0,72.0
Kepler-1009,1,,0.7336933,243.0,5.351555083818891,19.350779028237472,0.2739160566914319,14.3615,1.0,11.0,19.0
Kepler-101,1,,,,0.0887891707711227,9.714175880375668,0.1074503341531772,13.0805,3.0,8.0,13.0
Kepler-1010,1,,,,0.2826181179810158,1.959928034693612,0.0805591718119859,14.124,5.0,15.0,27.0
Kepler-1011,1,,,,0.2294457406417843,7.441535892995887,0.0475685462308517,14.6226,9.0,38.0,78.0
Kepler-1012,1,,0.0864108,329.0,0.1064437092432367,11.82945207094872,0.0728605344892761,12.8119,5.0,14.0,35.0
Kepler-1014,1,,,,0.5277642884136828,11.446925247504645,0.184283471368,14.0956,1.0,8.0,24.0
Kepler-1015,1,,0.196236581,559.0,0.1892517917959917,6.954807093982206,0.1194321159559633,12.4222,8.0,23.0,59.0
Kepler-1016,1,,,,0.6718000007647051,3.6516201898355463,0.0405223687195746,14.841,6.0,22.0,48.0
Kepler-1017,1,,,,0.1200494017084062,5.213402822134114,0.2612084008693067,13.5818,4.0,19.0,33.0
Kepler-1018,1,,,,1.5543900228557952,7.664561760923802,0.0871943894745482,14.517,1.0,9.0,25.0
Kepler-1019,1,,0.0272575188,215.0,0.0191390333852393,2.309988679045284,0.2907469872151685,12.8455,1.0,9.0,25.0
Kepler-102,1,,0.161198676,233.0,0.3008292077724203,15.471099623037247,0.924115105476504,10.8515,4.0,14.0,28.0
Kepler-1021,1,,,,6.805186001876667,4.222457233022167,0.0151146320382438,14.6172,4.0,30.0,63.0
Kepler-1022,1,,,,0.2442980497605536,14.713069922143353,0.269087704978447,14.6155,3.0,13.0,24.0
Kepler-1023,1,,,,0.2639246777761341,15.973285710305776,0.1206339332523853,13.9669,4.0,11.0,25.0
Kepler-1024,1,,,,1.1962997170080143,3.481658645643474,0.0658323106614566,15.4243,12.0,36.0,66.0
Kepler-1025,1,,,,0.0704238882983534,15.321794384768843,0.3131512417214992,13.1599,4.0,10.0,30.0
Kepler-1026,1,,,,0.0687701544944208,13.994055584065102,0.211961377651479,13.5766,2.0,18.0,33.0
Kepler-1027,1,,0.154407546,345.0,0.5212907275620384,9.58798716255316,0.3548151159275696,12.3237,4.0,20.0,36.0
Kepler-1028,1,,,,0.8711240421561219,6.353446040683542,0.2976955498949321,13.8156,3.0,10.0,27.0
Kepler-1029,1,,,,5.992389025834787,2.9723179767898,0.3290326648365488,13.6699,9.0,26.0,69.0
Kepler-103,1,,0.2586874,479.0,0.1019717799223341,5.020294072378208,0.1386455213513559,11.8234,5.0,26.0,47.0
Kepler-1031,1,,,,1.0,0.3265206196945899,0.0813895019406682,13.6443,7.0,28.0,51.0
Kepler-1032,1,,,,3.7139837567124654,0.7648746143401361,0.1111702387081529,15.0697,3.0,21.0,54.0
Kepler-1033,1,,,,2.8000126924345303,17.517605374525143,0.2503286484784473,15.4256,2.0,14.0,20.0
Kepler-1034,1,,,,0.4774852936115982,7.831812610155012,0.1747681577721536,14.4941,5.0,13.0,42.0
Kepler-1035,1,,0.2722334,388.0,0.6043937991583476,0.7397293664325381,0.1818961446298739,12.5364,5.0,21.0,36.0
Kepler-1036,1,,,,0.1893040912236452,10.141931540166702,0.1468001099250453,13.2609,4.0,20.0,45.0
Kepler-1037,1,,,,0.7908242898011358,5.649653956534166,0.2534105055901018,13.6376,9.0,30.0,59.0
Kepler-1038,1,,,,1.938206296074951,5.553106889166775,0.1809959796564056,14.2427,12.0,39.0,95.0
Kepler-1039,1,,,,0.5068039603975014,9.041326334477583,0.3084614919525519,13.4007,3.0,31.0,65.0
Kepler-104,1,,0.455039024,389.0,0.2880580391091132,6.830337221952582,0.8202754743852653,12.1596,5.0,16.0,32.0
Kepler-1040,1,,0.04918286,191.0,0.1982804975408585,10.487600485035044,0.3378308877870277,12.8535,2.0,15.0,27.0
Kepler-1041,1,,,,0.0347568172180716,12.195578053391031,0.0236431392938578,14.0013,3.0,17.0,33.0
Kepler-1042,1,,,,14.894982592528857,10.172346686296295,0.0821666312191734,15.0147,7.0,14.0,38.0
Kepler-1043,1,,,,2.7776658537205208,2.2132755817782237,0.0875337985280678,14.2929,1.0,10.0,20.0
Kepler-1045,1,,,,1.141405602713882,13.930501931029053,0.0806640445665306,15.0041,3.0,15.0,25.0
Kepler-1046,1,,0.08240127,620.0,0.0418022828954032,7.726054053969164,0.1156887367331657,12.8029,4.0,22.0,52.0
Kepler-1047,1,,0.1030029,247.0,0.131740710094846,9.39928895246758,0.1708040574441562,12.8429,6.0,13.0,27.0
Kepler-1048,1,,,,0.2126767426240117,14.925427825831594,0.171445968564481,14.1406,2.0,11.0,22.0
Kepler-1049,1,,0.06361124,271.0,3.112576254900752,14.424349012806829,0.4437109717283647,13.2115,3.0,8.0,18.0
Kepler-105,1,,0.187431723,300.0,0.3665388390810148,3.9376349955873713,0.3753585188990574,12.4008,5.0,12.0,27.0
Kepler-1050,1,,0.0335159972,186.0,0.0443608643931433,16.13873686395068,0.0663794346089741,12.6439,3.0,8.0,15.0
Kepler-1051,1,,1.46711826,885.0,1.9610108655088765,8.38831554790915,0.0976624468354217,12.7667,10.0,30.0,81.0
Kepler-1052,1,,,,0.1055552892089539,11.106011318734382,0.0708664400903693,14.3767,5.0,20.0,46.0
Kepler-1053,1,,0.174357176,656.0,0.3359850860199583,7.864133224036045,0.1153717526779517,12.4452,6.0,26.0,63.0
Kepler-1054,1,,,,0.0747205396819567,14.711884964868023,0.1518516255895863,13.639,6.0,20.0,39.0
Kepler-1055,1,,0.09227507,389.0,0.129562703031342,8.599510111706797,0.1806005918334896,12.6031,4.0,14.0,37.0
Kepler-1056,1,,,,1.4542531058680437,9.598604563216693,0.0225474962006456,14.0208,7.0,33.0,60.0
Kepler-1058,1,,,,0.5937450473021959,8.089844884064012,0.3668826942422429,14.7895,4.0,23.0,51.0
Kepler-1059,1,,,,4.094868880320617,8.650294798679463,0.1025915309472536,14.868,5.0,18.0,38.0
Kepler-106,1,,0.15984,802.0,0.2310574627341383,8.355584132527037,0.1234753665347118,12.4022,3.0,26.0,64.0
Kepler-1060,1,,,,0.1113678921791481,4.7243005933737345,0.0759331959906133,14.1317,4.0,10.0,29.0
Kepler-1061,1,,0.292566121,411.0,0.4285090514376926,12.057970692434626,0.0597339839140303,12.8066,5.0,11.0,41.0
Kepler-1062,1,,,,0.2066141210162612,4.808248145323472,0.0366947419471675,14.0665,4.0,10.0,24.0
Kepler-1063,1,,,,9.148712920808524,0.496407382563267,0.2528847181744952,12.3713,9.0,38.0,77.0
Kepler-1064,1,,,,0.9004922925931848,10.939446983514854,0.5221608399271177,13.1773,5.0,26.0,57.0
Kepler-1065,1,,,,2.942252902851216,5.943323383815896,0.0374522856612091,14.9595,13.0,47.0,89.0
Kepler-1067,1,,,,1.2011576179375785,12.59812904665272,0.1388942037694268,13.7729,1.0,7.0,23.0
Kepler-1066,1,,0.5766874,730.0,0.9136923736814536,10.164634662513414,0.147645693405228,12.5183,5.0,34.0,76.0
Kepler-107,1,,0.419069439,565.0,0.2563775541278814,8.469272820731263,0.1471058869201871,12.0146,6.0,25.0,58.0
Kepler-1069,1,,0.182606384,319.0,0.0626902497476165,11.451709634267573,0.3938008461078767,12.618,1.0,12.0,28.0
Kepler-1070,1,,,,0.820956224430679,11.97945076765364,0.0636532201628971,13.5241,7.0,17.0,40.0
Kepler-1072,1,,,,0.1846545443033882,7.683394761922406,0.1447923569536412,13.4318,4.0,21.0,47.0
Kepler-1074,1,,0.12155506,238.0,0.6629488170464083,5.819946885727216,0.4662346228320831,14.0642,4.0,13.0,30.0
Kepler-1073,1,,,,0.3727005211229053,3.671985989615579,0.1879804761581043,14.032,9.0,39.0,97.0
Kepler-1075,1,,0.33891204,268.0,1.5201274449630071,2.6295308554390697,0.4207764650463474,14.429,2.0,8.0,19.0
Kepler-1076,1,,0.113389373,218.0,0.1087827416161419,7.386520626008452,0.1355490599178092,12.3078,3.0,14.0,28.0
Kepler-1077,1,,,,0.9478944926809406,9.5628302539475,0.0670970579878744,14.5244,8.0,13.0,40.0
Kepler-1079,1,,,,1.0,0.3461407099343787,0.0887582679450442,12.5265,11.0,34.0,79.0
Kepler-108,1,,,,1.093654136714009,1.0557485678088627,4.727294163111728e-05,12.5955,15.0,23.0,59.0
Kepler-1080,1,,,,0.7717559740906169,10.200743990828704,0.0440537755134389,13.0301,4.0,22.0,46.0
Kepler-1081,1,,,,0.4496555932947724,6.992208548875856,0.8782413424418718,13.1644,4.0,24.0,50.0
Kepler-1082,1,,0.06289969,284.0,0.121070963889405,14.23704795665362,0.1430448341764706,12.9171,2.0,12.0,28.0
Kepler-1083,1,,,,3.5733865630271926,24.94581680356502,0.1056742017064298,15.2485,0.0,9.0,21.0
Kepler-1084,1,,0.0468955524,308.0,0.0339781711827083,18.723176325936695,0.0449085375782589,11.7648,3.0,15.0,37.0
Kepler-1085,1,,,,0.7806205859683039,10.197275971713504,0.0024716024354836,14.8004,6.0,20.0,41.0
Kepler-1086,1,,,,1.4919696888017004,5.952913842801313,0.0774551903307993,14.7736,6.0,19.0,49.0
Kepler-1087,1,,0.271254152,541.0,0.1841111115435163,4.730276249977117,0.2354890777883889,12.3778,7.0,25.0,60.0
Kepler-1088,1,,0.07881202,250.0,0.0179622195328921,16.21615457328732,0.3038435337659042,11.3685,1.0,6.0,19.0
Kepler-1089,1,,4.242199,342.0,25.02649325731081,11.285472245227384,0.443907172864862,14.5393,4.0,15.0,34.0
Kepler-109,1,,0.253214031,561.0,0.0810811687064397,5.441775233944685,0.2071653346251607,11.887,7.0,20.0,50.0
Kepler-1090,1,,,,0.0753563752329602,11.055406865669266,0.0623676904018023,14.4177,7.0,20.0,55.0
Kepler-1091,1,,,,4.752039041097707,4.520602019490855,0.1002052681359906,14.1958,5.0,34.0,99.0
Kepler-1092,1,,,,7.2912165999506735,5.434869717204198,0.166308959010779,14.154,8.0,26.0,64.0
Kepler-1093,1,,,,0.7324196712137035,2.9333151003198754,0.0977386337702555,13.4199,3.0,13.0,32.0
Kepler-1094,1,,,,0.9904669761480684,11.464594681279744,0.1510595998187865,14.5067,7.0,46.0,80.0
Kepler-1095,1,,,,0.4072302210065171,3.034483345278752,0.2664754024362002,14.0564,6.0,31.0,64.0
Kepler-1096,1,,,,1.1254339188915603,5.29846563330809,0.2995530614941471,14.2802,8.0,25.0,54.0
Kepler-1097,1,,,,0.991562285884401,17.896340678471752,0.0481611137095653,14.6412,1.0,15.0,34.0
Kepler-1098,1,,,,0.4585640453674649,7.583244317454214,0.2922095825884218,14.2291,5.0,23.0,68.0
Kepler-1099,1,,,,2.3056851369472864,11.85207884013132,0.2049287669998686,14.6698,4.0,21.0,39.0
Kepler-11,1,,,,0.107884735214051,3.93428924944444,0.1095352679724697,13.2366,11.0,42.0,91.0
Kepler-110,1,,0.029249439,376.0,0.0295420072237216,8.544913186407374,0.1072849842685039,12.5047,3.0,15.0,30.0
Kepler-1100,1,,,,0.2609996951027023,3.0157068400847957,0.0515815207912717,13.3971,5.0,20.0,49.0
Kepler-1101,1,,,,4.366364626868908,11.998847155065814,0.3019059074737506,14.5657,6.0,18.0,41.0
Kepler-1102,1,,,,0.3409416039905677,14.424198008922485,0.0961099627623326,14.4697,1.0,6.0,14.0
Kepler-1103,1,,,,0.5148491499150484,4.466852435795108,0.1109480395250182,13.6673,2.0,10.0,26.0
Kepler-1104,1,,1.20913172,426.0,0.0197314953737865,6.641507129796652,0.1656945995206813,11.728,6.0,15.0,33.0
Kepler-1105,1,,,,0.7494799169615559,5.7312492431510575,0.1845304146375888,14.3245,3.0,8.0,21.0
Kepler-1106,1,,,,0.5246624706215927,12.03890162774334,0.2390447073411488,14.198,3.0,28.0,47.0
Kepler-1108,1,,,,1.532639449770646,16.938645710724593,0.1135029234921285,14.3925,2.0,23.0,52.0
Kepler-111,1,,0.04195221,440.0,0.0604115529606749,13.612709790121984,0.0591979249346307,12.9937,3.0,18.0,40.0
Kepler-1110,1,,,,3.4881889340732797,6.471112562867995,0.2143396967701779,15.2296,5.0,25.0,75.0
Kepler-1111,1,,,,1.9266374595240805,6.542113666452321,0.0465098484299779,14.2592,5.0,23.0,59.0
Kepler-1112,1,,,,1.5143979044478306,6.814200092334236,0.0086348183458195,14.1915,6.0,22.0,48.0
Kepler-1113,1,,,,0.3743173865585533,4.7829642133763155,0.0559567351549186,14.2685,6.0,17.0,41.0
Kepler-1114,1,,,,0.277561994771652,3.015630109545288,0.3930897009958948,13.2211,10.0,28.0,68.0
Kepler-1115,1,,0.8983282,985.0,0.5965955367572741,4.49302917681687,0.0068134930828345,11.7972,13.0,47.0,95.0
Kepler-1116,1,,,,0.210998807108148,14.755641105173051,0.1204156711070369,14.7188,3.0,17.0,38.0
Kepler-1117,1,,,,0.7501705314661861,2.2158480858802068,0.1412807701450434,13.6112,2.0,11.0,27.0
Kepler-1118,1,,,,2.346388924464132,9.460067966445903,0.1181108927725969,14.3673,7.0,31.0,78.0
Kepler-1119,1,,,,0.4720630412635907,5.4415806137181715,0.0954885281701497,14.5716,7.0,31.0,65.0
Kepler-112,1,,,,0.3006353185238264,8.879070925535538,0.4023184991162123,13.2739,10.0,38.0,84.0
Kepler-1120,1,,,,0.6628267086082728,2.106494869492686,0.1908396440432389,14.6662,4.0,15.0,40.0
Kepler-1121,1,,0.11136359,657.0,0.0563118765354866,9.285948551113764,0.1133358306674797,11.6284,2.0,29.0,64.0
Kepler-1122,1,,,,0.0916811389764955,10.34086927664671,0.0289032461610845,14.6001,3.0,15.0,25.0
Kepler-1123,1,,,,1.6934017334451898,6.242585272039668,0.1452708260035642,14.2726,5.0,13.0,30.0
Kepler-1124,1,,0.129156828,443.0,0.614327561270521,3.327051619847357,0.0984802809184361,14.9389,3.0,20.0,38.0
Kepler-1125,1,,,,0.5884641361768447,4.3149429317019665,0.200878122222336,14.3949,8.0,33.0,82.0
Kepler-1126,1,,,,0.0667974679104388,11.17102063495717,0.1313907360504867,13.5888,5.0,15.0,29.0
Kepler-1127,1,,,,0.2269655799232359,4.71727696260264,0.4041063888744715,14.6039,4.0,20.0,55.0
Kepler-1129,1,,,,17.616515083213166,11.245328671161412,0.1034676677035621,14.7803,7.0,34.0,61.0
Kepler-113,1,,0.0206794012,247.0,0.042364296604954,16.046375179415783,0.6095954788483801,12.8077,5.0,9.0,21.0
Kepler-1130,1,,0.236838251,264.0,0.2752453558771252,3.5579123217959547,0.0711597005308802,11.8799,4.0,13.0,20.0
Kepler-1131,1,,,,9.215523268107804,7.760931073651475,0.0137793538131046,14.4623,5.0,21.0,51.0
Kepler-1132,1,,,,0.0788206478249808,27.028113795260555,0.1646577420189362,14.9191,0.0,8.0,15.0
Kepler-1133,1,,,,1.217979559788453,10.2216678971028,0.0888861282682164,14.2821,4.0,22.0,51.0
Kepler-1135,1,,,,2.831913605520087,7.4512983075123955,0.1290440567829549,13.828,2.0,6.0,20.0
Kepler-1136,1,,,,2.279502117669319,8.199262859100164,0.2155521160089816,14.9222,2.0,10.0,20.0
Kepler-1137,1,,0.307865649,263.0,0.7550922276654342,6.279893208455267,0.0546544989913043,12.3751,2.0,14.0,28.0
Kepler-1138,1,,,,2.812159827963439,14.120725598147908,0.1649861116281304,14.8371,2.0,6.0,29.0
Kepler-1139,1,,,,0.0812456280055832,6.413078831492304,0.1072400547534315,13.5739,5.0,18.0,32.0
Kepler-114,1,,,,0.2816047655340453,6.388836084940873,1.0005243082367308,13.0237,7.0,15.0,35.0
Kepler-1140,1,,,,0.2177509207107325,28.04030406952229,0.2223507170115824,14.8165,0.0,7.0,25.0
Kepler-1141,1,,0.0220537018,345.0,0.0040138394767401,2.8052191296532114,0.167484623744576,11.9066,2.0,8.0,32.0
Kepler-1142,1,,,,0.4327529130656959,11.658768809589583,0.2029388019233365,13.7797,3.0,18.0,42.0
Kepler-1143,1,,,,24.59234823846233,3.3355827374496907,0.1801742698991786,14.5709,5.0,16.0,42.0
Kepler-1144,1,,,,2.6634221059854193,9.879976483584588,0.2868445975446337,14.4496,15.0,28.0,51.0
Kepler-1145,1,,,,5.150388622956527,3.974159028674414,0.1112119436761484,14.8315,5.0,22.0,50.0
Kepler-1146,1,,,,2.028803568075449,11.57332171111561,0.1941373562075681,15.1732,3.0,10.0,18.0
Kepler-1147,1,,,,5.243726115239081,8.57588053454129,0.1308224633621874,14.8752,6.0,28.0,58.0
Kepler-1148,1,,,,1.4069543287571276,6.077484615180306,0.1019996263042195,14.6597,2.0,13.0,40.0
Kepler-1149,1,,,,1.5926487313667947,8.117563584209407,0.2036097507723752,14.4314,5.0,23.0,42.0
Kepler-115,1,,0.0422171466,743.0,0.0269029559170461,9.960077242602509,0.2557320950894122,12.9485,5.0,29.0,63.0
Kepler-1150,1,,,,1.8632880556949896,11.512906334715836,0.0869792768754151,13.7478,4.0,22.0,53.0
Kepler-1151,1,,,,0.7623598220326255,5.5797621582632235,0.0444931950670065,14.3484,4.0,18.0,46.0
Kepler-1152,1,,0.106047489,421.0,0.9478071923921864,15.24770871302805,0.5025987717370082,13.6628,5.0,23.0,47.0
Kepler-1153,1,,,,8.667223584313255,4.937085773559405,0.1185733782708538,15.2696,4.0,16.0,31.0
Kepler-1154,1,,,,1.1875174497453265,7.067626411331904,0.046252686748098,14.3389,18.0,67.0,142.0
Kepler-1155,1,,,,5.566727981509485,7.620384040433354,0.1159718353881599,14.2522,4.0,18.0,46.0
Kepler-1156,1,,,,1.3866281098216895,7.733778450302788,0.1622753890327794,13.6831,2.0,10.0,28.0
Kepler-1157,1,,,,0.0196480746724902,1.6532202562038434,0.4080210099864947,13.682,3.0,9.0,23.0
Kepler-1158,1,,,,0.4432410755026146,6.300226694530122,0.0626337973257137,13.1628,7.0,26.0,59.0
Kepler-1159,1,,,,20.40422011822288,7.505435944046173,0.2823965386729323,14.1001,8.0,23.0,55.0
Kepler-116,1,,,,2.148424023620494,11.199509626829729,0.0869357810998051,13.2931,5.0,25.0,62.0
Kepler-1160,1,,,,5.740635865620772,4.707494617890521,0.0382110076076391,15.2965,6.0,18.0,32.0
Kepler-1162,1,,,,129.00305642179876,18.818498642764673,0.4314703185010999,14.9515,1.0,15.0,29.0
Kepler-1163,1,,0.631861,261.0,0.557339726315654,21.09612471668747,0.035996712832411,11.7557,0.0,8.0,16.0
Kepler-1164,1,,,,0.4403114711498158,8.03093609193859,0.0389749403530599,13.5197,8.0,22.0,48.0
Kepler-1165,1,,,,4.201070793250263,11.91350956572815,0.0537764368104901,13.9708,3.0,10.0,26.0
Kepler-1166,1,,,,2.1365841386505653,10.77738635933766,0.0026533067907629,13.9408,3.0,10.0,23.0
Kepler-1167,1,,,,1.3134090365327329,5.100617183707641,0.2398646316922984,15.2776,12.0,31.0,80.0
Kepler-1168,1,,,,1.0907368856492616,7.4841698433931585,0.2344186142702068,15.0158,3.0,12.0,29.0
Kepler-1169,1,,0.295511961,565.0,0.2430188716048285,3.5171059394643343,0.0718848574177514,12.2748,6.0,38.0,73.0
Kepler-117,1,,,,0.0354715364214354,9.494490242315948,0.1612854444675058,13.8478,3.0,9.0,25.0
Kepler-1171,1,,0.210379183,1134.0,0.0750308730713052,8.333537669505906,0.0628852771448199,11.172,7.0,32.0,98.0
Kepler-1172,1,,,,15.96761306372176,16.675682920154323,0.103858629022067,15.3236,3.0,28.0,62.0
Kepler-1173,1,,,,0.2083339269097169,8.088174155567643,0.4895484440966683,13.2177,5.0,21.0,55.0
Kepler-1174,1,,,,0.0569639373341183,14.475886962737189,0.0440332906217966,13.7214,1.0,9.0,18.0
Kepler-1175,1,,,,0.2982359547663189,10.301055597685965,0.3420132040168376,15.4099,2.0,16.0,39.0
Kepler-1176,1,,,,2.6816370667607297,5.12828756862508,0.1621055071548314,14.5186,5.0,22.0,58.0
Kepler-1177,1,,,,0.3233850956284952,5.724889317456034,0.04490894720232,14.0312,2.0,10.0,21.0
Kepler-1178,1,,,,0.1266251579208462,1.6389013977400502,0.1030502630461783,13.3643,5.0,13.0,25.0
Kepler-1179,1,,,,0.8617077521683649,16.79170242845035,0.5752226321162766,13.5109,1.0,10.0,24.0
Kepler-1180,1,,,,0.6280583588133185,11.853390949809576,0.2222151436580484,14.5287,6.0,35.0,90.0
Kepler-1181,1,,,,0.0967653785655303,6.653728098100298,0.1325582538746077,13.1137,3.0,19.0,58.0
Kepler-1182,1,,,,1.174032177284935,6.422598759734064,0.1149240305526354,14.8372,15.0,46.0,76.0
Kepler-1183,1,,,,0.5158459201078399,11.685259130354998,0.0485451226694324,15.2699,7.0,36.0,68.0
Kepler-1184,1,,,,3.396878396400594,14.972094735900074,0.1487903316329384,14.498,5.0,21.0,46.0
Kepler-1185,1,,0.142203182,388.0,0.1833496140035942,8.844286147439075,0.2276617667071377,12.0699,3.0,20.0,37.0
Kepler-1186,1,,,,0.4636176913466542,29.88828223622087,0.058200761412224,14.7825,0.0,4.0,16.0
Kepler-1187,1,,,,0.0847071363456703,3.9834345513206806,0.1253623905929605,14.1065,6.0,19.0,42.0
Kepler-1188,1,,,,0.0803526122185618,24.412222457011172,0.0750088490464959,14.5294,0.0,9.0,25.0
Kepler-1189,1,,,,0.4617851895064258,1.5020476261325315,0.1468124362366765,13.7562,8.0,20.0,56.0
Kepler-119,1,,,,0.4435677879469234,2.914160593930679,0.2884954473014628,13.6953,9.0,33.0,70.0
Kepler-1190,1,,,,0.3420109414349228,12.384265886870695,0.1315380842864346,13.8287,3.0,8.0,16.0
Kepler-1191,1,,,,0.259465727163278,17.3914100482633,0.1517147822179976,14.7794,1.0,12.0,27.0
Kepler-1192,1,,,,0.9245278539272902,3.2857432918900353,0.2086905651915741,15.1878,3.0,10.0,25.0
Kepler-1193,1,,0.05169232,231.0,0.095993096242044,4.021956699865157,0.16035057612341,12.9919,5.0,13.0,24.0
Kepler-1194,1,,,,0.3402514620270234,12.16657822227788,0.2215087807727632,13.6048,4.0,24.0,75.0
Kepler-1195,1,,,,0.5351555083818899,21.724281796866727,0.2173675162783807,15.3039,0.0,15.0,28.0
Kepler-1196,1,,,,1.413839139094564,11.62807986919214,0.2281579678367508,14.343,2.0,17.0,45.0
Kepler-1197,1,,,,1.3083381342556126,4.774008601107294,0.1386491584158973,14.4234,5.0,27.0,65.0
Kepler-1198,1,,,,2.874749452936369,11.960592571155882,0.1732486519179888,14.2473,5.0,16.0,31.0
Kepler-1199,1,,,,0.2121289781883068,5.173929020969562,0.2101850820665076,12.6072,12.0,24.0,42.0
Kepler-12,1,,0.0173487253,220.0,0.2559292947991923,15.140873339198958,0.0688724659571297,12.9614,2.0,4.0,15.0
Kepler-120,1,,,,0.286233196127419,10.29664442469541,0.1831651321630124,14.0065,4.0,19.0,36.0
Kepler-1201,1,,,,0.2407686845612447,4.190775995071425,0.1765710148366777,14.227,13.0,39.0,70.0
Kepler-1203,1,,,,0.0855460576341454,7.265876309103885,0.1713402982259843,14.0801,4.0,20.0,43.0
Kepler-1204,1,,,,0.4661868296437462,9.217426223797691,0.0588375831613173,14.816,5.0,24.0,47.0
Kepler-1205,1,,,,59.5607283544559,4.141918494803972,0.052862815110517,14.5479,7.0,26.0,55.0
Kepler-1207,1,,,,0.336883701316486,10.340717757558211,0.0804852911520501,13.9921,5.0,24.0,46.0
Kepler-1206,1,,,,0.6735347385241035,11.21582167368326,0.0405438264743731,15.2659,7.0,23.0,51.0
Kepler-1209,1,,0.0517007932,253.0,0.0429575990353756,8.138503799547717,0.1510287302553314,12.0388,3.0,11.0,35.0
Kepler-121,1,,,,0.4728463053874895,14.96682836277881,0.1711497972422807,14.1155,4.0,13.0,33.0
Kepler-1210,1,,,,2.7943448412984817,10.62814254002885,0.0607437134307877,15.0466,3.0,18.0,36.0
Kepler-1211,1,,,,0.5635857452699943,11.904164974698627,0.1823232023380174,15.3535,1.0,13.0,31.0
Kepler-1212,1,,,,0.3001096773984946,7.831664623890699,0.1335858914380295,14.5562,4.0,21.0,36.0
Kepler-1213,1,,0.288132876,279.0,1.2992119305385943,11.002307816562352,0.0846736005541743,12.9266,6.0,13.0,22.0
Kepler-1214,1,,,,13.777169450876562,10.60774375956387,0.1798422633145892,14.6382,5.0,13.0,30.0
Kepler-1215,1,,,,0.3206269324505462,9.233839077206504,0.0858639521168173,13.9003,9.0,23.0,58.0
Kepler-1216,1,,,,0.7653146026480597,6.767913886650092,0.1687137217497147,14.6382,5.0,14.0,32.0
Kepler-1217,1,,,,0.0501787686681575,20.941101704967792,0.0346903279110425,14.7909,1.0,8.0,24.0
Kepler-1218,1,,,,23.253053991366613,13.743159849658728,0.3019314392273974,13.1286,3.0,15.0,35.0
Kepler-1219,1,,1.36431217,610.0,1.571809828203918,4.515176996891313,0.0953198428740033,11.7902,5.0,26.0,64.0
Kepler-122,1,,,,1.3529445576578985,5.707297614824684,0.1191503257515975,13.7867,4.0,27.0,58.0
