host,pool,gaia_ruwe,gaia_nss,gaia_gmag,gaia_sep_arcsec,gaia_source,gaia_nss_flag,gaia_ruwe_high
TIC_119625675,main,1.083,0.0,5.48613,58.44,6.648059657055492e+18,0.0,0.0
TIC_207089163,main,2.428,2.0,8.921957,29.1,4.91270268831502e+18,1.0,1.0
TIC_181165256,main,1.184,0.0,9.771879,20.1,4.987865303190815e+18,0.0,0.0
TIC_396088871,main,0.97,0.0,16.387518,2.46,6.427158081585926e+18,0.0,0.0
TIC_615820916,main,1.09,0.0,18.137094,26.88,4.71001761533832e+18,0.0,0.0
TIC_387108320,main,1.086,0.0,9.519486,5.82,6.439581046852814e+18,0.0,0.0
TIC_229152539,main,,,,,,,
TIC_319871468,main,1.205,0.0,12.664953,66.72,6.640482235229711e+18,0.0,0.0
TIC_1989357624,main,,0.0,20.781668,0.18,6.470894317673764e+18,0.0,
TIC_615895119,main,1.016,0.0,18.795258,37.8,4.903020109745922e+18,0.0,0.0
TIC_374344761,main,1.225,0.0,10.866178,107.34,6.427284422343978e+18,0.0,0.0
TIC_197763832,main,0.919,0.0,12.236085,12.06,6.458875414337253e+18,0.0,0.0
TIC_182455692,main,1.161,0.0,15.047792,24.72,6.716001706052419e+18,0.0,0.0
TIC_97467784,main,0.974,0.0,6.037311,23.58,5.035658256149681e+18,0.0,0.0
TIC_147426184,main,1.183,0.0,6.980727,18.54,4.948885004644964e+18,0.0,0.0
TIC_155918800,main,1.045,0.0,9.187215,56.220000000000006,4.977260582261709e+18,0.0,0.0
TIC_217388741,main,1.193,0.0,16.086231,28.74,5.952841302373107e+18,0.0,0.0
TIC_368764305,main,0.882,0.0,8.801493,4.62,5.949908221995768e+18,0.0,0.0
TIC_2026510982,main,0.969,0.0,18.852724,38.28,6.405546729567289e+18,0.0,0.0
TIC_118433984,main,1.13,0.0,14.415947,63.24,6.647832333024946e+18,0.0,0.0
TIC_120125656,main,0.941,0.0,18.485756,24.959999999999997,6.649634462643442e+18,0.0,0.0
TIC_1923339269,main,0.948,0.0,15.713945,44.7,6.64248908446861e+18,0.0,0.0
TIC_2026684183,main,0.961,0.0,18.840492,37.8,6.41222275801293e+18,0.0,0.0
TIC_410308760,main,1.066,0.0,8.374711,14.16,6.641322051660916e+18,0.0,0.0
TIC_631801463,main,1.036,0.0,18.696377,30.54,4.942033050042466e+18,0.0,0.0
TIC_58011734,main,0.73,0.0,13.116445,11.64,4.039184573138813e+18,0.0,0.0
TIC_238813498,main,,,,,,,
TIC_86519789,main,1.318,0.0,6.147855,17.88,6.719878657084604e+18,0.0,0.0
TIC_469933721,main,0.997,0.0,6.083258,78.36,6.499534465275855e+18,0.0,0.0
TIC_632213914,main,1.037,0.0,19.263147,41.1,5.035346952624238e+18,0.0,0.0
TIC_313940604,main,1.732,0.0,8.795389,11.94,6.723847172504003e+18,0.0,1.0
TIC_466239023,main,0.984,0.0,9.178467,23.76,6.430264786050812e+18,0.0,0.0
TIC_466202092,main,0.991,0.0,17.931871,0.18,6.427690176495593e+18,0.0,0.0
TIC_122015813,main,1.129,0.0,18.300524,0.3,5.963706955471021e+18,0.0,0.0
TIC_397245443,main,0.983,4.0,9.432956,21.72,6.708734041572334e+18,1.0,0.0
TIC_2055637389,main,1.026,0.0,19.37081,3.0,6.530347209195388e+18,0.0,0.0
TIC_355651607,main,1.1,0.0,9.154226,28.5,6.496703428991365e+18,0.0,0.0
TIC_101935408,main,2.564,3.0,8.710186,7.14,4.985750701811599e+18,1.0,1.0
TIC_325338668,main,1.09,0.0,8.847593,28.56,6.382954793569905e+18,0.0,0.0
TIC_115445124,main,1.076,0.0,9.262451,12.42,4.997383397393182e+18,0.0,0.0
TIC_218847461,main,0.965,0.0,16.085377,5.94,5.952279250126815e+18,0.0,0.0
TIC_370144860,main,1.021,0.0,16.526327,16.860000000000003,6.455867360977953e+18,0.0,0.0
TIC_321982520,main,1.075,0.0,12.466855,24.66,4.977863526949757e+18,0.0,0.0
TIC_6726903,main,3.426,0.0,9.725978,6.0,6.662187385037739e+18,0.0,1.0
TIC_421990667,main,0.974,0.0,15.226044,82.32000000000001,6.448025712768293e+18,0.0,0.0
TIC_229806012,main,0.984,0.0,8.455822,24.18,6.557260749877927e+18,0.0,0.0
TIC_218462469,main,1.024,0.0,19.599792,51.9,5.952501454559959e+18,0.0,0.0
TIC_1922871290,main,0.999,0.0,17.225826,4.86,6.445899463439237e+18,0.0,0.0
TIC_1922530002,main,1.004,0.0,17.540724,74.10000000000001,6.428770481026985e+18,0.0,0.0
TIC_348340304,main,0.995,0.0,18.026384,45.84,5.938347402660132e+18,0.0,0.0
TIC_122542393,main,1.017,0.0,6.329936,33.18,4.965966570617328e+18,0.0,0.0
TIC_365559943,main,1.003,0.0,13.577106,5.3999999999999995,6.634073388115257e+18,0.0,0.0
TIC_2026272506,main,1.033,0.0,19.174305,49.5,6.397304549887865e+18,0.0,0.0
TIC_122669437,main,1.042,0.0,11.92742,15.78,5.049845941877996e+18,0.0,0.0
TIC_616181144,main,1.041,0.0,18.208103,31.02,4.931501588370743e+18,0.0,0.0
TIC_320427375,main,1.089,0.0,13.271521,34.32,6.64079886021895e+18,0.0,0.0
TIC_123366534,main,1.152,0.0,10.898663,82.98,4.971259104197395e+18,0.0,0.0
TIC_234998454,main,,,,,,,
TIC_631802513,main,1.031,0.0,19.179659,23.34,4.942124137709231e+18,0.0,0.0
TIC_1701348858,main,0.964,0.0,17.541935,11.28,6.726073614864258e+18,0.0,0.0
TIC_410348210,main,1.127,0.0,10.934982,38.76,6.420817369828026e+18,0.0,0.0
TIC_631772471,main,1.055,0.0,18.302341,29.58,4.939375466013767e+18,0.0,0.0
TIC_97009571,main,1.023,0.0,8.708777,6.42,5.945987500951905e+18,0.0,0.0
TIC_31753640,main,0.979,0.0,8.936058,7.14,5.948917527656005e+18,0.0,0.0
TIC_382463935,main,1.014,0.0,16.889532,73.26,6.528026659841833e+18,0.0,0.0
TIC_616220494,main,1.034,0.0,20.031517,2.82,4.972555149231838e+18,0.0,0.0
TIC_234634402,main,1.385,0.0,9.289774,3.36,5.942546746797596e+18,0.0,0.0
TIC_1816721304,main,1.026,0.0,18.809935,45.54,6.633160960961876e+18,0.0,0.0
TIC_1923834795,main,1.04,0.0,18.82068,16.740000000000002,6.660471799004275e+18,0.0,0.0
TIC_234998611,main,0.989,0.0,11.72346,42.84,6.390583510185608e+18,0.0,0.0
TIC_2027068347,main,1.41,0.0,17.342476,49.86,6.511033020439776e+18,0.0,1.0
TIC_2054976416,main,1.038,0.0,17.280333,91.68,6.393157161963396e+18,0.0,0.0
TIC_320007483,main,1.054,0.0,8.839737,4.74,6.639012016384035e+18,0.0,0.0
TIC_632036098,main,1.003,0.0,18.723646,66.96000000000001,4.969461059086808e+18,0.0,0.0
TIC_2054843848,main,0.958,0.0,18.29696,1.92,6.387326756743749e+18,0.0,0.0
TIC_60890714,main,0.995,0.0,17.357529,17.58,6.723176088144982e+18,0.0,0.0
TIC_1819938083,main,0.976,0.0,17.626125,33.660000000000004,6.713895080429029e+18,0.0,0.0
TIC_337663163,main,1.071,0.0,14.744088,24.84,6.727806342108103e+18,0.0,0.0
TIC_291897342,main,0.978,0.0,15.970256,3.48,6.706817760312721e+18,0.0,0.0
TIC_2055614768,main,0.938,0.0,19.244219,3.24,6.528585173092434e+18,0.0,0.0
TIC_74184368,main,1.006,0.0,6.184005,10.2,5.912778126621536e+18,0.0,0.0
TIC_2027015442,main,1.226,0.0,19.560797,4.4399999999999995,6.508620623207871e+18,0.0,0.0
TIC_101932572,main,0.98,0.0,9.343568,36.06,4.982506833272332e+18,0.0,0.0
TIC_370232454,main,0.988,0.0,8.923193,13.26,6.458753819518544e+18,0.0,0.0
TIC_139756492,main,,,,,,,
TIC_1990133353,main,0.926,0.0,18.308773,18.78,6.666721216937319e+18,0.0,0.0
TIC_80259373,main,1.869,0.0,11.054078,88.38000000000001,4.980256132969096e+18,0.0,1.0
TIC_219332944,main,1.122,0.0,9.239308,33.779999999999994,6.504523396207262e+18,0.0,0.0
TIC_324315815,main,1.002,0.0,16.090023,2.46,6.654046115615498e+18,0.0,0.0
TIC_147469769,main,0.944,0.0,12.243748,5.52,5.048898880113236e+18,0.0,0.0
TIC_55856763,main,,,,,,,
TIC_152319110,main,1.019,0.0,17.802586,47.46,4.965130769981823e+18,0.0,0.0
TIC_111457688,main,1.148,0.0,15.381859,45.36,5.958115629674162e+18,0.0,0.0
TIC_270315406,main,1.225,0.0,11.641694,3.24,4.983899158589781e+18,0.0,0.0
TIC_424941570,main,1.109,0.0,11.939022,29.82,6.645123716190128e+18,0.0,0.0
TIC_320783984,main,1.836,0.0,8.400643,19.56,6.448914113868036e+18,0.0,1.0
TIC_218585950,main,0.834,0.0,6.310953,8.040000000000001,5.952141467573257e+18,0.0,0.0
TIC_410118578,main,1.019,0.0,9.477015,10.92,6.396808296482295e+18,0.0,0.0
TIC_206327797,main,1.686,0.0,11.021906,128.94,6.523442177388624e+18,0.0,1.0
TIC_161167878,main,1.046,0.0,5.665264,21.78,6.517408946633871e+18,0.0,0.0
TIC_238171952,main,,,,,,,
TIC_129739691,main,1.02,0.0,12.07387,88.56,4.966426406995951e+18,0.0,0.0
TIC_469882306,main,1.22,0.0,14.211904,105.12,6.395349897387335e+18,0.0,0.0
TIC_355510058,main,1.072,0.0,9.120608,8.459999999999999,4.903228986891549e+18,0.0,0.0
TIC_466201150,main,1.059,0.0,14.659797,85.38,6.430342164179238e+18,0.0,0.0
TIC_293482762,main,1.058,0.0,14.684386,19.32,6.388277426280202e+18,0.0,0.0
TIC_1923918618,main,0.976,0.0,19.036222,81.78,6.663646432669118e+18,0.0,0.0
TIC_632112445,main,0.992,0.0,18.936665,21.0,5.014454792882481e+18,0.0,0.0
TIC_1988303319,main,1.001,0.0,19.015757,72.72,6.42274807358817e+18,0.0,0.0
TIC_56584594,main,0.912,0.0,14.721286,18.42,4.038802699008904e+18,0.0,0.0
TIC_129028414,main,1.222,0.0,8.718406,6.42,6.6708628753759e+18,0.0,0.0
TIC_166761226,main,1.043,0.0,14.545995,59.94,4.939012317940175e+18,0.0,0.0
TIC_464422047,main,1.057,2.0,7.375747,7.26,6.43936771153609e+18,1.0,0.0
TIC_178153166,main,5.337,1.0,5.705175,51.96,5.049456714761695e+18,1.0,1.0
TIC_237907939,main,0.953,0.0,14.179864,13.74,4.716642550852733e+18,0.0,0.0
TIC_404027788,main,1.017,0.0,8.6365,9.72,6.658689975986848e+18,0.0,0.0
TIC_315974151,main,1.111,0.0,6.875123,5.279999999999999,6.729562983697205e+18,0.0,0.0
TIC_59553392,main,2.445,0.0,14.560636,19.74,4.039205395141545e+18,0.0,1.0
TIC_75215275,main,0.966,0.0,15.705664,8.040000000000001,5.918259604394265e+18,0.0,0.0
TIC_165124200,main,1.292,0.0,10.893252,41.52,5.045037983688511e+18,0.0,0.0
TIC_406274238,main,0.976,0.0,10.010929,12.66,6.410058992144751e+18,0.0,0.0
TIC_57237703,main,1.53,0.0,16.045715,7.08,4.039562324108081e+18,0.0,1.0
TIC_381042803,main,0.955,0.0,15.439374,8.94,6.635294945534345e+18,0.0,0.0
TIC_382074000,main,1.035,0.0,8.997356,8.4,6.434788245606453e+18,0.0,0.0
TIC_61648669,main,0.808,0.0,6.735059,3.1199999999999997,4.038486868661239e+18,0.0,0.0
TIC_1324628915,main,1.12,0.0,11.501878,23.58,5.935954697908413e+18,0.0,0.0
TIC_143850430,main,1.1,0.0,10.273276,32.7,6.559785675252767e+18,0.0,0.0
TIC_394007775,main,11.62,0.0,4.239373,47.04,6.413081274731392e+18,0.0,1.0
TIC_234512399,main,1.119,0.0,4.356992,68.46000000000001,4.710091076458785e+18,0.0,0.0
TIC_260795157,main,,,,,,,
TIC_6667908,main,1.138,0.0,10.387739,58.92,6.650690376064631e+18,0.0,0.0
TIC_347385146,main,0.8,0.0,11.793932,29.16,5.939309956370226e+18,0.0,0.0
TIC_1688913422,main,1.043,0.0,18.960793,23.52,6.436558042713e+18,0.0,0.0
TIC_217960854,main,0.822,0.0,10.649651,45.96,5.950307512182908e+18,0.0,0.0
TIC_1694168491,main,0.991,0.0,17.788208,10.08,6.707796256933226e+18,0.0,0.0
TIC_70553218,main,1.168,0.0,10.323379,43.44,4.971732821909385e+18,0.0,0.0
TIC_277748318,main,0.985,0.0,8.747268,10.62,6.399450766521363e+18,0.0,0.0
TIC_1988853839,main,1.041,0.0,6.531619,88.67999999999999,6.450817578949551e+18,0.0,0.0
TIC_87610100,main,1.119,0.0,12.834457,28.68,6.707854088678647e+18,0.0,0.0
TIC_328314357,main,0.914,0.0,14.034424,30.3,4.035414558278792e+18,0.0,0.0
TIC_469947256,main,1.224,0.0,14.050921,39.96,4.927307260748227e+18,0.0,0.0
TIC_219119796,main,3.005,0.0,9.152521,2.52,6.506827835138952e+18,0.0,1.0
TIC_1988365600,main,5.58,0.0,11.025185,32.82,6.424236576111498e+18,0.0,1.0
TIC_87538742,main,0.932,0.0,16.918867,6.119999999999999,6.71986178645268e+18,0.0,0.0
TIC_2055425591,main,1.035,0.0,17.63474,55.92,6.512446923673498e+18,0.0,0.0
TIC_389281962,main,0.996,0.0,15.5261,18.18,5.959165869421175e+18,0.0,0.0
TIC_158623009,main,,,,,,,
TIC_277749000,main,1.004,0.0,15.27877,19.44,6.399398436639812e+18,0.0,0.0
TIC_41955433,main,0.997,0.0,13.055247,26.76,5.009769567679092e+18,0.0,0.0
TIC_1989803410,main,0.946,0.0,18.873968,50.879999999999995,6.481261161839867e+18,0.0,0.0
TIC_74052889,main,1.073,0.0,16.163843,7.56,5.919510745551983e+18,0.0,0.0
TIC_88139561,main,3.888,0.0,11.16971,27.18,6.720232596745774e+18,0.0,1.0
TIC_95814516,main,0.849,0.0,10.801765,23.1,5.946420399306895e+18,0.0,0.0
TIC_632005140,main,1.153,0.0,19.13334,71.88,4.96609294573564e+18,0.0,0.0
TIC_158064206,main,0.976,0.0,6.137025,112.98,6.704535796937207e+18,0.0,0.0
TIC_246692621,main,1.002,0.0,16.120176,21.119999999999997,6.711815525985191e+18,0.0,0.0
TIC_321067696,main,0.95,0.0,10.876823,12.72,5.045437862323586e+18,0.0,0.0
TIC_38820440,main,1.004,0.0,14.107277,14.64,4.703832209596985e+18,0.0,0.0
TIC_1699173003,main,1.006,0.0,17.991426,44.76,6.724711796652383e+18,0.0,0.0
TIC_337277574,main,0.979,0.0,16.69513,3.3,5.917905114972804e+18,0.0,0.0
TIC_403221905,main,,,,,,,
TIC_316340963,main,1.043,0.0,16.115778,26.22,6.729773952491514e+18,0.0,0.0
TIC_102071750,main,1.442,0.0,13.337708,159.18,4.933592687688141e+18,0.0,1.0
TIC_2055742369,main,1.005,0.0,18.730885,30.48,6.539239891740218e+18,0.0,0.0
TIC_1989135068,main,0.993,0.0,18.594048,15.0,6.463612630120112e+18,0.0,0.0
TIC_41859749,main,5.557,0.0,12.353804,23.76,4.985170842570464e+18,0.0,1.0
TIC_319244608,main,0.999,0.0,5.315298,83.58,6.498723334930625e+18,0.0,0.0
TIC_1923327491,main,1.033,0.0,17.90641,24.6,6.642323156995855e+18,0.0,0.0
TIC_166766868,main,1.037,0.0,10.264693,15.9,4.938957754675671e+18,0.0,0.0
TIC_144331448,main,1.16,0.0,8.759734,18.9,6.531574165387286e+18,0.0,0.0
TIC_2026226405,main,0.977,0.0,18.792368,32.400000000000006,6.39596892243373e+18,0.0,0.0
TIC_237339854,main,,0.0,14.49759,3.1799999999999997,6.490145460609118e+18,0.0,
TIC_1989494111,main,1.063,0.0,18.898743,21.18,6.473486480761033e+18,0.0,0.0
TIC_2026649904,main,1.084,0.0,18.581411,56.459999999999994,6.410871252064351e+18,0.0,0.0
TIC_616150270,main,1.033,0.0,18.48164,88.92,4.926674178272814e+18,0.0,0.0
TIC_281597526,main,0.983,0.0,10.987475,45.66,4.921350450346378e+18,0.0,0.0
TIC_2026639006,main,0.974,0.0,19.218834,37.86,6.410489343572262e+18,0.0,0.0
TIC_304932098,main,0.988,0.0,12.95035,8.76,6.656246414475108e+18,0.0,0.0
TIC_314940056,main,1.027,0.0,14.713984,17.82,6.733022700117491e+18,0.0,0.0
TIC_216904777,main,0.767,0.0,7.638333,31.200000000000003,5.953645324571793e+18,0.0,0.0
TIC_2026335003,main,1.055,0.0,18.785778,45.9,6.399332843898137e+18,0.0,0.0
TIC_215335274,main,1.101,0.0,10.991885,15.72,5.049382081114193e+18,0.0,0.0
TIC_118840289,main,0.99,0.0,6.929688,27.48,6.648250181802162e+18,0.0,0.0
TIC_85645958,main,0.961,0.0,9.278496,7.44,6.724219254124072e+18,0.0,0.0
TIC_409889015,main,8.921,3.0,9.032669,64.56,6.420597089545019e+18,1.0,1.0
TIC_33444592,main,0.975,0.0,16.291042,46.620000000000005,5.02333365851504e+18,0.0,0.0
TIC_229098021,main,1.045,0.0,6.359333,14.58,4.933752460472321e+18,0.0,0.0
TIC_318606698,main,,,,,,,
TIC_1689485668,main,0.893,0.0,19.00559,75.96000000000001,6.631460291351544e+18,0.0,0.0
TIC_320003784,main,1.191,0.0,5.628267,9.72,6.642067009442656e+18,0.0,0.0
TIC_219942866,main,1.13,0.0,14.38623,49.98,6.446197877766957e+18,0.0,0.0
TIC_339269863,main,1.062,0.0,16.89793,57.72,6.440610262752705e+18,0.0,0.0
TIC_7220124,main,1.258,0.0,13.214519,141.96,4.956900306972551e+18,0.0,0.0
TIC_616397280,main,0.968,0.0,19.176502,8.52,4.988536829914408e+18,0.0,0.0
TIC_616117470,main,1.057,0.0,12.530181,9.84,4.924218114110807e+18,0.0,0.0
TIC_220015845,main,0.998,0.0,11.307757,33.959999999999994,4.93786243493593e+18,0.0,0.0
TIC_122557588,main,1.46,3.0,11.966942,30.42,5.062161017568648e+18,1.0,1.0
TIC_2026310770,main,1.029,0.0,18.838696,37.5,6.398556996710353e+18,0.0,0.0
TIC_2026395913,main,0.996,0.0,18.676386,11.34,6.401927515245863e+18,0.0,0.0
TIC_32432302,main,3.53,0.0,9.591197,15.54,5.017371694151632e+18,0.0,1.0
TIC_425718825,main,1.093,0.0,18.901009,4.62,6.664434370191547e+18,0.0,0.0
TIC_1555540448,main,1.036,0.0,17.217619,5.76,4.0374587222433085e+18,0.0,0.0
TIC_631730733,main,0.984,0.0,18.21637,62.28,4.935615750426856e+18,0.0,0.0
TIC_197978655,main,1.017,0.0,13.518251,12.36,6.458785224319498e+18,0.0,0.0
TIC_142316211,main,7.183,0.0,11.959432,33.42,4.947547242591252e+18,0.0,1.0
TIC_2055325409,main,0.998,0.0,16.635523,26.28,6.500707506742999e+18,0.0,0.0
TIC_469111368,main,0.84,0.0,12.159858,30.42,4.040053324761167e+18,0.0,0.0
TIC_160662807,main,1.045,0.0,15.284385,10.98,6.703187688308249e+18,0.0,0.0
TIC_410413679,main,10.374,3.0,8.53381,19.98,6.463133758447634e+18,1.0,1.0
TIC_123368775,main,,,,,,,
TIC_340784762,main,,0.0,9.795464,60.36,4.963415561905673e+18,0.0,
TIC_394586150,main,1.11,0.0,12.704144,21.18,6.406546430451163e+18,0.0,0.0
TIC_267061192,main,0.818,0.0,11.302631,115.5,6.386870979109732e+18,0.0,0.0
TIC_63752207,main,0.862,0.0,12.468117,44.28,4.038288402441593e+18,0.0,0.0
TIC_631813671,main,1.032,0.0,18.10325,21.299999999999997,4.943167544181309e+18,0.0,0.0
TIC_371836821,main,1.129,0.0,10.003756,14.82,6.425634845664377e+18,0.0,0.0
TIC_410135796,main,7.063,0.0,17.35443,23.04,6.392174026770463e+18,0.0,1.0
TIC_175516473,main,2.726,0.0,12.265576,10.62,5.045886841024935e+18,0.0,1.0
TIC_419610509,main,2.778,2.0,8.710368,133.07999999999998,6.400161703868445e+18,1.0,1.0
TIC_265438551,main,1.587,0.0,8.562247,57.0,6.452290684012213e+18,0.0,1.0
TIC_144398582,main,1.027,2.0,8.635303,18.24,6.524529143417344e+18,1.0,0.0
TIC_412565479,main,1.051,0.0,15.331338,31.860000000000003,5.92531156276257e+18,0.0,0.0
TIC_231014229,main,1.128,0.0,12.289909,29.16,4.91144364012597e+18,0.0,0.0
TIC_291323158,main,0.939,0.0,15.426818,6.66,5.922313503778543e+18,0.0,0.0
TIC_469486096,main,0.909,0.0,9.294864,4.0200000000000005,5.956762160834931e+18,0.0,0.0
TIC_1923928581,main,1.072,0.0,17.842384,53.88,6.663730824484537e+18,0.0,0.0
TIC_1816612493,main,0.927,0.0,16.267649,5.159999999999999,6.632371584626985e+18,0.0,0.0
TIC_231043644,main,1.087,0.0,13.874223,77.22,4.719526088816625e+18,0.0,0.0
TIC_615931560,main,0.99,0.0,18.020761,30.84,4.905246861310851e+18,0.0,0.0
TIC_354606680,main,3.593,1.0,12.904923,54.06,4.915956589897978e+18,1.0,1.0
TIC_327535003,main,0.947,0.0,15.261191,7.68,4.035877654477649e+18,0.0,0.0
TIC_118191232,main,0.929,0.0,13.857572,35.28,6.647711455465784e+18,0.0,0.0
TIC_115243030,main,0.859,0.0,17.092766,100.74,4.996795399190163e+18,0.0,0.0
TIC_632045167,main,1.05,0.0,17.85274,14.1,4.970446530746297e+18,0.0,0.0
TIC_80510448,main,0.944,0.0,9.465311,65.94,4.985622780505935e+18,0.0,0.0
TIC_1923574480,main,1.009,0.0,16.411732,13.86,6.646696778029345e+18,0.0,0.0
TIC_32283654,main,2.882,0.0,12.362872,4.140000000000001,5.022873611683012e+18,0.0,1.0
TIC_123368317,main,2.558,0.0,11.544259,58.68,4.971212787270087e+18,0.0,1.0
TIC_2026518033,main,0.965,0.0,17.259596,85.56,6.405788523342469e+18,0.0,0.0
TIC_146281075,main,1.048,0.0,14.020446,18.54,4.966616588147917e+18,0.0,0.0
TIC_91639398,main,0.941,0.0,11.73297,20.46,4.952175464989559e+18,0.0,0.0
TIC_382388897,main,0.971,0.0,8.727198,11.34,6.421955669302538e+18,0.0,0.0
TIC_86026857,main,0.962,0.0,17.070047,7.0200000000000005,6.724302434726125e+18,0.0,0.0
TIC_75754937,main,0.948,0.0,14.040376,8.52,5.917966447104786e+18,0.0,0.0
TIC_91638759,main,1.099,0.0,11.39395,2.76,4.953862356344523e+18,0.0,0.0
TIC_337554634,main,0.786,0.0,9.409925,70.98,6.724888611863577e+18,0.0,0.0
TIC_58115865,main,0.826,0.0,13.735218,6.66,4.0391668479098465e+18,0.0,0.0
TIC_2026484856,main,1.031,0.0,17.749296,18.42,6.404591120818479e+18,0.0,0.0
TIC_423184161,main,1.144,0.0,13.245493,83.16,6.646454675015039e+18,0.0,0.0
TIC_1990353279,main,1.048,0.0,19.246693,22.26,6.672380575083988e+18,0.0,0.0
TIC_615811390,main,1.016,0.0,19.15811,44.94,4.709485653573412e+18,0.0,0.0
TIC_425884418,main,6.694,1.0,6.493577,26.34,6.49494596273319e+18,1.0,1.0
TIC_616400506,main,0.971,0.0,17.753082,31.44,4.988885027208522e+18,0.0,0.0
TIC_632185829,main,,0.0,20.475765,4.08,5.023684540162962e+18,0.0,
TIC_24221393,main,0.937,0.0,15.621357,18.54,5.954513973118163e+18,0.0,0.0
TIC_91642889,main,4.246,0.0,11.402792,34.379999999999995,4.952410932276456e+18,0.0,1.0
TIC_215335145,main,0.886,0.0,10.669016,96.48,5.045470469715752e+18,0.0,0.0
TIC_308225642,main,0.921,0.0,11.135785,21.36,4.952345751852834e+18,0.0,0.0
TIC_165124024,main,0.913,0.0,12.166762,7.56,5.045147690036522e+18,0.0,0.0
TIC_345084985,main,1.012,0.0,16.81811,2.52,6.634533396289597e+18,0.0,0.0
TIC_67643537,main,1.137,0.0,10.803102,18.3,5.0293980836188e+18,0.0,0.0
TIC_260908898,main,1.047,0.0,13.976564,44.88,5.925768822162249e+18,0.0,0.0
TIC_117875006,main,1.057,0.0,8.540205,7.62,5.000678015266043e+18,0.0,0.0
TIC_1988290438,main,1.007,0.0,17.930029,50.7,6.422475807021976e+18,0.0,0.0
TIC_320264006,main,1.136,2.0,12.203512,26.76,6.640691344300642e+18,1.0,0.0
TIC_363221678,main,1.373,0.0,8.080923,18.42,5.948130071163091e+18,0.0,0.0
TIC_214492161,main,0.966,0.0,14.315582,10.98,5.950155131080735e+18,0.0,0.0
TIC_304308206,main,1.469,0.0,16.552986,16.68,5.946219635332796e+18,0.0,1.0
TIC_60925817,main,1.046,0.0,13.522674,25.02,4.039372967587862e+18,0.0,0.0
TIC_326414365,main,1.04,0.0,14.8744,66.24000000000001,4.037155360130222e+18,0.0,0.0
TIC_74828242,main,1.148,0.0,8.358328,142.02,5.918246788210788e+18,0.0,0.0
TIC_631717134,main,1.034,0.0,18.831276,57.18,4.931365489447491e+18,0.0,0.0
TIC_97470230,main,0.914,0.0,13.811089,36.84,5.038445037090109e+18,0.0,0.0
TIC_281497804,main,3.855,0.0,9.328948,47.82,4.91854638645729e+18,0.0,1.0
TIC_277800037,main,1.027,0.0,7.862012,22.8,6.384882993367083e+18,0.0,0.0
TIC_49617121,main,0.962,0.0,9.430821,11.16,4.950527228339871e+18,0.0,0.0
TIC_616044320,main,1.101,0.0,19.05042,26.64,4.919115963544608e+18,0.0,0.0
TIC_101510856,main,0.983,0.0,15.238461,16.02,6.666273165947579e+18,0.0,0.0
TIC_206360745,main,1.079,0.0,15.637934,27.42,6.497413095027348e+18,0.0,0.0
TIC_2054968505,main,0.961,0.0,18.835075,6.0600000000000005,6.392809746353318e+18,0.0,0.0
TIC_372300399,main,1.016,0.0,7.736982,21.72,6.375292709353221e+18,0.0,0.0
TIC_631648208,main,1.32,0.0,17.910437,50.52,4.91262963951094e+18,0.0,0.0
TIC_257723089,main,1.049,0.0,8.830138,28.92,5.063486139537276e+18,0.0,0.0
TIC_1694808383,main,0.955,0.0,18.415035,9.12,6.70954131932883e+18,0.0,0.0
TIC_61851778,main,1.077,0.0,14.342287,15.78,6.664239073734186e+18,0.0,0.0
TIC_1989253004,main,1.0,0.0,17.768984,51.18,6.468599495173505e+18,0.0,0.0
TIC_216655307,main,1.009,0.0,17.478886,13.14,5.959745037127924e+18,0.0,0.0
TIC_469903573,main,0.849,0.0,8.359535,77.46,6.510371698554297e+18,0.0,0.0
TIC_631615384,main,1.074,0.0,18.918036,17.279999999999998,4.909656594429459e+18,0.0,0.0
TIC_2027102142,main,1.043,0.0,18.968067,69.6,6.517001749374635e+18,0.0,0.0
TIC_139132083,main,0.964,2.0,9.421096,22.02,6.51553727290234e+18,1.0,0.0
TIC_1689820764,main,1.018,0.0,18.480253,120.36,6.635308895588123e+18,0.0,0.0
TIC_281597528,main,1.279,0.0,12.261057,46.26,4.92134749540888e+18,0.0,0.0
TIC_281670786,main,1.137,0.0,17.720583,36.96,4.920350474584208e+18,0.0,0.0
TIC_219322317,main,0.993,2.0,12.64673,18.6,6.460596841524513e+18,1.0,0.0
TIC_237313550,main,0.97,0.0,15.891918,51.6,6.394778525002127e+18,0.0,0.0
TIC_75465441,main,1.005,0.0,16.240246,22.62,5.918596501632179e+18,0.0,0.0
TIC_1922424569,main,,,,,,,
TIC_129739340,main,1.193,0.0,17.612656,50.099999999999994,4.964089291951801e+18,0.0,0.0
TIC_206542524,main,,,,,,,
TIC_2055548658,main,1.034,0.0,18.521194,28.799999999999997,6.523877785856431e+18,0.0,0.0
TIC_312274666,main,0.805,0.0,5.620285,39.3,6.726809875309381e+18,0.0,0.0
TIC_262335479,main,3.455,0.0,11.05789,5.159999999999999,5.960542625409875e+18,0.0,1.0
TIC_117396321,main,1.008,2.0,8.788926,38.82,5.000197356886092e+18,1.0,0.0
TIC_364071860,main,1.015,0.0,12.522337,14.52,5.921035145398788e+18,0.0,0.0
TIC_355706079,main,1.05,0.0,15.067111,25.98,4.900003810049592e+18,0.0,0.0
