host,pool,gaia_ruwe,gaia_nss,gaia_gmag,gaia_sep_arcsec,gaia_source,gaia_nss_flag,gaia_ruwe_high
TIC_254038934,main,1.029,0.0,14.959727,9.24,6.71594309263543e+18,0.0,0.0
TIC_206352088,main,1.085,2.0,9.602583,77.4,6.522474023042654e+18,1.0,0.0
TIC_616604712,main,1.015,0.0,19.058842,63.120000000000005,5.013985022244403e+18,0.0,0.0
TIC_91320365,main,1.069,0.0,15.541738,35.16,6.708547330754105e+18,0.0,0.0
TIC_166674855,main,1.111,0.0,11.659189,73.38000000000001,4.938707993737215e+18,0.0,0.0
TIC_2026574437,main,1.017,0.0,18.901958,52.2,6.40823970842171e+18,0.0,0.0
TIC_234299476,main,1.048,0.0,9.676346,120.48,6.488114422112039e+18,0.0,0.0
TIC_152360195,main,0.939,0.0,12.235468,37.74,5.044579315541125e+18,0.0,0.0
TIC_219306160,main,1.085,0.0,8.535825,28.38,6.45305384816138e+18,0.0,0.0
TIC_2054984267,main,0.933,0.0,18.296347,18.48,6.393491890239404e+18,0.0,0.0
TIC_79055422,main,1.252,0.0,18.009766,34.739999999999995,6.478023447990058e+18,0.0,0.0
TIC_425937794,main,0.925,0.0,8.717582,6.54,4.900555077692004e+18,0.0,0.0
TIC_347775136,main,1.044,0.0,16.599527,12.18,5.935989538686237e+18,0.0,0.0
TIC_464314542,main,8.692,0.0,7.582542,41.58,6.437541354003901e+18,0.0,1.0
TIC_158060053,main,1.0,0.0,15.729839,25.32,6.655452395282168e+18,0.0,0.0
TIC_340106897,main,2.011,1.0,11.655375,21.36,6.705633929879717e+18,1.0,1.0
TIC_1989646927,main,1.009,0.0,16.741295,8.639999999999999,6.476684169811864e+18,0.0,0.0
TIC_33542596,main,1.041,0.0,13.835889,36.9,5.95563846428802e+18,0.0,0.0
TIC_355335662,main,1.303,0.0,13.342191,5.76,6.64590378533543e+18,0.0,0.0
TIC_341309049,main,1.004,0.0,9.268445,13.98,6.449321521581839e+18,0.0,0.0
TIC_80315364,main,,,,,,,
TIC_261462443,main,,,,,,,
TIC_368474784,main,1.063,0.0,14.842274,27.48,5.957978293795451e+18,0.0,0.0
TIC_2026328978,main,1.023,0.0,18.281204,37.26,6.399135339827284e+18,0.0,0.0
TIC_118826478,main,3.332,0.0,10.452888,35.46,5.00077095835846e+18,0.0,1.0
TIC_404777477,main,0.96,0.0,5.823505,43.5,6.654395421010025e+18,0.0,0.0
TIC_220490418,main,1.188,0.0,4.896874,83.39999999999999,6.49343032031333e+18,0.0,0.0
TIC_160188131,main,1.287,2.0,8.999919,21.84,4.979031861132065e+18,1.0,0.0
TIC_218573570,main,0.95,0.0,8.945136,10.86,5.950028098795819e+18,0.0,0.0
TIC_2026258256,main,1.007,0.0,17.096815,13.62,6.396880245774553e+18,0.0,0.0
TIC_370134610,main,1.529,2.0,11.834511,57.84,6.467414152917819e+18,1.0,1.0
TIC_412823483,main,1.032,0.0,15.676361,39.120000000000005,5.92223062378016e+18,0.0,0.0
TIC_230946694,main,1.117,0.0,13.330856,49.86,6.643133123404935e+18,0.0,0.0
TIC_2026761072,main,0.956,0.0,18.236004,45.66,6.45891503111505e+18,0.0,0.0
TIC_325177252,main,0.983,0.0,8.839479,13.56,6.385789811286941e+18,0.0,0.0
TIC_21466050,main,1.002,0.0,18.097132,33.6,5.956551879242349e+18,0.0,0.0
TIC_616436730,main,0.962,0.0,19.173767,86.03999999999999,4.992175247034959e+18,0.0,0.0
TIC_234996933,main,13.425,0.0,10.02,21.0,6.48685620285311e+18,0.0,1.0
TIC_166317799,main,1.092,0.0,8.764006,4.140000000000001,6.645841220543266e+18,0.0,0.0
TIC_321067502,main,1.008,0.0,11.35875,29.22,5.046134334220382e+18,0.0,0.0
TIC_123254982,main,1.003,0.0,9.65191,6.84,5.017128873881809e+18,0.0,0.0
TIC_75221337,main,1.096,2.0,9.262392,7.74,5.91803719380667e+18,1.0,0.0
TIC_1924161836,main,1.05,0.0,16.270342,20.46,6.670347032624132e+18,0.0,0.0
TIC_76389306,main,0.946,0.0,16.913113,6.359999999999999,5.920128396203382e+18,0.0,0.0
TIC_631877493,main,0.978,0.0,17.604116,15.06,4.952236522244602e+18,0.0,0.0
TIC_464653914,main,0.939,0.0,14.608497,77.69999999999999,6.438915331219655e+18,0.0,0.0
TIC_382270505,main,0.999,0.0,18.768955,4.5,6.433665609878193e+18,0.0,0.0
TIC_156077913,main,1.022,0.0,8.552815,16.44,4.926384495615152e+18,0.0,0.0
TIC_220369051,main,1.116,0.0,7.710455,36.84,6.467817609261492e+18,0.0,0.0
TIC_422044019,main,1.085,0.0,6.125575,38.46,6.472858766996633e+18,0.0,0.0
TIC_1988092596,main,1.001,0.0,19.165148,15.24,6.373967071991115e+18,0.0,0.0
TIC_219303172,main,1.056,0.0,8.747698,6.6,6.458129777950517e+18,0.0,0.0
TIC_406275712,main,2.824,0.0,13.372029,30.36,6.402812111006595e+18,0.0,1.0
TIC_97381267,main,1.022,0.0,18.822777,13.02,5.948375979491875e+18,0.0,0.0
TIC_79394646,main,0.817,0.0,4.449587,120.6,6.463748969563202e+18,0.0,0.0
TIC_277649549,main,0.857,2.0,7.837868,32.34,6.409567166850456e+18,1.0,0.0
TIC_111728891,main,0.874,0.0,14.077332,4.2,4.0404635800379023e+18,0.0,0.0
TIC_101992312,main,0.984,0.0,9.480308,28.5,4.933038636907372e+18,0.0,0.0
TIC_234295610,main,1.131,0.0,13.857368,91.74,6.485423779719878e+18,0.0,0.0
TIC_281709735,main,1.159,2.0,8.348224,14.76,4.921497338227815e+18,1.0,0.0
TIC_631507231,main,1.022,0.0,17.84672,72.30000000000001,4.719597350914026e+18,0.0,0.0
TIC_229158436,main,,,,,,,
TIC_631896614,main,1.019,0.0,19.210434,26.64,4.954746840433315e+18,0.0,0.0
TIC_397030925,main,1.017,0.0,6.589529,1.02,5.945801752204221e+18,0.0,0.0
TIC_245562542,main,1.377,0.0,18.75653,0.18,5.940210735569821e+18,0.0,0.0
TIC_1923530115,main,1.079,0.0,17.67307,37.98,6.646236009641999e+18,0.0,0.0
TIC_237322080,main,0.996,0.0,15.463995,4.62,6.391650281277596e+18,0.0,0.0
TIC_389677872,main,0.843,0.0,11.337211,29.22,6.655211705314791e+18,0.0,0.0
TIC_1690057160,main,0.991,0.0,18.545824,77.82,6.647337273614858e+18,0.0,0.0
TIC_410070183,main,1.266,0.0,12.994528,86.28,6.372060488764457e+18,0.0,0.0
TIC_246729528,main,1.11,0.0,6.955912,37.86,6.710469826831781e+18,0.0,0.0
TIC_1990094034,main,1.042,0.0,15.756301,74.52,6.665910709364014e+18,0.0,0.0
TIC_352290247,main,1.033,0.0,16.05964,8.94,6.441202968239375e+18,0.0,0.0
TIC_423160649,main,1.855,0.0,8.919879,3.0,6.661450914106189e+18,0.0,1.0
TIC_142300190,main,1.021,0.0,17.27018,119.58,4.945972772003196e+18,0.0,0.0
TIC_253584213,main,0.928,0.0,11.108597,6.359999999999999,6.729686330851816e+18,0.0,0.0
TIC_122616693,main,1.059,0.0,11.206494,111.36,5.049862228392717e+18,0.0,0.0
TIC_41976861,main,1.101,0.0,13.289626,116.7,4.959990931078804e+18,0.0,0.0
TIC_403267171,main,1.029,0.0,17.95082,18.54,6.405556698187686e+18,0.0,0.0
TIC_31752971,main,0.912,0.0,8.685487,10.92,5.948916496864447e+18,0.0,0.0
TIC_328027864,main,1.123,0.0,8.945106,8.100000000000001,4.706473507108703e+18,0.0,0.0
TIC_76758733,main,1.167,0.0,10.479152,43.02,6.653252959710832e+18,0.0,0.0
TIC_100105097,main,1.11,0.0,17.223291,16.919999999999998,4.958681859406153e+18,0.0,0.0
TIC_175491179,main,2.869,1.0,11.24184,66.60000000000001,5.045781116109774e+18,1.0,1.0
TIC_2055511742,main,1.022,0.0,19.11264,13.2,6.521476899138465e+18,0.0,0.0
TIC_402064471,main,0.973,0.0,10.100712,15.48,6.387908574489436e+18,0.0,0.0
TIC_56278574,main,0.976,0.0,16.134293,22.98,6.724832163137428e+18,0.0,0.0
TIC_304068024,main,0.968,0.0,16.095676,41.279999999999994,6.631456172479594e+18,0.0,0.0
TIC_77111093,main,0.988,0.0,12.644616,45.84,4.966473617276422e+18,0.0,0.0
TIC_235042294,main,1.009,0.0,9.84218,5.3999999999999995,6.488621606210099e+18,0.0,0.0
TIC_394086684,main,1.223,0.0,7.386687,1.5,6.392291605794666e+18,0.0,0.0
TIC_206548652,main,0.99,0.0,8.935054,23.880000000000003,4.913890882426796e+18,0.0,0.0
TIC_216479558,main,1.419,0.0,13.905209,5.52,5.953173531017128e+18,0.0,1.0
TIC_120034868,main,1.477,0.0,12.176675,17.64,6.649689713103335e+18,0.0,1.0
TIC_147470074,main,1.133,0.0,11.291182,1.14,5.049052438080018e+18,0.0,0.0
TIC_253857443,main,1.003,0.0,13.08547,30.3,6.716974980000254e+18,0.0,0.0
TIC_369235070,main,1.305,0.0,13.869432,13.02,5.949415159745677e+18,0.0,0.0
TIC_101947957,main,1.306,0.0,13.737149,150.96,4.986052376017997e+18,0.0,0.0
TIC_367217076,main,1.319,0.0,8.243937,22.44,5.916369131602056e+18,0.0,0.0
TIC_1988806638,main,1.025,0.0,18.157372,85.74000000000001,6.449687830752735e+18,0.0,0.0
TIC_1989691899,main,1.157,0.0,19.006357,6.18,6.477870130541111e+18,0.0,0.0
TIC_325220064,main,,,,,,,
TIC_200250521,main,0.996,0.0,14.874083,17.939999999999998,6.659348961409251e+18,0.0,0.0
TIC_321068946,main,1.03,0.0,6.409643,10.86,5.045432364765457e+18,0.0,0.0
TIC_182900326,main,1.144,0.0,10.443312,3.3,6.704726596566362e+18,0.0,0.0
TIC_1923317828,main,1.009,0.0,18.322405,53.64,6.642195476206779e+18,0.0,0.0
TIC_341200831,main,0.964,0.0,16.461765,93.66,6.450929488617298e+18,0.0,0.0
TIC_118801178,main,1.035,0.0,15.567241,8.76,6.652666091079826e+18,0.0,0.0
TIC_246751045,main,0.923,0.0,12.575375,9.0,5.964186887978562e+18,0.0,0.0
TIC_41898588,main,0.991,0.0,6.237306,51.78,4.984043332051944e+18,0.0,0.0
TIC_2054925633,main,1.053,0.0,18.432478,15.54,6.390819595946756e+18,0.0,0.0
TIC_261380566,main,1.032,0.0,15.299531,0.6599999999999999,6.641804191803637e+18,0.0,0.0
TIC_42071226,main,,,,,,,
TIC_471015363,main,0.974,0.0,16.4362,28.08,6.407739297488122e+18,0.0,0.0
TIC_158507202,main,1.104,0.0,7.262812,44.28,6.645250507922037e+18,0.0,0.0
TIC_2026466874,main,0.989,0.0,18.907928,45.6,6.403979551836842e+18,0.0,0.0
TIC_53446269,main,1.087,0.0,14.697775,46.32,5.937644338034868e+18,0.0,0.0
TIC_469518929,main,0.93,0.0,13.850393,3.96,4.035761316780207e+18,0.0,0.0
TIC_124675992,main,1.346,0.0,16.487474,9.84,5.965357249389369e+18,0.0,0.0
TIC_1818259180,main,0.986,0.0,18.867554,41.64,6.65853820472758e+18,0.0,0.0
TIC_1819882871,main,1.051,0.0,18.575678,67.02,6.713042095626388e+18,0.0,0.0
TIC_60832714,main,0.798,0.0,11.146023,37.8,6.726311964023287e+18,0.0,0.0
TIC_23318705,main,0.997,0.0,13.897965,24.360000000000003,5.953840659677202e+18,0.0,0.0
TIC_2055515509,main,1.019,0.0,17.613771,81.06,6.521722850442155e+18,0.0,0.0
TIC_96844688,main,1.011,0.0,17.832338,43.62,5.921929872989644e+18,0.0,0.0
TIC_2055106984,main,0.972,0.0,18.73679,41.459999999999994,6.489064017905862e+18,0.0,0.0
TIC_304369934,main,1.114,0.0,9.001578,4.4399999999999995,6.704086612077445e+18,0.0,0.0
TIC_631599985,main,0.974,0.0,18.685947,28.020000000000003,4.746051493303203e+18,0.0,0.0
TIC_246460056,main,0.94,0.0,18.046291,6.96,5.957117479237452e+18,0.0,0.0
TIC_124916068,main,2.002,0.0,6.099186,33.779999999999994,5.963802883549268e+18,0.0,1.0
TIC_1988292196,main,2.043,0.0,18.72451,51.36,6.422565077919596e+18,0.0,1.0
TIC_200671353,main,1.173,0.0,10.850308,13.14,4.973733245878904e+18,0.0,0.0
TIC_322736609,main,1.658,0.0,10.941897,31.68,4.971643005552946e+18,0.0,1.0
TIC_616487196,main,0.981,0.0,19.2201,62.459999999999994,4.996866072876976e+18,0.0,0.0
TIC_218574232,main,1.01,0.0,18.693848,11.16,5.951529726734066e+18,0.0,0.0
TIC_2027202481,main,0.976,0.0,19.297739,30.66,6.558294664469346e+18,0.0,0.0
TIC_1989296393,main,0.985,0.0,19.000332,15.9,6.469449726898972e+18,0.0,0.0
TIC_346531091,main,0.74,0.0,12.20411,20.46,5.938372519621828e+18,0.0,0.0
TIC_360740665,main,1.015,0.0,5.964032,65.7,6.44682892872157e+18,0.0,0.0
TIC_229149909,main,0.943,0.0,9.138104,65.94,4.940783321935203e+18,0.0,0.0
TIC_246692619,main,0.93,0.0,15.389404,22.14,6.711815525985191e+18,0.0,0.0
TIC_2026217583,main,0.97,0.0,19.81866,4.56,6.395693181237455e+18,0.0,0.0
TIC_1988608917,main,1.075,0.0,15.392632,81.12,6.430402225000308e+18,0.0,0.0
TIC_231670778,main,2.716,0.0,8.436243,35.82,6.45326148405975e+18,0.0,1.0
TIC_339666028,main,1.204,0.0,10.817655,7.86,6.428658640076874e+18,0.0,0.0
TIC_61211640,main,1.109,0.0,13.503263,54.18,6.71116808543409e+18,0.0,0.0
TIC_631910334,main,0.943,0.0,18.389196,8.82,4.956067731855622e+18,0.0,0.0
TIC_55579826,main,0.831,0.0,13.951881,2.6399999999999997,4.039576072414434e+18,0.0,0.0
TIC_425952950,main,0.933,0.0,8.616589,9.42,4.709120413849952e+18,0.0,0.0
TIC_147472042,main,1.043,0.0,10.722473,28.2,4.948967021340378e+18,0.0,0.0
TIC_346528615,main,0.953,0.0,7.020317,28.56,5.936864784304224e+18,0.0,0.0
TIC_349803519,main,0.994,0.0,6.964773,5.7,6.70308224256705e+18,0.0,0.0
TIC_2026236167,main,1.009,0.0,18.834162,49.02,6.39625970460316e+18,0.0,0.0
TIC_300998506,main,,0.0,13.106388,35.82,4.942856382389905e+18,0.0,
TIC_616416406,main,1.031,0.0,17.160902,85.67999999999999,4.990426443726974e+18,0.0,0.0
TIC_330808879,main,1.006,0.0,14.792036,4.62,4.037762153068089e+18,0.0,0.0
TIC_339260356,main,1.072,0.0,8.841694,25.44,6.440675855493467e+18,0.0,0.0
TIC_219922122,main,1.166,0.0,10.121474,5.46,6.711502268249897e+18,0.0,0.0
TIC_307233955,main,2.127,0.0,10.655498,10.98,5.911291346377288e+18,0.0,1.0
TIC_1989623389,main,1.007,0.0,18.668844,37.62,6.476069508451943e+18,0.0,0.0
TIC_147469370,main,1.109,2.0,12.156042,17.7,4.952411718253952e+18,1.0,0.0
TIC_305937755,main,0.993,0.0,9.734155,6.119999999999999,5.91236512256363e+18,0.0,0.0
TIC_87422039,main,0.946,0.0,9.20601,1.86,6.721149486368159e+18,0.0,0.0
TIC_616416353,main,0.94,0.0,19.21539,21.78,4.990422281902723e+18,0.0,0.0
TIC_2055667935,main,1.026,0.0,18.972359,54.6,6.532907559459214e+18,0.0,0.0
TIC_1817370203,main,1.088,0.0,17.258684,4.26,6.644780943442193e+18,0.0,0.0
TIC_31013316,main,1.005,0.0,15.100948,26.1,5.955308129764732e+18,0.0,0.0
TIC_246777498,main,2.38,0.0,14.979848,20.94,6.711940595432518e+18,0.0,1.0
TIC_201309703,main,9.228,0.0,10.818908,28.139999999999997,4.919992828362637e+18,0.0,1.0
TIC_33678125,main,0.996,0.0,9.940892,3.0,5.957287663029279e+18,0.0,0.0
TIC_1821589741,main,0.937,0.0,19.174166,92.82,6.728838955276745e+18,0.0,0.0
TIC_631995772,main,1.058,0.0,18.88735,9.18,4.965068372697308e+18,0.0,0.0
TIC_91446309,main,1.946,3.0,8.797176,17.58,6.705235704808643e+18,1.0,1.0
TIC_375233502,main,0.928,0.0,15.398132,34.62,6.632087017275904e+18,0.0,0.0
TIC_632219072,main,1.121,0.0,16.419893,63.96,5.035978214034037e+18,0.0,0.0
TIC_246126150,main,0.806,0.0,9.397058,2.1,5.939579890800922e+18,0.0,0.0
TIC_467970681,main,1.201,2.0,10.169518,17.58,6.446165029858946e+18,1.0,0.0
TIC_615952577,main,1.0,0.0,19.164894,112.98,4.906495459843419e+18,0.0,0.0
TIC_57377169,main,0.939,0.0,13.020023,5.94,4.0388061737804687e+18,0.0,0.0
TIC_143506584,main,1.048,0.0,11.19859,38.94,6.662475074828331e+18,0.0,0.0
TIC_319739812,main,1.259,0.0,14.436172,82.67999999999999,6.643629037508818e+18,0.0,0.0
TIC_2055565102,main,0.952,0.0,18.906548,25.02,6.525045432844982e+18,0.0,0.0
TIC_152358997,main,1.258,0.0,11.504624,17.52,5.045739369028164e+18,0.0,0.0
TIC_409642524,main,1.018,0.0,8.660959,6.42,5.945583945823489e+18,0.0,0.0
TIC_375302625,main,0.999,0.0,13.929178,8.94,6.445813083056537e+18,0.0,0.0
TIC_469235870,main,0.913,0.0,13.326301,27.66,5.958028665170012e+18,0.0,0.0
TIC_101617327,main,1.022,0.0,17.308563,11.34,6.666231251363712e+18,0.0,0.0
TIC_308241680,main,0.912,0.0,11.811208,38.16,5.048569202720123e+18,0.0,0.0
TIC_146251617,main,0.998,0.0,13.34997,7.74,4.966902495530736e+18,0.0,0.0
TIC_21681319,main,1.097,0.0,17.898129,14.22,5.948048393763707e+18,0.0,0.0
TIC_1988498403,main,0.981,0.0,18.611944,55.68,6.427382828634348e+18,0.0,0.0
TIC_144336150,main,1.075,0.0,16.969574,58.86,6.531593509921333e+18,0.0,0.0
TIC_466199456,main,1.069,0.0,13.313787,120.48,6.443328221136802e+18,0.0,0.0
TIC_402066136,main,,,,,,,
TIC_631867397,main,1.014,0.0,17.841675,41.040000000000006,4.951101139050224e+18,0.0,0.0
TIC_161335014,main,,,,,,,
TIC_382914770,main,1.023,0.0,14.304923,52.32,5.950780100376606e+18,0.0,0.0
TIC_2055243602,main,0.986,0.0,19.171614,157.68,6.495983248874326e+18,0.0,0.0
TIC_466231027,main,1.014,0.0,6.898428,31.200000000000003,6.429292955210134e+18,0.0,0.0
TIC_123270073,main,1.58,0.0,10.949607,24.78,5.017665298118055e+18,0.0,1.0
TIC_267081284,main,6.721,2.0,7.317639,53.58,6.38906467660551e+18,1.0,1.0
TIC_231267979,main,4.96,0.0,11.874641,155.64,6.508785103275506e+18,0.0,1.0
TIC_651229047,main,1.027,0.0,19.206347,4.92,4.952436873879172e+18,0.0,0.0
TIC_232062851,main,1.01,0.0,8.725044,30.12,6.404861806838483e+18,0.0,0.0
TIC_394521800,main,,,,,,,
TIC_464139856,main,0.773,0.0,4.686216,3.24,5.957938608303888e+18,0.0,0.0
TIC_381922972,main,1.071,0.0,9.762698,14.1,6.499523573237858e+18,0.0,0.0
TIC_231021171,main,,0.0,16.104471,151.98,4.719563094253114e+18,0.0,
TIC_118925045,main,1.081,0.0,8.846472,7.68,6.63558377349158e+18,0.0,0.0
TIC_631740693,main,1.026,0.0,17.52399,76.32000000000001,4.936525596298763e+18,0.0,0.0
TIC_1818526728,main,1.039,0.0,18.70376,13.62,6.662268920693088e+18,0.0,0.0
TIC_119981237,main,1.186,0.0,8.914718,5.94,6.637188648150252e+18,0.0,0.0
TIC_158621007,main,4.789,0.0,8.735158,39.06,4.916919452844849e+18,0.0,1.0
TIC_140041127,main,0.947,0.0,6.272245,42.18,6.557682859263726e+18,0.0,0.0
TIC_66410144,main,0.988,0.0,9.055983,43.68,5.003219364595305e+18,0.0,0.0
TIC_1553024877,main,0.995,0.0,19.21965,28.619999999999997,4.035971598311811e+18,0.0,0.0
TIC_1924286114,main,0.979,0.0,19.029896,33.480000000000004,6.683750865344434e+18,0.0,0.0
TIC_41975233,main,1.134,0.0,10.573398,18.42,5.008267840954745e+18,0.0,0.0
TIC_128726280,main,0.988,0.0,16.253891,12.9,6.671678609924554e+18,0.0,0.0
TIC_470029678,main,1.026,0.0,15.322104,36.06,5.958045707602075e+18,0.0,0.0
TIC_76522780,main,1.022,0.0,8.711436,24.42,6.647401393187199e+18,0.0,0.0
TIC_360689837,main,0.961,0.0,6.936217,82.14,6.643589352010758e+18,0.0,0.0
TIC_1689061912,main,1.012,0.0,18.71359,13.92,6.437549394178123e+18,0.0,0.0
TIC_394008336,main,0.986,0.0,6.555586,31.08,6.412465715722842e+18,0.0,0.0
TIC_197957624,main,1.022,0.0,9.343727,24.72,6.502308464392186e+18,0.0,0.0
TIC_2026736406,main,1.552,0.0,17.37949,27.78,6.453301891112122e+18,0.0,1.0
TIC_231697062,main,1.062,0.0,7.054501,58.2,6.461106843121573e+18,0.0,0.0
TIC_120197271,main,1.045,0.0,6.404847,24.360000000000003,6.636395213071857e+18,0.0,0.0
TIC_631895031,main,0.997,0.0,18.831837,123.48,4.954598719897946e+18,0.0,0.0
TIC_2055532430,main,1.835,0.0,13.971029,90.54,6.52278820848959e+18,0.0,1.0
TIC_60299558,main,3.086,1.0,11.328301,22.2,4.0384291099462953e+18,1.0,1.0
TIC_631639126,main,0.996,0.0,18.740274,46.56,4.911928971429433e+18,0.0,0.0
TIC_147455347,main,40.75,0.0,7.919067,128.28,4.952751402923759e+18,0.0,1.0
TIC_218687058,main,1.007,0.0,15.118542,64.86,5.952281483510309e+18,0.0,0.0
TIC_616539451,main,1.014,0.0,18.211554,115.86,5.00176608510036e+18,0.0,0.0
TIC_341498715,main,1.065,0.0,9.874373,72.9,6.449883578181529e+18,0.0,0.0
TIC_390776553,main,1.09,0.0,9.168015,9.36,6.710334518185277e+18,0.0,0.0
TIC_1923504329,main,0.923,0.0,19.208359,5.1000000000000005,6.645931994675298e+18,0.0,0.0
TIC_220507581,main,0.956,0.0,7.318231,84.24,6.490761943032665e+18,0.0,0.0
TIC_632173685,main,1.034,0.0,18.621635,9.42,5.022126940208105e+18,0.0,0.0
TIC_41957773,main,4.156,0.0,11.409928,42.239999999999995,5.010239574541e+18,0.0,1.0
TIC_166767005,main,1.022,0.0,9.793131,20.7,4.74675092443306e+18,0.0,0.0
TIC_102032194,main,1.099,0.0,6.088012,59.04,4.933136493441957e+18,0.0,0.0
TIC_381903164,main,1.013,0.0,13.522996,24.84,6.707086973159908e+18,0.0,0.0
TIC_206652634,main,1.087,2.0,11.190413,65.04,4.717170007196604e+18,1.0,0.0
TIC_1990126832,main,1.045,0.0,18.67872,39.66,6.666452489423438e+18,0.0,0.0
TIC_314557634,main,1.104,0.0,14.816539,25.62,6.729884522133011e+18,0.0,0.0
TIC_79283165,main,5.265,0.0,5.681857,42.239999999999995,6.464469665075524e+18,0.0,1.0
TIC_325275978,main,1.192,0.0,13.78501,19.62,6.371605359670578e+18,0.0,0.0
TIC_16580177,main,0.913,0.0,8.19788,30.0,5.958864671939134e+18,0.0,0.0
TIC_1818764219,main,1.049,0.0,19.104633,20.22,6.664722206012965e+18,0.0,0.0
TIC_246799701,main,1.206,0.0,8.317706,10.86,6.715410173095426e+18,0.0,0.0
TIC_57269920,main,0.791,0.0,7.117559,58.14,5.939152077710978e+18,0.0,0.0
TIC_265529741,main,0.897,0.0,6.00657,27.48,6.412900027111629e+18,0.0,0.0
TIC_118327447,main,1.056,0.0,9.215082,6.4799999999999995,5.000267347673496e+18,0.0,0.0
TIC_85926509,main,1.066,0.0,15.90186,34.5,6.72092013511658e+18,0.0,0.0
TIC_61186487,main,0.657,0.0,12.818349,20.639999999999997,4.0456793539679345e+18,0.0,0.0
TIC_173884686,main,0.905,0.0,9.819817,8.16,5.92336845080739e+18,0.0,0.0
TIC_320173459,main,1.383,0.0,12.324743,117.66,6.446775636767121e+18,0.0,0.0
TIC_304701576,main,1.107,0.0,14.011431,22.2,6.654732558762657e+18,0.0,0.0
TIC_632008382,main,1.085,0.0,18.789883,83.34,4.966443067172575e+18,0.0,0.0
TIC_1512236298,main,1.018,0.0,18.435335,4.26,5.918499259278359e+18,0.0,0.0
TIC_360742956,main,1.057,0.0,17.252192,18.96,6.641747601314438e+18,0.0,0.0
TIC_255717096,main,0.905,0.0,9.824683,7.44,5.947100344155687e+18,0.0,0.0
TIC_2026739298,main,1.017,0.0,19.288902,30.18,6.458203853249602e+18,0.0,0.0
TIC_214184419,main,1.054,0.0,13.410591,30.9,5.92544463803227e+18,0.0,0.0
TIC_390302720,main,1.07,0.0,16.10219,6.239999999999999,5.947171709330841e+18,0.0,0.0
TIC_22094130,main,0.964,0.0,13.553596,16.02,5.954054338578619e+18,0.0,0.0
TIC_410034464,main,1.03,0.0,8.939031,39.6,6.372332686611891e+18,0.0,0.0
TIC_74185907,main,1.041,0.0,18.815994,156.66000000000005,5.912721020734479e+18,0.0,0.0
TIC_341359427,main,1.051,0.0,9.052079,104.28,6.450005349094368e+18,0.0,0.0
TIC_11569869,main,1.052,0.0,8.393763,6.72,5.029242979463341e+18,0.0,0.0
TIC_352350404,main,0.983,0.0,4.957144,77.52,6.427311635257037e+18,0.0,0.0
TIC_23817498,main,1.132,0.0,8.922682,14.28,5.953930063718556e+18,0.0,0.0
TIC_2055593112,main,0.986,0.0,18.125101,84.96,6.52703431624028e+18,0.0,0.0
TIC_369984913,main,2.461,1.0,12.038485,26.82,6.668562456533309e+18,1.0,1.0
TIC_2026673813,main,0.992,0.0,16.838808,8.82,6.411817248675623e+18,0.0,0.0
TIC_2054987938,main,0.938,0.0,16.995886,7.14,6.393655545672545e+18,0.0,0.0
TIC_216282436,main,1.873,0.0,8.343956,9.12,5.951484612449179e+18,0.0,1.0
TIC_67584818,main,1.041,0.0,12.21475,2.34,5.026956858566739e+18,0.0,0.0
TIC_201364578,main,1.104,0.0,17.81283,9.0,4.918835764173746e+18,0.0,0.0
TIC_33547560,main,1.982,1.0,6.51484,23.700000000000003,5.024054250948321e+18,1.0,1.0
TIC_616425635,main,1.023,0.0,18.257639,30.36,4.991206817809115e+18,0.0,0.0
TIC_123267854,main,2.813,2.0,8.611017,17.22,5.020739841865531e+18,1.0,1.0
TIC_158637035,main,,,,,,,
TIC_230954760,main,0.995,0.0,8.612734,60.53999999999999,6.644370761180918e+18,0.0,0.0
TIC_63620102,main,0.824,0.0,13.415448,10.14,4.038508923241024e+18,0.0,0.0
TIC_631882764,main,1.021,0.0,18.694939,13.5,4.953279026770028e+18,0.0,0.0
TIC_234523773,main,,0.0,13.186553,3.24,4.710288988551823e+18,0.0,
TIC_32806786,main,1.023,0.0,14.244533,14.1,5.948748202863564e+18,0.0,0.0
TIC_235038511,main,1.102,0.0,9.106281,19.02,6.48636478987467e+18,0.0,0.0
TIC_322308377,main,1.005,0.0,9.30606,81.66,4.908918753407255e+18,0.0,0.0
TIC_217573000,main,1.047,0.0,15.800242,54.120000000000005,5.959459439021125e+18,0.0,0.0
TIC_101176808,main,0.947,0.0,17.279543,9.36,6.670750927051623e+18,0.0,0.0
TIC_387194629,main,1.032,0.0,13.739118,76.44,6.468623688724872e+18,0.0,0.0
TIC_631919813,main,0.985,0.0,19.038986,14.4,4.957005001095614e+18,0.0,0.0
TIC_101545420,main,0.988,0.0,9.330718,20.28,6.667054338895981e+18,0.0,0.0
TIC_155897483,main,0.97,0.0,8.775821,37.32,4.974051107819181e+18,0.0,0.0
TIC_62413432,main,0.867,0.0,13.249315,1.68,4.038499336876619e+18,0.0,0.0
TIC_217304295,main,1.209,0.0,16.265963,15.06,5.952693800375146e+18,0.0,0.0
TIC_63755738,main,1.225,0.0,8.744927,46.08,4.038209860430288e+18,0.0,0.0
TIC_142179287,main,1.089,0.0,10.015947,14.58,4.946636297207635e+18,0.0,0.0
TIC_259765082,main,1.068,0.0,6.70258,34.98,6.403049605518595e+18,0.0,0.0
