host,injected_period,injected_depth_ppm,repeat,baseline_days,r_star,m_star,is_control,injected_duration_hours,n_transits_in_baseline,rp_earth_implied,tls_period_min,tls_period_max,period_in_search_range,recovered_period,recovered_sde,recovered_snr,detected,alias,score,classified_planet,status,elapsed_s
TIC_367287018,1.0,84,2,24.440514560166775,2.48,1.0,False,3.157837859373993,24.440514560166775,2.4792511714548957,2.334247814511313,12.220257280083377,True,3.8834655723735643,4.2627678499311745,4.227367864449145,False,,0.7213525454628049,True,ok,26.689106334000826
TIC_269424395,1.0,84,7,23.50003841930061,2.16,1.0,False,3.4363508705885133,23.50003841930061,2.159347794492974,1.8940957644400205,11.750019209650294,True,2.411863876972198,6.267544857361414,7.678183845122686,False,,0.041665345462609936,False,ok,0.9872648338787258
TIC_427352241,1.0,84,3,21.771801881227248,1.87,1.0,False,3.3136451623122865,21.771801881227248,1.8694353591212318,1.5351058847639611,10.885900940613611,True,2.520418940390133,4.350321655969238,8.469129755426378,False,,0.6476259564264255,True,ok,28.614275875035673
TIC_277014266,1.0,84,4,26.58930768885284,2.67,1.0,False,3.810185999635699,26.58930768885284,2.6691938015260366,2.614966514992232,13.294653844426414,True,2.7566531533897485,8.312767256209707,9.428078369343826,False,,0.02801155723993336,False,ok,28.754624667111784
TIC_137543637,1.0,150,0,26.850380491114265,1.32,1.0,False,2.3921531249700045,26.850380491114265,1.763391585013198,0.910788576966921,13.425190245557118,True,1.2837191878553982,9.085529448986904,6.973539186013895,False,,0.14848848678325446,False,ok,27.70725129172206
TIC_219205407,1.0,84,6,23.689297397618247,1.05,1.0,False,1.6715614985735443,23.689297397618247,1.0496829556563065,0.6455796288358582,11.844648698809115,True,6.145554243903303,10.418117681623205,3.7768125683419997,False,,0.5630683100554401,True,ok,56.91395741701126
TIC_309436531,1.0,84,8,24.265016269934222,1.25,1.0,False,2.1828955918721755,24.265016269934222,1.249622566257508,0.8402373501984783,12.132508134967104,True,3.208551065061881,12.246097733101866,17.48999988066856,False,,0.18049234441181972,False,ok,33.499500500038266
TIC_458856474,1.0,84,9,24.43660019398385,1.0,1.0,False,1.7701614021070835,24.43660019398385,0.9996980530060062,0.6008522393903458,12.218300096991918,True,6.088793338383917,14.117379340370293,24.92392759848661,False,,0.23939951204291302,False,ok,52.13237370783463
TIC_271900960,1.0,150,2,27.880024834978258,1.38,1.0,False,2.4875309185475682,27.880024834978258,1.8435457479683433,0.9724212379579265,13.940012417489113,True,0.9981050649964653,10.358973447363926,13.411492506761771,True,exact,0.6553193162862713,True,ok,33.5063908752054
TIC_339250695,1.0,150,1,24.937771196478934,1.1428699,1.0,False,1.8305014786060494,24.937771196478934,1.5267630033521782,0.7348630736817007,12.468885598239458,True,2.3588909697399387,10.152965582333184,11.014335675924366,False,,0.2662498733468047,False,ok,34.22641666699201
TIC_130191319,1.0,150,3,24.10411965354342,1.14,1.0,False,2.057962280129929,24.10411965354342,1.5229290961477617,0.7318192958542986,12.0520598267717,True,1.609024941068701,5.050821189294095,4.624176135461608,False,,0.9593662520957953,True,ok,29.728390667121857
TIC_119081096,1.0,84,5,23.97220528983962,0.52,1.0,False,0.8678524566196515,23.97220528983962,0.5198429875631232,0.22543658580781264,11.986102644919796,True,0.8364378308531593,7.146340510272997,4.819083213093067,False,,0.8838387010676982,True,ok,97.6198255000636
TIC_131581531,1.0,150,4,27.770952313296675,1.59,1.0,False,2.837719988861219,27.770952313296675,2.1240853183113524,1.204372646356778,13.88547615664833,True,3.0600398990138435,10.041626628113862,6.600000530540393,False,,0.15945932953085346,False,ok,29.604608250316232
TIC_128463355,1.0,150,6,24.986166663989934,2.29,1.0,False,3.7135131202876797,24.986166663989934,3.059217219454715,2.071928186977763,12.493083331994958,True,4.6388607793123295,5.985536085767607,10.023930594117143,False,,0.36386874148643056,True,ok,23.472795915789902
TIC_279605855,1.0,250,0,24.44070101374018,1.6,1.0,False,2.7852962926272626,24.44070101374018,2.759428784484209,1.2139672971722382,12.220350506870085,True,3.664027512088192,3.8633719731969545,4.010664389860861,False,,0.9663685988604339,True,ok,29.011144833639264
TIC_137284119,1.0,84,0,27.162940687427636,3.16,1.0,False,3.466785653939259,27.162940687427636,3.15904584749898,0.6014606047336037,13.581470343713809,True,2.5707169251791724,15.90872561625266,17.95228136039134,False,,0.0220722545842154,False,ok,158.31490154191852
