host,tic_id,n_sectors_measured,sectors,mean_depth,sector_depth_frac_scatter,sector_depth_chi2red,status
K2-366,49512708,1.0,91,-0.0009612441062927246,,,ok
K2-358,197241396,4.0,"72,44,45,46",7.408112287521362e-05,18.130824506962394,0.36519225089105567,ok
K2-352,86130229,5.0,"44,45,46,72,1751",-0.00012091398239135742,1.7474243333988255,1.8369567339171373,ok
K2-36,363445121,2.0,"45,46",0.00033511221408843994,1.1534936802263187,0.38045801973433435,ok
K2-367,12821302,2.0,"42,92",0.0005345642566680908,3.598174964933988,9.74781281160168,ok
K2-369,49984349,2.0,"42,92",9.763240814208984e-05,0.6794786774039229,0.15811712869398536,ok
K2-37,68504570,1.0,91,-9.28044319152832e-05,,,ok
K2-368,38136597,2.0,"92,42",-0.0029120445251464844,1.3927931015053183,9.244197750843705e-06,ok
K2-370,456945304,4.0,"43,44,70,71",0.0008146464824676514,3.3931980053002353,78.71482276630039,ok
K2-374,321285788,5.0,"44,45,46,72,1751",-0.00022631287574768067,2.3337563877430174,1.0911630314563783,ok
K2-375,175290532,4.0,"44,45,46,72",0.0003776475787162781,1.5211670847655263,1.8676525694705985,ok
K2-371,366622912,5.0,"7,34,44,45,46",0.004026120901107788,2.2085107703006135,102.99322219702461,ok
K2-372,333800257,4.0,"44,45,46,72",7.91996717453003e-06,79.31498659221931,1.3175739615110715,ok
K2-377,422325510,1.0,91,0.00125199556350708,,,ok
K2-378,741119,1.0,91,0.0045757293701171875,,,ok
K2-38,12666215,1.0,91,-0.0001595020294189453,,,ok
K2-380,90605642,1.0,92,2.5719404220581055e-05,,,ok
K2-379,90090343,1.0,92,-0.00016808509826660156,,,ok
K2-382,187960878,1.0,92,0.005331546068191528,,,ok
K2-381,10195089,1.0,92,0.0002390742301940918,,,ok
K2-376,117414377,5.0,"21,44,45,46,72",6.183981895446777e-05,2.075457426753351,5.370805865717241,ok
K2-383,31244979,1.0,92,-8.803606033325195e-05,,,ok
K2-373,27626711,5.0,"34,44,45,46,71",2.3418664932250975e-05,2.811882354438731,0.706182259682976,ok
K2-386,376879052,2.0,"42,43",0.0005504339933395386,2.5391065721905313,5.184108140805469,ok
K2-39,250977648,2.0,"42,92",5.760788917541504e-05,9.51027527019548,8.662068982485192,ok
K2-387,376938120,3.0,"42,43,70",8.610884348551433e-05,53.388446057030954,2.0038581944101783,ok
K2-388,49735922,4.0,"42,70,92,29",0.00017977505922317505,1.0130124462082168,0.0973944079534752,ok
K2-389,9030096,4.0,"42,70,92,29",0.0010625198483467102,2.136010004551492,19.417233563888633,ok
