host,period,depth_ppm,repeat,flux_source,n_raw,baseline_d,duration_d,t0,n_after_clip,savgol_status,savgol_recovered,savgol_alias,savgol_SDE,savgol_snr,savgol_period,savgol_scatter,savgol_tls_s,savgol_window_pts,savgol_window_hours,gp_protect_status,gp_protect_recovered,gp_protect_alias,gp_protect_SDE,gp_protect_snr,gp_protect_period,gp_protect_scatter,gp_protect_tls_s,gp_protect_rho_days,gp_protect_rho_floor,gp_protect_n_fit,gp_tight_status,gp_tight_recovered,gp_tight_alias,gp_tight_SDE,gp_tight_snr,gp_tight_period,gp_tight_scatter,gp_tight_tls_s,gp_tight_rho_days,gp_tight_rho_floor,gp_tight_n_fit,status
TIC_153651591,10.0,250,4,pdcsap_flux,16917,25.033462246992713,0.4355129009286284,2232.009293465282,16917,ok,False,,6.0000264748355105,7.494016541696779,6.42576464756305,0.0017006444270690085,13.7,401,13.366736869724264,ok,False,,3.5048110913930257,4.099752423155755,6.42576464756305,0.0016639795085888211,15.7,0.501,0.5,16917,ok,False,,2.907625888644664,3.340134641799605,5.350670900364483,0.0016622700399124648,15.4,0.4294196492464334,0.1,16917,ok
TIC_146463781,2.0,2500,3,pdcsap_flux,16340,24.4546452696261,0.024999414493056545,1492.2645470516272,16340,ok,False,,20.19371566770358,13.839489117046202,0.4177822842273946,0.06201945751501268,844.7,401,13.366932229606391,ok,False,,19.039058471144216,16.2836512378056,0.4177822842273946,0.06281435959188526,323.1,30.500000000000004,0.5,16340,ok,False,,19.039065995499886,16.28362881389544,0.4177822842273946,0.06281434876772055,330.3,30.100000000000005,0.1,16340,ok
TIC_260271203,10.0,250,1,pdcsap_flux,18277,27.88075554563875,0.18813181102167387,1329.6010852808572,18208,ok,False,,12.727840853902713,32.65604905228153,5.663229191990716,0.009677836394439185,66.0,401,13.366755977473076,ok,False,,6.999451077649181,5.374766018188222,2.8221472766970646,0.009148228001859464,52.4,0.501,0.5,18208,ok,False,,6.68234745116589,4.657620653046611,2.8221472766970646,0.009137936102624878,44.2,0.31996511389212046,0.1,18208,ok
TIC_9837861,10.0,700,0,pdcsap_flux,7213,26.846745357436248,0.41660256437767895,3293.116551613646,7213,ok,False,,6.140515474966705,7.105927527558574,3.2896330192738072,0.0007635901036378864,5.4,401,22.27738666818186,ok,False,,5.499608666806791,4.6947798146163775,3.2896330192738072,0.0007461055912957577,5.4,0.501,0.5,7213,ok,False,,3.9158463529022867,3.8680367922234744,3.2896330192738072,0.0007422622150255305,6.1,0.30903356876478205,0.1,7213,ok
TIC_139285736,10.0,700,2,pdcsap_flux,1187,27.35358511825325,0.13524038470469427,1361.2080471646448,1183,ok,False,,18.071815088764414,13.10333959301148,1.5510788730888105,0.0011261837524034041,6.6,401,200.4964970852243,ok,False,,20.569889245511085,12.240456729057154,1.5510788730888105,0.0008274277362796126,5.2,0.501,0.5,1183,ok,False,,20.769504873304385,11.997739704106628,1.5510788730888105,0.0008102329511524986,5.0,0.446599768547419,0.1,1183,ok
TIC_127315102,10.0,2500,0,pdcsap_flux,11698,22.54730667909621,0.39794871821151423,1604.8233412430234,11505,ok,False,,2.705268340691826,9.022622052159063,10.849140371215881,0.0005081126310798336,8.7,401,13.366750614086413,ok,False,,4.802738101905585,2.598544193281278,9.186285597615427,0.0004757786493496746,8.7,0.501,0.5,11505,ok,False,,3.8477734680680706,2.1852280122669128,9.186285597615427,0.0004750568535938268,8.9,0.3184234231421207,0.1,11505,ok
TIC_409459226,6.0,2500,4,pdcsap_flux,17457,25.83939928999189,0.9109448358878525,2205.8290367584054,17457,ok,False,,10.255603148721146,8.821296011153402,1.2811780642474466,0.0017676574589236271,210.4,401,13.366934069919807,ok,False,,7.347405491190857,6.185776507236275,1.2811780642474466,0.001754103062647775,172.6,1.2697661189641418,0.5,17457,ok,False,,7.317051547696458,6.17076537355431,1.2811780642474466,0.0017542552846101177,147.4,1.2636142868349924,0.1,17457,ok
TIC_458914949,10.0,2500,2,pdcsap_flux,931,22.917024070971593,0.3901762823089455,1796.1066671286255,896,ok,False,,5.813171534957271,7.78394104132251,6.247808178590357,0.0003584569511628264,0.9,401,200.50335723861463,ok,False,,3.2561030336154184,3.7954707852058505,2.714481726798363,0.0003205842970568033,0.8,0.501,0.5,896,ok,False,,3.2115116178710332,3.6988610475878954,2.714481726798363,0.00031764238964649593,0.8,0.43075138042933336,0.1,896,ok
TIC_294283951,10.0,700,3,pdcsap_flux,18322,26.589144152683275,0.2608071956850516,2428.541176878092,18322,ok,False,,5.601331122630817,4.3424301651458785,4.375709125347813,0.003096841677932966,30.5,401,13.366758712778392,ok,False,,7.249413809193905,4.967005479549125,4.375709125347813,0.0031144748165305124,47.7,1.9920535129441874,0.5,18322,ok,False,,7.246989660134924,4.96594207406691,4.375709125347813,0.003114418767303142,49.6,1.99099457773426,0.1,18322,ok
TIC_434234955,6.0,2500,2,pdcsap_flux,17217,25.996857142848057,0.4719978957017139,2179.0623520077006,17217,ok,False,,10.862600677508345,8.1243819873817,6.061954074749559,0.0023143638032574877,238.8,401,13.366494922122001,ok,False,,6.1425997101684695,4.835768269532942,1.5151825007241646,0.0022818606554194866,209.3,0.5420362924596023,0.5,17217,ok,False,,6.142617679568782,4.835961593221345,1.5151825007241646,0.0022817644103957425,222.2,0.5421835968203114,0.1,17217,ok
TIC_277871306,10.0,2500,1,pdcsap_flux,13688,24.16133836904828,0.16166666677342764,2260.3601668625415,13688,ok,False,,19.146303749460284,35.06246928638764,3.957860966211816,0.0011462677679247328,65.9,401,13.366831069262844,ok,False,,20.60266602917565,14.316193172066571,3.957860966211816,0.0010932768881544198,66.9,0.6200168497817111,0.5,13688,ok,False,,20.63230256458153,14.483638928305332,3.957860966211816,0.0010934497070645669,42.2,0.6276877701028151,0.1,13688,ok
