host,label,ls_period_match,trend_slope_ppm_day,trend_amp_frac,straylight_frac,flagged_frac,ls_matched_harmonic,raw_status
TIC_302659412,0.0,0.045632199135478065,0.11411204721309379,2.7588517177124577e-06,0.07220425138632162,0.08046441774491682,2.0,ok
TIC_302766000,0.0,0.1124324674366184,42.10711503805467,0.0009997636349147123,0.13673747115555293,0.13673747115555293,3.0,ok
TIC_302814895,0.0,0.10176207409494253,10.160884455863181,0.00027135685047635465,0.1029842272412753,0.14269112715788726,1.0,ok
TIC_302895996,0.0,1.210733659557169,19.612167659270387,0.00042699162797656657,0.005925623212096444,0.005925623212096444,3.0,ok
TIC_303055194,0.0,0.1514516890040592,0.531101745449251,1.3731556645013362e-05,0.13930068122657707,0.15866671589713294,0.3333333333333333,ok
TIC_30312676,0.0,0.06007476249686131,127.3673823484194,0.003551095247408927,0.0,0.0,2.0,ok
TIC_30329585,0.0,0.14580082567144403,0.9166926041134148,2.5851002582197094e-05,0.0,0.0,2.0,ok
TIC_303364023,0.0,0.6263671528968897,5.260419839618877,0.00012775756086669135,0.061261471912082775,0.061261471912082775,0.3333333333333333,ok
TIC_303867090,0.0,0.0286209084348269,20.079587899580034,0.0005361048159297226,0.045397945418698765,0.045397945418698765,2.0,ok
TIC_303883880,0.0,0.2644096894244407,59.81269300262288,0.0016099698173769527,0.0,0.0,3.0,ok
TIC_304021498,0.0,0.2578817223341669,7.974178131655463,0.00019275817126513468,0.06148013054329046,0.11408139758110962,2.0,ok
TIC_304025075,0.0,0.00876747600801255,20.17203501221891,0.000535183062975194,0.06482540720161246,0.06482540720161246,1.0,ok
TIC_304042899,0.0,0.5110216334755361,1.956629818988684,4.853009737874794e-05,0.0680572042281386,0.11389972302300605,0.3333333333333333,ok
TIC_304774444,0.0,0.02087521579341753,1.8419730521996447,4.2455888486316847e-05,0.3257337761421775,0.3257337761421775,1.0,ok
TIC_304950588,0.0,0.0679592685497748,16.76990051520219,0.00045139245989215057,0.0,0.0,1.0,ok
TIC_305478010,0.0,0.013370053125652606,3.7448010736351427,9.331770393477079e-05,0.0,0.0,0.5,ok
TIC_305550963,0.0,0.23213491151888815,66.63498048653918,0.001857837194798602,0.0889761370589435,0.09902100754640017,1.0,ok
TIC_305943739,0.0,0.06975942657017654,0.354005976862962,9.983157953349389e-06,0.0,0.0,1.0,ok
TIC_306547699,0.0,0.1523893608070951,82.23853255549754,0.0022136044601863292,0.0,0.0,3.0,ok
TIC_306902029,0.0,0.29227949033871,22.35222274713729,0.0005373688291712939,0.11502125649504015,0.11502125649504015,0.5,ok
TIC_307111282,0.0,0.23934203067106016,6.812866252058632,0.0001595406237427387,0.10264679038637055,0.10264679038637055,0.3333333333333333,ok
TIC_307377219,0.0,1.3944651083840789,3.461734487610175,8.35840561236509e-05,0.10804747003601582,0.10804747003601582,0.3333333333333333,ok
TIC_307734817,0.0,0.19909383253236668,2.6036885947202704,6.856709728660117e-05,0.11326428332776478,0.11326428332776478,2.0,ok
TIC_307956396,0.0,0.17837824284032425,39.82392183250174,0.0010692825923991928,0.35392900573281605,0.35392900573281605,2.0,ok
TIC_308034948,0.0,0.18596146059204657,1.6766434908456518,4.126941447333625e-05,0.05388263189093065,0.08138707765263782,3.0,ok
TIC_308050066,0.0,1.3429459829288501,0.3028406180030434,7.260094181894276e-06,0.08167495854063019,0.08167495854063019,0.3333333333333333,ok
TIC_308307606,0.0,0.302125212303218,55.8210672950601,0.0014171057304836617,0.07760051052967454,0.07760051052967454,0.5,ok
TIC_308425348,0.0,0.2618648909905822,61.72506880053445,0.0016377069868737004,0.0,0.020392417214681106,3.0,ok
TIC_308919449,0.0,0.20146410611934795,10.50630696847115,0.0002929163085431505,0.0,0.0,0.3333333333333333,ok
TIC_309257814,0.0,0.3128187037426333,31.153790431624596,0.0007581567721908346,0.14898790003392515,0.15362433563270383,2.0,ok
TIC_309402106,0.0,0.06574912449919477,0.9681342213214624,2.69915947537254e-05,0.0,0.0,1.0,ok
TIC_309436531,0.0,0.16677510358844852,1.079130259689051,2.6185113308733165e-05,0.14794792586054722,0.14794792586054722,1.0,ok
TIC_309787037,0.0,0.07625689511492784,0.344250152495145,8.366332752436393e-06,0.022135493896724753,0.050368331771432635,2.0,ok
TIC_310267134,0.0,0.4788427905692453,18.861971976342055,0.00045603961345714455,0.1204521978652588,0.1204521978652588,0.3333333333333333,ok
TIC_310483807,0.0,0.24526842202410062,0.546249204382649,1.328288994863556e-05,0.006132786087946762,0.045052846348204646,3.0,ok
TIC_311121985,0.0,0.13804505918836393,0.23532630356811063,5.873095638044935e-06,0.005747800586510264,0.017419354838709676,2.0,ok
TIC_31114545,0.0,0.32182229272687474,0.8158717219986522,2.0754007273050107e-05,0.030716723549488054,0.030716723549488054,2.0,ok
TIC_311183180,0.0,0.15852805488098248,40.12410910352301,0.0010281026585676055,0.008709016393442622,0.01605191256830601,1.0,ok
TIC_311890977,0.0,0.15190789876058544,9.426850724932763,0.0002297824191393321,0.11435523114355231,0.23925385239253852,1.0,ok
TIC_312122956,0.0,0.0144614026802743,14.832474722962143,0.0003586509038558101,0.05689665348521513,0.05760491058254146,3.0,ok
TIC_312221462,0.0,0.0705360916665938,0.33516847543443323,8.107198983018389e-06,0.045623561352771055,0.057250782033878296,0.3333333333333333,ok
TIC_312259170,0.0,0.004886356412008879,0.12029250627743988,2.764263689192699e-06,0.22252747252747251,0.22252747252747251,1.0,ok
TIC_312469860,0.0,0.7244576015284785,9.920758211199166,0.0002629419241322874,0.09603358176989635,0.09603358176989635,3.0,ok
TIC_312548415,0.0,0.11163599158310265,26.69431866084333,0.0007247057728482028,0.05165596919127086,0.05165596919127086,1.0,ok
TIC_31268146,0.0,0.08271310101837967,1.5347928671365663,3.9149744706894215e-05,0.06479591836734694,0.06479591836734694,0.3333333333333333,ok
TIC_312899686,0.0,0.16248378532530316,7.633707781246109,0.00021143197060290072,0.22979357091506625,0.22979357091506625,1.0,ok
TIC_313506357,0.0,0.11538509523793437,3.7389533606894707,8.6466940995754e-05,0.1873439308118643,0.20598087581460503,0.5,ok
TIC_313675203,0.0,0.2656035786265846,2.5715113752565757,5.798060335761543e-05,0.18292682926829268,0.35437589670014347,1.0,ok
TIC_313761775,0.0,0.08234699721683103,1.6656782516970248,4.327361437537553e-05,0.0,0.038200339558573854,0.3333333333333333,ok
TIC_313891529,0.0,0.13477451451520397,7.284337739338725,0.0001715668013555792,0.19063406547865727,0.19063406547865727,0.3333333333333333,ok
TIC_314338017,0.0,0.09808832673807417,0.6744222845486126,1.8802758387491286e-05,0.0,0.0,1.0,ok
TIC_314724818,0.0,0.15184709833779123,0.9717094762350599,2.5940534624578683e-05,0.0,0.0,0.3333333333333333,ok
TIC_315755496,0.0,0.11293569768360141,0.4594333194125769,1.2956227382046573e-05,0.0,0.0,0.5,ok
TIC_316254876,0.0,0.1901905239887463,1.3629043660314477,3.171643085661912e-05,0.10987996306555864,0.10987996306555864,3.0,ok
TIC_316402246,0.0,0.012029912074660375,1.026839440895738,2.6676893937785646e-05,0.0,0.038200339558573854,2.0,ok
TIC_31656385,0.0,0.4740819326289974,14.883891834655529,0.0003393975391283129,0.20335551055828754,0.20335551055828754,3.0,ok
TIC_316916655,0.0,0.24214275222270581,1.8053511569855323,4.644546284437855e-05,0.015517046098085853,0.01908483406954355,0.3333333333333333,ok
TIC_316937670,0.0,0.21705510122344038,0.43242694444425,1.2056437672363903e-05,0.0,0.0,2.0,ok
TIC_31697707,0.0,0.08385931636849298,14.973830466501235,0.00035768456368812416,0.10063272069900572,0.10063272069900572,1.0,ok
TIC_317397615,0.0,0.7420219664844245,1.7124235930638994,4.185256038995805e-05,0.07636276792644336,0.07636276792644336,3.0,ok
TIC_317507345,0.0,0.035523146881578295,1.9829741463096386,4.6847958367180124e-05,0.06637868094426867,0.07915551229009492,2.0,ok
TIC_317951248,0.0,0.0888898088985559,1.0594317790846828,2.7375074602451073e-05,0.00406690342536373,0.00406690342536373,1.0,ok
TIC_318209162,0.0,0.2188216536300068,9.468131073295456,0.0002589110787395842,0.0079445481205012,0.0079445481205012,1.0,ok
TIC_31858844,0.0,0.003727345209916133,121.49029249600932,0.003047907131386201,0.07564665690580771,0.07564665690580771,3.0,ok
TIC_318608749,0.0,1.0125441381649225,3.15662581698526,7.650673909859036e-05,0.005473383067279898,0.05696887820480982,3.0,ok
TIC_318746829,0.0,0.05073917146020405,7.470269899106002,0.00021482223548382226,0.0,0.0,2.0,ok
TIC_319068154,0.0,0.006178295398801164,2.478815657751039,6.956026039952466e-05,0.0,0.0,1.0,ok
TIC_319735319,0.0,0.0005165801330804808,3.071733336827575,7.118730876666009e-05,0.2070452911574407,0.2070452911574407,2.0,ok
TIC_319968129,0.0,0.32032221141588957,6.81137500936558,0.00016462206144108368,0.12013466422538539,0.12013466422538539,1.0,ok
TIC_320506985,0.0,0.30751829561456323,2.544028314337564,5.755917530444312e-05,0.23684210526315788,0.23684210526315788,1.0,ok
TIC_320525204,0.0,0.05528643636382165,0.24555757852886487,6.924654440510978e-06,0.0,0.0,1.0,ok
TIC_320536216,0.0,0.0008074968365626511,1.2715226358427614,3.176474008363256e-05,0.023861925170856016,0.024383180817792192,0.3333333333333333,ok
TIC_321436679,0.0,0.0034497818475234475,4.146262203260265,0.00010392821168434213,0.11214751711867148,0.11613738070847038,0.5,ok
TIC_322202434,0.0,1.1367369311641218,1.1796542910411638,2.718492819823316e-05,0.1816604857040316,0.1816604857040316,3.0,ok
TIC_32283946,0.0,0.1738307581216144,1.7226875297505064,4.462916734155602e-05,0.09717458762044749,0.09717458762044749,2.0,ok
