host,var_status,var_oot_rms,var_excess,var_ls_amp,var_ls_power,var_ls_period
8_UMi,ok,0.00043457610464706553,3.245456593166608,0.00015537061215628695,0.07047897937378492,1.8059662163600472
91_Aqr,ok,0.000567668190209252,14.54839411751691,0.00039167302341822124,0.23388144016514095,1.2637470958390824
AB_Aur,ok,0.0053224543712577605,25.285933691390017,0.003981176495220051,0.31689400086744934,11.0505633991114
AB_Pic,ok,0.0074078383145986994,17.586121901608657,0.007378427854578287,0.6037188895298493,3.795514977037583
AF_Lep,ok,0.020805174333690186,168.6607365706366,0.020810239852279887,0.8872033257293576,1.0047392221625362
AT2021ueyL,ok,0.06750150588320258,1.0291592764471373,0.004272541323027674,0.04699578410106648,7.180900769761695
AU_Mic,ok,0.01113028897797023,53.724012053976416,0.016668276035968647,0.6573052981630358,4.7668089327997745
BD+03_2562,ok,0.0019465968139105762,2.199334719874108,0.001431367029203243,0.3384018721383817,3.229691844495335
BD+05_4868_A,ok,0.0009683738071912715,3.2979883136513974,0.0007792951125954945,0.23829107011124637,1.2725220136469368
BD+14_4559,ok,0.0005185495046649392,0.9849820508656706,7.934534219692177e-05,0.052079674918478834,10.769871543627685
BD+15_2375,ok,0.0009236379378641028,1.1439423686792687,0.0002715635142196941,0.08066062964651932,1.4391718614001163
BD+15_2940,ok,0.0007132320208759752,1.879988776757804,0.0003940750935065988,0.20727022940326478,3.290024591260903
BD+20_2457,ok,0.0013878836622872779,3.062226937305589,0.0008234956348864282,0.20192237247908898,6.403591938318473
BD+20_274,ok,0.0012032803577108591,3.0828207037508903,0.000942998438676982,0.43919547946889154,2.2575062651917643
BD+20_594,ok,0.001333063297119619,1.0495808149931707,0.0002633053615241178,0.06505499585237198,5.86623650253255
BD+37_3172,ok,0.0010251361178625217,1.1777656394726974,0.00019811171769495352,0.06986950053313218,2.243455108112435
BD+42_2315,ok,0.0007087164187847084,1.7357901391847774,0.0002974420919987117,0.12511539652078016,5.326509664963427
BD+45_564,ok,0.0005530278103701717,1.0075510119649767,3.908992203906203e-05,0.011161902420863573,2.3181981290053284
BD+48_738,ok,0.0006469121747413175,2.4327317319490582,0.0003983948837903141,0.20220497570561444,1.3114422654146214
BD+49_828,ok,0.0004699287478171251,1.4496542834395023,0.0001195332897851816,0.049978150436144266,3.0348111339102766
BD+55_362,ok,0.00024359716607009986,1.8087844392840247,0.00013618994863205056,0.14364422648136668,4.539225328398577
BD+60_1417,ok,0.006714129134123053,13.707023808216128,0.008153984809612562,0.8606065534026632,7.651857742520855
BD+63_1405,ok,0.0004117017719270329,1.086189828975584,3.828876005462924e-05,0.018830171815336617,4.9122549019125
BD-06_1339,ok,0.0004185569940464415,1.032206421940757,5.326838865252378e-05,0.033382517333210404,3.4014377123634882
BD-08_2823,ok,0.000634284659442583,1.165996694889632,0.0003197114849215753,0.3123226459628613,6.364507105458571
BD-10_3166,ok,0.0008848149730090285,1.19456951479211,0.00023068518648390452,0.10513467634941961,9.265330383429605
BD-11_4672,ok,0.0006094207141538054,1.0355136105658365,0.00011694630709679297,0.07292786267519616,9.33044154721814
BD-13_2130,ok,0.0008963891514096148,1.2635116554817045,0.00023805310460188925,0.076167415518358,3.7046480614314574
BD-14_3065_A,ok,0.0014790494987565908,1.1202331092567768,0.0007388550770619775,0.3221138737370422,4.522412915117306
BD-210397,ok,0.000816339488992864,1.8061904063843603,0.000683390465772773,0.575646441229639,10.037649038418408
BEBOP-3,ok,0.0008545620338890348,1.6850074620613926,0.0007352117896727325,0.5921765632940322,11.338574597412244
BEBOP-4_A,ok,0.0006555894808891173,1.0290571416514527,0.00014159111367354214,0.04750235721875096,1.926397074844015
Barnard's_star,ok,0.0005289983524566356,1.0845247320417097,5.8029310132974636e-05,0.047312553751092584,10.863686798922526
CD-35_2722,ok,0.0194325312386738,28.056230920059427,0.01915586871788408,0.9626328234918852,1.7007350841029023
CD_Cet,ok,0.0016029441502241053,0.9748573437490817,0.00015474198218369556,0.019369242677753168,3.3659051330178467
CI_Tau,ok,0.03550921957052947,16.4977373432727,0.040343014893871126,0.4152820694919551,6.6143738913540835
COCONUTS-2_A,ok,0.006292184887567457,10.245042532782902,0.00725640392889594,0.78185370031692,2.814091282950465
CT_Cha,ok,0.030829584093704673,20.643995766437314,0.03268206283629375,0.6976124200797813,7.332448703779435
CoRoT-1,ok,0.007707981128998893,0.9612652520861407,0.0004377145397913032,0.0073150519883169885,0.4285241988122208
CoRoT-10,ok,0.01721562728668062,0.9227147593202121,0.001522565186382584,0.01788801117910751,1.0649599222467778
