host,st_rad,st_teff,crowd_flux_ratio_max,crowd_nearest_arcsec,var_oot_rms,var_excess,var_ls_amp,var_ls_power,var_ls_period,st_mass
TIC_403135040,3.6409,5008.0,0.0005488832780159,16.14677024311837,0.0064016735813877,6.831695119217801,0.0031140397285528,0.0522681732288647,7.274806483812015,
TIC_403237836,0.619429,3530.0,0.0028906798823654,19.577282590064502,0.0261515407071034,18.40254043644037,0.0304450713860034,0.8086672609534822,0.4270652225683189,0.603659
TIC_406272866,1.63117,6979.0,0.0001265085855322,12.83189258376506,0.0110795503659553,14.058472468037024,0.0049413803743257,0.1400593758167831,0.4088379597775949,1.53
TIC_40709970,73.3791,5552.0,0.0024918391220439,10.571086545015362,0.017235974474978,116.54108837055348,0.0033006445134365,0.0315180831416736,7.161451570134649,
TIC_407885273,2.05862,9044.0,0.0002435566545313,8.821934183175621,0.0259933110801623,83.5512219703038,0.004529296299229,0.0420163058287088,7.274471762882245,2.29
TIC_409780413,8.2432,4896.0,0.0009336841792607,23.978940508737836,0.0022321657960644,2.838191905148631,0.0006903262718869,0.030159289920836,6.89582200399398,
TIC_410348210,0.992039,5776.0,0.1249453218223227,15.592434908094727,0.0128559959653576,4.081907283369404,0.0078296606304257,0.0540593512161713,7.271859482330614,1.04
TIC_410416107,0.926214,5566.0,0.1268586250468201,2.681891896424687,0.0229902618324565,6.782108564337394,0.0048245469612749,0.0473818005800738,7.136568650257648,0.98
TIC_411978510,50.0077,3644.0,0.0004086956356281,13.516376866185462,0.0070605612257089,8.766486299703553,0.0025122018111281,0.0546482185100044,7.149523231280273,
TIC_414077635,1.52262,7533.0,0.0234509262024085,11.034297020380729,0.0148464901267682,43.08503335781797,0.003447677203438,0.0442367843751245,7.2934970397241,1.74
TIC_423240775,1.82156,7632.0,0.0021293154240964,9.055604424296629,0.0050949344582063,25.490020060636013,0.0026408360081907,0.0330096667922158,6.898450528387475,1.78
TIC_423422383,0.698239,4524.0,4.5465293603756285,2.481534524583271,0.0497969337939794,2.4476729123160452,0.0175521298071353,0.0449190693278497,7.434300071163005,0.71
TIC_424136217,58.8367,3930.0,0.0041430483346404,5.633628787033516,0.0063015114106688,21.467870247502237,0.0034146863918946,0.0336041894143713,7.587404315424738,
