host,injected_period,injected_depth_ppm,repeat,injected_duration_days,duty_cycle_pct,true_secondary_depth,fold_period,fitted_duration_days,old_depth,new_depth,new_half_phase,new_n_in_window,new_truedur_depth,new_truedur_half_phase,new_truedur_n_in_window,fitted_over_true_duration,old_n_in_window,status
TIC_379931600,5.0,1000,11,0.07328975495121594,1.465795099024319,0.0003345567134237504,2.927410120564572,0.08048021963785855,-0.00018128526195804184,0.0028849680083702367,0.013745976191121686,288,0.0030098923306731695,0.007328975495121594,122,1.0981100931696226,1572,ok
TIC_143350972,5.0,2500,1,0.05750426926941558,1.1500853853883115,0.0006963045272889712,4.998752669547103,0.03615916406378355,6.353339752918075e-05,0.0015366379732237867,0.003616818679994788,104,0.00116524143881791,0.005750426926941558,166,0.6288083393316901,1592,ok
TIC_267867517,5.0,2500,0,0.13192155891218868,2.6384311782437733,0.0006495249440194861,2.8063738424027362,0.03367988601648331,-0.00025946428809109356,0.0025426451797080363,0.006000605747459426,242,0.00027267309655043537,0.013192155891218868,532,0.25530236524040584,2014,ok
TIC_334597566,5.0,2500,2,0.08343756717523043,1.6687513435046086,0.0007529692633444496,9.115522891441877,0.10279502155181208,-5.344007982177601e-05,0.0020772812881759695,0.005638459953203636,222,0.0014882839217625898,0.008343756717523044,329,1.2319992664207038,1788,ok
TIC_128463355,5.0,2500,3,0.12910272218329574,2.582054443665915,0.0008364578969414227,5.004324946327051,0.11140273285677456,0.00036298431767045614,0.0020619057153132836,0.011130645396892057,399,0.0019163551041896376,0.012910272218329574,464,0.862899952633134,1790,ok
TIC_403308915,5.0,2500,9,0.0986592855112522,1.973185710225044,0.0007584889368750236,2.4994464188763836,0.06713181434911535,0.0001548163773935629,0.0009835494122600874,0.01342933656071215,19,0.0010569869551545485,0.009865928551125221,18,0.6804409134045359,79,ok
TIC_372505528,5.0,2500,10,0.0851288692125662,1.7025773842513239,0.0007610473173036425,5.0029068092266,0.08433519574656298,0.00025162978419723814,0.001791207527497507,0.008428619496872097,16,0.001791207527497507,0.00851288692125662,16,0.9906768000873897,94,ok
TIC_75427473,5.0,2500,5,0.14996211397710338,2.9992422795420675,0.0008313444629405309,4.9997563038435135,0.13752372949518687,0.0003492086281557949,0.00196101022931483,0.01375304326227529,488,0.001904075235893865,0.014996211397710337,528,0.9170564874551206,1636,ok
TIC_173860688,5.0,2500,8,0.25482284029192,5.096456805838399,0.0006941858695823644,2.499963972108617,0.15326728781408008,0.0008141777121307703,0.0011577222769105777,0.0306538993209581,586,0.001240885461128216,0.025482284029191997,483,0.6014660524091958,955,ok
TIC_428685938,5.0,2500,6,0.01973185710225044,0.39463714204500877,0.0008367850289390244,4.4612607659702865,0.05609285422700357,-0.0007584363115831216,0.011970112390754184,0.006286659441078855,202,0.014174146005489607,0.002,65,2.8427559522821664,1504,ok
TIC_230267547,5.0,2500,11,0.10373319162325946,2.0746638324651894,0.0007450064228167186,5.002252906590737,0.050692850587531584,0.0001983930684996693,0.002148671648614986,0.005067001962329916,74,0.001732091473108488,0.010373319162325947,150,0.4886849598886248,810,ok
TIC_207084429,5.0,2500,7,0.09978682020280938,1.9957364040561878,0.0007028646069976441,5.003583204958105,0.07916212694178368,7.075888968999244e-05,0.0014877673230246913,0.007910543674315346,338,0.0013165455839880824,0.009978682020280938,424,0.7933124512925903,2139,ok
TIC_219205407,5.0,5000,1,0.05919557130675133,1.1839114261350265,0.0014797053719252107,4.999761013517182,0.041754916293315424,0.0002726284043554905,0.003138586356346673,0.004175691216082955,120,0.0026439256326469263,0.005919557130675133,167,0.7053723001834298,1388,ok
TIC_260849386,5.0,5000,0,0.12853895483751715,2.570779096750343,0.0016015200363584947,4.998460034898222,0.10186357826716033,0.0005070374575282255,0.003976474349080661,0.010189496120402057,356,0.0035613547412430835,0.012853895483751715,439,0.792472432936175,1644,ok
TIC_119081096,5.0,5000,5,0.029315901980486374,0.5863180396097275,0.0016009038719283497,2.498354811595568,0.02274259569484441,0.00023945817572001982,0.0028505941959332537,0.004551514378440088,132,0.0021512256318848566,0.0029315901980486374,86,0.7757767681848106,1425,ok
TIC_180987952,5.0,5000,3,0.10373319162325946,2.0746638324651894,0.0015833510883976887,4.997794627910503,0.07052752030290779,0.00020290116653642887,0.003987588729598923,0.007055864191481814,208,0.003425582660437354,0.010373319162325947,316,0.6798934767094724,1537,ok
TIC_131581522,5.0,5000,4,0.06088687334408708,1.2177374668817416,0.0014882954115248426,3.057240658512166,0.10929022316792276,1.0006154150588031e-05,0.003553016888155458,0.017873997400831024,550,0.004920103737924397,0.006088687334408708,187,1.7949718414722358,1540,ok
