host,label,status,elapsed_s,multi_transit_depth_chi2red,n_transits_used,power_ratio_half_period,power_ratio_double_period
AU_Mic,1,Success,50.325947999954224,457.6507383053373,5,0.3761036172459701,0.4810198687852821
BD+14_4559,1,Success,35.22614789009094,3.1610966602092683,10,0.780106184067753,0.3953087130737692
BD+15_2940,1,Success,47.46746110916138,10.07001625994916,3,0.05677811261237994,-0.011821781351821116
BD+20_594,1,Success,40.44593000411987,2.6827848394634763,19,,-0.05756149190505894
2MASS_J22362452+4751425,1,Success,419.0518367290497,0.44866747573402554,5,-0.02444372755890661,0.4812924442405839
BD+20_2457,1,Success,114.03347826004028,254.15562980738505,5,0.414721408601804,0.6160632116656346
BD+20_274,1,Success,103.06354522705078,5.532925993986131,2,0.8032148193546228,
AT2021ueyL,1,Success,181.23059797286987,0.4962132775419284,15,,0.18439955000544025
BD+15_2375,1,Success,140.6314880847931,5.776873769340899,23,,0.2694702347042808
BD+55_362,1,Success,3.437649965286255,28.759061355242252,7,0.4125296498023401,0.25969205831806347
BD+42_2315,1,Success,71.35828518867493,5.035005940006535,3,0.0999747530036982,0.7366610555326935
BD+45_564,1,Success,41.752676248550415,0.6287660947866132,3,0.24926459508113508,
BD-06_1339,1,Success,41.149213790893555,6.110321390724281,39,,0.43094195968814436
BD-08_2823,1,Success,37.58802890777588,4.498516811400501,10,0.14036078368908092,0.5186678815165532
BD+63_1405,1,Success,61.42243313789368,14.761686448108915,38,,0.025873436234356895
BD+60_1417,1,Success,68.92830014228821,8.886812928105694,2,0.34698362834754354,
