host,label,status,elapsed_s,multi_transit_depth_chi2red,n_transits_used,power_ratio_half_period,power_ratio_double_period
Kepler-111,1,Success,46.80804085731506,0.9817666804989973,24,,0.6242610047430143
Kepler-1108,1,Success,59.12692403793335,1.5501657921615253,28,,0.5788877594036729
Kepler-1105,1,Success,70.03371524810791,0.9671110420437797,10,-0.15467801096417347,0.43818210411345937
Kepler-1112,1,Success,34.52321982383728,0.677013758353301,13,,0.15972881800692668
Kepler-1115,1,Success,31.57222294807434,1.8856056089817321,14,,0.43848967644946135
Kepler-1111,1,Success,49.57012104988098,2.340226979212714,9,-0.12656208363357294,-0.01967325008035702
Kepler-1113,1,Success,51.988099098205566,2.629782750260697,32,,0.02977805097724683
Kepler-1110,1,Success,75.28749418258667,1.507572715492303,41,,0.2231065225112465
Kepler-1114,1,Success,66.74544787406921,0.8502643263876839,21,-0.09741575219211847,0.7884395808866114
Kepler-1117,1,Success,50.43849802017212,0.5703497703385604,9,0.05648743629108944,0.19264801181828622
Kepler-1118,1,Success,50.20336103439331,0.24585735016649152,3,0.05041957304568962,0.021409222436024968
Kepler-1119,1,Success,44.02458381652832,0.9550459293456018,21,,0.3391335356355213
Kepler-1121,1,Success,30.919124841690063,0.40065526666591744,10,-0.04176889654090935,0.3369293123822425
Kepler-112,1,Success,56.53596901893616,1.2302305616520022,8,0.28859633832815595,0.8583931971055029
Kepler-1116,1,Success,77.41048002243042,92.98470953635496,27,,0.3880252454932817
Kepler-1122,1,Success,48.5871000289917,1.0529409397744578,23,,0.5355481767983497
Kepler-1123,1,Success,46.82608103752136,0.5786770876237709,6,0.13348539995985864,0.08984618621326922
Kepler-1120,1,Success,75.59044313430786,1.2292503222295919,23,0.11441934922944848,0.48336404136773553
Kepler-1125,1,Success,57.01450324058533,0.6333734984366824,35,,0.5585191197722892
Kepler-1126,1,Success,50.49529790878296,9.022546025320707,3,0.7167352265002164,
Kepler-1129,1,Success,57.06340408325195,1.8119683299115301,13,0.7924650898826826,0.7488391294717965
Kepler-1127,1,Success,61.63266086578369,1.2470667949203675,37,,0.2285402304396718
Kepler-1131,1,Success,56.07800793647766,0.9009118070010815,6,0.43885558448283335,0.43035191248828303
Kepler-1132,1,Success,44.88571381568909,1.0701563005993757,22,,0.6285166673980948
Kepler-113,1,Success,83.5743477344513,1.1046640083613104,5,0.1257494349800657,0.41892067711864717
Kepler-1137,1,Success,25.565134048461914,0.7856304288984785,7,0.31763160968422555,0.2070803421622583
Kepler-1130,1,Success,85.82026386260986,0.8890907037595414,16,0.5695793214757675,-0.15101440795974808
Kepler-1133,1,Success,67.45728802680969,4.371968452608646,46,,0.46174121880447866
Kepler-1135,1,Success,55.83964681625366,0.4386095947223087,7,0.22492589202544352,0.017410860768837005
Kepler-1124,1,Success,138.53038382530212,1.1692566775829107,25,0.133793120564733,0.06431841391474781
Kepler-1138,1,Success,39.188679933547974,1.008954682977229,21,,0.675981016389675
Kepler-1136,1,Success,70.7611072063446,1.1251112259345357,12,0.36567127663723265,0.07543609655107666
Kepler-1141,1,Success,54.122004985809326,0.03348609973016048,3,0.29255812019774574,
Kepler-1139,1,Success,65.47911882400513,0.8277565437775101,3,-0.1323223841970466,
Kepler-1142,1,Success,57.571754932403564,1.1747284359573746,20,0.07315301293768234,0.010122989728372653
Kepler-1144,1,Success,49.00205183029175,1.620530779846766,4,0.19378305037492827,0.1266943045460557
Kepler-1143,1,Success,70.6041169166565,,1,-0.12953043756553628,
Kepler-1140,1,Success,82.03100299835205,1.621153440062192,21,0.0030876650657065178,0.45108987052743177
Kepler-114,1,Success,86.1556658744812,3.5224170811899347,48,,-0.23583800377528452
Kepler-1145,1,Success,74.45884013175964,0.9412840938342444,24,0.39021403078912514,-0.02390805306775117
Kepler-1146,1,Success,51.888835191726685,1.0934615143942903,35,,0.23866507631730977
Kepler-1148,1,Success,60.62423300743103,2.3428040442289655,9,0.9178222607703752,0.24678661600056417
Kepler-1147,1,Success,66.95045709609985,9.53446898952834,28,,0.0757168716174373
Kepler-115,1,Success,52.72220802307129,2.1465328084420086,17,,0.4322982203079767
Kepler-1149,1,Success,70.9943060874939,2.2688959307086667,14,-0.032903135422159425,-0.09561871619915008
Kepler-1151,1,Success,62.441903829574585,1.1637716718349402,37,,0.18618263377670652
Kepler-1153,1,Success,56.6328330039978,2.5368177516142327,10,0.08523872105405336,0.32792428321532574
Kepler-1154,1,Success,45.89364194869995,2.0753847300195964,10,0.2976622435780997,0.16625631488912013
Kepler-1150,1,Success,90.38998889923096,0.2178446160393811,4,0.35093143087031176,0.02332190630266975
Kepler-1158,1,Success,26.789123058319092,0.3123474114194096,14,,-0.12797826463458334
Kepler-1155,1,Success,53.124168157577515,1.5480728817365428,32,,0.43348311652987614
Kepler-1156,1,Success,57.41175389289856,1.2926103904882669,12,0.9191163803280694,0.7408381185266338
Kepler-116,1,Success,38.57634782791138,1.33790387028699,7,-0.1302324005953173,-0.03970162828705213
Kepler-1159,1,Success,43.12433218955994,0.7168094646213893,8,0.6195630905995109,-0.10103032215102122
Kepler-1157,1,Success,71.7403609752655,0.8785405450768909,20,0.17222359145497076,0.37232293471226674
Kepler-1160,1,Success,41.85180687904358,1.539123460064745,30,,0.2745291483396005
Kepler-1163,1,Success,38.8417272567749,33.78748888047773,4,0.32273738326762047,0.8959895144346393
Kepler-1162,1,Success,46.70480275154114,17.084530277934,3,0.49990254348181207,
Kepler-1152,1,Success,134.64587688446045,2.8238092125200565,2,0.4463765481157316,
Kepler-1171,1,Success,28.24466896057129,82.78135943474426,2,0.4379001874868486,
Kepler-1165,1,Success,55.209617137908936,2.3074524358989033,3,-0.1358565625218862,
Kepler-117,1,Success,37.02058529853821,1.430808786694263,6,0.7238206387676385,-0.005638918202738658
Kepler-1164,1,Success,71.61589813232422,1.6574165112641221,8,-0.015904816003239123,0.5430012175883803
Kepler-1168,1,Success,54.306401014328,0.34063874030148933,6,0.5929427581929918,-0.007104611254899572
Kepler-1166,1,Success,68.24741315841675,1.0012325592960802,25,,0.14591725223387614
Kepler-1167,1,Success,88.44379305839539,1.0318783811487515,39,,0.4429376677116144
Kepler-1174,1,Success,48.66326594352722,1.164556570151945,30,,0.07282849324578573
Kepler-1175,1,Success,48.68165302276611,2.5543135302296047,14,0.06607252406324249,0.16826311368153773
Kepler-1172,1,Success,62.2677481174469,2.635427073015481,24,,0.735500400147865
Kepler-1176,1,Success,57.0165638923645,0.8336389909704405,6,-0.009521322879615941,-0.10885359587509068
Kepler-1177,1,Success,60.634018898010254,0.5557258303440838,2,0.5171425091932697,
Kepler-1173,1,Success,79.38147568702698,0.5546158337696381,4,0.17565721370221038,0.13701411757757606
Kepler-1179,1,Success,56.31795001029968,0.8715446304807702,23,0.1713034238242081,0.20315672851230226
Kepler-1180,1,Success,56.11799883842468,1.5706320811729824,17,0.48288364496212305,0.8867922073968326
Kepler-1182,1,Success,57.83993911743164,1.9258038260998593,30,,0.28590888754494687
Kepler-1178,1,Success,90.36732912063599,2.627028089610894,38,,0.8499192861339618
Kepler-1183,1,Success,62.452333211898804,1.1131025203688965,5,0.19407164196612559,0.18798235660097326
Kepler-1184,1,Success,66.97934174537659,1.3823651441944362,11,-0.05555222483863442,0.3383454957507388
Kepler-1169,1,Success,198.19633412361145,0.43714152754091884,22,,-0.1038431572788038
Kepler-1186,1,Success,46.99357891082764,2.093141550545535,3,0.01712339812565965,
Kepler-1187,1,Success,51.70149302482605,0.9906984716303798,7,-0.06251535184245063,0.12571760762732162
Kepler-1185,1,Success,79.38040685653687,1.2198490118010608,3,0.0005011213797144511,
Kepler-1188,1,Success,59.90593910217285,0.3255389420480993,3,0.17336934544601348,
Kepler-1189,1,Success,55.65280818939209,1.1828588980104497,15,0.23381738146905426,0.5168647102698264
Kepler-1191,1,Success,61.83701777458191,11.362964012126167,3,0.6749482129814339,
Kepler-1193,1,Success,40.03361678123474,0.8855666412653841,10,-0.08462888478625716,-0.1281378286060145
Kepler-1181,1,Success,164.48024225234985,0.8923205294168575,22,,0.1708589220657085
Kepler-119,1,Success,89.85531997680664,0.9161078406510201,9,-0.027313041933343336,0.5495930178082479
Kepler-1194,1,Success,52.10052704811096,0.9639744758007578,35,,0.35672698192090246
Kepler-1192,1,Success,63.59338092803955,2.4311770140269595,20,0.06477548400056572,0.36940648084580485
Kepler-1190,1,Success,90.34276676177979,0.0021602064532804527,4,-0.018878459671338894,0.08117547800714918
Kepler-1195,1,Success,66.37151908874512,0.6791840286464712,47,,0.042722445577201534
Kepler-1198,1,Success,44.1473548412323,1.0631823329848478,25,,0.5216199879454516
Kepler-12,1,Success,36.432806730270386,2.5139912983664976,6,0.2545320638975108,0.5634569847130981
Kepler-1196,1,Success,63.79796481132507,0.8951915143644548,19,0.5564876860442822,0.485328659108403
Kepler-1199,1,Success,51.3051278591156,1.373387479879013,3,0.2556153161152243,
Kepler-1201,1,Success,47.94291114807129,0.6722475029286329,15,-0.3249358288261341,0.544291488509505
Kepler-1197,1,Success,87.2196671962738,6.744264856174876,23,0.5740539779745895,0.5072529191668289
Kepler-1204,1,Success,48.68352198600769,2.1361851983322104,10,0.1619937452789259,0.39494047099031016
Kepler-1205,1,Success,63.63208293914795,1.1553327393882453,28,,0.5937012558250108
Kepler-1209,1,Success,46.15858197212219,2.261000660258389,3,0.20196991712606407,
Kepler-120,1,Success,106.60569906234741,3.6199084205915257,22,0.31189372407314664,0.4374895737871516
Kepler-1203,1,Success,87.64266109466553,1.0035519038291396,33,0.5461699889412553,0.6169700109690096
Kepler-1207,1,Success,65.25516104698181,3.9543221181211794,19,,-0.10013232032033574
Kepler-1206,1,Success,74.36716294288635,0.6890829481906231,16,0.5142546949759179,0.13954028027772172
Kepler-1210,1,Success,52.99544596672058,0.9406777091588454,7,0.12686029329618842,-0.017140850636308456
Kepler-1212,1,Success,44.99548292160034,1.025717272966006,36,,-0.06066584202630304
Kepler-1213,1,Success,48.94773721694946,0.8754757058077209,12,0.2695509623892372,0.5503817264391972
Kepler-1211,1,Success,56.88301706314087,0.8390389245385452,4,0.8788687148470383,0.06942460689733028
Kepler-1216,1,Success,42.14319181442261,1.7974287322813394,12,0.4147919370612082,0.2709391113598168
Kepler-121,1,Success,89.17403292655945,10.84975767170275,39,,0.12846615083880725
Kepler-1217,1,Success,36.198338747024536,2.212788003380086,22,,0.6219859787031603
Kepler-1214,1,Success,67.27662515640259,1.0649136729337005,23,0.4421598053750753,0.1373048068599728
Kepler-1215,1,Success,64.57576394081116,1.643800488842368,20,0.6720296524817598,0.11615638163720254
Kepler-1219,1,Success,34.89745497703552,0.5012011171312541,4,-0.30764336203550013,0.8354484356928236
Kepler-122,1,Success,42.604026079177856,2.650145767410589,11,-0.09103297450281794,0.22903950918212648
Kepler-1221,1,Success,44.41486597061157,0.9045032328024604,18,,0.1829482969279095
Kepler-1218,1,Success,62.35500884056091,1.6668553147756997,16,0.49362545296187876,0.37045070073994013
Kepler-1220,1,Success,55.99119472503662,1.719312612003773,16,0.888986539726986,0.42909120514534127
Kepler-1224,1,Success,46.05070686340332,0.5772349353005043,16,,0.05446562413596696
Kepler-1223,1,Success,59.15422987937927,1.690612176410656,41,,0.8442124019747858
Kepler-1222,1,Success,73.63774991035461,0.6155257976822197,33,,0.18684760581142063
Kepler-1226,1,Success,57.819921255111694,1.0437539950539807,41,,-0.022625494908790365
Kepler-1227,1,Success,59.96356701850891,0.9300174642638692,8,0.0285850632175834,-0.07902950983428533
Kepler-123,1,Success,50.99147391319275,1.284210961844476,11,0.44244118726393056,0.13241164369256297
Kepler-1228,1,Success,63.18470501899719,0.7310919140219749,6,0.6234444462108234,0.42798778830350614
Kepler-1230,1,Success,49.48997116088867,2.59150976009693,33,,0.19232487300244322
Kepler-1231,1,Success,38.08588123321533,4.45892870885659,19,,0.45011428803253245
Kepler-1233,1,Success,30.472373962402344,4.743906198533767,23,,0.34676309597673727
Kepler-1229,1,Success,100.39401292800903,0.8675106375842925,43,0.015441471718888742,0.4150666771619824
Kepler-1234,1,Success,51.20463490486145,0.955155949844695,23,,-0.15812289808362523
Kepler-1238,1,Success,41.9269380569458,0.9717754752557756,9,-0.1514830204194326,0.2349139853379501
Kepler-1232,1,Success,80.28748416900635,0.14054825427966766,2,0.19772334023142893,
Kepler-1235,1,Success,55.62720584869385,0.20468697144158118,5,0.26634536638019213,0.13495614763228544
Kepler-1240,1,Success,70.30793905258179,1.0404289943622922,3,0.3116565597059767,
Kepler-1244,1,Success,30.960964918136597,3.1210915216635082,4,0.5385945969072501,0.03933461787610258
Kepler-124,1,Success,109.27567076683044,1.278927123082916,11,0.2928705280742293,0.12305463780332804
Kepler-1245,1,Success,65.1464262008667,1.136422760574145,43,,0.6194563086000354
Kepler-1241,1,Success,80.89164900779724,0.7036142699042867,19,0.534025359460807,0.714179203862801
Kepler-1248,1,Success,37.98781108856201,0.5686341622311201,2,0.25508500007837254,
Kepler-1243,1,Success,86.41676497459412,1.445785490811273,26,,0.5105507421768266
Kepler-1242,1,Success,91.72629308700562,1.272207881543531,17,0.3231657598464829,0.11320341191039908
Kepler-1249,1,Success,42.424959897994995,1.0786708541517762,24,,0.8018044874697278
Kepler-1250,1,Success,52.57545185089111,83.22187635338454,13,,0.603157979531868
Kepler-1246,1,Success,100.06939911842346,1.1278037077726022,9,0.34804392424556824,0.37211240868202405
Kepler-1251,1,Success,62.476233959198,1.0301469563246544,5,0.16550123257645513,0.38909506575992703
Kepler-1252,1,Success,65.00124788284302,0.8493695587948901,25,,0.07893417732295877
Kepler-1253,1,Success,63.02222013473511,1.4344464547356506,27,,0.11903257560533874
Kepler-1239,1,Success,192.17843508720398,2.4254891088088155,3,0.05099966416177308,
Kepler-1254,1,Success,55.5527241230011,1.4632461344915062,3,-0.15887589062648588,
Kepler-1255,1,Success,48.90397000312805,0.33405454181754995,10,0.5396131730779624,0.3353738143629615
Kepler-1256,1,Success,44.38594889640808,0.5794052019490085,13,0.47624171294068074,0.27798597821292437
Kepler-1258,1,Success,57.7866690158844,1.1808897459366616,38,,0.9896324613151851
Kepler-1259,1,Success,51.68553280830383,5.8369408598250745,39,,0.3705701923830621
Kepler-125,1,Success,128.0945920944214,1.1484174002010124,11,0.05084156145428375,0.5075088340411256
Kepler-1260,1,Success,60.32211184501648,0.8615257329232803,4,0.19883536145961403,0.011874165551655831
Kepler-1261,1,Success,44.85706067085266,4.680924359578259,13,0.4747426165933733,0.13976814198419674
Kepler-1262,1,Success,54.28615212440491,0.5030146731592274,4,-0.04518447042647821,0.07072701049423714
Kepler-1263,1,Success,51.26615595817566,0.921602444449401,24,,0.24061549778717775
Kepler-1264,1,Success,46.56254005432129,0.7446228659014554,18,-0.1972632480843835,0.537658562997381
Kepler-1266,1,Success,49.513941049575806,1.82186943756635,28,,0.2428959022656196
Kepler-1268,1,Success,41.83610129356384,1.146088604301629,14,-0.03884583642019157,0.15508018668010634
Kepler-1269,1,Success,44.79296588897705,0.9624160665567508,6,0.007955419980844718,-0.0964849261783546
Kepler-1265,1,Success,62.699617862701416,0.46372096350349895,4,0.3696920471655811,-0.03061369550295356
Kepler-1274,1,Success,22.32628297805786,0.19005966325425896,6,0.7148123907554828,-0.03992513695804155
Kepler-1271,1,Success,45.94609999656677,0.7420595596831421,17,,0.4083798450057025
Kepler-1275,1,Success,39.27583312988281,0.6115133553258351,27,,0.34637375759168204
Kepler-1272,1,Success,51.15346384048462,0.5010915087320442,12,0.09277195046956915,0.34271978546093956
Kepler-1276,1,Success,44.51518177986145,1.6880022233132095,15,0.7378277006837631,0.6350163775479651
Kepler-1273,1,Success,79.99974489212036,20.60379533738484,30,,0.04944107328989466
Kepler-1279,1,Success,39.789916038513184,0.7270457321676647,9,-0.2867629547677404,0.38577702344313214
Kepler-126,1,Success,198.0404531955719,0.48108815251527387,28,,0.4671378054143505
Kepler-1278,1,Success,51.31391000747681,1.713139984172715,22,,0.07236215932113109
Kepler-1277,1,Success,69.4846260547638,0.5261969114663754,26,0.44481181693816063,0.25888507950053496
Kepler-128,1,Success,44.3906888961792,0.5053720524328292,9,0.2725327973071553,0.051984725999070544
Kepler-1282,1,Success,45.017245054244995,1.4870874267977519,30,,0.08147164277991756
Kepler-1283,1,Success,51.72406721115112,1.381077896032595,33,,-0.12427447537163333
Kepler-1281,1,Success,73.71956205368042,39.77468578391736,14,,0.9599116234618457
Kepler-1270,1,Success,176.30427074432373,2.102928903425029,22,0.5102703576580668,0.12474642663397612
Kepler-1284,1,Success,60.7547128200531,4.381612948217139,3,0.3271125711884276,
Kepler-1285,1,Success,65.36035871505737,1.9663830146360415,27,,0.7318426612877144
Kepler-1286,1,Success,62.6854681968689,1.5303831690401422,33,,0.05987758430639667
Kepler-1287,1,Success,51.872509241104126,0.3951856306315492,15,0.32299229634844234,0.6768896111160382
Kepler-1288,1,Success,62.657557010650635,0.4371442063037456,4,0.3999422915188296,0.09753987856962301
Kepler-127,1,Success,246.65256714820862,0.49666269111723754,25,,-0.09526049104138759
Kepler-1292,1,Success,47.88621807098389,0.45819269961042197,4,-0.15012780765346695,0.07651941217206222
Kepler-1293,1,Success,40.59825301170349,2.034457174068732,6,0.0321096207336917,0.25123237633358964
Kepler-1289,1,Success,74.52172899246216,0.9212732312077827,21,,-0.07187898955339903
Kepler-1290,1,Success,73.1228129863739,4.281854617403311,10,0.5733749160144487,0.03808849373502097
Kepler-1291,1,Success,63.418984174728394,0.9341737025234444,16,0.21252019354821797,0.032535976019176
Kepler-1298,1,Success,30.826087951660156,1.0994878920079374,6,0.024229156415805614,0.2999111569602422
Kepler-1300,1,Success,38.76619911193848,0.011777861363135371,3,-0.3903238128217195,
Kepler-1294,1,Success,63.410300970077515,53.00547929945605,3,0.629798890343552,
Kepler-1297,1,Success,49.98885798454285,2.0505019771684565,3,0.10503694049255899,-0.02299222176157391
Kepler-1299,1,Success,57.825124740600586,5.034710113434779,37,,0.4250178266659594
Kepler-1296,1,Success,87.07737708091736,0.6566487831472159,20,0.1475550084591355,0.24518381936584496
Kepler-1301,1,Success,57.16324496269226,6.820241809007351,2,0.30006062100903946,
Kepler-1302,1,Success,54.57269501686096,4.081184958818803,37,,0.2718380122996737
Kepler-129,1,Success,188.8098430633545,0.39182198994249123,18,,0.054738813120389515
Kepler-1304,1,Success,71.19001531600952,0.745172046227058,19,0.37967330351586764,0.42157830513424543
Kepler-1307,1,Success,63.244417905807495,0.9532034631540698,14,0.05350014274761124,-0.14016225493521167
Kepler-1303,1,Success,76.13627910614014,1.3463792446228144,14,0.10686598098357802,0.3382494625845141
Kepler-1311,1,Success,36.565110206604004,0.5777261146409386,20,,-0.12706138213729798
Kepler-1309,1,Success,79.24026489257812,1.0910428119076452,7,-0.14247563017525236,0.15393848578388747
Kepler-1312,1,Success,74.57690906524658,1.2070639727368788,8,0.5952372038097797,0.5292055740233049
Kepler-1310,1,Success,81.33236384391785,0.41081746348851544,10,0.6317427387008027,0.5475483637917217
Kepler-1315,1,Success,65.57898497581482,3.0311497529972593,2,0.3958574473542434,
Kepler-1313,1,Success,110.9981472492218,81.13186252375867,30,,0.7544485521990217
Kepler-1317,1,Success,70.93745613098145,1.5913629367147604,22,-0.10919627073638097,-0.026308724528168986
Kepler-1316,1,Success,72.8590497970581,1.2547136077957346,10,-0.22059533272949258,-0.005272302068344777
Kepler-1314,1,Success,120.25553703308105,0.9290498483180538,14,0.5066344819881626,0.7019887968755475
Kepler-1308,1,Success,211.2537441253662,1.1017875027519013,14,-0.02082082722675034,0.5550662535224392
Kepler-1318,1,Success,75.97377395629883,18.54804441151122,4,0.7145224421486462,
Kepler-1323,1,Success,59.15732002258301,0.022665684136179358,2,0.6187823361905789,
Kepler-1326,1,Success,38.4497971534729,0.7128632628421218,5,0.29292592202687934,0.2536920659173662
Kepler-1319,1,Success,113.65176200866699,0.8790513788581263,6,0.11550150303811021,0.4422554789286226
Kepler-1325,1,Success,61.78420305252075,4.895477846895608,17,0.29378146197714716,0.04041360570842697
Kepler-1324,1,Success,86.53657913208008,1.1431854718181005,52,,0.4372367473061806
Kepler-130,1,Success,363.59053015708923,0.5538550745644383,21,,-0.05725488514675364
Kepler-1327,1,Success,54.35955214500427,0.8860011132487723,8,0.04366753872363056,-0.029423605334730336
Kepler-133,1,Success,42.652090072631836,0.71036898017966,18,,0.28372244134871877
Kepler-1328,1,Success,57.206713914871216,1.2888022670584913,30,,0.3508370574670294
Kepler-1329,1,Success,71.96550989151001,0.79654744274793,10,0.2319041649039963,0.10550210579602305
Kepler-1334,1,Success,39.01763296127319,1.6928185555316382,12,0.09152514979456002,0.5697013623979456
Kepler-1333,1,Success,62.63564610481262,0.6552297409595622,34,,0.5235942436396925
Kepler-1332,1,Success,77.53613996505737,1.6059133015466869,30,,-0.09162291582479494
Kepler-131,1,Success,354.44225001335144,0.5276937461389777,43,,-0.20555196283695162
Kepler-1331,1,Success,102.793936252594,0.09801943679659603,7,0.3912207623081025,0.6733058178651248
Kepler-1336,1,Success,45.91685605049133,0.3619568262919611,10,0.5367928362426818,0.1327275764184281
Kepler-1340,1,Success,37.597172021865845,0.7786747387925806,23,,-0.22301532632541649
Kepler-132,1,Success,234.70536708831787,0.6641784031234803,32,,-0.12146145983839132
Kepler-1337,1,Success,65.18877577781677,2.2813199522806658,10,-0.03255309064955469,0.3039462860966317
Kepler-1335,1,Success,106.89232087135315,1.9015916888908846,7,0.5366465265603091,0.4355934696693519
Kepler-1338,1,Success,67.90720105171204,0.6513551044726181,4,0.04537699130096568,0.46011834495252957
Kepler-1339,1,Success,67.80386590957642,0.9926179198411925,34,,0.4911898816272728
Kepler-1345,1,Success,32.74610781669617,0.9681213196556878,16,,0.205721444402719
Kepler-1341,1,Success,85.29385089874268,1.4947454467940808,38,,0.39580807014761615
Kepler-1344,1,Success,53.65940618515015,3.1119323026618657,5,0.1431301124135575,-0.03280321131643771
Kepler-1346,1,Success,52.31279993057251,1.094359969608256,13,0.07233886508754055,-0.04303570741047873
Kepler-1343,1,Success,63.080506801605225,0.9307488730415697,25,,0.15301805340613234
Kepler-1342,1,Success,65.50634384155273,1.0946679445087337,20,-0.009137204315439525,0.43187278497107373
Kepler-1347,1,Success,78.42942190170288,1.221744238818167,45,,-0.017010185717811297
Kepler-1349,1,Success,50.68958592414856,0.38286945418913876,3,0.2228577698172514,
Kepler-1348,1,Success,60.2565438747406,1.933129271210723,28,,0.35955003437831845
Kepler-1352,1,Success,60.705862045288086,2.4802733258836627,20,,0.22452982190735157
Kepler-1354,1,Success,47.73152995109558,0.6700848303695849,7,0.20603863268680417,0.39665619431678717
Kepler-1351,1,Success,85.50899314880371,1.2967290832691742,40,,0.36568235278775885
Kepler-1355,1,Success,65.38226699829102,0.3307977858104179,5,0.35394133654670545,0.3594049770403027
Kepler-1350,1,Success,104.47206592559814,0.9855093038294638,31,0.4820675015486581,0.5227910916995101
Kepler-1357,1,Success,49.32094073295593,0.7028273660286471,16,,0.25715402745654586
Kepler-1353,1,Success,85.97996306419373,1.1173031413637204,49,,0.6161394749675225
Kepler-1360,1,Success,46.762410163879395,0.25012403655078647,3,0.7009524985534176,
Kepler-136,1,Success,51.67769908905029,2.153252342052068,2,-0.01836186107115531,
Kepler-1359,1,Success,68.95961427688599,1.0516415501149667,28,,0.4374956607297813
Kepler-1358,1,Success,81.78423690795898,0.40113506622635714,8,0.0023192940764682904,0.24746614262901653
Kepler-1364,1,Success,28.025677919387817,0.7992730713849359,17,,0.010793131885140066
Kepler-134,1,Success,294.5589439868927,0.5505376306402314,25,,0.5707874922601449
Kepler-1362,1,Success,74.94963788986206,1.1666685021147567,18,0.00748445182347344,-0.10935108044727236
Kepler-1361,1,Success,95.72671413421631,7.029264639616889,52,,0.03939853304428815
Kepler-1365,1,Success,62.64523100852966,1.1541982891467872,12,0.30039852676041656,0.4976907152375836
Kepler-1363,1,Success,82.44811391830444,1.1800827901223911,19,0.46243070083238125,0.6463857134511746
Kepler-135,1,Success,242.4142050743103,0.5760624859088196,28,,0.48343980261176056
Kepler-1369,1,Success,65.19187521934509,4.64255216526723,20,,0.8165141025391018
Kepler-1367,1,Success,66.51568698883057,1.8059708176721945,28,,0.23310583255986006
Kepler-1370,1,Success,53.04989695549011,1.4158236638388444,22,,0.6419798998877893
Kepler-1366,1,Success,100.0641930103302,1.0386145321550644,46,,0.4303722713096416
Kepler-137,1,Success,83.53277373313904,0.6254065397299147,15,0.6972425094547341,-0.16244047833070005
Kepler-1373,1,Success,46.41952419281006,1.2612349779060446,17,,0.2719848539145104
Kepler-1371,1,Success,65.91962814331055,1.979545452317209,23,,0.4888026666129412
Kepler-1372,1,Success,51.037935972213745,0.0619109995556224,4,0.2814042796651185,0.38894904293857546
Kepler-1376,1,Success,63.121803998947144,2.0990635781229687,31,,0.12889953374407007
Kepler-1378,1,Success,58.970972776412964,1.1853364327339684,4,0.922388137718332,
Kepler-1377,1,Success,63.207298040390015,1.9182987587959357,9,0.04375335200386795,0.08572736434900162
Kepler-1382,1,Success,46.28563904762268,0.6307924778229627,4,0.6550197505683153,
Kepler-1381,1,Success,50.86915993690491,1.8499047063439609,3,0.1375541257631619,
Kepler-1380,1,Success,59.1308069229126,0.4984523252683766,4,0.10800991158664336,0.3135154019159112
Kepler-1383,1,Success,48.72807216644287,0.1241054330771123,4,0.44665067164778854,
Kepler-1385,1,Success,39.71899914741516,0.6188932773330744,4,0.20506178691791002,0.23119455173575193
Kepler-1386,1,Success,52.67768907546997,0.6197541131969607,7,0.80458987340167,-0.016272539371023582
Kepler-138,1,Success,116.53328895568848,7.690398121523507,34,0.4641196146834438,0.572428644728339
Kepler-1375,1,Success,146.73331809043884,0.4934060171186144,16,,0.23702946988525633
Kepler-139,1,Success,42.306973934173584,0.8466101097891373,6,0.4982070235601035,-0.2693429445712588
Kepler-1384,1,Success,87.73172521591187,1.0512303354674704,10,0.006062977513120408,0.26031932073134095
Kepler-1387,1,Success,86.69458198547363,1.2163361971806788,41,,0.2596013507198634
Kepler-1389,1,Success,68.34446406364441,1.002270550272174,34,,0.3233438521548062
Kepler-1394,1,Success,23.39383101463318,0.1713893184476557,4,-0.13215286614707658,
Kepler-1388,1,Success,95.27465987205505,0.8441387520877441,69,,0.35041124096699094
Kepler-1390,1,Success,55.394278049468994,1.3730721389788556,10,0.8060092220847715,0.55597758397999
Kepler-1391,1,Success,55.42300891876221,0.6364244461093242,30,,0.8932668619051631
Kepler-1392,1,Success,52.810710191726685,0.8000122094999546,31,,0.49159448380655196
Kepler-14,1,Success,29.14853596687317,2.1150028669704306,4,0.08626959296648726,
Kepler-1395,1,Success,50.9114511013031,0.507076702390334,8,0.012483303796323486,0.033412605824662156
Kepler-1396,1,Success,45.0315420627594,1.9220176171804286,7,0.42402829774264705,0.03338623221040246
Kepler-1397,1,Success,51.062981843948364,0.7289099393367178,32,,-0.016516049016139654
Kepler-1393,1,Success,80.73288869857788,1.7303509431836361,6,0.38014937743319555,-0.14136513928038136
Kepler-140,1,Success,44.00645995140076,0.37827656558479045,6,0.2117838936497705,0.12299251065894914
Kepler-1400,1,Success,52.87874984741211,1.5471737254117257,17,0.31303098544918606,0.2739278067150847
Kepler-1398,1,Success,70.42475605010986,1.3320217489521637,17,0.20827401048001817,0.3761574692245088
Kepler-1401,1,Success,56.2171790599823,1.3141305942277344,12,0.2696848081195792,0.5389863246048333
Kepler-1402,1,Success,72.8719699382782,,1,-0.21290017667193353,
Kepler-1406,1,Success,58.93675899505615,2.817852903628297,3,0.2799363191253601,
Kepler-1405,1,Success,62.766873836517334,1.807989630128886,7,0.1248053094968018,0.5428685395108291
Kepler-1408,1,Success,52.8163206577301,0.18951513403319573,7,-0.025062225235361463,0.4953974018205892
Kepler-1407,1,Success,60.9230751991272,2.8699204344517626,2,-0.08437425427882228,
