host,tic_id,resolution_status,nearest_sep_arcsec
HD_105779,347713631.0,resolved_unique,3.7251902342818197
HD_106252,397558558.0,resolved_unique,4.354521581287489
HD_106270,176910071.0,resolved_unique,1.6698638549162317
HD_106315,56815340.0,resolved_unique,0.19039689708966004
HD_10647,229137615.0,resolved_unique,3.0466801958380363
HD_106515_A,,ambiguous,3.0927018098635597
HD_106906,390472975.0,resolved_unique,0.6366488336492822
HD_10697,456905162.0,resolved_clear_nearest,1.7567750051344189
HD_107148,66666079.0,resolved_unique,1.122684520434916
HD_108147,,ambiguous,2.981827633271798
HD_108202,94924490.0,resolved_unique,4.953356046832191
HD_108236,260647166.0,resolved_clear_nearest,1.3374811390694261
HD_108341,,ambiguous,2.576034242304226
HD_108863,371621400.0,resolved_unique,1.2814723786025148
HD_108874,371621238.0,resolved_unique,2.419495203865541
HD_109246,154549250.0,resolved_unique,2.7697850981255123
HD_109271,,ambiguous,2.913688058491249
HD_109286,399087153.0,resolved_unique,0.18999767964810346
HD_109749,144289338.0,resolved_clear_nearest,2.4414689979629576
HD_10975,28763463.0,resolved_unique,1.7922904693403872
HD_109833,360630575.0,resolved_unique,0.7878320084416948
HD_109988,389315309.0,resolved_clear_nearest,1.2045289570107518
HD_110014,32448045.0,resolved_unique,1.251947109464203
HD_110067,347332255.0,resolved_unique,2.0594096203498826
HD_110082,383390264.0,resolved_unique,0.4040853839586659
HD_110113,73228647.0,resolved_clear_nearest,0.2197275974548559
HD_11112,115319029.0,resolved_unique,6.826841798671588
HD_111232,329649885.0,resolved_clear_nearest,1.793230501092637
HD_111591,,ambiguous,1.9003279972563283
HD_111998,53304943.0,resolved_unique,4.071440430092608
HD_112570,137004295.0,resolved_unique,0.8326928793746653
HD_112640,459217467.0,resolved_unique,0.34926581269470536
HD_113337,142350121.0,resolved_unique,2.716440500676789
HD_113538,,no_match,
HD_113996,328997091.0,resolved_unique,1.2234005597372595
HD_114082,441546821.0,resolved_clear_nearest,0.688683983743231
HD_114386,124306858.0,resolved_unique,5.465736362542675
HD_114729,124401411.0,resolved_unique,5.694161499580082
HD_114783,292113181.0,resolved_unique,2.1512353703705163
HD_11505,,ambiguous,4.285625116640817
HD_11506,266680498.0,resolved_unique,1.5524021182680008
HD_115404_A,373765353.0,resolved_unique,3.4203826509064426
HD_115954,180655149.0,resolved_unique,1.205756297002491
HD_116029,305837711.0,resolved_unique,0.8395911278507615
HD_117207,405501056.0,resolved_unique,3.3792165397972713
HD_11755,137121812.0,resolved_unique,1.2627886475306067
HD_117618,243194645.0,resolved_clear_nearest,1.9832253997813651
HD_118203,286923464.0,resolved_unique,1.8076092243845177
HD_11964,24978373.0,resolved_unique,6.816925323819601
HD_11977,232074535.0,resolved_unique,1.636447094168945
HD_120084,284181945.0,resolved_unique,1.2371460272698083
HD_121504,,ambiguous,4.079639098475567
HD_12235,422679659.0,resolved_unique,5.3507209743291275
HD_122562,233435627.0,resolved_unique,2.000790514329788
HD_124330,441692540.0,resolved_unique,2.360596016932272
HD_12484,419940916.0,resolved_unique,0.5882693174120366
HD_125136,401505871.0,resolved_clear_nearest,0.9945925759063255
HD_125271,,ambiguous,3.5292212396720926
HD_125390,27354139.0,resolved_unique,0.3335984468115729
HD_125595,180030300.0,resolved_unique,8.769840082616234
HD_125612,347909637.0,resolved_clear_nearest,1.400867808253039
HD_12648,397288169.0,resolved_clear_nearest,1.3536014397274678
HD_126525,,ambiguous,4.771681296953386
HD_12661,118268680.0,resolved_unique,3.1669395724774225
HD_126614,287973473.0,resolved_unique,3.24224984024758
HD_127195,127725774.0,resolved_clear_nearest,1.3825542368875539
HD_127506,286992966.0,resolved_unique,8.094651304252334
HD_128311,349606708.0,resolved_unique,5.0097824553593435
HD_128356,,ambiguous,2.1824706324938776
HD_128717,298163592.0,resolved_unique,1.641583291660672
HD_129445,,ambiguous,3.1916759467131466
HD_130322,189694184.0,resolved_unique,2.9738251865431606
HD_131496,267365022.0,resolved_unique,0.859354375112296
HD_13167,72638232.0,resolved_unique,0.8996719655145508
HD_13189,63564248.0,resolved_unique,0.0854774541918705
HD_132406,309808219.0,resolved_unique,4.351381034685968
HD_132563,,ambiguous,1.432334653872362
HD_133131_A,,ambiguous,3.184716494097324
HD_133131_B,,ambiguous,3.2740150071359944
HD_134060,,ambiguous,2.8826876062416162
HD_134606,262457542.0,resolved_unique,3.7568184824252406
HD_134987,61397572.0,resolved_unique,6.313277685786887
HD_135344_A,307606851.0,resolved_unique,0.471486560970109
HD_135625,143713715.0,resolved_clear_nearest,1.506413392666706
