host,sec_depth_windowed,sec_significance,sec_sigma_eff,sec_n_in_window,sec_status
WASP-95,9.100755164248575e-05,1.745191380344542,5.214760551047342e-05,220,ok
WASP-92,0.00027363885232345453,1.378862930042707,0.00019845254112022518,438,ok
WASP-98,0.0007485661539257116,2.0232693556307284,0.00036997849635910467,140,ok
WASP-99,-2.695020002496662e-06,-0.039129144020892,6.887500531720616e-05,68,ok
WASP-93,-0.00013574613393285695,-0.9792927224343272,0.0001386165043639036,132,ok
WISPIT_1,0.048769600449610984,15.045975179891686,0.003241371853038114,131,ok
WASP-96,-0.0003695297227461758,-2.155938044256612,0.00017140090074972128,273,ok
WD_0806-661,0.001762676262444307,1.509015268703197,0.0011680970358630624,87,ok
WISPIT_2,0.0012172216577357453,3.2154642995677998,0.00037855237823643565,52,ok
WD_1856534,0.014371666577822406,0.46894365958871215,0.03064689389430513,170,ok
Wendelstein-2,0.002320378294781822,0.466198733192078,0.004977229944178775,654,ok
WTS-2,-0.0006871993430808132,-0.15415967548322038,0.0044577114016798244,858,ok
Wolf_1069,0.0008449182749117323,16.948794903175397,4.9851230116274215e-05,1736,ok
Wolf_503,4.3272208991140815e-05,0.5738644910157762,7.540492514974448e-05,84,ok
WASP-97,8.576988459974011e-05,1.4713088220103672,5.829495705908012e-05,262,ok
Wendelstein-1,-0.001720504254449251,-1.335796052621028,0.0012879992054725489,419,ok
XO-1,1.5123349743850767e-05,0.11971128970324076,0.00012633185876905105,134,ok
WTS-1,0.0059627506372113,0.4906664033340271,0.012152351570629313,203,ok
XO-2_N,-5.597431107640105e-05,-0.4079712336074739,0.00013720161243097905,368,ok
XO-2_S,9.552206131535623e-05,1.00924139630958,9.464738729965382e-05,448,ok
XO-3,6.499703439843962e-05,1.0957742266478634,5.931608247191142e-05,188,ok
XO-5,0.00042882013253509044,2.880177992790202,0.00014888667770135503,236,ok
Wolf_327,0.00010821012041528633,1.3455104809264709,8.042309736656728e-05,447,ok
XO-7,3.722774364833814e-05,0.4439701705583786,8.38519029364451e-05,159,ok
XO-6,-0.00010092739990619215,-1.117398375217104,9.032356064289296e-05,129,ok
XO-4,-4.2644779172151814e-05,-0.4683804007819633,9.104731773779636e-05,153,ok
ZTF_J1230-2655,0.08442317239387531,0.8089976981270189,0.10435526898201411,70,ok
YZ_Cet,3.313061169585296e-05,0.7482840638700676,4.427544738091038e-05,297,ok
eps_CrB,4.993152870058637e-06,0.4619237884348204,1.0809473326709161e-05,128,ok
eps_Ind_A,-1.2920541387906326e-06,-0.08505833171156288,1.5190212561093413e-05,93,ok
bet_Cnc,-1.789469825341783e-05,-2.434025909707657,7.351893084641447e-06,299,ok
eps_Tau,2.4073250116662948e-06,0.1933639957341212,1.2449706588482003e-05,197,ok
WASP-88,-0.00011070019003067699,-0.5994533074596923,0.0001846685782747484,583,ok
WASP-84,2.5723286360745945e-05,0.24396950521568564,0.00010543648206362845,485,ok
gam_Psc,2.024436010328312e-05,2.7548739634760575,7.348561266933279e-06,773,ok
b_Cen_A,-0.0001916530108723169,-7.197275025179762,2.662855180631785e-05,221,ok
eps_Eri,-4.386342611351068e-06,-0.6240890631560191,7.028392052200577e-06,108,ok
Wolf_1061,-3.108569937460004e-06,-0.22776164539909846,1.3648346858457972e-05,2486,ok
gam_Cep,-8.72075653912674e-06,-0.947018864670591,9.20864078263124e-06,510,ok
iot_Dra,6.80789682732108e-05,7.366419689013103,9.24179874990689e-06,735,ok
bet_Pic,4.731661746715243e-05,0.44956256246567533,0.00010525035093589475,176,ok
mu2_Sco,0.000260999420693131,11.989783570260117,2.1768484740668977e-05,401,ok
nu_Oct_A,-0.00014313504601282112,-7.7504323873257395,1.8468007829716632e-05,87,ok
kap_CrB,-5.679833582994398e-05,-3.5219204252199874,1.6127092316799357e-05,119,ok
nu_Oph,-1.142750806604198e-05,-0.7240039234214753,1.5783765386295444e-05,145,ok
mu_Leo,-1.064549300666684e-05,-0.61300145635527,1.7366178980979708e-05,308,ok
ome_Ser,-0.00021585139648649943,-6.9638568967890535,3.0995955213557846e-05,54,ok
omi_CrB,-8.64619884048956e-05,-6.080704822398146,1.421907343477926e-05,1191,ok
tau_Cet,1.1992592708898187e-06,0.16370367936074798,7.325793015605066e-06,67,ok
tau_Boo,2.7251061799571374e-05,3.257615753636749,8.365339518372826e-06,123,ok
ups_And,-1.47604822930969e-05,-1.8313095603682772,8.060069478438457e-06,112,ok
ups_Leo,-0.00026748060331427403,-11.773303953317674,2.271924723721237e-05,103,ok
tau_Gem,1.9648010155304263e-05,3.1264496214732236,6.284448027039011e-06,262,ok
omi_UMa,1.846311405617751e-05,1.6258621274060951,1.135589158819611e-05,202,ok
psi1_Dra_B,0.00033974633126310216,1.0368828912411416,0.00032766123747728944,175,ok
xi_Aql,-0.00017952391284636882,-8.619667097221626,2.0827244349637897e-05,162,ok
rho_CrB,5.524592485484092e-06,0.5207602831140691,1.0608705511195765e-05,184,ok
TIC_103865797,-0.000535032993165041,-0.24663320323335067,0.0021693469741737186,376,ok
gam_Lib,-2.703590865849037e-06,-0.49310633813077354,5.482774518976139e-06,300,ok
kap_And,-3.614797846385187e-06,-0.8169481121844918,4.424758185338527e-06,1636,ok
TIC_129319156,0.0002765689383189551,1.8128023754259797,0.00015256430710157572,557,ok
TIC_139853601,4.734567686792701e-06,0.3002542589256895,1.5768527992685254e-05,4115,ok
TIC_140706664,0.00016918808123023155,2.027180170947094,8.345981460108071e-05,1604,ok
TIC_143257766,-0.0007380913497904151,-5.586202328744363,0.00013212757189128151,714,ok
TIC_141482386,2.618964891909492e-05,0.5471052875998305,4.786948602523987e-05,2562,ok
TIC_124709665,-8.812818610870465e-06,-0.22232167073068235,3.963994414897233e-05,1642,ok
TIC_17129975,0.000348720509436129,1.9745174189641872,0.00017661050041233083,702,ok
TIC_17150865,0.0013785320587421657,3.8294860514445905,0.0003599783470218267,175,ok
TIC_172110606,3.744459227128516e-07,0.015513236634150267,2.413718887576047e-05,632,ok
TIC_149601557,-1.92034963275578e-05,-0.26675238626687525,7.198997016036236e-05,1066,ok
TIC_172464366,0.0005757897541233126,4.155275207635693,0.0001385683800353938,223,ok
TIC_143994283,-5.6640328927493044e-05,-0.841791566821737,6.728545540239126e-05,2143,ok
TIC_172754786,-0.0004220204591474097,-0.30982350581947615,0.0013621318306084463,393,ok
TIC_155491828,-4.5144133656638274e-05,-0.4077514901344504,0.00011071482201512647,1524,ok
TIC_155044736,6.705966832243337e-05,0.8899289004912799,7.535396174392526e-05,2580,ok
TIC_172630205,-0.0003477766343993327,-0.6346651184672617,0.0005479687228427259,88,ok
TIC_156115721,-5.3251179166879936e-05,-0.5411235629231371,9.840853885426516e-05,438,ok
TIC_172871230,0.0004466889865093471,1.545965788996682,0.00028893846790700603,519,ok
TIC_174143743,-0.000214365231739011,-1.889324439877986,0.0001134613130568802,90,ok
TIC_175476629,0.00018825471614036804,0.7954733135962927,0.00023665748796685392,33,ok
TIC_173860688,0.00010243746625393513,1.8247510667136255,5.613777578901482e-05,628,ok
TIC_17416749,5.199958697388318e-05,1.0451509849116274,4.975318181255889e-05,108,ok
TIC_176778112,0.0001395150735102879,3.4558986719145106,4.037012851218779e-05,400,ok
TIC_176772671,0.0029548573609584627,4.313456606786408,0.0006850323604298125,491,ok
TIC_164150539,-0.00010272729372207134,-1.4324458330899725,7.171460962015936e-05,1444,ok
TIC_176984236,0.00033258883817866014,5.072967244856238,6.55610064338362e-05,432,ok
TIC_175180796,-6.876016826584674e-05,-0.8319151397165762,8.265286323467143e-05,553,ok
TIC_177612321,0.0012023653426687098,2.68542114264954,0.00044773809350529274,328,ok
TIC_177722855,8.783490424157936e-05,2.1469659639267613,4.091117685020536e-05,1172,ok
TIC_178959058,1.9964395631344445e-05,0.43165963320177914,4.625031875985517e-05,382,ok
TIC_179033846,0.00012689886923766824,0.9609769611510501,0.00013205193710957424,37,ok
TIC_177126182,0.00014923513677289613,2.215290993145862,6.736592945785972e-05,339,ok
TIC_176831592,0.0003279545367610437,6.22564061019421,5.267803866224348e-05,561,ok
TIC_179159972,0.0005287143911738568,13.1474488206843,4.0214219380877435e-05,1996,ok
TIC_169904935,3.267571629206323e-05,0.4855683447174398,6.729375307831849e-05,539,ok
TIC_183979262,0.0013440937811152187,22.070444260932657,6.090016880604558e-05,65,ok
TIC_180987952,0.0004897448541867355,9.73129796389295,5.0326776140643e-05,239,ok
TIC_18017227,0.0002808190686613976,1.4476856037788082,0.0001939779382542675,257,ok
TIC_182470056,0.0010857927208918206,1.673435542482354,0.0006488404801544784,160,ok
TIC_182943944,0.001009413054287145,15.346258580264571,6.577584034621046e-05,492,ok
TIC_184679932,0.00028120305856660366,4.452224001058912,6.316013266621864e-05,146,ok
TIC_179155220,0.0008100261570291867,20.985304468356333,3.8599685711047094e-05,1945,ok
TIC_185405474,0.0032525845338954307,19.60893222931856,0.00016587259805163102,126,ok
TIC_184869170,-0.0001895266613125557,-0.40744336955315624,0.00046516074496539205,92,ok
TIC_187029841,2.776453105457488e-05,0.49661162337403153,5.590793639895044e-05,29,ok
TIC_187532854,-0.00017380745664641317,-0.4814555028573641,0.0003610041958496533,116,ok
TIC_185226925,0.00014986288404372772,1.1323102888819019,0.0001323514283277507,1012,ok
TIC_184952758,-1.5730833804017408e-05,-0.3276639593451473,4.8009045106627716e-05,193,ok
TIC_186000935,9.09193594758051e-05,1.3886570101564835,6.547286969412244e-05,218,ok
TIC_186599508,4.26864057337939e-05,0.6343682100970455,6.728963566327472e-05,206,ok
TIC_188593930,0.0001982137249616489,0.9737456977885095,0.00020355799816298596,394,ok
TIC_175079720,-0.00010407397423983777,-0.35358613627743807,0.00029433839045707694,1757,ok
TIC_189013222,-0.0004561019585476167,-2.054708368633004,0.00022197892679585524,102,ok
TIC_190081497,-2.7644202313492627e-05,-0.18941151418831698,0.00014594784499747027,129,ok
TIC_190430205,9.995695931563908e-05,2.3372856143246725,4.27662578775253e-05,70,ok
TIC_190271688,-0.0002294436276022438,-1.7143380513419513,0.0001338380300330146,114,ok
TIC_190442486,0.00010059484670321694,0.7778618914725309,0.00012932224576882914,20,ok
TIC_191146556,-0.00011306652847475895,-1.075331085400117,0.00010514578255002119,16,ok
TIC_188989177,0.0003373737386794806,12.494844029342236,2.700103641847868e-05,679,ok
TIC_189620016,0.0024820408314458753,6.637299915421498,0.0003739533941624295,98,ok
TIC_192372961,6.800950054164367e-05,2.670502349220953,2.546693155371446e-05,694,ok
TIC_192520375,0.004037603943767176,16.210097801055422,0.0002490795548133147,477,ok
TIC_193628179,0.000582045296461553,3.449181107634359,0.00016874883582461466,395,ok
TIC_19155785,3.202110514322065e-05,0.36688469364400994,8.727838936309207e-05,206,ok
TIC_194179013,0.002125133334538787,1.8155600559212943,0.001170511175109766,380,ok
TIC_195199644,-4.6318978395021304e-05,-0.4124124588036836,0.00011231226750370809,106,ok
TIC_195093356,-0.0005280849551818623,-2.2204696959045034,0.0002378257880104723,339,ok
TIC_197650870,-0.00025676302417165786,-3.1282629554965062,8.207846585291466e-05,363,ok
TIC_197959526,0.002548864640174453,3.1048113626584093,0.0008209402577012144,130,ok
TIC_175310067,-1.2390256048488979e-05,-0.13964221553211667,8.87285839835398e-05,1559,ok
TIC_198616607,0.0009882176500647377,2.61661987360084,0.00037766954995446475,153,ok
TIC_201154493,4.690195106493711e-05,1.3840549301543765,3.388734799687878e-05,64,ok
TIC_200593988,-0.0003254024296046598,-0.8252833270952252,0.00039429177704339264,118,ok
TIC_199162630,8.307230875992389e-05,0.38640351535556205,0.00021498849119807342,324,ok
TIC_193708920,0.0003656428812949253,3.7002616523107017,9.881541243619687e-05,1357,ok
TIC_1950736,-1.6539387407643602e-05,-0.26700530934134276,6.194403942170099e-05,288,ok
TIC_196286587,-5.924501587228903e-05,-0.6683827364174693,8.863935682995383e-05,195,ok
TIC_199688472,3.355819991635034e-05,0.6164644178344791,5.443655618313518e-05,343,ok
TIC_201233610,-0.0001614383076977699,-0.29500966764125625,0.0005472305670134358,144,ok
TIC_206466531,-3.418041266645133e-05,-0.9273783424703586,3.685703137664532e-05,662,ok
TIC_20178111,0.0003639189193025416,5.725486686987496,6.356122006704377e-05,387,ok
TIC_206498307,0.0002074075303561962,1.7975489335860955,0.00011538352390909318,354,ok
TIC_20182165,-3.0697251008016124e-05,-0.9260662123164141,3.314800885698185e-05,103,ok
TIC_207501148,5.4640047649545664e-05,1.1065068280786907,4.938066920420292e-05,346,ok
TIC_202428245,-0.00013616568488927783,-1.633300213264464,8.33684363618153e-05,74,ok
TIC_219151731,2.77002231945378e-05,0.7891507637186123,3.510130695940741e-05,62,ok
TIC_20988926,0.000258809006192795,1.2295440400620203,0.0002104918553220267,292,ok
TIC_210337597,-2.5824831620946398e-05,-0.18518774137427155,0.0001394521658361469,597,ok
TIC_207084429,1.491709592493784e-05,0.9795745735588489,1.5228137119508116e-05,268,ok
TIC_219208037,-0.00015599910299690656,-0.9278791324732989,0.0001681243790676537,258,ok
TIC_219205407,-0.0002521668958683776,-1.5444408680462935,0.00016327390778474212,110,ok
TIC_219379012,9.295073972070966e-06,0.16287177696320007,5.706988740087937e-05,355,ok
TIC_190743990,0.0001188963862688297,1.6454062690046247,7.225959236241097e-05,2028,ok
TIC_219239945,3.813839435773403e-05,0.5933315051885524,6.427839078866069e-05,564,ok
TIC_219366908,6.27353553055432e-05,0.3316769022037514,0.00018914598782342833,39,ok
TIC_219766989,0.0011460760792045832,5.192775395323682,0.0002207058830691337,14,ok
TIC_219388773,0.0001435443550397153,2.0146228541484903,7.125122935249656e-05,337,ok
TIC_21755546,9.962980949063116e-05,3.0758203204602768,3.239129699088606e-05,298,ok
TIC_219466803,0.0005639610379816196,1.6160199652355085,0.00034898147926002354,259,ok
TIC_219824469,0.0001298837208055792,1.1683166699862897,0.0001111716747199228,330,ok
TIC_219821826,0.00026745286025608994,0.7918855663947827,0.0003377418046318517,145,ok
TIC_220396259,0.0003161968111020652,6.255651594428507,5.0545783493390315e-05,288,ok
TIC_22020459,0.0007382588404045709,4.955539431585428,0.00014897648391194002,1084,ok
TIC_220016044,-6.0508054900765273e-05,-0.46730571703849505,0.00012948280471343095,112,ok
TIC_219467837,-0.0007928942190480459,-1.3899064960509566,0.0005704658704026785,62,ok
TIC_219164808,0.0019969282966918467,40.52467592467434,4.927684802226815e-05,302,ok
TIC_229091748,0.0014031415727752128,6.702803527170803,0.00020933652121643898,480,ok
TIC_220518305,0.00012188490302811328,1.02971964448675,0.0001183670756217001,100,ok
TIC_220435095,4.1817404719646234e-05,0.27767460995522086,0.0001505985899336994,384,ok
TIC_224418572,0.0005972328258652126,1.5940039385871512,0.0003746746236992182,74,ok
TIC_229141709,-0.00022882562544945806,-0.956983299607281,0.00023911140930396764,117,ok
TIC_22843856,8.405407855516245e-06,0.16966264859079772,4.95418875358294e-05,405,ok
TIC_224313733,-5.523349145963863e-05,-0.7018456327815923,7.869749255364644e-05,400,ok
TIC_229285649,-4.423639978723415e-05,-0.2642106689396375,0.00016742851439258325,96,ok
TIC_229384040,8.069622414919042e-05,4.971439079884938,1.623196479982977e-05,1791,ok
TIC_230086768,0.0010620751015641972,0.8682680157676437,0.0012232111309837975,47,ok
TIC_230386397,-2.1262366542984523e-05,-0.3006196804546824,7.07284583325534e-05,954,ok
TIC_230267547,0.00011756251442962551,1.231397210557897,9.547083055057647e-05,200,ok
TIC_231703293,-2.544464471521124e-05,-0.22776997311902522,0.0001117120240511891,98,ok
TIC_229536616,4.39286374804837e-05,0.6406062956934875,6.8573533816006e-05,453,ok
TIC_202468443,-0.00020068959827690414,-0.07794064583450497,0.002574902942208585,426,ok
TIC_23113034,5.461255397776199e-05,2.015011151542049,2.7102854461112067e-05,336,ok
TIC_230075120,-5.157314836967686e-06,-0.028602839826546007,0.00018030779000416714,88,ok
TIC_231721005,9.748525036346045e-05,0.9708988114494831,0.00010040721979865428,103,ok
TIC_230017325,-2.848436897218143e-05,-0.28865908923274874,9.86782333717342e-05,269,ok
TIC_232679662,0.0006187939088689864,2.628217714769389,0.00023544240851571996,325,ok
TIC_233390838,-5.155067543904934e-05,-0.659550653016808,7.816029777736513e-05,148,ok
TIC_232967666,-0.0005068607632437994,-3.3805623828077143,0.0001499338588814409,68,ok
TIC_233503636,0.00010563713223277205,0.6357785805519033,0.00016615396533345168,277,ok
TIC_233497719,0.0003043386333582143,1.1055678807047034,0.00027527810699802974,507,ok
TIC_233681149,-3.711036867737327e-05,-0.29894464856815056,0.00012413792605126098,153,ok
TIC_233541860,0.0001912710279358132,5.662042456543721,3.378127758734093e-05,1027,ok
TIC_233720539,7.959508422783479e-05,1.6069907647097819,4.953051752118155e-05,1241,ok
TIC_233735068,0.00024029691487426064,2.2938224064379034,0.00010475829087719995,135,ok
TIC_229770036,3.914967749507614e-05,0.5458519978233161,7.172214748904939e-05,383,ok
TIC_233684822,1.1456615367944067e-05,0.15184918259677105,7.544732985732702e-05,185,ok
TIC_233569098,-6.107341544758782e-05,-0.31858162539817797,0.000191704136643962,105,ok
TIC_236775063,-8.249619045219703e-05,-0.3611341423241661,0.00022843641955665796,724,ok
TIC_23650642,-0.00015670381657795218,-2.6360692872993163,5.9446015828550947e-05,653,ok
TIC_237101326,-0.0007329948397680752,-3.0276725590646025,0.00024209845201838255,465,ok
TIC_235684392,-3.074763781230061e-05,-0.08324520111125572,0.00036936228637620734,240,ok
TIC_23389848,0.00023731626217482482,1.6787849497104692,0.0001413619190568473,77,ok
TIC_237185205,6.902729114055539e-05,0.628573800183057,0.00010981573065955478,77,ok
TIC_237751146,0.0023363439134311825,2.8052206276833633,0.0008328556728746881,692,ok
TIC_237235093,0.00016096859732206426,2.165654809024158,7.43279107322725e-05,1279,ok
TIC_237200747,0.0002938875390698925,1.2720906541390207,0.00023102719771870515,108,ok
TIC_238162973,0.0031163411976338207,4.002112304064793,0.0007786741002916564,92,ok
TIC_237808867,0.0007111222868483313,19.051942806309604,3.7325447282616373e-05,843,ok
TIC_238197709,-5.9085730243602086e-05,-0.41186381466313077,0.00014345938667112366,80,ok
TIC_238374636,0.00014695962022903686,5.635057352943421,2.607952519813731e-05,1328,ok
TIC_239136269,0.000786136424134054,2.3515593560998007,0.00033430430837089626,619,ok
TIC_239372503,0.00011979029689179743,2.400282277595958,4.990675388886984e-05,127,ok
TIC_241065596,-0.00019422807394975372,-1.3766987104469066,0.00014108248411644333,32,ok
TIC_239722954,0.0013240481071424837,4.116269612719381,0.0003216621435707565,822,ok
TIC_239638934,0.00020908390940799215,2.856836693607006,7.318721083213386e-05,379,ok
TIC_242083025,0.00010102836448044883,0.8611950750211325,0.00011731182331479281,160,ok
TIC_242536549,0.0005041606594429204,9.576845214482628,5.2643709713560074e-05,226,ok
TIC_241174783,0.0001594142519203423,2.9884462894415913,5.3343522513208625e-05,238,ok
TIC_243283955,-3.5656113964499525e-05,-0.4636316610248594,7.690612389516618e-05,139,ok
TIC_240148934,4.137686515026662e-05,0.8173401355456021,5.0623801953205394e-05,575,ok
TIC_245462406,-7.360357692665076e-05,-1.343760402609812,5.477433088793215e-05,70,ok
TIC_241102583,0.0006868291873889376,3.199243714901279,0.0002146848594840895,590,ok
TIC_24364065,2.4267369779673587e-05,0.3443464007513857,7.047371404701965e-05,396,ok
TIC_247873937,-3.103939243920273e-05,-0.18172600980279716,0.00017080324645264383,467,ok
TIC_243333538,0.002315565234505379,4.2854518836533835,0.0005403316376828247,575,ok
TIC_243153196,0.0002655079718080211,1.5338769409009994,0.0001730960057669696,79,ok
TIC_249862365,0.00028720426765960205,7.397903445365673,3.882238661002229e-05,44,ok
TIC_250484865,6.663768851389307e-06,0.44077423842669233,1.5118326504686584e-05,1332,ok
TIC_249067445,0.0002544622426741139,12.191139624613209,2.0872719902277984e-05,755,ok
TIC_249812036,7.902882858856763e-05,0.7367097901143707,0.00010727267324124847,92,ok
TIC_251209368,0.00018039368618549823,0.6865952199937246,0.0002627365890883234,606,ok
TIC_253917293,8.618942581695155e-05,1.1780304639563435,7.316400420366857e-05,62,ok
TIC_252537013,-3.734770291652367e-05,-0.3350231396604074,0.00011147798016095475,177,ok
TIC_252636888,0.0005389652393620326,11.78000440108706,4.575254991520179e-05,1023,ok
TIC_253030300,-0.00036049984429920023,-1.3177504882990156,0.000273572157627915,192,ok
TIC_250386181,9.816698969711268e-06,0.1901914612501208,5.161482489900704e-05,363,ok
TIC_254629854,0.0004913295652005933,5.305938224583799,9.259994074641409e-05,35,ok
TIC_253132689,-2.7032194410026023e-05,-0.30686995390987226,8.809006572851176e-05,241,ok
TIC_255918903,0.0003097725232030779,1.0966093833328687,0.00028248210156801883,698,ok
TIC_255851356,0.00019225470141537304,5.580014036984419,3.445416089298448e-05,258,ok
TIC_257052211,0.0002292295735716321,0.6275664226782642,0.0003652674287342357,36,ok
TIC_253990973,0.00017575290667870558,5.47316449167812,3.2111753071908535e-05,811,ok
TIC_256621916,0.00011515136982009899,1.8508266846131118,6.22161819782546e-05,532,ok
TIC_256886630,-8.782523558337196e-05,-1.6292406729071276,5.39056242848771e-05,70,ok
TIC_256349966,-1.6345759050517827e-05,-0.06375202665611211,0.00025639591253607164,178,ok
TIC_258557847,0.00020395311078347245,1.8444279633698806,0.00011057797584614683,104,ok
TIC_255760319,5.853276666578644e-06,0.2047696749050814,2.8584685057940645e-05,425,ok
TIC_258402425,0.00017531929037495342,1.9738527872246878,8.882085407263781e-05,153,ok
TIC_238597883,-9.636529479717382e-06,-0.2072034506457871,4.65075723868661e-05,938,ok
TIC_258871793,0.0003694825985767203,0.9430267683898311,0.0003918049953211747,160,ok
TIC_258777137,0.00035573291869295254,4.199711530453155,8.47041317274876e-05,278,ok
TIC_259151170,3.092834149220902e-05,0.21346368633142235,0.00014488806983399452,81,ok
TIC_259389219,5.747922261878369e-05,0.4997370764918281,0.00011501892759746758,288,ok
TIC_259126549,0.0004924142801485676,2.8052619022405856,0.00017553237355673361,99,ok
TIC_258801269,-3.296942612340814e-05,-0.47979192876056154,6.871609159532448e-05,639,ok
TIC_259701242,0.00012459700994305045,2.9791114970937866,4.182354707589783e-05,95,ok
TIC_259129875,0.0002025797824265485,4.436423088662501,4.566286361286217e-05,1016,ok
TIC_260298958,0.0020140329364218834,1.4530265566935296,0.0013860950628493437,734,ok
TIC_260609205,0.00042375982776676757,2.0303491600702666,0.00020871278502270123,627,ok
TIC_260271203,0.0009539825562738802,1.7263973112307953,0.0005525857518822015,292,ok
TIC_239541449,6.912303743167314e-06,0.0741250773221163,9.325189251579947e-05,1661,ok
TIC_260476837,-0.0005522795574222084,-1.5060124542262343,0.00036671646099099554,211,ok
TIC_260043723,-1.3625974109032768e-05,-0.6445293696851945,2.114096695964074e-05,696,ok
TIC_262135904,-5.748114553894013e-06,-0.17496770442904305,3.28524316681832e-05,216,ok
TIC_262530873,0.003438872747638544,4.891749839885895,0.0007029944008172665,701,ok
TIC_262781201,8.30352000970036e-05,2.6294414083719775,3.157902656915066e-05,514,ok
TIC_262531275,-0.00041065904362458383,-0.886356933589664,0.0004633111425680989,212,ok
TIC_262499797,0.0024798720587839718,1.4396077394829092,0.0017226026165118517,321,ok
TIC_261141602,9.283439284757389e-05,0.5192590905325782,0.00017878241236442922,349,ok
TIC_26433869,6.731817394389772e-05,4.476517338076477,1.5038068404494057e-05,744,ok
TIC_266843799,0.00030847654078458575,7.203039652085757,4.2825884027344116e-05,98,ok
TIC_26583436,-0.0007808466441207029,-2.0435111696700137,0.00038211028924632406,245,ok
TIC_260849386,0.00014275731131885294,1.7392549242156847,8.207957863521888e-05,348,ok
TIC_265077027,-0.0002898795149517408,-2.227799534908981,0.00013011920974459855,185,ok
TIC_267484653,0.0002187995698621492,1.2313124512706708,0.00017769622132575352,635,ok
TIC_267489265,4.589558657652759e-05,1.6104552858274823,2.849851652537225e-05,754,ok
TIC_267527924,5.544006820978886e-05,1.5407644703604577,3.5982182401193876e-05,978,ok
TIC_267561446,-1.6912672235358528e-05,-0.11215937186089728,0.00015079143146712722,1007,ok
TIC_263203229,-0.0006011079092531624,-1.505228943390371,0.0003993464993433023,390,ok
TIC_264303333,7.310616540334713e-05,1.0340708705166075,7.069744201074371e-05,244,ok
TIC_267867517,0.0017161732510847516,1.8883026598036725,0.000908844375224882,113,ok
TIC_268371979,0.0001927764913547403,2.786771928694392,6.917555375443173e-05,400,ok
TIC_266688542,8.810104672796193e-05,2.032215391422626,4.335221901172982e-05,863,ok
TIC_268439377,0.0019274396062248789,5.389333514992982,0.0003576396971652976,395,ok
TIC_268727719,0.0013609494143194123,3.0065299255860674,0.00045266451623764245,586,ok
TIC_268042363,-0.0004992205972103037,-0.8127168541393947,0.0006142614056391636,92,ok
TIC_269509393,-5.062219004803303e-05,-1.2544743239549818,4.035330901666957e-05,87,ok
TIC_269269740,3.932040944532034e-05,0.17911932674525716,0.00021952075278421337,912,ok
TIC_269424395,-6.425303890589262e-05,-0.5738009829487074,0.00011197791710934776,29,ok
TIC_261258875,3.843258876701228e-06,0.04075510511077213,9.430128731738695e-05,260,ok
TIC_270333769,-4.2791146628751164e-05,-0.42085654912560505,0.00010167632348280294,14,ok
TIC_270238522,-5.356213625873352e-05,-0.5139921170288562,0.00010420808896515911,111,ok
TIC_268914377,-0.0006253661159132395,-0.15063491061338036,0.0041515350815210725,444,ok
TIC_270841724,-5.9740833680876904e-05,-0.3558488223618665,0.00016788262297556743,54,ok
TIC_269450900,3.276844781807675e-05,2.4082720531158484,1.3606622132113597e-05,517,ok
TIC_269892793,-1.9518409790864055e-05,-0.08952447746260714,0.00021802316354224536,202,ok
TIC_268405086,-0.00014482612907940062,-0.8998621208256586,0.0001609425774545516,241,ok
TIC_271167979,0.004841383043362457,14.36182771789636,0.00033710076032520433,706,ok
TIC_271042173,0.0017279278278051757,10.379780707429402,0.00016647055236613997,730,ok
TIC_272049972,0.0017851424166773766,41.900204620621636,4.2604622885273444e-05,583,ok
TIC_271439193,0.0004601431484714258,1.1545574390971958,0.0003985450466901274,127,ok
TIC_271596418,-9.688813823016673e-06,-0.17805982186629782,5.441325124031542e-05,688,ok
TIC_272050287,0.00030060353223215763,1.6963601372468957,0.00017720502010853752,42,ok
TIC_272828463,-1.8854501659504308e-05,-0.6355998733332061,2.9664105438894645e-05,94,ok
TIC_27244707,0.0007168381558717574,2.216385541445624,0.0003234266522981394,869,ok
TIC_271900960,-1.3196357553368898e-06,-0.11629318248071574,1.1347490258560236e-05,1259,ok
TIC_272086159,0.0010048364976171786,0.8213831419708382,0.0012233468722113775,49,ok
TIC_272625214,6.440045243993886e-05,0.7824447662447872,8.230670741018316e-05,350,ok
TIC_274138511,5.5847803742015145e-05,0.9534592228431497,5.857387752302699e-05,472,ok
TIC_274170255,3.211425780469401e-05,1.0782004834046162,2.9785052315398097e-05,1113,ok
TIC_274122380,-2.2328436004581675e-05,-0.17075408410950346,0.00013076370103254806,748,ok
TIC_274599700,-0.00030121727998211334,-0.9652862577006613,0.00031204969259546,88,ok
TIC_273774284,0.0009429877874006509,1.093628475718772,0.0008622560662393922,222,ok
TIC_274662200,0.0002529881767318054,2.652966338846298,9.536049252770504e-05,462,ok
TIC_274762761,0.0018328195880759068,2.3580250256951687,0.0007772689297627679,726,ok
TIC_275111900,0.0002073609538069121,2.91455781001835,7.114662577429081e-05,68,ok
TIC_274942910,0.0002941347419904705,8.127480041515541,3.6190152481213946e-05,916,ok
TIC_27677846,0.00012404658896103538,2.218003924827159,5.592712779834323e-05,23,ok
TIC_275248683,-0.0003424554740927288,-2.3845932183192877,0.0001436116950521644,272,ok
TIC_275501623,0.00015971674893011656,7.436275880201962,2.1478055884846867e-05,628,ok
TIC_277014266,0.0004234967104588261,5.226623420795908,8.102682676042808e-05,349,ok
