host,ts_var_ratio,ts_acf_lag1,ts_acf_1hr,ts_n_in,ts_n_out,ts_status
51_Peg,1.0077666867461972,0.018978125620474833,-0.002308639169259514,2395,101961,ok
55_Cnc,1.2905746503388345,0.06549376818217265,0.010243440494093883,1316,12054,ok
55_Cnc_B,1.3224116256379155,0.04709596666294824,0.01044520767305442,1338,12057,ok
61_Vir,0.9837689989023952,0.0591314637379021,-0.015095671903120595,136,14507,ok
6_Lyn,0.7526687293252866,0.5229697619161913,-0.08082345322334128,71,17339,ok
70_Vir,0.9443434775617707,0.30578642079129925,-0.03136441823504309,172,12579,ok
75_Cet,1.0450023890506464,0.8369508384102021,0.2744315564773801,797,11482,ok
7_CMa,1.5739124870471628,0.8090786266552,0.011752338036392498,412,12873,ok
8_UMi,0.7648407241513676,0.683677452473564,0.30142854734384433,1452,11977,ok
91_Aqr,0.0851069788125294,0.8754113947502854,0.4802473284146921,90,8985,ok
AB_Aur,0.9148653697041111,0.8202709543872084,0.28857116428640117,348,14567,ok
AB_Pic,7.865911539432052,0.7653186770830318,0.031996249395882,169,17548,ok
AF_Lep,0.12942034429974889,0.9604115256265935,0.3445028264141015,210,16665,ok
AT2021ueyL,1.015515902275645,-0.008511341939998963,0.007447370951630559,2571,94408,ok
AU_Mic,6.788141737911354,0.900255154026497,0.0792062799063093,279,16261,ok
BD+03_2562,1.0099957072738934,-0.005418622462042839,0.0044648002651533755,403,97183,ok
BD+05_4868_A,0.8939092631417513,0.782462296357123,0.6355700277013782,135,1751,ok
BD+14_4559,1.0471040751953,-0.00583091678649012,-0.009263649837535016,250,16294,ok
BD+15_2375,0.9709374294377573,0.0935549806131518,0.03738913835137794,1598,9668,ok
BD+15_2940,1.005911376666082,0.18809167765874754,0.09575533071867184,85,7418,ok
BD+20_2457,3.8493197431925794,0.2140474259571302,0.11968563123388136,172,15884,ok
BD+20_274,1.1543351773043111,0.007839444293802844,0.00010601983022636054,86,12441,ok
BD+20_594,0.711420105760004,-0.0076386932780218375,0.015957226644849512,63,11953,ok
BD+37_3172,1.0059779787136227,-0.006216579940362415,0.0052024863446417146,2132,105138,ok
BD+42_2315,0.7428066362678226,0.2590134861730832,0.18979975039296448,96,6620,ok
BD+45_564,1.0419534769389878,-0.01528639230276927,-0.0067844674886417475,66,14884,ok
BD+48_738,1.1007774042307448,0.14484306717639267,0.12964149200599598,757,8707,ok
BD+49_828,0.8124620664475632,0.2799939930164703,0.13392461487603174,1309,6372,ok
BD+55_362,1.3508888479588252,0.3354328855965159,0.3182132707746482,77,687,ok
BD+60_1417,1.2767949690650127,0.01648207202998091,-0.0014477631243849222,113,17301,ok
BD+63_1405,1.2235323098255373,-0.003750685029965596,0.0005357539430109323,133,17892,ok
BD-06_1339,0.9529349897941747,-0.00019730682453060925,-0.01024025875436759,108,14243,ok
BD-08_2823,1.0833383652198718,-0.016047622478238155,-0.012312824331508205,77,12746,ok
BD-10_3166,1.079070959888627,0.014305740796732556,-0.002845922501537239,790,12708,ok
BD-11_4672,1.3066763705563067,-0.009273600490057429,0.005196579832617925,58,12659,ok
BD-13_2130,1.0107394501425317,0.03938043249039725,0.01168101999272095,676,13744,ok
BD-14_3065_A,2.7192002562629836,0.06791880393607086,0.01783773827083884,330,14686,ok
BD-210397,1.4269508490181584,0.06355232501973382,0.025691502854995888,295,11998,ok
BEBOP-3,2.6551002452347663,0.06737923197410337,-0.006903076506457503,188,15524,ok
BEBOP-4_A,0.7720435897752692,-0.004637930966647886,-0.003587144070689475,42,12696,ok
Barnard's_star,1.0101618821077252,-0.0004650791337789332,0.007407154499561615,4021,75108,ok
CD-35_2722,25.38860462995649,0.739715372341104,0.030440951418523807,128,14131,ok
CD_Cet,1.0018802357175618,-0.004691796586386031,-0.009721290916400976,85,14456,ok
CI_Tau,1.1443013094046632,0.9457460057902861,0.21940370243981683,106,14603,ok
COCONUTS-2_A,0.7321935556697006,0.7203835481094172,-0.05795411877584355,129,12080,ok
CT_Cha,0.3840144809754879,0.8440056869475162,0.40795491689409397,379,9818,ok
CoRoT-1,1.7965809906380983,0.006398011398917718,0.0034813442007508156,763,11501,ok
CoRoT-10,0.9931650102080309,-0.026787125851415763,-0.01202938949434821,104,8939,ok
CoRoT-11,1.7303729339898344,-0.00035033196573889625,-0.004284906739603261,154,11335,ok
CoRoT-12,1.044268412901508,-0.009578329471511294,-0.0070315201583166865,464,12764,ok
