host,ts_var_ratio,ts_acf_lag1,ts_acf_1hr,ts_n_in,ts_n_out,ts_status
Kepler-1207,1.2066593787864242,-0.003588080845586572,0.004061236639527299,85,16757,ok
Kepler-1209,0.833608577337935,-0.010178057128216735,-0.0102199636228478,95,17488,ok
Kepler-121,0.9393989091745267,0.0096262882403504,0.0032047077091529267,85,16452,ok
Kepler-1210,1.1642773462354858,-0.004858486156801527,0.0012454439453286827,188,14604,ok
Kepler-1211,0.9495957057826445,-0.004425161422875794,0.004852677822934833,74,15435,ok
Kepler-1212,0.958103340920428,-0.009344113380618363,-0.011654702616599788,585,16758,ok
Kepler-1213,1.0684253957749703,-0.004110291670105588,5.338493944056934e-05,205,16310,ok
Kepler-1214,0.9257536656897333,-0.016671106125156546,-0.004047365089806578,853,16072,ok
Kepler-1215,0.9455924759801286,0.0005750436889401284,0.0034363764486233764,167,17297,ok
Kepler-1216,0.9025842935245488,-0.0027110538633602836,0.004010116087342647,92,11274,ok
Kepler-1217,0.9331372928448132,-0.008673220740790152,-0.02388518013711769,262,11825,ok
Kepler-1218,0.990705459015907,-0.011871728323172277,-0.003153091103511072,79,18098,ok
Kepler-1219,0.8195901328314277,-0.042373635811344214,-0.010380360996240056,111,17889,ok
Kepler-122,1.1601147598719188,-0.0017180740240689823,-0.003562812910250779,48,11353,ok
Kepler-1220,1.2260518604059507,0.012640503628243979,-0.0007094059821455523,551,15994,ok
Kepler-1221,0.9605103979065078,-0.004573303572823167,0.010158983400984204,406,9900,ok
Kepler-1222,1.081976386142267,-0.012494402983518471,0.008442781864922179,940,13357,ok
Kepler-1223,0.9215818485739148,-0.010063328487651806,0.006510738585884297,660,13251,ok
Kepler-1224,1.244198176093834,-0.0051207715345481805,-0.005385069859687799,160,16514,ok
Kepler-1226,1.0728867253400567,-0.009682266340869666,0.009036884697298646,585,15126,ok
Kepler-1227,1.0172634962101335,-0.017367816437030514,-0.0016428009066603952,146,16519,ok
Kepler-1228,0.9803676120573048,-0.015797445110611683,0.009361243608722937,175,13733,ok
Kepler-1229,0.9884426800918429,-0.0025366540105216675,-0.013987238973787649,1900,10841,ok
Kepler-123,0.9731764187753214,-0.01513897374590715,-0.01610084802492947,150,18004,ok
Kepler-1230,1.0067008468171774,-0.014352377549946596,-0.0061101419204813694,169,16110,ok
Kepler-1231,0.9756720580573208,0.016851586891621605,0.010708139510669902,1160,8831,ok
Kepler-1232,0.6071496556282587,-0.009873414272659949,0.004272712231458039,50,18562,ok
Kepler-1233,0.3908686205801278,0.7627682536692572,0.02082908106397668,286,12995,ok
Kepler-1234,1.0399717053611648,0.004198594427841213,-0.007148460669757656,243,13324,ok
Kepler-1235,1.0782070134747404,0.003757810411793849,0.0027920973813597293,118,15756,ok
Kepler-1238,1.0229491679628566,-0.007882514987631276,-0.01642559327146846,215,17991,ok
Kepler-1239,0.6672514718647691,-0.004260008901866031,0.00620877279651014,267,97086,ok
Kepler-124,1.0270228887436765,-0.004722789944979343,-0.0010956706514451658,238,17494,ok
Kepler-1240,1.0467849422027928,-0.002738149224590463,-0.0043919975171880545,57,19378,ok
Kepler-1241,1.029691827220029,-0.016611213935086567,-0.00030812865324041837,393,17258,ok
Kepler-1242,0.9373823663388648,-0.01835395849004846,7.201170005770758e-05,292,18470,ok
Kepler-1243,0.9820602922196986,-0.013415045187428193,0.001005780132223704,287,18466,ok
Kepler-1244,1.0518192622958367,-0.015870236237798853,-0.001542784875174372,92,16334,ok
Kepler-1245,1.0383550542525504,-0.015961051372256098,0.0022148420193786496,1071,10890,ok
Kepler-1246,1.2313042828966043,-0.01117421250498161,-0.006736602918853744,180,16881,ok
Kepler-1248,1.0369253275109087,-0.00932912787129391,0.006694653600577718,82,10994,ok
Kepler-1249,1.0392263311719623,-0.012552564994619307,-0.000170917053901166,1927,9794,ok
Kepler-125,0.9915577660113151,-0.02052616906858182,-0.00831820209632019,215,17494,ok
Kepler-1250,1.3369570574025889,-0.01910524553422159,-0.013936852501028897,45,11614,ok
Kepler-1251,1.0722745591798581,-0.02068110823059661,-0.013581024512043804,147,14934,ok
Kepler-1252,0.9812069516235362,-0.0029416261941115525,-0.007528462871723,470,16761,ok
Kepler-1253,0.9140569374925269,-0.02532918510671212,-0.014892385340849336,237,18644,ok
Kepler-1254,0.7945092189689384,-0.011175143369116632,0.001246141955224306,67,10905,ok
Kepler-1255,0.9124577751473513,-0.027958737612623463,0.002669658341971183,345,16951,ok
Kepler-1256,0.9446604199797014,-0.006969769370037964,-0.001913631676988151,421,16627,ok
Kepler-1258,1.0000085226080015,-0.014118103766871325,-0.007111825883638296,729,16615,ok
Kepler-1259,1.1470030343563173,-0.024284767665742266,-0.007121988024778369,125,13359,ok
Kepler-126,0.9530975291914553,-0.0299545903187647,0.00011326912461273229,2440,103907,ok
Kepler-1260,0.9877235324634802,-0.0023777747853701405,-0.007494951769829744,154,17857,ok
Kepler-1261,1.0074796530191508,-0.0056187804259983124,0.011801036557185849,44,11002,ok
Kepler-1262,1.0374701679672644,-0.012508336576495567,-0.013622407264522086,60,13435,ok
Kepler-1263,0.8853139389553217,-0.009343660308177196,-0.017442667715970434,221,10565,ok
Kepler-1264,1.1374525009068448,-0.00804125592197314,-0.003900505152769999,336,15143,ok
Kepler-1265,0.7285400667100218,-0.009844182744719336,0.007209605812502613,67,11240,ok
Kepler-1266,0.9408966091444921,0.008818377269167744,-0.012197855835938375,524,10688,ok
Kepler-1268,1.1409152354902172,-0.009679084452933754,-0.02599034071753967,145,12737,ok
Kepler-1269,0.7255921116300733,-0.014978442076847768,0.006902332702207101,139,15149,ok
Kepler-127,0.9836631924032175,-0.014098393214194618,0.005996077982429347,1519,108051,ok
Kepler-1270,0.9628104256879437,0.007082580400451919,0.0016441112749647987,246,17555,ok
Kepler-1271,1.0962123929154899,0.0010353599846353045,-0.011776834213514095,345,15941,ok
Kepler-1272,0.9044483818396407,-0.009169819129009943,0.005058230162955725,191,15415,ok
Kepler-1273,0.8671055542952741,-0.012752156083414623,0.000829740609507928,75,16310,ok
Kepler-1274,1.0267001081287905,-0.014061290272080989,0.011776520207334818,172,16205,ok
Kepler-1275,1.0493194945187483,-0.011899574387642432,-0.0060029044576839835,616,15501,ok
Kepler-1276,1.144512311731199,-0.00858151735207724,0.0020158269675592034,372,15746,ok
Kepler-1277,0.9287914980935352,-0.02049844422030625,-0.0066436703670193055,740,16704,ok
Kepler-1278,1.0523086077517898,-0.01623023290238221,-0.00020805915752444495,302,15276,ok
Kepler-1279,0.9693870689209505,-0.005401249930302681,-0.005246525070226437,291,15899,ok
Kepler-128,1.0724720870578726,-0.007570952833204707,-0.01216020879261132,96,19265,ok
Kepler-1281,1.0414359260787744,-0.011917838334776774,-0.009310935436303262,59,14308,ok
Kepler-1282,0.8454168613359131,0.009770614554831414,-0.011480685421155849,282,11872,ok
Kepler-1283,0.9505381903651537,-0.008136941693705194,-0.012371936349606738,430,16639,ok
Kepler-1284,1.1131442596753944,-0.013474327791859864,-0.009316771306147862,150,12469,ok
Kepler-1285,1.003883059051741,-0.025826106330341412,0.010888304352379372,110,19169,ok
Kepler-1286,1.077630648718205,-0.0006655263419667551,-0.007217264011130865,230,14897,ok
Kepler-1287,0.9903655779784328,-0.01750692556693454,0.0010259680720023994,180,11820,ok
Kepler-1288,0.6876818972537635,-0.013882146029136472,-0.009777160649037145,129,19142,ok
Kepler-1289,0.7455707664033739,-0.020842511314290678,-0.008178950205879523,120,18142,ok
Kepler-129,1.002924070666529,-0.008872260497786565,-0.0019483105312830713,1918,106415,ok
Kepler-1290,0.8149769953379957,-0.008007933773527062,-0.008199885210141412,62,14426,ok
Kepler-1291,1.0190370999598974,-0.0130624811079875,-0.006478105635340064,216,15616,ok
Kepler-1292,1.064473552696136,0.002816316879551234,-0.022095482666782778,59,12713,ok
Kepler-1293,0.9149112812316583,-0.019719609585840677,0.010267551661145907,159,15640,ok
Kepler-1294,1.8103201435086653,0.11949811118313276,0.03303535938769957,141,16789,ok
Kepler-1296,0.9927079719463106,-0.011249422265908856,-0.011609920548366145,145,18019,ok
Kepler-1297,1.0212955958984178,-0.01841572824819694,-0.008897386823034354,36,12598,ok
Kepler-1298,1.0764540880200415,-0.014036126247276846,0.002409673909234458,184,18866,ok
Kepler-1299,0.8295110924648456,0.11270738524509807,-0.02325577000898308,1500,11195,ok
Kepler-130,1.034312652229783,-0.010503719837989443,0.006065923307721456,2670,104648,ok
Kepler-1300,1.2050037766443376,-0.00551372184082192,-0.009203010858663182,128,16628,ok
Kepler-1301,1.7055579824125016,0.01873342580290448,-0.0030123080041248133,152,12588,ok
Kepler-1302,1.0725284851847776,0.00030321435716094595,-0.010997973099949496,95,12553,ok
Kepler-1303,0.8503865054888893,-0.002873438956375738,-0.006887397150121415,251,18572,ok
Kepler-1304,0.9167541053332585,-0.012458485345052676,-0.011058006147012751,503,15196,ok
Kepler-1307,0.9758365608160584,-0.0014760481038154733,-0.007870831289989859,108,16504,ok
Kepler-1308,1.0218870566437082,-0.016987405110981103,-6.094553525067505e-05,263,18577,ok
Kepler-1309,0.8015815512608107,-0.016715205032663213,-0.01266003292414334,207,18190,ok
Kepler-131,0.9684016491980346,-0.007613983205921356,-0.002540902976314324,2529,103845,ok
Kepler-1310,0.9611702353998295,-0.013797496643183998,-0.006496431992584622,849,16220,ok
Kepler-1311,0.8879207133535005,-0.017720533572244575,-0.006771307380415603,298,16128,ok
Kepler-1312,1.0658385433054884,-0.007539136025110496,-0.007821106475375138,241,18619,ok
Kepler-1313,0.9083169931486681,-0.011508019628316801,-0.003328706767385658,69,19337,ok
Kepler-1314,1.1388196778449255,-0.006734297518769097,-0.005326731075686375,93,19256,ok
Kepler-1315,1.0029950192591712,-0.019092244075562762,-0.0064082374775052105,116,15624,ok
Kepler-1316,0.7907954325593727,-0.02561881819570752,-0.004604824980359381,111,18156,ok
Kepler-1317,0.959149517656852,-0.015623220146262554,-0.0025034267311638196,365,16621,ok
Kepler-1318,1.1183371903187898,-0.08659770321817434,0.011455436870425882,121,16039,ok
Kepler-1319,0.8720324265361639,-0.010143038431423359,0.007064852631327993,159,14935,ok
Kepler-132,0.978581262287496,-0.00016233672661271668,0.004355800877273958,2465,104583,ok
Kepler-1323,1.0379414871485297,-0.018205311373100743,-0.0011505355781725552,126,18629,ok
Kepler-1324,1.061294890496304,-0.009461865906601214,-0.006175898367009254,1029,14059,ok
Kepler-1325,0.892076677283114,-0.00040466147013355227,-0.01687690520990617,84,13699,ok
Kepler-1326,1.1164696464140402,-0.01608846202369407,0.0014068749896501258,223,17938,ok
Kepler-1327,0.9690345741963001,-0.001841234745086348,-0.005013574938127208,206,15944,ok
Kepler-1328,0.9555618457259599,-0.018404011495884446,-0.008433475938937693,437,17814,ok
Kepler-1329,0.8701644247288299,-0.018309555913556153,-0.00620464306493212,173,15320,ok
Kepler-133,0.9286138443443014,-0.0006285630308508093,-0.01305939162450374,170,17641,ok
Kepler-1331,1.0678388819650109,0.0005637928933171115,0.010031863307892932,180,17742,ok
Kepler-1332,0.8591443637766409,-0.01309488360767298,0.0004128882967406927,135,17937,ok
Kepler-1333,0.9851969989788191,-0.004008905821319325,-0.00908876538196749,998,14545,ok
Kepler-1334,1.06550773325095,0.008790184300352895,0.0070541787641653616,79,10303,ok
Kepler-1335,1.213963631424004,-0.008425131603394033,-0.00585804298799191,71,19326,ok
Kepler-1336,0.9096447334934218,-0.023521294258910575,0.0038426334088226826,354,17254,ok
Kepler-1337,0.7459922672214383,0.009096732111304072,-0.002371886861523009,84,11256,ok
Kepler-1338,1.0983281915173322,-1.258799027644966e-05,0.0006239211905948443,126,19106,ok
Kepler-1339,1.0874635923977032,0.004999997129964279,0.005147273377588869,563,17361,ok
Kepler-134,0.9754717431160465,-0.00360415842051463,0.011305402051456005,2868,102459,ok
Kepler-1340,0.941671498847296,-0.003918763878374638,-0.008499570034969414,422,16767,ok
Kepler-1341,1.063437857963953,-0.004854405041566872,-0.011945359112867012,599,13398,ok
Kepler-1342,0.9604094131585482,-0.010939988572814656,-0.016312846958410784,332,17077,ok
Kepler-1343,0.9000880669038747,-0.0005427940459551692,0.0019520521994266984,303,13549,ok
Kepler-1344,1.115698948988617,-0.009143481778421957,-0.00677461103316848,80,14964,ok
Kepler-1345,0.8687194067210247,-0.013343035612922664,-0.015295382707195136,510,15595,ok
Kepler-1346,1.046713629984582,-0.0068249895304817515,-0.002091894245828524,263,16891,ok
Kepler-1347,0.9974048092730495,-0.017073041665485414,7.542330812756609e-05,587,16229,ok
Kepler-1348,0.9703097086535758,-0.017628293309516502,-0.0071066480217438395,111,14719,ok
Kepler-1349,0.8720701311335903,-0.0029919748448179696,-0.008097093619644538,95,19227,ok
Kepler-135,0.9550507105326376,-0.005846921912136204,0.002019862328433729,2229,101728,ok
Kepler-1350,1.1480147739302224,-0.00591396865789911,-0.003981174386943625,434,15381,ok
Kepler-1351,0.9455140166415232,-0.006803638513024899,-0.004918311405510038,581,16191,ok
Kepler-1352,0.9263293796845458,-0.00552528047829959,-0.00851447459628026,104,15920,ok
Kepler-1353,1.1760647561809192,-0.008561481375522742,0.006569937980673961,594,16034,ok
Kepler-1354,1.0565059313848315,0.001192023795846396,0.0021565530742404435,217,15949,ok
Kepler-1355,1.0679610134586752,-0.01898805505078272,0.0041678777519031296,153,15489,ok
Kepler-1357,1.044173110776377,-0.0059202452350865,-0.0042286958993435955,208,12054,ok
Kepler-1358,1.1706827333058376,0.0017323421909587037,0.009615686327683582,235,15790,ok
Kepler-1359,0.5869618895792995,0.07649841772544834,0.004425761759985805,1373,9171,ok
Kepler-136,0.9509636656401812,0.006842084801425027,0.0029461320667150317,99,17565,ok
Kepler-1360,1.095799773320015,-0.020191979245246672,0.004028660948702739,84,18322,ok
Kepler-1361,0.9401920803077425,-0.005609935284571156,-0.014049779311102378,185,18551,ok
Kepler-1362,1.0545615661795555,-0.009507545998068715,-0.011657627632740121,320,14156,ok
Kepler-1363,1.074369257200278,-0.0076889835707570015,0.00810293964310505,411,17381,ok
Kepler-1364,0.9799342553290218,-0.003409901206199578,-0.0017357088563966538,473,15279,ok
Kepler-1365,0.9381249480920907,-0.010852125095484914,-0.004170673128564204,384,17129,ok
Kepler-1366,1.0217728769853414,-0.02552629503311601,0.0014507082714145388,913,15979,ok
Kepler-1367,0.8523488523571238,-0.01335430442798847,-0.014975840842752773,224,11222,ok
Kepler-1369,0.9425391317733077,-0.00966498831707636,-0.010549305149759738,82,15105,ok
Kepler-137,1.0191047392479575,-0.005041268142834042,0.006581446838118976,297,18461,ok
Kepler-1370,0.7991999458173141,-0.04682335426108045,-0.007705117574507088,204,18799,ok
Kepler-1371,0.9584308801499807,-0.014803396303021235,-0.0018617364735166561,156,15143,ok
Kepler-1372,0.7567850509263794,-0.013242763576395087,0.010635434253299868,90,12142,ok
Kepler-1373,0.9274509702641268,-0.029725417918939474,-0.0023234768191292294,344,15931,ok
Kepler-1375,1.0743444688830015,-0.014672508010230482,0.005523854964229083,1657,91728,ok
Kepler-1376,0.914441933506598,-0.003967026291387288,-0.002413775233363015,299,18294,ok
Kepler-1377,0.6534412386463753,-0.015469203250334353,-0.008166608089835084,56,12112,ok
Kepler-1378,0.08220626733666254,0.23622784105789638,0.0031686615873637507,126,17705,ok
Kepler-138,0.7339536837054811,-0.0016099573699521197,-0.004093900347911214,104,17856,ok
Kepler-1380,1.615399644354308,-0.01103687415971418,0.00046871258430598417,67,13208,ok
Kepler-1381,1.3408055345887744,-0.019922744138777957,-0.013503718948051106,97,11691,ok
Kepler-1382,0.81776299749942,-0.004895305270805587,-0.009335602313005396,104,18425,ok
Kepler-1383,0.7568165299813961,-0.024410743322653944,-0.008973904416976248,124,18171,ok
Kepler-1384,1.0178590102083132,-0.020976453140793355,-0.005164090271398864,194,17408,ok
Kepler-1385,1.1000664474387123,-0.006983588180974316,-0.009606298476035233,218,14425,ok
Kepler-1386,1.027378411639821,-0.0034258732592137133,-0.002655183471225853,181,15613,ok
Kepler-1387,1.037151219341474,0.006056019881362109,-0.0002954277510895893,551,17383,ok
Kepler-1388,1.0348201862970865,-0.011371026172912085,-0.009469601690699663,1333,14127,ok
Kepler-1389,1.0088100919618344,-0.018698259073398053,0.006062090400623964,614,13476,ok
Kepler-139,1.1993284373476198,-0.033514721246527254,-0.00032679219915134484,137,15415,ok
Kepler-1390,1.0774021832226286,-0.007651395533154707,-0.007324134081559955,297,16753,ok
Kepler-1391,0.9813603872661163,-0.01382738972871775,0.005589054804052323,707,15620,ok
Kepler-1392,0.9568710953927999,-0.0076539942301698475,-0.007904095094288362,771,9131,ok
Kepler-1393,1.2978124959821118,-0.02020069182755825,-0.003863975203516032,124,19089,ok
Kepler-1394,1.1743574926219351,-0.009099374931852217,-0.010064050525567424,107,16515,ok
Kepler-1395,1.0749841458771539,-0.009234160066388945,-0.006554384567146892,232,16984,ok
Kepler-1396,1.0588473266908456,-0.01108737321011111,0.0005870827440593357,289,17308,ok
Kepler-1397,1.0130336214312292,-0.021016219172333577,0.0009012535046424596,487,16625,ok
Kepler-1398,0.9761168931152493,-0.012252779809937463,-0.01209206528935652,80,17367,ok
Kepler-14,0.9997845809257679,0.0010023792975015257,-0.011349326214971133,160,17748,ok
Kepler-140,0.8635782400191104,-0.005327384298120626,-0.004372930484086053,85,14790,ok
Kepler-1400,0.9675878274965913,-0.02139438087032269,-0.0011072850275006794,162,10888,ok
Kepler-1401,0.9432090320379791,-0.018650819195685397,-0.006662740486526628,210,14666,ok
Kepler-1402,0.9391851254050891,-0.010002529858673951,0.00274668716369952,66,17095,ok
Kepler-1403,0.9925003441923256,-0.0031898674707720176,0.00686079189169388,2414,99520,ok
Kepler-1404,0.9744220371760457,0.0057761593945693185,0.005634053802865974,2283,9974,ok
Kepler-1405,0.9002660083036903,-0.0037030104340393033,-0.01399646150445635,209,17949,ok
Kepler-1406,0.8400488491271888,-0.004477972096266943,-0.0033119961369590216,79,16935,ok
Kepler-1407,1.0958169919177398,-0.003408707636411656,-0.006301190514554312,42,16550,ok
Kepler-1408,0.9257572437262029,-0.005707263919395733,0.0058661949884821155,159,18924,ok
Kepler-1409,1.0167371280583053,-0.008286147918621709,-0.011636323374876708,540,16184,ok
Kepler-141,1.0800889203687594,0.008929811643085381,-0.0047050953212455105,72,18031,ok
Kepler-1410,1.0784502046762945,-0.008340647781975765,-0.010800275463513618,444,15135,ok
Kepler-1411,0.897695258723821,0.014610860342955806,-0.0008439416680069462,182,11916,ok
Kepler-1412,1.2166313806866091,-0.017265866097512322,-0.012392365662855155,81,16962,ok
Kepler-1414,0.9614909603651671,-0.013859235967500948,-0.00223099956028352,246,18673,ok
Kepler-1415,0.901580796071972,0.0008865562048966031,0.012036062932850632,157,10692,ok
Kepler-1416,1.1628739558377723,-0.002072421446897102,-0.014160472611053599,93,18355,ok
Kepler-1417,1.007635151878389,-0.002638999439426772,-0.0038634554348867143,708,14565,ok
Kepler-1418,0.9889588439618924,-0.02287205188201009,-0.017792967775708966,298,15568,ok
Kepler-1419,0.965147741781716,-0.014777433992946964,-0.00020561771429134055,254,16210,ok
Kepler-142,0.8181176235662402,-0.0035587646489899207,-0.004327746383620084,162,17781,ok
Kepler-1421,1.2171503152432146,-0.00044251074053205074,-0.0009996512175151934,100,18316,ok
Kepler-1422,1.0997805234434075,-0.013023321620309926,-0.011024102382129804,256,14033,ok
Kepler-1423,1.0164727942806775,-0.003384355299260031,-0.008036069932050872,237,16172,ok
Kepler-1424,0.941543671978443,-0.007154807620738457,-0.013014139741131074,344,15842,ok
Kepler-1425,0.9592007710819023,-0.01813455580615478,-0.008706522587344237,1008,14700,ok
Kepler-1426,0.9097423868846028,-0.03649306133747024,-0.00607850255223983,68,14993,ok
Kepler-1428,1.6857820857648482,-0.02542402837380784,-0.0032176992426931473,86,17243,ok
Kepler-1429,0.9969670384850153,-0.0005995775763448263,0.0059791749552109705,71,10780,ok
Kepler-143,1.0243065436252925,-0.01146100861981321,-0.007989534764215466,120,17169,ok
Kepler-1430,1.3203468003986534,-0.012012336249459205,0.0021977387127648284,107,13321,ok
Kepler-1431,1.074284866667797,-0.010607092108036616,-0.005550621873739667,126,14719,ok
Kepler-1432,0.9983112682259871,-0.011257918361198934,-0.010023737821908081,332,17194,ok
Kepler-1433,0.9331779962599345,-0.02280892729770387,-0.006091776265375749,51,12186,ok
Kepler-1434,0.991327994214012,-0.024565932791585504,-0.0065478295774907816,140,18837,ok
Kepler-1435,0.7138207967560433,-0.0038643832036521462,-0.014182855748791991,74,17758,ok
Kepler-1436,1.0292419355331526,-0.003948943269066313,-0.005227062350326859,361,12198,ok
Kepler-1437,0.996323140512458,-0.019114344829961136,-0.00502644163955922,374,13679,ok
Kepler-1438,1.0090291207646636,-0.016601280896696057,-0.005392316429861923,222,16250,ok
Kepler-1439,1.0243193624344162,-0.020099435001275298,-0.007019026901649539,269,18565,ok
Kepler-144,0.9464916881873253,-0.018529015885621558,-0.002534865608805983,327,18303,ok
Kepler-1440,0.9923043982410134,0.0017671353581885983,0.0057815564304065864,140,19056,ok
Kepler-1441,1.2671323592315338,-0.04516562744389568,0.009239635302150011,141,17814,ok
Kepler-1442,1.0637043564639272,-0.005757611993158765,-0.0020649784323252714,266,14751,ok
Kepler-1443,0.9331191515134931,0.0007429392868066081,-0.00966795244846701,161,18961,ok
Kepler-1444,1.3590188578360047,-0.0015495308485823432,-0.0008508888707396602,181,18753,ok
Kepler-1445,1.1399217086185136,-0.018722206135051763,0.00132063179675106,81,15678,ok
Kepler-1446,0.886772944846062,-0.00548434382107384,-0.005345429222817901,63,15952,ok
Kepler-1447,1.0627938289701853,-0.013804380153461672,-0.01542108079914144,272,17233,ok
Kepler-1448,1.0102851043441843,-0.011621615530954706,-0.00696375084656328,160,16138,ok
Kepler-1449,0.8287794261841515,-0.01350127526028735,-0.017052348935995852,84,12441,ok
Kepler-145,0.9468949668399741,-0.00618060838710525,-0.0032050274916691937,297,18494,ok
Kepler-1450,0.8351760881684019,-0.0021474936787939615,0.0008603208004128908,141,16938,ok
Kepler-1451,0.9402563602958638,-0.02470138529431575,0.007587611887749579,1523,12185,ok
Kepler-1452,0.8812959839879848,-0.005520243499021431,-0.00624643956926837,419,15759,ok
Kepler-1453,0.845485655687696,-0.009760319727621055,-0.007083466773729518,84,11060,ok
Kepler-1454,0.9720003944948732,-0.006304227880921061,-0.012170276446508031,145,11009,ok
Kepler-1455,0.9546510211652162,-0.008245179962705991,-0.0016794912638897132,402,12661,ok
Kepler-1456,1.0695683068781798,-0.004022574040077966,-0.004370041434832656,181,11663,ok
Kepler-1457,0.9369438379658487,-0.01761860877440231,-0.007959525290108582,526,17475,ok
Kepler-1458,1.0172759994384477,-0.013947357714759991,-0.0034348752577597745,151,18999,ok
Kepler-1459,0.9800614767784671,-0.00033626051207501554,-0.01586553488209463,170,14510,ok
Kepler-146,1.017704260800549,-0.00836877428442511,-0.00251445646422736,148,18485,ok
Kepler-1460,0.8404610228545009,-0.006523752248665182,-0.00411525180126565,139,11809,ok
Kepler-1461,0.8094479261135851,-0.017998646545166575,-0.003958602943385698,76,12326,ok
Kepler-1464,0.9712308459295741,-0.01056427394381194,-0.0037279014956154675,115,16824,ok
Kepler-1465,0.7679947537193549,-0.008268159291480476,-0.00440205666913915,137,10699,ok
Kepler-1467,1.0024086139864965,-0.014018724702766147,-0.010368410570768016,362,16226,ok
Kepler-1468,1.0065288606592215,-0.01819340785678702,-0.008339996043582343,2028,10007,ok
Kepler-147,0.9641311320452314,-0.012280044036609662,-0.005610391418898123,299,18314,ok
Kepler-1470,0.9717216334858982,-0.011126500787505078,-0.007904398249304535,906,13348,ok
Kepler-1471,0.9238755725558024,-0.0013563929559286412,-0.0020034905960095517,58,12677,ok
Kepler-1472,1.1297946671420198,-0.01695904809793898,-0.0037591650202549952,177,15228,ok
Kepler-1473,1.3765850426130744,0.003779878358710863,0.00714160808728988,481,14746,ok
Kepler-1474,0.8536996327292614,-0.027770643069154725,0.0006708456790280735,339,16136,ok
Kepler-1475,0.8314732245790548,-0.004578084170227029,-0.0026475531593428444,235,16282,ok
Kepler-1476,1.2128340174962517,-0.014018507920504733,0.0006323722196876323,79,12844,ok
Kepler-1477,0.9787498837323843,-0.008305534033943553,0.0021834876793171065,139,15907,ok
Kepler-1478,0.9930368162981991,-0.009822015839907883,-0.014964257542591631,523,16271,ok
Kepler-1479,0.8682897215359633,-0.0056601372570212445,-0.00029841669466547014,449,17752,ok
Kepler-148,1.026853588293065,-0.012452261016697752,0.007840025501944396,448,10766,ok
Kepler-1480,1.2922656604696683,-0.01887626121938334,0.0024278443192623984,184,16508,ok
Kepler-1481,1.058053386257214,-0.000999840651445229,0.005707050860125432,186,15708,ok
Kepler-1482,0.9522735479629526,-0.019179093609091168,-0.0070122659786463456,271,18541,ok
Kepler-1483,1.073735976998647,-0.009528907310497454,0.0027383863812745655,328,17338,ok
Kepler-1484,0.9631526398258126,0.0028052281206104907,-0.0002790822603923347,1131,12761,ok
Kepler-1485,0.9373254737005748,-0.016498892205477858,0.002234882660065346,357,17151,ok
Kepler-1486,0.8469004295034704,-0.009272979705260332,-0.005145434691237953,57,12711,ok
Kepler-1487,1.0225577275928797,-0.014040780787828925,-0.014167465372334525,245,17874,ok
Kepler-1488,0.9284268153625311,-0.012125346429526812,-0.01284862236737078,99,18222,ok
Kepler-1489,0.8404217000289237,0.006404830828442062,0.005094868334810187,133,15106,ok
Kepler-149,0.8764734426067783,0.00680104500538883,-0.014181698369323618,188,16607,ok
Kepler-1490,1.0530353256095328,-0.01301113208653022,-0.004649024950930544,532,16227,ok
Kepler-1492,0.9680300607455347,0.0030941227630223995,0.00017354888471752565,284,15994,ok
Kepler-1493,1.0239118092722803,-0.007915006338764248,-0.00541601323611336,206,18758,ok
Kepler-1494,1.1607249667310526,-0.031492340151164415,-0.0006571275238371737,108,15929,ok
Kepler-1495,0.8806773301655428,0.011297186714224331,0.006531079250344511,112,16819,ok
Kepler-1496,0.9938546937824092,-0.019197537671105002,-0.0026213322358867716,149,17700,ok
Kepler-1497,0.9228627128681115,-0.012158165315193542,-0.0033513697497893234,255,15551,ok
Kepler-1498,0.980665339642573,-0.007679016354610371,-0.004001655423921185,159,15920,ok
Kepler-1499,0.9245090549624212,-0.00566303191609106,0.004741005290551239,550,17403,ok
Kepler-15,1.3570926996410209,0.0006420712083319008,-0.0017761281690969034,479,17769,ok
Kepler-150,0.8990662566371828,-0.014279036638940175,0.004863833132207395,230,14991,ok
Kepler-1500,0.9374681855738549,0.0015880168025227549,-0.007547395486337981,511,14934,ok
Kepler-1501,0.9021176845896454,-0.012738981073959207,-0.010217483540914086,323,16562,ok
Kepler-1502,1.102802068538825,0.00469475343838191,-0.005934322943046339,151,18182,ok
Kepler-1504,1.1074919202205131,-0.02170168155463313,0.000751128327131833,252,11724,ok
Kepler-1505,1.158025087435503,-0.0065806421680977755,-0.00690948589656187,84,19280,ok
Kepler-1506,0.6883263617995176,-0.006872130115650632,0.002531354624412121,61,16199,ok
Kepler-1507,1.231660480743227,-0.00036818796807680754,-0.0020771100020678048,137,16230,ok
Kepler-1508,1.2235717041732763,-0.00015011703907582248,0.003575998538310672,114,18153,ok
Kepler-1509,1.3158111464905837,-0.014349153966145459,0.01640382526570031,37,11988,ok
Kepler-151,0.991243775571584,-0.004593778617551782,-0.01291937571555263,264,17478,ok
Kepler-1511,1.0236078914479636,-0.0067313122504128915,0.0028145745239886804,202,18881,ok
Kepler-1512,0.9831010908017456,0.006492318320267822,-0.00899479453841539,138,18919,ok
Kepler-1513,0.9802013317364248,-0.012776493258082269,-0.0013231974840382174,1182,14340,ok
Kepler-1514,1.0181713686587524,-0.006988692295095904,-0.006279637334907295,326,18302,ok
