host,tic_id,elapsed_s,status,sector_used,shift_pixels,verdict,error_message
1RXS_J160929.1-210524,48964101,52.44649600982666,failed,,,,"Depth measured at the target's own pixel in this sector (-3156 ppm) doesn't match the known transit depth (7421 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
14_Her,219483057,71.53653502464294,completed,24.0,1.4361520494614015,"Photocenter shifted 1.44 px from target -- signal likely from a nearby contaminant, not the target star",
16_Cyg_B,27533327,77.32634425163269,failed,,,,"Depth measured at the target's own pixel in this sector (-188 ppm) doesn't match the known transit depth (583 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
11_Com,72437047,81.97848105430603,failed,,,,"Depth measured at the target's own pixel in this sector (-118 ppm) doesn't match the known transit depth (164 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
18_Del,354489950,93.2026572227478,completed,55.0,1.8187724993233532,"Photocenter shifted 1.82 px from target -- signal likely from a nearby contaminant, not the target star",
2MASS_J01225093-2439505,11614485,21.65422797203064,failed,,,,"Depth measured at the target's own pixel in this sector (254 ppm) doesn't match the known transit depth (3640 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
2MASS_J01033563-5515561_A,616014335,34.826839208602905,completed,2.0,0.1453771876555946,Photocenter consistent with target (0.15 px from catalog position),
2MASS_J02192210-3925225,77111651,19.372894048690796,completed,3.0,2.2026830814260427,"Photocenter shifted 2.20 px from target -- signal likely from a nearby contaminant, not the target star",
2MASS_J0249-0557_A,10930507,22.270158290863037,completed,31.0,0.1690119055664231,Photocenter consistent with target (0.17 px from catalog position),
2MASS_J03590986+2009361,14183352,16.114177942276,failed,,,,"Depth measured at the target's own pixel in this sector (5704 ppm) doesn't match the known transit depth (75700 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
17_Sco,135596590,132.69246101379397,completed,91.0,1.017563303648981,"Photocenter shifted 1.02 px from target -- signal likely from a nearby contaminant, not the target star",
24_Sex,1713457,61.336812019348145,failed,,,,"Depth measured at the target's own pixel in this sector (-55215 ppm) doesn't match the known transit depth (522 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
2MASS_J04372171+2651014,125843782,22.53564691543579,completed,43.0,0.761019246584368,"Photocenter shifted 0.76 px from target -- signal likely from a nearby contaminant, not the target star",
2MASS_J16262785-2625152,175594111,21.868485927581787,completed,91.0,0.1504682422557458,Photocenter consistent with target (0.15 px from catalog position),
2MASS_J12073346-3932539,102076870,27.895038843154907,completed,10.0,0.9940759121149868,"Photocenter shifted 0.99 px from target -- signal likely from a nearby contaminant, not the target star",
2MASS_J11550485-7919108,357014373,33.69299006462097,failed,,,,"Depth measured at the target's own pixel in this sector (-11598 ppm) doesn't match the known transit depth (4733 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
2MASS_J22362452+4751425,200532605,16.595580101013184,failed,,,,"Depth measured at the target's own pixel in this sector (-70 ppm) doesn't match the known transit depth (360 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
2MASS_J11011926-7732383,454227159,52.55433297157288,failed,,,,"Depth measured at the target's own pixel in this sector (-3414 ppm) doesn't match the known transit depth (31451 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
2MASS_J22501512+2325342,435830255,16.920047998428345,completed,56.0,0.1517795919633585,Photocenter consistent with target (0.15 px from catalog position),
2MASS_J21252752-8138278,273305007,35.05975079536438,completed,13.0,0.6768938517709219,"Photocenter shifted 0.68 px from target -- signal likely from a nearby contaminant, not the target star",
2MASS_J19383260+4603591,271164763,61.19565486907959,completed,14.0,0.1342202301742953,Photocenter consistent with target (0.13 px from catalog position),
14_And,333225860,225.4838030338287,failed,,,,"Depth measured at the target's own pixel in this sector (-429 ppm) doesn't match the known transit depth (181 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
55_Cnc_B,332064684,4.889621019363403,failed,,,,"Depth measured at the target's own pixel in this sector (-84 ppm) doesn't match the known transit depth (296 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
11_UMi,230061010,236.5277419090271,completed,14.0,0.1839797849236619,Photocenter consistent with target (0.18 px from catalog position),
51_Peg,139298196,70.11428213119507,failed,,,,"Depth measured at the target's own pixel in this sector (-652 ppm) doesn't match the known transit depth (24 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
55_Cnc,332064670,91.87118101119997,completed,21.0,2.868066319347157,"Photocenter shifted 2.87 px from target -- signal likely from a nearby contaminant, not the target star",
24_Boo,441712711,238.3613350391388,failed,,,,"Depth measured at the target's own pixel in this sector (14557 ppm) doesn't match the known transit depth (265 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
47_UMa,21535479,130.20865607261658,failed,,,,"Depth measured at the target's own pixel in this sector (-435 ppm) doesn't match the known transit depth (25 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
8_UMi,257005016,54.59417796134949,failed,,,,"Depth measured at the target's own pixel in this sector (-35 ppm) doesn't match the known transit depth (241 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
AB_Aur,96680681,15.5676589012146,failed,,,,"Depth measured at the target's own pixel in this sector (-7085 ppm) doesn't match the known transit depth (1945 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
70_Vir,95473936,137.50259017944336,failed,,,,"Depth measured at the target's own pixel in this sector (937 ppm) doesn't match the known transit depth (75 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
AB_Pic,260351540,18.485949993133545,completed,1.0,0.6757689103980792,"Photocenter shifted 0.68 px from target -- signal likely from a nearby contaminant, not the target star",
AT2021ueyL,298710936,18.00755286216736,failed,,,,"Depth measured at the target's own pixel in this sector (-252 ppm) doesn't match the known transit depth (4298 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
AF_Lep,94945758,37.3199679851532,completed,5.0,0.6369046846627622,"Photocenter shifted 0.64 px from target -- signal likely from a nearby contaminant, not the target star",
AU_Mic,441420236,23.3465039730072,completed,1.0,0.7538415084203789,"Photocenter shifted 0.75 px from target -- signal likely from a nearby contaminant, not the target star",
BD+05_4868_A,2025181668,3.0399680137634277,failed,,,,No target pixel file available via MAST for this star
51_Eri,298810162,245.6102769374847,completed,5.0,0.9215290723267382,"Photocenter shifted 0.92 px from target -- signal likely from a nearby contaminant, not the target star",
6_Lyn,444865362,198.41062688827515,failed,,,,"Depth measured at the target's own pixel in this sector (-1752 ppm) doesn't match the known transit depth (340 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD+03_2562,366659915,19.256191968917847,failed,,,,"Depth measured at the target's own pixel in this sector (-3842 ppm) doesn't match the known transit depth (146 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD+20_2457,95359428,25.99819016456604,completed,45.0,0.8003234186366533,"Photocenter shifted 0.80 px from target -- signal likely from a nearby contaminant, not the target star",
4_UMa,356478817,278.57412004470825,failed,,,,"Depth measured at the target's own pixel in this sector (-93 ppm) doesn't match the known transit depth (344 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD+14_4559,230183006,35.404924154281616,failed,,,,"Depth measured at the target's own pixel in this sector (-2751 ppm) doesn't match the known transit depth (176 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD+15_2375,82604982,48.68251585960388,completed,22.0,1.0385930000541663,"Photocenter shifted 1.04 px from target -- signal likely from a nearby contaminant, not the target star",
BD+20_274,60923874,18.21799874305725,failed,,,,"Depth measured at the target's own pixel in this sector (-2214 ppm) doesn't match the known transit depth (425 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
75_Cet,251095345,215.86324620246887,completed,4.0,0.6565265056791988,"Photocenter shifted 0.66 px from target -- signal likely from a nearby contaminant, not the target star",
BD+15_2940,393702609,48.201416015625,completed,51.0,0.6588881662627122,"Photocenter shifted 0.66 px from target -- signal likely from a nearby contaminant, not the target star",
BD+37_3172,289572819,20.821587085723877,failed,,,,"Depth measured at the target's own pixel in this sector (-513 ppm) doesn't match the known transit depth (63 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD+42_2315,376689863,11.451323986053469,completed,76.0,1.1702703918018391,"Photocenter shifted 1.17 px from target -- signal likely from a nearby contaminant, not the target star",
BD+45_564,292607437,15.41924214363098,completed,18.0,0.9772455282381822,"Photocenter shifted 0.98 px from target -- signal likely from a nearby contaminant, not the target star",
BD+48_738,302069358,22.159392833709717,failed,,,,"Depth measured at the target's own pixel in this sector (-322 ppm) doesn't match the known transit depth (208 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD+49_828,116376059,21.422101974487305,completed,58.0,1.0037864098859142,"Photocenter shifted 1.00 px from target -- signal likely from a nearby contaminant, not the target star",
BD+20_594,26123781,49.6337571144104,failed,,,,"Depth measured at the target's own pixel in this sector (-9065 ppm) doesn't match the known transit depth (345 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD-10_3166,148563075,9.72239112854004,failed,,,,"Depth measured at the target's own pixel in this sector (-548 ppm) doesn't match the known transit depth (161 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD+60_1417,159527171,34.66891074180603,failed,,,,"Depth measured at the target's own pixel in this sector (-1506 ppm) doesn't match the known transit depth (487 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD-08_2823,33355302,32.68700408935547,completed,8.0,1.234352146837182,"Photocenter shifted 1.23 px from target -- signal likely from a nearby contaminant, not the target star",
BD+63_1405,233075841,39.631633043289185,completed,14.0,0.7756342847438642,"Photocenter shifted 0.78 px from target -- signal likely from a nearby contaminant, not the target star",
BD-13_2130,288474555,30.016620635986328,completed,7.0,1.0919422895042694,"Photocenter shifted 1.09 px from target -- signal likely from a nearby contaminant, not the target star",
BEBOP-3,289949453,20.299622297286987,completed,19.0,1.1587759850253037,"Photocenter shifted 1.16 px from target -- signal likely from a nearby contaminant, not the target star",
CD-35_2722,201426753,12.797536611557009,completed,6.0,1.127314153506138,"Photocenter shifted 1.13 px from target -- signal likely from a nearby contaminant, not the target star",
CD_Cet,328465905,8.860270738601685,failed,,,,No target pixel file available via MAST for this star
BEBOP-4_A,356710041,16.297852993011475,failed,,,,"Depth measured at the target's own pixel in this sector (6995 ppm) doesn't match the known transit depth (652 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD-210397,268804174,32.94661593437195,failed,,,,"Depth measured at the target's own pixel in this sector (-2497 ppm) doesn't match the known transit depth (359 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
BD-14_3065_A,293607057,34.772945165634155,completed,62.0,1.151175496720044,"Photocenter shifted 1.15 px from target -- signal likely from a nearby contaminant, not the target star",
7_CMa,48237215,266.09008288383484,failed,,,,"Depth measured at the target's own pixel in this sector (-68 ppm) doesn't match the known transit depth (181 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-11,110178537,13.120035886764526,failed,,,,"Depth measured at the target's own pixel in this sector (123 ppm) doesn't match the known transit depth (9592 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CT_Cha,454259409,23.232319116592407,failed,,,,"Depth measured at the target's own pixel in this sector (-7925 ppm) doesn't match the known transit depth (3497 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
COCONUTS-2_A,272232401,23.543823957443237,failed,,,,"Depth measured at the target's own pixel in this sector (-705 ppm) doesn't match the known transit depth (1266 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-1,36352297,23.390946865081787,completed,6.0,0.9991798148251506,"Photocenter shifted 1.00 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-12,280210963,16.24365997314453,completed,6.0,1.47694277311932,"Photocenter shifted 1.48 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-17,218299312,10.701529026031494,completed,80.0,2.3998722019691803,"Photocenter shifted 2.40 px from target -- signal likely from a nearby contaminant, not the target star",
CI_Tau,61230756,39.429179191589355,completed,70.0,1.3268757273182377,"Photocenter shifted 1.33 px from target -- signal likely from a nearby contaminant, not the target star",
91_Aqr,4610441,270.25759625434875,completed,42.0,0.6540196197050865,"Photocenter shifted 0.65 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-13,281909674,29.56041193008423,failed,,,,"Depth measured at the target's own pixel in this sector (366 ppm) doesn't match the known transit depth (12282 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-10,405010127,44.573132038116455,completed,54.0,2.685510271787021,"Photocenter shifted 2.69 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-18,37168957,17.862483978271484,completed,6.0,0.676745215228432,"Photocenter shifted 0.68 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-20,234825296,11.887012958526611,failed,,,,"Depth measured at the target's own pixel in this sector (-9725 ppm) doesn't match the known transit depth (7564 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-16,218299481,32.18431282043457,completed,80.0,1.3809540836759258,"Photocenter shifted 1.38 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-24,36105482,10.303818941116331,failed,,,,"Depth measured at the target's own pixel in this sector (-948 ppm) doesn't match the known transit depth (14018 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-14,282706928,39.69344735145569,completed,6.0,0.9117699278689234,"Photocenter shifted 0.91 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-2,391958006,26.318398237228394,completed,54.0,1.7217861276551445,"Photocenter shifted 1.72 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-21,280420719,18.284178972244263,failed,,,,"Depth measured at the target's own pixel in this sector (-248 ppm) doesn't match the known transit depth (22682 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-25,130038122,19.146041870117188,failed,,,,"Depth measured at the target's own pixel in this sector (1358 ppm) doesn't match the known transit depth (14439 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-29,370736259,14.19229292869568,completed,80.0,1.880652820063938,"Photocenter shifted 1.88 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-26,322388624,24.258541107177734,failed,,,,"Depth measured at the target's own pixel in this sector (-2044 ppm) doesn't match the known transit depth (18445 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-30,320636129,14.836751937866213,failed,,,,"Depth measured at the target's own pixel in this sector (-7243 ppm) doesn't match the known transit depth (41635 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-19,42821097,56.60015296936035,completed,6.0,2.765388657861648,"Photocenter shifted 2.77 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-31,250595183,20.75272297859192,completed,87.0,2.665389996809223,"Photocenter shifted 2.67 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-3,392353449,34.1394989490509,completed,54.0,1.6076310524651347,"Photocenter shifted 1.61 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-23,108155949,48.86508083343506,completed,80.0,1.8849392371027271,"Photocenter shifted 1.88 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-5,234112540,8.243451118469238,completed,6.0,1.651137627597564,"Photocenter shifted 1.65 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-4,36440357,16.42269492149353,failed,,,,"Depth measured at the target's own pixel in this sector (242 ppm) doesn't match the known transit depth (6574 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-28,106352250,45.623647928237915,failed,,,,"Depth measured at the target's own pixel in this sector (-510 ppm) doesn't match the known transit depth (2711 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-8,391880567,14.090054273605348,failed,,,,"Depth measured at the target's own pixel in this sector (-1704 ppm) doesn't match the known transit depth (4123 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-32,220323515,32.07824182510376,failed,,,,"Depth measured at the target's own pixel in this sector (-7835 ppm) doesn't match the known transit depth (4063 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-7,280304863,23.22535800933838,completed,6.0,1.2549473455896385,"Photocenter shifted 1.25 px from target -- signal likely from a nearby contaminant, not the target star",
CoRoT-22,323094535,75.59254384040833,failed,,,,"Depth measured at the target's own pixel in this sector (370 ppm) doesn't match the known transit depth (4420 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
DH_Tau,268148971,18.28159999847412,completed,43.0,0.300355229328956,Borderline: photocenter 0.30 px from target -- weak evidence of a nearby contaminant,
CoRoT-9,130162252,32.22563409805298,completed,80.0,1.5406088513160443,"Photocenter shifted 1.54 px from target -- signal likely from a nearby contaminant, not the target star",
DMPP-1,66560666,16.9249427318573,failed,,,,"Depth measured at the target's own pixel in this sector (-911 ppm) doesn't match the known transit depth (124 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
DE_CVn,446175401,37.05613327026367,completed,16.0,0.2872984581418413,Photocenter consistent with target (0.29 px from catalog position),
DENIS-P_J082303.1-491201,388682292,40.95877194404602,failed,,,,"Depth measured at the target's own pixel in this sector (-13973 ppm) doesn't match the known transit depth (187640 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
CoRoT-6,130502317,65.46050524711609,completed,80.0,1.258785782724583,"Photocenter shifted 1.26 px from target -- signal likely from a nearby contaminant, not the target star",
DMPP-7,365158631,32.60648202896118,failed,,,,"Depth measured at the target's own pixel in this sector (-5312 ppm) doesn't match the known transit depth (133 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
DMPP-6,306668068,39.24538373947144,failed,,,,"Depth measured at the target's own pixel in this sector (-903 ppm) doesn't match the known transit depth (92 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_201170410,38116202,13.245713949203491,completed,45.0,2.336870500501534,"Photocenter shifted 2.34 px from target -- signal likely from a nearby contaminant, not the target star",
DMPP-9,376777782,33.65111422538757,completed,13.0,0.4551328559209061,Borderline: photocenter 0.46 px from target -- weak evidence of a nearby contaminant,
DS_Tuc_A,410214986,32.82944297790527,failed,,,,"Depth measured at the target's own pixel in this sector (311 ppm) doesn't match the known transit depth (3539 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
DMPP-2,32432767,58.26262402534485,failed,,,,"Depth measured at the target's own pixel in this sector (629 ppm) doesn't match the known transit depth (47 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_201427007,66664249,11.914294958114624,failed,,,,"Depth measured at the target's own pixel in this sector (-4945 ppm) doesn't match the known transit depth (4756 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
DMPP-4,26884478,63.405823945999146,failed,,,,"Depth measured at the target's own pixel in this sector (-185 ppm) doesn't match the known transit depth (54 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
DMPP-8,318042295,62.39097213745117,failed,,,,"Depth measured at the target's own pixel in this sector (-186 ppm) doesn't match the known transit depth (168 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_206024342,75266189,15.12545394897461,failed,,,,"Depth measured at the target's own pixel in this sector (-3939 ppm) doesn't match the known transit depth (5491 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_201595106,397052808,24.735625982284542,failed,,,,"Depth measured at the target's own pixel in this sector (-1004 ppm) doesn't match the known transit depth (868 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_206032309,145752628,19.238775968551636,completed,42.0,1.4620154024119214,"Photocenter shifted 1.46 px from target -- signal likely from a nearby contaminant, not the target star",
EPIC_206042996,12785571,14.5899178981781,failed,,,,"Depth measured at the target's own pixel in this sector (-1017 ppm) doesn't match the known transit depth (12302 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_201497682,301610040,39.42598080635071,failed,,,,"Depth measured at the target's own pixel in this sector (-821 ppm) doesn't match the known transit depth (1508 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_201757695,903075188,40.58849382400513,completed,45.0,0.7832304993232949,"Photocenter shifted 0.78 px from target -- signal likely from a nearby contaminant, not the target star",
EPIC_211822797,337632006,16.393672943115234,failed,,,,"Depth measured at the target's own pixel in this sector (-428 ppm) doesn't match the known transit depth (1729 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_201238110,35019000,57.20188522338867,failed,,,,"Depth measured at the target's own pixel in this sector (-5250 ppm) doesn't match the known transit depth (2157 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_206317286,250956593,24.97909784317017,failed,,,,"Depth measured at the target's own pixel in this sector (-7516 ppm) doesn't match the known transit depth (4006 ppm) -- this sector's data likely doesn't correspond to the same ephemeris (e.g. a different sector than where period/epoch were derived, or period aliasing). The pixel shift below would not be trustworthy, so this check was not completed with a verdict."
EPIC_212297394,287331845,26.41139578819275,completed,37.0,1.2227911271865286,"Photocenter shifted 1.22 px from target -- signal likely from a nearby contaminant, not the target star",
EPIC_212737443,670036,15.534483194351196,completed,91.0,2.157780872577313,"Photocenter shifted 2.16 px from target -- signal likely from a nearby contaminant, not the target star",
EPIC_201841433,380583651,60.5393750667572,completed,45.0,1.2314085113004427,"Photocenter shifted 1.23 px from target -- signal likely from a nearby contaminant, not the target star",
