host,oe_timing_offset_frac,oe_timing_significance,oe_n_epochs_odd,oe_n_epochs_even,oe_status
11_Com,0.07171740923947678,3.3612168713036517,4,5,ok
11_UMi,0.0009381291105071357,0.01627207516748927,2,2,ok
14_And,0.05835478474418533,1.0825872297323862,8,8,ok
14_Her,0.03492883292002122,0.7187942069846138,8,8,ok
16_Cyg_B,0.2631826972367331,2.3067319468844576,2,2,ok
17_Sco,,,0,2,"too few epochs (odd=0, even=2)"
18_Del,0.11263417711515533,3.2411896653559373,4,5,ok
1RXS_J160929.1-210524,,,0,2,"too few epochs (odd=0, even=2)"
24_Boo,0.024703238022115565,0.8284084635825205,4,5,ok
24_Sex,,,1,1,"too few epochs (odd=1, even=1)"
2MASS_J01033563-5515561_A,0.0072030738091782955,0.27263703927954647,8,8,ok
2MASS_J01225093-2439505,,,1,1,"too few epochs (odd=1, even=1)"
2MASS_J02192210-3925225,,,0,2,"too few epochs (odd=0, even=2)"
2MASS_J0249-0557_A,0.036480672224032305,1.0836753381719968,4,6,ok
2MASS_J03590986+2009361,0.12115531874978597,1.2933956120904453,2,2,ok
2MASS_J04372171+2651014,0.030836335173584844,0.9849258758516637,6,6,ok
2MASS_J04414489+2301513,,,0,0,no usable ephemeris
2MASS_J11011926-7732383,0.10601471133698674,1.5562887284059588,10,9,ok
2MASS_J11550485-7919108,,,1,1,"too few epochs (odd=1, even=1)"
2MASS_J12073346-3932539,0.06133534731424202,0.6404824472363756,33,34,ok
2MASS_J16262785-2625152,0.02706507577940303,1.3022055165078397,8,7,ok
2MASS_J19383260+4603591,0.00031769713784611314,0.0244835540358929,102,103,ok
2MASS_J21252752-8138278,0.09248283505501466,3.470947715041712,15,16,ok
2MASS_J22362452+4751425,0.004546981943290963,0.25319465561265914,23,25,ok
2MASS_J22501512+2325342,0.03447497125160915,2.1933237618454964,16,16,ok
47_UMa,0.017139634937513314,0.5244774334313174,4,5,ok
4_UMa,,,1,2,"too few epochs (odd=1, even=2)"
51_Eri,0.05119741364544945,3.5052489477389726,15,15,ok
51_Peg,0.007707541341438979,0.3613201155764465,15,14,ok
55_Cnc,0.010369242337535922,0.6024951700198796,16,18,ok
55_Cnc_B,0.011281115197051066,0.6723076921569863,16,18,ok
61_Vir,0.14067638146082143,1.9349356874003698,4,3,ok
6_Lyn,,,0,2,"too few epochs (odd=0, even=2)"
70_Vir,0.07712279672095122,1.0844841071360058,3,4,ok
75_Cet,0.014903478330554812,0.5769692795237362,9,9,ok
7_CMa,0.0718701339625651,1.7315735933468157,5,6,ok
8_UMi,0.011623249241489437,0.6256180737476341,10,11,ok
91_Aqr,,,1,1,"too few epochs (odd=1, even=1)"
AB_Aur,0.09682915044475723,2.266185839850684,2,2,ok
AB_Pic,0.038722009847939436,0.5286755683947687,3,4,ok
AF_Lep,0.06076390578770826,1.3177135234739092,2,2,ok
AT2021ueyL,0.0007314639174187005,0.03617273152278872,15,14,ok
AU_Mic,0.002312168744814336,0.053705077019033536,2,3,ok
BD+03_2562,0.09340349665368755,1.9307072830293557,4,5,ok
BD+05_4868_A,0.02923511145026547,0.612372986858157,7,8,ok
BD+14_4559,0.01078908140905913,0.16562351732622738,6,6,ok
BD+15_2375,0.060833026604366666,2.799688183734904,12,11,ok
BD+15_2940,,,2,1,"too few epochs (odd=2, even=1)"
BD+20_2457,0.022302277951795398,0.3165466375794351,2,3,ok
BD+20_274,,,1,1,"too few epochs (odd=1, even=1)"
BD+20_594,0.027529133232997396,0.2770258396652781,9,10,ok
BD+37_3172,0.013818836938417595,0.6229532237188588,12,13,ok
BD+42_2315,,,2,1,"too few epochs (odd=2, even=1)"
BD+45_564,,,1,2,"too few epochs (odd=1, even=2)"
BD+48_738,0.029785053317781883,1.0078778492458345,5,5,ok
BD+49_828,0.0006226977540967032,0.027617024377391535,11,11,ok
BD+55_362,0.025872984344152156,0.22423090785735303,3,4,ok
BD+60_1417,,,1,1,"too few epochs (odd=1, even=1)"
BD+63_1405,0.018528004641254946,0.21415789404518082,20,19,ok
BD-06_1339,0.06266401907337021,0.6186510332967675,20,21,ok
BD-08_2823,0.0851696622780611,1.0603759893879836,5,5,ok
BD-10_3166,0.03265726698743367,0.9441937340484239,18,18,ok
BD-11_4672,,,1,1,"too few epochs (odd=1, even=1)"
BD-13_2130,0.02316387374004293,0.7515836492310365,12,12,ok
BD-14_3065_A,0.06389971925799215,1.8729315667261197,3,3,ok
BD-210397,0.03286377799689973,0.7383737588042862,2,2,ok
BEBOP-3,0.0006338547502113664,0.011939360633320824,2,2,ok
BEBOP-4_A,,,0,1,"too few epochs (odd=0, even=1)"
Barnard's_star,0.010234170708869316,0.6169112222098551,65,67,ok
CD-35_2722,,,1,1,"too few epochs (odd=1, even=1)"
CD_Cet,0.024228376201565868,0.2158183298380821,27,28,ok
CI_Tau,0.25269937983921925,3.1843651471889967,2,2,ok
COCONUTS-2_A,0.04429858062035677,0.6391765783696998,2,2,ok
CT_Cha,0.04373277901886342,1.2574286344043837,5,5,ok
CoRoT-1,0.0031901849713620307,0.14549251527983229,7,6,ok
CoRoT-10,0.08291573546791346,0.8374021468748036,7,8,ok
CoRoT-11,0.0011927384326612758,0.020437615975641858,3,2,ok
CoRoT-12,0.02783259999889432,0.6931362796789495,3,4,ok
CoRoT-13,0.07999906223842647,1.0676178251607942,2,3,ok
CoRoT-14,0.02910352857066924,0.5968106386405116,7,7,ok
CoRoT-16,0.0031810215802822303,0.030785731479572313,8,7,ok
CoRoT-17,0.08966653589309263,0.5518885022760875,4,5,ok
CoRoT-18,0.06376175316180939,2.047080456301856,5,6,ok
CoRoT-19,0.03354988090407606,1.0735069705417344,3,3,ok
CoRoT-2,0.003033227383987585,0.06981804371624224,3,4,ok
CoRoT-20,,,1,2,"too few epochs (odd=1, even=2)"
CoRoT-21,0.0506537630908678,0.7436383369465026,6,5,ok
CoRoT-22,0.010875252642351514,0.07004600075847411,2,3,ok
CoRoT-23,0.0687083776403673,0.5227175682825935,3,6,ok
CoRoT-24,,,2,1,"too few epochs (odd=2, even=1)"
CoRoT-25,0.12469369710204717,1.3862612437795157,5,5,ok
CoRoT-26,0.030024895513052218,0.31852116408535935,4,5,ok
CoRoT-28,0.0017687151790442305,0.029140126098666164,4,6,ok
CoRoT-29,8.256269034657597e-05,0.0012398630592503502,3,3,ok
CoRoT-3,0.06809364506999378,1.2000062432933454,5,6,ok
CoRoT-30,,,1,2,"too few epochs (odd=1, even=2)"
CoRoT-31,0.12480562421284971,1.3372397739429034,2,2,ok
CoRoT-32,,,1,2,"too few epochs (odd=1, even=2)"
CoRoT-4,,,1,1,"too few epochs (odd=1, even=1)"
CoRoT-5,0.014267139416835824,0.28311030256812153,2,3,ok
CoRoT-6,0.060499615900293374,0.6396013910012092,4,4,ok
CoRoT-7,0.005690578874338121,0.10400972130969242,12,12,ok
CoRoT-8,0.1476332266361598,1.246843122778337,11,11,ok
CoRoT-9,0.0006356472380897718,0.026962322691002877,8,7,ok
DENIS-P_J082303.1-491201,,,2,1,"too few epochs (odd=2, even=1)"
DE_CVn,0.004654523611298614,0.2446831050245601,27,27,ok
DH_Tau,,,0,1,"too few epochs (odd=0, even=1)"
DMPP-1,0.02624926209988199,0.34019277903781714,2,3,ok
DMPP-2,0.02147051934142828,1.0860172839598528,17,17,ok
DMPP-3_A,0.02294390899647933,0.3168567428384783,17,17,ok
DMPP-4,0.1540258654252051,2.2748799566776663,3,4,ok
DMPP-6,0.011416531957792632,0.211331003938379,8,8,ok
DMPP-7,0.046379777182203145,0.6623110059085748,5,5,ok
DMPP-8,0.03870122614926758,0.48895317215541134,2,3,ok
DMPP-9,0.1913915475671643,1.4937616328723038,12,11,ok
DP_Leo,,,0,0,no usable ephemeris
DS_Tuc_A,,,1,2,"too few epochs (odd=1, even=2)"
EPIC_201170410,0.014894174007632755,0.218683088157254,4,4,ok
EPIC_201238110,0.055021304837942715,0.4338894185975624,33,32,ok
EPIC_201427007,0.10905399291753387,0.988127529518883,3,3,ok
EPIC_201497682,0.028492165872182937,0.4253864224460095,22,24,ok
EPIC_201595106,0.0443361095004763,0.4315286043388674,2,4,ok
EPIC_201757695,,,1,2,"too few epochs (odd=1, even=2)"
EPIC_201841433,0.05871901379260673,0.8107982610604424,29,29,ok
EPIC_206024342,,,0,2,"too few epochs (odd=0, even=2)"
EPIC_206032309,0.0541512190543743,0.8092831627347802,14,15,ok
EPIC_206042996,0.0058444006128140075,0.07304770964039221,7,7,ok
EPIC_206317286,,,1,2,"too few epochs (odd=1, even=2)"
EPIC_211822797,0.00035478906658906515,0.00476691346450209,27,26,ok
EPIC_211945201,0.02245291066619402,0.26327523916687995,7,6,ok
EPIC_212297394,0.017571277103804663,0.9299836255991277,22,24,ok
EPIC_212424622,0.034101140010429826,0.33476311837803835,2,3,ok
EPIC_212499991,,,0,1,"too few epochs (odd=0, even=1)"
EPIC_212587672,0.0337192225343575,1.2278586645561367,14,13,ok
EPIC_212624936,0.06382790253253016,1.2891181541956542,9,10,ok
EPIC_212737443,0.08288074668886534,0.753083353058528,2,2,ok
EPIC_220492298,0.017261248099803617,0.2543431820735217,10,11,ok
EPIC_220674823,0.022817415380682986,0.8586764851073788,11,11,ok
EPIC_228836835,0.02244562433031987,0.25284632811775287,59,56,ok
EPIC_229004835,0.01111489356989947,0.24892556744400157,18,19,ok
EPIC_246851721,0.04858101068590506,1.253122506578815,2,3,ok
EPIC_248847494,0.012058072836352502,0.17941839441551802,15,15,ok
EPIC_249893012,0.07077135394051585,0.6469910679153279,3,2,ok
FU_Tau,,,1,2,"too few epochs (odd=1, even=2)"
GJ_1002,0.03957412748567341,1.016522442432371,11,11,ok
GJ_1061,0.02217697068139678,0.3032361499549448,6,5,ok
GJ_1132,0.03388684076514927,0.8998940478628126,6,8,ok
GJ_1148,0.02249996882467197,0.30470752136756585,2,4,ok
GJ_1151,,,2,1,"too few epochs (odd=2, even=1)"
GJ_1252,0.013959364638395698,0.4738722633430468,22,23,ok
GJ_1265,0.0237797412441037,1.1369224001434204,66,65,ok
GJ_1289,0.07422622338393056,0.9253955341928005,2,2,ok
GJ_143,,,1,1,"too few epochs (odd=1, even=1)"
GJ_15_A,0.12233806591684164,1.0117359305339317,2,4,ok
GJ_160.2,0.014712181797902669,0.18621945050986163,2,2,ok
GJ_163,0.01770647536089469,0.42114136707849675,7,7,ok
GJ_179,,,0,2,"too few epochs (odd=0, even=2)"
GJ_180,0.02143553712081666,0.25985170846438366,10,10,ok
GJ_2030,0.01570723697256177,0.15444198569615114,4,5,ok
GJ_2056,0.047064687684190185,1.1142361059315762,10,10,ok
GJ_2126,,,1,1,"too few epochs (odd=1, even=1)"
GJ_229,0.02380301192793966,0.3049817840195788,2,2,ok
GJ_238,0.17058303973411107,1.5659428525088153,32,34,ok
GJ_251,0.011568224403404445,0.6180045476622117,34,36,ok
GJ_27.1,0.03940772006883535,0.4693173333780471,2,2,ok
GJ_273,,,1,2,"too few epochs (odd=1, even=2)"
GJ_3021,,,0,2,"too few epochs (odd=0, even=2)"
GJ_3082,0.014620647214861995,0.24376596654283844,3,4,ok
GJ_3090,0.01899996532846991,0.421043309260129,4,4,ok
GJ_3138,,,1,2,"too few epochs (odd=1, even=2)"
GJ_317,0.2148881453036287,4.841131428095702,2,2,ok
GJ_3222,0.034764010658093675,0.5853093648938856,2,2,ok
GJ_328,0.03509688950041987,0.3146215464618992,21,20,ok
GJ_3293,,,1,2,"too few epochs (odd=1, even=2)"
GJ_3323,,,1,2,"too few epochs (odd=1, even=2)"
GJ_3341,,,0,2,"too few epochs (odd=0, even=2)"
GJ_3378,0.04129678653257852,0.9161486647153599,6,6,ok
GJ_338_B,,,1,1,"too few epochs (odd=1, even=1)"
GJ_341,,,0,1,"too few epochs (odd=0, even=1)"
GJ_3470,,,2,1,"too few epochs (odd=2, even=1)"
GJ_3473,0.08791270200329267,2.4092867069584183,10,9,ok
GJ_3512,0.0943990498562285,0.9699307324298765,48,48,ok
GJ_357,0.04272088578520596,0.7320532085627897,2,3,ok
GJ_3634,0.01164685853282684,0.19572764011426472,5,6,ok
GJ_367,0.002696003444512905,0.015747586988127532,31,31,ok
GJ_3779,,,2,1,"too few epochs (odd=2, even=1)"
GJ_3929,0.04262973189086466,0.8386151920296077,5,4,ok
GJ_393,,,1,2,"too few epochs (odd=1, even=2)"
GJ_3942,,,0,2,"too few epochs (odd=0, even=2)"
GJ_3988,0.017128402090946432,0.25693946614463864,41,44,ok
GJ_411,0.012301764378561576,0.11073215578101077,4,3,ok
GJ_414_A,0.08369201336557201,0.8166331752879675,6,6,ok
GJ_422,0.0026350988683018573,0.033500216756399415,4,4,ok
GJ_4274,,,1,2,"too few epochs (odd=1, even=2)"
GJ_4276,0.0422291775406568,0.4693010360693074,2,3,ok
GJ_433,0.014006175310261458,0.2100592340380521,4,4,ok
GJ_436,0.08004523970000929,0.4812240405341431,4,4,ok
GJ_463,,,0,2,"too few epochs (odd=0, even=2)"
GJ_480,,,0,1,"too few epochs (odd=0, even=1)"
GJ_486,0.039251313425441164,1.0054483491812938,6,7,ok
GJ_504,,,1,1,"too few epochs (odd=1, even=1)"
GJ_508.2,0.019952870985641056,0.2517671646243203,2,2,ok
GJ_514,,,2,1,"too few epochs (odd=2, even=1)"
GJ_536,,,1,2,"too few epochs (odd=1, even=2)"
GJ_581,,,1,2,"too few epochs (odd=1, even=2)"
GJ_625,0.14691150435980294,1.6958904735059237,4,3,ok
GJ_649,,,1,2,"too few epochs (odd=1, even=2)"
GJ_674,,,0,2,"too few epochs (odd=0, even=2)"
GJ_676_A,0.033372133300406295,0.7646429538220645,23,24,ok
GJ_680,,,1,2,"too few epochs (odd=1, even=2)"
GJ_682,,,1,2,"too few epochs (odd=1, even=2)"
GJ_685,,,1,2,"too few epochs (odd=1, even=2)"
GJ_687,,,1,2,"too few epochs (odd=1, even=2)"
GJ_720_A,0.07172184710109467,1.226719013131032,4,4,ok
GJ_724,,,1,2,"too few epochs (odd=1, even=2)"
GJ_740,0.013824436919547349,0.20118266930239354,5,3,ok
GJ_806,0.01630157383408855,0.6794498057802136,14,14,ok
GJ_832,,,1,2,"too few epochs (odd=1, even=2)"
GJ_849,0.02424362937601814,0.9737934805395149,23,22,ok
GJ_86,0.027861883856006738,0.4172078251622986,8,9,ok
GJ_876,,,1,2,"too few epochs (odd=1, even=2)"
GJ_887,0.14228421751387202,2.636489670869171,10,11,ok
GJ_896_A,0.2987213001338127,11.580224198097019,3,3,ok
GJ_900_A,,,1,2,"too few epochs (odd=1, even=2)"
GJ_9066,,,1,2,"too few epochs (odd=1, even=2)"
GJ_9404,0.0688300547129805,0.7649318550091952,9,10,ok
GJ_96,0.21149979015542303,1.889972770745198,4,4,ok
GJ_9689,0.0517270368629918,0.5144848407204099,2,3,ok
GJ_9714,,,1,2,"too few epochs (odd=1, even=2)"
GJ_9773,0.006671958441530708,0.0753843431775336,6,6,ok
GJ_9827,0.023390613243342274,1.046500094564338,22,21,ok
GPX-1,0.013766007357513942,0.5193429397280269,8,8,ok
GQ_Lup,,,1,1,"too few epochs (odd=1, even=1)"
GU_Psc,0.00521311431789355,0.25025417946301654,9,9,ok
G_192-15,0.020466125356209418,1.030511790430218,71,72,ok
G_196-3,,,1,2,"too few epochs (odd=1, even=2)"
G_261-6,0.01570130675615595,0.23802385209228402,3,3,ok
G_264-012,0.1647354733570764,1.865731025063703,23,22,ok
G_268-110,0.06719176989186276,1.0473480337720198,4,6,ok
G_9-40,0.07102861518489591,1.3586503379554993,2,2,ok
Gaia-1,0.042815376381591365,1.0362530489017392,3,3,ok
Gaia-2,0.025526264639897364,0.3244821022576764,2,4,ok
Gaia-4,0.11677300316687726,1.047363677094252,3,2,ok
Gaia-5,0.01593252229827663,0.2660199154404311,3,3,ok
Gl_378,0.026569266766437498,0.26940690954262736,2,3,ok
Gl_410,,,1,1,"too few epochs (odd=1, even=1)"
Gl_49,0.0979242745097839,1.5381521141706316,2,2,ok
Gl_686,0.10242158526154811,1.2400038772217918,4,2,ok
Gl_725_A,0.0147590353804939,0.24965487913033751,33,34,ok
Gliese_12,0.005380352824219032,0.20103589144080072,44,45,ok
HAT-P-1,0.06989207601921708,2.77390590127104,6,6,ok
HAT-P-11,,,2,0,"too few epochs (odd=2, even=0)"
HAT-P-12,0.19047521893656233,1.9718008561104818,2,4,ok
HAT-P-13,0.16825288175906547,1.9641297317180821,2,2,ok
HAT-P-14,0.08187683960948562,1.7084373121090444,3,3,ok
HAT-P-15,,,1,1,"too few epochs (odd=1, even=1)"
HAT-P-16,,,0,1,"too few epochs (odd=0, even=1)"
HAT-P-17,,,1,1,"too few epochs (odd=1, even=1)"
HAT-P-18,,,1,0,"too few epochs (odd=1, even=0)"
HAT-P-19,0.006922472847296472,0.23923119836510437,3,4,ok
HAT-P-2,0.03765095346311805,0.4144002037269586,2,3,ok
HAT-P-20,0.05438609543987599,0.5960126328181956,2,2,ok
HAT-P-21,0.012342063378644814,0.3046223082164405,2,3,ok
HAT-P-22,,,1,2,"too few epochs (odd=1, even=2)"
HAT-P-23,0.001450586928935813,0.08318644146952865,11,9,ok
HAT-P-24,0.000233371859699584,0.007115293776544184,3,4,ok
HAT-P-25,0.06160413660141463,1.0811358856103546,3,2,ok
HAT-P-26,,,2,1,"too few epochs (odd=2, even=1)"
HAT-P-27,,,2,1,"too few epochs (odd=2, even=1)"
HAT-P-28,0.0021501003385903986,0.07692575520408779,3,5,ok
HAT-P-29,0.0065121032211561646,0.3341365750802013,10,12,ok
HAT-P-3,,,2,1,"too few epochs (odd=2, even=1)"
HAT-P-30,0.10510520431160239,2.0647281694497948,2,2,ok
HAT-P-31,0.00823434797693169,0.27885073007384764,2,3,ok
HAT-P-32,0.02199880898359338,0.4311248499611493,6,7,ok
HAT-P-33,0.053304954782990605,0.7499565335302372,2,2,ok
HAT-P-34,,,1,3,"too few epochs (odd=1, even=3)"
HAT-P-35,0.02171278420361049,0.6649280340001349,2,4,ok
HAT-P-36,0.07009201065812862,0.5240282147675621,6,5,ok
HAT-P-37,0.0059504189317836275,0.43026412134951225,16,17,ok
HAT-P-38,0.015766666103200957,0.7358510374268074,17,16,ok
HAT-P-39,0.026651150026093633,1.0602864807937582,3,4,ok
HAT-P-4,0.031084348452898976,0.6551840126240932,2,5,ok
HAT-P-40,0.013481370400577276,0.30337931252681305,2,2,ok
HAT-P-41,,,2,0,"too few epochs (odd=2, even=0)"
HAT-P-42,,,1,3,"too few epochs (odd=1, even=3)"
HAT-P-43,0.016008209792370023,0.4394479351230545,2,4,ok
HAT-P-44,0.058963861229038544,1.2236454839730906,3,3,ok
HAT-P-45,0.018028562390371164,0.37976886354306766,2,3,ok
HAT-P-46,4.274688418381244e-05,0.0008473056361318564,2,3,ok
HAT-P-49,0.039147470252433945,1.0340636178760108,5,4,ok
HAT-P-5,0.00013114576112216835,0.002938576880939244,4,5,ok
HAT-P-50,0.04599484665544435,1.8643527217114406,4,4,ok
HAT-P-51,0.018974899562921543,0.5866562966822282,3,3,ok
HAT-P-52,0.0004842023305341614,0.014197532661067207,4,4,ok
HAT-P-53,0.007991599502882918,0.25746464789021234,5,5,ok
HAT-P-54,0.16633524826433052,2.586162734452046,3,3,ok
HAT-P-55,0.019906241145850597,0.44882368261437866,2,3,ok
HAT-P-56,0.029639515048898536,0.5321221622776832,2,2,ok
HAT-P-57,0.061889701046612025,1.738719339358063,6,7,ok
HAT-P-58,0.01829899401591885,0.6176469767415532,3,3,ok
HAT-P-59,0.08877674724742352,1.4362674914001914,3,2,ok
HAT-P-6,0.029268795610374498,1.1823685547000562,10,11,ok
HAT-P-60,,,1,2,"too few epochs (odd=1, even=2)"
HAT-P-61,0.01785429214475779,0.6055054998805647,5,6,ok
HAT-P-62,0.0010666442568877906,0.041546593294518167,4,5,ok
HAT-P-63,0.022259533202071434,0.47905854444851065,2,3,ok
HAT-P-64,,,0,4,"too few epochs (odd=0, even=4)"
HAT-P-65,0.017834451198585885,0.5738179002297988,3,4,ok
HAT-P-66,0.021745974910953127,0.674394577432114,4,4,ok
HAT-P-67,0.06010298493928893,0.5155636524285621,2,2,ok
HAT-P-68,0.05086110835538738,1.0646967593862582,4,6,ok
HAT-P-69,0.03855660201131057,1.1792076816580503,4,4,ok
HAT-P-7,0.007158008628742636,0.16655262145454852,6,6,ok
HAT-P-70,,,1,1,"too few epochs (odd=1, even=1)"
HAT-P-8,0.02465392633522604,1.1102009101294406,9,9,ok
HAT-P-9,0.022115215884976006,0.7712947115929938,3,4,ok
HATS-1,,,0,1,"too few epochs (odd=0, even=1)"
HATS-10,0.048699911305299624,1.397375697223513,3,4,ok
HATS-11,0.017233592698212397,0.3877399975454514,2,4,ok
HATS-12,0.01577867287951352,0.4571102516921401,3,4,ok
HATS-13,0.019679888365159406,0.7570523124537113,4,5,ok
HATS-14,0.0024628665514588263,0.08710205492272534,5,5,ok
HATS-15,0.029103218705000187,1.0218331841474488,7,6,ok
HATS-16,0.012823337862462515,0.4457820820404021,5,5,ok
HATS-17,,,0,2,"too few epochs (odd=0, even=2)"
HATS-18,0.0019915323723019985,0.10106341418213499,11,12,ok
HATS-2,0.018110877709023445,0.7791591559992871,8,7,ok
HATS-22,0.08034173202188342,1.1646117554631255,2,2,ok
HATS-23,0.018992760305901763,0.46143917159046244,6,6,ok
HATS-24,0.004340945903010052,0.23803278633127145,9,10,ok
HATS-25,,,1,2,"too few epochs (odd=1, even=2)"
HATS-26,0.017780739136178426,0.6112636352253743,4,3,ok
HATS-27,0.0009414276010231802,0.02014836378884705,2,2,ok
HATS-28,0.03404621341566317,1.1034084834254936,4,4,ok
HATS-29,0.008171632922741723,0.4926016965924036,9,11,ok
HATS-3,0.006033328231669939,0.21193356405143066,4,4,ok
HATS-30,0.023520036956794253,0.7975188205373047,4,4,ok
HATS-31,0.03062402363412023,1.0115919027227067,3,4,ok
HATS-32,0.010031599010298138,0.32080490313623533,5,4,ok
HATS-33,,,4,4,"too few epochs (odd=4, even=4)"
HATS-34,0.018895857820727394,0.4825954805467688,5,6,ok
HATS-35,0.024918465483266438,1.0453787719152512,6,6,ok
HATS-36,0.050466941209546444,1.3778742584423278,3,3,ok
HATS-37_A,0.0026912860860397953,0.03400894858766689,3,2,ok
HATS-38,0.025342843693738053,0.6814746521082815,3,3,ok
HATS-39,0.006377569931538948,0.2662852355135641,10,10,ok
HATS-4,0.014222360144604883,0.5501465186670206,4,5,ok
HATS-40,0.014902759741495058,0.3657640099894637,2,3,ok
HATS-41,0.035412259697091726,1.5310955456031745,11,10,ok
HATS-42,0.015119491061855877,0.42717920813351284,3,3,ok
HATS-43,0.02617168663323569,0.7128347162362143,3,3,ok
HATS-44,0.06634109840774893,1.3454856299903175,4,4,ok
HATS-45,0.0230886886561765,0.4892091417895449,3,2,ok
HATS-46,0.0038235784079527187,0.05490814002776325,2,2,ok
HATS-47,0.00037415823908812585,0.007120050153991588,3,2,ok
HATS-48_A,0.01994975752466289,0.6050537266236056,5,4,ok
HATS-49,0.03164059711612599,0.5640487751860553,2,2,ok
HATS-5,0.08339791130893952,1.388880657396338,2,2,ok
HATS-50,0.018812048355724184,0.4855660629364986,2,4,ok
HATS-51,0.0002660824905927096,0.010468920831805083,2,3,ok
HATS-52,0.012599253901241092,0.33653387213685837,3,4,ok
HATS-53,0.04905981789381887,1.3559373534616976,2,3,ok
HATS-54,0.014975203049046848,0.6327553564675715,12,12,ok
HATS-55,0.010749454239209288,0.3744028158207003,6,6,ok
HATS-56,0.005923681702746903,0.20529353250092555,6,5,ok
HATS-57,0.0021074930994015996,0.07625023212440028,4,5,ok
HATS-59,0.019732782439512542,0.5103150997515715,2,2,ok
HATS-6,0.016269568531340605,0.3851723426873349,3,4,ok
HATS-60,0.03725357118711502,1.2795404129737464,8,8,ok
HATS-61,0.0019042977334714733,0.07829112621104614,8,9,ok
HATS-62,0.012217177024289575,0.3318570107969298,3,4,ok
HATS-63,0.03198361373774612,1.3739090500667652,12,13,ok
HATS-64,0.008577844122050603,0.21843825822669036,3,5,ok
HATS-65,0.05852034874036792,1.730454882359286,3,4,ok
HATS-66,0.006594223080785487,0.23592798305781557,5,5,ok
HATS-67,0.01373880580399964,0.5655384659843772,11,12,ok
HATS-68,0.01638371858796311,0.43894830632333687,4,3,ok
HATS-69,0.018463187819366192,0.7157989678067426,10,10,ok
HATS-7,0.001073707351350131,0.018726428958250458,2,3,ok
HATS-70,0.024808445732406596,0.9715814303998032,8,8,ok
HATS-71,0.014586690673545082,0.49086716074254816,4,4,ok
HATS-72,,,0,2,"too few epochs (odd=0, even=2)"
HATS-74_A,0.008455177494842819,0.2933275276464982,6,7,ok
HATS-75,0.003913194010998794,0.09661700690772905,4,3,ok
HATS-76,0.009696039254167977,0.3277204754380803,7,7,ok
HATS-77,0.005533505340371119,0.11586856519474203,2,4,ok
HATS-8,0.03575412058683934,0.7489137322674659,2,4,ok
HATS-9,0.0058726293090477924,0.21558735811714458,5,6,ok
HD_100508,,,1,2,"too few epochs (odd=1, even=2)"
HD_100546,0.003631878917508437,0.16286664231071304,6,6,ok
HD_100655,0.008796327837725108,0.10273166505421458,6,7,ok
HD_100777,,,0,2,"too few epochs (odd=0, even=2)"
HD_10180,0.06390641206084281,1.1752287774272236,8,10,ok
HD_101930,,,0,2,"too few epochs (odd=0, even=2)"
HD_102117,0.170862421972807,1.6122340602336733,4,4,ok
HD_102195,,,1,2,"too few epochs (odd=1, even=2)"
HD_102272,,,2,1,"too few epochs (odd=2, even=1)"
HD_102329,0.0836478278253828,1.8329376392032748,2,2,ok
HD_102843,0.018883692398454922,0.3895377449042355,13,13,ok
HD_102888,0.02470638160757282,0.9551547566949274,8,8,ok
HD_102956,0.025005497672232216,0.8155447589325913,10,9,ok
HD_103197,0.12227628129082113,2.158306038074118,6,6,ok
HD_103720,,,0,2,"too few epochs (odd=0, even=2)"
HD_103774,,,0,2,"too few epochs (odd=0, even=2)"
HD_103891,0.13235995953258087,1.804308834546649,2,2,ok
HD_103949,0.00807328453401328,0.08101977290762319,17,17,ok
HD_104067,0.028840190788144683,0.6109136885509977,4,5,ok
HD_10442,0.06102029599413878,1.2349981861983095,4,6,ok
HD_104985,0.03892729842566387,1.3081297251846968,2,2,ok
HD_105618,0.013356195494847274,0.1429958682395269,3,3,ok
HD_105779,0.007373937632453921,0.04597604562273159,6,8,ok
HD_106252,,,1,2,"too few epochs (odd=1, even=2)"
HD_106270,0.12514465634261324,1.281004846401834,2,2,ok
HD_106315,0.015646388475936385,0.22523304687522927,2,2,ok
HD_10647,,,1,1,"too few epochs (odd=1, even=1)"
HD_106515_A,0.11643400324434132,0.9956947802241688,8,10,ok
HD_106906,0.030527695993637034,0.38701924199691756,2,2,ok
HD_10697,,,1,2,"too few epochs (odd=1, even=2)"
HD_107148,0.020811997022435906,0.2211353639240043,6,6,ok
HD_108147,0.08942532255839332,0.9563801847421302,2,4,ok
HD_108202,0.023920582261700876,0.3822092493194149,2,3,ok
HD_108236,,,1,2,"too few epochs (odd=1, even=2)"
HD_108341,0.03768214122622112,0.35275979873491126,2,3,ok
HD_108863,,,2,1,"too few epochs (odd=2, even=1)"
HD_108874,0.09884264171303997,0.8907222970861838,12,11,ok
HD_109246,0.050478054452470104,0.8704349259026742,4,4,ok
HD_109271,0.0051445698771720155,0.0877591769052375,2,2,ok
HD_109286,0.12133728544266512,2.966565283110598,2,2,ok
HD_109749,,,1,2,"too few epochs (odd=1, even=2)"
HD_10975,0.01882621344161498,0.8366221231814501,7,6,ok
HD_109833,0.04004524967233348,0.7903466246080431,12,12,ok
HD_109988,0.05781938349384517,0.7403648928791781,2,3,ok
HD_110014,0.05666945556361991,2.877193910159774,6,7,ok
HD_110067,,,0,2,"too few epochs (odd=0, even=2)"
