host,oe_timing_offset_frac,oe_timing_significance,oe_n_epochs_odd,oe_n_epochs_even,oe_status
TOI-6954,0.16227957715243393,1.3013932936650847,3,3,ok
TOI-697,0.009469248008851357,0.07641769863023662,11,11,ok
TOI-700,0.1157349271424055,0.9259935365272303,2,2,ok
TOI-7008,0.02698518067898815,0.3800809442805414,13,15,ok
TOI-7009,0.08464011837025338,1.2517908120094199,2,2,ok
TOI-7041,,,1,2,"too few epochs (odd=1, even=2)"
TOI-707,,,0,1,"too few epochs (odd=0, even=1)"
TOI-712,,,1,2,"too few epochs (odd=1, even=2)"
TOI-715,0.0117850975819945,0.22506607866363024,22,20,ok
TOI-7155,,,1,1,"too few epochs (odd=1, even=1)"
TOI-7166,,,1,1,"too few epochs (odd=1, even=1)"
TOI-733,0.12779360147492924,2.8186454029244197,2,3,ok
TOI-7333,0.0028369198903532428,0.09358868155705079,28,28,ok
TOI-7384,0.017577529721762776,0.2821190971398017,2,2,ok
TOI-7510,,,1,1,"too few epochs (odd=1, even=1)"
TOI-756,0.07887099819938874,2.196206344313419,9,9,ok
TOI-757,0.01894997031011685,0.40206435523940753,2,2,ok
TOI-762_A,0.03657938540612233,0.6833143581872997,2,4,ok
TOI-763,0.0006019112582673947,0.011075549679202646,2,2,ok
TOI-771,0.0921662841607732,1.7796943755985728,4,6,ok
TOI-776,,,1,2,"too few epochs (odd=1, even=2)"
TOI-778,,,1,1,"too few epochs (odd=1, even=1)"
TOI-782,,,0,2,"too few epochs (odd=0, even=2)"
TOI-799,0.13056246595510157,1.8222516789674499,3,3,ok
TOI-808,0.08537498815184102,1.4853982951832974,2,3,ok
TOI-813,0.006933709247441114,0.12059700330177546,2,3,ok
TOI-815,,,1,1,"too few epochs (odd=1, even=1)"
TOI-824,0.004633941335181277,0.1096803016469682,6,6,ok
TOI-833,0.03672012224312424,1.1107079523394887,11,11,ok
TOI-836,,,1,1,"too few epochs (odd=1, even=1)"
TOI-837,,,0,2,"too few epochs (odd=0, even=2)"
TOI-849,0.0020607071912174812,0.1285186470056268,26,26,ok
TOI-858_B,0.054783774780176465,1.689744756740721,4,3,ok
TOI-871,0.1066536365066306,1.0522682590570134,10,9,ok
TOI-880,0.015895414309753157,0.3607749537292817,2,2,ok
TOI-883,,,1,1,"too few epochs (odd=1, even=1)"
TOI-892,,,1,1,"too few epochs (odd=1, even=1)"
TOI-904,,,1,1,"too few epochs (odd=1, even=1)"
TOI-905,0.031072696397649903,0.4772279992991816,2,2,ok
TOI-907,0.025863896737355143,0.6052357760806959,2,2,ok
TOI-908,0.009453610749801581,0.15782879409332165,3,3,ok
TOI-912,0.01010916636223376,0.160814420444725,2,2,ok
TOI-913,,,1,1,"too few epochs (odd=1, even=1)"
TOI-921,0.027096288993829425,1.2522087335845047,14,14,ok
TOI-929,0.025140694635616346,0.2628115936857318,2,2,ok
TOI-938,,,1,2,"too few epochs (odd=1, even=2)"
TOI-941,,,1,2,"too few epochs (odd=1, even=2)"
TOI-942,,,1,1,"too few epochs (odd=1, even=1)"
TOI-954,0.0027404158936469494,0.09165973259066025,2,4,ok
TOI-969,0.033873879602114416,1.0240195107309558,7,6,ok
TRAPPIST-1,0.03988255174348453,1.0306320837888456,7,6,ok
TWA_7,,,1,2,"too few epochs (odd=1, even=2)"
TYC_0434-04538-1,0.12437667736794676,2.4347864157632277,3,3,ok
TYC_1422-614-1,0.04301741611610646,1.2186175812308995,4,4,ok
TYC_2187-512-1,0.007206804560258823,0.228811022939738,43,42,ok
TYC_3318-01333-1,0.2735297867780169,3.2943005131877454,3,3,ok
TYC_3667-1280-1,0.02729467324791529,0.37837018338711664,12,12,ok
TYC_4282-00605-1,0.05304245626506158,1.3768281009772365,2,3,ok
TYC_8998-760-1,,,1,1,"too few epochs (odd=1, even=1)"
Teegardens_Star,0.052220957125263694,0.5960840431487036,2,2,ok
TrES-1,0.055610766273503434,0.47353145982936884,2,3,ok
TrES-2,0.1263427955660687,1.8956012732271865,5,4,ok
TrES-3,0.07661433522480339,1.3117100140075117,8,9,ok
TrES-4,0.0160275259756903,0.32289543238013146,2,4,ok
TrES-5,0.0031926275166012773,0.1456274837977885,8,9,ok
UCAC3_113-933,,,1,2,"too few epochs (odd=1, even=2)"
UCAC4_328-061594,,,2,1,"too few epochs (odd=2, even=1)"
UKIRT-2017-BLG-001L,,,0,0,no usable ephemeris
USco1556_A,,,1,1,"too few epochs (odd=1, even=1)"
USco1621_A,,,1,2,"too few epochs (odd=1, even=2)"
UZ_For,0.00335898570092667,0.08636233295832414,14,15,ok
V0391_Peg,0.003614490972163087,0.2796418892121714,66,67,ok
V1298_Tau,0.03362200808359066,0.6012962414519598,4,4,ok
V830_Tau,0.03189418696562042,0.6599925626219835,4,5,ok
VHS_J125601.92-125723.9,,,2,1,"too few epochs (odd=2, even=1)"
WASP-1,0.021351017499294998,0.7270322762024038,5,5,ok
WASP-10,,,0,0,"too few epochs (odd=0, even=0)"
WASP-100,0.23247543893978984,1.8966626417538601,4,4,ok
WASP-101,,,1,2,"too few epochs (odd=1, even=2)"
WASP-102,0.044255852164047184,1.818808305409683,4,5,ok
WASP-104,0.002921485553284483,0.09077781855397052,6,7,ok
WASP-105,0.22963589775210924,2.1952309036768156,2,2,ok
WASP-106,,,1,2,"too few epochs (odd=1, even=2)"
WASP-107,,,0,1,"too few epochs (odd=0, even=1)"
WASP-108,0.0374025952691144,0.23111924834651945,2,3,ok
WASP-11,,,1,1,"too few epochs (odd=1, even=1)"
WASP-110,,,0,2,"too few epochs (odd=0, even=2)"
WASP-113,0.012082364480036831,0.28449885557971805,2,2,ok
WASP-114,0.02046426775837694,0.6469374453584293,6,4,ok
WASP-116,0.036823309953915605,0.3074339853720656,9,8,ok
WASP-117,,,0,2,"too few epochs (odd=0, even=2)"
WASP-118,0.03667384937038599,0.7303280946307203,3,2,ok
WASP-119,0.013430334478240552,0.1731800962773504,4,5,ok
WASP-12,0.02920054787420804,0.4440862520293029,2,3,ok
WASP-120,0.021100971184154556,0.6712454024498394,3,3,ok
WASP-121,0.05367758171661084,0.6879841836508901,8,9,ok
WASP-123,0.052143992852070026,0.6571341813454158,4,5,ok
WASP-124,0.006373058097749277,0.1941916081831652,4,4,ok
WASP-126,0.04809953746418209,1.2495296409274166,4,4,ok
WASP-127,0.08611073899345192,1.1683694244138754,2,2,ok
WASP-129,,,2,1,"too few epochs (odd=2, even=1)"
WASP-13,,,0,1,"too few epochs (odd=0, even=1)"
WASP-130,,,1,1,"too few epochs (odd=1, even=1)"
WASP-131,0.04805889132644964,0.5140272115514433,2,2,ok
WASP-132,,,0,2,"too few epochs (odd=0, even=2)"
WASP-133,0.05148937147667225,1.7974694196192371,5,5,ok
WASP-135,0.0156467934428883,0.6672356564300359,9,9,ok
WASP-136,0.02569263572021119,0.6521932985675025,2,2,ok
WASP-138,0.06053690692535146,1.6753334299044134,2,3,ok
WASP-139,0.07781757602805552,1.6134081261713946,2,2,ok
WASP-14,,,0,0,"too few epochs (odd=0, even=0)"
WASP-140,0.03911071309432332,0.522109376981514,3,6,ok
WASP-141,0.009054735216173407,0.3848923955781307,4,4,ok
WASP-142,0.025148432712268846,0.8653635553221074,5,5,ok
WASP-144,0.032414449155968354,1.075184417039145,4,5,ok
WASP-145_A,0.013761586049718486,0.22525779139063218,6,6,ok
WASP-147,0.01991926386999146,0.5455895120221539,4,4,ok
WASP-148,0.0037878279060966076,0.03611245000514458,2,2,ok
WASP-149,0.01824754978494996,0.28687819828494376,8,8,ok
WASP-15,,,1,1,"too few epochs (odd=1, even=1)"
WASP-150,0.026551449456503146,0.6501140364436437,2,2,ok
WASP-151,,,1,2,"too few epochs (odd=1, even=2)"
WASP-153,0.02620386627751001,0.9968350164906933,4,4,ok
WASP-154,0.024557781495585723,0.6642954633731822,2,4,ok
WASP-155,0.016932017245245727,0.6836031589055939,4,4,ok
WASP-156,0.015109337348652569,0.511526433571201,3,3,ok
WASP-158,0.017333524893207077,0.5023743274645053,3,2,ok
WASP-159,0.02388519748349551,0.8375067387436069,2,3,ok
WASP-16,0.008163355782058429,0.0732444874022206,2,3,ok
WASP-160_B,0.025260196210429586,1.2060534598100396,17,16,ok
WASP-161,0.007059281997814486,0.19403064048237592,2,2,ok
WASP-162,0.001503057783050743,0.04146887984419354,4,3,ok
WASP-163,0.014755125546255727,0.14687982796649218,6,6,ok
WASP-164,0.004288348941173145,0.17702137888949326,5,5,ok
WASP-165,0.0014459609705975826,0.04423826639079981,6,6,ok
WASP-166,0.17833537645984665,1.9603527758406596,2,2,ok
WASP-167,0.027150939100598653,0.7252138398166569,5,5,ok
WASP-168,0.10249744707177706,3.314768714280388,3,3,ok
WASP-169,0.03912671230900719,1.3508205651133585,6,7,ok
WASP-17,0.005696443406431313,0.13468551019395225,2,3,ok
WASP-170,,,1,2,"too few epochs (odd=1, even=2)"
WASP-171,0.018792870661811834,0.6594249506237319,6,8,ok
WASP-173_A,0.0041763922567250615,0.23495304030258307,9,10,ok
WASP-174,0.02398158108556038,0.7691919473190056,6,6,ok
WASP-175,0.012585004344462759,0.46755380606126795,4,4,ok
WASP-176,0.0075559681310869205,0.1628776581975597,2,2,ok
WASP-177,,,1,3,"too few epochs (odd=1, even=3)"
WASP-178,0.04713328462380209,2.0693126216788755,14,13,ok
WASP-18,0.027836893999005793,0.6172054969564896,11,12,ok
WASP-180_A,0.017554041912760845,0.8480535421399222,4,4,ok
WASP-181,,,1,2,"too few epochs (odd=1, even=2)"
WASP-182,0.003948234201632766,0.18343400305008875,14,12,ok
WASP-183,0.02953339875728818,1.136593470893406,10,10,ok
WASP-184,0.020808501488153865,0.5952169082791317,2,3,ok
WASP-185,,,0,2,"too few epochs (odd=0, even=2)"
WASP-186,0.05329151192163802,0.7136789367805276,2,2,ok
WASP-187,0.03860485942093446,0.8080373360011189,3,2,ok
WASP-188,0.009922336412528886,0.3074929105234525,2,3,ok
WASP-189,,,1,2,"too few epochs (odd=1, even=2)"
WASP-19,0.0424994371170889,0.6626333463821251,10,11,ok
WASP-190,0.01237659656908348,0.43000882172256766,7,7,ok
WASP-192,0.015386438416253713,0.8300934845766675,14,13,ok
WASP-193,0.019501087960763747,0.54955034890859,2,2,ok
WASP-194,0.00344878046740929,0.130922506147977,4,5,ok
WASP-195,0.04975671418661509,1.0628119173342336,2,2,ok
WASP-197,0.019690627920671912,0.5245163355420228,2,2,ok
WASP-2,,,1,1,"too few epochs (odd=1, even=1)"
WASP-20,0.0052832003128350895,0.12890770649116126,3,3,ok
WASP-21,0.02378773888501615,1.0201445892876757,8,9,ok
WASP-22,0.11644744053918964,1.6241382654404837,3,3,ok
WASP-23,,,1,2,"too few epochs (odd=1, even=2)"
WASP-24,0.07542752825611812,0.3620306519894448,2,2,ok
WASP-25,0.03691702304962188,0.3937366176732666,2,4,ok
WASP-26,0.027621193774254624,1.098549683607091,11,11,ok
WASP-28,0.021682470373414947,0.1863112678583202,2,3,ok
WASP-29,0.08863619480056371,0.8753706572249303,2,4,ok
WASP-3,,,0,0,"too few epochs (odd=0, even=0)"
WASP-31,,,1,3,"too few epochs (odd=1, even=3)"
WASP-32,,,1,3,"too few epochs (odd=1, even=3)"
WASP-33,0.11759150167480471,1.1641178697251966,7,7,ok
WASP-34,0.061970490166804865,0.6139672791862681,3,3,ok
WASP-35,0.043677402283484816,0.5258798521387638,4,4,ok
WASP-36,0.039189352356943256,0.6563011409988572,6,6,ok
WASP-37,0.015021144123729731,0.30602726985966605,2,2,ok
WASP-39,,,2,1,"too few epochs (odd=2, even=1)"
WASP-4,0.02509898234188131,0.4979954093693286,6,6,ok
WASP-41,,,1,2,"too few epochs (odd=1, even=2)"
WASP-42,0.06673407607552706,0.9797861360398568,2,2,ok
WASP-43,0.003032507690105963,0.04527068820158705,12,14,ok
WASP-44,0.022153486258611466,0.7163048109281667,4,4,ok
WASP-45,0.0012161382267950047,0.02626002896161641,4,4,ok
WASP-46,0.019833766597472068,0.6081490123801438,8,10,ok
WASP-47,,,1,2,"too few epochs (odd=1, even=2)"
WASP-48,0.012033537145556822,0.4087384028217465,4,6,ok
WASP-49,0.01027208303832645,0.17479075084077922,3,4,ok
WASP-5,0.024522180744262247,0.5556712805103208,8,7,ok
WASP-50,,,2,3,"too few epochs (odd=2, even=3)"
WASP-52,0.028036506806215722,1.1114385422582462,7,7,ok
WASP-53,0.050456951762267596,0.8176649723857466,2,2,ok
WASP-54,,,2,0,"too few epochs (odd=2, even=0)"
WASP-55,,,1,1,"too few epochs (odd=1, even=1)"
WASP-56,0.061210835150075055,1.599346758864036,3,3,ok
WASP-57,,,2,1,"too few epochs (odd=2, even=1)"
WASP-58,,,1,2,"too few epochs (odd=1, even=2)"
WASP-59,,,1,1,"too few epochs (odd=1, even=1)"
WASP-6,,,0,0,"too few epochs (odd=0, even=0)"
WASP-60,0.019466693187273485,0.7823435304331029,3,4,ok
WASP-61,0.0012228260950116294,0.036648939919141574,2,4,ok
WASP-62,,,1,3,"too few epochs (odd=1, even=3)"
WASP-63,0.0007689459968229727,0.015994719208152635,2,3,ok
WASP-64,0.03393390832393759,1.386823886682437,6,7,ok
WASP-65,0.129217135165347,6.056744431117376,10,10,ok
WASP-66,0.023571328808041185,0.6657804908633592,2,2,ok
WASP-67,0.046890968669001054,1.5628581253966398,4,6,ok
WASP-68,0.01605973688430084,0.35417322552481023,2,3,ok
WASP-69,,,7,2,"too few epochs (odd=7, even=2)"
WASP-7,0.07140696091658333,2.6404226264662376,4,4,ok
WASP-70_A,,,2,4,"too few epochs (odd=2, even=4)"
WASP-71,0.011491682599933491,0.456545624557382,4,4,ok
WASP-72,0.038099459911868305,1.5537448135624163,4,5,ok
WASP-73,0.03941923036796953,1.5542208875634722,3,4,ok
WASP-74,0.057713176053402454,2.0520882088792627,5,5,ok
WASP-75,0.017750410295409372,0.2330050350870926,2,3,ok
WASP-76,0.12335656570158687,1.4417949536616512,7,6,ok
WASP-77_A,0.07253773907002421,1.257042817410777,4,4,ok
WASP-78,0.035117883509125467,1.7152262589644687,5,6,ok
WASP-79,,,1,2,"too few epochs (odd=1, even=2)"
WASP-8,,,0,1,"too few epochs (odd=0, even=1)"
WASP-80,,,1,1,"too few epochs (odd=1, even=1)"
WASP-81,0.046259349712858173,1.1081783915890338,4,2,ok
WASP-82,0.1275050253234017,1.1972980700313887,2,2,ok
WASP-83,0.0012349029425558222,0.023270015113767018,2,2,ok
WASP-84,,,1,2,"too few epochs (odd=1, even=2)"
WASP-85_A,,,0,0,"too few epochs (odd=0, even=0)"
WASP-87,0.029007656184113138,0.9034875562785909,6,7,ok
WASP-88,0.0038285704794436205,0.11002258114431843,2,3,ok
WASP-89,0.026096445742770584,0.6777826178941073,2,4,ok
WASP-90,0.055782687675989054,1.2711401355403602,3,2,ok
WASP-91,0.0326613004949369,0.5057939431865875,5,5,ok
WASP-92,0.018863083954565565,0.6831952089436276,6,5,ok
WASP-93,0.08304372813435718,1.0293699217627248,3,3,ok
WASP-94_A,0.014180063192518537,0.26490437004721673,3,4,ok
WASP-94_B,,,1,1,"too few epochs (odd=1, even=1)"
WASP-95,0.07512648659016724,1.0028709186452953,6,7,ok
WASP-96,0.012319128482337353,0.24160019087862225,4,3,ok
WASP-97,,,0,0,"too few epochs (odd=0, even=0)"
WASP-98,0.013775558407704393,0.13507117680847688,4,3,ok
WASP-99,,,2,1,"too few epochs (odd=2, even=1)"
WD_0806-661,0.008639527843149582,0.12228670824053535,2,2,ok
WD_1856534,0.03244743078350416,0.4502680808875975,17,16,ok
WISPIT_1,,,1,2,"too few epochs (odd=1, even=2)"
WISPIT_2,,,1,1,"too few epochs (odd=1, even=1)"
WTS-1,,,1,2,"too few epochs (odd=1, even=2)"
WTS-2,0.01334577731811863,0.5030274359441337,14,13,ok
Wendelstein-1,0.05893360087106104,1.5965929888224923,5,5,ok
Wendelstein-2,0.02783751205714672,0.8871440092219907,8,8,ok
Wolf_1061,,,1,2,"too few epochs (odd=1, even=2)"
Wolf_1069,0.011030899816801495,0.5485099574968761,53,52,ok
Wolf_327,0.050823644549758025,1.5516259493118918,3,4,ok
Wolf_503,,,1,2,"too few epochs (odd=1, even=2)"
XO-1,0.08933995706422355,0.9474322852862977,3,4,ok
XO-2_N,0.01964646608379875,0.5201673310766666,4,5,ok
XO-2_S,0.013824163215172078,0.5075924199047382,4,5,ok
XO-3,0.10271650968779328,1.312660949347504,2,4,ok
XO-4,0.11152009923578447,1.4086937552668062,3,3,ok
XO-5,0.06254099341598646,1.1219161305579441,2,3,ok
XO-6,,,1,3,"too few epochs (odd=1, even=3)"
XO-7,0.10420761656402226,1.1212235407095552,4,5,ok
YZ_Cet,0.007826471675681571,0.1628491066868918,2,4,ok
ZTF_J1230-2655,0.04185956765312699,0.32613774120221245,4,3,ok
b_Cen_A,0.0004063588704485179,0.007962270537927139,2,4,ok
bet_Cnc,,,1,2,"too few epochs (odd=1, even=2)"
bet_Pic,,,0,2,"too few epochs (odd=0, even=2)"
eps_CrB,,,0,2,"too few epochs (odd=0, even=2)"
eps_Eri,,,1,2,"too few epochs (odd=1, even=2)"
eps_Ind_A,,,1,2,"too few epochs (odd=1, even=2)"
eps_Tau,,,1,2,"too few epochs (odd=1, even=2)"
gam_Cep,0.07088751728499994,1.757762467359756,6,6,ok
gam_Lib,0.05435698524968381,0.8125951672685376,15,14,ok
gam_Psc,0.02331140164599955,0.8904265832928844,8,8,ok
iot_Dra,0.09626998387790697,5.138018365293857,4,4,ok
kap_And,0.003462232895329194,0.13834061560709665,9,9,ok
kap_CrB,0.07632331656216167,1.0268487589249917,6,6,ok
mu2_Sco,0.02596142391713918,0.8138880019656635,4,4,ok
mu_Leo,0.2780394251987834,4.910212666004326,3,4,ok
nu_Oct_A,,,1,2,"too few epochs (odd=1, even=2)"
nu_Oph,,,1,2,"too few epochs (odd=1, even=2)"
ome_Ser,,,2,1,"too few epochs (odd=2, even=1)"
omi_CrB,0.09853881459875997,3.9346315617319876,6,6,ok
omi_UMa,0.009165134949870509,0.19831368717103423,4,4,ok
psi1_Dra_B,0.05551034413171372,0.7410267176883185,5,5,ok
rho_CrB,,,1,2,"too few epochs (odd=1, even=2)"
tau_Boo,,,0,2,"too few epochs (odd=0, even=2)"
tau_Cet,0.15328706325318348,1.6529977928169866,3,4,ok
tau_Gem,,,1,1,"too few epochs (odd=1, even=1)"
ups_And,,,1,2,"too few epochs (odd=1, even=2)"
ups_Leo,,,0,2,"too few epochs (odd=0, even=2)"
xi_Aql,,,1,2,"too few epochs (odd=1, even=2)"
TIC_103865797,0.023547658740667225,0.5087382103926891,2,3,ok
TIC_124709665,0.031684601336623736,1.3118157793105307,7,7,ok
TIC_129319156,0.012840513771222039,0.30536411093465693,2,3,ok
TIC_139853601,0.004610960382139923,0.3084021442990199,17,18,ok
TIC_140706664,0.001799587269325895,0.07302322596237207,13,14,ok
TIC_141482386,0.027874735680628048,1.4390224015778004,18,18,ok
TIC_143257766,0.019294478198056464,0.5182779334404527,5,5,ok
TIC_143994283,0.029800250412233345,1.3842214372318884,13,14,ok
TIC_149601557,0.038118549004717485,1.1300463134120464,4,6,ok
TIC_155044736,0.010347797154412912,0.5058329136225401,16,17,ok
TIC_155491828,0.01228282949267715,0.5230782097036791,9,8,ok
TIC_156115721,0.04501721091479738,0.9214914075068988,2,3,ok
TIC_164150539,0.022289679773027586,0.8724763894657978,7,8,ok
TIC_169904935,0.009387962446929594,0.29529059606215846,3,3,ok
TIC_17129975,0.016769969347012557,0.5050937994753043,9,9,ok
TIC_17150865,0.056780895716476085,0.8402362761960305,6,6,ok
TIC_172110606,0.004972210323543525,0.15064640942655178,6,6,ok
TIC_172464366,0.010424436310220832,0.13428906206143235,3,3,ok
TIC_172630205,0.05529241471185958,0.6465676091776813,2,2,ok
TIC_172754786,0.023826941284415294,0.48384702824644843,2,4,ok
TIC_172871230,0.01909973583492101,0.5704392355242353,4,4,ok
TIC_173860688,0.017148249626160527,0.48106494801415256,12,13,ok
TIC_174143743,0.056470389591814586,0.7900219139494533,2,2,ok
TIC_17416749,0.00262417877833617,0.029209054956036238,3,5,ok
TIC_175079720,0.020770922988942227,0.8678130144316321,11,12,ok
TIC_175180796,0.012978221498172998,0.29008020133119006,32,33,ok
TIC_175310067,2.0993653041052028e-05,0.0008331213576071845,10,9,ok
TIC_175476629,,,1,2,"too few epochs (odd=1, even=2)"
TIC_176772671,0.006757304782594196,0.25113504038782225,7,7,ok
TIC_176778112,0.04955644130820016,1.4245022973257229,7,9,ok
TIC_176831592,0.013804917099363795,0.42960265786482665,8,8,ok
TIC_176984236,0.007740247134591599,0.2700159231400015,7,5,ok
TIC_177126182,0.0001731755664425035,0.003890041719666842,2,2,ok
TIC_177612321,0.01022150645822838,0.21387538365226014,2,4,ok
TIC_177722855,0.031213072557652075,1.1387915411796419,5,5,ok
TIC_178959058,0.022895579850338202,0.5431814685081562,2,2,ok
TIC_179033846,0.034220036923440666,0.3144243354309896,6,7,ok
TIC_179155220,0.004228568564105326,0.32059417605308194,20,21,ok
TIC_179159972,0.0021837671452675624,0.10662530891526402,16,16,ok
TIC_18017227,0.017205820463853022,0.34078729353463927,6,5,ok
TIC_180987952,0.0695781488086777,1.5270321307068162,3,4,ok
TIC_182470056,0.010838516789803491,0.1399891067626287,4,5,ok
TIC_182943944,0.04505150083970465,1.3734320920744543,4,6,ok
TIC_183979262,0.01759192482039575,0.41235950929372395,2,2,ok
TIC_184679932,,,0,1,"too few epochs (odd=0, even=1)"
TIC_184869170,0.09868531698095219,0.9014938596717931,2,3,ok
TIC_184952758,0.12879253784874645,2.8611608162738538,2,2,ok
TIC_185226925,0.009544333852928405,0.3420087026862327,4,5,ok
TIC_185405474,0.0026286548073147617,0.05537578397316068,6,6,ok
TIC_186000935,,,1,2,"too few epochs (odd=1, even=2)"
TIC_186599508,0.0208310301513121,0.4610367329095926,2,2,ok
TIC_187029841,0.14913878449508378,1.71606456883204,6,6,ok
TIC_187532854,0.05932074685996843,0.7722916310559974,5,4,ok
TIC_188593930,0.046807069274851926,1.0825428825279588,6,8,ok
TIC_188989177,0.00029657612935567385,0.011021462921048641,10,11,ok
TIC_189013222,,,1,0,"too few epochs (odd=1, even=0)"
TIC_189620016,0.04666345223546529,0.9054488088260311,2,2,ok
TIC_190081497,0.06474873834747683,0.9566315528711629,2,2,ok
TIC_190271688,,,0,1,"too few epochs (odd=0, even=1)"
TIC_190430205,0.03528709162011879,0.4402263053464927,8,8,ok
TIC_190442486,,,1,3,"too few epochs (odd=1, even=3)"
TIC_190743990,0.004946836996987097,0.22268649644481492,12,12,ok
TIC_191146556,,,2,3,"too few epochs (odd=2, even=3)"
TIC_19155785,,,0,2,"too few epochs (odd=0, even=2)"
TIC_192372961,0.0005127901131989644,0.01697561134764641,6,7,ok
TIC_192520375,0.0070723497938780236,0.23210752272750113,6,7,ok
TIC_193628179,0.0218206236775098,0.6995320446817417,4,3,ok
TIC_193708920,0.03359069613608677,1.4972435706393916,10,10,ok
TIC_194179013,0.019616001136744787,0.4878842092236424,3,3,ok
TIC_1950736,0.06786436448811028,1.303899324473908,4,3,ok
TIC_195093356,0.04953340878224365,1.8400581164039682,2,2,ok
TIC_195199644,,,1,1,"too few epochs (odd=1, even=1)"
TIC_196286587,,,1,1,"too few epochs (odd=1, even=1)"
TIC_197650870,0.007898062363495549,0.21673099060117185,2,2,ok
TIC_197959526,0.06892709614620206,0.9239722039087706,6,7,ok
TIC_198616607,0.05413008331415901,0.9406947841647949,2,3,ok
TIC_199162630,0.04003126928748585,0.8470467687895312,4,5,ok
TIC_199688472,0.07004031613844296,2.5249417310064057,8,10,ok
TIC_200593988,,,1,2,"too few epochs (odd=1, even=2)"
TIC_201154493,0.032192539476861834,0.39545189887068255,7,7,ok
TIC_201233610,0.06630164427046915,0.8175196448085694,2,2,ok
TIC_20178111,0.01637481440576952,0.5017415122423449,5,7,ok
TIC_20182165,,,1,0,"too few epochs (odd=1, even=0)"
TIC_202428245,,,1,1,"too few epochs (odd=1, even=1)"
TIC_202468443,0.022650937336010892,0.5745836676762243,4,5,ok
TIC_206466531,0.002368233537506502,0.06519209263741757,6,8,ok
TIC_206498307,,,0,2,"too few epochs (odd=0, even=2)"
TIC_207084429,0.016894527730318475,0.47770646922813503,3,3,ok
TIC_207501148,0.13352486687982223,2.601883826261592,11,12,ok
TIC_20988926,0.011005759011869258,0.2326947056237273,2,2,ok
TIC_210337597,0.034834888431711786,0.8976122540107447,18,16,ok
TIC_21755546,0.14077051725055711,2.835410674904389,2,2,ok
TIC_219151731,0.04865587045150598,0.6354774137665093,8,8,ok
TIC_219164808,0.0014398500878096345,0.04268155860274652,4,3,ok
TIC_219205407,,,2,0,"too few epochs (odd=2, even=0)"
TIC_219208037,0.043596135586966935,0.7955974130729424,8,9,ok
TIC_219239945,0.0016664011695875813,0.04591303075453013,8,9,ok
TIC_219366908,0.012094890793018676,0.10843256564241444,14,15,ok
TIC_219379012,0.007622409942119975,0.18041922783711223,7,7,ok
TIC_219388773,0.015039340982831382,0.32845380675362895,6,7,ok
TIC_219466803,0.025185068639843884,0.4791218092840115,9,11,ok
TIC_219467837,,,0,2,"too few epochs (odd=0, even=2)"
TIC_219766989,,,5,5,"too few epochs (odd=5, even=5)"
TIC_219821826,,,1,2,"too few epochs (odd=1, even=2)"
TIC_219824469,,,2,1,"too few epochs (odd=2, even=1)"
TIC_220016044,,,2,1,"too few epochs (odd=2, even=1)"
TIC_22020459,0.04904430700951695,1.8487732372475143,10,8,ok
TIC_220396259,0.022589431229376844,0.4787873747705109,4,6,ok
TIC_220435095,0.00616702023009104,0.1408873119062537,2,4,ok
TIC_220518305,,,1,1,"too few epochs (odd=1, even=1)"
TIC_224313733,0.0021878313210698438,0.04596632241612849,9,11,ok
TIC_224418572,0.11263307120920267,1.074493032750419,3,2,ok
TIC_22843856,0.05990598295949185,2.172829439089453,6,6,ok
TIC_229091748,0.005891164575870007,0.13990653883807502,11,11,ok
TIC_229141709,,,0,1,"too few epochs (odd=0, even=1)"
TIC_229285649,,,1,2,"too few epochs (odd=1, even=2)"
TIC_229384040,0.0009613075259644451,0.04475704015908139,9,10,ok
TIC_229536616,0.0957693693259853,2.7664478687262855,3,4,ok
TIC_229770036,0.05235076341904973,1.0859228860056251,6,7,ok
TIC_230017325,,,1,2,"too few epochs (odd=1, even=2)"
TIC_230075120,0.16723796184137532,1.591686757822437,5,6,ok
TIC_230086768,0.15773102493492824,2.1077122599878444,2,2,ok
TIC_230267547,0.059133557200006265,0.8778814745429165,2,4,ok
TIC_230386397,0.05957215432438832,1.7766812288042386,21,21,ok
TIC_23113034,0.016234515434297332,0.3495118973008291,5,5,ok
TIC_231703293,0.15644954683946888,2.1344323293209286,13,16,ok
TIC_231721005,,,1,2,"too few epochs (odd=1, even=2)"
TIC_232679662,0.0021910594865049405,0.05466207468054185,2,2,ok
TIC_232967666,0.0006952691575817691,0.006888948998448055,15,14,ok
TIC_233390838,0.1521629245501549,1.8380601962322105,3,4,ok
TIC_233497719,0.019043376944151817,0.6893894830504677,3,4,ok
TIC_233503636,0.010288958937080952,0.17748370728807866,9,9,ok
TIC_233541860,0.003008569593628839,0.10650154327060304,20,21,ok
TIC_233569098,0.10164912833580503,1.2673361824538594,3,3,ok
TIC_233681149,0.04105219780519991,0.9128737054956408,2,2,ok
TIC_233684822,0.08367182534429524,1.6370229469538526,3,3,ok
TIC_233720539,0.029121443452698872,1.3551470121999825,4,6,ok
TIC_233735068,,,1,2,"too few epochs (odd=1, even=2)"
TIC_23389848,0.026133031762945746,0.24266854828371134,4,5,ok
TIC_235684392,,,1,1,"too few epochs (odd=1, even=1)"
TIC_23650642,0.01997017477488284,0.5244218568896478,11,10,ok
