host,cadence_min,n_points,baseline_days
K2-384,0.33333653744193725,94327,26.11338875781621
K2-386,2.0001184270950034,12978,23.81672857133617
K2-387,2.000125801860122,13008,23.869590477655038
K2-388,2.0000097976299003,9338,22.741991062670422
K2-389,2.000025217712391,11334,23.328224034689356
K2-39,1.9999668809759896,9665,22.960955886855118
K2-390,2.000025888919481,11472,23.365728617012792
K2-391,2.0000299128878396,11430,23.34216682112492
K2-392,2.000024549779482,11342,23.34767055111024
K2-393,2.0000124772195704,9571,22.747566758745506
K2-394,2.000178825255716,15605,24.361878668538793
K2-395,2.000177820737008,15595,24.354923627075095
K2-396,2.000183521086001,15574,24.26609693385126
K2-397,2.000189721729839,16236,24.30923593773423
K2-398,2.000190721664694,15818,23.852299652729016
K2-4,2.000200875882001,16947,25.694221467295847
K2-400,2.000039728882257,13035,24.15733826047699
K2-401,2.000196754670469,15789,23.842625707173283
K2-402,2.0001937371853273,15918,23.931501571402805
K2-403,2.0001923980453284,16171,24.105115229299372
K2-404,2.000196253065951,16052,24.02180796579887
K2-405,2.00019289899501,16173,24.10511617542852
K2-406,2.0000373708171537,11700,22.547528076358503
K2-407,2.000079561257735,12584,24.28154640484172
K2-408,2.0000594459997956,12458,24.28272209193983
K2-409,2.000060115897213,12474,24.277171562423973
K2-411,10.000963825405051,2595,22.81469149200211
K2-413,2.000021195708541,11186,23.15040286936437
K2-414,0.333363687605015,92241,24.691117661428507
K2-415,2.000189053142094,15495,24.073142873236975
K2-416,2.0000077846634667,9035,22.30862955066459
K2-417,2.0000044305925258,9081,22.369699131227208
K2-419_A,2.000191901024664,15499,24.063443693694808
K2-42,0.33333318337099627,91630,23.9928298656464
K2-43,0.3333284908148926,91801,23.954098090572188
K2-44,2.0001734542893246,16203,24.102132997270928
K2-45,2.000179824535735,16200,24.102205578498797
K2-46,2.0001744607725414,16203,24.10214489410191
K2-47,2.000184519056347,16203,24.10225785212151
K2-48,2.000174796048668,16233,24.122981785949378
K2-49,2.0002020287211053,16959,25.697011460102658
K2-5,2.000180159811862,16191,24.098041889727938
K2-50,2.0001855242298916,16233,24.123099947850278
K2-54,1.9999744004599052,18299,27.405030178186507
K2-55,1.999942742404528,9780,22.96206691547195
K2-57,1.9999925060255919,18300,27.405279673916766
K2-58,0.3333244609530084,57279,22.974380102419218
K2-59,1.9999628576624673,9620,22.8386854362534
K2-6,2.0001798022713047,14222,22.914565433974985
K2-60,1.9999621871102136,9662,22.880343317424376
K2-61,1.9999655411811545,9609,22.824829384820987
K2-62,0.3333251315052621,56380,22.871187410166385
K2-63,1.9999481048580492,9653,22.85935070783944
K2-64,1.9999454233038705,9733,22.96209772455404
K2-65,2.000195120854187,15891,24.916308920878237
K2-66,1.9999434109922731,9653,22.95929828550834
K2-68,0.3333658262999961,95366,25.02974352512001
K2-69,1.99995682334702,9746,22.962230100882152
K2-7,1.9999850978638278,15782,24.094304450368327
K2-70,1.999966210423736,9620,22.902611592970516
K2-71,1.9999769386049593,9434,22.74995719956678
K2-72,1.9999541404831689,9653,22.959424044790012
K2-73,1.99995615213993,9651,22.95944633599538
K2-74,2.000190554681467,15730,24.802379224799097
K2-75,1.9999702350469306,9619,22.917941125602738
K2-77,1.9999629709491273,16951,25.355072831734105
K2-79,2.0001898396003526,12052,22.39100095636286
K2-8,2.0001808310189517,16192,24.095272602073692
K2-80,1.9999763816667837,17286,25.623300256926086
K2-81,2.0001915172906592,12168,22.345185041579498
K2-83,2.0001918106572703,14105,23.8522820438302
K2-84,2.000191682964214,11871,22.002097173027323
K2-85,2.0001930247235578,13326,23.10916886011728
K2-86,2.0001881632197183,13149,22.932702447530573
K2-87,2.000172791595105,15576,24.303468069417704
K2-88,2.000191430852283,12189,22.342404055693805
K2-89,2.0001489470450906,15472,23.980938064629754
K2-9,2.0002019449020736,16949,25.694233769601396
K2-90,2.000193506028154,13081,22.859149586802687
K2-91,2.000169772800291,15607,24.314540725629286
K2-95,2.000178796442924,14632,23.39514799131757
K2-97,2.0000266603165073,16343,24.4544953169127
K2-98,2.000021966123313,16342,24.4544370179824
K2-99,1.9999796502816025,11158,23.708237256877965
KELT-1,1.9999702982386225,12462,22.994155722729147
KELT-10,0.3333291561284568,81313,24.11165991964026
KELT-11,1.999981072585797,14930,24.087295475106885
KELT-12,2.000043680818635,17098,25.672660072799545
KELT-14,2.000003526263754,15772,24.45420410212273
KELT-15,2.0000318557868013,15782,24.454541310045443
KELT-16,1.9999951057252474,12805,22.744292988909365
KELT-17,2.0001981874520425,14500,24.00514123845369
KELT-18,1.999970300203131,11530,23.527413765664278
KELT-19_A,1.9999730161362095,15533,24.224681120777177
KELT-20,2.0000038402577047,11620,26.8498802056788
KELT-21,2.0000023730972316,17523,26.588992532203974
KELT-23_A,1.9999696434024372,14507,24.416299598484784
KELT-24,2.0000145690937643,17817,26.850146470570053
KELT-2_A,2.000195548462216,15126,24.188459879045695
KELT-3,2.0000045078631956,16612,27.33479461557522
KELT-4_A,2.000020569685148,14964,26.12806124718327
KELT-6,1.9999669474418624,13037,24.456544418386102
KELT-7,2.000003854991519,15909,24.922262756078908
KELT-8,2.000050382084737,16890,24.8671433923289
KELT-9,2.0000434031680925,12431,26.850447254932533
KIC_10001893,1.9999998169441824,18423,26.849898547611474
KIC_10068024,1.999987689050613,15301,26.70397049543135
KIC_10525077,2.000030091658118,11859,26.447586921097354
KIC_3526061,2.000021515923436,17277,26.44753087654999
KIC_3558849,2.000029602495488,12449,28.200526140809416
KIC_5437945,1.9999917130189715,17067,26.70403686636746
KIC_5479689,1.9999625426862622,18603,26.70365917082563
KIC_7917485,1.999961202236591,18604,26.70364705268912
KIC_8121913,1.9999622087198077,18604,26.70366173498951
KIC_9663113,1.9999662313784938,18604,26.703716302459725
KMT-2016-BLG-0212L,2.0000996568705887,16205,25.687345742483558
KMT-2016-BLG-1107L,2.0000949518725974,16171,25.687279538953135
KMT-2016-BLG-1397L,2.000111717643449,15534,25.593044117479167
KMT-2016-BLG-1836L,2.000098986318335,16205,25.687337762446077
KMT-2017-BLG-0165L,2.000103008977021,16205,25.68738739309174
KMT-2017-BLG-1038L,2.0000942806655075,15698,25.655325410118166
KMT-2017-BLG-1146L,2.0001003287325148,16034,25.68735694210318
KMT-2017-BLG-2509L,2.0000929408706725,15833,25.64836098505384
KMT-2018-BLG-0029L,2.0000902580068214,15603,25.592765508139564
KMT-2018-BLG-0748L,2.000098304633866,16133,25.68732419167918
KMT-2018-BLG-1025L,2.000103669706732,16205,25.68739500060019
KMT-2018-BLG-1292L,2.0000869072100613,15700,25.638560602383677
KMT-2018-BLG-1990L,2.0001003274228424,15305,25.510950935587516
KMT-2019-BLG-0253L,2.000098314456409,16205,25.687326484594905
KMT-2019-BLG-0842L,2.0000996568705887,16205,25.687344914072128
KMT-2019-BLG-0953L,2.0001016711466946,16204,25.687376184158893
KMT-2019-BLG-1339L,2.0000929513480514,15674,25.644199259129437
KMT-2019-BLG-1953L,2.0001016672176775,16205,25.68736960669321
KMT-2020-BLG-0414L,2.0001083747047232,16205,25.68746060948206
KMT-2021-BLG-0171L,2.000101658704807,16205,25.687370114729674
KMT-2021-BLG-0192L,2.0000983177305898,16205,25.687333039709756
KMT-2021-BLG-0912L,2.0001029991544783,15899,25.659604821222274
KMT-2021-BLG-1303L,2.000108363572508,16198,25.677734283255177
KMT-2021-BLG-1547L,2.000109706641524,16170,25.647195331572675
KMT-2021-BLG-1554L,2.0000983059435384,15601,25.60953918253108
KMT-2021-BLG-2294L,2.000103680838947,16205,25.687400101454386
KOBE-1,1.9999951086720102,12704,23.03056304068491
KOI-12,2.0000185927347047,12367,26.850112682419876
KOI-1257,1.9999813188042026,17962,26.703910638398156
KOI-13,1.9999988111158018,18097,26.84988460780778
KOI-134,1.9999699207255617,18604,26.703766797954813
KOI-142,2.0000342950515915,19610,28.20039006550087
KOI-1599,1.9999648902739864,18604,26.70369228772506
KOI-1783,2.000003840585123,18422,26.849954091456766
KOI-217,2.000042676954763,19611,28.200515714537232
KOI-2513,2.000006778507668,17065,26.623738538121415
KOI-3503,1.999977966042934,18603,26.703867359139622
KOI-351,1.9999955680395942,16115,26.704083098966294
KOI-3680,1.9999762896622997,17714,26.70384153100349
KOI-4777,2.0000239014916588,19609,28.20025579090452
KOI-4978,2.0000255372724496,17276,26.44757960730476
KOI-55,2.00001591052569,12256,26.850077991119633
KOI-7368,2.0000272555625997,18430,28.20048403490091
KOI-7892,2.000011496274965,19611,28.200100422084688
KOI-7913_A,2.0000225610419875,19609,28.20024855545944
KOI-94,2.000017921855033,18422,26.85012031228007
KOI-984,1.999998476167093,11004,26.849838226080692
KPS-1,1.9999937803368084,17333,27.298519900967676
Kepler-10,1.9999998172716005,17720,26.849913093473106
Kepler-100,0.3333395509980619,113940,28.202020388876008
Kepler-1000,1.999992718192516,15322,26.70403713610176
Kepler-1001,2.0000246997369686,11524,26.447552283930236
Kepler-1002,2.0000389889173675,19610,28.200459024582415
Kepler-1003,1.9999793078022776,18038,26.703885110613555
Kepler-1004,1.999965058566886,17596,26.703695628961214
Kepler-1005,1.9999957356776576,16572,26.704086457664744
Kepler-1006,1.99997092524427,18604,26.703774242481813
Kepler-1007,1.9999692482087994,18604,26.703754581796602
Kepler-1008,1.9999679077591281,18603,26.7037374680458
Kepler-1009,2.000012167482055,19611,28.2001051215384
Kepler-101,2.0000212074955925,12278,26.447463716084712
Kepler-1010,1.9999876897054492,16641,26.70398299750559
Kepler-1011,2.0000165005330928,14008,26.623855017006008
Kepler-1012,1.9999805827683304,18320,26.588735028497013
Kepler-1014,1.9999984165770002,16131,26.704116742877886
Kepler-1015,1.999977966042934,18603,26.703870100720906
Kepler-1016,2.000008453906048,17092,26.62376196204832
Kepler-1017,2.000013507604308,19611,28.200112575844287
Kepler-1018,2.0000222139788093,12519,26.447475176474654
Kepler-1019,2.0000151852946146,19609,28.20015800866986
Kepler-102,1.9999874120549066,15415,24.381715841826463
Kepler-1021,2.0000111348053906,18410,26.623739106461016
Kepler-1022,2.000034953816794,12520,26.44764840747939
Kepler-1023,1.9999846715654712,16467,26.703942709655166
Kepler-1024,1.9999840023228899,17072,26.703932700032965
Kepler-1025,2.000035583769204,19474,27.697709365065748
Kepler-1026,2.000013843207853,19611,28.200116757249816
Kepler-1027,2.0000245726987487,19610,28.200269024299814
Kepler-1028,1.9999833311158,16540,26.703925947362222
Kepler-1029,1.9999806482519489,18603,26.70390348886758
Kepler-103,2.000028595357435,19611,28.200311333353056
Kepler-1031,1.9999680753971916,17831,26.703736331250184
Kepler-1032,2.0000339198304573,17277,26.447690214899012
Kepler-1033,1.9999833075416973,16564,26.62341995664974
Kepler-1034,2.0000241981324507,17277,26.447563714983517
Kepler-1035,1.9999883596028667,17651,26.70399845443353
Kepler-1036,1.9999704223300796,17012,26.703759532008917
Kepler-1037,1.9999976792314555,18322,26.588944415190326
Kepler-1038,2.0000171704305103,17432,26.62387562927006
Kepler-1039,1.999963549169479,18604,26.70367863220781
Kepler-104,1.9999930528138066,17097,26.679053560538705
Kepler-1040,2.0000300530227832,17666,27.697618571592557
Kepler-1041,1.9999732708674856,17282,26.70379927817885
Kepler-1042,2.000030233102734,17214,26.447648446012863
Kepler-1043,2.0000037823047023,15721,26.704186240496256
Kepler-1045,2.000020509440219,12156,26.4474937205041
Kepler-1046,1.9999983497837093,18322,26.588953154488536
Kepler-1047,1.9999848385486985,16614,26.703945739363917
Kepler-1048,2.000007470996934,16698,26.704245157126934
Kepler-1049,2.0000125021033455,18285,28.200275938787854
Kepler-105,2.0000128386891447,18085,28.20028934552556
Kepler-1050,2.0000298834202113,16810,27.697607781638
Kepler-1051,1.9999732708674856,18604,26.70380281103462
Kepler-1052,2.0000436827831436,19610,28.200530475184678
Kepler-1053,2.000035300879972,19609,28.200397757526844
Kepler-1054,1.9999829964945093,17862,26.703933647420854
Kepler-1055,1.9999836644274183,17395,26.703934592014775
Kepler-1056,1.9999601964082103,18604,26.70363669242397
Kepler-1058,2.000008117975085,17461,26.62376008799447
Kepler-1059,2.0000342564162565,14326,26.447661797453293
Kepler-106,1.9999575141991954,18604,26.703598615300507
Kepler-1060,2.000023526925361,17255,26.44755891960358
Kepler-1061,1.9999679077591281,17088,26.70372739823688
Kepler-1062,2.0000148490362335,19610,28.200133746669053
Kepler-1063,1.9999883602577029,16620,26.703984901128933
Kepler-1064,1.9999850074964343,17020,26.703944311762825
Kepler-1065,1.9999756204197183,18788,26.70383719732672
Kepler-1066,2.00000237506174,18322,26.589005279681714
Kepler-1067,1.999997412058292,15425,26.704098421434537
Kepler-1069,2.000032451360312,15731,28.200391031864456
Kepler-107,2.000000364059815,18320,26.58898139312032
Kepler-1070,1.9999746132816654,17684,26.703821676370353
Kepler-1072,1.9999789712164784,17513,26.703874924505726
Kepler-1073,1.9999769608693896,18788,26.703853364620954
Kepler-1074,1.9999987531627994,15194,26.704114658345134
Kepler-1075,2.000027719186619,11613,26.44759140646329
Kepler-1076,2.000014514414943,16706,28.200291691759958
Kepler-1077,1.9999990642099874,18040,26.6236025207877
Kepler-1079,1.999960531029501,18604,26.703638288594448
Kepler-108,1.9999722670036135,18439,26.70379645196408
Kepler-1080,1.9999672372068744,17749,26.703724244196565
Kepler-1081,1.9999883589480305,17776,26.70399769028336
Kepler-1082,1.9999833304609638,16634,26.70392657472439
Kepler-1083,2.000002777131158,15214,26.704167988669724
Kepler-1084,2.0000068580702646,18260,26.84999711017781
Kepler-1085,2.000028220791137,11624,26.44759421963954
Kepler-1086,2.0000077833537944,16776,26.623779499783723
Kepler-1087,1.9999712618300691,18432,26.70378334220186
Kepler-1088,2.00000881406595,19611,28.200058764491587
Kepler-1089,2.000034591037547,12977,26.447689681716838
Kepler-109,2.0000322833948303,19611,28.200362461099303
Kepler-1090,2.0000121412886074,18112,26.62377669580428
Kepler-1091,2.000020859122742,18011,26.62389678030422
Kepler-1092,1.999964221031405,18603,26.70369243533969
Kepler-1093,2.0000178665213753,19608,28.200172936955823
Kepler-1094,1.999982995839673,17255,26.70391996210128
Kepler-1095,1.9999776320764795,18604,26.703865769371987
Kepler-1096,2.0000081186299212,17420,26.623764665212093
Kepler-1097,2.0000081408943515,16442,26.704249982076362
Kepler-1098,2.0000450251973234,19608,28.20054139657168
Kepler-1099,2.000032943469705,12490,26.44762581685336
Kepler-11,2.0000172519576154,18424,26.850113528060774
Kepler-110,1.9999752851435915,17854,26.703833681933247
Kepler-1100,1.999979977044859,18518,26.703895220120103
Kepler-1101,2.0000077833537944,17481,26.62375682138054
Kepler-1102,2.0000039499427658,15797,26.70419028301876
Kepler-1103,1.9999886955338297,16227,26.70399423321396
Kepler-1104,2.0000287629954983,18613,28.200498100898585
Kepler-1105,2.000009481998859,16479,26.704267707938925
Kepler-1106,1.9999994001409505,17152,26.623631208549796
Kepler-1108,2.000011135460227,16052,26.623805045729114
Kepler-111,1.9999799790093675,18382,26.703898336325437
Kepler-1110,1.9999843362893444,17107,26.703935207386166
Kepler-1111,2.000008789182175,16397,26.623785564323498
Kepler-1112,2.000004067158443,16918,27.697264569012987
Kepler-1113,2.000032914656913,16841,26.447674696969443
Kepler-1114,1.999961202236591,18604,26.703648101940416
Kepler-1115,2.000044688611524,19611,28.200526861653543
Kepler-1116,2.000001077831257,17079,26.62365623481719
Kepler-1117,1.9999774624739075,17323,26.70385542668555
Kepler-1118,2.000017840982764,16468,26.623907080731897
Kepler-1119,2.0000164998782566,18410,26.623816591567902
Kepler-112,1.999967571828165,18604,26.70373005169131
Kepler-1120,1.9999983943125699,17673,26.62359900923593
Kepler-1121,2.0000017038546503,18322,26.58899711128379
Kepler-1122,2.000029897171771,12170,26.44761817150993
Kepler-1123,2.000036074896343,14227,27.078232069783553
Kepler-1124,2.0000218898348976,19609,28.200216644622742
Kepler-1125,2.000010464907973,18409,26.62372627725972
Kepler-1126,1.9999964055750752,15195,26.7040821591454
Kepler-1127,2.0000057720244513,18315,26.623677849649994
Kepler-1129,1.9999819906661287,18569,26.703923327202574
Kepler-113,1.9999866170837777,18318,26.588797132695163
Kepler-1130,2.000018872349756,19610,28.200198219104095
Kepler-1131,2.0000372503272956,18069,27.07826816225861
Kepler-1132,2.0000248680298682,11594,26.44755545485077
Kepler-1133,2.00000543576607,18135,26.623683078094928
Kepler-1135,1.9999957363324938,15834,26.704081531899647
Kepler-1136,2.0000245609116973,13187,26.447491817578793
Kepler-1137,1.9999900372931734,15900,26.7040089082966
Kepler-1138,2.0000264036207227,11354,26.44754190759977
Kepler-1139,1.999994729849277,16338,26.7040680579903
Kepler-114,2.000027924805181,18359,28.20048905193562
Kepler-1140,2.000010156807548,19609,28.200091615498422
Kepler-1141,2.0000312775664497,15699,28.200377122096143
Kepler-1142,1.9999776320764795,18528,26.703867429920138
Kepler-1143,2.00002721430792,17275,26.44760305451473
Kepler-1144,2.0000339211401297,12784,26.447667939525672
Kepler-1145,2.00001147139119,18410,26.623748170557974
Kepler-1146,2.000028416259738,11447,26.44756805552879
Kepler-1147,2.0000027548667276,18212,26.62364229245304
Kepler-1148,2.0000362674181815,12978,26.44770197948219
Kepler-1149,2.0000067762157414,17509,26.623738896447776
Kepler-115,1.9999648909288226,18603,26.703698611638174
Kepler-1150,1.9999665653449483,17811,26.70371529197473
Kepler-1151,2.0000054370757425,15544,26.623716299302032
Kepler-1152,2.0000319487735396,19611,28.20036974311097
Kepler-1153,2.000034618540667,12384,26.44764617323608
Kepler-1154,2.000017144891899,17974,27.697434582880305
Kepler-1155,2.0000309030001517,17234,26.447654314742067
Kepler-1156,1.9999880236719036,15641,26.703976010025144
Kepler-1157,2.000003781649866,16195,26.70418861304097
Kepler-1158,1.999980312975822,18604,26.70389982783854
Kepler-1159,1.999973608108121,18033,26.70381025556162
Kepler-116,1.999972936901031,18604,26.703803296952174
Kepler-1160,2.0000336120574502,13155,26.447613799648934
Kepler-1162,2.0000215427717194,12543,26.44746564322395
Kepler-1163,2.000032282085158,14900,28.20036935440021
Kepler-1164,2.00002788551501,17276,26.447611506732756
Kepler-1165,1.9999933893996058,15900,26.704050635971726
Kepler-1166,1.9999806482519489,17112,26.703895611974076
Kepler-1167,2.0000379208795493,19025,27.07828128994879
Kepler-1168,2.0000272162724286,11623,26.44758536811696
Kepler-1169,0.3333288228168385,97959,26.705866493442045
Kepler-117,1.9999866832222324,15907,26.70396380387865
Kepler-1171,2.000030271738069,12974,28.200526477016865
Kepler-1172,1.9999886955338297,16694,26.703989734460265
Kepler-1173,2.0000386536412407,19609,28.200460064520485
Kepler-1174,2.0000078049633885,16665,26.704245760623962
Kepler-1175,2.000034618540667,12491,26.447642703128622
Kepler-1176,2.000015494049876,16116,26.62385452224089
Kepler-1177,1.999990371914464,16178,26.70401575631149
Kepler-1178,2.0000141784839798,18273,28.200306826333872
Kepler-1179,1.999997914317646,15730,26.70410943385832
Kepler-1180,2.000013147116988,18410,26.62376784707567
Kepler-1181,0.3333315056806896,96660,26.706085102324323
Kepler-1182,2.0000144888763316,18409,26.623788728724776
Kepler-1183,1.9999826612183824,17309,26.70391811645277
Kepler-1184,1.9999712421849836,18135,25.852414717160173
Kepler-1185,2.000023566870368,19607,28.200245873948916
Kepler-1186,2.0000300651372527,12155,26.447621794121915
Kepler-1187,2.000026209789212,17275,26.44759036175219
Kepler-1188,2.0000037836143747,16341,26.70419352926001
Kepler-1189,1.999962877962389,18156,26.703668391966858
Kepler-119,1.9999702553468524,18604,26.703767182125375
Kepler-1190,2.0000187047116924,19609,28.200208521627246
Kepler-1191,2.0000044305925258,15532,26.623701086846722
Kepler-1192,2.0000061292375904,15764,26.704216197185815
Kepler-1193,1.9999868505328777,14283,26.7039561515503
Kepler-1194,1.999985006841598,17044,26.703942542249933
Kepler-1195,2.000002441855031,16779,26.70417728699431
Kepler-1196,2.000005435111234,18409,26.62366695271021
Kepler-1197,2.0000007425551303,18066,26.623627128658427
Kepler-1198,2.0000349531619577,12508,26.447639886343495
Kepler-1199,1.9999739420745755,18405,26.703816626622938
Kepler-12,2.0000204655661946,19457,28.200248488054967
Kepler-120,1.9999947305041132,16372,26.70406898791589
Kepler-1201,2.000008453251212,18410,26.623699050975574
Kepler-1203,1.9999776307668071,18436,26.703864889504985
Kepler-1204,2.000034255106584,14033,26.447666602844947
Kepler-1205,2.000032914656913,16493,26.447697176302427
Kepler-1206,2.0000349027395714,19025,27.078243163115985
Kepler-1207,1.9999707582610426,17090,26.703765515523628
Kepler-1209,2.0000135092413984,17876,28.200286986136234
Kepler-121,2.000022185166017,16787,26.44756354012725
Kepler-1210,2.0000067768705776,15296,26.623737600978075
Kepler-1211,2.0000228583376156,15659,26.447547306011074
Kepler-1212,2.00003305937571,19025,27.078218589820608
Kepler-1213,1.9999824916158104,17210,26.703920245223344
Kepler-1214,2.0000190399878193,19609,28.200214179179056
Kepler-1215,1.9999652242404409,17959,26.703697232000195
Kepler-1216,2.000028220791137,11613,26.44759256433008
Kepler-1217,2.0000295625504805,12860,26.447628039454685
Kepler-1218,1.9999803136306582,18414,26.703901832277552
Kepler-1219,1.9999996928527253,18322,26.588972609118628
Kepler-122,2.00000183089287,11536,26.849890511927242
Kepler-1220,2.000015829326003,18409,26.623803442690132
Kepler-1221,2.0000269084994216,11434,26.447544139979982
Kepler-1222,1.9999710935371695,17164,26.7037706469946
Kepler-1223,1.9999977473344188,15860,26.70410649995938
Kepler-1224,2.0000262091343757,17152,26.44758203782385
Kepler-1226,1.9999672372068744,17427,26.703721925436184
Kepler-1227,1.9999943945731502,17146,26.70407415792033
Kepler-1228,2.0000141536002047,14224,26.62383127666226
Kepler-1229,2.0000000264917617,18319,26.58897386477429
Kepler-123,1.9999675731378375,18604,26.70373117207191
Kepler-1230,2.0000044535117922,16792,26.704204683477656
Kepler-1231,2.0000362949213013,13433,26.447638632201233
Kepler-1232,2.0000362431892427,19009,27.078259173948027
Kepler-1233,2.0000161646021297,14140,26.623852522458492
Kepler-1234,1.999988024981576,14302,26.703973078570925
Kepler-1235,1.9999987544724718,16182,26.704125535494313
Kepler-1238,2.00001546589192,18817,27.69741416130455
Kepler-1239,0.3333298286452191,98150,26.70594783119759
Kepler-124,2.0000116652227007,18577,28.200261037161
Kepler-1240,2.0000121668272186,19608,28.20009806793405
Kepler-1241,1.9999756204197183,18787,26.703836789407433
Kepler-1242,2.00001652672654,19610,28.20015870820953
Kepler-1243,2.00004133683251,19611,28.200490893509595
Kepler-1244,1.9999884178832872,16763,26.8497474064136
Kepler-1245,2.0000376098323613,15093,26.447705748661065
Kepler-1246,2.0000136762246257,17565,28.200288794415428
Kepler-1248,1.999962206100463,11258,26.84945181326293
Kepler-1249,2.0000133154098876,17741,26.623813205744682
Kepler-125,2.0000023757165764,18319,26.589005738358082
Kepler-1250,2.000028222100809,11774,26.4476043353161
Kepler-1251,2.0000064415944507,15521,26.6237309058165
Kepler-1252,1.999961538167554,18604,26.70365516241327
Kepler-1253,2.000015854864614,19610,28.200165490449763
Kepler-1254,2.0000250631710514,11168,26.447519775650107
Kepler-1255,2.000010800838936,18334,26.623742195192335
Kepler-1256,1.999980648906785,18241,26.70390421180673
Kepler-1258,2.000019544211682,19611,28.200222901131383
Kepler-1259,2.0000185108801816,13837,26.623869618746994
Kepler-126,0.3333385458245175,113623,28.201953589298682
Kepler-1260,2.0000118066673167,18406,26.62375140713675
Kepler-1261,2.0000252301542787,11175,26.44752144981885
Kepler-1262,2.0000359596451744,13717,26.44764568114897
Kepler-1263,2.0000282482942566,11435,26.44756249727925
Kepler-1264,1.9999853434273973,16459,26.70395199284576
Kepler-1265,2.0000235537736444,11464,26.447504458187723
Kepler-1266,2.0000255398917943,12781,26.44754999962879
Kepler-1268,2.0000339492980856,13350,26.447612994287738
Kepler-1269,1.9999910424667178,15706,26.70401790766664
Kepler-127,0.3333368694438832,113680,28.201820717972623
Kepler-1270,2.000011496274965,18561,28.200258616187966
Kepler-1271,2.0000248686847044,17275,26.447572277097606
Kepler-1272,2.000002441855031,16226,26.704168770515025
Kepler-1273,1.9999880020623095,16612,26.623482302177308
Kepler-1274,2.000037474608689,16938,24.8670650743868
Kepler-1275,1.9999756204197183,17939,26.703836598719136
Kepler-1276,1.9999933887447696,17172,26.70405925396517
Kepler-1277,2.000045023887651,19610,28.200530487525157
Kepler-1278,2.0000044535117922,16468,26.70420212047793
Kepler-1279,1.9999930534686428,17069,26.70405258336723
Kepler-128,2.000011496929801,19609,28.20010009751877
Kepler-1281,2.0000128124956973,14531,26.623813705632074
Kepler-1282,2.0000339204852935,12959,26.447674233869293
Kepler-1283,2.000010464907973,18410,26.623726192276536
Kepler-1284,2.0000359314872185,12978,26.447702540254795
Kepler-1285,2.000009820876585,19609,28.20007892157173
Kepler-1286,2.0000108231033664,15806,26.704277857259058
Kepler-1287,2.0000342852290487,12512,26.447641561909222
Kepler-1288,2.000019544211682,19611,28.2001997394882
Kepler-1289,1.9999699194158893,18603,26.70375944958687
Kepler-129,0.3333368700987194,113903,28.20183204832665
Kepler-1290,2.000040319544496,14663,26.44770149344822
Kepler-1291,2.0000312376214424,16507,26.447671880417147
Kepler-1292,2.000023527580197,12933,26.447517509276622
Kepler-1293,1.9999833317706361,16167,26.70392382348109
Kepler-1294,1.9999997373815859,17431,26.62364093039332
Kepler-1296,1.999980648906785,18604,26.70390469981976
Kepler-1297,2.0000339204852935,12766,26.447666322516852
Kepler-1298,2.000017363607185,19604,28.20018917607831
Kepler-1299,2.0000245327537414,17277,26.447565442586892
Kepler-130,0.33333820989355445,115323,28.201912961049857
Kepler-1300,1.999990707190591,17012,26.704022244370208
Kepler-1301,2.000029925002309,13167,26.447574407963657
Kepler-1302,2.00003375284723,12920,26.44768109317647
Kepler-1303,2.0000158558468684,19611,28.200153100017815
Kepler-1304,2.000021516578272,17275,26.447533456313067
Kepler-1307,2.0000054364209063,16952,26.623719479070587
Kepler-1308,2.0000198788329726,19609,28.200194541078417
Kepler-1309,2.000012115749996,18961,27.69737374167198
Kepler-131,0.33333821054839063,113885,28.20191774758223
Kepler-1310,2.0000148490362335,19611,28.200131986935048
Kepler-1311,1.9999863479461055,17297,26.703970493103498
Kepler-1312,2.00003899022704,19611,28.200455041315763
Kepler-1313,2.0000373131915694,19610,28.20043506840466
Kepler-1314,2.0000413361776737,19611,28.200496691923945
Kepler-1315,2.000010464907973,16184,26.623799160003273
Kepler-1316,1.9999638844456058,18604,26.703677323932425
Kepler-1317,2.0000004072790034,18100,26.623618767710013
Kepler-1318,2.0000332499330398,16465,26.439368038091743
Kepler-1319,2.0000324510328937,15675,28.200390920338577
Kepler-132,0.3333358642703388,114466,28.20173123812947
Kepler-1323,2.000024573353585,19047,28.200451440473444
Kepler-1324,1.9999980603461154,18146,26.623579922012595
Kepler-1325,2.00002252109698,14059,26.447522752855548
Kepler-1326,1.999970925899106,18787,26.703773614071906
Kepler-1327,1.9999839997035451,16833,26.703936206113212
Kepler-1328,2.0000342426646966,19474,27.697691454568485
Kepler-1329,2.000002943459549,16013,26.704177988163792
Kepler-133,2.000001367268851,18321,26.58899019365299
Kepler-1331,2.000014822842786,18410,26.623784227643227
Kepler-1332,1.9999819900112925,18505,26.703924261319116
Kepler-1333,2.000005771697033,18410,26.623667047705112
Kepler-1334,1.999959859167575,10600,26.849416945651683
Kepler-1335,2.0000175312452484,19610,28.200171009583755
Kepler-1336,1.9999679077591281,18604,26.703738390870058
Kepler-1337,2.0000268803414656,11605,26.447578330927172
Kepler-1338,2.0000151843123604,19610,28.200141241720303
Kepler-1339,2.0000155202433234,19610,28.200164684855736
Kepler-134,0.33333670180581976,113852,28.201821411691526
Kepler-1340,2.000013482393115,18409,26.623771002862213
Kepler-1341,2.000009817929822,15754,26.704265487433076
Kepler-1342,2.000015829980839,18409,26.62380683177298
