host,label,cadence_min,n_points
K2-83,1,2.0001918106572703,14105
K2-84,1,2.000191682964214,11871
K2-85,1,2.0001930247235578,13326
K2-86,1,2.0001881632197183,13149
K2-87,1,2.000172791595105,15576
K2-88,1,2.000191430852283,12189
K2-89,1,2.0001489470450906,15472
K2-9,1,2.0002019449020736,16949
K2-90,1,2.000193506028154,13081
K2-91,1,2.000169772800291,15607
K2-95,1,2.000178796442924,14632
K2-97,1,2.0000266603165073,16343
K2-98,1,2.000021966123313,16342
K2-99,1,1.9999796502816025,11158
KELT-1,1,1.9999702982386225,12462
KELT-10,1,0.3333291561284568,81313
KELT-11,1,1.999981072585797,14930
KELT-12,1,2.000043680818635,17098
KELT-14,1,2.000003526263754,15772
KELT-15,1,2.0000318557868013,15782
KELT-16,1,1.9999951057252474,12805
KELT-17,1,2.0001981874520425,14500
KELT-18,1,1.999970300203131,11530
KELT-19_A,1,1.9999730161362095,15533
KELT-20,1,2.0000038402577047,11620
KELT-21,1,2.0000023730972316,17523
KELT-23_A,1,1.9999696434024372,14507
KELT-24,1,2.0000145690937643,17817
KELT-2_A,1,2.000195548462216,15126
KELT-3,1,2.0000045078631956,16612
KELT-4_A,1,2.000020569685148,14964
KELT-6,1,1.9999669474418624,13037
KELT-7,1,2.000003854991519,15909
KELT-8,1,2.000050382084737,16890
KELT-9,1,2.0000434031680925,12431
KIC_10001893,1,1.9999998169441824,18423
KIC_10068024,1,1.999987689050613,15301
KIC_10525077,1,2.000030091658118,11859
KIC_3526061,1,2.000021515923436,17277
KIC_3558849,1,2.000029602495488,12449
KIC_5437945,1,1.9999917130189715,17067
KIC_5479689,1,1.9999625426862622,18603
KIC_7917485,1,1.999961202236591,18604
KIC_8121913,1,1.9999622087198077,18604
KIC_9663113,1,1.9999662313784938,18604
KMT-2016-BLG-0212L,1,2.0000996568705887,16205
KMT-2016-BLG-1107L,1,2.0000949518725974,16171
KMT-2016-BLG-1397L,1,2.000111717643449,15534
KMT-2016-BLG-1836L,1,2.000098986318335,16205
KMT-2017-BLG-0165L,1,2.000103008977021,16205
KMT-2017-BLG-1038L,1,2.0000942806655075,15698
KMT-2017-BLG-1146L,1,2.0001003287325148,16034
KMT-2017-BLG-2509L,1,2.0000929408706725,15833
KMT-2018-BLG-0029L,1,2.0000902580068214,15603
KMT-2018-BLG-0748L,1,2.000098304633866,16133
KMT-2018-BLG-1025L,1,2.000103669706732,16205
KMT-2018-BLG-1292L,1,2.0000869072100613,15700
KMT-2018-BLG-1990L,1,2.0001003274228424,15305
KMT-2019-BLG-0253L,1,2.000098314456409,16205
KMT-2019-BLG-0842L,1,2.0000996568705887,16205
KMT-2019-BLG-0953L,1,2.0001016711466946,16204
KMT-2019-BLG-1339L,1,2.0000929513480514,15674
KMT-2019-BLG-1953L,1,2.0001016672176775,16205
KMT-2020-BLG-0414L,1,2.0001083747047232,16205
KMT-2021-BLG-0171L,1,2.000101658704807,16205
KMT-2021-BLG-0192L,1,2.0000983177305898,16205
KMT-2021-BLG-0912L,1,2.0001029991544783,15899
KMT-2021-BLG-1303L,1,2.000108363572508,16198
KMT-2021-BLG-1547L,1,2.000109706641524,16170
KMT-2021-BLG-1554L,1,2.0000983059435384,15601
KMT-2021-BLG-2294L,1,2.000103680838947,16205
KOBE-1,1,1.9999951086720102,12704
KOI-12,1,2.0000185927347047,12367
KOI-1257,1,1.9999813188042026,17962
KOI-13,1,1.9999988111158018,18097
KOI-134,1,1.9999699207255617,18604
KOI-142,1,2.0000342950515915,19610
KOI-1599,1,1.9999648902739864,18604
KOI-1783,1,2.000003840585123,18422
KOI-217,1,2.000042676954763,19611
KOI-2513,1,2.000006778507668,17065
KOI-3503,1,1.999977966042934,18603
KOI-351,1,1.9999955680395942,16115
KOI-3680,1,1.9999762896622997,17714
KOI-4777,1,2.0000239014916588,19609
KOI-4978,1,2.0000255372724496,17276
KOI-55,1,2.00001591052569,12256
KOI-7368,1,2.0000272555625997,18430
KOI-7892,1,2.000011496274965,19611
KOI-7913_A,1,2.0000225610419875,19609
KOI-94,1,2.000017921855033,18422
KOI-984,1,1.999998476167093,11004
KPS-1,1,1.9999937803368084,17333
Kepler-10,1,1.9999998172716005,17720
Kepler-100,1,0.3333395509980619,113940
Kepler-1000,1,1.999992718192516,15322
Kepler-1001,1,2.0000246997369686,11524
Kepler-1002,1,2.0000389889173675,19610
Kepler-1003,1,1.9999793078022776,18038
Kepler-1004,1,1.999965058566886,17596
Kepler-1005,1,1.9999957356776576,16572
Kepler-1006,1,1.99997092524427,18604
Kepler-1007,1,1.9999692482087994,18604
Kepler-1008,1,1.9999679077591281,18603
Kepler-1009,1,2.000012167482055,19611
Kepler-101,1,2.0000212074955925,12278
Kepler-1010,1,1.9999876897054492,16641
Kepler-1011,1,2.0000165005330928,14008
Kepler-1012,1,1.9999805827683304,18320
Kepler-1014,1,1.9999984165770002,16131
Kepler-1015,1,1.999977966042934,18603
Kepler-1016,1,2.000008453906048,17092
Kepler-1017,1,2.000013507604308,19611
Kepler-1018,1,2.0000222139788093,12519
Kepler-1019,1,2.0000151852946146,19609
Kepler-102,1,1.9999874120549066,15415
Kepler-1021,1,2.0000111348053906,18410
Kepler-1022,1,2.000034953816794,12520
Kepler-1023,1,1.9999846715654712,16467
Kepler-1024,1,1.9999840023228899,17072
Kepler-1025,1,2.000035583769204,19474
Kepler-1026,1,2.000013843207853,19611
Kepler-1027,1,2.0000245726987487,19610
Kepler-1028,1,1.9999833311158,16540
Kepler-1029,1,1.9999806482519489,18603
Kepler-103,1,2.000028595357435,19611
Kepler-1031,1,1.9999680753971916,17831
Kepler-1032,1,2.0000339198304573,17277
Kepler-1033,1,1.9999833075416973,16564
Kepler-1034,1,2.0000241981324507,17277
Kepler-1035,1,1.9999883596028667,17651
Kepler-1036,1,1.9999704223300796,17012
Kepler-1037,1,1.9999976792314555,18322
Kepler-1038,1,2.0000171704305103,17432
Kepler-1039,1,1.999963549169479,18604
Kepler-104,1,1.9999930528138066,17097
Kepler-1040,1,2.0000300530227832,17666
Kepler-1041,1,1.9999732708674856,17282
Kepler-1042,1,2.000030233102734,17214
Kepler-1043,1,2.0000037823047023,15721
Kepler-1045,1,2.000020509440219,12156
Kepler-1046,1,1.9999983497837093,18322
Kepler-1047,1,1.9999848385486985,16614
Kepler-1048,1,2.000007470996934,16698
Kepler-1049,1,2.0000125021033455,18285
Kepler-105,1,2.0000128386891447,18085
Kepler-1050,1,2.0000298834202113,16810
Kepler-1051,1,1.9999732708674856,18604
Kepler-1052,1,2.0000436827831436,19610
Kepler-1053,1,2.000035300879972,19609
Kepler-1054,1,1.9999829964945093,17862
Kepler-1055,1,1.9999836644274183,17395
Kepler-1056,1,1.9999601964082103,18604
Kepler-1058,1,2.000008117975085,17461
Kepler-1059,1,2.0000342564162565,14326
Kepler-106,1,1.9999575141991954,18604
Kepler-1060,1,2.000023526925361,17255
Kepler-1061,1,1.9999679077591281,17088
Kepler-1062,1,2.0000148490362335,19610
Kepler-1063,1,1.9999883602577029,16620
Kepler-1064,1,1.9999850074964343,17020
Kepler-1065,1,1.9999756204197183,18788
Kepler-1066,1,2.00000237506174,18322
Kepler-1067,1,1.999997412058292,15425
Kepler-1069,1,2.000032451360312,15731
Kepler-107,1,2.000000364059815,18320
Kepler-1070,1,1.9999746132816654,17684
Kepler-1072,1,1.9999789712164784,17513
Kepler-1073,1,1.9999769608693896,18788
Kepler-1074,1,1.9999987531627994,15194
Kepler-1075,1,2.000027719186619,11613
Kepler-1076,1,2.000014514414943,16706
Kepler-1077,1,1.9999990642099874,18040
Kepler-1079,1,1.999960531029501,18604
Kepler-108,1,1.9999722670036135,18439
Kepler-1080,1,1.9999672372068744,17749
Kepler-1081,1,1.9999883589480305,17776
Kepler-1082,1,1.9999833304609638,16634
Kepler-1083,1,2.000002777131158,15214
Kepler-1084,1,2.0000068580702646,18260
Kepler-1085,1,2.000028220791137,11624
Kepler-1086,1,2.0000077833537944,16776
Kepler-1087,1,1.9999712618300691,18432
Kepler-1088,1,2.00000881406595,19611
Kepler-1089,1,2.000034591037547,12977
Kepler-109,1,2.0000322833948303,19611
Kepler-1090,1,2.0000121412886074,18112
Kepler-1091,1,2.000020859122742,18011
Kepler-1092,1,1.999964221031405,18603
Kepler-1093,1,2.0000178665213753,19608
Kepler-1094,1,1.999982995839673,17255
Kepler-1095,1,1.9999776320764795,18604
Kepler-1096,1,2.0000081186299212,17420
Kepler-1097,1,2.0000081408943515,16442
Kepler-1098,1,2.0000450251973234,19608
Kepler-1099,1,2.000032943469705,12490
Kepler-11,1,2.0000172519576154,18424
Kepler-110,1,1.9999752851435915,17854
Kepler-1100,1,1.999979977044859,18518
Kepler-1101,1,2.0000077833537944,17481
Kepler-1102,1,2.0000039499427658,15797
Kepler-1103,1,1.9999886955338297,16227
Kepler-1104,1,2.0000287629954983,18613
Kepler-1105,1,2.000009481998859,16479
Kepler-1106,1,1.9999994001409505,17152
Kepler-1108,1,2.000011135460227,16052
Kepler-111,1,1.9999799790093675,18382
Kepler-1110,1,1.9999843362893444,17107
Kepler-1111,1,2.000008789182175,16397
Kepler-1112,1,2.000004067158443,16918
Kepler-1113,1,2.000032914656913,16841
Kepler-1114,1,1.999961202236591,18604
Kepler-1115,1,2.000044688611524,19611
Kepler-1116,1,2.000001077831257,17079
Kepler-1117,1,1.9999774624739075,17323
Kepler-1118,1,2.000017840982764,16468
Kepler-1119,1,2.0000164998782566,18410
Kepler-112,1,1.999967571828165,18604
Kepler-1120,1,1.9999983943125699,17673
Kepler-1121,1,2.0000017038546503,18322
Kepler-1122,1,2.000029897171771,12170
Kepler-1123,1,2.000036074896343,14227
Kepler-1124,1,2.0000218898348976,19609
Kepler-1125,1,2.000010464907973,18409
Kepler-1126,1,1.9999964055750752,15195
Kepler-1127,1,2.0000057720244513,18315
Kepler-1129,1,1.9999819906661287,18569
Kepler-113,1,1.9999866170837777,18318
Kepler-1130,1,2.000018872349756,19610
Kepler-1131,1,2.0000372503272956,18069
Kepler-1132,1,2.0000248680298682,11594
Kepler-1133,1,2.00000543576607,18135
Kepler-1135,1,1.9999957363324938,15834
Kepler-1136,1,2.0000245609116973,13187
Kepler-1137,1,1.9999900372931734,15900
Kepler-1138,1,2.0000264036207227,11354
Kepler-1139,1,1.999994729849277,16338
Kepler-114,1,2.000027924805181,18359
Kepler-1140,1,2.000010156807548,19609
Kepler-1141,1,2.0000312775664497,15699
Kepler-1142,1,1.9999776320764795,18528
Kepler-1143,1,2.00002721430792,17275
Kepler-1144,1,2.0000339211401297,12784
Kepler-1145,1,2.00001147139119,18410
Kepler-1146,1,2.000028416259738,11447
Kepler-1147,1,2.0000027548667276,18212
Kepler-1148,1,2.0000362674181815,12978
Kepler-1149,1,2.0000067762157414,17509
Kepler-115,1,1.9999648909288226,18603
Kepler-1150,1,1.9999665653449483,17811
Kepler-1151,1,2.0000054370757425,15544
Kepler-1152,1,2.0000319487735396,19611
Kepler-1153,1,2.000034618540667,12384
Kepler-1154,1,2.000017144891899,17974
Kepler-1155,1,2.0000309030001517,17234
Kepler-1156,1,1.9999880236719036,15641
Kepler-1157,1,2.000003781649866,16195
Kepler-1158,1,1.999980312975822,18604
Kepler-1159,1,1.999973608108121,18033
Kepler-116,1,1.999972936901031,18604
Kepler-1160,1,2.0000336120574502,13155
Kepler-1162,1,2.0000215427717194,12543
Kepler-1163,1,2.000032282085158,14900
Kepler-1164,1,2.00002788551501,17276
Kepler-1165,1,1.9999933893996058,15900
Kepler-1166,1,1.9999806482519489,17112
Kepler-1167,1,2.0000379208795493,19025
Kepler-1168,1,2.0000272162724286,11623
Kepler-1169,1,0.3333288228168385,97959
Kepler-117,1,1.9999866832222324,15907
Kepler-1171,1,2.000030271738069,12974
Kepler-1172,1,1.9999886955338297,16694
Kepler-1173,1,2.0000386536412407,19609
Kepler-1174,1,2.0000078049633885,16665
Kepler-1175,1,2.000034618540667,12491
Kepler-1176,1,2.000015494049876,16116
Kepler-1177,1,1.999990371914464,16178
Kepler-1178,1,2.0000141784839798,18273
Kepler-1179,1,1.999997914317646,15730
Kepler-1180,1,2.000013147116988,18410
Kepler-1181,1,0.3333315056806896,96660
Kepler-1182,1,2.0000144888763316,18409
Kepler-1183,1,1.9999826612183824,17309
Kepler-1184,1,1.9999712421849836,18135
Kepler-1185,1,2.000023566870368,19607
Kepler-1186,1,2.0000300651372527,12155
Kepler-1187,1,2.000026209789212,17275
Kepler-1188,1,2.0000037836143747,16341
Kepler-1189,1,1.999962877962389,18156
Kepler-119,1,1.9999702553468524,18604
Kepler-1190,1,2.0000187047116924,19609
Kepler-1191,1,2.0000044305925258,15532
Kepler-1192,1,2.0000061292375904,15764
Kepler-1193,1,1.9999868505328777,14283
Kepler-1194,1,1.999985006841598,17044
Kepler-1195,1,2.000002441855031,16779
Kepler-1196,1,2.000005435111234,18409
Kepler-1197,1,2.0000007425551303,18066
Kepler-1198,1,2.0000349531619577,12508
Kepler-1199,1,1.9999739420745755,18405
Kepler-12,1,2.0000204655661946,19457
Kepler-120,1,1.9999947305041132,16372
Kepler-1201,1,2.000008453251212,18410
Kepler-1203,1,1.9999776307668071,18436
Kepler-1204,1,2.000034255106584,14033
Kepler-1205,1,2.000032914656913,16493
Kepler-1206,1,2.0000349027395714,19025
Kepler-1207,1,1.9999707582610426,17090
Kepler-1209,1,2.0000135092413984,17876
Kepler-121,1,2.000022185166017,16787
Kepler-1210,1,2.0000067768705776,15296
Kepler-1211,1,2.0000228583376156,15659
Kepler-1212,1,2.00003305937571,19025
Kepler-1213,1,1.9999824916158104,17210
Kepler-1214,1,2.0000190399878193,19609
Kepler-1215,1,1.9999652242404409,17959
Kepler-1216,1,2.000028220791137,11613
Kepler-1217,1,2.0000295625504805,12860
Kepler-1218,1,1.9999803136306582,18414
Kepler-1219,1,1.9999996928527253,18322
Kepler-122,1,2.00000183089287,11536
Kepler-1220,1,2.000015829326003,18409
Kepler-1221,1,2.0000269084994216,11434
Kepler-1222,1,1.9999710935371695,17164
Kepler-1223,1,1.9999977473344188,15860
Kepler-1224,1,2.0000262091343757,17152
Kepler-1226,1,1.9999672372068744,17427
Kepler-1227,1,1.9999943945731502,17146
Kepler-1228,1,2.0000141536002047,14224
Kepler-1229,1,2.0000000264917617,18319
Kepler-123,1,1.9999675731378375,18604
Kepler-1230,1,2.0000044535117922,16792
Kepler-1231,1,2.0000362949213013,13433
Kepler-1232,1,2.0000362431892427,19009
Kepler-1233,1,2.0000161646021297,14140
Kepler-1234,1,1.999988024981576,14302
Kepler-1235,1,1.9999987544724718,16182
Kepler-1238,1,2.00001546589192,18817
Kepler-1239,1,0.3333298286452191,98150
Kepler-124,1,2.0000116652227007,18577
Kepler-1240,1,2.0000121668272186,19608
Kepler-1241,1,1.9999756204197183,18787
Kepler-1242,1,2.00001652672654,19610
Kepler-1243,1,2.00004133683251,19611
Kepler-1244,1,1.9999884178832872,16763
Kepler-1245,1,2.0000376098323613,15093
Kepler-1246,1,2.0000136762246257,17565
Kepler-1248,1,1.999962206100463,11258
Kepler-1249,1,2.0000133154098876,17741
Kepler-125,1,2.0000023757165764,18319
Kepler-1250,1,2.000028222100809,11774
Kepler-1251,1,2.0000064415944507,15521
Kepler-1252,1,1.999961538167554,18604
Kepler-1253,1,2.000015854864614,19610
Kepler-1254,1,2.0000250631710514,11168
Kepler-1255,1,2.000010800838936,18334
Kepler-1256,1,1.999980648906785,18241
Kepler-1258,1,2.000019544211682,19611
Kepler-1259,1,2.0000185108801816,13837
Kepler-126,1,0.3333385458245175,113623
Kepler-1260,1,2.0000118066673167,18406
Kepler-1261,1,2.0000252301542787,11175
Kepler-1262,1,2.0000359596451744,13717
Kepler-1263,1,2.0000282482942566,11435
Kepler-1264,1,1.9999853434273973,16459
Kepler-1265,1,2.0000235537736444,11464
Kepler-1266,1,2.0000255398917943,12781
Kepler-1268,1,2.0000339492980856,13350
Kepler-1269,1,1.9999910424667178,15706
Kepler-127,1,0.3333368694438832,113680
Kepler-1270,1,2.000011496274965,18561
Kepler-1271,1,2.0000248686847044,17275
Kepler-1272,1,2.000002441855031,16226
Kepler-1273,1,1.9999880020623095,16612
Kepler-1274,1,2.000037474608689,16938
Kepler-1275,1,1.9999756204197183,17939
Kepler-1276,1,1.9999933887447696,17172
Kepler-1277,1,2.000045023887651,19610
Kepler-1278,1,2.0000044535117922,16468
Kepler-1279,1,1.9999930534686428,17069
Kepler-128,1,2.000011496929801,19609
Kepler-1281,1,2.0000128124956973,14531
Kepler-1282,1,2.0000339204852935,12959
Kepler-1283,1,2.000010464907973,18410
Kepler-1284,1,2.0000359314872185,12978
Kepler-1285,1,2.000009820876585,19609
Kepler-1286,1,2.0000108231033664,15806
Kepler-1287,1,2.0000342852290487,12512
Kepler-1288,1,2.000019544211682,19611
Kepler-1289,1,1.9999699194158893,18603
Kepler-129,1,0.3333368700987194,113903
Kepler-1290,1,2.000040319544496,14663
Kepler-1291,1,2.0000312376214424,16507
Kepler-1292,1,2.000023527580197,12933
Kepler-1293,1,1.9999833317706361,16167
Kepler-1294,1,1.9999997373815859,17431
Kepler-1296,1,1.999980648906785,18604
Kepler-1297,1,2.0000339204852935,12766
Kepler-1298,1,2.000017363607185,19604
Kepler-1299,1,2.0000245327537414,17277
Kepler-130,1,0.33333820989355445,115323
Kepler-1300,1,1.999990707190591,17012
Kepler-1301,1,2.000029925002309,13167
Kepler-1302,1,2.00003375284723,12920
Kepler-1303,1,2.0000158558468684,19611
Kepler-1304,1,2.000021516578272,17275
Kepler-1307,1,2.0000054364209063,16952
Kepler-1308,1,2.0000198788329726,19609
Kepler-1309,1,2.000012115749996,18961
Kepler-131,1,0.33333821054839063,113885
Kepler-1310,1,2.0000148490362335,19611
Kepler-1311,1,1.9999863479461055,17297
Kepler-1312,1,2.00003899022704,19611
Kepler-1313,1,2.0000373131915694,19610
Kepler-1314,1,2.0000413361776737,19611
Kepler-1315,1,2.000010464907973,16184
Kepler-1316,1,1.9999638844456058,18604
Kepler-1317,1,2.0000004072790034,18100
Kepler-1318,1,2.0000332499330398,16465
Kepler-1319,1,2.0000324510328937,15675
Kepler-132,1,0.3333358642703388,114466
Kepler-1323,1,2.000024573353585,19047
Kepler-1324,1,1.9999980603461154,18146
Kepler-1325,1,2.00002252109698,14059
Kepler-1326,1,1.999970925899106,18787
Kepler-1327,1,1.9999839997035451,16833
Kepler-1328,1,2.0000342426646966,19474
Kepler-1329,1,2.000002943459549,16013
Kepler-133,1,2.000001367268851,18321
Kepler-1331,1,2.000014822842786,18410
Kepler-1332,1,1.9999819900112925,18505
Kepler-1333,1,2.000005771697033,18410
Kepler-1334,1,1.999959859167575,10600
Kepler-1335,1,2.0000175312452484,19610
Kepler-1336,1,1.9999679077591281,18604
Kepler-1337,1,2.0000268803414656,11605
Kepler-1338,1,2.0000151843123604,19610
Kepler-1339,1,2.0000155202433234,19610
Kepler-134,1,0.33333670180581976,113852
Kepler-1340,1,2.000013482393115,18409
Kepler-1341,1,2.000009817929822,15754
Kepler-1342,1,2.000015829980839,18409
Kepler-1343,1,2.0000357409298886,14744
Kepler-1344,1,1.999992046985426,15247
Kepler-1345,1,1.999977966042934,17586
Kepler-1346,1,1.9999796430784045,17975
Kepler-1347,1,1.9999615375127178,18602
Kepler-1348,1,2.0000067768705776,15163
Kepler-1349,1,2.0000217235065065,19606
Kepler-135,1,0.3333392078639008,110599
Kepler-1350,1,2.000014179793652,17058
Kepler-1351,1,1.999976290971972,18604
Kepler-1352,1,1.9999816540803295,16334
Kepler-1353,1,2.000012143253116,18410
Kepler-1354,1,1.9999866832222324,16765
Kepler-1355,1,2.0000278730731225,15965
Kepler-1357,1,2.000034926313674,12950
Kepler-1358,1,1.9999960709537845,16775
Kepler-1359,1,2.0000349276233464,14320
Kepler-136,1,2.000029252812965,17898
Kepler-1360,1,1.999958520027576,18604
Kepler-1361,1,2.000030889903428,19276
Kepler-1362,1,2.000028892653063,15363
Kepler-1363,1,2.000035237360862,19025
Kepler-1364,1,1.9999704229849158,17125
Kepler-1365,1,1.9999799790093675,18604
Kepler-1366,1,2.0000178675036295,19611
Kepler-1367,1,2.0000295632053167,12170
Kepler-1369,1,2.0000241968227783,15445
Kepler-137,1,2.0000104904465843,19610
Kepler-1370,1,2.000016526071704,19610
Kepler-1371,1,2.000027253598091,15774
Kepler-1372,1,2.000034953816794,12503
Kepler-1373,1,2.0000228576827794,17277
Kepler-1375,1,0.33332848688587546,97982
Kepler-1376,1,2.0000339067337336,19474
Kepler-1377,1,2.000032915311749,12362
Kepler-1378,1,2.000016473684809,18229
Kepler-138,1,2.0000025001354516,18274
Kepler-1380,1,2.0000349557813024,13474
Kepler-1381,1,2.0000277178769466,12003
Kepler-1382,1,1.999973272831994,18788
Kepler-1383,1,1.999965560171404,18604
Kepler-1384,1,1.9999862811528146,18232
Kepler-1385,1,2.0000027764763217,15450
Kepler-1386,1,2.0000101525511127,16339
Kepler-1387,1,2.0000373125367332,19611
Kepler-1388,1,2.000030554627301,19473
Kepler-1389,1,1.9999964075395837,15831
Kepler-139,1,2.0000054580305004,15972
Kepler-1390,1,1.9999622087198077,17938
Kepler-1391,1,1.9999715944868512,18476
Kepler-1392,1,2.000030904309824,12164
Kepler-1393,1,2.000016190140741,19610
Kepler-1394,1,2.0000363024519174,16940
Kepler-1395,1,1.9999772954906803,17860
Kepler-1396,1,1.9999732734868303,18400
Kepler-1397,1,1.9999598611320835,18604
Kepler-1398,1,1.9999710928823333,17646
Kepler-14,1,2.000000823099981,18292
Kepler-140,1,1.9999913777428446,15162
Kepler-1400,1,2.0000279130181298,11462
Kepler-1401,1,2.0000275508937193,15534
Kepler-1402,1,1.9999779666977702,17356
Kepler-1403,1,0.33333887324261013,109923
Kepler-1404,1,2.000032724099583,19025
Kepler-1405,1,1.9999722676584497,18786
Kepler-1406,1,1.9999833298061276,17301
Kepler-1407,1,2.0000031110976124,16803
Kepler-1408,1,2.0000125021033455,19611
Kepler-1409,1,2.0000374186201952,18307
Kepler-141,1,2.000002039130777,18322
Kepler-1410,1,1.9999876897054492,16955
Kepler-1411,1,2.0000268800140475,12687
Kepler-1412,1,1.9999772954906803,17268
Kepler-1414,1,2.0000178665213753,19610
Kepler-1415,1,2.000024728877179,11431
Kepler-1416,1,1.9999632119288435,18604
Kepler-1417,1,1.9999850074964343,17344
Kepler-1418,1,2.000005124064046,16783
Kepler-1419,1,1.9999833311158,17153
Kepler-142,1,1.9999966740579112,18319
Kepler-1421,1,2.000010994670447,18723
Kepler-1422,1,2.0000094584247563,15102
Kepler-1423,1,1.9999920476402622,17121
Kepler-1424,1,1.999985342117725,17239
Kepler-1425,1,1.9999726022797404,18604
Kepler-1426,1,2.0000071128015406,15279
Kepler-1428,1,1.9999645556526957,17555
Kepler-1429,1,2.0000253984471783,11146
Kepler-143,1,1.999963549169479,17657
Kepler-1430,1,2.0000349282781826,13725
Kepler-1431,1,2.0000077846634667,15143
Kepler-1432,1,2.000035573291825,18480
Kepler-1433,1,2.000029588743928,12378
Kepler-1434,1,2.000031445204513,19383
Kepler-1435,1,1.9999813194590388,18007
Kepler-1436,1,2.0000178422924364,13805
Kepler-1437,1,2.000005771697033,15212
Kepler-1438,1,2.0000312382762786,17087
Kepler-1439,1,2.000019544211682,19611
Kepler-144,1,2.0000098198943306,19611
Kepler-1440,1,2.0000193759187823,19608
Kepler-1441,1,1.9999756197648821,18590
Kepler-1442,1,2.0000336244993377,15813
Kepler-1443,1,2.000014514414943,19609
Kepler-1444,1,2.0000185383833013,19608
Kepler-1445,1,2.0000104884820757,15990
Kepler-1446,1,2.0000299364619423,16196
Kepler-1447,1,1.9999891316547291,18321
Kepler-1448,1,1.9999865162390051,16738
Kepler-1449,1,2.000028054462746,12747
Kepler-145,1,2.0000342960338457,19609
Kepler-1450,1,2.0000074474228313,17473
Kepler-1451,1,2.0000047652138164,18319
Kepler-1452,1,1.9999826605635462,17225
Kepler-1453,1,2.0000269075171673,11425
Kepler-1454,1,2.0000232191523537,11574
Kepler-1455,1,2.000037082689232,14191
Kepler-1456,1,2.000028557376936,12390
Kepler-1457,1,2.000014514414943,19610
Kepler-1458,1,2.0000128380343085,19609
Kepler-1459,1,2.0000037829595385,15200
Kepler-146,1,2.000042341678636,19027
Kepler-1460,1,2.000026906534913,12365
Kepler-1461,1,2.0000255379272858,12721
Kepler-1464,1,2.00002721430792,17277
Kepler-1465,1,1.999959021632094,11258
Kepler-1467,1,2.0000094597344287,17692
Kepler-1468,1,2.00000543576607,18280
Kepler-147,1,2.0000389365304727,19474
Kepler-1470,1,2.0000305690336972,16932
Kepler-1471,1,2.000031070638215,12912
Kepler-1472,1,2.0000064154010033,15940
Kepler-1473,1,1.999981320113875,16573
Kepler-1474,1,2.000008453251212,17501
Kepler-1475,1,2.0000094597344287,17185
Kepler-1476,1,2.0000248968426604,13082
Kepler-1477,1,2.0000088114466053,16467
Kepler-1478,1,2.0000054364209063,18409
Kepler-1479,1,2.000020381419745,19605
Kepler-148,1,2.0000359596451744,12598
Kepler-1480,1,1.9999776314216433,17208
Kepler-1481,1,1.9999838320654817,16498
Kepler-1482,1,2.000019375263946,19611
Kepler-1483,1,1.9999719310726505,18604
Kepler-1484,1,1.9999819900112925,17290
Kepler-1485,1,1.9999642197217327,18604
Kepler-1486,1,2.0000355965385097,12977
Kepler-1487,1,1.999973272177158,18788
Kepler-1488,1,2.000011999189155,18618
Kepler-1489,1,2.0000078056182247,15522
Kepler-149,1,2.0000235262705246,17276
Kepler-1490,1,2.0000121419434436,18410
Kepler-1492,1,1.9999910424667178,17131
Kepler-1493,1,2.0000389358756365,19474
Kepler-1494,1,2.0000051234092098,16310
Kepler-1495,1,2.0000241974776145,17277
Kepler-1496,1,2.0000094590795925,18265
Kepler-1497,1,2.000010129631846,16601
Kepler-1498,1,1.9999856557842577,16592
Kepler-1499,1,2.0000151843123604,19611
Kepler-15,1,2.000044688611524,19607
Kepler-150,1,2.0000268796866294,15884
Kepler-1500,1,1.9999917117092991,16702
Kepler-1501,1,1.999986349255778,17860
Kepler-1502,1,1.9999712605203968,18787
Kepler-1504,1,2.000031239585951,12814
Kepler-1505,1,2.000036308018025,19611
Kepler-1506,1,2.0000325800356222,16484
Kepler-1507,1,2.00002658435551,16836
Kepler-1508,1,1.9999655614810763,18604
Kepler-1509,1,2.000019169317966,12163
Kepler-151,1,1.9999809828732396,18536
Kepler-1511,1,2.0000269189768005,19609
Kepler-1512,1,2.000027924805181,19469
Kepler-1513,1,2.0000349132169504,19041
Kepler-1514,1,2.0000386539686588,19611
Kepler-1515,1,2.0000324507054756,15715
Kepler-1516,1,1.9999806482519489,18384
Kepler-1517,1,1.999996465165168,18039
Kepler-1518,1,1.9999585213372484,18602
Kepler-1519,1,2.0000350690679625,19025
Kepler-152,1,1.999994729849277,17449
Kepler-1520,1,1.9999804806138854,14317
Kepler-1521,1,2.0000389889173675,19610
Kepler-1522,1,1.9999591886153212,11251
Kepler-1523,1,2.0000101302866824,16460
Kepler-1524,1,2.0000420064025093,19611
Kepler-1525,1,1.999980984182912,16652
Kepler-1526,1,2.0000027758214856,16290
Kepler-1527,1,2.0000158286711667,14224
Kepler-1528,1,1.9999913777428446,15178
Kepler-1529,1,2.0000329159665853,16067
Kepler-153,1,2.000032229698263,15750
Kepler-1530,1,2.0000270872697,16215
Kepler-1531,1,1.999958788510412,18321
Kepler-1532,1,2.0000141536002047,18410
Kepler-1533,1,1.999969250173308,18604
Kepler-1535,1,2.0000252052705036,17276
Kepler-1537,1,1.999973608108121,18601
Kepler-1538,1,2.0000215440813918,12539
Kepler-1539,1,1.9999836428178241,16622
Kepler-154,1,2.000032749638194,14867
Kepler-1540,1,2.0000131733104354,19611
