host,label,cadence_min,n_points
HAT-P-54,1,2.0001972654426936,15683
HAT-P-55,1,2.000025577872293,13921
HAT-P-56,1,2.00019659489044,15837
HAT-P-57,1,0.33332982209685724,67993
HAT-P-58,1,1.9999903666757746,16065
HAT-P-59,1,2.0000152278589667,14354
HAT-P-6,1,0.33332982995489147,104412
HAT-P-60,1,0.3333311664755456,112798
HAT-P-61,1,2.0000010961666703,16555
HAT-P-62,1,1.9999984139576554,16642
HAT-P-63,1,1.9999581480806228,11594
HAT-P-64,1,0.3333271411975147,146113
HAT-P-65,1,1.99997696938226,13043
HAT-P-66,1,1.9999884155913605,18607
HAT-P-67,1,2.000027273570595,17286
HAT-P-68,1,2.0001982725807466,15020
HAT-P-69,1,0.33333653678710107,96246
HAT-P-7,1,2.0000112166599138,17660
HAT-P-70,1,2.000008499089745,16479
HAT-P-8,1,0.3333372021006653,112662
HAT-P-9,1,1.9999991673466866,16488
HATS-1,1,1.9999555588583462,14081
HATS-10,1,2.000157996881171,15538
HATS-11,1,2.000148598344822,15389
HATS-12,1,2.0001489424612373,15305
HATS-13,1,1.9999965149327181,18180
HATS-14,1,1.9999857864240767,18168
HATS-15,1,2.0001838124881033,15385
HATS-16,1,2.0000126232480397,18298
HATS-17,1,2.0000353545765392,14968
HATS-18,1,1.9999609278602293,13617
HATS-2,1,1.9999569052015431,14190
HATS-22,1,1.9999615990673192,13492
HATS-23,1,1.9999890894177952,17072
HATS-24,1,1.9999582430318696,17095
HATS-25,1,1.9999629408266628,11697
HATS-26,1,2.000040065468056,12890
HATS-27,1,2.0000373662333004,14696
HATS-28,1,1.9999850647946005,16632
HATS-29,1,1.9999857356742723,17162
HATS-3,1,1.9999851155444048,18067
HATS-30,1,2.0000273616460618,18251
HATS-31,1,1.9999796424235683,17367
HATS-32,1,1.9999925060255919,18299
HATS-33,1,2.000003841239959,16700
HATS-34,1,2.000015959965822,18274
HATS-35,1,1.9999910319893388,14018
HATS-36,1,2.0001522965321783,15242
HATS-37_A,1,9.999994868558133,3095
HATS-38,1,2.0000265830458375,15920
HATS-39,1,0.33333150764519814,98024
HATS-4,1,2.0000012058517314,14597
HATS-40,1,0.3333351963374298,101579
HATS-41,1,0.33333687206322793,101445
HATS-42,1,0.33333921899611596,102596
HATS-43,1,2.0000193097803276,17107
HATS-44,1,2.0000333789357683,17119
HATS-45,1,2.000027334797778,14560
HATS-46,1,2.000038760543248,18277
HATS-47,1,1.9999917703171377,16626
HATS-48_A,1,1.999991099437466,17223
HATS-49,1,2.000033604199416,14230
HATS-5,1,1.9999844292760827,17069
HATS-50,1,2.000166700963746,15541
HATS-51,1,0.33333653678710107,101521
HATS-52,1,0.3333351976471022,80052
HATS-53,1,2.000034643424442,15465
HATS-54,1,0.3333398895483697,92521
HATS-55,1,0.3333328487497056,98590
HATS-56,1,0.33333184488583356,91512
HATS-57,1,0.333338551063207,94795
HATS-59,1,2.0000017857091734,15271
HATS-6,1,1.9999810686567798,14502
HATS-60,1,0.3333291646413272,87078
HATS-61,1,0.3333378785464447,94886
HATS-62,1,2.000182794217835,15472
HATS-63,1,0.3333395562367514,96153
HATS-64,1,0.3333365394064458,79551
