host,label,ra,dec,gaia_ruwe,gaia_nss,gaia_gmag,gaia_sep_arcsec,gaia_source,gaia_nss_flag,gaia_ruwe_high
11_Com,1.0,185.1787793,17.7932516,1.076,0.0,4.437253,4.26,3.9469454131063337e+18,0.0,0.0
11_UMi,1.0,229.2745954,71.8239428,0.964,0.0,4.556678,0.3,1.6967983672602294e+18,0.0,0.0
14_And,1.0,352.82415,39.2358367,0.942,0.0,4.922183,9.0,1.9201135124862822e+18,0.0,0.0
14_Her,1.0,242.6021014,43.8163621,1.819,0.0,6.39524,9.780000000000001,1.3852938081456215e+18,0.0,1.0
16_Cyg_B,1.0,295.4656422,50.5168243,0.987,0.0,6.073419,6.359999999999999,2.1355507556834074e+18,0.0,0.0
17_Sco,1.0,243.4620874,-11.8377905,1.081,0.0,4.763123,0.36,4.3424642097534044e+18,0.0,0.0
18_Del,1.0,314.6078375,10.8391378,1.079,0.0,5.269335,1.7999999999999998,1.756741374681703e+18,0.0,0.0
1RXS_J160929.1-210524,1.0,242.3762343,-21.0831403,1.193,0.0,12.037596,0.7799999999999999,6.243841249531773e+18,0.0,0.0
24_Boo,1.0,217.1555242,49.8446488,0.999,0.0,5.337401,9.24,1.6036622119014733e+18,0.0,0.0
24_Sex,1.0,155.8684866,-0.9023998,1.074,0.0,6.215122,2.28,3.830897080395058e+18,0.0,0.0
2MASS_J01033563-5515561_A,1.0,15.8992489,-55.2658291,,0.0,13.946984,6.6,4.914632365579875e+18,0.0,
2MASS_J01225093-2439505,1.0,20.7128012,-24.6646128,1.239,0.0,12.891425,5.159999999999999,5.040416186560252e+18,0.0,0.0
2MASS_J02192210-3925225,1.0,34.8427046,-39.4230767,2.916,1.0,14.984713,3.3,4.963614887043956e+18,1.0,1.0
2MASS_J0249-0557_A,1.0,42.4851627,-5.9599921,1.277,0.0,15.663645,1.7999999999999998,5.183875103632956e+18,0.0,0.0
2MASS_J03590986+2009361,1.0,59.7911026,20.1599759,1.095,0.0,16.969875,0.42,5.13694280657056e+16,0.0,0.0
2MASS_J04372171+2651014,1.0,69.3405531,26.8502997,1.214,0.0,14.3087,0.84,1.51499478104075e+17,0.0,0.0
2MASS_J04414489+2301513,1.0,70.4371079,23.0308544,1.097,0.0,18.915628,0.72,1.4648755621164454e+17,0.0,0.0
2MASS_J11011926-7732383,1.0,165.3295388,-77.5440912,1.145,0.0,18.322899,0.72,5.201185574182016e+18,0.0,0.0
2MASS_J11550485-7919108,1.0,178.7691634,-79.3197558,1.196,0.0,14.803041,1.26,5.199985216726017e+18,0.0,0.0
2MASS_J12073346-3932539,1.0,181.8890906,-39.5484399,1.068,0.0,17.388071,2.04,3.459372646830687e+18,0.0,0.0
2MASS_J16262785-2625152,1.0,246.6160467,-26.4209954,2.36,0.0,14.057186,0.84,6.045818685674326e+18,0.0,1.0
2MASS_J19383260+4603591,1.0,294.6359173,46.0664076,0.922,0.0,12.114145,0.24,2.0800639314487498e+18,0.0,0.0
2MASS_J21252752-8138278,1.0,321.3662989,-81.6414894,2.912,0.0,10.808022,3.7199999999999998,6.348514275456913e+18,0.0,1.0
2MASS_J22362452+4751425,1.0,339.1025931,47.861683,1.058,0.0,11.938477,2.1,1.9867728480349885e+18,0.0,0.0
2MASS_J22501512+2325342,1.0,342.5634097,23.4259058,1.597,1.0,13.553574,2.88,2.8370472143791e+18,1.0,1.0
47_UMa,1.0,164.8647611,40.4304931,0.85,0.0,4.866588,9.66,7.772543603371333e+17,0.0,0.0
4_UMa,1.0,130.0528099,64.3280504,1.79,0.0,4.222566,1.98,1.0922308035129994e+18,0.0,1.0
51_Eri,1.0,69.4007424,-2.4738245,1.145,0.0,5.141171,2.34,3.2050951253217004e+18,0.0,0.0
51_Peg,1.0,344.3675399,20.7690958,1.057,0.0,5.283212,6.54,2.83520731910925e+18,0.0,0.0
55_Cnc,1.0,133.1468373,28.3298154,0.858,0.0,5.732681,16.200000000000003,7.049670370909467e+17,0.0,0.0
55_Cnc_B,1.0,133.167908,28.3152863,1.523,0.0,11.682962,16.14,7.049667622130395e+17,0.0,1.0
61_Vir,1.0,199.596455,-18.3157745,1.179,0.0,4.532528,45.3,3.50787956509023e+18,0.0,0.0
6_Lyn,1.0,97.6960311,58.1611753,1.207,0.0,5.609718,10.200000000000001,1.0043589680926525e+18,0.0,0.0
70_Vir,1.0,202.1064898,13.7763085,1.279,0.0,4.778971,18.66,3.740176925743995e+18,0.0,0.0
75_Cet,1.0,38.0391598,-1.0350269,1.318,0.0,5.093464,1.14,2.5000642864927795e+18,0.0,0.0
7_CMa,1.0,99.171276,-19.2561808,2.37,0.0,3.673236,2.88,2.939555954755196e+18,0.0,1.0
8_UMi,1.0,224.201685,74.9009379,0.799,0.0,6.574245,0.42,1.7006586538025272e+18,0.0,0.0
91_Aqr,1.0,348.9745031,-9.0878076,0.997,0.0,3.924721,11.04,2.6301555473535933e+18,0.0,0.0
AB_Aur,1.0,73.9410446,30.5510888,1.369,0.0,7.111234,0.72,1.5691749344967066e+17,0.0,0.0
AB_Pic,1.0,94.8039208,-58.0541184,0.923,0.0,8.838295,1.44,5.49505259669557e+18,0.0,0.0
AF_Lep,1.0,81.7699216,-11.9011752,0.918,0.0,6.209527,1.5599999999999998,3.0099083780499133e+18,0.0,0.0
AT2021ueyL,1.0,324.5450417,26.4665694,1.478,0.0,15.428604,8.16,1.8003880692955146e+18,0.0,1.0
AU_Mic,1.0,311.2911369,-31.34245,0.927,0.0,7.84344,13.74,6.794047652729201e+18,0.0,0.0
BD+03_2562,1.0,177.5647268,2.7601075,1.005,0.0,9.002032,0.5399999999999999,3.8956497253368847e+18,0.0,0.0
BD+05_4868_A,1.0,326.8614036,6.6053185,1.056,0.0,9.843772,6.96,2.700378125204438e+18,0.0,0.0
BD+14_4559,1.0,318.4010002,14.6893834,1.054,0.0,9.359003,7.0200000000000005,1.7596238131329807e+18,0.0,0.0
BD+15_2375,1.0,176.4820239,14.6163182,1.14,0.0,9.997001,0.8999999999999999,3.9240096349104067e+18,0.0,0.0
BD+15_2940,1.0,240.09564,15.5467507,1.057,0.0,8.726087,1.3199999999999998,1.1930719626999025e+18,0.0,0.0
BD+20_2457,1.0,154.186782,19.8912626,1.068,0.0,9.234629,1.38,6.251371628573549e+17,0.0,0.0
BD+20_274,1.0,25.9203179,21.0052692,0.905,0.0,8.923197,0.12,9.653059686400755e+16,0.0,0.0
BD+20_594,1.0,53.6511231,20.5990205,0.843,0.0,10.86654,1.92,5.820093432631514e+16,0.0,0.0
BD+37_3172,1.0,278.8155071,38.1153886,1.021,0.0,8.855287,0.36,2.09635006947631e+18,0.0,0.0
BD+42_2315,1.0,187.5887597,41.2695674,0.933,0.0,9.437355,0.72,1.5347600787952256e+18,0.0,0.0
BD+45_564,1.0,32.9470485,45.9242187,0.928,0.0,9.419496,8.34,3.530307510667725e+17,0.0,0.0
BD+48_738,1.0,40.7102869,49.5869395,2.247,0.0,8.664298,0.18,4.388993450227594e+17,0.0,1.0
BD+49_828,1.0,45.6406187,49.7299481,0.956,0.0,9.036065,0.36,4.3932750172533875e+17,0.0,0.0
BD+55_362,1.0,23.9636676,56.6982282,1.08,0.0,9.161044,10.260000000000002,4.1278346996621146e+17,0.0,0.0
BD+60_1417,1.0,190.8875453,60.0143636,0.952,0.0,9.183514,4.26,1.5799299062501112e+18,0.0,0.0
BD+63_1405,1.0,271.3979337,63.6700064,1.089,0.0,8.712836,7.5,2.160951157908164e+18,0.0,0.0
BD-06_1339,1.0,88.2511811,-5.9963378,1.17,0.0,9.110044,10.379999999999999,3.022099969137164e+18,0.0,0.0
BD-08_2823,1.0,150.1971964,-9.5165689,0.986,0.0,9.508946,11.28,3.770419611540574e+18,0.0,0.0
BD-10_3166,1.0,164.6191243,-10.7704227,1.03,0.0,9.84464,5.52,3.7586294796366894e+18,0.0,0.0
BD-11_4672,1.0,278.3688659,-11.6370481,0.836,0.0,9.488493,11.16,4.154598526336122e+18,0.0,0.0
BD-13_2130,1.0,114.2884692,-13.9066703,0.964,0.0,9.704037,0.12,3.030262468592291e+18,0.0,0.0
BD-14_3065_A,1.0,153.6696689,-15.6428372,3.508,0.0,10.920935,0.3,3.7518773744351027e+18,0.0,1.0
BD-210397,1.0,33.3024198,-21.1962147,1.05,0.0,9.267607,11.4,5.124636303346779e+18,0.0,0.0
BEBOP-3,1.0,110.902655,79.1323952,1.14,2.0,9.108007,0.96,1.1417690937442415e+18,1.0,0.0
BEBOP-4_A,1.0,192.5772651,26.1595358,1.334,2.0,9.440672,0.42,3.961485079994113e+18,1.0,0.0
Barnard's_star,1.0,269.4486144,4.7379808,,,,,,,
CD-35_2722,1.0,92.3300147,-35.8255375,1.023,0.0,10.217176,1.68,2.88586340034998e+18,0.0,0.0
CD_Cet,1.0,48.3530155,4.7751881,1.45,0.0,12.101368,52.32,3179036008830848.0,0.0,1.0
CI_Tau,1.0,68.4667685,22.8416192,1.356,0.0,12.181539,0.5399999999999999,1.4520315912751834e+17,0.0,0.0
COCONUTS-2_A,1.0,117.300914,-76.702696,1.071,0.0,10.162108,6.54,5.213167330349528e+18,0.0,0.0
CT_Cha,1.0,166.0375038,-76.4553693,1.151,0.0,11.800627,0.6599999999999999,5.201360671411975e+18,0.0,0.0
CoRoT-1,1.0,102.0798591,-3.1021394,1.037,0.0,13.445355,0.18,3.1055078861307924e+18,0.0,0.0
CoRoT-10,1.0,291.0636813,0.7460143,1.041,0.0,14.648624,0.6599999999999999,4.2637529211283195e+18,0.0,0.0
CoRoT-11,1.0,280.6872998,5.9376586,0.926,0.0,12.83414,0.18,4.2855112941723095e+18,0.0,0.0
CoRoT-12,1.0,100.7656871,-1.2964437,1.069,0.0,15.331723,0.12,3.1072555985264067e+18,0.0,0.0
CoRoT-13,1.0,102.7211432,-5.0864557,1.013,0.0,14.901083,0.12,3.101974231859724e+18,0.0,0.0
CoRoT-14,1.0,103.4242023,-5.5360385,1.057,0.0,15.803318,0.12,3.101145195794755e+18,0.0,0.0
CoRoT-16,1.0,278.5246658,-6.0026026,1.061,0.0,15.636199,0.24,4.2561351609515566e+18,0.0,0.0
CoRoT-17,1.0,278.699236,-6.612288,0.945,0.0,15.418708,0.24,4.2559570400799355e+18,0.0,0.0
CoRoT-18,1.0,98.1724172,-0.0316045,1.085,0.0,14.786849,0.12,3.120058170178779e+18,0.0,0.0
CoRoT-19,1.0,97.0335983,-0.1707293,0.986,0.0,13.771415,0.24,3.1200026491388314e+18,0.0,0.0
CoRoT-2,1.0,291.7770457,1.3836634,0.897,0.0,12.236511,0.36,4.2878208483780925e+18,0.0,0.0
CoRoT-20,1.0,97.7204249,0.2268931,1.066,0.0,14.455448,0.06,3.1201228051435873e+18,0.0,0.0
CoRoT-21,1.0,101.0526207,-0.2991544,2.367,0.0,15.866142,0.06,3.107471240236703e+18,0.0,1.0
CoRoT-22,1.0,280.6671392,6.2191669,1.056,0.0,13.718816,0.06,4.2855724545085225e+18,0.0,0.0
CoRoT-23,1.0,279.7826586,4.3577516,0.983,0.0,15.05241,0.24,4.2835979377772493e+18,0.0,0.0
CoRoT-24,1.0,101.922543,-3.7192892,0.966,0.0,15.167963,0.12,3.1054044676189824e+18,0.0,0.0
CoRoT-25,1.0,280.6296561,6.5138223,0.885,0.0,14.699496,0.06,4.2856896168913695e+18,0.0,0.0
CoRoT-26,1.0,279.7504991,6.9697828,5.438,0.0,15.470038,0.24,4.28643735784176e+18,0.0,1.0
CoRoT-28,1.0,278.6883216,5.5736911,1.092,0.0,13.398559,0.24,4.284680029006076e+18,0.0,0.0
CoRoT-29,1.0,278.9020691,6.4795703,1.096,0.0,15.226782,0.48,4.2850735811361306e+18,0.0,0.0
CoRoT-3,1.0,292.0552827,0.1218359,0.903,0.0,13.208983,0.12,4.2634271177671066e+18,0.0,0.0
CoRoT-30,1.0,277.6011767,6.8359338,1.065,0.0,15.401836,0.06,4.477300378701511e+18,0.0,0.0
CoRoT-31,1.0,94.820735,-4.4222978,0.991,0.0,15.448753,0.24,3.020494716521521e+18,0.0,0.0
CoRoT-32,1.0,100.1951714,9.2573953,1.07,0.0,13.579513,0.12,3.3265415060733716e+18,0.0,0.0
CoRoT-4,1.0,102.1946233,-0.6727861,0.999,0.0,13.548965,0.18,3.1132018905475543e+18,0.0,0.0
CoRoT-5,1.0,101.2772396,0.8152163,1.022,0.0,13.8898,0.24,3.125611120515389e+18,0.0,0.0
CoRoT-6,1.0,281.0725563,6.6632062,1.024,0.0,13.737606,0.18,4.285684673395749e+18,0.0,0.0
CoRoT-7,1.0,100.9561682,-1.0630076,0.968,0.0,11.519906,0.36,3.1072671777578486e+18,0.0,0.0
CoRoT-8,1.0,291.5885696,1.4262972,0.997,0.0,14.20456,1.0799999999999998,4.287832775526477e+18,0.0,0.0
CoRoT-9,1.0,280.7866461,6.2040783,0.953,0.0,13.489204,0.6599999999999999,4.28557162987467e+18,0.0,0.0
DENIS-P_J082303.1-491201,1.0,125.7620668,-49.2003008,2.109,1.0,18.539894,4.8,5.514929155583865e+18,1.0,1.0
DE_CVn,1.0,201.7207198,45.5455449,1.469,0.0,11.962571,8.040000000000001,1.5502993048336753e+18,0.0,1.0
DH_Tau,1.0,67.4231674,26.5493897,1.501,0.0,12.455742,0.6599999999999999,1.5137420249807987e+17,0.0,1.0
DMPP-1,1.0,86.7761233,-10.6303217,1.006,0.0,7.862668,0.6,3.0110055875748183e+18,0.0,0.0
DMPP-2,1.0,27.407731,-34.4590985,0.958,0.0,8.468078,0.84,5.017319806652067e+18,0.0,0.0
DMPP-3_A,1.0,91.6243532,-72.5143057,6.851,3.0,8.861843,11.46,5.266148569447305e+18,1.0,1.0
DMPP-4,1.0,293.5826648,51.2358069,0.895,0.0,5.597351,5.76,2.1360277719309038e+18,0.0,0.0
DMPP-6,1.0,120.3857827,-70.0234291,0.974,0.0,7.574328,3.1799999999999997,5.270480576538756e+18,0.0,0.0
DMPP-7,1.0,203.5284651,0.4988127,0.844,0.0,8.663253,2.04,3.663051957490779e+18,0.0,0.0
DMPP-8,1.0,305.3083517,-81.6166664,0.985,0.0,8.503739,6.119999999999999,6.349054822860923e+18,0.0,0.0
DMPP-9,1.0,316.3060007,-66.9581622,1.106,0.0,9.088499,2.6399999999999997,6.401028668786745e+18,0.0,0.0
DP_Leo,1.0,169.3162193,17.9615717,1.014,0.0,18.569681,0.8999999999999999,3.971777500966832e+18,0.0,0.0
DS_Tuc_A,1.0,354.9154673,-69.196043,0.913,0.0,8.341437,3.1199999999999997,6.387058411482257e+18,0.0,0.0
EPIC_201170410,1.0,170.1408561,-4.8070039,8.594,0.0,16.52605,0.72,3.786541956697682e+18,0.0,1.0
EPIC_201238110,1.0,179.7058532,-3.3894613,0.983,0.0,15.23865,0.84,3.6009751458952233e+18,0.0,0.0
EPIC_201427007,1.0,184.6021322,-0.5512886,0.999,0.0,14.13465,0.5399999999999999,3.6980799927711427e+18,0.0,0.0
EPIC_201497682,1.0,168.9366786,0.4880606,1.069,0.0,13.724005,0.48,3.810098271767908e+18,0.0,0.0
EPIC_201595106,1.0,183.7203635,1.9681688,0.823,0.0,11.6414,0.7799999999999999,3.701123406596146e+18,0.0,0.0
EPIC_201757695,1.0,173.9385102,4.6164303,2.9,0.0,14.613128,0.3,3.813040874121399e+18,0.0,1.0
EPIC_201841433,1.0,175.206752,6.1348146,1.042,0.0,14.575933,0.24,3.9093739325538273e+18,0.0,0.0
EPIC_206024342,1.0,331.2771441,-14.1218019,1.215,0.0,12.954636,1.0799999999999998,6.839540362940861e+18,0.0,0.0
EPIC_206032309,1.0,341.2404563,-13.9011223,0.962,0.0,16.048317,2.46,2.597400855444244e+18,0.0,0.0
EPIC_206042996,1.0,337.5136198,-13.6101475,1.232,0.0,15.957261,0.3,2.6009426229150126e+18,0.0,0.0
EPIC_206317286,1.0,337.6178427,-7.972456,0.973,0.0,13.760138,1.74,2.62154595899111e+18,0.0,0.0
EPIC_211822797,1.0,130.4102091,17.6399744,1.073,0.0,14.507648,1.14,6.586079503703406e+17,0.0,0.0
EPIC_211945201,1.0,136.5741931,19.4020565,1.095,0.0,10.056372,1.8599999999999999,6.363637993475694e+17,0.0,0.0
EPIC_212297394,1.0,207.2061241,-17.6098985,1.1,0.0,14.172946,0.72,6.294955311720593e+18,0.0,0.0
EPIC_212424622,1.0,202.3313765,-14.3594358,1.01,0.0,13.189838,0.36,3.6081394219263805e+18,0.0,0.0
EPIC_212499991,1.0,202.488752,-12.7347749,0.934,0.0,13.299005,0.24,3.6100907844836193e+18,0.0,0.0
EPIC_212587672,1.0,205.4445125,-10.8625468,1.079,0.0,12.194462,0.84,3.616620814104819e+18,0.0,0.0
EPIC_212624936,1.0,210.6376171,-10.0236852,0.871,0.0,13.819327,1.02,3.614661419960403e+18,0.0,0.0
EPIC_212737443,1.0,204.2215065,-7.3180577,1.004,0.0,14.463005,1.5,3.630680754621236e+18,0.0,0.0
EPIC_220492298,1.0,16.7615005,6.588798,1.015,0.0,13.763844,0.48,2.576563907506735e+18,0.0,0.0
EPIC_220674823,1.0,13.0800239,10.7947051,1.052,0.0,11.943753,1.8599999999999999,2.582617711154564e+18,0.0,0.0
EPIC_228836835,1.0,189.5748998,-5.2446247,0.996,0.0,15.393847,3.3,3.680103286893921e+18,0.0,0.0
EPIC_229004835,1.0,186.4860415,-1.4047214,0.989,0.0,10.053111,4.0200000000000005,3.694798019281731e+18,0.0,0.0
EPIC_246851721,1.0,78.9198197,16.2786991,1.476,0.0,11.254608,0.36,3.39393903053102e+18,0.0,1.0
EPIC_248847494,1.0,159.3890808,11.8427484,0.984,0.0,12.167191,1.14,3.8828796837583933e+18,0.0,0.0
EPIC_249893012,1.0,228.2482353,-16.7246474,0.844,0.0,11.400825,1.0799999999999998,6.259263137059042e+18,0.0,0.0
FU_Tau,1.0,65.8974962,25.0506711,1.152,0.0,15.216642,0.6599999999999999,1.49629483705467e+17,0.0,0.0
GJ_1002,1.0,1.6764641,-7.5462123,1.337,0.0,11.773832,61.800000000000004,2.44163050051708e+18,0.0,0.0
GJ_1061,1.0,54.0032486,-44.5143104,1.192,0.0,10.995456,25.02,4.848140361962952e+18,0.0,0.0
GJ_1132,1.0,153.7090696,-47.1549358,1.233,0.0,12.129068,34.019999999999996,5.413438219396894e+18,0.0,0.0
GJ_1148,1.0,175.4326081,42.7515862,1.251,0.0,10.582106,17.459999999999997,7.724305279478936e+17,0.0,0.0
GJ_1151,1.0,177.7304866,48.3732334,0.992,0.0,11.684706,54.54,7.868343020803703e+17,0.0,0.0
GJ_1252,1.0,306.9286462,-56.4622865,1.24,0.0,11.235408,39.06,6.468968316900357e+18,0.0,0.0
GJ_1265,1.0,333.4324675,-17.6870623,1.395,0.0,12.067119,27.3,6.825822095663585e+18,0.0,0.0
GJ_1289,1.0,355.7813464,36.5363314,1.162,0.0,11.167953,28.619999999999997,2.8794554809426294e+18,0.0,0.0
GJ_143,1.0,51.7501882,-63.500166,0.896,0.0,7.686759,13.02,4.673947174316727e+18,0.0,0.0
GJ_15_A,1.0,4.6126677,44.0247296,1.038,0.0,7.218567,87.6,3.853342308925165e+17,0.0,0.0
GJ_160.2,1.0,61.6454173,-20.8564724,1.084,0.0,9.207327,23.400000000000002,5.091077112524265e+18,0.0,0.0
GJ_163,1.0,62.3228353,-53.3711768,1.371,0.0,10.683944,35.94,4.78029472209446e+18,0.0,0.0
GJ_179,1.0,73.0245495,6.4752347,1.165,0.0,10.714013,10.260000000000002,3.2880827582930227e+18,0.0,0.0
GJ_180,1.0,73.460097,-17.776194,1.106,0.0,9.938216,22.86,2.9795905131457843e+18,0.0,0.0
GJ_2030,1.0,50.8237604,-7.7950429,1.717,0.0,6.027313,6.6,5.168359139139252e+18,0.0,1.0
GJ_2056,1.0,108.0194945,-24.8921008,1.039,0.0,9.727016,3.42,5.617244278837971e+18,0.0,0.0
GJ_2126,1.0,257.3606793,-35.391719,0.807,0.0,10.157372,3.0599999999999996,5.977270148650362e+18,0.0,0.0
GJ_229,1.0,92.6435993,-21.8677233,1.013,0.0,7.313471,21.96,2.9408564021234263e+18,0.0,0.0
GJ_238,1.0,98.454881,-58.5250316,1.12,0.0,10.532771,26.76,5.482827676662169e+18,0.0,0.0
GJ_251,1.0,103.7002499,33.2664632,1.146,0.0,8.863551,24.84,9.390726133345793e+17,0.0,0.0
GJ_27.1,1.0,9.9980016,-44.2541679,1.228,0.0,10.584977,15.96,4.980466929965023e+18,0.0,0.0
GJ_273,1.0,111.852091,5.225807,,,,,,,
GJ_3021,1.0,4.0634323,-79.8514218,1.028,0.0,6.408673,13.14,4.634528720388463e+18,0.0,0.0
GJ_3082,1.0,18.6432425,-53.9407751,1.107,0.0,10.206263,9.84,4.915139584039259e+18,0.0,0.0
GJ_3090,1.0,20.4384281,-46.7147234,1.143,0.0,10.556652,4.08,4.933912198895807e+18,0.0,0.0
GJ_3138,1.0,32.2977385,-16.3392495,1.111,0.0,10.19766,15.72,5.144740907820132e+18,0.0,0.0
GJ_317,1.0,130.2445254,-23.452809,1.111,0.0,10.765108,27.84,5.701750715316821e+18,0.0,0.0
GJ_3222,1.0,50.8972464,-40.0762325,1.214,0.0,6.703753,4.38,4.852870701505116e+18,0.0,0.0
GJ_328,1.0,133.7819507,1.5420011,1.062,0.0,9.289488,31.380000000000003,5.776024963454902e+17,0.0,0.0
GJ_3293,1.0,67.1484425,-25.1713396,1.418,0.0,10.987985,14.76,4.893118771316703e+18,0.0,1.0
GJ_3323,1.0,75.4868824,-6.9485133,1.101,0.0,10.649305,23.04,3.1871154988666757e+18,0.0,0.0
GJ_3341,1.0,78.9471415,-31.2948458,1.26,0.0,11.113855,16.62,4.827532078086045e+18,0.0,0.0
GJ_3378,1.0,90.2951302,59.5931917,1.134,0.0,10.417205,28.020000000000003,9.997478224843008e+17,0.0,0.0
GJ_338_B,1.0,138.5916722,52.6835211,1.118,0.0,7.054455,51.18,1.0224561048508929e+18,0.0,0.0
GJ_341,1.0,140.3993759,-60.2811692,1.021,0.0,8.680594,25.8,5.299440441521814e+18,0.0,0.0
GJ_3470,1.0,119.7735021,15.391209,1.141,0.0,11.360213,5.82,6.546878478206426e+17,0.0,0.0
GJ_3473,1.0,120.5936065,3.3371629,1.296,0.0,12.454006,16.62,3.094290054327367e+18,0.0,0.0
GJ_3512,1.0,130.3316616,59.4918364,1.251,0.0,13.082282,39.18,1.040827088726735e+18,0.0,0.0
GJ_357,1.0,144.0074644,-21.6650634,1.119,0.0,9.891662,30.0,5.664814198431308e+18,0.0,0.0
GJ_3634,1.0,164.6433493,-31.1443383,1.282,0.0,10.933641,17.22,5.452743423618768e+18,0.0,0.0
GJ_367,1.0,146.121464,-45.7790165,0.972,0.0,9.158753,22.32,5.412250540681251e+18,0.0,0.0
GJ_3779,1.0,200.7335358,24.4639425,1.548,0.0,11.628933,31.860000000000003,1.4465402135844408e+18,0.0,1.0
GJ_3929,1.0,239.5775678,35.4081141,1.185,0.0,11.506599,10.44,1.3722159763273006e+18,0.0,0.0
GJ_393,1.0,157.2288672,0.8378485,0.884,0.0,8.675959,28.439999999999998,3.8552088973929523e+18,0.0,0.0
GJ_3942,1.0,242.2645452,52.9441443,1.147,0.0,9.4123,6.42,1.42803062252698e+18,0.0,0.0
GJ_3988,1.0,255.8503747,51.4089795,1.299,0.0,11.981026,18.66,1.412645602995522e+18,0.0,0.0
GJ_411,1.0,165.834471,35.972317,,,,,,,
GJ_414_A,1.0,167.7745044,30.4451688,1.034,0.0,7.735227,18.72,7.328575582763857e+17,0.0,0.0
GJ_422,1.0,168.9810458,-57.5425629,1.01,0.0,10.486478,82.14,5.339892367684812e+18,0.0,0.0
GJ_4274,1.0,335.7805478,-17.6104078,1.172,0.0,11.550707,23.46,2.595284016771502e+18,0.0,0.0
GJ_4276,1.0,336.3221454,59.412503,1.201,0.0,11.656708,10.020000000000001,2.2005017937581773e+18,0.0,0.0
GJ_433,1.0,173.8619194,-32.5436302,1.014,0.0,8.896746,25.56,3.478160727866058e+18,0.0,0.0
GJ_436,1.0,175.5505363,26.7030669,1.125,0.0,9.582008,36.3,4.0178609925197445e+18,0.0,0.0
GJ_463,1.0,185.7440496,64.0324311,1.407,0.0,10.552364,23.1,1.5840884310250578e+18,0.0,1.0
GJ_480,1.0,189.7134226,11.6950708,1.065,0.0,10.335732,35.46,3.928391218812376e+18,0.0,0.0
GJ_486,1.0,191.981531,9.7494181,1.094,0.0,10.105141,33.24,3.735000631158991e+18,0.0,0.0
GJ_504,1.0,199.192348,9.4249781,0.989,0.0,5.03984,11.64,3.732539683617411e+18,0.0,0.0
GJ_508.2,1.0,200.2443854,34.2776644,1.151,0.0,9.772747,17.04,1.472903753640492e+18,0.0,0.0
GJ_514,1.0,202.5040424,10.3725387,1.093,0.0,8.205292,46.74,3.738099879558958e+18,0.0,0.0
GJ_536,1.0,210.2597264,-2.6522901,1.189,0.0,8.863359,30.6,3.657653114880309e+18,0.0,0.0
GJ_581,1.0,229.8564725,-7.7226935,1.303,0.0,9.421787,36.78,6.322070093095494e+18,0.0,0.0
GJ_625,1.0,246.3557854,54.3033625,1.049,0.0,9.139769,13.98,1.428427236986209e+18,0.0,0.0
GJ_649,1.0,254.5363221,25.7419719,1.164,0.0,8.823617,15.66,4.5728355352726277e+18,0.0,0.0
GJ_674,1.0,262.1700476,-46.8989826,1.054,0.0,8.336431,31.5,5.951824121022278e+18,0.0,0.0
GJ_676_A,1.0,262.5448903,-51.6377777,1.641,1.0,8.8669,9.540000000000001,5.925209583053213e+18,1.0,1.0
GJ_680,1.0,263.8072214,-48.6788427,0.989,0.0,9.293614,14.28,5.946986063684477e+18,0.0,0.0
GJ_682,1.0,264.2610245,-44.3232519,1.014,0.0,9.602153,35.22,5.955305209191546e+18,0.0,0.0
GJ_685,1.0,263.8960378,61.6793482,1.137,0.0,9.174616,17.34,1.4390694443913262e+18,0.0,0.0
GJ_687,1.0,264.1041731,68.3336741,1.215,0.0,8.02864,39.300000000000004,1.6376451270183956e+18,0.0,0.0
GJ_720_A,1.0,278.8294172,45.7456038,0.969,0.0,9.107278,17.4,2.1184243502497088e+18,0.0,0.0
GJ_724,1.0,280.238365,-13.3824997,0.914,0.0,9.772217,20.34,4.1053866880168786e+18,0.0,0.0
GJ_740,1.0,284.4997178,5.902867,1.065,0.0,8.460503,37.08,4.2825787248320563e+18,0.0,0.0
GJ_806,1.0,311.2697002,44.5002351,1.127,0.0,9.828687,15.36,2.0701155889010824e+18,0.0,0.0
GJ_832,1.0,323.3912616,-49.0125169,1.097,0.0,7.739947,24.54,6.562924609150908e+18,0.0,0.0
GJ_849,1.0,332.4229938,-4.6408317,1.354,0.0,9.237196,33.959999999999994,2.627117287488522e+18,0.0,0.0
GJ_86,1.0,32.6224785,-50.8209945,1.667,0.0,5.893562,66.60000000000001,4.937000898856156e+18,0.0,1.0
GJ_876,1.0,343.3239737,-14.2665958,1.34,1.0,8.875059,35.16,2.603090003484152e+18,1.0,0.0
GJ_887,1.0,346.5027573,-35.8473489,,,,,,,
GJ_896_A,1.0,352.9700384,19.9370011,1.317,0.0,9.043998,17.4,2.824770686019004e+18,0.0,0.0
GJ_900_A,1.0,353.7526177,1.6055211,1.067,0.0,9.039198,10.260000000000002,2.6462807057132027e+18,0.0,0.0
GJ_9066,1.0,30.0588307,13.0443172,1.87,0.0,10.681062,62.52,7.68686145400494e+16,0.0,1.0
GJ_9404,1.0,184.8472095,28.3827126,1.022,0.0,9.882974,19.560000000000002,4.010201828880794e+18,0.0,0.0
GJ_96,1.0,35.5624031,47.8802075,1.083,0.0,8.636086,6.6,3.540773486976874e+17,0.0,0.0
GJ_9689,1.0,303.467731,13.3888921,0.966,0.0,10.540771,12.66,1.8034751887141862e+18,0.0,0.0
