host,label,ra,dec,gaia_ruwe,gaia_nss,gaia_gmag,gaia_sep_arcsec,gaia_source,gaia_nss_flag,gaia_ruwe_high
TIC_312469860,0.0,12.881302986044,55.7110292146208,6.398,0.0,10.538388,26.46,4.2365286395327565e+17,0.0,1.0
TIC_312548415,0.0,12.8553024570008,59.4099173871105,0.929,0.0,13.29596,2.52,4.267525934008292e+17,0.0,0.0
TIC_31268146,0.0,88.0714696123333,-70.9201313583639,0.861,0.0,10.516191,40.86,4.656944631448966e+18,0.0,0.0
TIC_312899686,0.0,308.105326719339,35.8736264730554,0.942,0.0,13.214052,0.6599999999999999,2.056881351553143e+18,0.0,0.0
TIC_313506357,0.0,347.757262335906,45.9336896123119,0.878,0.0,9.947052,44.16,1.9413384162307039e+18,0.0,0.0
TIC_313675203,0.0,202.166557672444,-61.8345559069559,0.902,0.0,9.96806,72.0,5.868430042359524e+18,0.0,0.0
TIC_313761775,0.0,318.347819814576,56.9438147625063,0.834,0.0,10.086597,33.779999999999994,2.1894629031754944e+18,0.0,0.0
TIC_313891529,0.0,0.314970587595538,-28.4932173317833,1.375,0.0,10.639678,19.8,2.3331070535878984e+18,0.0,0.0
TIC_314338017,0.0,319.144994405887,58.7728296390022,1.053,0.0,9.441001,5.04,2.1911394178931564e+18,0.0,0.0
TIC_314724818,0.0,202.652125148472,-61.2180116342927,0.99,0.0,10.108454,10.62,5.868661150308467e+18,0.0,0.0
TIC_315755496,0.0,310.331527389277,82.4352660916304,0.953,0.0,11.185025,9.18,2.2988341079193708e+18,0.0,0.0
TIC_316254876,0.0,51.9886684893579,54.8656863089848,1.088,0.0,10.863711,26.82,4.481832432511707e+17,0.0,0.0
TIC_316402246,0.0,321.973388718904,54.5197450689042,1.325,0.0,9.920737,20.040000000000003,2.176009107099119e+18,0.0,0.0
TIC_31656385,0.0,46.6595197819675,-66.0079828913348,1.075,2.0,12.421723,17.939999999999998,4.671762272913404e+18,1.0,0.0
TIC_316916655,0.0,74.4728292047415,-13.7036997579756,0.994,0.0,9.490891,10.44,2.9875454754757084e+18,0.0,0.0
TIC_316937670,0.0,356.49036861439,-56.3446719329332,,,,,,,
TIC_31697707,0.0,289.140222843244,-34.7815779187741,0.798,0.0,11.845012,41.220000000000006,6.743861853233266e+18,0.0,0.0
TIC_317397615,0.0,349.796419600302,75.0179442826832,0.905,0.0,10.912004,18.66,2.232085746296386e+18,0.0,0.0
TIC_317507345,0.0,351.174465070117,77.6271015990238,1.446,0.0,9.912401,12.36,2.2817335066549192e+18,0.0,1.0
TIC_317951248,0.0,110.811433662911,5.56288020914359,8.057,0.0,10.710634,7.0200000000000005,3.140094987187158e+18,0.0,1.0
TIC_318209162,0.0,142.378707140539,50.9646476355629,,,,,,,
TIC_31858844,0.0,289.478541051994,-32.8613271128989,0.994,0.0,16.548002,1.14,6.756148659453907e+18,0.0,0.0
TIC_318608749,0.0,9.12614642286777,-83.5670716924338,0.862,0.0,10.959347,1.14,4.617735638779366e+18,0.0,0.0
TIC_318746829,0.0,349.718636820013,56.0086126909871,0.971,0.0,11.905427,3.54,1.9971312053404017e+18,0.0,0.0
TIC_319068154,0.0,350.108866588534,55.524123797644,32.679,0.0,9.855143,6.0,1.996904534146902e+18,0.0,1.0
TIC_319735319,0.0,99.6784473243505,2.43105521716709,1.116,0.0,12.8722,1.0799999999999998,3.126956299973305e+18,0.0,0.0
TIC_319968129,0.0,95.3059626158305,20.8784997804533,1.045,0.0,10.773135,10.559999999999999,3.3757943398956227e+18,0.0,0.0
TIC_320506985,0.0,8.16343300481806,54.6546004238667,1.337,0.0,10.957942,17.939999999999998,4.181035257011986e+17,0.0,0.0
TIC_320525204,0.0,264.961576963016,56.0789162515969,2.021,3.0,9.295163,13.68,1.4211270982535962e+18,1.0,1.0
TIC_320536216,0.0,120.105458965063,10.3438781304272,1.121,0.0,10.303771,4.2,3.147740269490723e+18,0.0,0.0
TIC_321436679,0.0,83.1406479012501,57.6231076438858,0.988,0.0,13.277946,3.5999999999999996,2.6948088969612314e+17,0.0,0.0
TIC_322202434,0.0,325.32443350821,68.8070765906478,0.887,0.0,10.745852,57.059999999999995,2.2237161950638628e+18,0.0,0.0
TIC_32283946,0.0,24.1726405043659,-31.6708048914868,1.69,0.0,12.174661,15.540000000000001,5.015861995967592e+18,0.0,1.0
TIC_322862882,0.0,218.476388628399,-24.6527402632762,1.975,0.0,14.317647,130.86,6.272047364913598e+18,0.0,1.0
TIC_323658120,0.0,137.037568788631,10.6369518875164,1.386,0.0,11.225379,71.03999999999999,5.919731090246931e+17,0.0,0.0
TIC_324395151,0.0,176.86640903388,-64.8829755532166,1.056,0.0,10.304688,6.239999999999999,5.33259439360718e+18,0.0,0.0
TIC_325172035,0.0,177.494920692919,-63.9490759665284,1.167,0.0,9.621643,9.6,5.33292812541905e+18,0.0,0.0
TIC_325680697,0.0,36.8533730811214,-12.0389434407674,1.296,0.0,9.557627,46.32,5.171630735987857e+18,0.0,0.0
TIC_326114850,0.0,331.569624469534,52.7019365196139,0.861,0.0,10.369481,38.58,2.004461584960024e+18,0.0,0.0
TIC_326347927,0.0,303.964012723449,21.8993731206305,0.932,0.0,12.569412,22.68,1.8293940106836227e+18,0.0,0.0
TIC_326470400,0.0,210.097751314565,-61.7413012695731,0.88,0.0,10.304281,23.400000000000002,5.866287510834706e+18,0.0,0.0
TIC_326732851,0.0,359.678269310648,62.6259385384545,1.243,0.0,11.249694,7.38,2.0130132771554314e+18,0.0,0.0
TIC_326919774,0.0,22.973008546316,46.3998453595202,0.993,0.0,8.245685,6.96,3.988918578005971e+17,0.0,0.0
TIC_327011842,0.0,23.4667796031949,45.0103238649817,1.263,0.0,10.394252,17.88,3.9707701078037555e+17,0.0,0.0
TIC_327017634,0.0,210.427314177679,-63.8526639222062,1.248,0.0,9.338038,5.82,5.852357243948783e+18,0.0,0.0
TIC_327210623,0.0,270.656991413047,-37.4401734065124,1.099,0.0,13.994647,7.38,4.037082753580553e+18,0.0,0.0
TIC_327577308,0.0,4.74630852497448,56.367028664475,1.259,0.0,11.334396,174.0,4.215806625007176e+17,0.0,0.0
TIC_327663613,0.0,189.810269322436,-69.5420031786899,1.107,0.0,8.424763,13.32,5.855471649317508e+18,0.0,0.0
TIC_328167090,0.0,331.663480194839,55.6862952974067,0.899,0.0,10.536935,9.24,2.197927596527222e+18,0.0,0.0
TIC_32830028,0.0,86.7521702126172,-24.8422179752869,1.051,0.0,15.581667,94.62,2.915135286099931e+18,0.0,0.0
TIC_328750515,0.0,332.287068306651,57.9389440529489,0.837,0.0,11.088489,7.38,2.1994832680364257e+18,0.0,0.0
TIC_329145325,0.0,332.712691611137,59.6505933306922,0.88,0.0,10.688534,16.14,2.1999250999031245e+18,0.0,0.0
TIC_329277372,0.0,332.630359354828,57.2823281652985,25.536,0.0,11.156301,24.72,2.1986544424349527e+18,0.0,1.0
TIC_329709756,0.0,314.751922646384,47.5418188878525,1.03,0.0,15.24552,46.32,2.1639384966576497e+18,0.0,0.0
TIC_329864959,0.0,333.244967,53.984528,,0.0,9.020963,8.16,2.0046532779380447e+18,0.0,
TIC_330332501,0.0,315.110421332824,46.0605483420648,0.994,0.0,10.718631,23.880000000000003,2.163526523403471e+18,0.0,0.0
TIC_330468175,0.0,315.166184425348,47.7859904682691,1.539,1.0,10.142582,2.2199999999999998,2.1639601089340754e+18,1.0,1.0
TIC_33091633,0.0,104.875947063182,-4.81216959664422,8.883,0.0,10.701201,3.7199999999999998,3.101630187799039e+18,0.0,1.0
TIC_331034236,0.0,326.091793816103,58.5516818083159,1.052,0.0,9.643754,42.18,2.1785929250695642e+18,0.0,0.0
TIC_331484419,0.0,310.911763521267,19.7279758060976,1.842,2.0,8.13462,31.14,1.8142573433286666e+18,1.0,1.0
TIC_33153766,0.0,144.773750102839,-45.4262091173951,0.922,0.0,8.986851,19.560000000000002,5.412502363202167e+18,0.0,0.0
TIC_332154944,0.0,19.2781305113246,57.5143414960833,1.189,0.0,9.996298,65.28,4.134530725525975e+17,0.0,0.0
TIC_332630868,0.0,136.943623221818,-17.0509938117284,10.186,0.0,12.834094,8.94,5.729362029267249e+18,0.0,1.0
TIC_332660287,0.0,63.1501988389345,-12.3175948850451,0.993,0.0,13.058251,20.46,3.1892383465829074e+18,0.0,0.0
TIC_333821572,0.0,116.274909111165,-17.1751119029455,1.023,0.0,10.540939,0.72,5.718766752973511e+18,0.0,0.0
TIC_334597566,0.0,331.313468951554,64.0981431874583,10.015,0.0,12.607493,6.0,2.218068072558681e+18,0.0,1.0
TIC_334911765,0.0,213.978986711339,-62.9066256424196,5.418,0.0,10.956746,57.48,5.85382839487779e+18,0.0,1.0
TIC_335483600,0.0,332.613640806413,63.5505617299023,14.064,0.0,8.858353,2.4,2.2060610619840553e+18,0.0,1.0
TIC_335489455,0.0,332.63378967586,61.8295042091088,0.949,0.0,13.052668,37.86,2.204827611794772e+18,0.0,0.0
TIC_335996558,0.0,333.331858342654,62.8573797080284,3.688,1.0,10.923824,4.74,2.2057807895995092e+18,1.0,1.0
TIC_336267424,0.0,281.661892224036,41.5600525413348,3.282,0.0,12.869854,7.32,2.1046613165298836e+18,0.0,1.0
TIC_336456596,0.0,334.434391826832,62.4650036557965,1.047,2.0,11.208795,4.319999999999999,2.2049631309067187e+18,1.0,0.0
TIC_33690636,0.0,93.1223519726476,-16.791932550199,1.322,0.0,11.744801,27.0,2.944611852811179e+18,0.0,0.0
TIC_337129672,0.0,33.6297156335956,8.08013685165808,,,,,,,
TIC_337274055,0.0,269.063526486529,-57.1006273080537,1.011,0.0,13.604209,9.36,5.918503111859313e+18,0.0,0.0
TIC_33878688,0.0,66.2222796813898,-73.3333453194796,0.989,0.0,11.719777,43.26,4.653382282492073e+18,0.0,0.0
TIC_339250695,0.0,84.7898888833559,60.424417916589,1.05,0.0,13.667845,14.34,2.827971093811456e+17,0.0,0.0
TIC_339538183,0.0,93.318952051593,63.6850052519176,13.515,0.0,10.006834,4.74,1.007933652192621e+18,0.0,1.0
TIC_339591840,0.0,284.022777606944,14.1222349874876,1.081,0.0,14.135717,54.42,4.506387409067049e+18,0.0,0.0
TIC_339636032,0.0,110.19457772255,-55.3797080351029,0.919,0.0,8.92485,55.14,5.490467216593923e+18,0.0,0.0
TIC_339733013,0.0,110.852069155288,-58.6967658732711,1.056,0.0,10.485572,31.5,5.485592673528401e+18,0.0,0.0
TIC_340700241,0.0,116.957875792228,-56.7643075135719,3.386,0.0,13.759186,7.92,5.29556270451259e+18,0.0,1.0
TIC_341186896,0.0,118.864226168074,-58.2221132145888,0.89,0.0,9.972751,20.28,5.294452025969062e+18,0.0,0.0
TIC_341297143,0.0,311.306189662023,12.1676180789142,1.004,0.0,11.559904,8.94,1.7549436688730865e+18,0.0,0.0
TIC_341419787,0.0,120.153330307723,-54.5089530643927,0.913,2.0,11.240979,13.8,5.320246568758675e+18,1.0,0.0
TIC_341444900,0.0,325.22864340761,55.0667844139102,1.105,0.0,9.019896,7.62,2.174583865156953e+18,0.0,0.0
TIC_341544930,0.0,201.614876932596,65.3062640902619,7.438,0.0,10.360171,27.240000000000002,1.666179068666885e+18,0.0,1.0
TIC_341729521,0.0,121.319901486413,-59.5797868847329,1.497,3.0,10.235842,43.019999999999996,5.291265022797337e+18,1.0,1.0
TIC_341805908,0.0,239.561408373338,-65.0844698452616,1.695,0.0,10.369699,8.58,5.822906176490858e+18,0.0,1.0
TIC_343442463,0.0,341.518612163758,55.1629431911008,0.951,0.0,9.12188,13.620000000000001,2.003624341205485e+18,0.0,0.0
TIC_343708863,0.0,206.775073581594,-70.5075207258713,0.888,0.0,9.444047,5.159999999999999,5.840867557907874e+18,0.0,0.0
TIC_344085117,0.0,108.017393795592,-50.2476878000145,1.041,0.0,12.440332,21.48,5.505199886430102e+18,0.0,0.0
TIC_344416349,0.0,304.097396022687,11.82975559463,0.947,2.0,12.284987,19.98,1.8023563969738798e+18,1.0,0.0
TIC_344600402,0.0,252.031137263335,-56.686707742595,0.79,0.0,10.922279,16.32,5.927581294031903e+18,0.0,0.0
TIC_34466256,0.0,82.4698581660773,-9.15852687415082,0.925,0.0,12.353602,4.62,3.0139692524482063e+18,0.0,0.0
TIC_34505005,0.0,146.921543899759,-46.8652974259638,0.969,0.0,13.284205,10.5,5.411372718084542e+18,0.0,0.0
TIC_345333936,0.0,355.781031893289,56.8100495051618,0.943,0.0,12.877657,5.58,1.9978335570538936e+18,0.0,0.0
TIC_34551972,0.0,44.2333371953971,28.7714800701456,1.135,0.0,10.9695,6.54,1.1692231131422784e+17,0.0,0.0
TIC_345724317,0.0,249.910133195824,20.7430936332719,2.238,0.0,10.86671,7.98,4.564172586235872e+18,0.0,1.0
TIC_345996087,0.0,327.480090524476,44.0801330685975,0.954,0.0,10.511298,18.18,1.9728570509182776e+18,0.0,0.0
TIC_346418409,0.0,344.610092662214,39.6588760168157,1.011,0.0,11.503185,84.24,1.9286352730603848e+18,0.0,0.0
TIC_347011522,0.0,1.18675214160815,54.1967179492196,0.86,0.0,12.431838,9.66,4.202727246982815e+17,0.0,0.0
TIC_347098457,0.0,117.470243798966,-16.0234244159045,1.823,0.0,11.305935,3.0,5.719304555896144e+18,0.0,1.0
TIC_347442932,0.0,133.255229137679,-13.0507386541268,1.017,0.0,13.711232,21.18,5.734980293167139e+18,0.0,0.0
TIC_348054109,0.0,281.676450908268,21.8285338167995,23.33,0.0,13.409502,104.58000000000001,4.531538531380351e+18,0.0,1.0
TIC_348135793,0.0,34.3769442361314,56.4215139433971,1.011,0.0,10.504283,5.88,4.583172014145701e+17,0.0,0.0
TIC_348673213,0.0,35.8071583469788,56.5701642666199,1.061,0.0,13.914452,39.06,4.582862776494798e+17,0.0,0.0
TIC_348684813,0.0,133.993491388203,-14.3552793261315,6.36,0.0,10.236791,2.82,5.733886072938945e+18,0.0,1.0
TIC_348755723,0.0,134.087954330449,-12.9348818719441,1.253,0.0,15.190775,29.16,5.735743903992406e+18,0.0,0.0
TIC_348844154,0.0,105.956727747756,-60.2976377704726,0.824,0.0,11.718062,33.480000000000004,5.479615174267517e+18,0.0,0.0
TIC_349373192,0.0,110.261057982035,-60.1555288656174,1.1,0.0,9.835063,12.120000000000001,5.293295919554814e+18,0.0,0.0
TIC_349786918,0.0,113.043324884675,-65.8116136298528,1.02,0.0,10.399224,51.18,5.287259433217802e+18,0.0,0.0
TIC_349790953,0.0,113.454794999265,-61.2924817343411,0.898,0.0,11.01216,6.9,5.292370921038854e+18,0.0,0.0
TIC_350044062,0.0,155.580390339233,10.2887532236658,0.995,0.0,12.729566,23.28,3.876428887693553e+18,0.0,0.0
TIC_350332997,0.0,84.0815268763713,-54.1912051048702,1.026,0.0,12.260525,13.2,4.768613025228556e+18,0.0,0.0
TIC_350445771,0.0,85.4674842822155,-56.7405377506048,0.898,0.0,11.413663,19.8,4.766550723668101e+18,0.0,0.0
TIC_350743714,0.0,88.8862032374668,-57.2905739636276,1.006,0.0,10.014816,38.1,4.765618612685018e+18,0.0,0.0
TIC_350995812,0.0,291.92138336195,36.5298717948022,1.093,0.0,8.415444,8.879999999999999,2.05148570440403e+18,0.0,0.0
TIC_352924930,0.0,21.8053029906194,67.9668739129881,0.89,0.0,10.779028,13.32,5.3165067561016154e+17,0.0,0.0
TIC_35315453,0.0,249.808260052833,-52.0998626223668,1.126,0.0,10.643679,10.74,5.93113395785072e+18,0.0,0.0
TIC_353367071,0.0,89.9348633437867,33.5069971424293,1.055,0.0,10.059814,6.84,3.4515283572176835e+18,0.0,0.0
TIC_353586703,0.0,96.5183101297716,39.7945734096716,1.065,0.0,12.573735,2.82,9.566033641670729e+17,0.0,0.0
TIC_35377903,0.0,315.422944750639,-10.4081240464835,0.944,0.0,10.740878,28.020000000000003,6.890404144503366e+18,0.0,0.0
TIC_354006740,0.0,88.3692999859088,37.3390507664109,0.944,0.0,6.749423,91.61999999999999,3.4561549303494113e+18,0.0,0.0
TIC_354151219,0.0,21.1773648532257,51.6718556426014,1.079,0.0,11.985774,4.92,4.0686119109572186e+17,0.0,0.0
TIC_354285962,0.0,346.441370456716,72.4105593835965,1.073,0.0,12.9725,8.16,2.228523225544161e+18,0.0,0.0
TIC_354400186,0.0,27.7379930028612,48.3523460056118,0.859,0.0,9.867827,8.22,3.5715161756884826e+17,0.0,0.0
TIC_354442783,0.0,89.2436266876731,36.3581835378429,1.312,0.0,14.118349,19.740000000000002,3.455104720650936e+18,0.0,0.0
TIC_354594208,0.0,1.88782748105841,32.4377709420401,1.068,0.0,10.162364,54.0,2.8740228970681e+18,0.0,0.0
TIC_354600221,0.0,6.07465035425142,57.8817687818437,0.783,0.0,10.271118,11.700000000000001,4.221081875639464e+17,0.0,0.0
TIC_355636844,0.0,358.301530474831,-56.0131350243401,34.836,0.0,11.464789,67.32000000000001,6.496578600062304e+18,0.0,1.0
TIC_355732304,0.0,286.03171749451,17.0032191416131,0.9,0.0,12.789738,3.7199999999999998,4.5139594020687104e+18,0.0,0.0
TIC_356235833,0.0,260.096611179064,20.282609317385,1.127,0.0,9.644244,175.08,4.5547983219020037e+18,0.0,0.0
TIC_356453768,0.0,134.190834309243,-61.3714641058039,0.86,0.0,10.875863,67.44000000000001,5.298420403959282e+18,0.0,0.0
TIC_356461227,0.0,134.446403236718,-61.6143187182766,2.027,0.0,13.659944,0.3,5.298273516074971e+18,0.0,1.0
TIC_356868487,0.0,275.839105148544,69.8619381539732,23.237,0.0,12.074687,11.82,2.260259357367194e+18,0.0,1.0
TIC_356919658,0.0,273.580768564375,57.9928901545085,0.974,0.0,11.604308,19.8,2.1521870538028232e+18,0.0,0.0
TIC_357416482,0.0,228.950072782569,27.3617685298538,7.115,0.0,8.601186,51.48,1.2714847683053635e+18,0.0,1.0
TIC_357457104,0.0,315.540896018223,45.7757408289783,1.735,0.0,11.953778,0.18,2.163465736706056e+18,0.0,1.0
TIC_357536526,0.0,137.663018416464,-64.4714336299059,0.874,0.0,11.181478,25.439999999999998,5.296823359015067e+18,0.0,0.0
TIC_357538688,0.0,137.549124479892,-63.4066353795478,1.079,0.0,11.921542,7.68,5.297218496004898e+18,0.0,0.0
TIC_357972447,0.0,316.955917075964,50.5009324664083,9.395,3.0,10.562738,19.32,2.169102730965245e+18,1.0,1.0
TIC_358072664,0.0,138.943334396253,-60.2918930336733,0.982,0.0,13.433515,8.76,5.29981503138404e+18,0.0,0.0
TIC_358186451,0.0,317.12480554361,49.1129172031574,0.819,0.0,11.296895,16.62,2.1655928149825444e+18,0.0,0.0
TIC_358631536,0.0,317.575435638765,48.4642875765265,0.896,0.0,10.092215,3.7199999999999998,2.1653622267807424e+18,0.0,0.0
TIC_35883621,0.0,117.671091814365,-6.49490894610043,1.259,2.0,10.047677,8.34,3.043965750723797e+18,1.0,0.0
TIC_359496368,0.0,279.099634776572,55.3919650806154,,,,,,,
TIC_360286627,0.0,141.975318605386,-61.3300537669485,1.111,0.0,9.758239,11.52,5.299081107374318e+18,0.0,0.0
TIC_360816293,0.0,190.947676407554,-76.6966084875107,1.063,0.0,12.898771,48.540000000000006,5.789192087638234e+18,0.0,0.0
TIC_361034196,0.0,242.016244831142,-68.5888431699852,0.861,0.0,10.275115,6.239999999999999,5.821184891017045e+18,0.0,0.0
TIC_361998994,0.0,145.233694729858,-63.487254497353,1.023,0.0,14.08077,13.2,5.249882325718354e+18,0.0,0.0
TIC_363260203,0.0,147.385360926242,-63.3065250008503,1.052,0.0,9.074029,21.66,5.249932525297323e+18,0.0,0.0
TIC_363635669,0.0,147.713200813736,-62.2031043435249,14.874,0.0,12.818333,4.5,5.256054846566587e+18,0.0,1.0
TIC_363761216,0.0,5.8672383817121,71.1588138166366,2.699,0.0,10.927351,6.9,5.3707295156239706e+17,0.0,1.0
TIC_364075352,0.0,306.22310307708,74.8373195670355,0.818,0.0,11.334739,6.78,2.2765414065876846e+18,0.0,0.0
TIC_364107753,0.0,251.361963629054,-71.8398163094059,2.461,0.0,12.192918,62.58,5.806162435430013e+18,0.0,1.0
TIC_364408162,0.0,310.577830598712,51.1865466336662,15.266,0.0,12.691795,23.94,2.1805273096195374e+18,0.0,1.0
TIC_365389353,0.0,323.864565087398,51.3235584211709,1.027,0.0,10.59898,8.7,2.171533751181204e+18,0.0,0.0
TIC_365639282,0.0,81.3986111104617,8.44087077214931,10.497,0.0,14.154759,120.18,3.3374998273665976e+18,0.0,1.0
TIC_365781372,0.0,81.923590093678,7.91855739428789,1.655,0.0,10.176609,7.62,3.3372309924771866e+18,0.0,1.0
TIC_365952328,0.0,276.191190224707,-60.7844833167084,0.933,0.0,12.850182,10.14,6.634492336401533e+18,0.0,0.0
TIC_366074069,0.0,356.770657095579,69.0495707245207,1.04,0.0,10.194703,12.479999999999999,2.2141994752493494e+18,0.0,0.0
TIC_366563452,0.0,304.444576204858,77.1661753806323,0.936,0.0,10.165308,112.32000000000001,2.29052286086928e+18,0.0,0.0
TIC_366602797,0.0,76.5751678722156,31.2738066995421,0.929,0.0,13.595025,7.08,1.572364549011204e+17,0.0,0.0
TIC_367099243,0.0,317.729555790067,72.6154154295841,1.727,0.0,10.862847,28.080000000000002,2.273540427038915e+18,0.0,1.0
TIC_367102581,0.0,314.26869916451,78.6748194386145,8.862,1.0,9.565244,26.22,2.2968600722309796e+18,1.0,1.0
TIC_367287018,0.0,342.552295460036,75.860414865131,1.98,1.0,11.843982,4.56,2.2811051013984804e+18,1.0,1.0
TIC_367913453,0.0,355.512733264841,76.9187668355153,1.038,0.0,12.911204,10.62,2.2336456784178335e+18,0.0,0.0
TIC_368536386,0.0,89.4201944009763,36.7658133877949,0.91,0.0,10.660463,3.42,3.456808001598426e+18,0.0,0.0
TIC_369480087,0.0,23.3044232074774,5.6453500827776,1.037,0.0,16.818254,53.46,2.564954125574046e+18,0.0,0.0
TIC_369861731,0.0,161.043532476053,-86.3200199944674,0.946,0.0,12.884323,26.1,5.189179147727718e+18,0.0,0.0
TIC_369864738,0.0,163.629388408692,-87.2696994539127,1.055,0.0,9.872793,9.48,5.188925744656638e+18,0.0,0.0
TIC_370745311,0.0,144.581933139333,-67.5052011801051,1.691,0.0,10.723865,41.160000000000004,5.247292116826742e+18,0.0,1.0
TIC_370759867,0.0,28.1632141098184,55.1860337092149,1.2,0.0,10.200686,45.0,4.086236395183657e+17,0.0,0.0
TIC_37084932,0.0,98.123772096494,-3.5448296697337,2.562,0.0,9.567144,2.34,3.105012216847023e+18,0.0,1.0
TIC_370877263,0.0,145.174436455342,-66.6545112375011,1.002,0.0,10.290319,7.86,5.247426463411762e+18,0.0,0.0
TIC_371210825,0.0,111.559569190654,32.3841468342836,11.682,0.0,11.738928,82.5,8.930014955828988e+17,0.0,1.0
TIC_371673488,0.0,343.233179623255,59.85096045717,0.999,0.0,10.089898,4.68,2.014335027560175e+18,0.0,0.0
TIC_371711170,0.0,70.1002770977381,81.0772918736885,4.059,1.0,12.528846,10.559999999999999,5.5754052801208294e+17,1.0,1.0
TIC_372505528,0.0,6.14030498761363,62.2356293029851,0.852,0.0,11.467942,8.4,4.304443411318336e+17,0.0,0.0
TIC_372596796,0.0,151.499868847761,-66.8975680416876,1.029,0.0,12.745787,32.46,5.2449689862068e+18,0.0,0.0
TIC_372913430,0.0,119.533551200625,-60.7805524462682,1.028,0.0,8.373549,12.42,5.290721997195236e+18,0.0,0.0
TIC_373424049,0.0,140.056775122065,-53.1196807073873,0.937,0.0,8.736601,2.6999999999999997,5.311609320829657e+18,0.0,0.0
TIC_373453507,0.0,76.5242095189946,10.5942357313422,1.065,0.0,11.243162,14.76,3.291734305127752e+18,0.0,0.0
TIC_373576942,0.0,320.428001753307,37.8228822886986,0.993,0.0,13.232507,11.88,1.9640720560918318e+18,0.0,0.0
TIC_373614579,0.0,114.188412896455,44.0516609264299,1.015,0.0,13.222568,33.24,9.254284986676952e+17,0.0,0.0
TIC_373729723,0.0,193.407177130441,24.3732252891561,2.437,0.0,12.645663,41.4,3.9577059511542876e+18,0.0,1.0
TIC_373785851,0.0,27.7785249222532,63.0814407790581,1.322,0.0,10.505691,12.479999999999999,5.118417366910844e+17,0.0,0.0
TIC_374177909,0.0,347.593929909825,41.1437682335399,1.202,0.0,15.567741,30.36,1.930421429700141e+18,0.0,0.0
TIC_374200604,0.0,158.073449594649,2.23792936528249,5.891,2.0,12.307743,18.78,3.855957797955377e+18,1.0,1.0
TIC_374400599,0.0,34.6979351824285,64.3563947888199,0.933,0.0,10.285923,5.22,5.1520665458968026e+17,0.0,0.0
TIC_374778982,0.0,31.750286708573,55.1788205137458,1.046,0.0,14.094563,8.4,4.564721521785107e+17,0.0,0.0
TIC_374847873,0.0,151.064971237966,-63.3770046710977,24.036,0.0,13.13564,14.82,5.25268800020457e+18,0.0,1.0
TIC_375199523,0.0,309.34322621705,6.15285442243255,0.883,0.0,12.209835,7.14,1.747824266661548e+18,0.0,0.0
TIC_375225453,0.0,133.827009077003,-73.173389748593,1.067,2.0,10.47737,27.900000000000002,5.217369801231356e+18,1.0,0.0
TIC_37575651,0.0,135.340487609277,-28.3245796043104,,0.0,8.575413,1.0799999999999998,5.647759987108394e+18,0.0,
TIC_376682699,0.0,340.352206348234,69.0744482297178,1.042,0.0,10.495239,4.2,2.2253207604905283e+18,0.0,0.0
TIC_376740324,0.0,153.301603134139,-62.8753700550043,1.52,0.0,12.163935,7.14,5.252600902595101e+18,0.0,1.0
TIC_376838000,0.0,340.909504329659,69.0919169036381,0.922,0.0,10.040555,11.700000000000001,2.2253187289654666e+18,0.0,0.0
TIC_377024332,0.0,147.221502827425,8.97430509549269,0.859,0.0,9.478183,61.2,3.878815789998407e+18,0.0,0.0
TIC_377144784,0.0,342.443125817548,68.2510568558219,0.981,0.0,10.813538,66.06,2.2253495539511112e+18,0.0,0.0
TIC_377165123,0.0,285.796899525716,57.3881166586338,2.006,0.0,13.494548,18.78,2.15347994203904e+18,0.0,1.0
TIC_377290815,0.0,286.59309177295,56.6294914414925,1.243,0.0,10.284229,42.18,2.1414056894584463e+18,0.0,0.0
TIC_377304435,0.0,287.050197014784,55.3036711893674,2.969,0.0,11.212977,6.359999999999999,2.141185340456739e+18,0.0,1.0
TIC_377420580,0.0,341.964758283416,60.1736346670765,21.343,0.0,10.992636,0.6599999999999999,2.0085872274513772e+18,0.0,1.0
TIC_377739433,0.0,348.573826458632,65.9579463094894,1.197,0.0,10.688671,33.300000000000004,2.20894298504117e+18,0.0,0.0
TIC_378355116,0.0,358.248399741811,60.4816642209229,14.801,0.0,11.404398,2.2199999999999998,2.0116529407478528e+18,0.0,1.0
TIC_379629854,0.0,34.2937157897234,70.3960117251899,0.832,0.0,11.16916,14.399999999999999,5.212517351498634e+17,0.0,0.0
TIC_379723086,0.0,256.819717485982,-66.1269978093679,0.958,0.0,10.47067,29.28,5.814964575781886e+18,0.0,0.0
TIC_379931600,0.0,293.427333144702,29.5962973325973,19.98,0.0,10.379302,5.04,2.0325406723677757e+18,0.0,1.0
TIC_380517859,0.0,303.666943879232,30.7760777114236,0.971,0.0,15.9928,21.72,2.0537484306256164e+18,0.0,0.0
TIC_380886535,0.0,19.461165697198,0.347114529386083,1.037,2.0,12.205065,32.760000000000005,2.534988933319167e+18,1.0,0.0
TIC_382188882,0.0,81.352982658242,-55.0199010421288,0.906,2.0,11.004495,13.98,4.769981165586554e+18,1.0,0.0
TIC_382302241,0.0,83.3488808509217,-58.7452019436756,0.937,0.0,11.57728,37.019999999999996,4.76016623760238e+18,0.0,0.0
TIC_382331352,0.0,215.805294071202,-63.0459639181508,8.804,0.0,10.03094,5.22,5.854151891821527e+18,0.0,1.0
TIC_382437043,0.0,117.215069399442,-63.720242960986,2.669,3.0,9.684975,32.580000000000005,5.287922335649065e+18,1.0,1.0
