host,label,st_logg,st_rho,rho_circ,rho_ratio
11_Com,1.0,,,0.1822041637753614,
11_UMi,1.0,,,40.72492049875696,
14_And,1.0,,,15.383551443248187,
14_Her,1.0,4.39507,0.903606,17.079814452482356,1.2765040423960168
16_Cyg_B,1.0,4.34608,0.71713,247.15844766183292,2.5373775679550827
17_Sco,1.0,,,21.146116403846996,
18_Del,1.0,,,3.6143571452587975,
1RXS_J160929.1-210524,1.0,3.99592,0.27513,152.61411747215828,2.7440567614473497
24_Boo,1.0,,,2.0566399471901726,
24_Sex,1.0,,,1.5069883595131064,
2MASS_J01033563-5515561_A,1.0,,,3.374831197306326,
2MASS_J01225093-2439505,1.0,4.85804,7.17725,10.752694461721124,0.17555923151834088
2MASS_J02192210-3925225,1.0,4.9636,12.534,10.751098628740001,-0.06663684434299655
2MASS_J0249-0557_A,1.0,4.90849,9.34953,0.06523082055314396,-2.156336937833507
2MASS_J03590986+2009361,1.0,4.93718,10.8906,283.1057137903229,1.4148968274488813
2MASS_J04372171+2651014,1.0,4.61695,2.35503,2.1664071213742084,-0.03625636923111617
2MASS_J04414489+2301513,1.0,5.01181,16.1588,,
2MASS_J11011926-7732383,1.0,,,89.21847425295017,
2MASS_J11550485-7919108,1.0,4.65082,2.71816,1.891929061744953,-0.15737016876304052
2MASS_J12073346-3932539,1.0,5.03186,17.9309,35987.94506678692,3.3025549603708995
2MASS_J16262785-2625152,1.0,,,1.3091377912341917,
2MASS_J19383260+4603591,1.0,,,18.279714893260316,
2MASS_J21252752-8138278,1.0,4.59112,2.11422,0.48886680339050514,-0.6359596294276505
2MASS_J22362452+4751425,1.0,4.62349,2.39032,57.50750943440713,1.3812685140793253
2MASS_J22501512+2325342,1.0,4.7926,5.16966,0.876637714346062,-0.7706418304444926
47_UMa,1.0,4.29541,0.593418,87.91962800078589,2.1707251263370257
4_UMa,1.0,,,1.3710224884742273,
51_Eri,1.0,4.31078,0.501562,0.4763771393979457,-0.022373713288854066
51_Peg,1.0,4.31038,0.633935,51.18871698183308,1.9071295141851317
55_Cnc,1.0,4.42459,1.00616,1.8182178133057398,0.25697886037802997
55_Cnc_B,1.0,4.93735,10.9006,1.8206259433286835,-0.7772296764062985
61_Vir,1.0,,,66.9270513921385,
6_Lyn,1.0,,,41.62903185292232,
70_Vir,1.0,3.85226,0.134942,31.70635907814761,2.3709992311256545
75_Cet,1.0,,,1.9678686707360358,
7_CMa,1.0,,,5.033639303391488,
8_UMi,1.0,,,0.5785242958973017,
91_Aqr,1.0,,,8.888501822988207,
AB_Aur,1.0,3.77411,0.0732686,1.6371754471289843,1.3491773296511251
AB_Pic,1.0,4.34623,0.794525,32.45390644148564,1.6111594128557938
AF_Lep,1.0,4.48389,1.03144,7.86031975667959,0.8819962437800121
AT2021ueyL,1.0,3.85066,0.134199,41.92753039981025,2.4947500028534133
AU_Mic,1.0,4.57125,1.94681,1.9168532850177464,-0.006734694907925655
BD+03_2562,1.0,,,1029.415047997089,
BD+05_4868_A,1.0,,,0.633840433107503,
BD+14_4559,1.0,4.46339,1.2279,41.519822384098504,1.5290924876293492
BD+15_2375,1.0,,,0.4363792376417917,
BD+15_2940,1.0,,,22.489933835947372,
BD+20_2457,1.0,,,20.46442931921987,
BD+20_274,1.0,,,15.539925079950986,
BD+20_594,1.0,4.24908,0.519833,3927.816524985355,3.878287347061866
BD+37_3172,1.0,,,56.01814297815529,
BD+42_2315,1.0,,,5.130275429829999,
BD+45_564,1.0,4.54724,1.58141,125.61608214481952,1.9000007632975018
BD+48_738,1.0,,,0.1864680722168337,
BD+49_828,1.0,,,0.20478380185043948,
BD+55_362,1.0,,,0.06696455068244139,
BD+60_1417,1.0,4.5539,1.63761,9.474285230598452,0.7623359736916426
BD+63_1405,1.0,4.55619,1.63109,2806.584986054784,3.2357002724768225
BD-06_1339,1.0,,,4335.3982470332585,
BD-08_2823,1.0,4.64991,2.35349,618.0415867626389,2.4193053415399093
BD-10_3166,1.0,4.4502,1.0872,9.58176566843796,0.9451361018262058
BD-11_4672,1.0,,,48.94182879730213,
BD-13_2130,1.0,,,7.095788262166216,
BD-14_3065_A,1.0,3.7636,0.0811166,3.4421614472513986,1.6277214971971514
BD-210397,1.0,4.50738,1.58812,2.2735184793568726,0.1558151734650025
BEBOP-3,1.0,4.18782,0.397064,4.6624824690640665,1.0697566985433
BEBOP-4_A,1.0,3.56597,0.0487026,28.207347412314512,2.7628101007550807
Barnard's_star,1.0,,,194.29006893914695,
CD-35_2722,1.0,4.68657,3.17283,5.532009137955488,0.2414360855627295
CD_Cet,1.0,,,18163.185251495717,
CI_Tau,1.0,,,36.87199328178418,
COCONUTS-2_A,1.0,4.83815,6.48232,21.570232381146166,0.5221243576927512
CT_Cha,1.0,,,1.7399077281904318,
CoRoT-1,1.0,4.31708,0.58658,1.183732141916874,0.3049261889683502
CoRoT-10,1.0,4.88331,5.07844,372.78388233219613,1.8657268011701666
CoRoT-11,1.0,4.13783,0.315832,16.61833413295612,1.721131356285672
CoRoT-12,1.0,4.41533,0.91535,1.5366615881146108,0.22499104948686005
CoRoT-13,1.0,4.35992,0.73462,18.67225050102438,1.4051339172781339
CoRoT-14,1.0,4.15676,0.369352,11.679755416264086,1.4999932933663624
CoRoT-16,1.0,4.15228,0.419278,375.4824841913487,2.952087607425443
CoRoT-17,1.0,,,5500.543389216163,
CoRoT-18,1.0,4.48412,1.1904,1.2866346416338243,0.033762322060026995
CoRoT-19,1.0,4.02148,0.233723,0.31831967066733274,0.13416202466784616
CoRoT-2,1.0,4.48157,1.17874,16.318954161412304,1.1412743011604716
CoRoT-20,1.0,4.18344,0.428048,59.28937589046861,2.141484406563369
CoRoT-21,1.0,,,35.585421028836045,
CoRoT-22,1.0,4.30355,0.622793,1217.3123003182502,3.291058287774431
CoRoT-23,1.0,3.76489,0.100316,147.14274232835098,3.166368639039436
CoRoT-24,1.0,4.49394,1.38218,28.702471174094192,1.3173546849715612
CoRoT-25,1.0,4.24225,0.458477,154.06381094704875,2.5263830827407996
CoRoT-26,1.0,,,169.0401361009916,
CoRoT-28,1.0,,,10.836044656516506,
CoRoT-29,1.0,4.32772,0.720052,20.87706319579246,1.462305544833993
CoRoT-3,1.0,4.20487,0.383211,17.95201994136031,1.6706753550696374
CoRoT-30,1.0,4.46962,1.09348,172.2006548900058,2.1972239546696057
CoRoT-31,1.0,3.78384,0.107671,118.36756754110199,3.041133976328167
CoRoT-32,1.0,4.47818,1.11562,112.23723201398779,2.002620656245072
CoRoT-4,1.0,4.42032,0.855037,1.1488065017951223,0.12826197649021115
CoRoT-5,1.0,4.31121,0.586563,5.898956668431946,1.0024605415088292
CoRoT-6,1.0,4.43565,0.90907,414.45169528068993,2.6588765944679893
CoRoT-7,1.0,4.51853,1.39254,50.18025671623223,1.5567251998712197
CoRoT-8,1.0,4.87496,4.85371,3287.1724797069733,2.8307486678479012
CoRoT-9,1.0,4.52831,1.37055,1.5782983882018093,0.06129422903709937
DENIS-P_J082303.1-491201,1.0,,,30.85468162004953,
DE_CVn,1.0,4.80413,5.46923,14.52523420985591,0.4241969564912165
DH_Tau,1.0,4.00103,0.267446,15.509131936524502,1.76335138370026
DMPP-1,1.0,4.30134,0.576529,27.9647046415464,1.6857890791060244
DMPP-2,1.0,3.96766,0.172747,84.25736063349143,2.688197336741404
DMPP-3_A,1.0,,,626.6572329766211,
DMPP-4,1.0,4.23854,0.454495,16.433102316417667,1.5581904494644203
DMPP-6,1.0,4.31374,0.599199,44.808962887955694,1.8737938122999667
DMPP-7,1.0,4.10668,0.302855,26.938524862919728,1.9491390622736138
DMPP-8,1.0,4.32111,0.633719,25.07114168784425,1.5972773830535134
DMPP-9,1.0,4.2613,0.508624,3257.8345229760876,3.80653217216785
DP_Leo,1.0,,,,
DS_Tuc_A,1.0,4.45393,1.08952,6.382382778956986,0.7677476402750811
EPIC_201170410,1.0,,,48.51144555840739,
EPIC_201238110,1.0,4.77613,4.77572,38283.79254240539,3.9039760979235894
EPIC_201427007,1.0,4.33401,0.723885,213.4161742799917,2.469557752953829
EPIC_201497682,1.0,4.63444,2.29054,618.5457614880231,2.4314339549736985
EPIC_201595106,1.0,4.45381,1.04652,60.08525858131627,1.7590204019928346
EPIC_201757695,1.0,,,58.21376333827924,
EPIC_201841433,1.0,4.58318,1.88113,1726.8564847527157,2.962837436258074
EPIC_206024342,1.0,4.5943,1.69014,320.25292057977873,2.2775704188471737
EPIC_206032309,1.0,4.8514,6.93602,159.93375472981054,1.3628297964437173
EPIC_206042996,1.0,4.58046,2.06024,167.6435784847762,1.9104691077826328
EPIC_206317286,1.0,4.57244,1.78728,22.429102819751996,1.098619306283729
EPIC_211822797,1.0,4.65371,2.75191,2555.4742515537114,2.967837283062473
EPIC_211945201,1.0,4.2324,0.456719,236.53320772657545,2.7142430423808745
EPIC_212297394,1.0,4.57756,1.77599,60.48958773979009,1.532240108546719
EPIC_212424622,1.0,4.29996,0.597204,137.44453802209884,2.3620047779601587
EPIC_212499991,1.0,4.61492,1.9979,393.9700763225992,2.294889489707908
EPIC_212587672,1.0,4.53582,1.31852,154.40495101591344,2.0685745001501217
EPIC_212624936,1.0,4.51758,1.31603,29.948412728814578,1.357108020155497
EPIC_212737443,1.0,4.64691,2.41764,552.141699379175,2.3586589151035833
EPIC_220492298,1.0,4.32266,0.688684,194.08136001923864,2.449963833576527
EPIC_220674823,1.0,4.43915,1.01395,119.35147514673554,2.0708112515652597
EPIC_228836835,1.0,4.8049,5.48996,20915.500999537067,3.5808990917358132
EPIC_229004835,1.0,4.47031,1.08215,36.814333808577544,1.5317294821190055
EPIC_246851721,1.0,4.08377,0.254287,83.63880226677448,2.517083646800313
EPIC_248847494,1.0,,,652.1639975238658,
EPIC_249893012,1.0,3.81098,0.12139,131.35962219351632,3.0342789792721647
FU_Tau,1.0,,,2.706248937154443,
GJ_1002,1.0,,,574.2337584221909,
GJ_1061,1.0,,,38.83511501561235,
GJ_1132,1.0,,,26.459041093090125,
GJ_1148,1.0,4.86566,7.46584,28.379296432474252,0.5799229460603935
GJ_1151,1.0,,,74.62946354651554,
GJ_1252,1.0,,,16.510758677494046,
GJ_1265,1.0,,,911.4370647155873,
GJ_1289,1.0,,,133.3379321271904,
GJ_143,1.0,4.60444,2.07921,4.238817014448403,0.3093463136627093
GJ_15_A,1.0,,,72.63252837294502,
GJ_160.2,1.0,,,26.9575595047011,
GJ_163,1.0,,,4.390493875544646,
GJ_179,1.0,4.84933,6.86288,106.0757969383299,1.1891098981108559
GJ_180,1.0,,,466.24511840004044,
GJ_2030,1.0,,,520.061315202835,
GJ_2056,1.0,4.48062,1.47108,12.602375945909245,0.9328161399719994
GJ_2126,1.0,4.52696,1.6861,0.01208414302636555,-2.144667471505519
GJ_229,1.0,,,83.78135281292938,
GJ_238,1.0,,,67244.49540235181,
GJ_251,1.0,,,3.3780099901538687,
GJ_27.1,1.0,4.72092,3.69637,24.54568182070731,0.8221996634502358
GJ_273,1.0,4.90868,9.35887,2.248239998967271,-0.6193807445404631
GJ_3021,1.0,,,13.160284765971486,
GJ_3082,1.0,4.76801,4.59505,22.72513506270271,0.6942162316265817
GJ_3090,1.0,4.72187,3.71241,14.9035129987462,0.6036327168571795
GJ_3138,1.0,,,81.17674040885636,
GJ_317,1.0,,,1.4822443270627126,
GJ_3222,1.0,,,9.987805790362403,
GJ_328,1.0,,,3701.5379513347407,
GJ_3293,1.0,,,24.00640450781027,
GJ_3323,1.0,,,34.4217765902536,
GJ_3341,1.0,4.76852,4.60599,33.50521778159621,0.8617894544265721
GJ_3378,1.0,,,12.628054057949521,
GJ_338_B,1.0,,,17.09472395528724,
GJ_341,1.0,,,13.963579230205362,
GJ_3470,1.0,4.73767,3.98928,104.55417509873574,1.4184468602332936
GJ_3473,1.0,4.86953,7.61742,7.792004779748875,0.009841308422052874
GJ_3512,1.0,,,118892.55539579273,
GJ_357,1.0,,,27.62141045460635,
GJ_3634,1.0,,,40.20386832325816,
GJ_367,1.0,4.15813,0.317998,80964.1637799199,5.405868446160768
GJ_3779,1.0,,,268.9601546459558,
GJ_3929,1.0,4.8984,8.86346,14.466144479170392,0.21274950914771065
GJ_393,1.0,,,228.32120195235441,
GJ_3942,1.0,4.67031,2.95577,12.330851241205107,0.6203224215882401
GJ_3988,1.0,5.03696,18.4087,1936.1550441266616,2.0219170117172514
GJ_411,1.0,,,234.78099920181916,
GJ_414_A,1.0,4.49597,1.52671,506.61422816761336,2.520920832461411
GJ_422,1.0,,,61.91905752349507,
GJ_4274,1.0,,,217.2513328915586,
GJ_4276,1.0,,,105.98775824696948,
GJ_433,1.0,,,10.399870914800873,
GJ_436,1.0,,,63.897251748073884,
GJ_463,1.0,,,209.82065967681987,
GJ_480,1.0,,,47.44455703370472,
GJ_486,1.0,,,27.07454544841298,
GJ_504,1.0,4.22528,0.453118,7.318802844084569,1.2082287334097783
GJ_508.2,1.0,4.71218,3.55393,58.695062810585135,1.2178927022324306
GJ_514,1.0,,,101.52583063793982,
GJ_536,1.0,,,494.9599928533783,
GJ_581,1.0,,,5240.326907770832,
GJ_625,1.0,4.88634,8.31757,66.04032479779846,0.8998127359881101
GJ_649,1.0,4.72297,3.7309,31.942734319979866,0.9325584805775768
GJ_674,1.0,,,5.368016050649146,
GJ_676_A,1.0,,,69.41979667333038,
GJ_680,1.0,,,128.4903296253736,
GJ_682,1.0,,,5.332821706460333,
GJ_685,1.0,4.68526,3.15455,27.488684282521227,0.940216537867402
GJ_687,1.0,,,46.95386073753398,
GJ_720_A,1.0,4.66032,2.8311,16.972668922568328,0.777794929968812
GJ_724,1.0,,,6.417216890975399,
GJ_740,1.0,,,12.611267126687896,
GJ_806,1.0,,,6.52735361855123,
GJ_832,1.0,,,5.839248089541549,
GJ_849,1.0,,,207.03789182652156,
GJ_86,1.0,,,46.71373971356249,
GJ_876,1.0,,,127.4274702043861,
GJ_887,1.0,,,39.99153051133845,
GJ_896_A,1.0,,,52.35142564618135,
GJ_900_A,1.0,,,99.56155202730784,
GJ_9066,1.0,,,9.158909271579367,
GJ_9404,1.0,,,1386.2234752075067,
GJ_96,1.0,4.66767,2.92226,1062.4013254503225,2.560569750381913
GJ_9689,1.0,4.64738,2.67844,48.209389850551226,1.2552497128399371
GJ_9714,1.0,,,8.049193421923825,
GJ_9773,1.0,,,154.10804471470763,
GJ_9827,1.0,4.65321,2.58787,127.0717720171098,1.6911066301669309
GPX-1,1.0,4.31943,0.475364,2.496651048631135,0.7203315573270924
GQ_Lup,1.0,,,2.2987332057104037,
GU_Psc,1.0,4.78111,4.89087,0.5495710297540051,-0.949362288237268
G_192-15,1.0,,,11.433689283148462,
G_196-3,1.0,4.71783,3.64529,1.711863514647937,-0.328262948391779
G_261-6,1.0,,,47.092710089714046,
G_264-012,1.0,,,8446.05061895929,
G_268-110,1.0,,,70.85574140793423,
G_9-40,1.0,4.90906,9.37781,10.975690317403522,0.06833041535063868
Gaia-1,1.0,4.43994,1.04368,9.780518744143393,0.971794528552382
Gaia-2,1.0,4.37355,0.792354,72.58479627247937,1.9619264075158216
Gaia-4,1.0,4.74283,3.50033,433.3446832929568,2.092724482387001
Gaia-5,1.0,4.87421,7.80558,35.73021880965514,0.6606304965993999
Gl_378,1.0,,,72.57605573705442,
Gl_410,1.0,4.68786,3.19078,4.249707501805311,0.1244621783232317
Gl_49,1.0,,,20.31134584087879,
Gl_686,1.0,,,51.51695486106725,
Gl_725_A,1.0,,,377.01047500777685,
Gliese_12,1.0,,,1104.8348769693644,
HAT-P-1,1.0,4.34703,0.688132,46.28441304592286,1.8277630064262245
HAT-P-11,1.0,,,41.88954902595835,
HAT-P-12,1.0,4.61265,2.12454,84.44880841878455,1.5993286137837779
HAT-P-13,1.0,3.92298,0.167137,49.33027275504788,2.470040914154352
HAT-P-14,1.0,4.21633,0.388393,57.478044581682155,2.1702305908751445
HAT-P-15,1.0,4.53693,1.40278,6.5964412898043046,0.6723201361052691
HAT-P-16,1.0,4.3159,0.607821,96.49813048343638,2.200743198852526
HAT-P-17,1.0,4.55466,1.55954,69.2050020710053,1.6471409677022497
HAT-P-18,1.0,4.58765,1.90671,234.96214792713553,2.0907132593837496
HAT-P-19,1.0,4.55617,1.64953,101.79570631234569,1.7903692416150985
HAT-P-2,1.0,4.08576,0.260762,68.65360458141281,2.4204190409763764
HAT-P-20,1.0,4.63858,2.33944,59.39518547897792,1.4046393316331505
HAT-P-21,1.0,4.24009,0.504705,3.3748551869479066,0.8252175350322576
HAT-P-22,1.0,4.37098,0.822477,59.20455051157771,1.8572313261979314
HAT-P-23,1.0,4.34796,0.705555,1.310986357134431,0.2690672983112134
HAT-P-24,1.0,4.2311,0.43761,1.355231415328449,0.49092622271590647
HAT-P-25,1.0,4.51915,1.32784,11.074757476338819,0.9211884772372816
HAT-P-26,1.0,4.49667,1.3311,21.56679210709986,1.2095748685373728
HAT-P-27,1.0,4.52626,1.4169,260.7707387636115,2.264919657060851
HAT-P-28,1.0,4.40322,0.882197,2.007509682859637,0.35709207211395505
HAT-P-29,1.0,4.31517,0.612375,24.431180114840927,1.6009269930184644
HAT-P-3,1.0,4.55801,1.60404,63.613426401351546,1.5983335944518355
HAT-P-30,1.0,4.28213,0.521124,17.904665395092422,1.5360251345124987
HAT-P-31,1.0,4.16703,0.365201,0.6321113258827025,0.23826161383119304
HAT-P-32,1.0,4.33387,0.622858,46.75214849299713,1.8754125267447193
HAT-P-33,1.0,4.13909,0.300936,78.78194009913902,2.4179525275323317
HAT-P-34,1.0,4.17233,0.345534,30.389669662796912,1.9442351915991387
HAT-P-35,1.0,4.24497,0.472509,1.3582877159359246,0.45858168800111887
HAT-P-36,1.0,4.36832,0.793899,80.7295031765411,2.0072670248628017
HAT-P-37,1.0,4.54393,1.47116,0.8557186851484886,-0.23532889298934126
HAT-P-38,1.0,4.37496,0.85673,76.0350727085057,1.9481699907742032
HAT-P-39,1.0,4.07444,0.247893,0.8020789682736309,0.5099528652919167
HAT-P-4,1.0,4.07191,0.269191,3.0658517647723342,1.0564906168986161
HAT-P-40,1.0,3.85122,0.123607,115.229345956545,2.9695200308078564
HAT-P-41,1.0,4.1239,0.293855,399.8474742752155,3.1337612723266424
HAT-P-42,1.0,4.16222,0.374786,1.6281875110377013,0.6379210595767797
HAT-P-43,1.0,4.35472,0.74614,2.924288214064823,0.5931998510860449
HAT-P-44,1.0,4.34437,0.780189,5.784378323145408,0.8700568670998942
HAT-P-45,1.0,4.11064,0.324375,5.515156688022322,1.2305104802558102
HAT-P-46,1.0,4.39508,0.649228,275.3729561991483,2.6275240449903636
HAT-P-49,1.0,4.03562,0.201893,2.619508694083768,1.113098582779127
HAT-P-5,1.0,4.35385,0.729248,4.7082431687122,0.809983638228827
HAT-P-50,1.0,4.0591,0.241597,0.7389066913370707,0.4854980622425999
HAT-P-51,1.0,4.40983,0.930633,2.1637159617009463,0.3664218004356697
HAT-P-52,1.0,4.49678,1.33637,4.247678692819794,0.5022249403222226
HAT-P-53,1.0,4.40685,0.848337,2.6332811231922397,0.4919288168300314
HAT-P-54,1.0,4.48806,1.47753,30.059094762300376,1.3084395899271979
HAT-P-55,1.0,4.40684,0.871974,7.451484821202428,0.9317392855323533
HAT-P-56,1.0,4.24728,0.438221,22.73484909812381,1.7149988903735611
HAT-P-57,1.0,4.24778,0.425739,208.08076924257375,2.689088508982667
HAT-P-58,1.0,4.07294,0.28193,0.766983594351704,0.4346447832209494
HAT-P-59,1.0,4.3068,0.639332,19.222198179931503,1.4780766081027272
HAT-P-6,1.0,4.22039,0.385111,80.87849028209193,2.322247112265768
HAT-P-60,1.0,3.85789,0.120486,3.1223907775075914,1.4135506689858826
HAT-P-61,1.0,4.39584,0.884425,8.183210734709986,0.9662627250450707
HAT-P-62,1.0,4.24644,0.518495,1.2260640581094597,0.3737685886222853
HAT-P-63,1.0,4.33326,0.754794,8.147221578226914,1.033181088666766
HAT-P-64,1.0,4.02885,0.223052,103.89096677997648,2.668171666004816
HAT-P-65,1.0,4.02617,0.231976,0.9239571097234863,0.600208756098477
HAT-P-66,1.0,3.92024,0.155923,1.1168997723329317,0.8551040202808512
HAT-P-67,1.0,3.70346,0.0695758,34.321348132403074,2.6931061298088292
HAT-P-68,1.0,4.45733,1.3156,12.864406478674153,0.9902658892815871
HAT-P-69,1.0,4.13122,0.258565,60.332218121419174,2.3679795551558804
HAT-P-7,1.0,3.96818,0.170013,6.959610875214727,1.6121028272143105
HAT-P-70,1.0,4.18942,0.28629,75.2468162575875,2.4196819508220204
HAT-P-8,1.0,4.23563,0.438423,46.207077755536226,2.0228151740921216
HAT-P-9,1.0,4.2858,0.541777,1.644727117617867,0.482273288926484
HATS-1,1.0,4.58892,1.55003,78.30036928358761,1.7034237065125926
HATS-10,1.0,4.28627,0.572284,2.247379160516775,0.594064745414145
HATS-11,1.0,4.13349,0.339217,1.6766197499389908,0.6939569686982863
HATS-12,1.0,,,0.7025584408559046,
HATS-13,1.0,4.59896,1.78847,1.688314514740637,-0.02502830544793941
HATS-14,1.0,4.4198,0.973535,2.1051588387526823,0.33493330020340034
HATS-15,1.0,3.95664,0.204458,1.5377678592939503,0.8762866712966054
HATS-16,1.0,4.31759,0.640668,1.953700836558942,0.4842250300137267
HATS-17,1.0,4.21785,0.456127,1.1303599583703783,0.3941309841111752
HATS-18,1.0,4.42812,0.961446,1.8015865305447825,0.2727302292705581
HATS-2,1.0,4.41618,1.02081,2.957488669579004,0.46197817367113725
HATS-22,1.0,4.51836,1.51667,32.05252913848842,1.3249712072395303
HATS-23,1.0,4.40852,0.889744,3.8239601349334196,0.6332482880602552
HATS-24,1.0,4.39037,0.780759,1.2677205876666793,0.21050654413851674
HATS-25,1.0,4.35362,0.736054,13.296418622895924,1.256825002766245
HATS-26,1.0,3.94032,0.166398,0.3635675728871614,0.33943703889231275
HATS-27,1.0,4.13639,0.297082,1.495773348437317,0.701989451745964
HATS-28,1.0,4.46678,1.12703,3.176554600013127,0.4500208480532068
HATS-29,1.0,4.34012,0.716585,0.7715216661023908,0.0320804135532757
HATS-3,1.0,4.33006,0.611063,1.40572662496888,0.3618148827158977
HATS-30,1.0,4.32419,0.664921,2.1875618314876286,0.5171902878517606
HATS-31,1.0,4.05769,0.250657,0.6042771015510027,0.3821562999343613
HATS-32,1.0,4.43411,0.981537,2.045704508539689,0.3189362269083164
HATS-33,1.0,4.40835,0.897963,48.40127307588924,1.7315983426325525
HATS-34,1.0,4.46889,1.14123,14.614843705891614,1.1074209956653835
HATS-35,1.0,4.24345,0.47204,1.209458600897368,0.40861220559931893
HATS-36,1.0,4.38969,0.821823,1.2366258879279832,0.1774600424145622
HATS-37_A,1.0,4.27058,0.615138,3.6842494635132135,0.7773764726631163
HATS-38,1.0,4.34735,0.727378,1.939083437992824,0.4258363355898106
HATS-39,1.0,4.08808,0.250535,57.78477465347407,2.3629450181415503
HATS-4,1.0,4.41232,0.959093,1.6600937248296912,0.23827188665842958
HATS-40,1.0,3.93403,0.150375,55.413829039661806,2.566442520159257
HATS-41,1.0,4.12548,0.299104,43.526165385487545,2.1629281868948715
HATS-42,1.0,4.30926,0.587502,57.14896187797267,1.987998996368514
HATS-43,1.0,4.49074,1.28602,3.0704197154058717,0.3779500233125965
HATS-44,1.0,4.44112,1.13701,26.891201021643123,1.3738459149034328
HATS-45,1.0,4.39297,0.72848,4.593295532952733,0.7997067558898057
HATS-46,1.0,4.53376,1.42038,10.410744263705906,0.86507722983075
HATS-47,1.0,4.58883,2.02639,21.319538301467897,1.02205476172709
HATS-48_A,1.0,4.50731,1.52914,3.745993619755211,0.38911978439485395
HATS-49,1.0,4.47839,1.41488,5.993372496752472,0.6269516628932399
HATS-5,1.0,4.50779,1.34109,14.335737699589831,1.0289621219680465
HATS-50,1.0,4.2819,0.574549,1.7268792235421688,0.47793489134682
HATS-51,1.0,4.26715,0.54868,3.2549110476847236,0.7732199944210335
HATS-52,1.0,4.43647,0.975176,89.74453997058212,1.9639250313696799
HATS-53,1.0,4.39259,0.8504,1.7958877772309607,0.32465594314784607
HATS-54,1.0,4.20461,0.446488,66.28179815961452,2.1715844907872275
HATS-55,1.0,4.54376,1.19633,56.007113204029565,1.670392194698814
HATS-56,1.0,3.89956,0.13602,61.4691591921269,2.6550545021402714
HATS-57,1.0,4.45783,1.07604,53.095985299698995,1.6932332685874665
HATS-59,1.0,4.35899,0.761003,1.3585033725763294,0.2516743520858157
HATS-6,1.0,4.65391,2.75433,10.336672376477436,0.574364778967872
HATS-60,1.0,4.10474,0.316239,73.42353910846894,2.3658198861957054
HATS-61,1.0,4.00193,0.223968,59.28129027078637,2.4227316757591466
HATS-62,1.0,4.46538,1.12746,2.960532211403866,0.4192686477533587
HATS-63,1.0,4.41373,0.910305,57.97735202857188,1.804071447979434
HATS-64,1.0,3.93691,0.150774,99.67264700997298,2.820249535268806
HATS-65,1.0,4.30016,0.560006,3.7039302433909733,0.8204701188249592
HATS-66,1.0,4.09026,0.258891,51.31776711419231,2.297150798510556
HATS-67,1.0,4.23613,0.440035,67.14019194262548,2.183495357225118
HATS-68,1.0,3.8427,0.126661,69.25387412297697,2.7378011607346457
HATS-69,1.0,4.48023,1.24735,63.95660738060626,1.7098970868766108
HATS-7,1.0,4.56498,1.7129,8.583304489377626,0.6999225098594414
HATS-70,1.0,4.11325,0.223143,51.44513612872113,2.3627610531801406
HATS-71,1.0,4.78564,4.99862,6.147461459800012,0.0898456921879948
HATS-72,1.0,4.49592,1.44825,67.82359676620905,1.670537280035905
HATS-74_A,1.0,,,4.424682422070702,
HATS-75,1.0,4.66214,2.85336,10.483376353562875,0.5651446084974358
HATS-76,1.0,4.62303,2.41603,3.07523945995296,0.10477661603125993
HATS-77,1.0,4.5617,1.91586,5.551619554616774,0.46205592665562406
HATS-8,1.0,4.33441,0.706163,2.12761138210072,0.4789873464024427
HATS-9,1.0,4.02415,0.243954,0.8106562101656986,0.5215287706040643
HD_100508,1.0,,,100.76319638500614,
HD_100546,1.0,4.32726,0.418161,0.43607635172251086,0.01821900999180682
HD_100655,1.0,,,246.69619030282598,
HD_100777,1.0,4.37702,0.822321,61.844899071434,1.8762625039210328
HD_10180,1.0,4.32494,0.65407,31.809177135953135,1.6869282046362704
HD_101930,1.0,,,17.079365389633296,
HD_102117,1.0,4.2534,0.525814,642.7629515138993,3.087218691147142
HD_102195,1.0,4.54641,1.53245,2.2941799477294977,0.17524116601226034
HD_102272,1.0,,,15.264229276378588,
HD_102329,1.0,,,6.671301279751054,
HD_102843,1.0,4.45935,1.10424,51.07237653881945,1.6651225922717616
HD_102888,1.0,,,1.7251508386766254,
HD_102956,1.0,,,2.3423513149853443,
HD_103197,1.0,4.48415,1.23595,59.600536145043435,1.6832492646647448
HD_103720,1.0,4.57323,1.75065,14.021113342410478,0.903583171911114
HD_103774,1.0,4.24306,0.435644,23.157427188125503,1.7255585702135678
HD_103891,1.0,3.76235,0.0924133,36.17486179059514,2.592672401725935
HD_103949,1.0,4.59071,1.91832,5503.946902191428,3.4577531808300384
HD_104067,1.0,4.58767,1.86277,5.619375206228005,0.47952879596415404
HD_10442,1.0,,,7.609672261176758,
HD_104985,1.0,,,1.1759603991674523,
HD_105618,1.0,4.23206,0.488452,339.7927065053865,2.842392160509996
HD_105779,1.0,4.50106,1.2189,1473.3697802550873,3.0823436809099753
HD_106252,1.0,4.36659,0.758819,33.02238635192481,1.6386702575963403
HD_106270,1.0,,,58.58870874605016,
HD_106315,1.0,4.37319,0.693038,16.8560417334354,1.3859985497734364
HD_10647,1.0,4.42635,0.887837,7.414769110966572,0.9217643920554495
HD_106515_A,1.0,,,3581.565021364197,
HD_106906,1.0,3.90453,0.13785,15.712359729587696,2.0568346431519537
