host,label,st_logg,st_rho,rho_circ,rho_ratio
HIP_39017,1.0,4.28128,0.45857,125.35836789164105,2.43674768973651
HIP_39330,1.0,,,2.6861447133039564,
HIP_41378,1.0,4.30502,0.562428,51.32814038813217,1.9602885965813701
HIP_4845,1.0,4.61513,2.3223,39.403060255836046,1.2296116306291995
HIP_48714,1.0,,,3.2764154495209525,
HIP_5158,1.0,4.57532,1.81898,5370.129455773707,3.4701568312594455
HIP_54373,1.0,4.68103,3.09684,5.3529246564150865,0.2376723627716808
HIP_54515,1.0,4.29801,0.439221,54.29473210898821,2.092074598261512
HIP_54597,1.0,4.66766,2.50232,1195.8013459401566,2.679316190843595
HIP_55507,1.0,4.53193,1.7153,45.84301536547352,1.4269330883929383
HIP_56640,1.0,,,1.347060160757907,
HIP_56998,1.0,,,51.701343613905955,
HIP_57274,1.0,4.48489,1.39507,7708.254756759057,3.7423600599759617
HIP_5763,1.0,4.52002,1.60942,277.0354945415548,2.2358660216891337
HIP_63242,1.0,,,8.217696768229603,
HIP_65407,1.0,4.45752,1.11502,135.1056528369704,2.083390862986333
HIP_65426,1.0,4.32114,0.44029,1.8255392373308108,0.6176523501755006
HIP_65891,1.0,,,144.16074081050985,
HIP_65_A,1.0,,,38.36886147726715,
HIP_66074,1.0,4.49204,1.48318,12.29293485441287,0.9184617195344266
HIP_67522,1.0,4.19845,0.430683,0.4701127153928753,0.03804426839702699
HIP_67537,1.0,,,15.669643529734493,
HIP_67851,1.0,,,30.644250657107126,
HIP_70849,1.0,,,682.764588014565,
HIP_71135,1.0,,,346.1880432196459,
HIP_74890,1.0,,,2.6604493935167155,
HIP_77900,1.0,,,0.4402610750662366,
HIP_78530,1.0,,,121.26620436012611,
HIP_79098_AB,1.0,,,119.77805459459157,
HIP_79431,1.0,4.75617,4.34622,40.51387181799522,0.9694920437341453
HIP_8152,1.0,4.52729,1.33644,27.986657291307182,1.3210015639962591
HIP_8541,1.0,,,15.727206941283349,
HIP_86221,1.0,,,1398.243434513863,
HIP_8923,1.0,4.22115,0.459163,37.92709826260495,1.9169827321060617
HIP_90988,1.0,,,254.35356506762298,
HIP_91258,1.0,4.52297,1.36134,10.44277715884676,0.8848494050798712
HIP_94235,1.0,4.40494,0.85039,3.92175493099297,0.6638623067373967
HIP_948,1.0,,,65.32168933267157,
HIP_9618,1.0,4.46798,1.10882,5.147910981995301,0.6667699776577926
HIP_97166,1.0,4.49772,1.32502,12.897781750592104,0.988292590151336
HIP_97233,1.0,,,24.394929864689885,
HIP_99770,1.0,4.14128,0.260279,174.14763553368698,2.825478452766696
HN_Lib,1.0,,,30.302689065400674,
HN_Peg,1.0,4.46237,1.0465,51.75600143920072,1.6942214835954792
HR_2562,1.0,4.28305,0.498353,0.7177417059594825,0.15843110561753368
HR_5183,1.0,4.10505,0.306045,13.428867128149031,1.6422540881018615
HR_810,1.0,4.37551,0.744842,0.773439415617651,0.01636214301762854
HR_858,1.0,,,1.9264944618200477,
HR_8799,1.0,4.29656,0.483413,50.86688599066676,2.0221168261337765
HS_Psc,1.0,4.63593,2.4379,0.48555464684483235,-0.700777772607544
HU_Aqr,1.0,,,22.643663521575775,
IC_4651_9122,1.0,,,0.7422501345779469,
IRAS_04125+2902,1.0,3.84689,0.222909,26.361122659006917,2.072836298339785
ISO-Oph_96,1.0,4.32326,1.0505,98.23881573261079,1.9708870616734815
ITG_15_A,1.0,,,5.208297077842011,
K2-10,1.0,4.4536,1.06966,41.78624006139992,1.5917875393123995
K2-100,1.0,4.32901,0.639003,126.23837071936607,2.2956884836361944
K2-101,1.0,4.50612,1.46065,60.48169723144894,1.6170778067533138
K2-102,1.0,4.53373,1.62204,455.57451542357967,2.4484978620616804
K2-104,1.0,4.73521,3.9445,69.54148192648908,1.2462519808493226
K2-105,1.0,4.48843,1.22673,37.008279157738436,1.4795499051845555
K2-108,1.0,3.93163,0.177137,32.64491323886149,2.2655062335338867
K2-11,1.0,4.54171,1.49947,25.894100266584005,1.2372630441120196
K2-110,1.0,4.64236,2.24868,154.28105657407121,1.8363849471655531
K2-111,1.0,4.3184,0.630675,59.578998328279106,1.9752875814941515
K2-113,1.0,4.26535,0.550706,7.501214000446934,1.1342117473376108
K2-114,1.0,4.46161,1.20522,3.036946206856545,0.40137076941644495
K2-115,1.0,4.58473,1.63842,2.1899433223748557,0.12600763435948098
K2-116,1.0,,,21.431270006455286,
K2-117,1.0,4.72452,3.7572,50.509925874510735,1.1285124175024406
K2-118,1.0,4.53371,1.57956,35.533281657559634,1.3520991910362297
K2-119,1.0,4.55183,1.75798,42.963501142488376,1.3880857353332552
K2-12,1.0,4.29173,0.600254,50.46228577753075,1.9246318559454794
K2-121,1.0,4.68264,2.70547,14.571121854953702,0.7312502675557513
K2-122,1.0,4.63951,2.59028,232.0342523618033,1.9522053868758085
K2-123,1.0,4.64359,2.63557,13859.282168975482,3.7208661814607
K2-124,1.0,4.81805,5.85919,2940.7930095079405,2.70062687595281
K2-125,1.0,4.83016,6.22554,93.39551765640648,1.1761490057049617
K2-126,1.0,4.61109,2.22736,138.44849998158637,1.7934978386232663
K2-127,1.0,4.37983,0.89229,8.649769243740254,0.9864984958024174
K2-128,1.0,4.60574,2.13131,152.66367079453119,1.8550890781354863
K2-129,1.0,,,75851.79871191004,
K2-13,1.0,4.49566,1.22009,4262.218650576618,3.5432438575196277
K2-130,1.0,4.57404,1.93107,68.19623677679411,1.5479623930118267
K2-131,1.0,4.61786,2.00183,3959.4557897330633,3.296208304683275
K2-132,1.0,,,57.453098939066535,
K2-133,1.0,4.7729,4.70285,2.8848421096677654,-0.21223907813938303
K2-136,1.0,4.47957,1.42062,52.53928096020279,1.5680062003090622
K2-137,1.0,4.77396,4.7266,36.29969051100033,0.8853540716499041
K2-138,1.0,4.53043,1.44219,400.5881642893608,2.443675633674063
K2-139,1.0,4.48106,1.23525,50.96234836467496,1.6154945696842304
K2-14,1.0,4.61125,2.29943,51.47636121422382,1.3499876465235132
K2-140,1.0,4.43116,0.967751,5.2103291988929366,0.7311015349918296
K2-141,1.0,4.56308,1.84063,175.88088194210104,1.9802521384788287
K2-146,1.0,4.8983,8.85892,12.270771408015293,0.14149108588962842
K2-147,1.0,4.67405,3.00413,43.512131480193794,1.1608916358187376
K2-148,1.0,4.58628,2.08722,5685.661145685136,3.435212745446116
K2-149,1.0,4.65684,2.78912,819.7760604956244,2.468228031790123
K2-15,1.0,4.4926,1.3414,47.12916831450743,1.5457314738550012
K2-150,1.0,4.8125,5.69974,314.56827861194716,1.7418598804970682
K2-151,1.0,4.77412,4.73018,54.82080693970597,1.0640677564003962
K2-152,1.0,4.6291,2.47866,71.77709333330037,1.4617689089834003
K2-153,1.0,4.70626,3.4612,3.254223234645459,-0.02677935349522155
K2-154,1.0,4.61185,2.30523,63.4651409366473,1.4398209860182327
K2-155,1.0,4.58272,2.12767,59.6073129766987,1.447395274715291
K2-156,1.0,4.56806,1.90415,21.852227308524217,1.059794552353152
K2-157,1.0,4.4782,1.19111,21.98355354596152,1.26614602478717
K2-158,1.0,4.46185,1.11734,2.587599651570555,0.36471173750246194
K2-159,1.0,4.63008,1.97485,66.48442701544958,1.5271858158971987
K2-16,1.0,4.60726,2.09952,48.63521023794921,1.3648307814856655
K2-160,1.0,4.53053,1.3694,125.49866849282446,1.962108794562358
K2-161,1.0,,,38.318303303377434,
K2-162,1.0,4.48763,1.40245,30.68028114763617,1.339971948295387
K2-164,1.0,3.92324,0.161678,38.209904812852926,2.3735250275890363
K2-165,1.0,4.53051,1.47707,58.921050942453455,1.600869407010946
K2-166,1.0,4.10588,0.299988,58.677958409026175,2.2913711123683727
K2-167,1.0,4.16712,0.364208,48.68770175235679,2.1260697936059385
K2-168,1.0,4.39395,0.901106,255.65556484918721,2.4528793690018387
K2-169,1.0,4.44658,1.06277,310.2595632650484,2.4652858902300636
K2-17,1.0,4.52694,1.71115,18.731659252017067,1.0392881673083005
K2-170,1.0,4.41761,0.900789,664.1831094790251,2.867664752923566
K2-171,1.0,,,3155.298556945013,
K2-172,1.0,4.56104,1.54707,267.19513979040175,2.2373185895836927
K2-173,1.0,,,98.98442211321586,
K2-174,1.0,4.49725,1.5101,55.69606872441812,1.566818834259786
K2-175,1.0,4.02502,0.230949,202.08794124082897,2.942024313458914
K2-176,1.0,4.4006,0.910114,97.29171064514358,2.0289800444679558
K2-177,1.0,4.03105,0.235919,48.88019556397977,2.31637001611474
K2-178,1.0,4.5685,1.5183,88.73310406853435,1.7667280822804867
K2-179,1.0,4.66474,2.37583,912.3068064992665,2.5843255531023273
K2-18,1.0,4.7864,5.01706,10389.528003987645,3.31614652314595
K2-180,1.0,4.71954,2.74135,17.337533238603182,0.8010228193560165
K2-181,1.0,4.38219,0.831599,43.607751386716096,1.7196497346396682
K2-182,1.0,4.58536,1.77498,53.03105956874738,1.4753368405713727
K2-183,1.0,4.44354,1.04556,18.3446353289265,1.2441601228018135
K2-184,1.0,4.61771,1.97135,96.66519078739194,1.6905063752395884
K2-185,1.0,4.56197,1.4943,55.9388431497887,1.5732756841952211
K2-186,1.0,4.39152,0.838994,296.24862463106547,2.547897487743076
K2-187,1.0,4.47872,1.19327,63.204078322311375,1.7240063804178372
K2-188,1.0,4.29671,0.593304,11.800782405537285,1.298633526167675
K2-189,1.0,4.54308,1.46993,133.147530127625,1.9570364611675632
K2-19,1.0,4.5528,1.54957,9.490918586516184,0.7870970482570153
K2-190,1.0,4.45114,1.05091,187.9415180077477,2.2524572057261256
K2-191,1.0,4.45795,1.17424,72.62812380266429,1.7913479548512172
K2-192,1.0,4.54609,1.55338,115.28196534449263,1.8704836625394232
K2-193,1.0,4.44677,1.03884,75.83849448161705,1.863341039393577
K2-194,1.0,4.28185,0.532216,54.30749092090594,2.0087718116683813
K2-195,1.0,4.45651,1.05013,48.141845583156616,1.6612796699934558
K2-196,1.0,3.88693,0.140828,6752.961639481676,4.6808052710971335
K2-197,1.0,4.50636,1.26792,25.845001488397862,1.3092847091159192
K2-198,1.0,4.5962,1.84162,63.483729657325476,1.5374624108014714
K2-199,1.0,4.60155,2.07713,130.0880984428684,1.7967738871593104
K2-200,1.0,4.54479,1.58308,9.222499733081726,0.7653457891009208
K2-201,1.0,4.50735,1.32879,2.1129065960096214,0.20142394777170614
K2-203,1.0,4.59538,1.88305,78.0362422633606,1.6174344964773637
K2-204,1.0,4.24708,0.497523,50.37394475112581,2.005392798956701
K2-205,1.0,4.26416,0.535239,2714.9490758015363,3.705213937329692
K2-206,1.0,4.56779,1.69773,123.24217767143121,1.8608907406428326
K2-207,1.0,4.51522,1.31859,101.94448983081067,1.8882539790433743
K2-208,1.0,4.55945,1.54415,59.21271647073146,1.5837254996673502
K2-209,1.0,4.53192,1.59678,226.13005265292836,2.151113199508924
K2-21,1.0,4.60556,2.2468,194.14292432366082,1.9365571517964957
K2-210,1.0,4.52156,1.37764,15602.592151883988,4.0540610121834035
K2-211,1.0,4.57174,1.69147,48.00807133412131,1.4530499595442337
K2-212,1.0,4.55193,1.83935,15.792237353378118,0.9337792860537492
K2-213,1.0,4.21741,0.455425,42.209120551274836,1.9669894365004252
K2-214,1.0,4.36495,0.730787,88.68027770375926,2.084036231378133
K2-215,1.0,4.42639,0.951021,4571.761209283633,3.6818934314596823
K2-216,1.0,4.58488,1.96366,45.70231448529153,1.3668719008604764
K2-217,1.0,4.27983,0.54952,240.85820603108573,2.6417779439327225
K2-218,1.0,4.39734,0.860228,16.33964727183181,1.27862910255013
K2-219,1.0,4.24857,0.514577,136.7789867443458,2.424569011476853
K2-22,1.0,4.63974,2.59286,6588.269896387324,3.4049923143380667
K2-220,1.0,4.45223,1.03424,16.530207260965913,1.20365696850468
K2-221,1.0,4.41143,0.912086,59.48856771418445,1.81439772308639
K2-222,1.0,4.44514,0.956798,2162.4346155826324,3.354122725960484
K2-223,1.0,4.47231,1.10001,4.2177135562929955,0.5836804482610886
K2-224,1.0,4.6314,1.94015,42.189999760448416,1.3373742148136225
K2-225,1.0,3.89423,0.155992,46.610653214369385,2.4753828630247194
K2-226,1.0,4.48145,1.22244,128.49709364592434,2.0216657526768103
K2-227,1.0,4.48039,1.18002,58.948964580317515,1.6985868130874562
K2-228,1.0,4.71503,3.08684,1.7490213330140643,-0.24671901265394422
K2-229,1.0,4.59331,1.8141,1310.6975919685344,2.858841278212623
K2-230,1.0,4.22899,0.458961,55.36225310553043,2.0814379733787294
K2-231,1.0,4.38806,0.859173,436.940623161329,2.70634180311252
K2-232,1.0,4.30983,0.612274,46.94778037910435,1.8846692466285062
K2-233,1.0,4.58903,1.90723,11.30254486303714,0.7727731701485954
K2-237,1.0,4.30792,0.582844,1.480528262030381,0.40486437206779624
K2-238,1.0,,,4.435328038439512,
K2-239,1.0,4.97877,13.5836,1047.7221535699152,1.8872312426519482
K2-24,1.0,,,34.61709014182227,
K2-240,1.0,4.67911,3.07092,287.86114658693094,1.9719145480485232
K2-241,1.0,4.64977,2.20594,14.239342829464688,0.8098962505510623
K2-242,1.0,4.86226,7.33543,61.0080536521875,0.9199615927645205
K2-243,1.0,4.04516,0.250023,624.797581388725,3.3977593777782182
K2-244,1.0,4.56149,1.5004,30.66361028985249,1.3104162312645415
K2-246,1.0,4.48455,1.19218,4.474740140597022,0.574425987977865
K2-247,1.0,4.48017,1.44564,55.864958787514986,1.5870793263266385
K2-248,1.0,4.50712,1.29553,33.683472945083125,1.4149693890070718
K2-249,1.0,4.00333,0.225048,33.254189703479824,2.1695712122344895
K2-25,1.0,4.93668,10.8615,59.46109873101754,0.7383431233647836
K2-250,1.0,4.49525,1.34543,53.1223687744346,1.5964163251506043
K2-251,1.0,4.74225,4.07412,55.19816895348284,1.1318908547955386
K2-252,1.0,4.5188,1.44716,69.71735470226798,1.6828243502705618
K2-253,1.0,4.33106,0.720438,7.735312544520088,1.0308812541003562
K2-254,1.0,4.57363,1.92274,63.216879817941,1.5169124953465354
K2-257,1.0,4.73542,3.94839,35.19678300481643,0.9500829273533661
K2-258,1.0,4.17811,0.401465,39.44046025473097,1.99229428517754
K2-259,1.0,4.35317,0.714404,1.8750301337343953,0.4190643741617054
K2-26,1.0,,,332.74888124662306,
K2-260,1.0,4.0609,0.236568,47.98180894497397,2.3071206188549263
K2-261,1.0,,,0.803949768130472,
K2-263,1.0,4.51845,1.36951,26.30565621898924,1.2834839323784242
K2-264,1.0,4.76486,4.52703,28.334072887406506,0.79649563424741
K2-265,1.0,4.47392,1.16739,224.73026212447274,2.2844455895778237
K2-266,1.0,4.53943,1.72106,119.4491486702158,1.841387047754835
K2-268,1.0,4.55429,1.63098,3597.8420100951325,3.3435934530037805
K2-269,1.0,4.16002,0.352359,94.52649286840018,2.428568176172486
K2-27,1.0,4.4862,1.25172,1.712285121866853,0.13606889163786215
K2-270,1.0,4.48148,1.33792,7.4424359941224845,0.7452849624778075
K2-271,1.0,4.4095,0.915256,65.36688587797491,1.8538152107810522
K2-272,1.0,4.5812,1.70004,14.232092456238087,0.9228096164495561
K2-273,1.0,4.48518,1.28159,44.249766928298264,1.5381618774933912
K2-274,1.0,4.6304,2.12008,48.31247546994684,1.3577070416643247
K2-275,1.0,4.5927,1.94153,64.31661904327021,1.5201791010778898
K2-276,1.0,4.43623,1.11796,46.80434172046208,1.621859876479894
K2-277,1.0,4.46318,1.08626,7.721139754404528,0.8517476258092265
K2-278,1.0,3.96468,0.196925,11.598123841330267,1.7700868875634124
K2-279,1.0,4.51061,1.32161,184.771166520643,2.145530884570892
K2-28,1.0,4.88282,8.16519,77.6035186005064,0.9779151179236247
K2-280,1.0,4.19417,0.435275,66.72550482341025,2.185528144012698
K2-281,1.0,4.42466,1.13309,6.328370161136712,0.7470274673991381
K2-282,1.0,4.43101,1.01745,4646.735014009276,3.6596348308675606
K2-283,1.0,4.48499,1.31475,4.578793826693181,0.5419079091294849
K2-284,1.0,4.61883,2.3392,11.344797610560239,0.6857293972657172
K2-285,1.0,4.6011,1.88492,140.42702557613413,1.8721577744777451
K2-286,1.0,4.62719,2.42107,13.916342335709084,0.7595177573458006
K2-287,1.0,4.4325,0.972245,35.537273486572246,1.5629083861653001
K2-288_B,1.0,,,34065.106162448166,
K2-289,1.0,4.11312,0.383893,5.2104292350506505,1.1326633087870353
K2-29,1.0,4.58431,1.71381,44.15720877354219,1.4110389407599087
K2-290,1.0,4.13611,0.323068,508.626599482592,3.197105125467768
K2-291,1.0,4.50015,1.25818,19.03055271461997,1.1797086245504944
K2-293,1.0,4.48433,1.19746,10.097662223620995,0.9259598239008148
K2-294,1.0,4.30573,0.633126,45.543769563296756,1.8569388247622363
K2-295,1.0,,,17.438774153255782,
K2-3,1.0,4.6932,3.26661,57.60393112608663,1.2463548352252056
K2-30,1.0,4.33019,0.733162,13.444695232078345,1.263351014704251
K2-308,1.0,,,65.11181883241836,
K2-31,1.0,4.37794,0.846128,64.83540033593835,1.8843761298796369
K2-315,1.0,5.05365,20.0525,50050.10444423857,3.3972364630871206
K2-316,1.0,4.87108,7.67934,9566.763897038678,3.0954411596779865
K2-317,1.0,4.884,8.21581,116.04257789617732,1.1499669809793922
K2-318,1.0,4.68761,3.18723,32.629461446408506,1.0101965011723868
K2-319,1.0,4.46479,1.14966,309.95660689128806,2.430731476744733
K2-32,1.0,4.53357,1.46273,21.62766109426821,1.1698453868693293
K2-320,1.0,4.95523,11.9886,73.97879212442787,0.7903387659811175
K2-321,1.0,4.65924,2.81793,83.92776791540243,1.4739754724436303
K2-322,1.0,4.63473,2.53838,3.063184685555385,0.08161654480049038
K2-323,1.0,4.70557,3.45062,51.48824956028501,1.17381099223642
K2-324,1.0,4.72522,3.76908,43.83777962949887,1.065613193552054
K2-325,1.0,4.92823,10.3836,135.09469240458634,1.1142903370485642
K2-326,1.0,4.56828,1.99121,5.963115794726696,0.4763561781081237
K2-329,1.0,4.54274,1.50901,65.45134146436402,1.6372264343085507
K2-33,1.0,4.06317,0.463704,92.60994698489297,2.300416793367611
K2-330,1.0,4.19069,0.385105,64.22849424073188,2.2221485833156396
K2-331,1.0,4.4036,0.870106,306.3526779668065,2.5466495176126283
K2-332,1.0,4.9373,10.8972,38.222764704914674,0.5450071752458793
K2-333,1.0,4.29548,0.599245,1205.362200922181,3.3035131492195635
K2-334,1.0,4.17425,0.361044,7.738976949897364,1.3311234210606964
K2-335,1.0,4.27365,0.513096,46.160710042076076,1.9540738515078702
K2-336,1.0,4.59319,1.79126,795.1300497021557,2.6472795387737302
K2-337,1.0,4.27169,0.541663,3.826568065259212,0.8490802720219637
K2-338,1.0,4.69363,2.87295,1.9218924398412145,-0.17459898932611748
K2-339,1.0,4.60008,2.0206,4371.013918103744,3.335101840711311
K2-34,1.0,4.20966,0.421483,3.5069137518997446,0.9201450225117414
K2-340,1.0,4.32739,0.696386,437.1423287338411,2.7977728299343605
K2-341,1.0,4.36238,0.748552,96.67497354131237,2.1110920868263334
K2-342,1.0,4.41094,0.880267,91.50458137984931,2.0168284174692053
K2-343,1.0,4.75268,4.27595,17.06625527189132,0.6011056191635539
K2-344,1.0,4.68448,3.14388,531.3984076884714,2.227954287806484
K2-345,1.0,4.7031,3.4129,2.27070000905157,-0.1769638016903182
K2-346,1.0,4.60838,2.08496,48.64998792835187,1.3679850094005315
K2-347,1.0,4.69431,2.92343,38.45825700226351,1.1190968979934741
K2-348,1.0,4.47272,1.24777,69.66927282049973,1.746906737844953
K2-349,1.0,4.60139,1.85294,245.8431954537817,2.1227968355475797
K2-35,1.0,4.4874,1.43794,22.74270536860308,1.1991013602197138
K2-350,1.0,4.47496,1.11384,879.3296942111867,2.8973289290280495
K2-351,1.0,4.41706,0.916354,66.80015041717688,1.8627141604571993
K2-352,1.0,4.50956,1.26133,44.74934500705678,1.549957957665481
K2-353,1.0,4.40674,0.915944,339.8616477380451,2.5694332365515122
K2-354,1.0,4.80673,5.53947,312.11951477931007,1.7508527083774037
K2-355,1.0,4.4824,1.1773,42.06402139803153,1.553023645670065
K2-356,1.0,4.58019,1.66745,15.873479101947396,0.9786193044908692
K2-357,1.0,4.4752,1.13121,44.34417790976545,1.5932933723136198
K2-358,1.0,4.51214,1.31137,142.2215226134644,2.0352400796955292
K2-36,1.0,4.56911,1.7931,12135.681905371164,3.8304596738574554
K2-366,1.0,4.54449,1.42787,6754.35594727425,3.6748952747253933
K2-367,1.0,4.68935,2.84892,236.43532334640423,1.9190321064180917
K2-368,1.0,4.66595,2.52009,54.624622187469896,1.335972395158714
K2-369,1.0,4.57398,1.57258,199.08690718393763,2.1024299518549245
K2-37,1.0,4.47902,1.28073,126.30184468601942,1.9939521110182565
K2-370,1.0,4.40929,0.93833,3.126025237035503,0.522636878166551
K2-371,1.0,4.60227,1.94713,3.0533168770610475,0.19537693013539012
K2-372,1.0,4.4581,1.09374,50.90615644802288,1.6678562125517673
K2-373,1.0,4.10838,0.305474,57.3622246430114,2.2736517341824145
K2-374,1.0,4.51892,1.29645,66.73421860430814,1.7115928075928941
K2-375,1.0,4.0792,0.282552,56.7053052196286,2.3025253066694056
K2-376,1.0,4.37975,0.771151,3.478394933291558,0.6542394637034844
K2-377,1.0,4.57904,1.98209,17.60457231124956,0.9485021082636785
K2-378,1.0,4.60144,1.9781,84.67835981039116,1.6315241943507897
K2-379,1.0,4.50509,1.49169,59.25257720144188,1.5990286664967448
K2-38,1.0,4.31072,0.640944,37.75547201436838,1.77015981775757
K2-380,1.0,4.16615,0.394915,77.89320148712119,2.2949959243412485
K2-381,1.0,4.63209,2.30019,48.65243389167001,1.3253408601718184
K2-382,1.0,4.56991,1.62978,0.974664516304141,-0.22327382861371659
K2-383,1.0,4.49358,1.33528,83.98045438039817,1.798605875949177
K2-384,1.0,4.87759,7.94455,274.6442797087235,1.5387012552960766
K2-386,1.0,4.48018,1.13409,50.28208650188953,1.6467657698355946
K2-387,1.0,4.66592,2.90022,15936.225549275534,3.7399545246712718
K2-388,1.0,4.45697,1.11901,135.86703131446973,2.084280118595385
K2-389,1.0,4.19615,0.447257,7.41149542606851,1.219348698507823
K2-39,1.0,,,195.06444610052014,
K2-390,1.0,4.44403,1.03649,38.863744900425644,1.5739795303841149
K2-391,1.0,3.89263,0.157615,379.9539481169114,3.3821334153200118
K2-392,1.0,4.4129,0.898947,26.77309247096557,1.4739644505864986
K2-393,1.0,4.39072,0.840778,339.2822912412327,2.6058798530244696
K2-394,1.0,4.56248,1.89164,406.86123699431397,2.3326078262738346
K2-395,1.0,4.46251,1.21804,51.143715125445375,1.623130721770566
K2-396,1.0,4.41109,0.976155,57.355887963313535,1.7690592246044152
K2-397,1.0,4.44204,1.04567,53.47853717434773,1.7087848708723399
K2-398,1.0,4.26738,0.531197,52.04674873045009,1.991137991439925
K2-4,1.0,4.57369,1.99686,20.80703364795214,1.017862551968025
K2-400,1.0,4.84263,6.63172,20.541417672675202,0.4910042318304657
K2-401,1.0,4.60316,2.15114,48.94061698057721,1.3570007641174215
K2-402,1.0,4.26892,0.544098,16.20657611668602,1.4740141437627308
K2-403,1.0,4.49575,1.24822,56.0008183222912,1.6519032363394233
K2-404,1.0,4.69092,3.23389,53.457191921279545,1.2182808983565396
K2-405,1.0,4.52848,1.53748,2.2659286007995587,0.16843674611245812
K2-406,1.0,4.46984,1.11046,5.826264288995824,0.7198872616576841
K2-407,1.0,4.46603,1.12118,317.29485098698814,2.451787682431351
K2-408,1.0,4.56417,1.6276,29185.874732337066,4.253625032936893
K2-409,1.0,4.22663,0.481777,0.8069347209984469,0.22399233983599023
K2-411,1.0,4.16928,0.391692,2998.081212044077,3.8838986913270763
K2-413,1.0,4.50227,1.5483,250.42273618154115,2.2088186426574206
K2-414,1.0,4.52496,1.62523,45.17876707746855,1.4440195445695503
K2-415,1.0,,,45.56685376007053,
K2-416,1.0,4.69206,3.25019,17.973022300796337,0.7427123634195146
K2-417,1.0,4.67114,2.96649,404.1978305630115,2.134351089537066
K2-419_A,1.0,,,5122.9400416076805,
K2-42,1.0,4.56777,1.83185,64.05311886832074,1.5436503723908195
K2-43,1.0,4.68275,3.12013,62.29061068320497,1.3002498993760325
K2-44,1.0,4.016,0.228237,18.997937522936855,1.920320404890039
K2-45,1.0,4.50156,1.51002,6.8147189005023785,0.6544652468808779
K2-46,1.0,4.21643,0.426361,36.418902334859496,1.9315493798817644
K2-47,1.0,4.51283,1.44743,11.49683161992111,0.8999806010850184
K2-48,1.0,4.58376,1.90988,776.4209589864886,2.6090911695025674
K2-49,1.0,4.55426,1.79828,58.08177322551313,1.5091825526247638
K2-5,1.0,4.70465,3.12436,260.3240851031511,1.920753281696963
K2-50,1.0,4.55188,1.81,50.41957283600176,1.444920587063207
K2-54,1.0,4.61985,2.38388,4.039205004558469,0.22901150571934634
K2-55,1.0,4.52788,1.66727,11.491484000558648,0.8383701809634803
K2-57,1.0,4.60296,2.11853,2204.6631429205163,3.0173076233976666
K2-58,1.0,4.51438,1.42524,200.37789479572467,2.1479618070023014
K2-59,1.0,4.70955,2.8378,58.86090423109741,1.3168451451483694
K2-6,1.0,4.51773,1.3102,447.0278559296268,2.5329969913460655
K2-60,1.0,4.11247,0.324788,3.5464315222799496,1.0381916036032113
K2-61,1.0,4.44558,1.01618,217.30773058334236,2.3301045332746386
K2-62,1.0,4.60942,2.13286,195.2988947643919,1.9617374360506135
K2-63,1.0,4.24919,0.505863,12.284242433823517,1.3853154635506086
K2-64,1.0,4.52678,1.4012,2893.6774497222586,3.3149499912221128
K2-65,1.0,,,740.6935732777525,
K2-66,1.0,4.00161,0.212131,49.348592738971334,2.366670633256782
K2-68,1.0,4.6457,2.33001,59.39066076492014,1.4063603722036053
K2-69,1.0,4.714,3.58301,1159.4032365503328,2.509986488136261
K2-7,1.0,4.03198,0.241186,39.0059660968388,2.208778944012938
K2-70,1.0,4.56746,1.6998,21.610305049501953,1.1042630724919025
K2-71,1.0,4.76013,4.42748,518.7525523923255,2.068803638509764
K2-72,1.0,4.89537,8.72285,226.5067249206523,1.4144226963017454
K2-73,1.0,4.41546,0.897907,2537.4972244126357,3.451174218585047
K2-74,1.0,4.4652,1.04241,79.68242425635273,1.8833239696040696
K2-75,1.0,4.11917,0.322847,64.80209642994134,2.302592300920597
K2-77,1.0,4.53827,1.58735,4.866646256735796,0.48655708338133896
K2-79,1.0,4.14669,0.383186,32.897435731049534,1.9337524137438549
K2-8,1.0,4.5498,1.67628,37.21271204485582,1.3463447589531334
K2-80,1.0,4.50791,1.35296,217.29053731542442,2.2057558568885747
K2-81,1.0,4.56844,1.78548,35.38031876596149,1.2970067516335446
K2-83,1.0,4.6829,3.12223,45.925249648079834,1.1675866334573686
K2-84,1.0,4.56293,1.62517,39.117330010102386,1.3814704071288835
K2-85,1.0,4.52609,1.66823,3668.588880112255,3.342243118429769
K2-86,1.0,4.54287,1.53268,47.63391006002101,1.4924647420019919
K2-87,1.0,4.10924,0.322809,47.3055528176765,2.1659664875964317
K2-88,1.0,4.78954,5.09374,20.737525245871993,0.6097201542624735
K2-89,1.0,4.70687,3.47055,11.716635634761207,0.5284046187568008
K2-9,1.0,4.90167,9.01771,15.149999587289427,0.22531635626275245
K2-90,1.0,4.62196,2.34633,21.320888658362136,0.9584162087016826
K2-91,1.0,4.86273,7.3533,1235.5791650272256,2.225388291710348
K2-95,1.0,4.81298,5.71329,2291.923124192198,2.60331377750474
K2-97,1.0,,,60.0899131307341,
K2-98,1.0,4.17177,0.359421,50.1581320518765,2.1447379063140297
K2-99,1.0,3.62228,0.0559588,342.3832563614575,3.78664412537488
KELT-1,1.0,4.2467,0.440187,3.238256210763058,0.8666739947171199
KELT-10,1.0,4.34154,0.692659,90.81288137929513,2.117627973958188
KELT-11,1.0,,,18.42502486164673,
KELT-12,1.0,3.86841,0.124545,2.0438654333993185,1.2151260017949193
