host,tic_id,elapsed_s,status,sector_used,shift_pixels,verdict,error_message
TIC_200593988,200593988,28.65819811820984,completed,6.0,3.166594064630426,"Photocenter shifted 3.17 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_201233610,201233610,29.50709295272827,completed,28.0,0.666726667305831,"Photocenter shifted 0.67 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_199688472,199688472,44.43374013900757,completed,14.0,0.21925455662925672,Photocenter consistent with target (0.22 px from catalog position),
TIC_20182165,20182165,36.728161096572876,completed,23.0,0.11848472987118851,Photocenter consistent with target (0.12 px from catalog position),
TIC_197650870,197650870,96.12245893478394,completed,57.0,1.2617946213131248,"Photocenter shifted 1.26 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_20178111,20178111,61.763922929763794,failed,,,,"Checked 3 available sector(s); none gave a trustworthy photocenter. sector 6: measured depth -118 ppm vs expected 1587 ppm -- ephemeris doesn't line up here; sector 32: measured depth -371 ppm vs expected 1587 ppm -- ephemeris doesn't line up here; sector 33: measured depth -537 ppm vs expected 1587 ppm -- ephemeris doesn't line up here. Usually this means the transit is too shallow to localize in pixel data, or the stored ephemeris doesn't propagate cleanly to any sector that has pixel data available."
TIC_199162630,199162630,81.35685873031616,completed,77.0,0.9757677723604391,"Photocenter shifted 0.98 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_206466531,206466531,53.588712215423584,completed,4.0,1.2695346290437544,"Photocenter shifted 1.27 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_202428245,202428245,70.88208198547363,completed,75.0,0.3970353481335976,Borderline: photocenter 0.40 px from target -- weak evidence of a nearby contaminant,
TIC_20988926,20988926,22.74512004852295,completed,74.0,0.8213423999417743,"Photocenter shifted 0.82 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_202468443,202468443,68.3874089717865,completed,76.0,0.8651919503683223,"Photocenter shifted 0.87 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_207501148,207501148,30.514718055725098,completed,16.0,1.189551745989538,"Photocenter shifted 1.19 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_206498307,206498307,68.21116089820862,failed,,,,"Checked 2 available sector(s); none gave a trustworthy photocenter. sector 28: measured depth 47712 ppm vs expected 1363 ppm -- ephemeris doesn't line up here; sector 42: measured depth -139 ppm vs expected 1363 ppm -- ephemeris doesn't line up here. Usually this means the transit is too shallow to localize in pixel data, or the stored ephemeris doesn't propagate cleanly to any sector that has pixel data available."
TIC_219151731,219151731,21.432039976119995,completed,5.0,0.2984488031460213,Photocenter consistent with target (0.30 px from catalog position),
TIC_219205407,219205407,16.276376008987427,completed,28.0,1.1015891618330915,"Photocenter shifted 1.10 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_210337597,210337597,32.62011909484863,failed,,,,"Checked 1 available sector(s); none gave a trustworthy photocenter. sector 14: measured depth -1345 ppm vs expected 955 ppm -- ephemeris doesn't line up here. Usually this means the transit is too shallow to localize in pixel data, or the stored ephemeris doesn't propagate cleanly to any sector that has pixel data available."
TIC_219208037,219208037,25.57229995727539,completed,28.0,2.2242037768160623,"Photocenter shifted 2.22 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_207084429,207084429,84.41829872131348,completed,3.0,0.9918073081465106,"Photocenter shifted 0.99 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_219366908,219366908,22.504273891448975,completed,4.0,0.11373624304349614,Photocenter consistent with target (0.11 px from catalog position),
TIC_219239945,219239945,25.3792622089386,completed,3.0,0.6080831795722573,"Photocenter shifted 0.61 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_207468071,207468071,74.77248001098633,completed,49.0,1.3378091329176223,"Photocenter shifted 1.34 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_219379012,219379012,25.247334241867065,completed,4.0,0.1379510962657827,Photocenter consistent with target (0.14 px from catalog position),
TIC_219164808,219164808,46.18878197669983,completed,5.0,4.52514131177844,"Photocenter shifted 4.53 px from target -- signal likely from a nearby contaminant, not the target star",
TIC_219466803,219466803,24.19592308998108,completed,60.0,1.1602829112295405,"Photocenter shifted 1.16 px from target -- signal likely from a nearby contaminant, not the target star",
