host,recon_err,var_oot_rms
KOI-1257,0.00011554255161172478,0.0172733642150563
KOI-13,8.929124760470586e-06,0.0015729844868939
KOI-134,1.4212895848686458e-05,0.0087715758897255
KOI-142,9.709313701478095e-06,0.0063868605681668
KOI-1599,0.00037408714706543833,0.0464732703482234
KOI-1783,1.8542179645919532e-05,0.0096252722092852
KOI-217,0.00012930677439726423,0.0355838668486436
KOI-2513,6.631871838180814e-05,0.0224622243131758
KOI-3503,3.4876001791417366e-05,0.0125847556264068
KOI-351,1.439015295545687e-05,0.007935980984687
KOI-3680,9.657610917201964e-05,0.0171957478748576
KOI-4777,3.436009592405753e-05,0.0237658989878328
KOI-4978,0.00018687803458306007,0.0358926761352095
KOI-55,0.0015769679594086483,0.0613424498514227
KOI-7368,5.439447704702616e-05,0.0252166889181515
KOI-7892,2.7507152253747336e-05,0.0129883796741805
KOI-7913_A,1.5024444337541354e-05,0.0173793756789163
KOI-94,9.559185855323449e-06,0.0038786813821798
KOI-984,8.837792302074376e-05,0.0072839737632332
KPS-1,2.0819241399294697e-05,0.00403769074784
Kepler-10,5.828361310022956e-06,0.0013469929120648
Kepler-100,5.6450000442964665e-06,0.003504896636209
Kepler-1000,1.3535336847780854e-05,0.0061539170010587
Kepler-1001,9.822933316172566e-05,0.0298174578509457
Kepler-1002,5.957320780680675e-06,0.0023820501779908
Kepler-1003,1.5151119896472665e-05,0.0118966944572998
Kepler-1004,1.4725997061759699e-05,0.0056433223749823
Kepler-1005,1.2192948133815662e-05,0.0057833152405632
Kepler-1006,3.816732896666508e-05,0.0212880163791229
Kepler-1007,2.5507476266284357e-05,0.0171671916579704
Kepler-1008,8.828935563087725e-06,0.0065476092246974
Kepler-1009,4.335357289164676e-05,0.0265229325114266
Kepler-101,1.4726373592566233e-05,0.0060355146519122
Kepler-1010,3.754372846742626e-05,0.0158925031010123
Kepler-1011,4.950761467625853e-05,0.0288741867611098
Kepler-1012,8.08881657121674e-06,0.0059478090988813
Kepler-1014,2.9053617026875145e-05,0.0160574921555327
Kepler-1015,1.0014253007284424e-05,0.0050856029833519
Kepler-1016,8.964058906713035e-05,0.02769241027524
Kepler-1017,1.9461216197669273e-05,0.0096900553910304
Kepler-1018,0.0001310072711930843,0.0240048130762825
Kepler-1019,5.67796251971231e-06,0.0051590503475816
Kepler-102,8.08107188277063e-06,0.0019306814862851
Kepler-1021,0.00020566832426993642,0.0394641099542892
Kepler-1022,0.00039397225555148907,0.0292253326304524
Kepler-1023,2.116593168466352e-05,0.0132157298012475
Kepler-1024,0.0008484073186991736,0.0683700294501381
Kepler-1025,1.1969836691605451e-05,0.0079275531932145
Kepler-1026,1.8717321950134647e-05,0.0108328675250088
Kepler-1027,8.543488945633726e-06,0.0039753095996309
Kepler-1028,4.4939056806470035e-05,0.012926983255297
Kepler-1029,2.519396184652578e-05,0.0136644209119379
Kepler-103,7.987936271547369e-06,0.0030082370112632
Kepler-1031,1.9891737792931963e-05,0.0125660851819017
Kepler-1032,0.0005104792799102142,0.075080691960334
Kepler-1033,0.00012271260311536025,0.0432389467417117
Kepler-1034,0.00020178330669295974,0.024968566717399
Kepler-1035,1.0561253304786078e-05,0.0047134670065278
Kepler-1036,9.405186915500963e-06,0.0079468513388833
Kepler-1037,1.612130870398687e-05,0.0127810210668632
Kepler-1038,0.00014396589176612906,0.0248225589230339
Kepler-1039,3.324023896311701e-05,0.0113687476064662
Kepler-104,5.158538624527864e-05,0.0121693849394867
Kepler-1040,8.845737738738535e-06,0.0054943618733566
Kepler-1041,5.1096708830300486e-05,0.0159526368203892
Kepler-1042,0.00027281644361210056,0.0569219258818847
Kepler-1043,0.00017395301438227762,0.0240026556348026
Kepler-1045,0.0004071124058100395,0.0338344444527772
Kepler-1046,9.193621735903434e-06,0.0057406037815291
Kepler-1047,1.424141191819217e-05,0.0055632868636191
Kepler-1048,3.76737407350447e-05,0.0153786465098469
Kepler-1049,1.6494372971465054e-05,0.0095046312237309
Kepler-105,9.04910484678112e-06,0.0044185669250996
Kepler-1050,1.1327459731091949e-05,0.0053966081765492
Kepler-1051,2.5420229121664306e-05,0.0097396700425164
Kepler-1052,5.521772072825115e-05,0.0253528889094505
Kepler-1053,9.304799334586278e-06,0.0045958093449504
Kepler-1054,1.3563211268774467e-05,0.0115554526233617
Kepler-1055,2.205509485975199e-05,0.0060016938246817
Kepler-1056,6.0749695421691285e-05,0.0177281074218037
Kepler-1058,0.00011507686667755479,0.0315180090406657
Kepler-1059,0.0008186381310224533,0.0407356825338525
Kepler-106,1.114974941174296e-05,0.0048306120348515
Kepler-1060,5.164224558029673e-05,0.0179902252122451
Kepler-1061,2.103523070218216e-05,0.0064535271310689
Kepler-1062,3.0303919402285828e-05,0.0167029012779302
Kepler-1063,1.4387840337803937e-05,0.0071439066905835
Kepler-1064,1.0800182622006105e-05,0.0099251089514545
Kepler-1065,0.0006570138357346877,0.0618584401161727
Kepler-1066,9.644338149428222e-06,0.0072025814016185
Kepler-1067,2.7625693064692314e-05,0.0136051210865314
Kepler-1069,8.903668799575826e-06,0.0053772985506452
Kepler-107,1.0797594711675629e-05,0.0038440667537857
Kepler-1070,1.4064746437725262e-05,0.01003830608101
Kepler-1072,1.8836293293134077e-05,0.0127923038658916
Kepler-1073,3.6667921449407004e-05,0.0222751908242401
Kepler-1074,2.3127842041503754e-05,0.014658114158219
Kepler-1075,6.62444144836627e-05,0.0224045658122492
Kepler-1076,9.780782590951276e-06,0.004019132272914
Kepler-1077,6.706108160869917e-05,0.0227345943378963
Kepler-1079,1.0298238862560538e-05,0.0053042125282037
Kepler-108,2.214018445556576e-05,0.009508814174822
Kepler-1080,1.3569161183113465e-05,0.0079429711902596
Kepler-1081,1.4595411812479142e-05,0.0120305943807421
Kepler-1082,9.888926285839261e-06,0.0058186189974942
Kepler-1083,0.0002853186379070394,0.0485736596465464
Kepler-1084,6.740040788599799e-06,0.0028331132013549
Kepler-1085,0.0001314211440330837,0.0317140149264132
Kepler-1086,4.767835116581409e-05,0.0324552810889771
Kepler-1087,7.103562950305786e-06,0.004517777662127
Kepler-1088,1.0903938573392224e-05,0.0022821234266272
Kepler-1089,0.0007291708461707458,0.0652788060427763
Kepler-109,9.402627085819404e-06,0.0030172451130476
Kepler-1090,3.633921460277634e-05,0.0253306349556869
Kepler-1091,7.620831001986517e-05,0.0226591304600003
Kepler-1092,8.643166165711591e-05,0.0229737455909102
Kepler-1093,1.6361347775273316e-05,0.009888773528759
Kepler-1094,6.255733387661166e-05,0.0278828438631989
Kepler-1095,0.00012345063714747084,0.0205005463857226
Kepler-1096,4.538483653959702e-05,0.0180604530449297
Kepler-1097,9.721643073135056e-05,0.0247970080349886
Kepler-1098,2.856193873412849e-05,0.0206507332359696
Kepler-1099,0.00016165698434633669,0.0299247715960023
Kepler-11,1.2695562190856435e-05,0.0093624157241832
Kepler-110,7.463909071248054e-06,0.0042812471788751
Kepler-1100,1.9510401671141153e-05,0.0089053993080878
Kepler-1101,0.00012885479372926056,0.0286091184921764
Kepler-1102,7.978436042321846e-05,0.023206660831599
Kepler-1103,8.202333276585705e-06,0.00980644581496
Kepler-1104,7.507877285206632e-06,0.00440281914967
Kepler-1105,6.4074468355102e-05,0.017767522217559
Kepler-1106,6.419765804821509e-05,0.01604673619214
Kepler-1108,5.985915595374536e-05,0.0224534704155591
Kepler-111,9.679162758402526e-06,0.0075914822158529
Kepler-1110,0.00021147139705135487,0.0613791444535798
Kepler-1111,7.14457755748299e-05,0.0190503833270637
Kepler-1112,6.250870728763402e-05,0.022239207431326
Kepler-1113,5.9653943480952876e-05,0.02224565771446
Kepler-1114,1.5194171055554762e-05,0.0091422447485279
Kepler-1115,6.9273260407953785e-06,0.0040160768575929
Kepler-1116,0.00022322409131447785,0.025045653303337
Kepler-1117,2.3467928940590355e-05,0.0119191811199498
Kepler-1118,0.00016622615839878563,0.032452717343206
Kepler-1119,0.0001172657503047958,0.0331781380428939
Kepler-112,1.3951125197309011e-05,0.0104644319583031
Kepler-1120,8.810731196717825e-05,0.0289094382873854
Kepler-1121,7.622839746090904e-06,0.0026850169188485
Kepler-1122,8.850663107295986e-05,0.0287895622563786
Kepler-1123,0.00014071635087020695,0.026269608964131
Kepler-1124,0.00015141256881179288,0.0418635294604962
Kepler-1125,5.627546443065512e-05,0.0326332255517257
Kepler-1126,2.7768488507717848e-05,0.0103769542245862
Kepler-1127,5.512626876225113e-05,0.028501990723609
Kepler-1129,0.00039152015961008146,0.0448580938198104
Kepler-113,1.2882026680927083e-05,0.0050346956893944
Kepler-1130,7.805083555467718e-06,0.003016542608974
Kepler-1131,6.508642945846077e-05,0.033653292726559
Kepler-1132,7.101262963260524e-05,0.0293916285731253
Kepler-1133,0.00010198492600466125,0.0195761575728873
Kepler-1135,3.3307831017737044e-05,0.0126371067119546
Kepler-1136,0.0001659509816818172,0.0319208905037435
Kepler-1137,7.906689916126197e-06,0.0043027530376768
Kepler-1138,0.00017187681805808097,0.0296165213871744
Kepler-1139,6.386576433214941e-05,0.0093446385967506
Kepler-114,1.225657422310178e-05,0.007124898773351
Kepler-1140,6.740938715665834e-05,0.0257319732964213
Kepler-1141,1.0013150131271686e-05,0.003048910116474
Kepler-1142,4.340461782703642e-05,0.0158778339624538
Kepler-1143,0.0005959311529295519,0.0386807005617734
Kepler-1144,0.00025057077255041804,0.0240748460761353
Kepler-1145,9.008346387417987e-05,0.0390129010527011
Kepler-1146,0.00013975946785649285,0.0384450715606301
Kepler-1147,0.00039992251549847424,0.0364810111610519
Kepler-1148,0.00040377775439992547,0.0320271048724762
Kepler-1149,0.00012421888095559552,0.0207499944549782
Kepler-115,8.620170774520375e-06,0.0067049258047212
Kepler-1150,7.568033288407605e-05,0.0182737678345041
Kepler-1151,2.7244943339610472e-05,0.0188088819125106
Kepler-1152,3.782118437811732e-05,0.0109077192268876
Kepler-1153,0.0007870510162319988,0.0525560250221551
Kepler-1154,7.821384951967048e-05,0.0281943280118853
Kepler-1155,3.742128092198982e-05,0.0259837323065496
Kepler-1156,2.470281924615847e-05,0.0111148155875131
Kepler-1157,2.1901781792621478e-05,0.0101880219006249
Kepler-1158,9.846809689406655e-06,0.0081381497633313
Kepler-1159,0.00011170267862326,0.0293112749741
Kepler-116,2.3901834538264666e-05,0.0109993820530345
Kepler-1160,0.00034697228329605423,0.0601956256637909
Kepler-1162,0.0014496451913146302,0.0603010256396517
Kepler-1163,8.875841217559355e-06,0.0043516581888032
Kepler-1164,3.4966794828505954e-05,0.0140633007797541
Kepler-1165,5.588297972280998e-05,0.0171764021780223
Kepler-1166,2.349921123823151e-05,0.0141657142515016
Kepler-1167,0.0003880187105096411,0.0715147178401929
Kepler-1168,0.00029918275686213747,0.0395124239213387
Kepler-1169,9.710150607133983e-06,0.0099675988500357
Kepler-117,2.98574493626802e-05,0.0131081584450259
Kepler-1171,8.532300910246704e-06,0.0077345885789214
Kepler-1172,0.002955551870400086,0.0876841891563519
Kepler-1173,1.3288844797898491e-05,0.0078402066460441
Kepler-1174,1.5602129451508517e-05,0.0106661720638471
Kepler-1175,0.003446934191742912,0.0962970049282526
Kepler-1176,0.0002663470877450891,0.0327395295404775
Kepler-1177,9.641359611123335e-05,0.0142153720866245
Kepler-1178,1.3277451557769382e-05,0.0087483273094624
Kepler-1179,1.617791656371992e-05,0.0098417579929968
Kepler-1180,0.00010180826575378887,0.0305865857353333
Kepler-1181,1.0105820706485247e-05,0.0179934789488697
Kepler-1182,9.688325553725008e-05,0.0309861488675271
Kepler-1183,0.0005175983533263206,0.0647206564866898
Kepler-1184,5.160228829481639e-05,0.0279747262727294
Kepler-1185,8.44592415205625e-06,0.0035179501023865
Kepler-1186,0.0006040073494659737,0.0377486849513041
Kepler-1187,7.115197422535857e-05,0.0212339902860697
Kepler-1188,0.000125180980830919,0.0233758872271806
Kepler-1189,1.9838445723507903e-05,0.0150747338716275
Kepler-119,6.210038827703102e-05,0.014777271223502
Kepler-1190,3.337011435178283e-05,0.0120434983185954
Kepler-1191,0.0005849136941833422,0.0311049668314718
Kepler-1192,0.00010352107801736565,0.036656339484694
Kepler-1193,1.2556339584079979e-05,0.0058148278291924
Kepler-1194,3.33420391598338e-05,0.0133421836580459
Kepler-1195,0.0001262376918020891,0.0457921938277829
Kepler-1196,5.435265302367043e-05,0.02380423504661
Kepler-1197,0.00010416861550766043,0.0204664731042099
Kepler-1198,7.651523810636718e-05,0.0218189910851307
Kepler-1199,1.216787200064573e-05,0.0051257098248428
Kepler-12,1.702821600702009e-05,0.0065985653768112
Kepler-120,9.264623076887801e-05,0.0144068375424166
Kepler-1201,3.4852401995522087e-05,0.0209701823921191
Kepler-1203,1.6450285215796612e-05,0.0150398399320262
Kepler-1204,0.00028500846383394673,0.0371949864301134
Kepler-1205,0.0004959879734087735,0.0527747899505625
Kepler-1206,0.00012638251973839942,0.0439700065688907
Kepler-1207,8.917663944885135e-05,0.0150178067497294
Kepler-1209,1.1263316878284968e-05,0.003444636610298
Kepler-121,0.0001254955932381563,0.0226295851985147
Kepler-1210,0.0001811791371437721,0.034194131819423
Kepler-1211,0.0012631259160116315,0.0694805017853386
Kepler-1212,3.906462507075048e-05,0.0263512338747386
Kepler-1213,1.3477158631758357e-05,0.0057946710241416
Kepler-1214,5.261556088953512e-05,0.034687328838872
Kepler-1215,6.586755580428871e-05,0.0198059012539715
Kepler-1216,0.00017553256657265592,0.0250994764804792
Kepler-1217,0.0001168414564745035,0.0347248791048815
Kepler-1218,6.62755805933557e-05,0.0131379469374305
Kepler-1219,1.0519047521029279e-05,0.0039186853626184
Kepler-122,0.00010767665935418336,0.0155248565332038
Kepler-1220,0.00011753053331631236,0.0327377412464438
Kepler-1221,9.935078742273618e-05,0.0300737499737672
Kepler-1222,8.640135263249249e-06,0.010406005264453
Kepler-1223,2.4210006358771352e-05,0.0159718244421023
Kepler-1224,1.0428183600197372e-05,0.0050582896727143
Kepler-1226,1.689054704456794e-05,0.0133640187735932
Kepler-1227,1.960809572665312e-05,0.0104032167314323
Kepler-1228,9.288480760005768e-05,0.021084067209676
Kepler-1229,8.467112911603181e-05,0.0373557523575976
Kepler-123,3.908522648998769e-05,0.0144647400508059
Kepler-1230,0.0001454635876143584,0.0304517885909409
Kepler-1231,5.715660108762677e-05,0.0213368183900187
Kepler-1232,0.0001988909389183391,0.0220640021642926
Kepler-1233,0.023623388027772307,0.1607780557693772
Kepler-1234,0.0003137759558740072,0.06376396789619
Kepler-1235,2.0711205706902547e-05,0.0081294245930152
Kepler-1238,7.42172569516697e-05,0.0264240023688892
Kepler-1239,0.0004890924210485537,0.1018126014155244
Kepler-124,1.814151414691878e-05,0.0093675100606316
Kepler-1240,4.495278199101449e-05,0.0096051818915871
Kepler-1241,0.00047861849452601746,0.0776783960523089
Kepler-1242,0.0003883661993313581,0.0658064554575271
Kepler-1243,6.964535259612603e-05,0.0239064605801834
Kepler-1244,9.18794455628813e-06,0.0033396215941673
Kepler-1245,7.351744989136932e-05,0.0355715638820428
Kepler-1246,7.301212644961197e-05,0.0202316712676593
Kepler-1248,1.1002778137481073e-05,0.0047831060097078
Kepler-1249,0.00010341900269850157,0.0532264345753369
Kepler-125,5.4642880968458485e-05,0.0177373198669124
Kepler-1250,0.001034031476592645,0.0426780081714084
Kepler-1251,7.394901058432879e-05,0.0190206869971458
Kepler-1252,3.579486519811326e-05,0.0200526676820802
Kepler-1253,6.96367266073139e-06,0.0032688539693475
Kepler-1254,0.00018994682795892004,0.0242778020146267
Kepler-1255,5.0379754156892886e-05,0.0244761715695306
Kepler-1256,2.3608633910043864e-05,0.0110722796887262
Kepler-1258,9.420093419976183e-06,0.0080945963501754
Kepler-1259,0.00020702752044599038,0.0324117221928218
Kepler-126,5.2841056685792864e-06,0.0028226881062739
Kepler-1260,8.814636476017768e-05,0.0262442954922686
Kepler-1261,0.0005759786290582269,0.0330403186173096
Kepler-1262,0.00035655058309203014,0.0350503927752129
Kepler-1263,5.577006049861666e-05,0.0195021679954132
Kepler-1264,2.769942057057051e-05,0.014057427720364
Kepler-1265,0.00024333226792805362,0.0279326948587431
Kepler-1266,0.00047892392831272446,0.0805922552372928
Kepler-1268,0.0002773502274067141,0.0441182578718407
Kepler-1269,1.3226944702182664e-05,0.0070682551792988
Kepler-127,8.733038782793301e-06,0.0043916760398055
Kepler-1270,9.445789146411698e-06,0.0052042638844327
Kepler-1271,1.5632000895493547e-05,0.0110115473593397
Kepler-1272,2.3390708292936324e-05,0.0119501220857929
Kepler-1273,0.0007189952302724123,0.0431808759963925
Kepler-1274,6.8812702238574275e-06,0.0022059723430415
Kepler-1275,2.9446666530930088e-05,0.0193049915629727
Kepler-1276,8.697011310232483e-06,0.0047041195360612
Kepler-1277,1.7768370071280515e-05,0.0128226919244435
Kepler-1278,1.1556762160580547e-05,0.0076858403506927
Kepler-1279,1.5063248270053009e-05,0.0113801391374774
Kepler-128,6.601839999120784e-06,0.0017128021174184
Kepler-1281,0.0016631455946480855,0.0650123894224256
Kepler-1282,0.00017845682486949954,0.0402064608200693
Kepler-1283,0.0001423341909685405,0.0448070402342963
Kepler-1284,0.000761373623390682,0.0470009478689449
Kepler-1285,9.740828375015553e-06,0.0024843982103421
Kepler-1286,9.91360593616264e-05,0.0275581581610261
Kepler-1287,0.00014746487977390643,0.0279150696405726
Kepler-1288,1.0013085670834698e-05,0.0059886998969451
Kepler-1289,0.00013468306497088633,0.0218531249401945
Kepler-129,1.0043324152775313e-05,0.0044854132729206
Kepler-1290,0.0024665053060743958,0.069128941640227
Kepler-1291,0.0005354267996153794,0.0659511969547247
Kepler-1292,0.001775907992850989,0.0578387809165695
Kepler-1293,1.2671565741584345e-05,0.0059214989886666
Kepler-1294,0.0022797812416683882,0.1958300885687827
Kepler-1296,5.6526817388657946e-05,0.0182639426076362
Kepler-1297,0.0005030817337683402,0.021939835518492
Kepler-1298,9.879703156912001e-06,0.0016919146611794
Kepler-1299,0.002614807744976133,0.0799220698666546
Kepler-130,7.595484277089781e-06,0.006115943795926
Kepler-1300,8.150385951921635e-06,0.0042644002516874
Kepler-1301,0.0005772825534222648,0.0357294616054964
Kepler-1302,8.739484110265039e-05,0.0178976720424478
Kepler-1303,2.8852028890469228e-05,0.0147704741274425
Kepler-1304,4.248880213708617e-05,0.0251252665957184
Kepler-1307,0.0002587937342468649,0.033075975976588
Kepler-1308,2.3441462417395087e-05,0.0109645629973232
Kepler-1309,0.0009994929714594036,0.0913380678478154
Kepler-131,5.806999013202585e-06,0.0041990493326051
Kepler-1310,1.4786652627662988e-05,0.0106703345998394
Kepler-1311,1.0488681709830416e-05,0.0056468068765805
Kepler-1312,7.717497055637068e-06,0.0041961612981248
Kepler-1313,7.573548828077037e-06,0.0042772455858444
Kepler-1314,0.002408306288998574,0.0879182955927738
Kepler-1315,0.0004289168464310933,0.0338062853684838
Kepler-1316,5.183152188692475e-05,0.0154378821617062
Kepler-1317,5.7272145568276756e-05,0.0274936963564658
Kepler-1318,0.011318504111841321,0.1919417752221784
Kepler-1319,1.6827372178340738e-05,0.0080788984919053
Kepler-132,5.415908816530646e-06,0.0052495103592242
Kepler-1323,7.110924002518004e-06,0.0033908836345005
Kepler-1324,2.356735444664082e-05,0.0236304950711917
Kepler-1325,0.0001876559454103699,0.0275315849695743
Kepler-1326,6.816471170623117e-06,0.0058128281467792
Kepler-1327,1.8546041474110098e-05,0.0088205712719416
Kepler-1328,1.0265012292620668e-05,0.0086282050274381
Kepler-1329,0.000339795933541609,0.0419820387859743
Kepler-133,1.1225459502384183e-05,0.0042392424406605
Kepler-1331,9.82393066806253e-05,0.0261997610562052
Kepler-1332,1.7848995867097983e-05,0.0082825564030954
Kepler-1333,9.017321553983493e-05,0.036069881718152
Kepler-1334,0.00026798606268130243,0.0295572674585795
Kepler-1335,0.0002011590240726946,0.0251429246330758
Kepler-1336,1.5747993302284158e-05,0.0130312064403727
Kepler-1337,0.00039512596413260326,0.0492287169693136
Kepler-1338,1.7767916347111168e-05,0.0075091102690632
Kepler-1339,5.577077530460883e-06,0.0025990801120451
Kepler-134,6.3948500041988154e-06,0.0065767906320257
Kepler-1340,0.0001254865710507147,0.0389231359006654
Kepler-1341,2.4307461899297778e-05,0.0161847494646236
Kepler-1342,0.00034399675496388227,0.0597567449596173
Kepler-1343,0.0004527545752353035,0.05791540223463
Kepler-1344,3.2686771874068654e-05,0.0105658405503088
Kepler-1345,8.201008995456505e-06,0.0093939102341304
Kepler-1346,3.142433843095205e-05,0.0164648107989361
Kepler-1347,1.2418118558343849e-05,0.009798052941746
Kepler-1348,9.122069877776084e-05,0.0188607926094196
Kepler-1349,8.753199836064596e-06,0.0015019857571739
Kepler-135,8.4396883721638e-06,0.0099276718713046
Kepler-1350,0.00022523323059431277,0.051866307142693
Kepler-1351,1.3750735661233193e-05,0.0106719686680468
Kepler-1352,1.4517337945108011e-05,0.0054199423896528
Kepler-1353,9.183875772578176e-05,0.0366837299702081
Kepler-1354,3.334698385515367e-05,0.0136681270803754
Kepler-1355,0.0002082399787468603,0.032114098726878
Kepler-1357,0.00011820214422186837,0.030111411470263
Kepler-1358,2.5963347070501186e-05,0.0124346175964447
Kepler-1359,0.004356689576525241,0.0713438532391533
Kepler-136,8.319001892687083e-06,0.0025505949947284
Kepler-1360,3.0469029979940387e-05,0.0108424130661396
Kepler-1361,1.5552063018731133e-05,0.0081985616369939
Kepler-1362,0.0002466105324856471,0.0507075235920244
Kepler-1363,7.027082983768196e-05,0.0291112851928984
Kepler-1364,8.890410015283123e-06,0.0056321866224997
Kepler-1365,1.0808803835971048e-05,0.0069730121041186
Kepler-1366,0.00017659111836110242,0.0625749305653764
Kepler-1367,0.0001016820833683596,0.0314867221933254
Kepler-1369,0.00047295045806095004,0.0345670073616719
Kepler-137,7.953330680265935e-06,0.0043350893475676
Kepler-1370,5.966346179775428e-05,0.0265498713059569
Kepler-1371,1.9426704625402635e-05,0.0086337145083697
Kepler-1372,0.00043042563629569486,0.0365171995883568
Kepler-1373,2.4580723447797936e-05,0.0144022906129788
Kepler-1375,4.345604975242168e-05,0.0445563243415667
Kepler-1376,3.114806236226286e-05,0.0167619323174735
Kepler-1377,0.0006906208509462886,0.0495192751293733
Kepler-1378,0.04659244604408741,0.4567237344082801
Kepler-138,5.512848758826294e-06,0.0027419916195607
Kepler-1380,0.0011411759187467396,0.0486758717784628
Kepler-1381,0.0006301291869021952,0.037596994076927
Kepler-1382,1.0027420159985923e-05,0.0054867494638491
Kepler-1383,3.341987735439034e-05,0.0115205633674155
Kepler-1384,0.00038949476584093645,0.0484541485595681
Kepler-1385,8.503492551881209e-06,0.0042165047102597
Kepler-1386,3.3793254260672256e-05,0.014435442624549
Kepler-1387,1.8293133962288266e-05,0.0171827773047347
Kepler-1388,8.843443447403843e-05,0.049756944378538
Kepler-1389,2.852148145393585e-05,0.0172170109923536
Kepler-139,9.562389664097282e-06,0.0050077422169085
Kepler-1390,2.8697882498818217e-05,0.0150172007321148
Kepler-1391,9.537044320495625e-06,0.009606243212261
Kepler-1392,0.0006070099916541949,0.0464927509565386
Kepler-1393,1.0437453056511004e-05,0.0056741700336775
Kepler-1394,7.707794566158555e-06,0.0023366122568825
Kepler-1395,7.72486242794912e-06,0.0035610358985792
Kepler-1396,9.071179647435201e-05,0.0274455989086082
Kepler-1397,1.7031455286087294e-05,0.0128898654940306
Kepler-1398,1.5380077797999547e-05,0.008708052526231
Kepler-14,6.0063148623612506e-06,0.0027624936759967
Kepler-140,1.0344080919821863e-05,0.0047478056642156
Kepler-1400,0.0003396814536245074,0.0380142058845653
Kepler-1401,0.00010109623235621257,0.0274179646777919
Kepler-1402,8.4363999121706e-05,0.0167054598004043
Kepler-1403,0.0002739094561547972,0.1270174977865709
Kepler-1404,0.0001571085158502683,0.0477917254478373
Kepler-1405,0.0014992126525612548,0.115925571104119
Kepler-1406,2.6855443820750224e-05,0.0071404301907814
Kepler-1407,0.00024173867859644815,0.0219034287720146
Kepler-1408,8.263077745596092e-06,0.0025030249371036
Kepler-1409,6.478343357230187e-05,0.0321809216226941
Kepler-141,2.277662815686199e-05,0.0058468901175443
Kepler-1410,0.0001298666884395061,0.0434651123027068
Kepler-1411,0.00038954647243372165,0.0492018001682471
Kepler-1412,1.865147430635261e-05,0.0057179638347134
Kepler-1414,3.92791935155401e-05,0.0178093035409156
Kepler-1415,0.0003039548537344672,0.0418036063403523
Kepler-1416,6.165797367430059e-05,0.0149508853565966
Kepler-1417,9.577124217230448e-06,0.0090683485924058
Kepler-1418,3.786768138525076e-05,0.0178517430001473
Kepler-1419,0.00048724473526817746,0.069548408846047
Kepler-142,1.0136771152247093e-05,0.0053684784020224
Kepler-1421,1.020685652974862e-05,0.0041274185131825
Kepler-1422,0.00011501325388962869,0.0381241188412271
Kepler-1423,2.774198560473451e-05,0.0136347778472795
Kepler-1424,1.098363838991645e-05,0.0070667443476735
Kepler-1425,1.3875686647679686e-05,0.008504467205356
Kepler-1426,0.0002595620844658697,0.0277013660858797
Kepler-1428,0.0003000598771905061,0.0277481484004702
Kepler-1429,0.00022723582333128434,0.0203547768965997
Kepler-143,1.8446444073560997e-05,0.008797012407957
Kepler-1430,0.0003474534969427623,0.0369212674154969
Kepler-1431,0.00018522979371482506,0.0312264376154274
Kepler-1432,0.00033734301177901216,0.0577745710139755
Kepler-1433,0.00048689532923162915,0.031468048812023
Kepler-1434,7.4000399763463065e-06,0.003025214637339
Kepler-1435,1.3058035278845637e-05,0.0051163031810237
Kepler-1436,7.896030274423538e-05,0.0259367143543039
Kepler-1437,7.573219681944465e-05,0.0332224532017589
Kepler-1438,9.052233872353099e-05,0.0287455163204622
Kepler-1439,0.00012654798319999827,0.0326582318964259
Kepler-144,8.701255580945144e-06,0.0025665872188214
Kepler-1440,1.4611953247367637e-05,0.0094057867746042
Kepler-1441,0.0022677832457702607,0.1085980078330857
Kepler-1442,6.664820261903515e-06,0.0030644137172948
Kepler-1443,7.7818419867981e-06,0.0029431493411138
Kepler-1444,6.545357791765127e-06,0.003276118874878
Kepler-1445,6.880355613247957e-06,0.0034016096534999
Kepler-1446,1.2140457215537026e-05,0.0032503385360879
Kepler-1447,2.368025661780848e-05,0.0146760773992814
Kepler-1448,4.183780356470379e-05,0.0141861541401349
Kepler-1449,0.00027006265008822083,0.0315617740443179
Kepler-145,5.653482929801612e-06,0.0026227607528006
Kepler-1450,0.00011420731698308373,0.0292134203413737
Kepler-1451,7.832884330127854e-05,0.0374916989129809
Kepler-1452,8.85642663206454e-06,0.0055660860345349
Kepler-1453,0.0003954121420974843,0.0384790778263957
Kepler-1454,6.772591950721107e-05,0.0173359155531797
Kepler-1455,0.0005204142871662043,0.0644178368316606
Kepler-1456,0.00015566514230158646,0.0306102677970114
Kepler-1457,8.054786349021015e-06,0.0108077759682239
Kepler-1458,2.5331654796900693e-05,0.0112527540536364
Kepler-1459,2.803519623739703e-05,0.012017908454773
Kepler-146,3.815590798694757e-05,0.0136185851593603
Kepler-1460,0.0003696765452332329,0.042467270463759
Kepler-1461,0.00040454066402162425,0.0467980748187162
Kepler-1464,3.5798557746602455e-05,0.0114585352633707
Kepler-1465,5.041096119384747e-05,0.0135235630912668
Kepler-1467,8.257154968305258e-05,0.0350085662812864
Kepler-1468,3.4760250400722725e-05,0.0263024722505105
Kepler-147,1.2732714139929158e-05,0.0101745275831672
Kepler-1470,3.67369166269782e-05,0.0255027806786516
Kepler-1471,0.0003418607884668745,0.0351777779834584
Kepler-1472,4.780304243467981e-05,0.0176058396612629
Kepler-1473,0.00012286526816751575,0.0249628156258046
Kepler-1474,0.0001055868124240078,0.0329943457820922
Kepler-1475,0.00011671616448438726,0.0314284359222656
Kepler-1476,0.0005062733143859077,0.0350098258759947
