tid,toi,tfopwg_disp,ra,dec,st_rad,st_teff
373785851,2062.01,FP,27.778642,63.081422,2.36,6895.0
141663460,2066.01,FP,228.631968,-43.385063,2.26,9277.7
260271203,207.01,FP,94.218082,-58.229798,1.21025,5963.0
115446313,2284.01,FP,252.471891,47.316983,1.21,6109.0
48178229,2517.01,FP,99.172585,-23.309761,2.19,6863.0
148233571,2754.01,FP,101.346587,-41.249216,1.07,5544.7
134315574,2759.01,FP,107.356081,-44.683482,2.06,6033.0
382188882,276.01,FP,81.353084,-55.019925,1.58083,6366.0
130611752,2760.01,FP,105.752117,-43.493068,1.48,5643.0
441738827,2084.02,FP,259.254539,72.747023,0.466766,3630.0
197959526,2303.01,FP,348.296702,-53.832813,1.69458,6454.0
224313733,1856.01,FP,234.099145,57.890738,1.0,5616.4
356919658,1863.01,FP,273.580728,57.992976,1.32,6404.0
279982557,2097.01,FP,297.393769,66.293958,0.791524,5264.0
61980227,2316.01,FP,335.53692,-30.763927,1.25844,6764.0
274599700,2317.01,FP,255.328342,51.529396,1.43565,5635.75
207501148,2320.01,FP,247.657124,56.399869,1.23623,5879.0
341419787,2544.01,FP,120.153396,-54.509002,1.98859,5441.0
294500964,2550.01,FP,122.228117,12.207623,0.916742,5509.1
144043410,2554.01,FP,126.755088,-20.680147,2.04438,6969.2
155491828,2555.01,FP,123.488475,-24.7173,1.6,6337.5
400476523,1867.01,FP,295.558877,59.589129,1.65,6615.0
233503636,1871.01,FP,251.235703,77.344038,1.67,5955.3
233497719,1877.01,FP,249.519983,77.756401,1.01,6051.0
230386397,2099.01,FP,285.786011,64.230256,0.71,4316.0
393911494,2106.01,FP,207.178453,44.911752,0.976212,5590.0
293527670,2323.01,FP,352.192845,-76.636896,1.64,5522.0
59859387,1881.01,FP,110.369675,-45.567737,1.47,6564.4
459997997,1888.01,FP,156.250032,-60.575142,2.04,7397.0
278866211,189.01,FP,100.807811,-55.244376,1.04092,6054.0
356235833,2111.01,FP,260.096376,20.281856,0.95,5477.0
1400212743,2113.01,FP,267.354593,40.457105,1.76,5286.9
54464870,2115.01,FP,19.595393,63.545086,2.11,8153.0
422838133,2116.01,FP,23.829473,72.936844,1.65,6927.0
279212407,2117.01,FP,25.690461,65.895769,1.72,6280.0
17416749,2118.01,FP,242.201,35.691135,2.13,6398.0
29959761,2340.01,FP,42.261441,-16.557655,0.73,5027.0
100267480,2341.01,FP,306.843521,-53.220653,0.62,3495.0
100589632,2342.01,FP,86.458859,-32.947641,0.84,4794.0
239638934,2571.01,FP,333.592905,32.490119,1.08,5633.0
350445771,258.01,FP,85.467425,-56.740455,1.98958,6474.57
62530991,2585.01,FP,132.541715,-2.979643,0.78,5276.5
420645189,1897.01,FP,48.370422,75.268379,1.03,5937.0
420645189,1897.02,FP,48.370422,75.268379,1.03,5937.0
219766989,2354.01,FP,192.32172,-21.333033,1.53,6095.0
124095888,2358.01,FP,196.285834,-31.985378,1.24,6423.0
9727392,236.01,FP,358.444734,-10.884958,1.47459,6421.5
31656385,2360.01,FP,46.659674,-66.007932,1.57,5963.1
344085117,2365.01,FP,108.017449,-50.247778,1.25112,5832.0
229285649,2591.01,FP,98.024193,11.852283,1.41,6287.0
12036590,2598.01,FP,91.233761,-1.134248,0.86,4405.0
176772671,2603.01,FP,142.566679,-18.843066,0.594491,3947.0
308425348,1918.01,FP,167.582816,-58.982985,1.09,6271.0
336267424,2138.01,FP,281.6619,41.56002,1.31284,6835.31
158916431,2146.01,FP,269.989998,29.655175,2.13,7272.0
233569098,2148.01,FP,281.814167,64.806519,1.51,5930.0
189620016,2372.01,FP,144.040606,-24.751118,2.6058199,6127.1
268914377,2610.01,FP,118.049909,-48.498597,0.483749,3148.0
230267547,2150.01,FP,264.591131,18.473875,1.84,6446.3
23389848,2151.01,FP,275.117976,30.85588,1.95,5660.0
406855039,2153.01,FP,274.87052,71.248626,2.1805999,5668.0
258402425,2156.01,FP,274.416666,23.917679,2.74,4872.0
298495970,2157.01,FP,261.71771,25.84927,0.93,5756.0
366563452,2161.01,FP,304.444709,77.166678,0.81,5028.0
284564230,2162.01,FP,291.524023,58.510182,1.66,6610.0
403288821,2623.01,FP,332.926877,-63.167437,2.84,5073.0
231703293,2632.01,FP,335.467524,-57.758448,1.13,6164.0
325172035,1939.01,FP,177.494824,-63.949071,,8862.0
167009792,1941.01,FP,95.102051,-66.400466,2.1,5883.8
308919449,1942.01,FP,122.61813,-65.852379,1.02,5614.1
461080504,1944.01,FP,159.580056,-61.289786,1.82219,7023.2
357536526,1945.01,FP,137.66287,-64.471528,1.66,5342.5
127315102,1946.01,FP,217.279625,-43.361979,2.56,6670.3
460140752,1947.01,FP,156.738469,-60.665225,,4990.7
31268146,1948.01,FP,88.071315,-70.920308,1.47579,5928.0
327663613,1950.01,FP,189.810101,-69.542013,,9208.0
394509844,1952.01,FP,154.996219,-79.802603,1.41,5488.0
242536549,1953.01,FP,215.145569,-41.983318,1.85,6422.1
49967354,2164.01,FP,277.907741,13.897884,3.39,5274.0
160162987,2167.01,FP,242.364094,84.491119,1.19,5752.0
364075352,2168.01,FP,306.223028,74.837343,1.26,6641.0
260043723,217.01,FP,91.608698,-58.953703,1.55,6278.0
293567206,2173.01,FP,145.799111,87.86853,1.06,5829.0
260849386,2400.01,FP,118.937216,-54.266268,2.28,6444.0
142087638,2404.02,FP,98.442149,-74.190098,1.18003,6142.0
142087638,2404.03,FP,98.442149,-74.190098,1.18003,6142.0
166184426,1955.01,FP,206.105083,-40.336403,0.31,3625.0
334911765,1956.01,FP,213.978422,-62.906643,1.11,5586.2
302659412,1957.01,FP,134.966386,-67.955597,1.79,5844.8
400323948,1959.01,FP,166.085979,-67.991833,2.62415,4866.2
141663464,1962.01,FP,228.629109,-43.387085,5.08,8049.0
190271688,1963.01,FP,221.343502,-54.761146,1.18915,5394.6
242083025,1964.01,FP,201.642206,-39.629886,1.71404,6308.3
295354126,1965.01,FP,223.151952,-61.568677,,9096.5
293708935,1969.01,FP,222.333572,-60.080256,1.51715,5796.0
392112968,3174.01,FP,174.287225,-67.519336,1.55,7108.0
389999924,3176.01,FP,160.108553,-62.685964,1.1804399,6213.0
372596796,3181.01,FP,151.49954,-66.897501,1.14,5971.0
361998994,3189.01,FP,145.2336,-63.487213,1.37,6320.0
339250695,3725.01,FP,84.789937,60.424358,1.1428699,5947.0
116257066,3728.01,FP,85.151086,34.796663,,13253.0
9032368,373.01,FP,355.901919,-11.26957,1.11,5997.0
188593930,320.01,FP,345.522623,-16.360699,0.88,5912.5
322862882,3205.01,FP,218.476437,-24.652822,0.59,4313.2
284254253,3466.01,FP,233.280288,-57.63528,1.39,5626.0
453289469,3467.01,FP,148.193703,-76.165857,2.04,5473.0
282091493,3468.01,FP,135.291964,-75.088195,0.82,4809.0
275562670,3472.01,FP,240.53688,-52.034811,0.76,5985.0
254629854,3482.01,FP,236.542661,-43.368223,2.18,6495.0
321436679,3733.01,FP,83.140649,57.623092,2.2823701,6361.4
286696848,3742.01,FP,72.799655,50.096898,0.67,3916.0
284747017,3746.01,FP,78.040149,34.750032,0.75,4570.0
29336129,2933.01,FP,132.871698,-47.739206,1.6787,6361.0
22020459,2936.01,FP,147.853628,-25.593913,1.67,6561.0
340700241,2944.01,FP,116.957847,-56.764275,1.44678,6307.0
374847873,2947.01,FP,151.064827,-63.377022,,5371.5
175476629,321.01,FP,350.977923,-38.225789,0.84,5349.5
306547699,3216.01,FP,179.457833,-62.327546,,3922.8
309436531,3217.01,FP,138.805858,-79.774383,1.25,6189.4
304950588,3220.01,FP,178.357087,-61.097733,,3505.0
303883880,3221.01,FP,177.688743,-62.75265,,
382474101,349.01,FP,12.274291,-52.046528,,6054.0
467783290,3753.01,FP,62.618611,32.306767,1.95,6630.3
27244707,3759.01,FP,65.615413,46.536013,,
304025075,2951.01,FP,140.738354,-68.83153,,
469184909,2953.01,FP,148.534383,-57.048538,,
463203560,2958.01,FP,153.250338,-58.763396,1.07,6211.0
462162963,2959.01,FP,150.368272,-59.851711,,14466.0
441334829,2963.01,FP,145.150907,-55.815548,1.23,7664.0
242460075,3236.01,FP,214.31811,-44.33969,1.31,5955.0
459850897,3503.01,FP,163.714472,-58.569285,1.78789,8405.0
117689799,3504.01,FP,300.735006,24.435135,1.04535,5863.0
86451883,3507.01,FP,298.561279,32.425717,0.81,4896.0
278968371,3508.01,FP,290.079022,21.371475,1.61,6053.0
40779013,3512.01,FP,293.480154,34.573742,,6845.2
9830791,3766.01,FP,70.242045,57.507726,0.99,5244.0
139285736,377.01,FP,348.039774,-45.017093,0.87,5039.5
20892672,378.01,FP,1.399014,-19.489511,1.18,5894.0
103245940,2967.01,FP,156.596157,-44.177389,0.92,5824.0
115242351,297.01,FP,6.17695,-36.114458,1.09429,4871.0
112037203,3253.01,FP,209.183512,-35.292443,0.78,4486.0
76505260,3257.01,FP,228.684363,-31.902206,1.36,6038.0
106224626,3524.01,FP,301.078777,34.398008,0.8,4874.0
373576942,3525.01,FP,320.427977,37.822833,1.59,6245.0
89876424,3526.01,FP,301.520846,34.315352,2.06,6125.0
67247610,3528.01,FP,311.862231,37.117833,,3633.7
470974162,3781.01,FP,110.878729,50.349524,0.9,4992.1
220396259,379.01,FP,68.891541,-56.138849,1.71,5825.0
29117085,3790.01,FP,118.426692,46.47193,0.89,5373.8
253030300,3795.01,FP,98.732441,49.676574,1.01,6205.0
393251073,3796.01,FP,115.508868,61.574659,0.86,5279.0
141631253,2987.01,FP,129.802678,-44.370051,1.2684,7051.0
34505005,2999.01,FP,146.921503,-46.86526,1.08,6749.0
27844066,3536.01,FP,296.414319,51.161973,,6292.8
294599100,3537.01,FP,302.284347,49.154874,1.07,5848.0
291147951,3541.01,FP,310.121327,25.336895,1.13,5854.0
16187321,3542.01,FP,307.376941,36.970694,1.42,6702.0
167418898,383.01,FP,99.609604,-67.656396,1.27,5951.0
155995204,384.01,FP,7.658562,-52.049331,1.35,5819.0
841226527,3843.01,FP,150.891937,67.990378,,
156816238,3845.01,FP,140.462178,38.618961,1.41,6046.0
166697854,300.01,FP,35.737437,-53.070195,1.94,5776.5
468977648,3001.01,FP,143.945436,-52.371382,2.08,6328.0
400395395,3004.01,FP,134.002198,-50.328351,1.64,6947.0
386297468,3005.01,FP,139.190353,-59.528015,1.6,6793.0
383666033,3008.01,FP,135.035068,-56.069246,1.03,6138.0
356461227,3011.01,FP,134.446403,-61.614319,,5952.0
31697707,3290.01,FP,289.140291,-34.781754,1.54,5642.0
271167979,3548.01,FP,294.557985,47.783127,0.73,4769.0
269269740,3549.01,FP,299.872379,45.499591,1.57,6527.4
271042173,3557.01,FP,294.487932,46.002151,3.57,5877.0
172754786,3561.01,FP,299.809982,38.393653,1.44,7795.0
193708920,3562.01,FP,306.256232,46.923098,0.81,5791.1
373614579,3799.01,FP,114.188526,44.051536,0.824569,5236.1
138497780,3808.01,FP,96.250314,33.032134,1.4902101,6305.0
207084429,381.01,FP,22.757528,-51.215733,1.77,5883.0
239136269,3810.01,FP,112.325562,33.591361,1.42848,9332.0
45684223,3018.01,FP,131.14418,-59.19729,0.97,5809.0
369861731,3306.01,FP,161.042028,-86.319954,1.15,5617.0
262531275,331.01,FP,20.419256,-42.481783,1.76,5608.0
337274055,3311.01,FP,269.063581,-57.100597,1.01,5552.0
1965256662,3565.01,FP,308.561885,35.395204,1.25,6017.0
169187982,3566.01,FP,297.295912,38.857228,1.2,6479.0
220016044,357.01,FP,32.321881,-48.48474,2.5465,6300.3
1976308113,3572.01,FP,314.895323,52.396406,,
358186451,3578.01,FP,317.124796,49.112843,1.73,7176.0
316606244,3579.01,FP,322.029218,56.823139,,3245.0
305478010,3580.01,FP,330.271302,38.530284,0.56,3858.0
229091748,382.01,FP,3.797833,-46.272428,1.03,5777.0
39077574,3825.01,FP,151.255619,40.341064,1.11,5886.6
390157607,3036.01,FP,183.561597,-56.773252,1.05,6721.0
262530873,304.01,FP,20.494025,-44.416747,1.88,6292.0
357538688,3044.01,FP,137.549077,-63.406609,2.48,6364.0
303867090,3049.01,FP,140.219914,-69.791681,,5211.7
327210623,3313.01,FP,270.656968,-37.440201,,3689.6
310267134,3319.01,FP,251.382358,-76.937828,0.98,5259.0
305512837,3323.01,FP,262.640686,-64.723142,0.75,4653.0
295413003,3581.01,FP,303.369006,53.276849,,4903.0
302766000,2784.01,FP,82.878464,15.771332,1.09,5784.0
251209368,2789.01,FP,95.47532,-4.321544,1.45,5906.0
464067218,3059.01,FP,155.307542,-58.537011,,3301.0
463681005,3060.01,FP,154.513775,-56.787877,1.66057,6091.0
194179013,3332.01,FP,271.039719,-34.12037,,3540.7
58046864,3343.01,FP,275.164944,-39.220957,1.51,5805.0
13023738,360.01,FP,347.08487,-29.590446,1.71,5657.0
267867517,3608.01,FP,312.456261,56.896568,2.34,7047.0
267484653,3610.01,FP,298.705925,58.301643,1.72093,5540.0
5024743,2805.01,FP,142.107198,-38.947381,2.51,8469.0
78775584,2811.01,FP,143.466543,-42.714874,3.79,8058.0
105801221,2812.01,FP,156.685218,-38.042191,1.52,6888.0
131581522,2816.01,FP,118.347733,-36.800418,1.08,5657.0
443042089,3078.01,FP,146.555933,-56.299385,1.84,7433.0
376740324,3085.01,FP,153.301542,-62.875354,,9046.0
131581531,3347.01,FP,118.348267,-36.803031,1.59,4999.4
41865539,335.01,FP,21.32225,-39.947872,1.11,5875.0
412259468,3357.01,FP,110.390835,-21.93839,1.70185,8037.0
146244533,3358.01,FP,133.542032,-48.072792,1.58,8072.0
55452495,336.01,FP,70.670279,-64.885209,2.8,7859.0
435861696,3621.01,FP,11.88786,21.938552,0.86,5400.1
398912927,3626.01,FP,18.55398,19.470441,1.57,5856.2
1979500576,3627.01,FP,314.040517,57.708367,,
429414530,3631.01,FP,314.040512,57.708379,0.83,5163.2
268042363,2828.01,FP,115.628942,-53.037166,1.33,6888.0
114103134,2829.01,FP,113.981399,-30.748672,1.99145,6755.0
190981760,3369.01,FP,134.39908,-36.850749,,5453.0
155986102,337.01,FP,7.330079,-50.140052,1.33,5446.0
131036011,3372.01,FP,117.531459,-38.714129,,
185482513,3375.01,FP,130.052164,-31.994286,1.59,6117.0
184670625,3377.01,FP,127.670065,-40.280004,1.95,5860.0
130191319,3379.01,FP,119.75408,-25.648554,1.14,6056.0
80478272,3634.01,FP,12.569587,27.568806,1.48,6360.4
453230066,3643.01,FP,23.992574,54.716441,1.78,8364.0
98286422,2835.01,FP,108.496989,-34.939529,0.88,5306.0
81231810,2838.01,FP,106.616499,-18.80809,1.64,5878.0
182470056,2839.01,FP,123.753462,-36.248077,1.7,6259.0
277103955,284.01,FP,84.254356,-66.790853,0.78,4779.8
177612321,2845.01,FP,106.179342,-0.02951,2.29,6397.0
120723776,3109.01,FP,164.06056,-52.482296,1.77,
104022675,3110.01,FP,195.986628,-32.436442,1.11,5635.9
129881395,3381.01,FP,119.489473,-28.122701,1.42,5982.0
175079720,3385.01,FP,115.874489,-38.90883,0.89,5786.0
173860688,3388.01,FP,113.103262,-38.574805,4.52,4969.9
419419534,3389.01,FP,121.093981,-34.262222,2.35,5750.5
69838258,339.01,FP,337.921615,-21.945702,1.66,6048.2
80174172,3392.01,FP,121.429562,-42.702359,,
71854732,3658.01,FP,26.29741,54.559653,,8951.0
374778982,3659.01,FP,31.750309,55.178785,0.87,5097.0
354151219,3663.01,FP,21.177329,51.671855,2.41,6940.9
285524410,2848.01,FP,119.999359,-42.928955,,6758.0
437156845,2855.01,FP,123.43693,-18.877652,1.18,6066.0
172630205,2856.01,FP,101.010233,-26.030612,3.19,5220.0
61117473,3122.01,FP,226.954057,-28.156608,1.29418,6504.0
9102327,313.01,FP,350.779775,-19.41965,1.13,5963.0
153197346,3399.01,FP,120.464794,-24.782618,,8779.8
152685831,3402.01,FP,120.185666,-33.729847,,
7904580,3408.01,FP,133.207393,-1.606521,1.09,5713.1
9033144,367.01,FP,349.606266,-19.823843,1.2,5756.9
50943163,3672.01,FP,41.904242,61.306342,2.51,8290.0
458876004,3677.01,FP,35.837872,60.889963,1.1,8469.0
34551972,3678.01,FP,44.233304,28.771475,2.0394399,7259.3
77031413,368.01,FP,354.170634,-34.611893,0.93,5444.0
412257781,2863.01,FP,110.446018,-22.597941,1.5,6550.0
155807906,2871.01,FP,123.825652,-29.23165,1.32,6541.0
151930063,2872.01,FP,119.619171,-35.664564,1.95,11632.0
123106490,2874.01,FP,113.755213,-43.876527,1.30784,6408.0
4999813,2878.01,FP,107.358337,-1.732243,0.94,6163.0
146836153,2879.01,FP,124.319317,-30.632887,1.1,5744.0
360816293,3146.01,FP,190.946764,-76.696666,1.13,5083.0
66356824,315.01,FP,12.076269,-32.119461,1.34,5671.0
466318137,3153.01,FP,165.732079,-60.196871,,3294.0
415969574,342.01,FP,342.170406,-18.520467,,5800.0
293978434,3420.01,FP,122.430787,-22.868692,1.77,6263.0
144970275,3423.01,FP,122.010942,-31.189361,,9598.5
283702603,3424.01,FP,128.800451,-27.407594,1.76,6623.0
28873762,3684.01,FP,49.792323,27.263332,1.44,6241.0
449549170,3159.01,FP,200.464421,-62.542122,1.81,5732.0
419946164,3164.01,FP,202.818012,-48.69895,1.28,6394.0
419858461,3165.01,FP,191.643659,-59.564831,1.12503,6748.0
238162973,3435.01,FP,106.432017,-49.520598,0.75,4427.0
132320310,3436.01,FP,119.365428,-38.970243,3.29,4957.2
208030798,3440.01,FP,244.330203,-54.13911,,3917.3
354442783,3712.01,FP,89.243696,36.358115,0.8,4654.3
201233610,290.01,FP,359.516588,-49.300838,1.73,5736.0
290302097,2902.01,FP,136.335932,-62.966781,0.89,5301.0
49710555,291.01,FP,352.16451,-10.85962,1.34,5920.0
141405814,4225.01,FP,117.121112,-19.340207,7.03693,10262.0
319282294,4229.01,FP,110.294291,-9.500598,2.0,9024.0
126357909,4232.01,FP,115.809569,-26.239291,0.89,5699.0
113295476,4233.01,FP,113.266602,-30.104096,1.94,6079.0
157528286,4235.01,FP,106.633113,-38.054496,1.25,6044.0
117979694,424.01,FP,71.921274,-17.745004,0.75,5059.0
149282072,4461.01,FP,279.146891,16.45244,0.79,5025.0
604863428,3985.01,FP,8.762537,58.13642,,5095.6
470911286,3986.01,FP,1.129367,66.403045,3.11,4949.0
444413256,3989.01,FP,6.386516,63.040637,,12373.0
219388773,399.01,FP,77.047577,-50.858906,0.982066,4752.8
420446142,3990.01,FP,5.117344,63.031396,3.85,8648.0
372505528,3994.01,FP,6.140224,62.235631,1.51,6827.0
347011522,3996.01,FP,1.186715,54.196681,1.77,6278.0
284528889,3999.01,FP,9.945507,62.393358,2.14,5659.0
169532369,425.01,FP,78.098877,-13.605635,1.62,6896.7
192520375,4251.01,FP,138.052275,-39.657928,1.79,9421.0
82302240,4255.01,FP,124.351447,-45.406543,2.26,8330.0
77102895,4256.01,FP,141.247814,-42.799765,3.25,6519.0
75208638,4257.01,FP,138.741096,-45.122969,1.1,7192.0
64531556,4477.01,FP,309.461444,37.155939,2.38,8451.0
268372005,4715.01,FP,105.00193,-2.339506,1.58,6227.0
283015592,4000.01,FP,0.974631,64.77632,1.9,7493.0
83053699,4002.01,FP,2.335558,60.159078,2.15,6274.0
395773226,4005.01,FP,34.119911,76.253181,1.69,5115.0
379629854,4008.01,FP,34.293884,70.39598,1.62,6603.0
259701242,401.01,FP,74.466453,-53.817948,0.96,5928.0
74484886,4258.01,FP,137.490377,-43.201719,2.13,6353.0
74197917,4261.01,FP,137.285031,-46.184649,,3810.2
48276576,4263.01,FP,148.08664,-34.95789,1.3925,6071.0
118308828,4265.01,FP,128.701521,-56.331828,1.53,5895.0
341272282,4268.01,FP,119.311724,-56.962926,2.12,8265.0
305943739,4498.01,FP,295.468588,23.377283,1.42,5821.4
406190563,4500.01,FP,306.244087,30.348186,3.08,6802.0
247873937,4738.01,FP,87.824224,13.745892,1.78,9056.0
284305328,4019.01,FP,9.170845,65.937486,1.87,6620.0
363635669,4275.01,FP,147.713157,-62.203109,,6132.7
407146536,4279.01,FP,235.165334,-81.203316,2.7729599,5914.8
384386061,4281.01,FP,249.368745,-80.974073,,5558.7
239372503,4502.01,FP,311.435385,43.445151,2.38,11798.0
387603144,4032.01,FP,313.098531,66.599315,1.16,6223.0
367913453,4036.01,FP,355.51293,76.918784,1.84,5778.0
367287018,4037.01,FP,342.552349,75.860399,2.48,6139.0
307956396,4044.01,FP,256.664332,63.778535,0.73,4460.0
255918903,4292.01,FP,266.633808,-70.409811,1.13,5878.0
459942762,430.01,FP,60.278439,4.540868,1.0,5997.7
266843799,4300.01,FP,175.539949,-57.368489,3.37,7311.1
369480087,4522.01,FP,23.304228,5.645209,0.347331,3473.0
279605855,4048.01,FP,346.577907,71.21333,1.6,6184.0
176984236,405.01,FP,101.909492,-66.328317,1.29,6249.0
237101326,4051.01,FP,240.691824,71.224288,1.0,5091.0
236775063,4052.01,FP,282.663177,55.801405,0.87,5406.0
235684392,4053.01,FP,288.092884,77.922621,,6118.5
60074373,4817.01,FP,111.092717,-44.032701,0.6,3722.0
365639282,482.01,FP,81.399006,8.440499,0.488,3692.0
162577466,4067.01,FP,243.935867,48.325503,1.11792,5801.0
159334269,4068.01,FP,233.694873,79.449837,1.18,6409.0
176778112,408.01,FP,47.82774,-35.628068,0.98,5600.0
38686737,432.01,FP,57.865664,-10.614078,1.2,6846.0
172464366,478.01,FP,100.158863,-27.571261,1.37266,6332.0
399444057,4083.01,FP,26.687843,63.612237,2.46,7047.0
167754523,409.01,FP,104.181674,-60.687954,0.73,4913.8
289316336,4091.01,FP,277.979234,39.669309,1.2,6171.0
188989177,433.01,FP,78.778396,-15.100464,3.67,8242.0
47617038,4330.01,FP,220.350188,-33.950483,8.71,4886.0
178959058,4332.01,FP,209.699173,-40.619073,1.68,6793.0
443658196,4335.01,FP,199.734195,-62.974419,1.48,8933.0
399642071,4337.01,FP,164.289787,-69.979379,0.617703,3953.0
7439481,4339.01,FP,212.92874,-29.973981,0.399724,3455.0
77228304,456.01,FP,69.116563,-41.246194,1.0,5780.0
400786146,4564.01,FP,167.000935,-67.149824,1.6267,6123.0
149126400,4569.01,FP,81.028116,-63.028858,0.297644,3725.0
280307604,4800.01,FP,114.708588,4.35637,1.37,6121.0
126772538,4808.01,FP,116.205938,-26.074575,2.12,6308.0
206466531,410.01,FP,56.815012,-52.985207,1.33,6000.2
237235093,4102.01,FP,297.484569,73.086464,0.76,5221.0
230075120,4110.01,FP,244.441282,69.447713,1.53,6377.0
389371332,4346.01,FP,86.01889,-66.359097,0.64011,3917.0
300810086,385.01,FP,116.813442,-69.030386,3.77,5159.0
198616607,4116.01,FP,271.403617,47.550327,1.63,5979.9
7624182,412.01,FP,64.311488,-38.844171,3.13,8666.0
141616639,4126.01,FP,108.818021,81.220983,0.58,4016.0
300011941,4357.01,FP,106.913225,-66.406577,1.12713,5789.58
133505138,4359.01,FP,149.731452,-53.301515,1.32,6529.0
44745077,436.01,FP,61.639511,-25.094117,,3549.7
313675203,4367.01,FP,202.167147,-61.83472,0.91,5603.0
314724818,4368.01,FP,202.652035,-61.218031,3.60934,8353.8
356868487,4591.01,FP,275.838952,69.861926,1.39013,6327.0
158555987,4594.01,FP,287.807212,43.188801,1.88937,6963.86
1001477809,3864.01,FP,213.806242,67.760539,,
92359850,387.01,FP,52.225639,-19.979808,1.57,6270.0
71396541,4130.01,FP,116.069722,68.826258,1.08,4812.0
420803693,4134.01,FP,70.506153,79.987529,0.89,5987.0
288471040,4135.01,FP,271.493129,78.049292,2.05,6150.0
408729765,4139.01,FP,24.670602,80.433347,1.16,5999.0
325680697,414.01,FP,36.853585,-12.03893,1.23,5773.74
371711170,4143.01,FP,70.100556,81.077272,3.31,6126.0
343708863,4375.01,FP,206.77501,-70.50753,3.44,10390.0
384744828,4383.01,FP,258.918826,-79.648182,2.40325,5715.4
9804616,460.01,FP,47.64349,-9.276812,0.273,3274.0
19155785,4605.01,FP,81.715698,18.419816,1.0,5691.0
1950736,4610.01,FP,79.04324,30.585072,0.69,4104.0
99330090,3883.01,FP,189.828966,59.703485,1.06,6307.0
271900960,389.01,FP,112.941928,-75.527552,1.38,6457.7
18017227,3890.01,FP,171.711327,37.705235,1.78,6294.0
137157546,4148.01,FP,30.021663,77.369001,0.79,4939.0
461538935,4157.01,FP,345.981898,85.443022,1.11,6655.0
341805908,4394.01,FP,239.561368,-65.084504,4.42729,9747.0
379723086,4396.01,FP,256.820009,-66.127056,1.45,5822.0
107728509,4397.01,FP,265.109377,-32.124087,1.52,11526.0
143350972,440.01,FP,82.245986,-17.429564,1.02,5759.2
89702406,4627.01,FP,127.649986,-58.528508,1.06356,5356.0
250386181,390.01,FP,30.114481,-4.985686,1.08,6321.46
139118482,3914.01,FP,193.595291,30.214364,1.15,6179.1
49899799,416.01,FP,48.854393,-2.175314,1.82,6084.8
377165123,4167.01,FP,285.797008,57.388177,0.84,5095.0
339733013,417.01,FP,110.851802,-58.696738,1.27,5834.2
316916655,441.01,FP,74.472782,-13.703709,1.44,6805.0
35315453,4412.01,FP,249.808328,-52.099838,2.05,6849.0
176831592,463.01,FP,48.957233,-32.802396,1.65,6497.8
17150865,4634.01,FP,64.644978,19.179039,1.47,6121.0
337129672,4635.01,FP,33.630248,8.079261,0.72245,4358.0
405484221,4636.01,FP,56.730555,24.187804,0.289034,3090.0
398733009,464.01,FP,32.169791,-9.046045,0.18,31000.0
1101909431,3921.01,FP,231.127427,46.695076,0.73,4742.0
456042145,3924.01,FP,340.628454,64.754725,1.04,6791.0
435167167,3925.01,FP,346.403126,63.453418,2.14,7471.0
29960109,393.01,FP,42.250066,-14.537646,0.45,3450.0
289988797,4178.01,FP,192.13314,-13.65338,1.42,5702.0
426017070,4181.01,FP,42.812401,-73.155511,0.18,31000.0
424747720,4188.01,FP,290.672257,-51.426409,0.593317,3919.0
279251651,419.01,FP,104.153958,-59.181309,0.555,4119.1
1405997635,4414.01,FP,267.475228,-37.531317,,
141412823,4421.01,FP,84.237192,-75.611421,1.78,5788.7
344600402,4423.01,FP,252.03108,-56.686774,1.14,5678.0
367333043,3938.01,FP,333.663387,68.685313,1.05,6131.0
335489455,3948.01,FP,332.633491,61.82941,0.89,5814.0
408159788,420.01,FP,78.447702,7.055842,0.85,5747.3
37242226,4207.01,FP,98.313616,-4.1063,2.23,7248.0
158551257,4433.01,FP,287.57055,43.531709,,5780.0
142938659,4668.01,FP,52.647353,-35.203715,0.42,3210.0
71401634,4669.01,FP,46.905585,-17.894406,0.75,4886.0
20178111,467.01,FP,89.897418,-40.395746,0.94,5890.0
305550963,3957.01,FP,315.263903,63.424275,2.0,6227.0
271439193,3963.01,FP,354.138342,60.526208,1.55,6016.0
32408928,4213.01,FP,117.475892,-10.381904,1.23,6259.0
187861378,4216.01,FP,111.293211,-8.620052,,8582.7
108939482,4217.01,FP,112.729853,-28.684266,1.15885,6325.0
114103136,4219.01,FP,113.982909,-30.748181,0.75,3901.0
318054782,4222.01,FP,110.868087,3.134948,2.09,6158.0
243333538,4453.01,FP,289.839513,56.93037,1.04172,6126.0
449197624,4682.01,FP,79.684211,0.292396,1.92,6121.0
264460005,4683.01,FP,81.1665,1.757343,1.43,5787.4
219379012,397.01,FP,76.833621,-48.115889,1.14,5973.5
155947004,3975.01,FP,227.305873,44.700876,0.67,4507.0
444523623,3979.01,FP,14.558693,61.099519,1.56,6806.0
312548415,3981.01,FP,12.855316,59.409908,1.96,7209.0
424699834,5212.01,FP,294.459175,58.986723,1.50878,5911.0
95122849,5478.02,FP,114.741958,29.428761,1.75,5656.0
406443564,4964.01,FP,198.097759,-58.753402,1.22,6611.0
108645766,497.01,FP,112.446414,-28.483916,0.302,3333.0
195093356,5226.01,FP,313.339745,37.475083,0.94,5707.0
