tic_id,sector,ra,dec,st_rad,st_rad_err,st_mass,st_mass_err,st_teff
281709735,104,11.1249336348913,-54.3132674671345,1.8013,0.0790452,1.43,0.243224,6725.0
631507231,104,28.4617309102041,-55.7755002433124,,,,,
229158436,104,28.9894002237814,-51.6088815517995,4.30608,,,,4961.0
631896614,104,28.9420089259773,-45.0874925142208,,,,,
397030925,104,267.74341020148,-50.2909054012261,84.8392,,,,3765.0
245562542,104,251.940955665867,-45.5299192689821,,,,,
1923530115,104,292.578991511232,-52.0627822333928,,,,,
237322080,104,345.232743839702,-65.7597965709386,0.18,0.104,0.47,0.03,31000.0
389677872,104,277.909169381356,-52.2796022545498,1.30988,0.0715327,0.93,0.115066,5368.0
1690057160,104,270.339118585162,-60.031612902925,,,,,
410070183,104,322.331555928301,-71.8419423747045,0.693984,0.059201,0.68,0.0823644,4345.0
246729528,104,283.506678392675,-47.2743773884697,2.01811,0.104201,1.24,0.190744,6310.0
1990094034,104,302.417448387874,-52.4210736429775,,,,,
352290247,104,298.791559478873,-62.3341891326462,0.18,0.104,0.47,0.03,31000.0
423160649,104,287.737915697322,-48.7788751316751,8.83431,,,,5337.0
142300190,104,40.9205423186253,-44.5785949181271,,,,,
253584213,104,280.889399213317,-38.8458772971282,1.84124,0.0853593,1.2,0.179129,6231.0
122616693,104,41.6953488969743,-35.5730872626372,0.652928,0.0609422,0.64,0.0798358,4092.0
41976861,104,23.2454962169694,-41.3639321230133,0.511164,0.0153038,0.50898,0.0203713,3621.0
403267171,104,331.485026909716,-63.5823316440258,0.304394,0.0137889,0.281636,0.023399,3149.0
31752971,104,265.904289439699,-46.6386578286717,1.74551,0.0537085,2.15,0.312806,8618.0
328027864,104,3.40436899936258,-68.1976685788626,11.8287,,,,4872.0
76758733,104,270.710549243516,-54.5870339272254,1.90168,0.1011,0.96,0.126539,5487.0
100105097,104,25.0425415341958,-43.4996187927498,0.394637,0.0144811,0.385413,0.0224127,3305.0
175491179,104,45.1346275377101,-37.8300783160544,1.09276,0.0499648,1.22,0.180636,6270.0
2055511742,104,358.629302408892,-52.5142076015829,,,,,
402064471,104,352.098039607696,-68.4307279309998,2.85761,0.124825,1.67,0.272626,7363.0
56278574,104,273.500647781312,-41.4967909525633,0.37648,0.0121242,0.364708,0.0209188,3441.0
304068024,104,278.977694187134,-61.2489987440911,0.26885,0.00839028,0.241528,0.0203062,3354.0
77111093,104,34.8353409225679,-36.0308017967864,0.934498,0.051191,0.96,0.12165,5494.0
235042294,104,354.413799318764,-61.0566075531607,30.0966,,,,4219.0
394086684,104,339.015175794625,-65.1194155192158,,,,,
206548652,104,18.4749725692343,-55.2421539152451,2.10324,0.0872186,1.36,0.226554,6556.0
216479558,104,258.889790225989,-43.7625780409425,,,,,
120034868,104,279.068308480131,-56.3177971858314,0.742972,0.0571432,0.72,0.0820204,4548.0
147470074,104,41.6425231452527,-36.3548651574732,1.84201,0.0865026,1.28,0.199529,6396.0
253857443,104,283.265316287738,-39.6414484286633,0.908842,0.0596105,0.85,0.100394,5080.0
369235070,104,262.688546777635,-50.1595979473304,0.752998,,0.66,,4197.0
101947957,104,14.5432424550331,-43.2437808221234,0.296919,0.00911706,0.273106,0.0203051,3273.0
367217076,104,259.687952699864,-57.4390413065244,2.13156,0.0663065,2.46,0.336291,9633.0
1988806638,104,314.933504998298,-63.9886946009288,,,,,
1989691899,104,314.936478053494,-51.0900875245078,,,,,
325220064,104,356.045591430119,-68.5296795985724,0.306221,0.00968037,0.283727,0.0204983,3250.0
200250521,104,294.562272942956,-48.3408580761026,,,,,
321068946,104,44.385946628125,-38.1909227863221,2.06349,0.0583945,2.6,0.330174,10134.0
182900326,104,282.11178964704,-46.8758858002708,3.349,0.186186,1.78,0.273954,7638.05
1923317828,104,294.072747523545,-53.6318713093514,,,,,
341200831,104,314.70992818232,-62.6537620395066,,,,,
118801178,104,273.959326748325,-54.930541661367,0.420904,0.0132935,0.414866,0.0208629,3532.0
246751045,104,253.108168490569,-45.4308965023568,1.01973,0.0524121,1.55,0.288517,7017.0
41898588,104,21.7419722889572,-41.7474142336105,21.0325,,,,4374.0
2054925633,104,346.240801476319,-68.2398412414031,,,,,
261380566,104,294.337731361333,-54.6698905373507,0.18,0.104,0.47,0.03,31000.0
42071226,104,24.8405393462716,-39.6024917971909,0.168946,0.0051604,0.1394,0.0200589,2973.0
471015363,104,335.593,-60.2264,0.18,0.104,0.47,0.03,31000.0
158507202,104,294.86942226648,-52.8566106484098,,,,,
2026466874,104,324.348176211669,-61.8066267678479,,,,,
53446269,104,252.313543162011,-50.0634858399602,0.464046,0.0142846,0.461427,0.0206539,3496.0
469518929,104,270.013222205288,-39.1467309761537,11.4771,,,,4617.0
124675992,104,256.308216212438,-43.3994130812479,0.622558,0.0230488,0.606116,0.0229625,3445.0
1818259180,104,288.860195008002,-48.8087415348917,,,,,
1819882871,104,288.895296717306,-43.2349382271094,,,,,
60832714,104,276.816543103433,-40.333298410659,0.775633,0.0505679,0.77,0.0924988,4777.0
23318705,104,269.200266178427,-47.3795284403609,,,,,
2055515509,104,356.833344648528,-52.164377423259,,,,,
96844688,104,265.353020930231,-52.358944542757,0.297464,0.0127918,0.273727,0.0227239,3273.0
2055106984,104,352.037927615393,-59.7623745204656,,,,,
304369934,104,279.223276769832,-48.9386072247503,53.2781,,,,3853.79
631599985,104,35.0466766789886,-51.0600763498971,,,,,
246460056,104,268.79759377378,-40.5255310526898,0.375039,0.0307449,0.363055,0.0385884,3515.0
124916068,104,256.451919769968,-44.1050455636528,2.44784,0.0983116,1.56,0.257059,7065.0
1988292196,104,301.939630179081,-70.6039313360453,,,,,
200671353,104,3.46653982781505,-50.838821804862,0.869427,0.046593,0.94,0.119357,5389.0
322736609,104,34.055586870977,-31.3592623673296,1.60367,0.0834573,1.014,0.13507,5694.5
616487196,104,5.77402604930464,-40.5091800984015,,,,,
218574232,104,262.96916123284,-47.7690677609595,0.214994,0.0158689,0.184037,0.024925,3208.0
2027202481,104,330.587933486251,-50.2445537106724,,,,,
1989296393,104,311.074071551921,-56.891113900278,,,,,
346531091,104,253.482633100057,-49.6502334448645,0.925479,0.058417,0.82,0.0983282,4961.0
360740665,104,294.608139020795,-57.9833379606162,11.6171,,,,5164.0
229149909,104,27.6095764900643,-49.8665396072072,1.8076,0.0836532,1.15,0.15364,6099.0
246692619,104,283.323256223373,-45.0896454012127,0.507851,0.0165631,0.505761,0.0213533,3494.0
2026217583,104,331.50591676406,-70.6463614723843,,,,,3706.0
1988608917,104,301.330790183868,-63.3743339701248,,,,,3251.0
231670778,104,320.107647800803,-59.2241690786878,1.73365,0.0713895,1.44,0.234071,6744.0
339666028,104,298.951741898468,-64.8169144858485,4.2562,0.227766,1.18,0.174314,6173.0
61211640,104,287.077476340688,-44.7548153587467,0.358399,0.0107235,0.343907,0.020255,3639.0
631910334,104,26.9185717301663,-42.7977980912139,,,,,
55579826,104,271.808522505265,-33.8952345853019,12.1038,,,,4736.0
425952950,104,17.4858684038889,-64.3592103871454,0.87042,0.0448769,1.0,0.127694,5658.0
147472042,104,41.8723625245179,-41.2092296899024,9.08026,,,,5043.38
346528615,104,253.523146347314,-49.9249568169411,,,,,
349803519,104,274.419198135164,-50.722183802348,82.0791,,,,3666.0
2026236167,104,324.493183226316,-70.5868553739531,,,,,
300998506,104,33.3759079783447,-46.914032770248,,,,,
616416406,104,2.19777514003406,-46.1048777555283,,,,,
330808879,104,272.141966671697,-37.7364827325088,13.9614,,,,4547.0
339260356,104,294.547510421186,-64.1332612168221,0.940234,0.0460503,1.05,0.131693,5824.0
219922122,104,282.985272583102,-46.135939056144,29.9037,,,,4159.0
307233955,104,267.598513699765,-62.2804229875686,0.911061,0.0480151,0.95,0.118723,5445.0
1989623389,104,308.496225410124,-48.9977763694422,,,,,
147469370,104,41.5121004811827,-39.3928269942566,1.47095,0.0680654,1.13,0.147942,6061.0
305937755,104,263.784298596313,-60.1594217383477,47.0979,,,,3896.0
87422039,104,273.079730028549,-44.2372036877552,,,,,14832.0
616416353,104,2.26599121133087,-46.1983154638383,,,,,
2055667935,104,358.302756506224,-43.0044818294571,,,,,
1817370203,104,288.339087322672,-53.5101610742356,,,,,
31013316,104,265.369739106092,-44.8909380429233,0.589452,0.018187,0.579396,0.0206909,3254.0
246777498,104,283.968082345063,-44.431319688304,0.485361,0.0147804,0.483402,0.0205498,3612.0
201309703,104,4.26328971369058,-55.8458549804077,0.927617,,,,5231.0
33678125,104,267.032816661026,-42.2867765864586,,,,,
1821589741,104,281.643675236487,-39.6322537190259,,,,,
631995772,104,32.8276115482575,-36.685282698446,,,,,
91446309,104,278.355900105552,-47.4953458882375,29.531,,,,4269.84
375233502,104,283.191484343328,-60.9898973292198,,,,,
632219072,104,23.2878853649805,-27.0956669651802,,,,,
246126150,104,252.420245422004,-47.6729438961659,65.2451,,,,3990.0
467970681,104,289.279308460037,-60.3110061895251,1.46797,0.0642211,1.38,0.223694,6615.9
615952577,104,5.26414560806272,-58.5970312051166,,,,,
57377169,104,272.466022424868,-35.5961763661132,9.57278,,,,4823.0
143506584,104,284.651162987053,-47.1153625039514,0.8327,0.0466457,0.91,0.108832,5289.0
319739812,104,291.946544224389,-54.0282880318485,0.333227,0.0101252,0.314819,0.0203237,2999.0
2055565102,104,354.598184263748,-47.5227607403218,,,,,
152358997,104,44.8041117152849,-38.3783186593456,1.65851,0.0753065,1.37,0.229862,6578.0
409642524,104,268.361449172435,-50.8885533526347,2.86743,0.127319,1.39,0.229083,6631.0
375302625,104,289.992406769782,-61.4585650636432,0.510745,0.0152819,0.508574,0.0203647,3584.0
469235870,104,267.097160740551,-40.2106047931185,0.707053,0.0621106,0.69,0.078133,4387.0
101617327,104,302.236858677384,-51.2389055089916,,,,,6210.0
308241680,104,42.2211705338801,-37.9935423365583,1.76302,0.0958491,0.97,0.123904,5507.0
146251617,104,35.2490374494467,-34.3931439394386,0.18,0.104,0.47,0.03,31000.0
21681319,104,267.811838181002,-47.2979348333545,0.265814,0.0127783,0.238165,0.0229655,3206.0
1988498403,104,303.115332726493,-66.5456471876982,,,,,
144336150,104,356.12188341866,-44.8402306814205,,,,,
466199456,104,302.273348233968,-60.428481357409,,,,,
402066136,104,352.761892434755,-69.0767398244871,1.62383,,,,4848.0
631867397,104,34.7824423086638,-40.9807569072956,,,,,
161335014,104,343.816648115524,-48.4917508351347,1.52599,0.0687563,1.29,0.19713,6403.0
382914770,104,257.972566507197,-47.7072225192705,0.302308,0.00919774,0.279252,0.020268,3421.0
2055243602,104,354.172867976499,-56.3794284027326,,,,,
466231027,104,303.645583936561,-64.4297726509416,3.68557,0.117055,2.02,0.303654,8231.0
123270073,104,28.9177404018098,-33.5914722657584,1.35815,0.0579346,1.08,0.134584,5915.3
267081284,104,359.469698716094,-67.0060606411153,3.45403,0.156394,1.3,0.203691,6430.02
231267979,104,334.667087787087,-53.4446277121737,0.607573,0.018183,0.594224,0.0203577,3418.0
651229047,104,41.2627663720353,-38.9787869764435,,,,,
232062851,104,339.648699826056,-63.5726015904275,8.5285,,,,4900.0
394521800,104,334.951286274604,-65.4881903306335,,,,,
464139856,104,267.546299206091,-40.0904320790594,77.9713,,,,8246.0
381922972,104,351.107624498719,-54.0252433989452,10.5562,,,,4876.0
231021171,104,27.7811,-56.1338,0.19,0.043,0.158,0.048,
118925045,104,274.460258166966,-59.7229993150727,10.809,,,,4651.0
631740693,104,32.8085928243854,-52.2596984898663,,,,,
1818526728,104,283.978400964933,-48.3791940430711,,,,,
119981237,104,278.999208978455,-58.559139512535,6.77052,,,,6814.0
158621007,104,22.4217957193914,-51.7874229317457,1.88079,0.103761,1.18,0.175407,6186.0
140041127,104,329.014355580288,-52.4637585362591,13.6047,,,,5139.0
66410144,104,13.3548971357948,-34.8529239657843,10.462,,,,4729.0
1553024877,104,272.501011329629,-38.7766253717461,,,,,
1924286114,104,295.443603348616,-46.2661385180807,,,,,
41975233,104,22.9765933500756,-39.9567724807971,10.4271,,,,4714.3
128726280,104,299.854180356289,-47.1001990571911,0.18,0.104,0.47,0.03,31000.0
470029678,104,266.884052840694,-40.0650442533094,0.361385,0.0109253,0.347351,0.0203389,3503.0
76522780,104,270.060554737828,-59.8056469002696,10.1957,,,,4749.98
360689837,104,290.745597671906,-54.5380499086957,1.34592,0.0533869,1.32,0.209973,6483.81
1689061912,104,278.009246330509,-65.1640128240533,,,,,
394008336,104,329.526318733669,-56.7057492817532,56.6448,,,,3745.0
197957624,104,347.980381918614,-51.1748217546502,10.5517,,,,4525.0
2026736406,104,320.975934854902,-58.6655299049584,,,,,
231697062,104,327.974002198909,-54.6522212929821,3.21229,0.0921256,2.11,0.31148,8480.0
120197271,104,279.949114068604,-58.8691938952151,15.2898,,,,4588.0
631895031,104,27.6040667652402,-45.9776373098351,,,,,
2055532430,104,354.241470363165,-50.7709475206088,0.454119,0.0572864,0.55,0.090161,3704.0
60299558,104,273.508298981153,-35.5388353108545,0.93718,0.0491457,0.98,0.126494,5545.0
631639126,104,29.6087183863894,-54.3281463166184,,,,,
147455347,104,40.8565254533139,-37.9283410986022,,,,,5281.0
218687058,104,263.126576880826,-45.3031732461904,0.345537,0.0107196,0.329049,0.0205012,3371.0
616539451,104,13.5105703541757,-36.288146742473,,,,,
341498715,104,318.521575289822,-63.7003730186086,0.850332,0.0473618,0.91,0.111547,5290.0
390776553,104,280.811559952135,-42.357422296779,39.5928,,,,3819.0
1923504329,104,294.760981270133,-51.46891188173,0.424156,,0.59,,3855.0
220507581,104,347.156677592328,-59.7365590896034,1.44386,0.0617336,1.37,0.226434,6586.0
632173685,104,27.1277651632377,-30.6366127455557,,,,,
41957773,104,22.3905705171572,-36.0855131155736,1.05585,0.0620126,0.97,0.121929,5521.0
166767005,104,38.0839294975688,-48.8253261442733,8.02416,,,,4776.0
102032194,104,16.0998204725238,-47.9403364869423,50.208,,,,3851.0
381903164,104,270.415426077476,-48.7992077978287,0.734805,0.0487438,0.77,0.0907278,4796.0
206652634,104,23.8847756477883,-59.2115717476069,1.13877,0.0573769,1.03,0.129736,5753.0
1990126832,104,303.285537411344,-49.7824702248529,,,,,
314557634,104,278.846464512306,-38.5353408594524,0.613799,0.0186432,0.599203,0.0205138,3314.0
79283165,104,318.941091039562,-53.263089239436,,,,,8000.0
325275978,104,318.363107286399,-72.5697696469755,0.232651,0.00699803,0.202331,0.0201041,3318.0
16580177,104,264.092596452041,-42.7463217419038,2.13972,,,,8323.0
1818764219,104,289.628610892076,-44.0704242914473,,,,,
246799701,104,283.965421677721,-42.1265720750083,0.914214,0.045789,1.04,0.138584,5805.0
57269920,104,252.970005291599,-49.1150481372334,1.37333,0.0555276,1.31,0.20505,6457.45
265529741,104,330.101034308266,-55.8834867945876,4.09571,0.113593,2.67,0.357347,10351.0
118327447,104,10.5297093404552,-39.2566541702637,45.646,,,,3940.0
85926509,104,271.509477861078,-44.9071575846823,0.385341,0.0121407,0.374841,0.0207465,3023.0
61186487,104,273.94417869953,-32.8997111639861,0.714901,0.0495478,0.79,0.0916753,4845.0
173884686,104,258.293203847235,-55.6145180217816,1.88576,0.0642663,2.14,0.325367,8571.0
320173459,104,293.91397924136,-58.5772200878378,0.723922,0.0530276,0.75,0.0930739,4696.0
304701576,104,281.01952019709,-51.9218105471476,0.627755,0.0187426,0.610168,0.0203308,3856.0
632008382,104,34.8285012078595,-36.2845611225941,,,,,
1512236298,104,269.329796165416,-57.1552982544143,,,,,
360742956,104,294.576354890923,-54.9727499020073,0.594576,0.0317968,0.583641,0.0297713,3773.0
255717096,104,268.672243270538,-50.4460664831506,6.3482,,,,6871.82
2026739298,104,324.395226658596,-59.827276758867,,,,,
214184419,104,260.5229788751,-51.005700947435,0.507901,0.015059,0.50581,0.020267,3586.0
390302720,104,269.465031149389,-49.9964394265589,,,,,
22094130,104,268.18458722425,-46.949785838944,0.826768,0.0487236,0.87,0.103617,5151.0
410034464,104,320.080179710059,-71.2771734452432,9.45457,,,,4801.0
74185907,104,264.670897101107,-59.7067737410425,0.251972,0.00758456,0.222998,0.0201321,3185.0
341359427,104,316.130647494041,-63.9661552352143,1.92979,0.0923014,1.05,0.132622,5817.0
11569869,104,20.1024150882937,-29.5998945372479,2.79671,0.119015,1.592,0.251274,7143.13
352350404,104,300.468590167486,-66.9439648556559,12.3469,,,,4434.0
23817498,104,269.419480734914,-46.6977518701478,23.1568,,,,4255.0
2055593112,104,350.070875251839,-48.0648105192036,,,,,
369984913,104,306.307257151186,-47.491459584278,0.674952,0.0572864,0.68,0.0782185,4362.0
2026673813,104,331.76386608401,-57.2652251662969,,,,,
2054987938,104,347.857001889886,-63.3848277644411,,,,,
216282436,104,258.538595182524,-45.3322467649239,3.31696,0.109126,2.27,0.339758,9004.0
67584818,104,17.1115754209012,-32.7198986972569,0.254,0.059,0.47,0.03,25000.0
201364578,104,5.37890933526432,-57.322849245157,,,,,
33547560,104,27.4897891215852,-29.0408888462417,73.8704,,,,3923.0
616425635,104,0.0890830483945825,-45.8242367459542,,,,,
123267854,104,28.4614402348543,-30.3022038365767,9.00607,,,,4921.0
158637035,104,24.6779742811502,-48.8431928835443,0.281879,0.00847269,0.256083,0.0201708,3186.0
230954760,104,287.213020391575,-54.0381921947642,1.09037,0.049598,1.13,0.150652,6064.0
63620102,104,274.835666465196,-34.9669625533391,4.30948,,,,4828.0
631882764,104,37.6786892151636,-38.320324677371,,,,,
234523773,104,15.6832267920248,-62.593147214101,,,,,
32806786,104,266.360483715012,-47.3230996133327,0.646883,,0.64,,4064.0
235038511,104,354.110344697808,-64.2237689859078,36.956,,,,4020.0
322308377,104,14.9959280309575,-54.4958529112636,1.4383,0.0645578,1.08,0.134922,5917.1
217573000,104,260.607420848878,-42.9112646780415,0.313597,0.00968898,0.292189,0.0203839,3311.0
101176808,104,299.228891085874,-48.3433987883301,1.21773,,0.86,,5120.0
387194629,104,304.727866532382,-57.359100498319,,,,,
631919813,104,32.4888762723961,-41.8584339970985,,,,,
101545420,104,301.933187265328,-50.6873637751282,11.9204,,,,4668.9
155897483,104,4.21169928831203,-49.6277444858488,1.61236,0.0676885,1.37,0.233269,6573.0
62413432,104,274.54850526201,-35.1970064083167,6.74272,,,,4851.0
217304295,104,260.11624634245,-45.6489736029103,0.399346,0.0130688,0.390741,0.0211653,3351.0
63755738,104,275.010651062103,-35.8911985448531,2.69522,0.119548,1.31,0.215117,6450.0
142179287,104,37.8009312149654,-43.5882975682237,1.68726,0.0511281,1.8,0.277098,7684.0
259765082,104,323.215944400006,-64.1499607769754,27.1647,,,,4209.0
119625675,104,277.486403039111,-57.5231415386575,11.4455,,,,4934.0
207089163,104,23.6968378554099,-53.9754117251335,12.4217,,,,4603.0
181165256,104,16.5543626876583,-40.635603287394,3.17467,,,,4946.0
396088871,104,297.202166949565,-67.0304889530289,0.18,0.104,0.47,0.03,31000.0
615820916,104,10.6523716340144,-63.4183503251178,,,,,
387108320,104,283.902128350283,-62.1170646125301,3.44506,0.14601,1.79,0.292847,7659.0
229152539,104,28.2149381395743,-48.0947842062096,0.24616,0.00745374,0.216716,0.0201428,3155.0
319871468,104,292.718721092204,-54.8902477897146,0.602101,0.0178639,0.589799,0.0202679,3785.0
1989357624,104,308.805646370563,-54.2155292688076,,,,,
615895119,104,14.1527102437325,-60.9143844105341,,,,,
374344761,104,299.870929947466,-67.2008554132032,0.713657,0.0710301,0.64,0.0802557,4065.0
197763832,104,326.733517456835,-57.8437963757792,0.837234,0.0421056,0.97,0.120008,5505.41
182455692,104,281.874865407807,-43.016392262582,0.526152,0.0164642,0.523299,0.0208653,3478.0
97467784,104,23.5975406502853,-28.2366718510404,88.6359,,,,3771.0
147426184,104,40.8343308573716,-40.5278971003356,,,,,10073.1
155918800,104,5.31516599642219,-48.2924171154064,2.19271,0.095804,1.27,0.201431,6375.0
217388741,104,260.382825412784,-44.7554964778197,0.443758,0.0149202,0.439851,0.0216238,2993.0
368764305,104,262.209208838448,-49.0160566970519,,,,,
2026510982,104,331.331748306327,-63.8240605547303,,,,,
118433984,104,272.65135774874,-58.1115926090862,0.31864,0.00964354,0.29799,0.0202699,3383.0
120125656,104,279.674221931496,-56.3558786535936,0.351387,0.0311382,0.33581,0.0394534,3277.0
1923339269,104,297.501689183512,-52.6179743556377,,,,,
2026684183,104,330.305485038526,-57.4090106158657,,,,,
410308760,104,299.314274731482,-54.2326826577306,3.4224,0.14662,1.54,0.253172,7001.0
631801463,104,27.9659162977038,-47.6409304453246,,,,,
58011734,104,272.684729022231,-35.3797239757495,3.85543,,,,5202.0
238813498,104,327.357973534558,-63.1144198812461,0.337647,0.0103218,0.319928,0.0203747,3411.0
86519789,104,272.12546696731,-45.7670089688896,,,,,13773.0
469933721,104,350.97717157387,-53.8087413341339,4.30934,0.183478,1.61,0.278641,7191.0
632213914,104,22.0103667102441,-28.786108449861,,,,,
313940604,104,278.398280150708,-39.1472118653234,8.28132,,,,4953.0
466239023,104,303.951637860078,-63.2344841296183,20.9807,,,,4296.0
466202092,104,302.232850683128,-65.4620632023339,,,,,
122015813,104,255.081818820093,-44.8361076288686,,,,,
397245443,104,280.121234324364,-45.7477399762702,2.75495,0.183671,1.43,0.257095,6712.0
2055637389,104,358.585239591306,-47.0056226687702,,,,,
355651607,104,358.551893084691,-55.4745040060501,10.5134,,,,4677.0
101935408,104,13.8085642648145,-43.0485654113266,8.94555,,,,5038.0
325338668,104,335.018423622838,-72.2765546793348,10.44,,,,4781.0
115445124,104,6.61707520123055,-39.5824974569206,59.7212,,,,3815.0
218847461,104,263.389062040923,-44.7242765512595,9.65001,,,,4796.0
370144860,104,310.302347731305,-58.0654811675524,,,,,
321982520,104,2.897658297136,-47.7850698858608,1.01298,0.0558895,0.94,0.117645,5401.0
6726903,104,284.914935928093,-48.0986255349124,2.05606,0.0958493,1.68,0.277361,7369.0
421990667,104,301.076066550014,-56.0466482149384,,,,,
229806012,104,329.63735461964,-53.987631691335,1.84192,0.0665729,1.66,0.267257,7334.0
218462469,104,262.536585370767,-44.7254058255248,0.230752,0.00716248,0.200335,0.0201871,3258.0
1922871290,104,290.271712640481,-60.6879650675077,,,,,
1922530002,104,298.950016144171,-64.5702127965315,,,,,
348340304,104,254.372373963333,-49.394655615603,0.325394,0.0156924,0.305775,0.0246997,3173.0
122542393,104,39.1924054191051,-35.8287912722466,102.906,,,,3379.0
365559943,104,274.003697465458,-61.4844484608756,0.635116,0.0189015,0.615846,0.0202971,3934.0
2026272506,104,326.52708136266,-67.2016917954421,,,,,
122669437,104,42.0285520407095,-35.8390341357387,1.31081,0.0582412,1.18,0.167715,6167.0
616181144,104,14.7341256751424,-50.4089490897117,,,,,
320427375,104,296.100806897904,-55.6665672022189,0.822734,0.0444724,0.92,0.115394,5324.0
123366534,104,31.3370863101757,-32.4019693504031,0.895182,0.0419472,1.05,0.134377,5835.0
234998454,104,350.767372084625,-63.2424359592335,0.152283,0.0046186,0.124357,0.0200386,2863.0
631802513,104,27.7276686509318,-46.9131630892656,,,,,
1701348858,104,272.256706188939,-39.600304953907,0.78174,,1.06,,5874.0
410348210,104,289.814046573224,-69.4145678080763,0.992039,0.0485854,1.04,0.12505,5776.0
631772471,104,34.1586874057782,-48.7851444278807,,,,,
97009571,104,265.381354782912,-51.9025430941462,24.1215,,,,5104.0
31753640,104,265.847277712314,-46.5405098576275,15.0682,,,,4565.0
382463935,104,352.981232741701,-47.2987377758516,,,,,
616220494,104,3.70666405514007,-52.5377109104883,,,,,
234634402,104,250.982008366639,-47.3575756366914,,,,,5013.0
1816721304,104,282.734959403117,-59.5920732789425,,,,,
1923834795,104,294.560435281514,-46.2191588576051,,,,,
234998611,104,350.830019689797,-63.8634820946288,0.812534,0.0433945,0.95,0.119081,5447.0
2027068347,104,336.436982402913,-50.4591520905553,,,,,
2054976416,104,346.20648010361,-65.2564034584534,,,,,
320007483,104,293.214758311826,-58.0223447942391,30.5755,,,,4345.0
632036098,104,30.1955778679955,-34.6289264765916,,,,,
2054843848,104,350.092812913082,-70.0090144981173,,,,,
60890714,104,276.913773543714,-41.6276644948551,0.322417,0.012159,0.302342,0.0219338,3256.0
1819938083,104,288.816445717476,-42.2945425431545,,,,,
337663163,104,274.240589626866,-37.4759170344453,0.4967,0.0150993,0.494785,0.0205347,3638.0
291897342,104,274.279909195775,-47.8301545056227,,,,,
2055614768,104,353.397859125491,-45.8406010609648,,,,,
74184368,104,264.477149313594,-59.4329417761307,64.3186,,,,3804.0
2027015442,104,334.397222041543,-54.4558533712342,,,,,
101932572,104,13.2943541706492,-44.5707943577263,1.43674,0.060603,1.35,0.223702,6548.0
370232454,104,325.679000658388,-58.3892582864535,31.7853,,,,4284.0
139756492,104,323.721142089872,-51.8271775620704,9.91583,,,,5073.0
1990133353,104,300.35653052276,-50.8274739080343,,,,,
80259373,104,7.16963086234196,-44.6245691990706,1.21752,0.0511357,2.13,0.299529,8543.0
219332944,104,338.615136183858,-57.3791369517085,1.23832,0.0535326,1.35,0.214461,6541.0
324315815,104,276.951337005262,-51.5930205856859,1.19565,,1.11,,6019.0
147469769,104,41.4271502126762,-37.1704374951816,1.54898,0.0596759,1.98,0.311907,8140.0
55856763,104,23.150498337059,-27.7442249789424,0.141414,0.00464993,0.11479,0.0200938,2885.0
152319110,104,33.9433122782056,-36.5764619905911,0.204475,0.00705886,0.173437,0.0203669,2835.0
111457688,104,266.615882404184,-39.6509710508434,0.348676,0.0106922,0.332678,0.0204224,3428.0
270315406,104,20.3879568311355,-42.3517598765203,0.869859,0.0471558,0.93,0.123498,5387.0
424941570,104,293.488632387239,-53.4817339608387,0.731653,0.0495276,0.84,0.0987059,5037.21
320783984,104,298.61224924567,-56.050623696311,2.06103,0.221987,2.39,0.330764,9420.0
218585950,104,262.985936223442,-46.0920185744519,51.3679,,,,4064.0
410118578,104,327.554861593197,-69.1531318572871,11.3436,,,,4690.5
206327797,104,354.066152811323,-48.5835376201043,0.575313,0.0174401,0.567463,0.020501,3290.0
161167878,104,339.162416789545,-48.3060493887102,67.8607,,,,3578.0
238171952,104,357.383803843236,-66.2576041490342,1.87142,0.0920827,1.12,0.153546,6022.6
129739691,104,35.1194899020598,-36.4547022366585,0.887838,0.0754146,0.69,0.084831,4429.0
469882306,104,329.697236328438,-70.810393077098,0.322585,0.00967022,0.302535,0.0202181,3274.0
355510058,104,15.6506375771786,-59.8618639084782,7.76341,,,,4698.0
466201150,104,302.351401344428,-63.5141688563383,0.316211,0.00964971,0.295195,0.0203153,3083.0
293482762,104,350.429290209226,-67.1109374331641,,,,,
1923918618,104,291.840493152092,-46.2905987433979,,,,,
632112445,104,20.467424740927,-33.9377574542419,,,,,4520.0
1988303319,104,306.129948291854,-70.0563281748934,,,,,
56584594,104,272.228409476638,-35.6317817721171,0.587373,0.0177939,0.577662,0.0204911,3829.0
129028414,104,301.459606268832,-47.378824571076,9.47084,,,,4922.0
166761226,104,37.7221268064705,-47.9239180953173,,,,,
464422047,104,282.264499770402,-63.2695279866328,2.21364,0.0694899,2.02,0.317317,8239.0
178153166,104,42.5615928653821,-35.8436020988127,10.0296,,,,5178.0
237907939,104,21.4104259730376,-60.3179349058219,,,,,
404027788,104,291.684937562408,-50.0965398541052,10.0942,,,,4961.0
315974151,104,279.933525517024,-39.393066420093,110.411,,,,3706.0
59553392,104,273.25927821215,-35.060860303332,,,,,
75215275,104,266.64837464434,-58.0247477894245,0.670176,,0.69,,4422.0
165124200,104,46.2416569615846,-38.2964171356571,1.20929,0.0545729,1.18,0.162578,6179.0
406274238,104,325.417750492181,-60.6134789535721,33.1343,,,,4289.0
57237703,104,272.337402639077,-33.9894461863,0.777793,,0.62,,3993.0
381042803,104,270.742662275749,-60.3980781559363,0.735119,,0.73,,4615.0
