host,n_original,n_after_quality,n_after_outliers,n_final,pct_removed,pre_norm_median_flux,flux_source
TIC_321068176,18564,16844,16844,16844,9.265244559362207,5191.24925,pdcsap_flux
TIC_320417762,16334,16334,16331,16331,0.018366597281738173,40997.434,pdcsap_flux
TIC_326453034,18300,18300,18299,18299,0.005464480874317612,12677.136,pdcsap_flux
TIC_341815767,18422,14288,14286,14286,22.451416784279665,41756.263999999996,pdcsap_flux
TIC_344926234,13361,13033,13033,13033,2.4549060699049496,36553.22,pdcsap_flux
TIC_356158613,18004,13191,13191,13191,26.73294823372584,8368.534,pdcsap_flux
TIC_234282389,105119,88278,88278,88278,16.020890609689975,625.67316,pdcsap_flux
TIC_362220495,18424,18424,18424,18424,0.0,14884.056,pdcsap_flux
TIC_365690646,14682,14589,14589,14589,0.633428688189619,15064.7705,pdcsap_flux
TIC_367607434,16711,13593,13592,13592,18.664352821494823,69495.505,pdcsap_flux
TIC_367855829,18424,18424,18424,18424,0.0,17178.844,pdcsap_flux
TIC_376981340,16269,13014,13010,13010,20.03196262831152,1273.3676,pdcsap_flux
TIC_376168473,16391,12982,12927,12927,21.133548898785914,7882.3535,pdcsap_flux
TIC_377191482,16715,13910,13908,13908,16.793299431648222,49267.125,pdcsap_flux
TIC_381976956,18275,18275,18274,18274,0.005471956224345487,40205.588,pdcsap_flux
TIC_387527558,16649,13459,13459,13459,19.16030992852423,974.9536,pdcsap_flux
TIC_390048041,16749,16749,16749,16749,0.0,1320.6095,pdcsap_flux
TIC_394029948,18420,18420,18419,18419,0.005428881650382245,22014.703,pdcsap_flux
TIC_402740809,17330,17330,17330,17330,0.0,1149.8794,pdcsap_flux
TIC_404518509,13541,13532,13532,13532,0.06646481057529519,58866.713,pdcsap_flux
TIC_41173048,16778,16150,16149,16149,3.748956967457384,33397.01,pdcsap_flux
TIC_416539317,18808,16430,16430,16430,12.643555933645256,1841.06565,pdcsap_flux
TIC_43064903,17711,13211,13211,13211,25.407938569250742,1261.0189,pdcsap_flux
TIC_440100539,16513,13094,13086,13086,20.753345848725246,51568.243,pdcsap_flux
TIC_441798995,18422,18422,18422,18422,0.0,2664.19155,pdcsap_flux
TIC_458589703,16342,16342,16342,16342,0.0,5378.32535,pdcsap_flux
TIC_459903429,19606,19606,19605,19605,0.005100479445063755,51878.66,pdcsap_flux
TIC_459952217,17570,17369,17364,17364,1.1724530449630066,86414.975,pdcsap_flux
TIC_459978312,18408,18408,18408,18408,0.0,1239682.0,pdcsap_flux
TIC_47384844,16898,15779,15779,15779,6.622085453899873,52652.016,pdcsap_flux
TIC_55748194,18391,15170,15069,15069,18.06318307867979,1781.1652,pdcsap_flux
TIC_49687222,18300,18300,18300,18300,0.0,18955.427,pdcsap_flux
TIC_68035558,14409,10082,10082,10082,30.029842459573874,6959.459000000001,pdcsap_flux
TIC_62301521,19250,15266,15265,15265,20.701298701298697,493.61072,pdcsap_flux
TIC_684936227,18277,18277,18277,18277,0.0,2715.3088,pdcsap_flux
TIC_72668830,13541,12901,12901,12901,4.726386529798388,10810.367,pdcsap_flux
TIC_343648136,116251,111582,111579,111579,4.018890160084643,10433.226,pdcsap_flux
TIC_71134735,18592,16495,16495,16495,11.27904475043029,815.37354,pdcsap_flux
TIC_75656058,19611,19611,19611,19611,0.0,7456.621,pdcsap_flux
TIC_78154865,13359,13031,13031,13031,2.4552735983232266,44492.387,pdcsap_flux
TIC_76197937,19610,19610,19610,19610,0.0,7357.5650000000005,pdcsap_flux
TIC_93125144,14678,14518,14518,14518,1.0900667665894481,21580.610500000003,pdcsap_flux
TIC_96097215,13362,12978,12975,12975,2.8962730130219994,12668.571,pdcsap_flux
TIC_8677530,17196,15264,15264,15264,11.235170969993025,1938.65025,pdcsap_flux
TIC_87597187,18540,16575,16457,16457,11.235167206040996,984.05365,pdcsap_flux
