host,n_points,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,elapsed_s
MOA-2010-BLG-353L,16204,5.376508499639345,4.491477916568325,,4.311205823818719,0.0206550155186051,3803.5331645874353,0.0655976050599565,0.8616302196470431,1.0387310559420395,0.0250175092631617,1.023492284339078,1.0552592620652526,0.4491653285930786,0.3345243785741988,-1.4892916754558758,6.0,6.0,0.0,18.314743666007416
MOA-2010-BLG-477L,16088,0.0,0.0,,,-6.08023365087343,0.0,,1.0,,,,,,,,,,,7.517225207993761
MOA-2011-BLG-028L,16204,0.0,0.0,,,-6.04980519260034,0.0,,1.0,,,,,,,,,,,8.907532084005652
MOA-2011-BLG-262L,16087,0.0,0.0,,,-6.092886614331127,0.0,,1.0,,,,,,,,,,,5.342759166989708
MOA-2011-BLG-291L,16205,0.0,0.0,,,-6.120993023843475,0.0,,1.0,,,,,,,,,,,6.803047499997774
MOA-2011-BLG-322L,16205,0.0,0.0,,,-6.121011131252284,0.0,,1.0,,,,,,,,,,,8.623033125011716
MOA-2012-BLG-006L,16205,0.0,0.0,,,-6.1210045719150425,0.0,,1.0,,,,,,,,,,,7.623171832994558
MOA-2012-BLG-505L,16041,0.0,0.0,,,-6.077596039929561,0.0,,1.0,,,,,,,,,,,6.446047417004593
MOA-2013-BLG-605L,16196,0.0,0.0,,,-6.117475825923372,0.0,,1.0,,,,,,,,,,,4.188685917004477
MOA-2015-BLG-337L,16073,0.0,0.0,,,-5.807496242801271,0.0,,1.0,,,,,,,,,,,3.6999367920216177
MOA-2016-BLG-227L,16198,0.0,0.0,,,-6.04609596457174,0.0,,1.0,,,,,,,,,,,6.6949688750028145
MOA-2016-BLG-319L,16205,0.0,0.0,,,-6.072643472911479,0.0,,1.0,,,,,,,,,,,5.343431834015064
MOA-2019-BLG-008L,16205,0.0,0.0,,,-6.104783704160968,0.0,,1.0,,,,,,,,,,,7.338667542004259
MOA-2020-BLG-135L,16205,0.0,0.0,,,-6.088093897341139,0.0,,1.0,,,,,,,,,,,7.241363000008278
MOA-bin-1L,15772,0.0,0.0,,,-6.089903812461927,0.0,,1.0,,,,,,,,,,,4.998594959004549
MOA-bin-29,16203,3.460134460743531,1.129223892654823,,1.4084564292751365,0.0069866129784201,3803.012409250242,0.0106614430630335,0.9520447328633198,1.225877642444866,0.0716628528284221,1.2562189137288284,1.1854226140662485,0.3519024994181308,0.1969360868322261,-3.6010404523143396,19.0,18.0,1.0,12.612936749996152
MWC_758,15076,9.261935377543116,8.674397684148447,8.0032e-05,0.6248692573715562,0.0016728528423625,3235.4921800893953,0.0159880888473591,0.9983383096597792,0.998374274532204,0.000109207692619,0.9982390305282484,0.9985129511250924,0.8887277128891117,0.0366591334138366,13.243438498624796,39.0,35.0,4.0,15.099804500001484
MXB_1658-298,75505,0.0,0.0,,,-5.7767885962552015,0.0,,1.0,,,,,,,,,,,14.23847808301798
NGC_2682_Sand_1429,3083,5.879080135307854,4.919996188535959,0.068747499,0.6348353420294168,0.0017148893852662,2500.9273841236036,0.016815538933831,0.9990074865051062,0.9990190863878604,0.0001984914084071,0.999316605888823,0.998698680771439,1.1165933559841792,0.0283318776115416,4.9562805432034285,38.0,34.0,4.0,4.095388916000957
NGC_2682_Sand_978,15509,6.7681751796543566,5.472697721473717,0.01392557,8.350806276189937,0.0532206925627161,2500.3709541142407,0.0620660761170678,0.9994429544720644,0.999491940564602,7.572408170590422e-05,0.99933078571623,0.9997426258842916,2.199441167315163,0.0212252342912344,9.511310627720931,3.0,3.0,0.0,22.82139245799044
NGC_2682_YBP_1194,15481,4.737681527174374,3.8679215935752977,,6.774874672080648,0.0402672286603631,2504.1672680829106,0.0317909832414378,0.9781655366982828,0.9783235805229968,0.0035877463265066,0.993446476694097,0.9480777881807962,5.932665019389875,0.132885748653736,8.926732332746777,3.0,3.0,0.0,31.307911250012697
NGC_2682_YBP_1514,15509,4.419702406529003,4.103356848757637,,0.8215789922633805,0.0024170085702284,2500.7841755644968,0.0151389247240686,0.9940958681102012,0.9949575217259764,0.0014905751385334,0.9927095226438798,0.9972055208080728,1.070971974771651,0.0691011336077401,3.4348860331693865,29.0,26.0,3.0,25.532513375015697
NGC_2682_YBP_401,15508,3.976476825526719,3.4868981994955623,,0.9376935789534628,0.0028830503683288,2501.1831983467805,0.0109038100523201,0.9977930371001512,0.9974223085475628,0.000713788331695,0.9983340471674972,0.9964257570327504,0.9471204181963532,0.0422478549189496,3.796497000997865,25.0,23.0,2.0,28.485453374974895
NGTS-1,17178,12.03966921786076,10.78586656289952,8.0032e-05,1.3243527669324633,0.0043004259109302,1439.3987039673498,0.0245810503947855,0.9917170716542452,0.9921437206351448,0.0007307786858611,0.998949566151858,0.9836610725998204,9.208553806119852,0.0818463090165288,12.98990149194596,19.0,18.0,1.0,36.852799540996784
NGTS-10,82621,18.740640338036776,18.105708736471968,8.0032e-05,0.766509839956043,0.0022471000833531,3666.177018438302,0.0169558654996061,0.9895891402457444,0.9905109709775882,0.0012176352870304,0.9909819433393802,0.9900394975813692,0.2738570287850979,0.0917593745960281,8.153459646235111,31.0,26.0,5.0,110.2952730830002
NGTS-11,93003,5.6471240541350785,4.213075580857135,,7.622299154106329,0.0439019200833752,2118.7071571944507,0.1392771444170777,0.9991480351405306,0.999904488735368,0.0001222314584369,0.9998535915259636,0.9999552117883672,0.2941204762446597,0.0262493158024328,0.793395592205035,4.0,4.0,0.0,123.50519904200335
NGTS-12,18224,12.219304017800413,10.867430613449658,8.0032e-05,7.545817099410773,0.1050719610736625,3019.135300181469,0.1465079792467991,0.9986671858564856,0.9987487613214234,0.0001643864588134,0.9987279397541896,0.9987697811892976,0.0899917816160877,0.0328315920809111,6.956066456812486,3.0,2.0,1.0,30.43200870900182
