host,label,status,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,elapsed_s
GJ_876,1,Success,1.1179524202440236e-07,0.0003073901818472,-2.713062660308907e-06,-0.3108226999596222,38.41972504201112
GJ_887,1,Success,0.0001123985916634,0.0023890973055793,0.0002967219729371,,39.20436437497847
GJ_896_A,1,Success,7.91402990987576e-06,0.0048227817208744,3.0500949930178933e-06,1.6051452416925005,151.57160362502327
GJ_900_A,1,Success,9.877030705043412e-07,0.0007435591997833,3.459094398694518e-05,,124.1323399579851
GJ_9066,1,Success,8.481354036613489e-07,0.0004597252095302,0.0001098910278124,,28.2095882500289
GJ_9404,1,Success,3.8679192269693185e-07,0.0003263813288341,1.783680132683152e-05,-1.4813951819711193,29.8971422080067
GJ_96,1,Success,1.4383641805899412e-07,0.0002205659533821,8.394880441575658e-06,0.0271370651418547,26.451797042042017
GJ_9689,1,Success,7.571965598857841e-07,0.000126139235858,2.7665124942233277e-05,0.7410698951956303,28.96419687499292
GJ_9714,1,Success,1.8830910265325777e-07,0.0005358777162064,-1.8288232728203013e-07,,37.38072129199281
GJ_9773,1,Success,8.654306865386197e-07,0.0002199673633449,8.111710356739632e-05,0.0016665288212826,25.973103999975137
GJ_9827,1,Success,2.0137069179381045e-06,0.0001041457540384,-2.7386089814340764e-05,-0.0146236941873049,99.16302149998955
GPX-1,1,Success,3.151247799921972e-05,0.0009672390063489,0.0009283334986212,0.5160145860508519,45.640681500022765
GQ_Lup,1,Success,7.223470600014398e-05,0.0071173424315882,0.0040075912164609,,27.283028208010364
GU_Psc,1,Success,1.3423874065664638e-05,0.0006732853232486,0.0023537994043667,1.0146173987017957,20.937662750016894
G_192-15,1,Success,6.652563032773877e-06,0.0009202464437499,0.0001439143751906,0.5966074085042069,32.1797578749829
G_196-3,1,Success,7.103665323145986e-06,0.0027481698494841,0.0001845040110487,-0.0537487811285867,33.32456691603875
G_261-6,1,Success,1.1649416513292933e-05,0.0006651669795891,-2.2130292985034217e-05,-0.8316778906818616,40.854895666008815
G_264-012,1,Success,2.193954875907528e-06,0.0006659980014065,7.732833742446488e-06,,26.32335908402456
G_268-110,1,Success,5.227721735531874e-05,0.0009713179235354,-0.0001272955206956,0.2056927893630009,23.4236372919986
G_9-40,1,Success,6.8794301152775064e-06,0.000288923429599,-2.6915102690150405e-05,,26.89965345803648
Gaia-1,1,Success,2.1564363856448323e-05,0.0008449616239662,-0.001342732872952,,28.47929466702044
Gaia-2,1,Success,2.377429474927728e-06,0.0015009019545768,-0.0001049974116251,,32.13459979201434
Gaia-4,1,Success,3.5147459855510214e-06,0.0007648586833251,5.711512648365336e-05,-20.138688896636417,22.95899345795624
