host,label,status,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,elapsed_s
K2-165,1,Success,1.9873710436065657e-06,6.795956686279307e-05,1.7191380154546465e-05,,22.747568499995396
K2-166,1,Success,4.637909402373395e-06,0.0004225516899026,4.702652391563866e-05,1.459360618762192,37.62219895800808
K2-167,1,Success,1.0452280454173153e-07,8.555327413522865e-05,1.9640492541550536e-05,1.3087627244702742,29.171001542010345
K2-168,1,Success,9.315457044809976e-06,0.000474438825575,0.0001482548807298,0.6887645369228219,24.421691209019627
K2-169,1,Success,6.066060355541596e-06,0.0010191446955248,0.0001317477497649,-0.2924891259154138,24.11463912500767
K2-17,1,Success,1.4365679592315716e-05,0.0006150346536501,-0.0001406666509684,,40.10427016596077
K2-170,1,Success,1.0978596869126092e-05,0.0021213399904589,0.000342413476158,,21.46384008298628
K2-171,1,Success,9.59814745159492e-06,0.0006212622899854,9.886779101220268e-05,-0.5795326178318492,21.744140916038305
K2-172,1,Success,1.1001556671316551e-05,0.0006231870805062,8.153771982488678e-06,,25.103418875019997
K2-173,1,Success,7.075317114000786e-06,0.0004252454296345,-5.292572600978929e-05,,27.84339266701136
K2-174,1,Success,4.530515685614656e-06,0.0007105732055459,-1.5894462910726048e-05,-9.174343295957373,26.55834908300312
K2-175,1,Success,1.389249643831354e-06,0.0002780381429817,5.3888218372044605e-06,,22.079687333025504
K2-176,1,Success,1.371608517202441e-05,0.0011662841970296,0.0003090653880839,-0.2525892773145863,23.04379866702948
K2-177,1,Success,9.11410281135692e-06,0.0004869415214736,0.0001248127132124,,23.379661291954108
K2-178,1,Success,6.186527887644016e-06,0.0007965531283038,0.0002780868019507,,26.81779116700636
K2-179,1,Success,1.3614410919684534e-05,0.0006898332960708,7.979935290003404e-05,,31.26755862502614
K2-18,1,Success,5.2361537322035465e-06,0.0005838488333524,2.173186206677613e-05,,42.82891575002577
K2-180,1,Success,1.2540033720678588e-05,0.0018901846459547,-9.448961402069855e-05,,27.64636100002099
K2-181,1,Success,1.1816226204410307e-05,0.0003442652555641,0.0002508007274906,,32.54561420797836
K2-182,1,Success,2.924181671447708e-06,0.0004637363849562,-4.543008658730585e-05,-0.4312492592816143,22.238157707965
K2-183,1,Success,1.289197092698076e-05,0.0008591558874026,0.0002663964594322,,31.87381295801606
K2-184,1,Success,7.590154587647053e-07,0.0001692306894642,1.4197398126025718e-05,,23.59891354199499
K2-185,1,Success,7.056533198674309e-06,0.0015434733450349,8.771515223915394e-05,,39.274816250021104
K2-186,1,Success,9.24749293621497e-06,0.0005416709383926,0.0001456853893802,0.0526664077989154,30.523435749986675
K2-187,1,Success,1.811479925971375e-05,0.0005362949752882,-0.0001159974625568,0.3089263291781361,34.878980416979175
K2-188,1,Success,1.194659936447338e-05,0.0008687281896244,6.38392225748019e-05,,32.32811208302155
K2-189,1,Success,6.975309042284077e-06,0.0008875212926007,1.3388672821523784e-05,0.8426409370929896,26.601462958031338
K2-19,1,Success,2.7120131077438404e-05,0.0005691878677722,-6.476283757494983e-05,,37.66336304199649
K2-190,1,Success,1.8225645654341728e-06,0.000320008780336,5.029542050793978e-05,,26.33628829201916
K2-191,1,Success,1.8024312471478663e-05,0.0013047163863396,0.0002955710857349,-0.5638301364099413,24.723032040987164
K2-192,1,Success,1.1225049225855465e-05,0.0008960876265547,-3.3365830049980616e-05,,24.546178917051293
K2-193,1,Success,2.6535898584251196e-05,0.0013732234425739,0.0001097679632678,,21.96846366702812
K2-194,1,Success,2.22901849385697e-05,0.0008162445670314,9.043053537183264e-05,1.3349275432441905,20.390766584023368
K2-195,1,Success,1.108892895566505e-05,0.0006257870426328,1.3512289884443083e-05,-0.4339246891111767,30.73522375000175
K2-196,1,Success,8.640620966266787e-06,0.0004958629220626,2.2031820654633272e-05,,31.761237415950745
K2-197,1,Success,8.764184568381396e-06,0.0016079473115195,0.0001492883632687,-9.03566501471968,44.44464170804713
K2-198,1,Success,1.6388502918696348e-06,0.0023149290926263,-2.621151313642045e-05,,29.53624954202678
K2-199,1,Success,4.30267492844275e-06,0.0004222999349708,6.9592130821583e-05,-9.427728461911762,29.760228667000774
K2-200,1,Success,1.0541421312864802e-05,0.0006651606720258,0.0001398676907251,6.123303576032007,36.93480520800222
K2-201,1,Success,5.72990262069509e-06,0.001067020744819,0.0001436044858877,0.7211710326830287,35.2447912080097
K2-203,1,Success,4.6994731802806815e-06,0.0005617328275822,-5.188626418095588e-05,,24.13043108297279
K2-204,1,Success,1.781235475102359e-05,0.000840907829729,5.913419642178397e-06,,23.22160112496931
K2-205,1,Success,8.802780992155548e-06,0.0011369772152277,6.968154469955135e-05,,21.390812124998774
K2-206,1,Success,1.7164203325354993e-05,0.0004675298299749,0.000164819820617,,20.822537416999698
K2-207,1,Success,2.1794298138839973e-05,0.0015921216242511,0.000190044227071,-0.4731918972685703,17.85700945899589
K2-208,1,Success,6.353395290709985e-06,0.0004429684837786,3.5170709171694625e-06,,26.072790042031556
K2-209,1,Success,1.2115925561194086e-06,0.0004393590150068,2.465947234242538e-05,-11.99217236968461,20.425299375026952
K2-21,1,Success,6.700519024480474e-06,0.0006324584477699,-0.0001723363624923,-0.561118394519872,17.86917733302107
K2-210,1,Success,3.5085316873222768e-06,0.0011833660022962,2.821531041274916e-05,,24.71355920797214
K2-211,1,Success,1.312792998815308e-05,0.0006957961075997,-0.0001022093181957,,24.675568334001586
K2-212,1,Success,8.428261122038634e-06,0.000259404839087,-5.1085237631642855e-05,0.024484727426147,24.84152608300792
K2-213,1,Success,7.778419160638555e-06,0.0009470783229184,6.175430428001505e-05,,21.382653500011656
K2-214,1,Success,4.4118082966885195e-06,0.0001810463881544,7.041170115895667e-05,,21.684218332986347
K2-215,1,Success,1.6373841803528523e-05,0.001172858829282,0.0002445788652751,-0.1351668966257004,27.43373204197269
K2-216,1,Success,5.3801602975033434e-06,0.0022202029503555,0.0001450835950818,28.20773506499532,23.558272790978663
K2-217,1,Success,7.359371994599979e-06,0.0010023546887395,-7.52628867837224e-05,13.09271828699849,26.16114858398214
K2-218,1,Success,1.3659970601745244e-05,0.0003432098812061,9.34339700897624e-06,,35.77119195897831
K2-219,1,Success,6.211839689646269e-06,0.0004928867597324,-0.0001708691914581,-1.366036188706792,34.90005833300529
K2-22,1,Success,0.0002493868324969,0.011880067240719,-0.0002943499721013,,43.83025837497553
K2-220,1,Success,4.326216820858511e-06,0.0002948711227903,7.453912003207996e-05,12.7609850450152,30.606387417006772
K2-221,1,Success,9.85139942911553e-06,0.0008678415127413,0.0001162084577193,-5.471048797777794,23.131304708018433
K2-222,1,Success,4.1744932513395737e-07,0.0001644170174196,2.6244956000009975e-05,-0.0247082507742181,17.619024250016082
K2-223,1,Success,1.9688399823517513e-06,0.000408705954055,-1.676294233377007e-05,,21.53790754097281
K2-224,1,Success,1.361776997859156e-05,0.0009203033333107,2.272375605461008e-05,-0.7872275933928355,35.154281833034474
K2-225,1,Success,2.847525070059636e-06,0.0003159156300052,-5.783560047989411e-06,0.3160851590177682,22.523063000000548
K2-226,1,Success,4.082747173240112e-06,0.0004456029698497,5.859307816535875e-05,15.747267960237156,20.80894737498602
K2-227,1,Success,3.831734325866177e-06,0.0004121581745884,-1.788098679611494e-05,,34.0917579579982
K2-228,1,Success,8.38612441584878e-05,0.0030278471333336,-0.0003392779638105,,31.748777290980797
K2-229,1,Success,1.0353164805244842e-06,0.0006153409620181,2.736983948248284e-05,,27.263485833012965
K2-230,1,Success,1.483390411158758e-05,0.0008313712658393,4.587571196990048e-05,,36.40818812494399
K2-231,1,Success,1.949951329541196e-05,0.0006303618910951,-5.985140031095071e-05,,24.62186341697816
K2-232,1,Success,5.092732884226808e-07,6.630118500494664e-05,-9.54154350041314e-06,-8.50104222603102,25.60786683298647
K2-233,1,Success,9.07109401920698e-07,0.0002651047714817,-1.434175629322354e-05,-0.1494827408137382,18.5336456670193
K2-237,1,Success,2.6704094086117556e-05,0.0008002427598108,0.0018138024974436,,33.26138070796151
K2-238,1,Success,6.042818639567224e-05,0.0010394201500775,5.966205961782656e-05,,18.508969540998805
K2-239,1,Success,2.1392488202998252e-05,0.0041333551086166,0.0001118311468726,,42.25847970804898
K2-24,1,Success,1.6326045066357616e-06,0.0003725351384264,-3.0944061610416185e-05,13.105494897990226,40.02465983299771
K2-240,1,Success,8.782781092973765e-06,0.0008791883187727,-7.033944571244177e-06,-0.7230474550613735,37.59039745898917
K2-241,1,Success,3.88548910336799e-06,0.0002456422083724,0.0001074152819777,-0.3103586339959999,34.38553500000853
K2-242,1,Success,0.0002593694004841,0.0021403842319056,0.0003732063057226,,32.35368283302523
K2-243,1,Success,1.7767516498387906e-06,0.0004184737346797,-1.991370247522717e-05,-0.2207193115537271,22.43792870797915
K2-244,1,Success,4.163555250283057e-06,0.0014490221208173,9.225835455817231e-05,0.3112158322146093,37.52314274996752
K2-246,1,Success,0.0001816331691464,0.0016590720778433,0.0002084284944842,0.6630811095145369,36.91045829100767
K2-247,1,Success,9.828931385366277e-05,0.0026753684827103,0.0003952663888806,,30.006422624981496
K2-248,1,Success,2.0154191635305813e-05,0.0009668906139576,-9.07707660460222e-05,0.0170778748857986,29.70896537497174
K2-249,1,Success,6.8185540169735385e-06,0.0005331060208635,-2.6929561935062907e-05,0.3094724679115243,20.97974083398003
K2-25,1,Success,4.959773994664781e-05,0.0015259733474009,-0.0001771616874526,0.6146966770474612,36.06849220796721
K2-250,1,Success,4.847904128094719e-05,0.0003494519468074,-0.0001337138829944,,24.908860499970615
K2-251,1,Success,0.0001584641930336,0.0033199376228175,0.000274154421626,,30.695302874955814
K2-252,1,Success,8.262832013912297e-06,0.0007696121667254,-0.0001028958915938,,24.210504874994513
K2-253,1,Success,0.0002411716438236,0.00144429189775,-0.00024606187851,,23.681471958989277
K2-254,1,Success,5.5026840197287135e-05,0.0017690678910152,0.0003474539188076,-0.5676909742325211,28.836383250018116
K2-257,1,Success,1.0334177578257242e-05,0.0012088620117399,4.134513266751405e-06,,30.57532075000927
K2-258,1,Success,3.351497882783186e-05,0.0023698782615744,0.00032837200721,,44.82722262496827
K2-259,1,Success,1.30380599532182e-05,0.0005989348064374,3.568507438800328e-05,,34.59175179200247
K2-26,1,Success,3.593586754403404e-05,0.001458596361736,0.0003388627117412,,32.40096437500324
K2-260,1,Success,1.2784551008392235e-05,0.000321821563424,5.581399424492428e-05,-0.0044624439668818,37.01100795797538
K2-261,1,Success,9.85167843366826e-07,3.382223739345491e-05,2.2524173995397412e-05,,29.263963709003292
K2-263,1,Success,3.0597366813905115e-06,0.0003354858346832,-4.068866631534718e-05,0.6159654364670284,32.78457429201808
K2-264,1,Success,0.0004356867421106,0.0037637894960097,0.0011064765995719,-23.898213082763306,34.18647495796904
K2-265,1,Success,1.2744722969603752e-06,0.0001514271636583,-1.3710534076061265e-05,1.6012929202600552,23.70672050002031
K2-266,1,Success,2.1645677566478696e-06,0.0002664589437321,-4.193685874120945e-07,,16.774140874971636
K2-268,1,Success,4.64245019948608e-05,0.0007478640697182,-6.228280996500857e-06,,30.321111999975983
K2-269,1,Success,3.3734787642602903e-06,0.0003244941888421,2.4990804471380912e-05,,29.08968149998691
K2-27,1,Success,2.170003306921304e-05,0.0005642107836063,-2.078848049835713e-05,-0.5300303383974337,32.01672066701576
K2-270,1,Success,4.113486208327467e-05,0.0028926081443214,-0.0001196905839444,0.3027538919839914,39.246353333990555
K2-271,1,Success,5.845029354785024e-05,0.0011525738987632,-0.0001092424161555,0.2586363958606155,36.97918404097436
K2-272,1,Success,5.80132908789094e-05,0.0012726763351989,0.0001255505052124,,35.08655795804225
K2-273,1,Success,2.9136782859248405e-05,0.0008392393908443,1.2520457900122572e-05,-0.8765242675030045,37.3932206670288
K2-274,1,Success,1.623768958373515e-05,0.0007676598839069,0.0002093661082291,-0.8410030051954559,29.272723499976564
K2-275,1,Success,3.7780409721951454e-06,0.0002516475119575,1.3496519802869145e-06,,24.86963791702874
K2-276,1,Success,0.000132547824014,0.0012174390834714,0.0004495984638459,-0.036215234137122,28.14672158297617
K2-277,1,Success,8.307423390738174e-07,0.0002738418801491,9.981618146470694e-07,,20.597261624992825
K2-278,1,Success,2.746520778185419e-05,0.0008835062460313,0.0006498265193776,,25.116115292010363
K2-279,1,Success,3.45192425135125e-06,0.0006972381158421,-6.146821539565472e-05,-0.6264607341560257,26.439235624973666
K2-28,1,Success,6.656153976734339e-05,0.0022310105343454,8.432460669505204e-06,,23.67891637503635
K2-280,1,Success,9.838107872876252e-06,0.0007165626685921,-4.9988348027163454e-05,0.2705295349812087,32.905610457994044
K2-281,1,Success,0.0002515535293679,0.0030346521618613,-0.0002300767061007,,33.69825541699538
K2-282,1,Success,7.088189916047743e-05,0.0017922843816198,0.0003491143801739,0.6242276333014655,34.206249583978206
K2-283,1,Success,0.0001132165335483,0.0032905557746303,0.0006420232281312,-3.359870218326632,33.101757832977455
K2-284,1,Success,1.1394532430662838e-05,0.0005591648901941,-0.0001404382323277,,36.44069020799361
K2-285,1,Success,4.278602239127296e-06,0.0003393893466615,-1.0922620611752976e-05,,21.09208450000733
K2-286,1,Success,4.921971468803956e-06,0.0001174416126543,1.208463289059658e-05,,26.988062958000228
K2-287,1,Success,1.7916610635191512e-06,0.000901344653099,7.292448162343756e-05,,28.43651349999709
K2-288_B,1,Success,0.0008509597260404,0.0074847636498923,0.0007361606646804,0.2656697326119394,27.79029154201271
K2-289,1,Success,3.971790332515287e-05,0.0013365788317848,-0.0001595219918018,,28.88391779200174
K2-29,1,Success,7.530061571630782e-06,0.0004930189697206,-0.0009238015348969,0.5523360180801649,38.891547332983464
K2-290,1,Success,1.9491279051320956e-06,0.0006854038950894,7.870353355998727e-05,-4.387117967141341,28.993404040986206
K2-291,1,Success,5.746863234634961e-07,9.437091103539389e-05,1.3898676321622006e-05,,25.11491141701117
K2-293,1,Success,2.854503044719308e-05,0.0020659005745421,0.0002664910547031,,20.44405262498185
K2-294,1,Success,8.91429302179346e-06,0.0003668105905145,-5.624659592240455e-05,-0.7131683018539181,16.197572999983095
K2-295,1,Success,3.5462194310982954e-05,0.0010401223730658,-0.0017892485761425,0.8911501239914548,22.42217974999221
K2-3,1,Success,1.8151481463660116e-06,0.0002345344622155,2.196195716064331e-05,,20.955310541961808
K2-30,1,Success,3.3260115350319415e-05,0.0021900449017003,-0.0010090248293257,,28.7966282920097
K2-308,1,Success,0.0003416367945123,0.0037805538524392,-0.0007878958673741,-1.006431782806217,31.88091470801737
K2-31,1,Success,1.2821835367375291e-06,0.0004180692256148,-2.976392806641748e-05,,30.342066000041086
K2-315,1,Success,0.000483672219862,0.0086990214300489,0.0006989074636876,-2.3395600177907516,36.82413708296371
K2-316,1,Success,0.0003301005183326,0.007966592270692,0.0006469670509341,,33.31923837499926
K2-317,1,Success,0.0028592367707374,0.0180217853487851,0.0038942392138838,0.3244191437139961,26.855924833973404
K2-318,1,Success,9.64895698001106e-05,0.0046380644579875,0.0001438419558112,,30.48379070800729
K2-319,1,Success,6.687378933261901e-06,0.0005750401221671,3.629698913565349e-05,1.6588668077271054,25.937367417034693
K2-32,1,Success,5.185039996955047e-06,0.0007499341797364,4.377156794144188e-05,,22.007657332986128
K2-320,1,Success,0.0012902597221938,0.0088659852768075,0.0009409454647215,,40.08235425001476
K2-321,1,Success,9.355913072497393e-06,0.0002902892156676,1.5121833586317912e-05,,26.06358762498712
K2-322,1,Success,7.894127471974295e-05,0.001730480097413,0.000318126924196,-1.602827818507118,35.08756429195637
K2-323,1,Success,5.236274320804472e-05,0.0023833955397565,7.174948238419798e-05,,33.67873912502546
K2-324,1,Success,0.0001073618833383,0.0016323404490552,0.0001800995899452,,35.833205082977656
K2-325,1,Success,0.000938055481889,0.0163952091130751,-0.0005044097418744,0.7590017835582812,26.68060133396648
K2-326,1,Success,0.0002538575175325,0.0024387950939213,-0.0004514427861375,,24.668629666033667
K2-329,1,Success,1.0157072825639527e-05,0.0022711634908736,-0.0002196612914104,-0.5593821617380653,20.538754167035226
K2-33,1,Success,3.1442827641779467e-05,0.0003908047820555,-0.0001383143208777,,17.130408875003923
K2-330,1,Success,4.1017487291934025e-07,9.08980947761222e-05,2.2011418155942764e-06,0.3348222249661905,21.034652708040085
K2-331,1,Success,2.3787035827007083e-06,0.0002532448853902,-4.5495244052062844e-06,0.471794640757782,17.1104107919964
K2-332,1,Success,0.0023322913549602,0.0187318463742547,0.0013621095764324,0.3764586015215528,44.298288249992765
K2-333,1,Success,7.518041545217312e-06,0.0005052324530143,9.91771164960964e-05,0.5183919125486702,31.341628584021237
K2-334,1,Success,3.616866326029753e-06,0.0001630613538865,-5.111382063827108e-06,,31.82811512501212
K2-335,1,Success,1.301143697965167e-05,0.0012025656108108,1.2448530232633814e-05,0.7380374354135899,39.61097174999304
K2-336,1,Success,1.2492552910674576e-05,0.0006841532452912,0.0001053261789885,,36.98448141699191
K2-337,1,Success,9.791065255038266e-06,0.0005516615856384,5.708709660212641e-06,0.0766587626720684,38.086965665977914
K2-338,1,Success,1.6452781878780587e-05,0.0003836281372164,0.0001018159247778,0.1711070684397228,34.082329500000924
K2-339,1,Success,0.000177020811941,0.0059301999816225,-4.2431851507984675e-06,-0.5396710463822514,38.217984374961816
K2-34,1,Success,3.801135878936845e-06,0.0005772549189509,-0.0005206556803556,,31.915277749998495
K2-340,1,Success,0.0001549407705644,0.0029630726346305,2.8551630648410153e-05,,38.00341483298689
K2-341,1,Success,1.344765850220656e-05,0.0017412848287225,1.922583292601754e-05,-3.0886985253865524,38.9063909999677
K2-342,1,Success,2.5135709549744964e-06,0.0002583401248066,-7.172115353881736e-05,-0.3652720402174559,32.60444358299719
K2-343,1,Success,0.000242796606852,0.0017409750832851,0.0005500540474561,-0.699597966877656,34.29732870799489
K2-344,1,Success,9.121660253681314e-06,0.0004058264668045,-3.925761181866605e-05,-0.1227585487974083,30.42616629198892
K2-345,1,Success,0.0001258988875565,0.0017396461237923,6.17867469721034e-06,,37.204421415983234
K2-346,1,Success,3.3014559987556693e-06,0.0005217078675836,0.0001522856813478,,31.93561495799804
K2-347,1,Success,0.0001886934931958,0.0024009070650247,-0.0002154867844776,,32.855968833959196
K2-348,1,Success,7.174111214685238e-06,0.0004410742410475,3.079357284418993e-05,-0.1417447639156492,23.473858832963742
K2-349,1,Success,0.0001088613710136,0.0032653954917984,-5.907750305045312e-05,,23.901610959030226
K2-35,1,Success,9.191957022916356e-05,0.0029228653248144,-2.457535141298095e-05,,33.35220795898931
K2-350,1,Success,2.9641399196199137e-05,0.0040019677628227,-4.624941921749226e-05,-0.9026285346841022,31.56674516701605
K2-351,1,Success,0.000111693402637,0.0035831147251197,-0.0001536930691929,-1.3067858771496774,27.21297354198759
K2-352,1,Success,2.0288071958468575e-06,0.0005089322051114,-2.4249682065047296e-05,-1.211623469093606,28.83330629201373
K2-353,1,Success,6.340901310629275e-06,,-4.988712445808119e-06,,27.530361749988515
K2-354,1,Success,6.01206068716143e-05,0.0053812291670563,0.0001117474313532,,33.69314466702053
K2-355,1,Success,5.459798821913209e-05,0.0025497887419506,0.0003993658356388,,35.3780779169756
K2-356,1,Success,2.9998421246073484e-05,0.0007996442126302,0.000118776467201,-1.0796448635166875,35.50855425000191
K2-357,1,Success,5.322937198225446e-05,0.0016212998589133,0.0005122339285238,0.2091820259390497,31.823957875021733
K2-358,1,Success,7.407768569574556e-05,0.0043275601972595,-9.916292109579672e-05,,34.742531875032
K2-36,1,Success,1.202768341296122e-05,0.0025293528334304,5.306766664170404e-05,-0.656635358399501,35.09337933297502
K2-366,1,Success,5.617428170762904e-06,0.001791034478257,0.0002345112292911,-0.5193536343085094,26.721027124964166
K2-367,1,Success,2.2333142295776512e-05,0.0022113672433471,7.964138805283127e-05,-0.7173017083852015,19.809374832955655
K2-368,1,Success,2.2816231177664085e-05,0.0011826925643433,-6.071165738852358e-05,,25.387106625013985
K2-369,1,Success,2.949388140761987e-06,0.0005058766377549,0.0001370588866606,,20.08825266698841
K2-37,1,Success,7.277912654080731e-06,0.0001344978933355,2.183516640474892e-05,,30.103708541952074
K2-370,1,Success,1.873942115949525e-06,0.002372252122463,-7.130500273877516e-05,,29.908858832961418
K2-371,1,Success,0.0001412001211702,0.0021485575987715,-0.0014171847575048,-0.142098110604586,30.413457292015664
K2-372,1,Success,4.1807569811228314e-05,0.0015861354734729,-2.7186568278603215e-05,,31.4214912080206
K2-373,1,Success,6.996171341806119e-07,0.0002369576278399,2.9842588586959096e-06,2.032712662699114,20.929565292026385
K2-374,1,Success,2.072687873040535e-05,0.0012692060414603,2.831789250823391e-05,1.2022517033794695,29.39679716702085
K2-375,1,Success,2.0734705336611097e-05,0.0016333065615003,0.0003368981005624,1.425968484596095,37.0185268339701
K2-376,1,Success,1.0257204494465926e-06,0.000230662406337,8.504116880114765e-05,-0.5108139817451527,33.53453495801659
K2-377,1,Success,3.391401366855372e-05,0.0010909172873154,7.248096230294543e-05,,30.977810915966984
K2-378,1,Success,0.0011830423957033,0.0114009898971833,0.001460918525862,,29.546404250024352
K2-379,1,Success,1.7221604505798517e-05,0.0024384843247534,8.4922506249141e-05,-0.3978876798623312,36.20484991703415
K2-38,1,Success,2.226251295703817e-06,0.0003755110066433,8.177803443365494e-05,,25.22354716603877
K2-380,1,Success,3.29386790184371e-06,0.0005324145021881,4.67729882993595e-05,-0.4139994563001274,32.867214792000595
K2-381,1,Success,1.017105142708424e-05,0.0007255022035276,-0.000203220291868,,20.761790707998443
K2-382,1,Success,2.5448329714162095e-05,0.0012179993219707,0.004083652215574,0.408773914202232,31.58449591702083
K2-383,1,Success,2.224888601985704e-05,0.0011631244427441,-8.723934648036114e-05,-2.9290933477626067,25.33396683400497
K2-384,1,Success,0.0001313528993889,0.0079407023457417,0.0006912726861189,0.6822330599016994,31.32684979197802
K2-386,1,Success,2.1535818834746223e-05,0.00030952300916,-4.09069956988084e-05,-0.9418578210670762,31.40335237502586
K2-387,1,Success,0.0003906178323223,0.0051058329207203,0.0006795522116329,,32.04896054195706
K2-388,1,Success,1.1301767545270166e-05,0.0010482704037561,-0.0002096193482028,-0.2649040326446253,18.211675375001505
K2-389,1,Success,3.4600641112307645e-06,0.0018814541896126,0.0001783582759895,-0.839232506303257,20.503962499962658
K2-39,1,Success,1.1881932261442623e-06,0.0002692415241746,-8.218504674584182e-06,1.7499664522837564,16.892293584009167
K2-390,1,Success,2.9925256078251908e-05,0.0012729011711989,-0.0001573556770044,-0.0530177219104193,22.55461066699354
K2-391,1,Success,7.813348442946974e-06,0.0004854438926933,1.0996758733394785e-05,0.2542455441082785,19.732166874979157
K2-392,1,Success,1.2886202188010656e-05,0.0009177853813221,0.0002993397698285,0.3797936024164678,16.941178584005684
K2-393,1,Success,4.230832948385512e-06,0.0006965299314081,6.995120431196877e-05,,13.399473041994495
K2-394,1,Success,5.95878889645733e-06,0.0016548531260959,0.0001053700300357,,40.10876587498933
K2-395,1,Success,8.078389736180341e-05,0.0026113002711477,0.0004403283727453,0.0165471636730171,32.085838541039266
K2-396,1,Success,2.7991019957983346e-05,0.0011469313013046,7.200937276907737e-05,0.4803624362956784,35.90404499997385
K2-397,1,Success,4.360596981363162e-06,0.0008273360919205,4.657754770187594e-05,,41.053372957976535
K2-398,1,Success,2.569904532243113e-05,0.0017831676129162,-4.565341303996995e-05,,36.46664875000715
K2-4,1,Success,0.0001020204628403,0.0039931463145044,0.0003031191113428,-0.2344935177606855,46.5884277500445
K2-400,1,Success,3.205460966399382e-05,0.0016664142818163,9.245677034797062e-05,-0.4790967543832571,30.412210541020613
K2-401,1,Success,3.9987767533641714e-05,0.0013551905455672,0.0001194311658819,-0.2750820525421125,29.93001091701444
K2-402,1,Success,2.11891009811238e-05,0.000974025426956,0.0002018567558663,-0.0445288656625266,34.39063662500121
K2-403,1,Success,7.89319500775297e-06,0.0009837827653598,-0.0001706122724045,-5.701814741548256,38.01061233400833
K2-404,1,Success,3.967384139714912e-05,0.0012895500091312,0.0001478854464451,0.5161067635662356,39.10202879202552
K2-405,1,Success,1.1524585773827256e-05,0.0002356478865056,-0.0001097813003156,,31.109503833053168
K2-406,1,Success,4.2257047412345905e-07,,-5.574641782635226e-06,,19.831151749996938
K2-407,1,Success,1.6032585571456045e-05,0.0002659591077147,-1.0054664845382533e-05,-16.26245212242811,27.66769083298277
K2-408,1,Success,4.614146601886639e-06,0.0013256173135658,0.0001324188587954,0.308480893759501,26.524113124993164
K2-409,1,Success,1.3703046038936045e-05,0.0004126622847296,0.0005229531482533,,24.85479100001976
K2-411,1,Success,1.2245965817077971e-06,0.0010028552504646,0.0002189256350019,,6.24687074997928
K2-413,1,Success,0.0001277653857431,0.002524489041174,0.0009044710421464,-1.237673936687802,19.18968162499368
K2-414,1,Success,5.93111781050936e-05,0.0016498830758813,-0.000186985226972,,19.281072915997356
K2-415,1,Success,3.0460285234078408e-05,0.001447867024068,2.2646899815570443e-05,,22.642122124962043
K2-416,1,Success,4.360766556789523e-05,0.001455609815435,-0.0001589572978548,,20.767457749985624
K2-417,1,Success,1.4723033931534833e-05,0.0011600473382854,1.987384172419393e-05,,20.241204750025645
K2-419_A,1,Success,0.0005961259757026,0.0044179771347259,0.001012244043712,-1.1951497324056248,37.0780657089781
K2-42,1,Success,0.0001707286340986,0.0037480896122885,-0.0001050857158433,1.690395290611184,28.65976229100488
K2-43,1,Success,0.0001666024736039,0.0031248118098949,-7.239809163062105e-05,-3.758697769562495,28.082638249965385
K2-44,1,Success,8.34878886088769e-06,0.0008880805785189,0.000213047727807,,35.05204791703727
K2-45,1,Success,0.0007436342964841,0.0055715839803971,0.0019779153471913,1.1918384884986015,34.98545437504072
K2-46,1,Success,8.270295699158685e-06,0.0007717582422845,-7.577323905216815e-05,,32.35798737499863
K2-47,1,Success,6.995420127706996e-05,0.0033351619550382,0.0005646739808865,,43.772376082954
K2-48,1,Success,0.000130720317868,0.0018242367267261,9.510935845680192e-05,,36.534588292008266
K2-49,1,Success,0.0005620152914635,0.0064188106397033,0.0003909747787739,,46.51907999999821
K2-5,1,Success,0.0001471744900558,0.0010841584351329,-0.0001700682871148,,38.33862841699738
K2-50,1,Success,9.966273517257608e-05,0.0023497401070004,0.0001944565977327,,43.36125366698252
K2-54,1,Success,6.0695632566709734e-05,0.0008275788580931,-0.0002633125496027,-0.3845216752776267,55.24670804099878
K2-55,1,Success,1.6260219521564968e-05,0.0004015437615402,4.702166902659233e-05,,18.39574908395298
K2-57,1,Success,7.53269889982523e-05,0.0025469457196059,1.1367067102030504e-05,2.978053533756249,35.5711096660234
K2-58,1,Success,8.166920057159567e-06,0.0008642346993068,-2.32135152473667e-05,21.41811186660146,23.145927000034135
K2-59,1,Success,5.9680403173635005e-05,0.0023186284606836,0.0001871122183482,,19.911746291967575
K2-6,1,Success,1.7414450085390764e-05,0.0006746351531332,0.0002272630318977,,22.23569616599707
K2-60,1,Success,1.2905314186812429e-05,0.0002739779207918,-5.004550256426654e-05,-1.4435345929110843,16.454079166986048
K2-61,1,Success,1.691779431486267e-05,0.0004140493372148,0.0001616032076097,0.4405713778981935,25.845757707953453
K2-62,1,Success,6.9813459450404845e-06,0.0006455577558197,-3.0109017452373266e-05,-0.4249600900379703,32.92973945796257
K2-63,1,Success,1.8145803383176495e-05,,-0.0002119693916544,,24.04956412501633
K2-64,1,Success,8.579261834301596e-05,0.004040825094681,0.0006313649316022,,21.27328000002308
K2-65,1,Success,9.116609144743084e-07,0.0005000154732471,0.0001251728732579,,39.75961341697257
K2-66,1,Success,6.658338508348704e-06,0.000664943024249,0.0001507884850895,,21.56334400002379
K2-68,1,Success,9.613548782967727e-06,0.001036584938738,6.6762752103377565e-06,,28.622700041974895
K2-69,1,Success,0.0001962403808843,0.0030964334380194,0.0002663533772991,,18.393402707995847
