Host Star,Status,search_seconds,download_seconds,write_seconds,search_method
TOI-2005,Success,,,,
TOI-201,Success,,,,
TOI-2010,Success,,,,
TOI-2015,Success,,,,
TOI-2018,Success,,,,
TOI-2019,Success,,,,
TOI-2025,Success,,,,
TOI-2031 A,Success,,,,
TOI-2046,Success,,,,
TOI-2048,Success,,,,
TOI-205,Success,,,,
TOI-206,Success,,,,
TOI-2068,Success,,,,
TOI-2071,Success,,,,
TOI-2076,Success,,,,
TOI-2081,Success,,,,
TOI-2084,Success,,,,
TOI-2088,Success,,,,
TOI-209,Success,,,,
TOI-2092,Success,,,,
TOI-2093,Success,,,,
TOI-2094,Success,,,,
TOI-2095,Success,,,,
TOI-2096,Success,,,,
TOI-2104,Success,,,,
TOI-2107,Success,,,,
TOI-2109,Success,,,,
TOI-2120,Success,,,,
TOI-2128,Success,,,,
TOI-2133,Success,,,,
TOI-2134,Success,,,,
TOI-2136,Success,,,,
TOI-2141,Success,,,,
TOI-2145,Success,,,,
TOI-2152,Success,,,,
TOI-2154,Success,,,,
TOI-2158,Success,,,,
TOI-216,Success,,,,
TOI-2169 A,Success,,,,
TOI-2180,Success,,,,
TOI-2184,Success,,,,
TOI-2193 A,Success,,,,
TOI-2194,Success,,,,
TOI-2196,Success,,,,
TOI-220,Success,,,,
TOI-2200,Success,,,,
TOI-2202,Success,,,,
TOI-2207,Success,,,,
TOI-2211,Success,,,,
TOI-2227,Success,,,,
TOI-2236,Success,,,,
TOI-2257,Success,,,,
TOI-2260,Success,,,,
TOI-2266,Success,,,,
TOI-2267 A,Success,,,,
TOI-2267 B,Success,,,,
TOI-2274,Success,,,,
TOI-2285,Success,,,,
TOI-2295,Success,,,,
TOI-2322,Success,,,,
TOI-2328,Success,,,,
TOI-2337,Success,,,,
TOI-2338,Success,,,,
TOI-2345,Success,,,,
TOI-2346,Success,,,,
TOI-2364,Success,,,,
TOI-2368,Success,,,,
TOI-237,Success,,,,
TOI-2373,Success,,,,
TOI-2374,Success,,,,
TOI-2379,Success,,,,
TOI-238,Success,,,,
TOI-2382,Success,,,,
TOI-2384,Success,,,,
TOI-2406,Success,,,,
TOI-2407,Success,,,,
TOI-2411,Success,,,,
TOI-2416,Success,,,,
TOI-2420,Success,,,,
TOI-2421,Success,,,,
TOI-2427,Success,,,,
TOI-2431,Success,,,,
TOI-244,Success,,,,
TOI-2443,Download of mast:TESS/product/tess2020294194027-s0031-0000000318753380-0198-s_lc.fits failed. MAST returns ERROR: HTTPError: 503 Server Error: Service Unavailable for url: https://stpubdata.s3.us-east-1.amazonaws.com/tess/public/tid/s0031/0000/0003/1875/3380/tess2020294194027-s0031-0000000318753380-0198-s_lc.fits,,,,
TOI-2445,Success,,,,
TOI-2447,Success,,,,
TOI-2449,Success,,,,
TOI-2453,Success,,,,
TOI-2458,Success,,,,
TOI-2459,Success,,,,
TOI-2485,Success,,,,
TOI-2497,Success,,,,
TOI-2498,Success,,,,
TOI-251,Success,,,,
TOI-2518,Success,,,,
TOI-2524,Success,,,,
TOI-2525,Success,,,,
TOI-2529,Success,,,,
TOI-2537,Success,,,,
TOI-2545,Success,,,,
TOI-2567,Success,,,,
TOI-257,Success,,,,
TOI-2570,Success,,,,
TOI-2580,Success,,,,
TOI-2583 A,Success,,,,
TOI-2587 A,Success,,,,
TOI-2589,Success,,,,
TOI-260,Success,,,,
TOI-261,Success,,,,
TOI-262,Success,,,,
TOI-2641,Success,,,,
TOI-2654,Success,,,,
TOI-2669,Success,,,,
TOI-269,Success,,,,
TOI-270,Success,,,,
TOI-2714,Success,,,,
TOI-2719,Success,,,,
TOI-2768,Success,,,,
TOI-277,Success,,,,
TOI-2796,Success,,,,
TOI-2803 A,Success,,,,
TOI-2818,Success,,,,
TOI-283,Success,,,,
TOI-2842,Success,,,,
TOI-286,Success,,,,
TOI-2876,Success,,,,
TOI-2886,Success,,,,
TOI-2969,Success,,,,
TOI-2977,Success,,,,
TOI-2981,Success,,,,
TOI-2986,Success,,,,
TOI-2989,Success,,,,
TOI-2992,Success,,,,
TOI-3023,Success,,,,
TOI-3071,Success,,,,
TOI-3082,Success,,,,
TOI-3135,Success,,,,
TOI-3160 A,Success,,,,
TOI-3235,Success,,,,
TOI-3261,Success,,,,
TOI-3288,Success,,,,
TOI-329,Success,,,,
TOI-332,Success,,,,
TOI-3321,Success,,,,
TOI-333,Success,,,,
TOI-3331 A,Success,,,,
TOI-3353,Success,,,,
TOI-3362,Success,,,,
TOI-3364,Success,,,,
TOI-3457,Success,,,,
TOI-3464,Success,,,,
TOI-3474,Success,,,,
TOI-3486,Success,,,,
TOI-3493,Success,,,,
TOI-3523 A,Success,,,,
TOI-3540 A,Success,,,,
TOI-3568,Success,,,,
TOI-3593,Success,,,,
TOI-3629,Success,,,,
TOI-3664,Success,,,,
TOI-3682,Success,,,,
TOI-3688 A,Success,,,,
TOI-3693,Success,,,,
TOI-3714,Success,,,,
TOI-375,Success,,,,
TOI-3757,Success,,,,
TOI-3785,Success,,,,
TOI-3807,Success,,,,
TOI-3819,Success,,,,
TOI-3837,Success,,,,
TOI-3856,Success,,,,
TOI-3862,Success,,,,
TOI-3877,Success,,,,
TOI-3884,Success,,,,
TOI-3894,Success,,,,
TOI-3896,Success,,,,
TOI-3912,Success,,,,
TOI-3919,Success,,,,
TOI-3976 A,Success,,,,
TOI-3980,Success,,,,
TOI-3984 A,Success,,,,
TOI-4010,Success,,,,
TOI-4029,Success,,,,
TOI-4030,Success,,,,
TOI-4034,Success,,,,
TOI-406,Success,,,,
TOI-4087,Success,,,,
TOI-4127,Success,,,,
TOI-4137,Success,,,,
TOI-4145 A,Success,,,,
TOI-4153,Success,,,,
TOI-4155,Success,,,,
TOI-4156,Success,,,,
TOI-4184,Success,,,,
TOI-4201,Success,,,,
TOI-421,Success,,,,
TOI-4214,Success,,,,
TOI-4308,Success,,,,
TOI-431,Success,,,,
TOI-4311,Success,,,,
TOI-4329,Success,,,,
TOI-4336 A,Success,,,,
TOI-4342,Success,,,,
TOI-4363,Success,,,,
TOI-4364,Success,,,,
TOI-4377,Success,,,,
TOI-4379,Success,,,,
TOI-4405,Success,,,,
TOI-4406,Success,,,,
TOI-4438,Success,,,,
TOI-444,Success,,,,
TOI-4443,Success,,,,
TOI-4463 A,Success,,,,
TOI-4465,Success,,,,
TOI-4479,Success,,,,
TOI-4487 A,Success,,,,
TOI-4495,Success,,,,
TOI-4504,Success,,,,
TOI-4507,Success,,,,
TOI-451,Success,,,,
TOI-4511,Success,,,,
TOI-4513,Success,,,,
TOI-4515,Success,,,,
TOI-4527,Success,,,,
TOI-4529,Success,,,,
TOI-4551,Success,,,,
TOI-4552,Success,,,,
TOI-4559,Success,,,,
TOI-4561,Success,,,,
TOI-4562,Success,,,,
TOI-4578,Success,,,,
TOI-4582,Success,,,,
TOI-4588,Success,,,,
TOI-4600,Success,,,,
TOI-4602,Success,,,,
TOI-4603,Success,,,,
TOI-4633,Success,,,,
TOI-4638,Success,,,,
TOI-4640,Success,,,,
TOI-4641,Success,,,,
TOI-4662,Success,,,,
TOI-4666,Success,,,,
TOI-469,Success,,,,
TOI-470,Success,,,,
TOI-4734,Success,,,,
TOI-4747,Success,,,,
TOI-4773,Success,,,,
TOI-4791,Success,,,,
TOI-4794,Success,,,,
TOI-480,Success,,,,
TOI-481,Success,,,,
TOI-4860,Success,,,,
TOI-4898,Success,,,,
TOI-4914,Success,,,,
TOI-4930,Success,,,,
TOI-4940,Success,,,,
TOI-4961,Success,,,,
TOI-4994,Success,,,,
TOI-500,Success,,,,
TOI-5005,Success,,,,
TOI-5007,Success,,,,
TOI-5027,Success,,,,
TOI-5076,Success,,,,
TOI-5082,Success,,,,
TOI-5108,Success,,,,
TOI-5110,Success,,,,
TOI-512,Success,,,,
TOI-5126,Success,,,,
TOI-5143,Success,,,,
TOI-5153,Success,,,,
TOI-5159,Success,,,,
TOI-5160,Success,,,,
TOI-5174,Success,,,,
TOI-5181 A,Success,,,,
TOI-519,Success,,,,
TOI-5205,Success,,,,
TOI-521,Success,,,,
TOI-5210,Success,,,,
TOI-5218,Success,,,,
TOI-5232,Success,,,,
TOI-5238,Success,,,,
TOI-5261,Success,,,,
TOI-5292 A,Success,,,,
TOI-5293 A,Success,,,,
TOI-530,Success,,,,
TOI-5300,Success,,,,
TOI-5301,Success,,,,
TOI-5319,Success,,,,
TOI-532,Success,,,,
TOI-5322,Success,,,,
TOI-5335,Success,,,,
TOI-5340,Success,,,,
TOI-5344,Success,,,,
TOI-5349,Success,,,,
TOI-5350,Success,,,,
TOI-5380,Success,,,,
TOI-5386 A,Success,,,,
TOI-5388,Success,,,,
TOI-5398,Success,,,,
TOI-540,Success,,,,
TOI-5422,Success,,,,
TOI-544,Success,,,,
TOI-5486,Success,,,,
TOI-5489,Success,,,,
TOI-5502,Success,,,,
TOI-5515,Success,,,,
TOI-5532,Success,,,,
TOI-5542,Success,,,,
TOI-5573,Success,,,,
TOI-558,Success,,,,
TOI-559,Success,,,,
TOI-5592,Success,,,,
TOI-5595,Success,,,,
TOI-5599,Success,,,,
TOI-5605,Success,,,,
TOI-561,Success,,,,
TOI-5614,Success,,,,
TOI-5616,Success,,,,
TOI-5624,Success,,,,
TOI-5630,Success,,,,
TOI-5634 A,Success,,,,
TOI-564,Success,,,,
TOI-5678,Success,,,,
TOI-5688 A,Success,,,,
TOI-5704,Success,,,,
TOI-5713,Success,,,,
TOI-5716,Success,,,,
TOI-5720,Success,,,,
TOI-5726,Success,,,,
TOI-5728,Success,,,,
TOI-5734,Success,,,,
TOI-5736,Success,,,,
TOI-5777,Success,,,,
TOI-5786,Success,,,,
TOI-5788,Success,,,,
TOI-5789,Success,,,,
TOI-5795,Success,,,,
TOI-5799,Success,,,,
TOI-5800,Success,,,,
TOI-5803,Success,,,,
TOI-5817,Success,,,,
TOI-5882,Success,,,,
TOI-5916,Success,,,,
TOI-5926,Success,,,,
TOI-5938,Success,,,,
TOI-6000,Success,,,,
TOI-6002,Success,,,,
TOI-6008,Success,,,,
TOI-6016,Success,,,,
TOI-6029,Success,,,,
TOI-6034,Success,,,,
TOI-6038 A,Success,,,,
TOI-6041,Success,,,,
TOI-6054,Success,,,,
TOI-6080,Success,,,,
TOI-6086,Success,,,,
TOI-6109,Success,,,,
TOI-6130,Success,,,,
TOI-615,Success,,,,
TOI-620,Success,,,,
TOI-622,Success,,,,
TOI-6223,Success,,,,
TOI-6255,Success,,,,
TOI-628,Success,,,,
TOI-6281,Success,,,,
TOI-6303,Success,,,,
TOI-6324,Success,,,,
TOI-6330,Success,,,,
TOI-6383 A,Success,,,,
TOI-6393,Success,,,,
TOI-640,Success,,,,
TOI-6420,Timeout limit of 600 exceeded.,,,,
TOI-6448,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,,,
TOI-6478,Success,,,,
TOI-654,Success,,,,
TOI-6564,Success,,,,
TOI-6628,Success,,,,
TOI-663,Success,,,,
TOI-6651,Success,,,,
TOI-6677,Success,,,,
TOI-669,Success,,,,
TOI-6692,Success,,,,
TOI-6695,Success,,,,
TOI-6699,Success,,,,
TOI-6707,Success,,,,
TOI-6716,Success,,,,
TOI-672,Success,,,,
TOI-674,Success,,,,
TOI-677,Success,,,,
TOI-682,Success,,,,
TOI-6894,Success,,,,
TOI-6954,Success,,,,
TOI-697,Success,,,,
TOI-700,Success,,,,
TOI-7008,Success,,,,
TOI-7009,Success,,,,
TOI-7041,Success,,,,
TOI-707,Success,,,,
TOI-712,Success,,,,
TOI-7149,Success,,,,
TOI-715,Success,,,,
TOI-7155,Success,,,,
TOI-7166,Success,,,,
TOI-733,Success,,,,
TOI-7333,Success,,,,
TOI-7384,Success,,,,
TOI-7510,Success,,,,
TOI-756,Success,,,,
TOI-757,Success,,,,
TOI-762 A,Success,,,,
TOI-763,Success,,,,
TOI-771,Success,,,,
TOI-776,Success,,,,
TOI-778,Success,,,,
TOI-782,Success,,,,
TOI-799,Success,,,,
TOI-808,Success,,,,
TOI-813,Success,,,,
TOI-815,Success,,,,
TOI-824,Success,,,,
TOI-833,Success,,,,
TOI-836,Success,,,,
TOI-837,Success,,,,
TOI-849,Success,,,,
TOI-858 B,Success,,,,
TOI-871,Success,,,,
TOI-880,Success,,,,
TOI-883,Success,,,,
TOI-892,Success,,,,
TOI-904,Success,,,,
TOI-905,Success,,,,
TOI-907,Success,,,,
TOI-908,Success,,,,
TOI-912,Success,,,,
TOI-913,Success,,,,
TOI-921,Success,,,,
TOI-929,Success,,,,
TOI-938,Success,,,,
TOI-941,Success,,,,
TOI-942,Success,,,,
TOI-954,Success,,,,
TOI-969,Success,,,,
TRAPPIST-1,Success,,,,
TWA 7,Success,,,,
TYC 0434-04538-1,Success,,,,
TYC 1422-614-1,Success,,,,
TYC 2187-512-1,Success,,,,
TYC 3318-01333-1,Success,,,,
TYC 3667-1280-1,Success,,,,
TYC 4282-00605-1,Success,,,,
TYC 8998-760-1,Success,,,,
Teegarden's Star,Success,,,,
TrES-1,Success,,,,
TrES-2,Success,,,,
TrES-3,Success,,,,
TrES-4,Success,,,,
TrES-5,Success,,,,
UCAC3 113-933,Success,,,,
UCAC4 328-061594,Success,,,,
UKIRT-2017-BLG-001L,Success,,,,
USco CTIO 108,No TESS Data,,,,
USco1556 A,Success,,,,
USco1621 A,Success,,,,
UZ For,Success,,,,
V0391 Peg,Success,,,,
V1298 Tau,Success,,,,
V2376 Ori,No TESS Data,,,,
V830 Tau,Success,,,,
VHS J125601.92-125723.9,Success,,,,
WASP-1,Success,,,,
WASP-10,Success,,,,
WASP-100,Success,,,,
WASP-101,Success,,,,
WASP-102,Success,,,,
WASP-103,No TESS Data,,,,
WASP-104,Success,,,,
WASP-105,Success,,,,
WASP-106,Success,,,,
WASP-107,Success,,,,
WASP-108,Success,,,,
WASP-11,Success,,,,
WASP-110,Success,,,,
WASP-113,Success,,,,
WASP-114,Success,,,,
WASP-116,Success,,,,
WASP-117,Success,,,,
WASP-118,Success,,,,
WASP-119,Success,,,,
WASP-12,Success,,,,
WASP-120,Success,,,,
WASP-121,Success,,,,
WASP-123,Success,,,,
WASP-124,Success,,,,
WASP-126,Success,,,,
WASP-127,Success,,,,
WASP-129,Success,,,,
WASP-13,Success,,,,
WASP-130,Success,,,,
WASP-131,Success,,,,
WASP-132,Success,,,,
WASP-133,Success,,,,
WASP-135,Success,,,,
WASP-136,Success,,,,
WASP-138,Success,,,,
WASP-139,Success,,,,
WASP-14,Success,,,,
WASP-140,Success,,,,
WASP-141,Success,,,,
WASP-142,Success,,,,
WASP-144,Success,,,,
WASP-145 A,Success,,,,
WASP-147,Success,,,,
WASP-148,Success,,,,
WASP-149,Success,,,,
WASP-15,Success,,,,
WASP-150,Success,,,,
WASP-151,Success,,,,
WASP-153,Success,,,,
WASP-154,Success,,,,
WASP-155,Success,,,,
WASP-156,Success,,,,
WASP-157,No TESS Data,,,,
WASP-158,Success,,,,
WASP-159,Success,,,,
WASP-16,Success,,,,
WASP-160 B,Success,,,,
WASP-161,Success,,,,
WASP-162,Success,,,,
WASP-163,Success,,,,
WASP-164,Success,,,,
WASP-165,Success,,,,
WASP-166,Success,,,,
WASP-167,Success,,,,
WASP-168,Success,,,,
WASP-169,Success,,,,
WASP-17,Success,,,,
WASP-170,Success,,,,
WASP-171,Success,,,,
WASP-172,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,,,
WASP-173 A,Success,,,,
WASP-174,Success,,,,
WASP-175,Success,,,,
WASP-176,Success,,,,
WASP-177,Success,,,,
WASP-178,Success,,,,
WASP-18,Success,,,,
WASP-180 A,Success,,,,
WASP-181,Success,,,,
WASP-182,Success,,,,
WASP-183,Success,,,,
WASP-184,Success,,,,
WASP-185,Success,,,,
WASP-186,Success,,,,
WASP-187,Success,,,,
WASP-188,Success,,,,
WASP-189,Success,,,,
WASP-19,Success,,,,
WASP-190,Success,,,,
WASP-192,Success,,,,
WASP-193,Success,,,,
WASP-194,Success,,,,
WASP-195,Success,,,,
WASP-197,Success,,,,
WASP-2,Success,,,,
WASP-20,Success,,,,
WASP-21,Success,,,,
WASP-22,Success,,,,
WASP-23,Success,,,,
WASP-24,Success,,,,
WASP-25,Success,,,,
WASP-26,Success,,,,
WASP-28,Success,,,,
WASP-29,Success,,,,
WASP-3,Success,,,,
WASP-31,Success,,,,
WASP-32,Success,,,,
WASP-33,Success,,,,
WASP-34,Success,,,,
WASP-35,Success,,,,
WASP-36,Success,,,,
WASP-37,Success,,,,
WASP-38,No TESS Data,,,,
WASP-39,Success,,,,
WASP-4,Success,,,,
WASP-41,Success,,,,
WASP-42,Success,,,,
WASP-43,Success,,,,
WASP-44,Success,,,,
WASP-45,Success,,,,
WASP-46,Success,,,,
WASP-47,Success,,,,
WASP-48,Success,,,,
WASP-49,Success,,,,
WASP-5,Success,,,,
WASP-50,Success,,,,
WASP-52,Success,,,,
WASP-53,Success,,,,
WASP-54,Success,,,,
WASP-55,Success,,,,
WASP-56,Success,,,,
WASP-57,Success,,,,
WASP-58,Success,,,,
WASP-59,Success,,,,
WASP-6,Success,,,,
WASP-60,Success,,,,
WASP-61,Success,,,,
WASP-62,Success,,,,
WASP-63,Success,,,,
WASP-64,Success,,,,
WASP-65,Success,,,,
WASP-66,Success,,,,
WASP-67,Success,,,,
WASP-68,Success,,,,
WASP-69,Success,,,,
WASP-7,Success,,,,
WASP-70 A,Success,,,,
WASP-71,Success,,,,
WASP-72,Success,,,,
WASP-73,Success,,,,
WASP-74,Success,,,,
WASP-75,Success,,,,
WASP-76,Success,,,,
WASP-77 A,Success,,,,
WASP-78,Success,,,,
WASP-79,Success,,,,
WASP-8,Success,,,,
WASP-80,Success,,,,
WASP-81,Success,,,,
WASP-82,Success,,,,
WASP-83,Success,,,,
WASP-84,Success,,,,
WASP-85 A,Success,,,,
WASP-87,Success,,,,
WASP-88,Success,,,,
WASP-89,Success,,,,
WASP-90,Success,,,,
WASP-91,Success,,,,
WASP-92,Success,,,,
WASP-93,Success,,,,
WASP-94 A,Success,,,,
WASP-94 B,Success,,,,
WASP-95,Success,,,,
WASP-96,Success,,,,
WASP-97,Success,,,,
WASP-98,Success,,,,
WASP-99,Success,,,,
WD 0806-661,Success,,,,
WD 1856+534,Success,,,,
WISE J033605.05-014350.4,No TESS Data,,,,
WISEP J121756.91+162640.2 A,No TESS Data,,,,
WISPIT 1,Success,,,,
WISPIT 2,Success,,,,
WTS-1,Success,,,,
WTS-2,Success,,,,
Wendelstein-1,Success,,,,
Wendelstein-2,Success,,,,
Wolf 1061,Success,,,,
Wolf 1069,Success,,,,
Wolf 327,Success,,,,
Wolf 503,Success,,,,
XEST 17-036,No TESS Data,,,,
XO-1,Success,,,,
XO-2 N,Success,,,,
XO-2 S,Success,,,,
XO-3,Success,,,,
XO-4,Success,,,,
XO-5,Success,,,,
XO-6,Success,,,,
XO-7,Success,,,,
YZ Cet,Success,,,,
ZTF J1230-2655,Success,,,,
ZTF J1828+2308,No TESS Data,,,,
alf Ari,Success,,,,
alf Tau,Success,,,,
b Cen A,Success,,,,
bet Cnc,Success,,,,
bet Pic,Success,,,,
bet UMi,Success,,,,
eps CrB,Success,,,,
eps Eri,Success,,,,
eps Ind A,Success,,,,
eps Tau,Success,,,,
gam Cep,Success,,,,
gam Lib,Success,,,,
gam Psc,Success,,,,
gam1 Leo,Success,,,,
iot Dra,Success,,,,
kap And,Success,,,,
kap CrB,Success,,,,
mu Leo,Success,,,,
mu2 Sco,Success,,,,
nu Oct A,Success,,,,
nu Oph,Success,,,,
ome Ser,Success,,,,
omi CrB,Success,,,,
omi UMa,Success,,,,
psi1 Dra B,Success,,,,
rho CrB,Success,,,,
tau Boo,Success,,,,
tau Cet,Success,,,,
tau Gem,Success,,,,
ups And,Success,,,,
ups Leo,Success,,,,
xi Aql,Success,,,,
2MASS J03590986+2009361,Success,7.365213750017574,0.6962246659968514,2.311498791998019,name
2MASS J04372171+2651014,Success,4.68178562502726,0.6964009170187637,0.9372797079849988,name
2MASS J04414489+2301513,Success,7.303577457991196,0.8157513340120204,2.249465542001417,name
2MASS J19383260+4603591,Success,10.494431541999802,0.6734775830118451,1.6099920829874463,name
2MASS J22362452+4751425,Success,7.638386332982918,1.616497042006813,4.673369124997407,name
2MASS J22501512+2325342,Success,4.348036959010642,0.1977230409975163,1.2734934169857297,name
81 Cet,No TESS Data,3.611841416975949,0.0,0.0,none
BD+03 2562,Success,4.165896791993873,0.6196342080074828,4.135158582997974,name
BD+05 4868 A,Success,1.9734123749949504,0.356488958990667,0.1718747919949237,name
BD+14 4559,Success,2.5821194169984665,1.1247126249945725,1.8780564169865104,name
BD+15 2375,Success,3.0977314579940867,1.4629420829878654,1.3493390420044309,name
BD+15 2940,Success,2.2885319170018192,0.9829476670129224,1.5598053749999965,name
BD+20 2457,Success,3.731213624996599,0.4828515830158721,1.1162591669999529,name
BD+20 274,Success,6.136172166996403,0.0809569999983068,0.5196215409960132,name
BD+20 594,Success,5.337393291993067,0.0839897079858928,0.3300736669916659,name
BD+37 3172,Success,9.251144792011472,0.5236948330129962,4.342414999991888,name
BD+42 2315,Success,2.318956665985752,0.3088288750150241,0.2796555829991121,name
BD+45 564,Success,4.6685542500054,0.3288437910086941,0.3486192499985918,name
BD+48 738,Success,6.296280917013064,0.1440415840188507,0.4682412919937633,name
BD+48 740,Success,4.638711124978727,0.0392152499989606,0.0163129169959574,name
BD+49 828,Success,5.894265582988737,0.1691370829939842,0.3703587079944554,name
BD+55 362,Success,4.86818541600951,0.1244712499901652,0.1189750829944387,name
BD+60 1417,Success,3.5137132920208387,0.1211256670067086,0.5393330419901758,name
BD+63 1405,Success,29.88751658299589,0.8363196669961326,1.9074322499800471,name
BD-17 63,No TESS Data,3.2257396669883747,0.0,0.0,none
Barnard's star,Success,2.4586913750099484,0.900380540988408,3.838826833001803,name
CFBDSIR J145829+101343,No TESS Data,2.326494749984704,0.0,0.0,none
CFHTWIR-Oph 98 A,No TESS Data,6.721353083004942,0.0,0.0,none
CWISEP J193518.59-154620.3,No TESS Data,3.347482667013537,0.0,0.0,none
CoRoT-27,No TESS Data,5.3756714170158375,0.0,0.0,none
CoRoT-35,No TESS Data,4.800060624984326,0.0,0.0,none
CoRoT-36,No TESS Data,4.375416166003561,0.0,0.0,none
GJ 1214,No TESS Data,2.4465642090071924,0.0,0.0,none
GJ 3998,No TESS Data,1.4031036249944009,0.0,0.0,none
GSC 06214-00210,No TESS Data,2.2535252919769846,0.0,0.0,none
HATS-58 A,Download of mast:TESS/product/tess2021091135823-s0037-0000000021113347-0208-a_fast-lc.fits failed. MAST returns ERROR: HTTPError: 404 Client Error: Not Found for url: https://stpubdata.s3.us-east-1.amazonaws.com/tess/public/tid/s0037/0000/0000/2111/3347/tess2021091135823-s0037-0000000021113347-0208-a_fast-lc.fits,,,,
HD 110537,No TESS Data,4.146479375020135,0.0,0.0,none
HD 148164,No TESS Data,3.0596952909836546,0.0,0.0,none
HD 149143,No TESS Data,2.7674731250153854,0.0,0.0,none
HD 149806,No TESS Data,3.1289291249995586,0.0,0.0,none
HD 152581,No TESS Data,3.02517874998739,0.0,0.0,none
HD 155193,No TESS Data,2.0933090000180528,0.0,0.0,none
HD 159243,No TESS Data,3.5268283750046976,0.0,0.0,none
HD 16141,No TESS Data,1.6372167080116924,0.0,0.0,none
HD 170469,No TESS Data,4.793727832991863,0.0,0.0,none
HD 171028,No TESS Data,3.4090438749990426,0.0,0.0,none
HD 206893,No TESS Data,4.750583790999372,0.0,0.0,none
HD 51608,Success,34.82671904200106,1.7793705410149414,0.8714109580032527,name
HIP 98599,No TESS Data,5.194015792018035,0.0,0.0,none
IRAS 04125+2902,Success,4.487952208990464,0.1020678749773651,0.3819405410031322,name
K2-107,No TESS Data,3.327903041994432,0.0,0.0,none
K2-163,No TESS Data,3.277019958011806,0.0,0.0,none
K2-175,Success,5.212881165993167,0.3758786669932306,0.474429499998223,name
K2-176,Success,10.314171125006396,0.3841256670129951,0.7662940410082228,name
K2-177,Success,3.384604999999283,0.3273592919867951,0.4342024160141591,name
K2-178,Success,4.25085958300042,0.193083749996731,0.4497229580010753,name
K2-179,Success,4.523380792001262,0.3782869999995455,0.3362846669915598,name
K2-18,Success,2.451187999977265,0.1532995000015944,0.4500505419855471,name
K2-180,Success,9.032531791977815,1.6033965410024391,4.064457166008651,name
K2-181,Success,5.399994999985211,0.7645843329955824,0.873065374995349,name
K2-182,Success,4.580723459017463,1.1075886660255492,3.747498666984029,name
K2-183,Success,5.791814709024038,0.5645183750020806,1.1664866250066552,name
K2-184,Success,3.5984043329954147,0.3282029579859227,0.7310959589958657,name
K2-185,Success,3.5066886669956148,0.8034593330230564,0.8345714590104762,name
K2-186,Success,2.7635744999861345,1.1102830419840757,0.9002686669991817,name
K2-187,Success,4.52814183299779,0.6093788750004023,1.0700990409823137,name
K2-188,Success,4.201006582996342,1.182630124996649,1.2204267919878475,name
K2-189,Success,2.6013924999861047,1.1320956250128802,0.9815005410055164,name
K2-19,Success,2.9446390829980373,1.2958513339981437,1.0761468750133645,name
K2-190,Success,2.400055792008061,1.2502116670075338,0.961647832999006,name
K2-191,Success,2.715255042014178,1.388529792020563,0.5065332920057699,name
K2-192,Success,1.719759957981296,0.8826346660207491,2.02606683401973,name
K2-193,Success,3.591059791011503,0.7260808749997523,0.8871422499942128,name
K2-194,Success,2.677159707993269,0.6274041249998845,0.8921374169876799,name
K2-195,Success,3.0819450840062927,1.5679313750006258,6.2695635840063915,name
K2-196,Success,3.1488132500089705,0.8776415410102345,0.8868222080054693,name
K2-197,Success,2.223865082982229,0.718118916003732,0.9415817910048644,name
K2-198,Success,2.903442708979128,1.7625012919888832,6.237514833017485,name
K2-199,Success,2.5070897080004215,1.6924776670057329,5.703843291004887,name
K2-200,Success,4.006640584004344,1.7327841249934863,1.7947017500118818,name
K2-201,Success,1.973790874995757,1.7065379169944208,2.069607666984666,name
K2-2016-BLG-0005L,No TESS Data,3.887637500010897,0.0,0.0,none
K2-202,No TESS Data,2.8648902919958346,0.0,0.0,none
K2-203,Success,5.11786679099896,1.1708844999957364,6.37959229198168,name
K2-204,Success,3.68886087500141,0.8917846250114962,5.053173958993284,name
K2-205,Success,6.426363667007536,1.4929604170029052,1.5225931660097558,name
K2-206,Success,2.5782904170046095,0.5926992079766933,1.2871952920104377,name
K2-207,Success,3.0802638750174083,1.265821999986656,1.4989144169958308,name
K2-208,Success,5.573114833008731,2.3227858750033192,5.70225683299941,name
K2-209,Success,4.798313457984477,1.147565374994883,1.9899580829951449,name
K2-21,Success,3.04788266698597,2.503567874984583,4.998065833991859,name
K2-210,Success,4.6901359999901615,1.3323485419969074,1.4978602089977358,name
K2-211,Success,6.36787354198168,1.8077660409908276,5.479121542011853,name
K2-212,Success,3.9184975419775583,1.6966166670026723,0.7710149589984212,name
K2-213,Success,3.3852287089976016,1.0998859590035863,1.0489206250058487,name
K2-214,Success,4.590046708006412,1.1327090410050005,1.2415676670207176,name
K2-215,Success,3.69487762497738,1.1338008329912554,1.04331291699782,name
K2-216,Success,2.7397107500000857,1.128413583006477,1.7480478340003174,name
K2-217,Success,2.6449144579819404,1.136276583012659,1.5346969999955036,name
K2-218,Success,2.304238083976088,1.7820566250011325,1.1730769999849144,name
K2-219,Success,2.3202683750132564,2.417751542001497,4.460557666985551,name
K2-22,Success,2.7345799160248134,1.393854416004615,1.4303032500029076,name
K2-220,Success,2.860988416010514,1.3853301659983115,0.5326415000017732,name
K2-221,Success,5.96207300000242,1.3936106250039302,2.0724845829827245,name
K2-222,Success,3.656401290994836,1.8343402910104487,1.1877075000084003,name
K2-223,Success,2.5475673750042915,1.8436260410235263,7.50290833300096,name
