Host Star,Status,search_seconds,download_seconds,write_seconds,search_method
11 Com,Success,,,,
11 UMi,Success,,,,
14 And,Success,,,,
14 Her,Success,,,,
16 Cyg B,Success,,,,
17 Sco,Success,,,,
18 Del,Success,,,,
1RXS J160929.1-210524,Success,,,,
24 Boo,Success,,,,
24 Sex,Success,,,,
2MASS J01033563-5515561 A,Success,,,,
2MASS J01225093-2439505,Success,,,,
2MASS J02192210-3925225,Success,,,,
2MASS J0249-0557 A,Success,,,,
2MASS J03590986+2009361,Success,,,,
2MASS J04372171+2651014,Success,,,,
2MASS J04414489+2301513,Success,,,,
2MASS J11011926-7732383,Success,,,,
2MASS J11550485-7919108,Success,,,,
2MASS J12073346-3932539,Success,,,,
2MASS J16262785-2625152,Success,,,,
2MASS J19383260+4603591,Success,,,,
2MASS J21252752-8138278,Success,,,,
2MASS J22362452+4751425,Success,,,,
2MASS J22501512+2325342,Success,,,,
4 UMa,Success,,,,
47 UMa,Success,,,,
51 Eri,Success,,,,
51 Peg,Success,,,,
55 Cnc,Success,,,,
55 Cnc B,Success,,,,
6 Lyn,Success,,,,
61 Vir,Success,,,,
7 CMa,Success,,,,
70 Vir,Success,,,,
75 Cet,Success,,,,
8 UMi,Success,,,,
81 Cet,No TESS Data,,,,
91 Aqr,Success,,,,
AB Aur,Success,,,,
AB Pic,Success,,,,
AF Lep,Success,,,,
AT2021ueyL,Success,,,,
AU Mic,Success,,,,
BD+03 2562,Success,,,,
BD+05 4868 A,Success,,,,
BD+14 4559,Success,,,,
BD+15 2375,Success,,,,
BD+15 2940,Success,,,,
BD+20 2457,Success,,,,
BD+20 274,Success,,,,
BD+20 594,Success,,,,
BD+37 3172,Success,,,,
BD+42 2315,Success,,,,
BD+45 564,Success,,,,
BD+48 738,Success,,,,
BD+48 740,Success,,,,
BD+49 828,Success,,,,
BD+55 362,Success,,,,
BD+60 1417,Success,,,,
BD+63 1405,Success,,,,
BD-06 1339,Success,,,,
BD-08 2823,Success,,,,
BD-10 3166,Success,,,,
BD-11 4672,Success,,,,
BD-13 2130,Success,,,,
BD-14 3065 A,Success,,,,
BD-17 63,No TESS Data,,,,
BD-210397,Success,,,,
BEBOP-3,Success,,,,
BEBOP-4 A,Success,,,,
Barnard's star,Success,,,,
CD Cet,Success,,,,
CD-35 2722,Success,,,,
CFBDSIR J145829+101343,No TESS Data,,,,
CFHTWIR-Oph 98 A,No TESS Data,,,,
CHXR 73,Success,,,,
CI Tau,Success,,,,
COCONUTS-2 A,Success,,,,
CT Cha,Success,,,,
CWISEP J193518.59-154620.3,No TESS Data,,,,
CoRoT-1,Success,,,,
CoRoT-10,Success,,,,
CoRoT-11,Success,,,,
CoRoT-12,Success,,,,
CoRoT-13,Success,,,,
CoRoT-14,Success,,,,
CoRoT-16,Success,,,,
CoRoT-17,Success,,,,
CoRoT-18,Success,,,,
CoRoT-19,Success,,,,
CoRoT-2,Success,,,,
CoRoT-20,Success,,,,
CoRoT-21,Success,,,,
CoRoT-22,Success,,,,
CoRoT-23,Success,,,,
CoRoT-24,Success,,,,
CoRoT-25,Success,,,,
CoRoT-26,Success,,,,
CoRoT-27,No TESS Data,,,,
CoRoT-28,Success,,,,
CoRoT-29,Success,,,,
CoRoT-3,Success,,,,
CoRoT-30,Success,,,,
CoRoT-31,Success,,,,
CoRoT-32,Success,,,,
CoRoT-35,No TESS Data,,,,
CoRoT-36,No TESS Data,,,,
CoRoT-4,Success,,,,
CoRoT-5,Success,,,,
CoRoT-6,Success,,,,
CoRoT-7,Success,,,,
CoRoT-8,Success,,,,
CoRoT-9,Success,,,,
DE CVn,Success,,,,
DENIS-P J082303.1-491201,Success,,,,
DH Tau,Success,,,,
DMPP-1,Success,,,,
DMPP-2,Success,,,,
DMPP-3 A,Success,,,,
DMPP-4,Success,,,,
DMPP-6,Success,,,,
DMPP-7,Success,,,,
DMPP-8,Success,,,,
DMPP-9,Success,,,,
DP Leo,Success,,,,
DS Tuc A,Success,,,,
EPIC 201170410,Success,,,,
EPIC 201238110,Success,,,,
EPIC 201427007,Success,,,,
EPIC 201497682,Success,,,,
EPIC 201595106,Success,,,,
EPIC 201757695,Success,,,,
EPIC 201841433,Success,,,,
EPIC 206024342,Success,,,,
EPIC 206032309,Success,,,,
EPIC 206042996,Success,,,,
EPIC 206215704,Success,,,,
EPIC 206317286,Success,,,,
EPIC 211822797,Success,,,,
EPIC 211945201,Success,,,,
EPIC 212297394,Success,,,,
EPIC 212424622,Success,,,,
EPIC 212499991,Success,,,,
EPIC 212587672,Success,,,,
EPIC 212624936,Success,,,,
EPIC 212737443,Success,,,,
EPIC 220492298,Success,,,,
EPIC 220674823,Success,,,,
EPIC 228836835,Success,,,,
EPIC 229004835,Success,,,,
EPIC 246851721,Success,,,,
EPIC 248847494,Success,,,,
EPIC 249893012,Success,,,,
FU Tau,Success,,,,
G 192-15,Success,,,,
G 196-3,Success,,,,
G 261-6,Success,,,,
G 264-012,Success,,,,
G 268-110,Success,,,,
G 9-40,Success,,,,
GJ 1002,Success,,,,
GJ 1061,Success,,,,
GJ 1132,Success,,,,
GJ 1148,Success,,,,
GJ 1151,Success,,,,
GJ 1214,No TESS Data,,,,
GJ 1252,Success,,,,
GJ 1265,Success,,,,
GJ 1289,Success,,,,
GJ 143,Success,,,,
GJ 15 A,Success,,,,
GJ 160.2,Success,,,,
GJ 163,Success,,,,
GJ 179,Success,,,,
GJ 180,Success,,,,
GJ 2030,Success,,,,
GJ 2056,Success,,,,
GJ 2126,Success,,,,
GJ 229,Success,,,,
GJ 238,Success,,,,
GJ 251,Success,,,,
GJ 27.1,Success,,,,
GJ 273,Success,,,,
GJ 3021,Success,,,,
GJ 3082,Success,,,,
GJ 3090,Success,,,,
GJ 3138,Success,,,,
GJ 317,Success,,,,
GJ 3222,Success,,,,
GJ 328,Success,,,,
GJ 3293,Success,,,,
GJ 3323,Success,,,,
GJ 3341,Success,,,,
GJ 3378,Success,,,,
GJ 338 B,Success,,,,
GJ 341,Success,,,,
GJ 3470,Success,,,,
GJ 3473,Success,,,,
GJ 3512,Success,,,,
GJ 357,Success,,,,
GJ 3634,Success,,,,
GJ 367,Success,,,,
GJ 3779,Success,,,,
GJ 3929,Success,,,,
GJ 393,Success,,,,
GJ 3942,Success,,,,
GJ 3988,Success,,,,
GJ 3998,No TESS Data,,,,
GJ 411,Success,,,,
GJ 414 A,Success,,,,
GJ 422,Success,,,,
GJ 4274,Success,,,,
GJ 4276,Success,,,,
GJ 433,Success,,,,
81 Cet,No TESS Data,,,,
BD-17 63,No TESS Data,,,,
CFBDSIR J145829+101343,No TESS Data,,,,
CFHTWIR-Oph 98 A,No TESS Data,,,,
CWISEP J193518.59-154620.3,No TESS Data,,,,
CoRoT-27,No TESS Data,,,,
CoRoT-35,No TESS Data,,,,
CoRoT-36,No TESS Data,,,,
GJ 1214,No TESS Data,,,,
GJ 3998,No TESS Data,,,,
GJ 436,Success,,,,
GJ 463,Success,,,,
GJ 480,Success,,,,
GJ 486,Success,,,,
GJ 504,Success,,,,
GJ 508.2,Success,,,,
GJ 514,Success,,,,
GJ 536,Success,,,,
GJ 581,Success,,,,
GJ 625,Success,,,,
GJ 649,Success,,,,
GJ 667 C,Success,,,,
GJ 674,Success,,,,
GJ 676 A,Success,,,,
GJ 680,Success,,,,
GJ 682,Success,,,,
GJ 685,Success,,,,
GJ 687,Success,,,,
GJ 720 A,Success,,,,
GJ 724,Success,,,,
GJ 740,Success,,,,
GJ 806,Success,,,,
GJ 832,Success,,,,
GJ 849,Success,,,,
GJ 86,Success,,,,
GJ 876,Success,,,,
GJ 887,Success,,,,
GJ 896 A,Success,,,,
GJ 900 A,Success,,,,
GJ 9066,Success,,,,
GJ 9404,Success,,,,
GJ 96,Success,,,,
GJ 9689,Success,,,,
GJ 9714,Success,,,,
GJ 9773,Success,,,,
GJ 9827,Success,,,,
GPX-1,Success,,,,
GQ Lup,Success,,,,
GSC 06214-00210,No TESS Data,,,,
GU Psc,Success,,,,
Gaia-1,Success,,,,
Gaia-2,Success,,,,
Gaia-4,Success,,,,
Gaia-5,Success,,,,
Gaia22dkvL,Success,,,,
Gl 378,Success,,,,
Gl 410,Success,,,,
Gl 49,Success,,,,
Gl 686,Success,,,,
Gl 725 A,Success,,,,
Gliese 12,Success,,,,
HAT-P-1,Success,,,,
HAT-P-11,Success,,,,
HAT-P-12,Success,,,,
HAT-P-13,Success,,,,
HAT-P-14,Success,,,,
HAT-P-15,Success,,,,
HAT-P-16,Success,,,,
HAT-P-17,Success,,,,
HAT-P-18,Success,,,,
HAT-P-19,Success,,,,
HAT-P-2,Success,,,,
HAT-P-20,Success,,,,
HAT-P-21,Success,,,,
HAT-P-22,Success,,,,
HAT-P-23,Success,,,,
HAT-P-24,Success,,,,
HAT-P-25,Success,,,,
HAT-P-26,Success,,,,
HAT-P-27,Success,,,,
HAT-P-28,Success,,,,
HAT-P-29,Success,,,,
HAT-P-3,Success,,,,
HAT-P-30,Success,,,,
HAT-P-31,Success,,,,
HAT-P-32,Success,,,,
HAT-P-33,Success,,,,
HAT-P-34,Success,,,,
HAT-P-35,Success,,,,
HAT-P-36,Success,,,,
HAT-P-37,Success,,,,
HAT-P-38,Success,,,,
HAT-P-39,Success,,,,
HAT-P-4,Success,,,,
HAT-P-40,Success,,,,
HAT-P-41,Success,,,,
HAT-P-42,Success,,,,
HAT-P-43,Success,,,,
HAT-P-44,Success,,,,
HAT-P-45,Success,,,,
HAT-P-46,Success,,,,
HAT-P-49,Success,,,,
HAT-P-5,Success,,,,
HAT-P-50,Success,,,,
HAT-P-51,Success,,,,
HAT-P-52,Success,,,,
HAT-P-53,Success,,,,
HAT-P-54,Success,,,,
HAT-P-55,Success,,,,
HAT-P-56,Success,,,,
HAT-P-57,Success,,,,
HAT-P-58,Success,,,,
HAT-P-59,Success,,,,
HAT-P-6,Success,,,,
HAT-P-60,Success,,,,
HAT-P-61,Success,,,,
HAT-P-62,Success,,,,
HAT-P-63,Success,,,,
HAT-P-64,Success,,,,
HAT-P-65,Success,,,,
HAT-P-66,Success,,,,
HAT-P-67,Success,,,,
HAT-P-68,Success,,,,
HAT-P-69,Success,,,,
HAT-P-7,Success,,,,
HAT-P-70,Success,,,,
HAT-P-8,Success,,,,
HAT-P-9,Success,,,,
HATS-1,Success,,,,
HATS-10,Success,,,,
HATS-11,Success,,,,
HATS-12,Success,,,,
HATS-13,Success,,,,
HATS-14,Success,,,,
HATS-15,Success,,,,
HATS-16,Success,,,,
HATS-17,Success,,,,
HATS-18,Success,,,,
HATS-2,Success,,,,
HATS-22,Success,,,,
HATS-23,Success,,,,
HATS-24,Success,,,,
HATS-25,Timeout limit of 600 exceeded.,,,,
HATS-26,Success,,,,
HATS-27,Success,,,,
HATS-28,Success,,,,
HATS-29,Success,,,,
HATS-3,Success,,,,
HATS-30,Success,,,,
HATS-31,Success,,,,
HATS-32,Success,,,,
HATS-33,Success,,,,
HATS-34,Success,,,,
HATS-35,Success,,,,
HATS-36,Success,,,,
HATS-37 A,Success,,,,
HATS-38,Success,,,,
HATS-39,Success,,,,
HATS-4,Success,,,,
HATS-40,Success,,,,
HATS-41,Success,,,,
HATS-42,Success,,,,
HATS-43,Success,,,,
HATS-44,Success,,,,
HATS-45,Success,,,,
HATS-46,Success,,,,
HATS-47,Success,,,,
HATS-48 A,Success,,,,
HATS-49,Success,,,,
HATS-5,Success,,,,
HATS-50,Success,,,,
HATS-51,Success,,,,
HATS-52,Success,,,,
HATS-53,Success,,,,
HATS-54,Success,,,,
HATS-55,Success,,,,
HATS-56,Success,,,,
HATS-57,Success,,,,
HATS-58 A,Download of mast:TESS/product/tess2021091135823-s0037-0000000021113347-0208-a_fast-lc.fits failed. MAST returns ERROR: HTTPError: 404 Client Error: Not Found for url: https://stpubdata.s3.us-east-1.amazonaws.com/tess/public/tid/s0037/0000/0000/2111/3347/tess2021091135823-s0037-0000000021113347-0208-a_fast-lc.fits,,,,
HATS-59,Success,,,,
HATS-6,Success,,,,
HATS-60,Success,,,,
HATS-61,Success,,,,
HATS-62,Success,,,,
HATS-63,Success,,,,
HATS-64,Success,,,,
HATS-65,Success,,,,
HATS-66,Success,,,,
HATS-67,Success,,,,
HATS-68,Success,,,,
HATS-69,Success,,,,
HATS-7,Success,,,,
HATS-70,Success,,,,
HATS-71,Success,,,,
HATS-72,Success,,,,
HATS-74 A,Success,,,,
HATS-75,Success,,,,
HATS-76,Success,,,,
HATS-77,Success,,,,
HATS-8,Success,,,,
HATS-9,Success,,,,
HD 100508,Success,,,,
HD 100546,Success,,,,
HD 100655,Success,,,,
HD 100777,Success,,,,
HD 10180,Success,,,,
HD 101930,Success,,,,
HD 102117,Success,,,,
HD 102195,Success,,,,
HD 102272,Success,,,,
HD 102329,Success,,,,
HD 102843,Success,,,,
HD 102888,Success,,,,
HD 102956,Success,,,,
HD 103197,Success,,,,
HD 103720,Success,,,,
HD 103774,Success,,,,
HD 103891,Success,,,,
HD 103949,Success,,,,
HD 104067,Success,,,,
HD 10442,Success,,,,
HD 104985,Success,,,,
HD 105618,Success,,,,
HD 105779,Success,,,,
HD 106252,Success,,,,
HD 106270,Success,,,,
HD 106315,Success,,,,
HD 10647,Success,,,,
HD 106515 A,Success,,,,
HD 106906,Success,,,,
HD 10697,Success,,,,
HD 107148,Success,,,,
HD 108147,Success,,,,
HD 108202,Success,,,,
HD 108236,Success,,,,
HD 108341,Success,,,,
HD 108863,Success,,,,
HD 108874,Success,,,,
HD 109246,Success,,,,
HD 109271,Success,,,,
HD 109286,Success,,,,
HD 109749,Success,,,,
HD 10975,Success,,,,
HD 109833,Success,,,,
HD 109988,Success,,,,
HD 110014,Success,,,,
HD 110067,Success,,,,
HD 110082,Success,,,,
HD 110113,Success,,,,
HD 110537,No TESS Data,,,,
HD 11112,Success,,,,
HD 111232,Success,,,,
HD 111591,Success,,,,
HD 111998,Success,,,,
HD 112300,Success,,,,
HD 112570,Success,,,,
HD 112640,Success,,,,
HD 113337,Success,,,,
HD 113538,Success,,,,
HD 113996,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,,,
HD 114082,Success,,,,
HD 114386,Success,,,,
HD 114729,Success,,,,
HD 114783,Success,,,,
HD 11505,Success,,,,
HD 11506,Success,,,,
HD 115404 A,Success,,,,
HD 115954,Success,,,,
HD 116029,Success,,,,
HD 117207,Success,,,,
HD 11755,Success,,,,
HD 117618,Success,,,,
HD 118203,Success,,,,
HD 11964,Success,,,,
HD 11977,Success,,,,
HD 120084,Success,,,,
HD 121504,Success,,,,
HD 12235,Success,,,,
HD 122562,Success,,,,
HD 124330,Success,,,,
HD 12484,Success,,,,
HD 125136,Success,,,,
HD 125271,Success,,,,
HD 125390,Success,,,,
HD 125595,Success,,,,
HD 125612,Success,,,,
HD 126105,Success,,,,
HD 12648,Success,,,,
HD 126525,Success,,,,
HD 12661,Success,,,,
HD 126614,Success,,,,
HD 127195,Success,,,,
HD 127506,Success,,,,
HD 128311,Success,,,,
HD 128356,Success,,,,
HD 128717,Success,,,,
HD 129445,Success,,,,
HD 130322,Success,,,,
HD 131496,Success,,,,
HD 13167,Success,,,,
HD 13189,Success,,,,
HD 132406,Success,,,,
HD 132563,Success,,,,
HD 133131 A,Success,,,,
HD 133131 B,Success,,,,
HD 134060,Success,,,,
HD 134606,Success,,,,
HD 134987,Success,,,,
HD 135344 A,Success,,,,
HD 135625,Success,,,,
HD 135694,Success,,,,
HD 135872,Success,,,,
HD 136118,Success,,,,
HD 136352,Success,,,,
HD 136418,Success,,,,
HD 136925,Success,,,,
HD 13724,Success,,,,
HD 137388,Success,,,,
HD 137496,Success,,,,
HD 13808,Success,,,,
HD 13908,Success,,,,
HD 13931,Success,,,,
HD 139357,Success,,,,
HD 1397,Success,,,,
HD 14067,Success,,,,
HD 140901,Success,,,,
HD 141004,Success,,,,
HD 141399,Success,,,,
HD 141937,Success,,,,
HD 142,Success,,,,
HD 142022 A,Success,,,,
HD 142245,Success,,,,
HD 142415,Success,,,,
HD 143105,Success,,,,
HD 143361,Success,,,,
HD 143811 A,Success,,,,
HD 144899,Success,,,,
HD 145377,Success,,,,
HD 145457,Success,,,,
HD 145934,Success,,,,
HD 1461,Success,,,,
HD 147018,Success,,,,
HD 147379,Success,,,,
HD 147513,Success,,,,
HD 14787,Success,,,,
HD 147873,Success,,,,
HD 148156,Success,,,,
HD 148164,No TESS Data,,,,
HD 148427,Success,,,,
HD 149026,Success,,,,
HD 149143,No TESS Data,,,,
HD 149806,No TESS Data,,,,
HD 150010,Success,,,,
HD 1502,Success,,,,
HD 150706,Success,,,,
HD 151450,Success,,,,
HD 152079,Success,,,,
HD 152581,No TESS Data,,,,
HD 152843,Success,,,,
HD 15337,Success,,,,
HD 153557,Success,,,,
HD 153950,Success,,,,
HD 154088,Success,,,,
HD 154345,Success,,,,
HD 154391,Success,,,,
HD 154672,Success,,,,
HD 154857,Success,,,,
HD 155193,No TESS Data,,,,
HD 155358,Success,,,,
HD 155918,Success,,,,
HD 156098,Success,,,,
HD 156279,Success,,,,
HD 156411,Success,,,,
HD 156668,Success,,,,
HD 156846,Success,,,,
HD 158038,Success,,,,
HD 158259,Success,,,,
HD 158996,Success,,,,
HD 15906,Success,,,,
HD 159243,No TESS Data,,,,
HD 159868,Success,,,,
HD 1605,Success,,,,
HD 160691,Success,,,,
HD 161178,Success,,,,
HD 16141,No TESS Data,,,,
HD 16175,Success,,,,
HD 162020,Success,,,,
HD 163607,Success,,,,
HD 16417,Success,,,,
HD 164509,Success,,,,
HD 164595,Success,,,,
HD 164604,Success,,,,
HD 164922,Success,,,,
HD 165131,Success,,,,
HD 165155,Success,,,,
HD 1666,Success,,,,
HD 166724,Success,,,,
HD 167042,Success,,,,
HD 16760,Success,,,,
HD 167677,Success,,,,
HD 167768,Success,,,,
HD 168009,Success,,,,
HD 168443,Success,,,,
HD 168746,Success,,,,
HD 168863,Success,,,,
HD 1690,Success,,,,
HD 16905,Success,,,,
HD 169142,Success,,,,
HD 169830,Success,,,,
HD 170469,No TESS Data,,,,
HD 17092,Success,,,,
HD 171028,No TESS Data,,,,
HD 171238,Success,,,,
HD 17156,Success,,,,
HD 173416,Success,,,,
HD 174205,Success,,,,
HD 175167,Success,,,,
HD 175541,Success,,,,
HD 175607,Success,,,,
HD 17674,Success,,,,
HD 176986,Success,,,,
HD 177565,Success,,,,
HD 177830,Success,,,,
HD 178911 B,Success,,,,
HD 179079,Success,,,,
HD 179949,Success,,,,
HD 180053,Success,,,,
HD 18015,Success,,,,
HD 180314,Success,,,,
HD 180617,Success,,,,
HD 180902,Success,,,,
HD 181234,Success,,,,
HD 181342,Success,,,,
HD 18143,Success,,,,
HD 181433,Success,,,,
HD 181720,Success,,,,
HD 183263,Success,,,,
HD 183579,Success,,,,
HD 184010,Success,,,,
HD 18438,Success,,,,
HD 185269,Success,,,,
HD 185283,Success,,,,
HD 18599,Success,,,,
HD 187085,Success,,,,
HD 187123,Success,,,,
HD 18742,Success,,,,
HD 188015,Success,,,,
HD 188641,Success,,,,
HD 189567,Success,,,,
HD 189733,Success,,,,
HD 190007,Success,,,,
HD 190228,Success,,,,
HD 190360,Success,,,,
HD 190647,Success,,,,
HD 190984,Success,,,,
HD 191806,Success,,,,
HD 191939,Success,,,,
HD 192263,Success,,,,
HD 192310,Success,,,,
HD 192699,Success,,,,
HD 194490,Success,,,,
HD 195019,Success,,,,
HD 196050,Success,,,,
HD 196067,Success,,,,
HD 19615,Success,,,,
HD 196885 A,Success,,,,
HD 197037,Success,,,,
HD 199509,Success,,,,
HD 19994,Success,,,,
HD 20003,Success,,,,
HD 200964,Success,,,,
HD 202206,Success,,,,
HD 202696,Success,,,,
HD 202772 A,Success,,,,
HD 203030,Success,,,,
HD 20329,Success,,,,
HD 203387,Success,,,,
HD 2039,Success,,,,
HD 204313,Success,,,,
HD 204941,Success,,,,
HD 205158,Success,,,,
HD 205739,Success,,,,
HD 206255,Success,,,,
HD 206610,Success,,,,
HD 206893,No TESS Data,,,,
HD 207496,Success,,,,
HD 20781,Success,,,,
HD 20782,Success,,,,
HD 207832,Success,,,,
HD 207897,Success,,,,
HD 20794,Success,,,,
HD 208487,Success,,,,
HD 208527,Success,,,,
HD 20868,Success,,,,
HD 208897,Success,,,,
HD 209458,Success,,,,
HD 210193,Success,,,,
HD 210277,Success,,,,
HD 210702,Success,,,,
HD 211403,Success,,,,
HD 211810,Success,,,,
HD 211970,Success,,,,
HD 212301,Success,,,,
HD 212771,Success,,,,
HD 213240,Success,,,,
HD 213472,Success,,,,
HD 213519,Success,,,,
HD 213885,Success,,,,
HD 21411,Success,,,,
HD 214823,Success,,,,
HD 215152,Success,,,,
HD 21520,Success,,,,
HD 215497,Success,,,,
HD 216435,Success,,,,
HD 216437,Success,,,,
HD 216520,Success,,,,
HD 216536,Success,,,,
HD 216770,Success,,,,
HD 21693,Success,,,,
HD 217107,Success,,,,
HD 217786,Success,,,,
HD 217958,Success,,,,
HD 218566,Success,,,,
HD 219077,Success,,,,
HD 219134,Success,,,,
81 Cet,No TESS Data,,,,
BD-17 63,No TESS Data,,,,
CFBDSIR J145829+101343,No TESS Data,,,,
CFHTWIR-Oph 98 A,No TESS Data,,,,
CWISEP J193518.59-154620.3,No TESS Data,,,,
CoRoT-27,No TESS Data,,,,
CoRoT-35,No TESS Data,,,,
CoRoT-36,No TESS Data,,,,
GJ 1214,No TESS Data,,,,
GJ 3998,No TESS Data,,,,
GSC 06214-00210,No TESS Data,,,,
HATS-25,Success,,,,
HATS-58 A,Download of mast:TESS/product/tess2021091135823-s0037-0000000021113347-0208-a_fast-lc.fits failed. MAST returns ERROR: HTTPError: 404 Client Error: Not Found for url: https://stpubdata.s3.us-east-1.amazonaws.com/tess/public/tid/s0037/0000/0000/2111/3347/tess2021091135823-s0037-0000000021113347-0208-a_fast-lc.fits,,,,
HD 110537,No TESS Data,,,,
HD 113996,Success,,,,
HD 148164,No TESS Data,,,,
HD 149143,No TESS Data,,,,
HD 149806,No TESS Data,,,,
HD 152581,No TESS Data,,,,
HD 155193,No TESS Data,,,,
HD 159243,No TESS Data,,,,
HD 16141,No TESS Data,,,,
HD 170469,No TESS Data,,,,
HD 171028,No TESS Data,,,,
HD 206893,No TESS Data,,,,
HD 219139,Success,,,,
HD 219415,Success,,,,
HD 219666,Success,,,,
HD 219828,Success,,,,
HD 220074,Success,,,,
HD 220197,Success,,,,
HD 220689,Success,,,,
HD 220773,Success,,,,
HD 220842,Success,,,,
HD 221287,Success,,,,
HD 221416,Success,,,,
HD 221420,Success,,,,
HD 221585,Success,,,,
HD 222076,Success,,,,
HD 222155,Success,,,,
HD 222237,Success,,,,
HD 222582,Success,,,,
HD 224018,Success,,,,
HD 224538,Success,,,,
HD 224693,Success,,,,
HD 22496,Success,,,,
HD 22532,Success,,,,
HD 22781,Success,,,,
HD 22946,Success,,,,
HD 23079,Success,,,,
HD 23127,Success,,,,
HD 231701,Success,,,,
HD 233604,Success,,,,
HD 233832,Success,,,,
HD 23472,Success,,,,
HD 235088,Success,,,,
HD 23596,Success,,,,
HD 238090,Success,,,,
HD 238914,Success,,,,
HD 240210,Success,,,,
HD 240237,Success,,,,
HD 24040,Success,,,,
HD 24064,Success,,,,
HD 24085,Success,,,,
HD 25015,Success,,,,
HD 25171,Success,,,,
HD 25463,Success,,,,
HD 25723,Success,,,,
HD 25912,Success,,,,
HD 260655,Success,,,,
HD 26161,Success,,,,
HD 2638,Success,,,,
HD 2685,Success,,,,
HD 27442,Success,,,,
HD 27631,Success,,,,
HD 27894,Success,,,,
HD 27969,Success,,,,
HD 28109,Success,,,,
HD 28185,Success,,,,
HD 28192,Success,,,,
HD 28254,Success,,,,
HD 284149 A,Success,,,,
HD 28471,Success,,,,
HD 285507,Success,,,,
HD 285968,Success,,,,
HD 28678,Success,,,,
HD 29021,Success,,,,
HD 290327,Success,,,,
HD 29399,Success,,,,
HD 2952,Success,,,,
HD 29985,Success,,,,
HD 30177,Success,,,,
HD 30562,Success,,,,
HD 30669,Success,,,,
HD 307842,Success,,,,
HD 30856,Success,,,,
HD 31253,Success,,,,
HD 31527,Success,,,,
HD 3167,Success,,,,
HD 32518,Success,,,,
HD 32963,Success,,,,
HD 330075,Success,,,,
HD 331093,Success,,,,
HD 33142,Success,,,,
HD 332231,Success,,,,
HD 33283,Success,,,,
HD 33564,Success,,,,
HD 33844,Success,,,,
HD 34445,Success,,,,
HD 35759,Success,,,,
HD 35843,Success,,,,
HD 360,Success,,,,
HD 36384,Success,,,,
HD 3651,Success,,,,
HD 37124,Success,,,,
HD 37605,Success,,,,
HD 3765,Success,,,,
HD 38283,Success,,,,
HD 38529,Success,,,,
HD 38801,Success,,,,
HD 39091,Success,,,,
HD 39194,Success,,,,
HD 39855,Success,,,,
HD 40307,Success,,,,
HD 40956,Success,,,,
HD 40979,Success,,,,
HD 41004 A,Timeout limit of 600 exceeded.,,,,
HD 41004 B,Success,,,,
HD 4113,Success,,,,
HD 42012,Success,,,,
HD 4203,Success,,,,
HD 4208,Success,,,,
HD 42618,Success,,,,
HD 4308,Success,,,,
HD 4313,Success,,,,
HD 43197,Success,,,,
HD 43691,Success,,,,
HD 44219,Success,,,,
HD 45184,Success,,,,
HD 45350,Success,,,,
HD 45364,Success,,,,
HD 45652,Success,,,,
HD 457,Success,,,,
HD 46375,Success,,,,
HD 47186,Success,,,,
HD 4732,Success,,,,
HD 47366,Success,,,,
HD 47536,Success,,,,
HD 4760,Success,,,,
HD 48265,Success,,,,
HD 48948,Success,,,,
HD 4917,Success,,,,
HD 49674,Success,,,,
HD 50499,Success,,,,
HD 50554,Success,,,,
HD 51608,Success,,,,
HD 52265,Success,,,,
HD 5278,Success,,,,
HD 5319,Success,,,,
HD 5388,Success,,,,
HD 55696,Success,,,,
HD 5583,Success,,,,
HD 5608,Success,,,,
HD 564,Success,,,,
HD 56414,Success,,,,
HD 56957,Success,,,,
HD 5891,Success,,,,
HD 59686 A,Success,,,,
HD 60292,Success,,,,
HD 60532,Success,,,,
HD 6061,Success,,,,
HD 62364,Success,,,,
HD 62509,Success,,,,
HD 62549,Success,,,,
HD 63433,Success,,,,
HD 63454,Success,,,,
HD 63765,Success,,,,
HD 63935,Success,,,,
HD 64114,Success,,,,
HD 64121,Success,,,,
HD 6434,Success,,,,
HD 65216,Success,,,,
HD 66141,Success,,,,
HD 66428,Success,,,,
HD 67087,Success,,,,
HD 6718,Success,,,,
HD 68402,Success,,,,
HD 68475,Success,,,,
HD 6860,Success,,,,
HD 68988,Success,,,,
HD 69123,Success,,,,
HD 69830,Success,,,,
HD 70573,Success,,,,
HD 70642,Success,,,,
HD 7199,Success,,,,
HD 72490,Success,,,,
HD 72659,Success,,,,
HD 72892,Success,,,,
HD 73256,Success,,,,
HD 73267,Success,,,,
HD 73344,Success,,,,
HD 73526,Success,,,,
HD 73534,Success,,,,
HD 73583,Success,,,,
HD 74156,Success,,,,
HD 7449,Success,,,,
HD 74698,Success,,,,
HD 75289,Success,,,,
HD 75302,Success,,,,
HD 75784,Success,,,,
HD 75898,Success,,,,
HD 76700,Success,,,,
HD 76920,Success,,,,
HD 77338,Success,,,,
HD 77946,Success,,,,
HD 79181,Success,,,,
HD 7924,Success,,,,
HD 79498,Success,,,,
HD 80606,Success,,,,
HD 80653,Success,,,,
HD 80869,Success,,,,
HD 80883,Success,,,,
HD 80913,Success,,,,
HD 81040,Success,,,,
HD 81688,Success,,,,
HD 81817,Success,,,,
HD 82886,Success,,,,
HD 82943,Success,,,,
HD 8326,Success,,,,
HD 83443,Success,,,,
HD 8535,Success,,,,
HD 85390,Success,,,,
HD 8574,Success,,,,
HD 86065,Success,,,,
HD 86081,Success,,,,
HD 86226,Success,,,,
