host,status,n_original,n_after_quality,n_after_outliers,n_final,pct_removed,pre_norm_median_flux,flux_source,elapsed_s
TIC_305512837,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.009404583019204438
TIC_276360911,Success,19025.0,19025.0,19025.0,19025.0,0.0,21657.254,pdcsap_flux,0.30222800001502037
TIC_316606244,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.009072084038052708
TIC_318054782,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.006414000003132969
TIC_319282294,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.012722166022285819
TIC_319783554,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.013532042037695646
TIC_286132427,Success,13320.0,12992.0,12992.0,12992.0,2.462462462462467,93050.795,pdcsap_flux,0.25799154199194163
TIC_277099925,Success,18277.0,18277.0,18277.0,18277.0,0.0,3278.2617,pdcsap_flux,0.33684975001960993
TIC_32408928,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.013250375050120056
TIC_325086150,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.05184745800215751
TIC_29781292,Success,18276.0,18276.0,18276.0,18276.0,0.0,42548.7175,pdcsap_flux,0.3443125420017168
TIC_341272282,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.010181874968111515
TIC_298073824,Success,18416.0,18416.0,18414.0,18414.0,0.010860121633360365,91943.06,pdcsap_flux,0.3816502920235507
TIC_310981412,Success,18424.0,18424.0,18424.0,18424.0,0.0,12603.6145,pdcsap_flux,0.35870849998900667
TIC_344224831,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.02096824999898672
TIC_321068176,Success,18564.0,16844.0,16844.0,16844.0,9.265244559362207,5191.24925,pdcsap_flux,0.3340967500116676
TIC_320417762,Success,16334.0,16334.0,16331.0,16331.0,0.018366597281738173,40997.434,pdcsap_flux,0.3595622089924291
TIC_347018922,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.008488374995067716
TIC_326453034,Success,18300.0,18300.0,18299.0,18299.0,0.005464480874317612,12677.136,pdcsap_flux,0.36182954197283834
TIC_341815767,Success,18422.0,14288.0,14286.0,14286.0,22.451416784279665,41756.263999999996,pdcsap_flux,0.29707687499467283
TIC_365712006,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.00898920901818201
TIC_36574157,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.007419582980219275
TIC_367333043,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.009218958031851798
TIC_344926234,Success,13361.0,13033.0,13033.0,13033.0,2.4549060699049496,36553.22,pdcsap_flux,0.22306708298856393
TIC_356158613,Success,18004.0,13191.0,13191.0,13191.0,26.73294823372584,8368.534,pdcsap_flux,0.2576927919872105
TIC_234282389,Success,105119.0,88278.0,88278.0,88278.0,16.020890609689975,625.67316,pdcsap_flux,1.6885867499513552
TIC_371579161,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.020021834003273398
TIC_37242226,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.016593583044596016
TIC_362220495,Success,18424.0,18424.0,18424.0,18424.0,0.0,14884.056,pdcsap_flux,0.30130150000331923
TIC_374908020,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.009839124977588654
TIC_369581703,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.060865624982398
TIC_365690646,Success,14682.0,14589.0,14589.0,14589.0,0.633428688189619,15064.7705,pdcsap_flux,0.2477293750271201
TIC_367607434,Success,16711.0,13593.0,13592.0,13592.0,18.664352821494823,69495.505,pdcsap_flux,0.2605725000030361
TIC_367855829,Success,18424.0,18424.0,18424.0,18424.0,0.0,17178.844,pdcsap_flux,0.3194463339750655
TIC_376981340,Success,16269.0,13014.0,13010.0,13010.0,20.03196262831152,1273.3676,pdcsap_flux,0.2351878749905154
TIC_376168473,Success,16391.0,12982.0,12927.0,12927.0,21.133548898785914,7882.3535,pdcsap_flux,0.24493524996796623
TIC_390157607,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.005657208035700023
TIC_393626873,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.010195666982326657
TIC_400466395,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.014985957997851074
TIC_377191482,Success,16715.0,13910.0,13908.0,13908.0,16.793299431648222,49267.125,pdcsap_flux,0.30809841700829566
TIC_403288821,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.009258957987185568
TIC_381976956,Success,18275.0,18275.0,18274.0,18274.0,0.005471956224345487,40205.588,pdcsap_flux,0.30107145803049207
TIC_406443564,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.010135124961379915
TIC_387527558,Success,16649.0,13459.0,13459.0,13459.0,19.16030992852423,974.9536,pdcsap_flux,0.2611967920092866
TIC_411347315,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.055387666972819716
TIC_390048041,Success,16749.0,16749.0,16749.0,16749.0,0.0,1320.6095,pdcsap_flux,0.2825279170065187
TIC_41875043,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.01634183299029246
TIC_419946164,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.01027362496824935
TIC_420446142,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.0060545000014826655
TIC_394029948,Success,18420.0,18420.0,18419.0,18419.0,0.005428881650382245,22014.703,pdcsap_flux,0.3186957919970155
TIC_402740809,Success,17330.0,17330.0,17330.0,17330.0,0.0,1149.8794,pdcsap_flux,0.31330645899288356
TIC_404518509,Success,13541.0,13532.0,13532.0,13532.0,0.06646481057529519,58866.713,pdcsap_flux,0.25965004198951647
TIC_435673126,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.012610249978024513
TIC_432422552,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.060600958997383714
TIC_444523623,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.005970209022052586
TIC_452810327,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.009130374994128942
TIC_452972453,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.010340874956455082
TIC_453289469,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.009216500038746744
TIC_41173048,Success,16778.0,16150.0,16149.0,16149.0,3.748956967457384,33397.01,pdcsap_flux,0.32083987502846867
TIC_416539317,Success,18808.0,16430.0,16430.0,16430.0,12.643555933645256,1841.06565,pdcsap_flux,0.30768324999371544
TIC_43064903,Success,17711.0,13211.0,13211.0,13211.0,25.407938569250742,1261.0189,pdcsap_flux,0.2564532089745626
TIC_440100539,Success,16513.0,13094.0,13086.0,13086.0,20.753345848725246,51568.243,pdcsap_flux,0.25324808299774304
TIC_469436001,"Skipped: Non-standard schema (missing columns: ['pdcsap_flux', 'pdcsap_flux_err'])",,,,,,,,0.00966295797843486
