host,n_points,n_points_original,was_binned,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,elapsed_s
TIC_155491828,13990,97934,True,4.670054653412341,4.492452620202415,,1.4166475503435227,0.0048104052267311,2229.7580571360254,0.0227466974972488,0.9996423174824738,0.9996021400357266,0.0001146793894576,0.9995199368164652,0.9996728887080416,0.4680749411810364,0.0170081079503078,3.6569761033657433,18,17,1,24.14409891696414
TIC_156115721,13751,96257,True,4.585350972788691,5.528882362173973,,2.694699135828744,0.0112993470921203,2229.1950582722943,0.0107896675072893,0.9996727067625636,0.9995677566581472,0.000132545736892,0.9997359023482912,0.999410459077044,0.8990387894005979,0.016269554566017,4.328086693858071,10,10,0,38.467454458994325
TIC_164150539,14302,114417,True,5.148418885923101,5.182721132587734,,0.824538023645464,0.0020969903911031,2825.8410426500836,0.0210758565381408,0.9998214810923948,0.9998374653295196,5.026738105088969e-05,0.9999002806015856,0.9997746500574536,0.8861169115165114,0.0120157049949488,3.340893448637524,34,34,0,25.55756287497934
TIC_169904935,14124,98871,True,11.802368805847346,11.52912054974173,8.0032e-05,1.5169929695997124,0.0052525180005961,2229.798592237132,0.0234343238931951,0.9997681375905952,0.9997893376460012,4.188565554761289e-05,0.999783371066166,0.9997945650035556,0.0953378290767453,0.013693747609993,5.219487365538299,16,15,1,21.597163582977373
TIC_17129975,19474,19474,False,13.872811140205815,13.247627077876649,8.0032e-05,1.5158456527735764,0.0071160286697848,3340.4674334886386,0.0543503038756189,0.9964421441103348,0.996810155081346,0.0002016468732039,0.9967483689876224,0.9968796397618278,0.2294460211067188,0.0536415505999464,17.220595836469133,18,17,1,36.31209312501596
TIC_17150865,15352,15352,False,13.186355831065375,6.630129592354242,8.0032e-05,0.871439272974843,0.0038615630281664,2474.9156751761966,0.0362687801990231,0.9971547316445002,0.9974718118189704,0.0001840067479883,0.9970327131927068,0.9978806731146824,1.6349152249971566,0.0479698945434578,13.221971434194009,28,25,3,26.89092391700251
TIC_172110606,16548,16548,False,11.82175030038361,9.941628774887358,8.0032e-05,2.017944601241055,0.0110168539452486,1844.3944396295417,0.0727773457042781,0.9997926354347516,0.9998142618921384,2.585344300294872e-05,0.9997623072362328,0.9998663836048156,1.4279200849748614,0.0129501386920969,7.398250471122736,13,12,1,22.26206483301939
TIC_172464366,14235,14235,False,13.53743832053511,11.40174706067378,8.0032e-05,2.92866541427444,0.0217566731026319,1470.0426682954774,0.0420380206852394,0.9915126466391724,0.9900829507514768,0.0002286545414106,0.990476549463271,0.989505672640844,1.7408915092798407,0.0828501480419277,36.790434647446375,7,6,1,26.118312416947447
TIC_172630205,13924,13924,False,5.374750551744884,4.918690576599026,,5.452790565397218,0.0305962827915204,3667.036963117352,0.0306914322262848,0.9972365646022836,0.9976353032579922,0.0005903045602534,0.9972725006816904,0.9979816148080984,0.4272394964618827,0.0472750291158359,4.224907379404343,5,4,1,25.298662666988093
TIC_172754786,17896,17896,False,6.431091351204546,5.779880698650201,0.024889956,4.136331535131165,0.0286242296576939,2771.0206557547135,0.0751781179322235,0.9909825388243234,0.9916073724494624,0.0014892760611466,0.9900349808675816,0.9947233043915388,1.0501394925222212,0.0853983121954318,5.538998574072357,7,6,1,28.38516125001479
TIC_172871230,18604,18604,False,16.66986201528904,15.414229044059466,8.0032e-05,3.4142798196553925,0.0145582451549395,3315.2245809839105,0.0899343840306985,0.9953908905914604,0.9959833123515486,0.0002890024238504,0.996111327684411,0.995859762669832,0.3076661368875802,0.0610542155314146,13.81728320579728,8,8,0,38.33975874999305
TIC_173860688,9397,9397,False,13.0520165234742,12.03802365498773,8.0032e-05,0.8445589897317405,0.0037624690412253,2964.6195126130283,0.0547383170764571,0.9994534916629616,0.9994964470244916,5.7218322115292305e-05,0.9995348492121376,0.9994556108953754,0.4900105597800346,0.021023525336625,8.736952892775387,28,25,3,19.701233082974795
TIC_174143743,13006,13006,False,5.703070203900605,3.987216437646949,0.091396559,5.6175961303852615,0.0313099408405834,1518.1668061070566,0.0415085711835911,0.9992543621618288,0.9992482989861968,0.000112794792615,0.9994671283894662,0.999040596501738,1.3577283951635275,0.0245567628489776,7.447113027747253,5,4,1,24.562799583014566
TIC_17416749,11701,11701,False,5.3125277959386406,4.541334412315255,,0.9803190101033946,0.0029962817236658,2693.395624442906,0.0089244794998226,0.999863742572506,0.9998703399341332,4.403037520446242e-05,0.999845631894895,0.9998968781985004,0.4114495781680637,0.0104975327808863,2.6169259847748347,25,18,7,20.305466291029006
