host,label,status,r_star_used,m_star_used,period_v3,duration_v3,SDE_v3,depth_v3,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,ttv_std,ttv_amplitude,elapsed_s
HD_112570,1.0,Success,9.85,1.15,0.8105461719350074,0.0846985574886693,7.045368344522318,0.9997452753155154,1.1344234070593505e-07,0.0001766123090074,0.000238394536197,,0.0,0.0,157.46744554198813
HD_112640,1.0,Success,39.0,1.8,13.013407747302926,0.1242693234002267,6.7456941727581485,0.9996772746889772,2.3884115333794586e-08,7.929947462431697e-05,2.5950704711785733e-06,,,,161.8874302500044
HD_113337,1.0,Success,1.5,1.41,9.345305904927296,0.0753610896049832,5.523539229717025,0.9998787195821914,2.7839513021345975e-08,5.264638676346534e-05,2.356182864038381e-06,-0.4941257600593035,0.0,0.0,46.49740220798412
HD_113538,1.0,Success,0.53,0.585,5.341157674627823,0.018820145212358,5.137713173697336,0.9997633924968834,1.4403637792061504e-07,4.602236669282026e-05,6.462640390392238e-06,,5.084229945850415e-13,1.3642420526593924e-12,70.26316479197703
HD_113996,1.0,Success,25.11,1.49,9.72343272938704,0.0714734801010744,6.426187749559619,0.9994028088263376,1.3503620756442697e-08,0.0002827486234979,1.4389832080019538e-05,-1.3233017633815147,,,130.63679512502858
HD_114082,1.0,Success,1.49,1.47,12.777033051563116,0.0520147605022154,4.1906100762270775,0.999358304408572,1.4927738781736037e-07,0.0006887755344051,-1.5611221166000888e-05,0.1160547702867652,,,56.06101704202592
HD_114386,1.0,Success,0.76,0.6,1.1578704356033664,0.0048239170274647,4.046484149178062,0.999911176286459,1.2496181457784685e-07,0.0002101947730898,3.242532847558266e-06,0.1553214589610468,0.0,0.0,52.32175641698995
HD_114729,1.0,Success,1.473,0.936,1.242901086631542,0.006131627700062,5.459392186139606,0.999923368990948,4.225406912859801e-08,8.007145353028627e-05,-5.94346081217445e-06,1.11190559546922,0.0,0.0,33.6780088749947
HD_114783,1.0,Success,0.840622,0.9,0.8145317157300224,0.0184466881587346,0.0453142295394834,0.9999706450975216,2.8860522621721293e-08,5.346021124691259e-05,-5.958232014213749e-06,-0.8699291266180815,6.062557817955832e-13,1.8189894035458565e-12,37.42261683300603
HD_11505,1.0,Success,1.19568,1.03,9.96399633053359,0.055594839970786,4.848246837001811,0.999905739612274,5.6715486651490387e-08,8.966163338901614e-05,4.093293710871748e-06,-0.8113452544004635,0.0,0.0,35.93913379102014
HD_11506,1.0,Success,1.24,1.22,5.471823165624425,0.0435625402409456,5.84214281571183,0.9998510870039868,4.82424081565451e-08,0.0001162507477648,-1.1990718860044325e-06,,1.0718497851281241e-13,2.273736754432321e-13,27.02046791696921
HD_115404_A,1.0,Success,0.727007,0.83,9.08026260649765,0.0753538651913145,6.277679913905912,0.9987110194361156,8.486257931942989e-07,0.0010165660016628,3.773813344021271e-05,,4.672084896029277e-13,1.1368683772161605e-12,48.51382033299888
HD_115954,1.0,Success,1.213,1.18,1.2799349618477145,0.0067966616549318,4.429889327798073,0.9998809782587798,1.699197470167822e-07,0.0001592911024823,-6.6798349280805525e-06,,1.1252078804895825e-13,2.273736754432321e-13,51.23109829099849
HD_116029,1.0,Success,4.89,0.83,1.7099398747184946,0.0711646616377317,6.552195234850382,0.9998441834735052,1.0003333727858802e-07,0.0001089084753532,5.961962828915368e-05,0.2044233094689785,1.1138989715542168e-13,2.273736754432321e-13,88.72322079096921
HD_117207,1.0,Success,1.074,1.053,0.776501680368836,0.0144242236836714,5.951254124870365,0.9999117322770872,5.740631575555875e-08,9.178295665907244e-05,8.146251720853037e-06,,0.0,0.0,25.502649542002473
HD_11755,1.0,Success,20.58,0.72,0.6975263988521127,0.0079201790846831,8.129941856290444,0.99984046476625,4.536738409504229e-08,0.0001418956403585,0.000104153465223,,1.4968563635941865e-13,4.547473508864641e-13,86.31764445902081
HD_117618,1.0,Success,1.2,1.077,0.8559400650294061,0.0417368519382647,4.85295284847112,0.9999530875957144,5.6885441668907094e-08,4.18012704312511e-05,1.8164107153939568e-05,-1.412384223986196,2.29549549665372e-13,6.821210263296962e-13,15.372941958950832
HD_118203,1.0,Success,2.04,1.27,6.14317061017459,0.048573402831575,13.296456414532647,0.9984032814463824,1.43438766667242e-07,0.0002511988590577,-0.0001495720314017,,1.1368683772161605e-13,2.273736754432321e-13,18.48308308405103
HD_11964,1.0,Success,2.00971,0.91,4.4808729991057525,0.0577505297235926,4.707268260566686,0.9998766228979074,2.5552509278215313e-08,2.628485500854474e-05,-9.652132564319515e-06,,1.607774677692186e-13,4.547473508864641e-13,10.26406970899552
HD_11977,1.0,Success,10.09,1.91,1.9009578449990268,0.0207927848400343,6.081062634597114,0.999779283438422,5.369869519914237e-08,0.0001995103378154,5.925258646155562e-05,,1.1252078804895825e-13,2.273736754432321e-13,197.15745737496763
HD_120084,1.0,Success,10.37,2.16,8.504685532153282,0.0829068749316691,4.777847854443,0.9996351401989284,5.3918626196113764e-08,4.47632576907806e-05,-7.677964159125139e-06,1.3215116270851948,1.0718497851281241e-13,2.273736754432321e-13,176.23713337501977
HD_121504,1.0,Success,1.07,1.62,0.7271671656128786,0.0047286628333411,4.8224849331710375,0.9999175073212891,1.0393650983274057e-07,0.000153126710709,1.40179904639659e-05,3.2520738347375047,2.986556611367681e-13,9.094947017729282e-13,45.71897037496092
HD_12235,1.0,Success,1.80185,1.1,8.546239052295839,0.0681867937319554,4.02671082650985,0.9998587905690666,2.086261081443774e-08,0.0002036948574009,-8.343065628357849e-06,,1.8564982859236946e-13,4.547473508864641e-13,29.459984084009193
HD_122562,1.0,Success,2.16627,1.241,1.8777746535707245,0.0349166238430532,3.3023097388840292,0.9999012266794788,7.392842828788396e-08,5.726438163653465e-05,1.9929769948245912e-05,,2.957875201845995e-13,9.094947017729282e-13,20.960301624960263
HD_124330,1.0,Success,1.30446,1.15,0.854898988004117,0.0064223608424259,3.814521568094648,0.9999368025079736,9.737864671583801e-08,0.0001258489557036,-3.3009014719365126e-06,-0.1311104543666307,2.40895219352833e-13,6.821210263296962e-13,47.079628749983385
HD_12484,1.0,Success,1.001848,1.01,4.102194308182994,0.0258905027169623,7.252833785264,0.9995309012240456,1.491511203520042e-07,0.0008154051132637,4.1239098322432e-05,,2.5137105621641545e-13,6.821210263296962e-13,62.42149600002449
HD_125136,1.0,Success,5.39,1.55,3.680062191036317,0.0784172943665573,4.35199624194985,0.9997350203003404,6.249175253986525e-08,0.0001149415070781,2.8044974870411465e-05,,2.905274254771666e-13,9.094947017729282e-13,119.42213779198936
HD_125271,1.0,Success,0.751364,0.75,1.0282523570803987,0.0275115981682345,6.177001112994364,0.9998693868009316,3.3406042441500026e-07,8.221430343163131e-05,1.8609406184033617e-05,,0.0,0.0,59.833654000016395
HD_125390,1.0,Success,6.47,1.82,6.644553640337707,0.034635729178639,6.080219525956987,0.9995202521964848,1.353159247701891e-07,0.000137518212719,-8.817448344355938e-06,,2.273736754432321e-13,4.547473508864641e-13,95.6297002080246
HD_125595,1.0,Success,0.74,0.29,5.5531002225452415,0.064883741127564,5.231773086313486,0.9998604494824208,1.553173836612414e-07,3.809953075350373e-05,9.520379439575954e-06,-0.8151590455436074,1.885282921623116e-13,4.547473508864641e-13,22.415242208982814
HD_125612,1.0,Success,1.07,1.05,0.6804589369192291,0.014301521431153,5.942384456624485,0.9999510302325728,8.477252094871808e-08,8.215277940316803e-05,1.3531976570835267e-05,,3.101889574233478e-13,9.094947017729282e-13,21.40709970798343
HD_12648,1.0,Success,11.02,0.67,6.331392196685561,0.0563601688458659,5.698640449693383,0.9996214766551512,8.364211494402058e-08,0.0002585812158314,-1.7864345702500728e-05,,3.40301756912044e-13,9.094947017729282e-13,165.28753533301642
HD_126525,1.0,Success,0.979,0.897,0.9293784808104252,0.0373711498416607,7.23505910297019,0.9999464981018096,7.83996287054353e-08,5.162535000783138e-05,5.179721398995696e-05,-0.358542122404271,4.543524334425531e-14,2.273736754432321e-13,19.62731450004503
HD_12661,1.0,Success,1.2,1.2,3.249056512454218,0.032859711549473,4.489067220872164,0.999913881360239,7.104043214360853e-08,9.71472323483582e-05,-4.613619744464614e-06,,2.977020225025522e-13,9.094947017729282e-13,22.803735791996587
HD_126614,1.0,Success,1.369794,0.96,2.8852188787657975,0.0305321493632062,5.851156056451084,0.999827585823695,1.757595551125289e-07,4.6911014576388435e-05,1.5109401286128588e-05,0.6784990880427203,4.846425956720569e-13,1.3642420526593924e-12,14.247132124961354
HD_127195,1.0,Success,4.16,1.34,1.899641434676431,0.0278407344353889,4.539719389559939,0.9997775296169176,4.9489734254971684e-08,9.598003981832972e-05,4.63058469367672e-05,,5.91575040369199e-13,1.8189894035458565e-12,80.49623912503012
HD_127506,1.0,Success,0.735766,0.73,1.9846566061032216,0.017590324650425,5.5736476767711745,0.9998589009671138,1.392416201365609e-07,9.29600887977374e-05,7.930641841902286e-06,,1.7262273064762325e-13,4.547473508864641e-13,44.61573508399306
HD_128311,1.0,Success,0.76,0.828,11.166520974019228,0.0215781661535722,9.233507746657803,0.9985112754716482,1.000465748871171e-06,0.0008622534263187,1.779746447205799e-05,-0.3325940921202457,2.1436995702562485e-13,4.547473508864641e-13,43.242896332987584
HD_128356,1.0,Success,0.85,0.65,1.2140083416260563,0.0098565346972098,4.44540734447928,0.9998015263901808,3.684738607270259e-07,0.0001364114526719,3.3333973343818712e-06,17.52020948724458,3.3036629122615474e-13,1.1368683772161605e-12,32.777316458988935
HD_128717,1.0,Success,1.248,1.212,3.59286974296267,0.0292844206407876,5.820753472319855,0.9998374155050124,1.3076927513006362e-07,3.4315103408097446e-05,1.1371283701988588e-05,,7.956421225387263e-14,2.273736754432321e-13,44.20652829203755
HD_129445,1.0,Success,1.175816,0.99,8.950975781454696,0.0352559279930128,5.89174048404309,0.9997622644763444,1.8814542197455737e-07,7.746241206389941e-05,4.3548544896854224e-06,,2.835847974267033e-13,6.821210263296962e-13,40.353451624978334
HD_130322,1.0,Success,0.85,0.92,3.840772294700881,0.0099658233319493,5.450828991833531,0.9998126410881548,9.920203829003208e-08,5.706050052842396e-05,-1.5043554459914787e-05,,3.71299657184739e-13,9.094947017729282e-13,38.33389041695045
HD_131496,1.0,Success,4.44,1.34,2.061258384508381,0.0270685736957865,7.777422219567259,0.9997174839908028,8.254428890016662e-08,8.44955239440923e-05,1.7498939111959544e-05,,2.241934674164598e-13,4.547473508864641e-13,87.18684183398727
HD_13167,1.0,Success,2.39,1.35,4.234313406824912,0.0239526942701981,3.291366155627046,0.9998369044580344,1.0212420583281892e-07,0.0001025358453407,-7.495306752147712e-06,3.333044318120391,1.1138989715542168e-13,2.273736754432321e-13,23.02139079204062
HD_13189,1.0,Success,38.41,2.24,12.553294277913398,0.1613729937710385,7.325442445462554,0.9996719596462352,4.202349929368384e-08,0.000353682544056,9.903211352413344e-06,,2.1436995702562485e-13,4.547473508864641e-13,119.65010858397
HD_132406,1.0,Success,1.34,0.973,10.743148561171688,0.0578878741828942,4.534509639652746,0.9997557807125405,1.3843656058603216e-07,8.503825770622697e-05,7.209837891819504e-06,-0.7114209581912236,,,41.76376845804043
HD_132563,1.0,Success,1.29577,1.231,1.0914300953856666,0.0063453715081726,3.694029551160833,0.9998400501191682,4.149879585407168e-07,0.0002450759943921,1.7213509690749973e-05,,3.675892177641704e-13,1.1368683772161605e-12,51.928393540962134
HD_133131_A,1.0,Success,0.955014,0.95,4.157410783380557,0.047244915264214,5.92887691100294,0.9997683501452485,2.8336214464673164e-07,4.6115723102497674e-05,-5.197295873893282e-06,-1.121474644878977,3.215549355384372e-13,9.094947017729282e-13,35.64533329196274
HD_133131_B,1.0,Success,0.989538,0.93,0.6677980294933966,0.0239712793189508,6.096682190971215,0.9998939846966894,2.635385662042785e-07,0.0001530609387239,4.680197179895984e-05,,2.0426882321158157e-13,6.821210263296962e-13,31.30287908302853
HD_134060,1.0,Success,1.164285,1.095,0.8437831557005363,0.0202260712761913,0.2178517222186444,0.9999815445408954,1.2178337525683209e-08,2.5130709488338944e-05,-2.7306635739243745e-06,,3.1598573292018485e-13,9.094947017729282e-13,29.963733832992148
HD_134606,1.0,Success,1.158,1.046,1.6109728960293046,0.0367666628603546,6.096886321212041,0.9999258213927756,5.380612268107252e-08,5.4191654879419915e-05,1.6277149144539038e-05,-2.0400345014411574,0.0,0.0,30.383653875032905
HD_134987,1.0,Success,1.25,1.1,1.7548771622856407,0.0084733496654828,5.00503215913347,0.999933533368716,2.5330821882251184e-08,8.173758095161228e-05,8.79469061998428e-06,,1.3088529112001693e-13,4.547473508864641e-13,22.772403458016925
HD_135344_A,1.0,Success,1.5,2.32,1.4402507552279846,0.0900409717825324,4.6178161640717645,0.999680719934147,1.2267283565647916e-06,0.0001968820884713,0.0002144078185969,2.465400441539541,1.9224087933578017e-13,6.821210263296962e-13,28.176578624988903
HD_135625,1.0,Success,1.35743,1.28,3.454143062061602,0.0456126130622634,5.463161034677492,0.9999054750845826,7.030689889526125e-08,5.5644820219632995e-05,9.142461458999662e-07,3.055239150940961,3.549870370078678e-13,9.094947017729282e-13,33.08170754101593
HD_135694,1.0,Success,1.08,1.02,7.476793464986745,0.0411355422929826,4.496012628598608,0.9997278244908268,2.5808192726091664e-07,9.06756048887864e-05,-7.645463660832519e-06,1.7138603223066142,2.5421149729252077e-13,6.821210263296962e-13,41.79217516700737
HD_136118,1.0,Success,1.67754,1.18,5.102171973690762,0.0133781148207868,4.124752507882477,0.999729350848768,5.85483710425644e-08,8.995336420103417e-05,-2.5619773240892485e-05,,8.19807445501281e-13,2.273736754432321e-12,9.35473408398684
HD_136352,1.0,Success,1.058,0.87,11.389526550406538,0.0640072267587638,6.11961883955128,0.9997107924771916,2.57910748319254e-08,,-5.2518327473549675e-06,-0.4877254987311157,,,32.90930387499975
HD_136418,1.0,Success,3.78,1.48,5.358353755489631,0.0352624720931582,4.5693087075253365,0.999576792795448,2.182575357127565e-07,0.0001984687792119,3.8117204381737935e-06,-0.2523323705432401,1.1138989715542168e-13,2.273736754432321e-13,88.51082658400992
HD_136925,1.0,Success,1.193078,0.875104,2.5164211294355288,0.015149497485459,4.054652996452266,0.9997900114381288,9.810069416736257e-08,0.0001285192251062,2.385204986965483e-06,,2.2277979431084337e-13,4.547473508864641e-13,19.170893667032946
HD_13724,1.0,Success,1.04198,1.004,1.7184578132746609,0.0214643329324299,3.8541979193460407,0.9998713276460932,7.763692652858177e-08,0.0001474538431469,7.231598967349928e-05,-6.844104337717169,1.801997952142662e-13,4.547473508864641e-13,38.838398374966346
HD_137388,1.0,Success,0.88,0.68,0.6111910700709878,0.0161875356103502,5.225634849353162,0.9998196823487095,5.170141967696544e-07,0.0002399669459431,3.150273144558735e-05,,0.0,0.0,51.00937908299966
HD_137496,1.0,Success,1.59,1.04,6.998377123631913,0.0338195584096962,3.875118924641087,0.999580310924459,5.238115946342446e-07,4.934113837046228e-05,-6.040201360413278e-06,,2.1436995702562485e-13,4.547473508864641e-13,30.43415237503359
HD_13808,1.0,Success,0.781,0.771,0.8428201791018053,0.0067148639862251,4.22061820106916,0.9999367193477652,8.248039139394586e-08,0.000121697710518,1.616057813325078e-05,,3.179918899898007e-13,1.1368683772161605e-12,66.95815687498543
HD_13908,1.0,Success,1.67,1.29,1.7895687869490071,0.0250248000116811,5.22999588362584,0.9999599841194172,3.2146682740646715e-08,3.110531381959412e-05,-1.781896807884209e-07,-5.134787586703918,2.2559032496456473e-13,4.547473508864641e-13,27.517349208006635
HD_13931,1.0,Success,1.25,1.3,1.024621508626436,0.0064374432483246,4.176980814550966,0.999927773314945,6.79993750088601e-08,0.0001305193057505,-7.592298203462633e-07,-0.158678097114553,6.406738400832757e-14,2.273736754432321e-13,43.51378212502459
HD_139357,1.0,Success,11.47,2.69,1.921146152133586,0.2145670818020517,5.448475307552203,0.999689572456442,7.64031652515365e-08,7.15659273853979e-05,0.0001237223970685,0.3887011307229633,1.7262273064762322e-13,4.547473508864641e-13,151.27842437499203
HD_1397,1.0,Success,2.336,1.324,11.54694386593994,0.0547269155317424,12.766608653385514,0.9995533929922624,7.305809087312102e-08,3.9992190908999525e-05,-2.2116164387631088e-05,0.2599115356737468,,,26.8602659170283
HD_14067,1.0,Success,12.4,2.4,1.837867636252639,0.0971356207913592,6.88258356571533,0.9996978267777288,1.0033449119365325e-07,0.0001796715010725,0.0001547029322628,,3.318547820143885e-13,9.094947017729282e-13,122.6157497499953
HD_140901,1.0,Success,0.95,1.06,0.7032682779792873,0.0026445271937589,8.517856561002382,0.9999515620591908,2.010236791215037e-08,0.0001957079129723,6.554731440511219e-06,0.162934304735871,0.0,0.0,92.16064850002294
HD_141004,1.0,Success,1.389372,1.051904,2.9409085856633217,0.0056097357315898,5.279947547212847,0.999928699432234,6.434077287381533e-09,0.0001330726817046,3.0027052366765616e-06,,2.2596577537112965e-13,4.547473508864641e-13,22.093269249948207
HD_141399,1.0,Success,1.387236,1.07,3.62944146644908,0.0445948537301866,4.144576214925531,0.9999088105231684,6.52757333405209e-08,1.7671164278594543e-05,-1.1052596540439552e-05,-0.1365677250547205,1.1252078804895825e-13,2.273736754432321e-13,21.37777395901503
HD_141937,1.0,Success,1.03,1.09,0.6576170528975065,0.0139104996543901,5.622435127778995,0.999973294601658,3.147364015642443e-08,3.8742264557402606e-05,-7.794502424385286e-06,,3.256394479155674e-13,9.094947017729282e-13,20.1855118329986
HD_142,1.0,Success,1.47,1.21,7.242547640149243,0.0378392192006576,6.291939794875838,0.999899384768341,1.4620601313227638e-08,9.13065667733618e-05,3.982861525697601e-06,,1.885282921623116e-13,4.547473508864641e-13,43.298489874985535
HD_142022_A,1.0,Success,1.04,0.9,5.806201663395585,0.0192252666583075,3.522618342814251,0.9998591896012408,7.58315235589603e-08,0.0001722925902711,-2.28791142409257e-06,,0.0,0.0,42.03125041601015
HD_142415,1.0,Success,1.04,1.07,1.5107732250793378,0.0161508792540603,4.1781849040369625,0.9998545372619584,2.8904596575403284e-07,0.0001496407485975,6.408851205397248e-06,,1.1190262666440285e-13,2.273736754432321e-13,51.318253416975494
HD_143105,1.0,Success,1.647304,1.51,1.976561193278925,0.0096089364541094,3.722249265845949,0.9999300867599812,5.975691116244356e-08,0.000113971056847,7.939806999646137e-06,-1.066479044693541,2.2090116721456466e-13,6.821210263296962e-13,57.56124850001652
HD_143361,1.0,Success,0.916,0.968,0.8752335044848026,0.0659552350153414,7.446525264789848,0.9998928484370936,2.883748228595986e-07,8.561220071907184e-05,8.436204790385204e-05,,1.885282921623116e-13,6.821210263296962e-13,35.061470334010664
HD_143811_A,1.0,Success,1.68398,1.32,2.289184692669866,0.022692845849796,4.563697044300179,0.9998364293917176,2.3654880459766905e-07,9.7608128693231e-05,1.4272118523006584e-05,,6.536533585131894e-14,2.273736754432321e-13,25.274645999947097
HD_144899,1.0,Success,1.64802,1.16,7.369778695819627,0.0235453190371434,3.966287984545019,0.9997386256568292,2.567798357077641e-07,0.0002634218602217,-1.1930212893807024e-05,,1.1368683772161605e-13,2.273736754432321e-13,25.111929334001616
HD_145377,1.0,Success,1.05,1.2,10.891202900673203,0.0255431941906095,5.649337481418955,0.9997283104832244,7.489695995035876e-08,0.000338570680168,-4.1002717687810275e-07,0.0953290738989673,2.1436995702562485e-13,4.547473508864641e-13,37.18742004199885
HD_145457,1.0,Success,9.9,1.9,6.542939015879441,0.1302132548662869,5.476488636224897,0.99950998847408,1.2183327742330572e-07,3.569737417240341e-05,-3.2485502045709325e-05,,5.084229945850415e-13,1.3642420526593924e-12,257.75478333298815
HD_145934,1.0,Success,6.930587,2.058,3.2351248070978182,0.0242524252027499,5.260923859954884,0.9996116301286612,1.504256111651446e-07,0.000130871175473,6.74624563901105e-06,-9.349899262389746,5.027421124328309e-13,1.3642420526593924e-12,90.62183220800944
HD_1461,1.0,Success,1.152288,1.02,6.335334181499278,0.0704232739587503,3.960913315830625,0.9999270362052856,2.4876402648437645e-08,2.968064424717045e-05,3.5630570901501457e-06,,0.0,0.0,32.72810599999502
HD_147018,1.0,Success,0.937948,0.927,3.752529605173835,0.0312487927218522,4.583300899533674,0.999781633918849,1.9518166637577797e-07,5.77857432415388e-05,-2.2712539325508985e-05,0.0803665092794783,2.17693720459542e-13,6.821210263296962e-13,73.2044097079779
HD_147379,1.0,Success,0.628304,0.58,13.026729651742928,0.0739510491104361,9.142382373156616,0.999620253568566,1.2045900549890786e-07,,1.868515473457677e-07,,,,125.80819912499284
HD_147513,1.0,Success,0.98,1.11,4.71815738006287,0.0456811130068997,5.060301047516355,0.99985970079821,3.711553319564669e-08,0.0001717098777164,2.7969628751955966e-06,-0.5940028850163851,1.5624761338955906e-13,4.547473508864641e-13,78.28002445894526
HD_14787,1.0,Success,5.01,1.43,3.0976958867172355,0.0327857473557182,5.9163785328853145,0.9996676433312838,9.555479767054896e-08,8.051472806250771e-05,-8.607344306410525e-06,,2.250415760979165e-13,4.547473508864641e-13,178.0529012500192
HD_147873,1.0,Success,2.29,1.38,3.815493819866098,0.0377899013820886,3.853634101182428,0.9998420429635022,1.3009165317307076e-07,8.786342325067062e-05,8.237977285663334e-06,-0.2714392198860117,1.1368683772161605e-13,2.273736754432321e-13,36.72254200000316
HD_148156,1.0,Success,1.21,1.22,1.8008896288680925,0.0309051645525568,3.940798077484053,0.9999219601387392,1.0296329871076705e-07,5.975577689503321e-05,1.1393380426216735e-05,3.887708072754485,1.6592739100719426e-13,4.547473508864641e-13,50.316592999966815
HD_149026,1.0,Success,1.41,1.42,2.8754693822816013,0.0253087277163897,17.98511170437415,0.9996080038633394,1.1578373860322862e-07,0.0001026023644934,5.347484909767886e-06,-0.9510916564770588,5.027421124328309e-13,1.5916157281026244e-12,57.363104499992914
HD_150010,1.0,Success,16.2,1.3,7.024940546353208,0.1277584913303268,6.760163575896439,0.9997492435918734,4.7968433169933794e-08,0.0001340786683254,2.3241392498984936e-05,,4.0990372275064043e-13,1.1368683772161605e-12,252.41262345894935
HD_1502,1.0,Success,4.67,1.46,5.731996866899962,0.0343004599310467,5.692609694935231,0.9995936261747408,1.2560209647357725e-07,0.0001079401978313,5.998988002797745e-06,-5.4720682320125675,2.273736754432321e-13,4.547473508864641e-13,149.78600095800357
HD_150706,1.0,Success,0.96,1.17,12.867998764436564,0.1027549356767514,7.752619379194866,0.999750516237163,6.1404774907362e-08,0.0001735526756971,6.303015306130533e-06,,,,73.02201720798621
HD_151450,1.0,Success,1.17184,1.14,1.0789836773009651,0.0160855564603666,4.925252122588356,0.9999573603868216,3.7997456723514784e-08,3.868195668126631e-05,3.777600958820848e-06,-0.5284362268470975,4.856428910513936e-13,1.3642420526593924e-12,34.340569208026864
HD_152079,1.0,Success,1.128,1.147,0.6750945086140768,0.0197779306556227,5.780557399848793,0.9998761447564924,3.150485579193835e-07,0.0001178820829907,7.231105935889826e-05,,1.0921273306059768e-13,2.273736754432321e-13,43.16198962496128
HD_152843,1.0,Success,1.43,1.15,8.49535875654037,0.1885230648142845,5.1478175308617935,0.9998160183922544,2.6775023726201314e-07,0.0001177783467965,1.7041462089029125e-05,,0.0,0.0,35.136516500031576
HD_15337,1.0,Success,0.855,0.829,9.698823181745182,0.079702650068215,5.952914404288185,0.9996616529476734,1.819610772732703e-07,0.0001180607320217,1.221412910368258e-06,,,,62.75047479104251
HD_153557,1.0,Success,0.745171,0.79,11.961887837828437,0.0995662043100187,5.718043210457576,0.99949586555573,1.8190505574357957e-07,0.0002144879086444,-1.2368114464589295e-05,,4.672084896029277e-13,1.1368683772161605e-12,113.9660319579998
HD_153950,1.0,Success,1.28,1.25,3.0890555033190275,0.025769580408528,4.898209478943538,0.9998432075284088,9.940461829238914e-08,8.105468390864327e-05,-9.329708733352147e-06,,3.770565843246231e-13,1.1368683772161605e-12,54.42028908303473
HD_154088,1.0,Success,0.95,0.91,2.6786820574112737,0.0199833381832531,6.354423728391759,0.9999505632358816,1.814675404077484e-08,5.4346141051755146e-05,5.200507514846464e-06,,2.0839141575178658e-13,4.547473508864641e-13,40.448421041015536
HD_154345,1.0,Success,0.85,0.89,6.516956619852321,0.0385145780953845,5.7542889402787925,0.9998859300312164,3.834487644959429e-08,4.150313659606351e-05,-8.468451415666323e-07,,1.607774677692186e-13,4.547473508864641e-13,52.75104379100958
HD_154391,1.0,Success,8.56,2.07,5.099617879827255,0.072806125636417,6.284408794529004,0.9996788960806732,5.5021587410384834e-08,0.0001215524462807,-2.855149051494976e-05,,2.318765615924706e-13,6.821210263296962e-13,108.0704602500191
HD_154672,1.0,Success,1.32,1.18,3.9505904222353303,0.0258327627264982,3.918776119385693,0.9996545796873284,5.391007844824819e-07,0.0001464514309206,-2.9883174790690248e-05,-3.4668753941435764,2.17693720459542e-13,6.821210263296962e-13,44.323200250044465
HD_154857,1.0,Success,2.3,1.96,2.363510590915042,0.0096213857236121,3.1910299296493534,0.9998810073328132,6.98431788320259e-08,0.0001469753362675,2.603910296383738e-06,-0.5240224627410206,1.5916157281026248e-13,4.547473508864641e-13,39.79546383401612
HD_155358,1.0,Success,1.38,0.92,1.9692089351875148,0.0429944942211481,5.264153624139803,0.9999152201042344,7.895058253247586e-08,2.8315771715778505e-05,1.7565481436720987e-05,-1.3724869000741613,2.957875201845995e-13,9.094947017729282e-13,37.679242499987595
HD_155918,1.0,Success,1.01906,1.03,0.8095192579557523,0.0035053759289901,3.7474867405819983,0.9999570816895392,4.1457750287354133e-08,0.0001118351311892,1.4567034578583105e-05,,1.6964372120734117e-13,4.547473508864641e-13,45.3902281250339
HD_156098,1.0,Success,2.75716,1.29,3.948210916344134,0.0243277903800842,3.176274726152782,0.9998706732890956,2.834766986081222e-08,6.727916697771896e-05,-3.7819723663901073e-06,,1.7187834283014456e-13,4.547473508864641e-13,6.5325319999828935
HD_156279,1.0,Success,0.95,0.94,3.3627771784996137,0.0282482022768739,4.0272092693780595,0.999913278479817,1.286420045605553e-07,6.835798191788996e-05,-9.856414966868954e-06,,3.100442459821043e-13,9.094947017729282e-13,23.122126208036207
HD_156411,1.0,Success,2.16,1.25,7.417714815854416,0.0290884962716678,4.0914380349601105,0.999843330365102,4.2035846092696993e-08,3.095389652108319e-05,-2.588824155935754e-06,,9.845568954283849e-14,2.273736754432321e-13,9.498221041052602
HD_156668,1.0,Success,0.72,0.772,6.416859189280125,0.0228327321828263,5.265607412097924,0.9998408033425342,1.2509991777780144e-07,0.0001197160253367,-2.0934332864985805e-05,,4.0990372275064043e-13,1.1368683772161605e-12,22.46453479200136
HD_156846,1.0,Success,1.9,1.38,3.4627696291802224,0.0235765270313834,4.054587770680616,0.9999579004618644,1.8740620154383732e-08,2.0495961788128492e-05,-5.865240276570205e-06,1.0473420711141483,6.625044616927731e-13,1.8189894035458565e-12,7.850569917005487
HD_158038,1.0,Success,4.5,1.3,8.671483148660734,0.0306179390425208,4.522137227389448,0.9995569799656864,1.302370149470622e-07,3.454013615938889e-05,4.267346683572981e-06,-0.3117351952777168,2.1436995702562485e-13,4.547473508864641e-13,39.31860416702693
HD_158259,1.0,Success,1.21,1.08,2.171395951251177,0.0703401146472568,6.931632903200549,0.9999355221533944,4.13640199011303e-08,2.7211106087655615e-05,-4.490387511602023e-06,-2.9890618053138165,2.8398962960629425e-13,9.094947017729282e-13,9.145692082995083
HD_158996,1.0,Success,50.3,1.8,0.9898964616566672,0.0062692982420649,3.9185601792426192,0.9999507352408962,1.020112661581463e-07,0.0002319150388939,1.551882703110241e-05,,2.989246232219464e-13,9.094947017729282e-13,54.999722166976426
HD_15906,1.0,Success,0.762,0.79,12.37703028380119,0.0641117798626311,10.45866335496705,0.9991646844617532,3.553762224198722e-07,2.698051128879886e-05,4.714970033004029e-05,,,,26.906590458995197
