host,status,t_search,t_download,search_method,n_sectors_downloaded
TIC_327303945,Success,1.2539529579808004,18.582773125031963,tic_id_spoc,3.0
TIC_303537262,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000303537262-0304-a_fast/tess2026086090000-s0102-0000000303537262-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_380834439,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000380834439-0303-a_fast/tess2026060005000-s0101-0000000380834439-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_309898261,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000309898261-0303-s/tess2026060005000-s0101-0000000309898261-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1815679645,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000001815679645-0303-s/tess2026060005000-s0101-0000001815679645-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_403050659,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000403050659-0304-s/tess2026086090000-s0102-0000000403050659-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1112956829,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000001112956829-0304-s/tess2026086090000-s0102-0000001112956829-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_300441785,Success,1.6535491250106134,3.4693900830461644,tic_id_spoc,3.0
TIC_423911734,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000423911734-0303-a_fast/tess2026060005000-s0101-0000000423911734-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_342361818,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000342361818-0303-a_fast/tess2026060005000-s0101-0000000342361818-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1689447815,Success,3.856689000036567,4.860087708977517,tic_id_spoc,3.0
TIC_402705956,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000402705956-0303-s/tess2026060005000-s0101-0000000402705956-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_327595545,Success,3.4890870829694904,5.189095792011358,tic_id_spoc,3.0
TIC_1113536772,I/O operation on closed file.,,,,
TIC_401623705,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000401623705-0305-a_fast/tess2026111101500-s0103-0000000401623705-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1988647548,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000001988647548-0304-s/tess2026086090000-s0102-0000001988647548-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_363592740,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000363592740-0305-s/tess2026111101500-s0103-0000000363592740-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_343681524,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000343681524-0304-s/tess2026086090000-s0102-0000000343681524-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_447557875,I/O operation on closed file.,,,,
TIC_410120539,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000410120539-0304-s/tess2026086090000-s0102-0000000410120539-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_364164093,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000364164093-0304-a_fast/tess2026086090000-s0102-0000000364164093-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_341029467,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000341029467-0304-a_fast/tess2026086090000-s0102-0000000341029467-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_71379213,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000071379213-0303-a_fast/tess2026060005000-s0101-0000000071379213-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_273365294,Success,0.910928666999098,24.00436066702241,tic_id_spoc,3.0
TIC_354944747,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000354944747-0304-a_fast/tess2026086090000-s0102-0000000354944747-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1922433415,Success,0.5181795000098646,13.475884833955206,tic_id_spoc,3.0
TIC_219285759,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000219285759-0303-s/tess2026060005000-s0101-0000000219285759-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_265467908,I/O operation on closed file.,,,,
TIC_1208919518,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000001208919518-0304-s/tess2026086090000-s0102-0000001208919518-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_299878316,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000299878316-0304-s/tess2026086090000-s0102-0000000299878316-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_325280344,Success,1.9849782909732312,8.095604832982644,tic_id_spoc,3.0
TIC_1688336549,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000001688336549-0303-s/tess2026060005000-s0101-0000001688336549-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1688534307,Success,0.4667662919964641,6.071495625015814,tic_id_spoc,3.0
TIC_317058444,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000317058444-0303-a_fast/tess2026060005000-s0101-0000000317058444-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_300872489,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000300872489-0305-a_fast/tess2026111101500-s0103-0000000300872489-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_270245472,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000270245472-0303-a_fast/tess2026060005000-s0101-0000000270245472-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_293797932,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000293797932-0305-a_fast/tess2026111101500-s0103-0000000293797932-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_392758970,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000392758970-0305-a_fast/tess2026111101500-s0103-0000000392758970-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1140477485,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000001140477485-0304-s/tess2026086090000-s0102-0000001140477485-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_2026303220,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000002026303220-0304-s/tess2026086090000-s0102-0000002026303220-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_277125572,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000277125572-0304-s/tess2026086090000-s0102-0000000277125572-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_424412802,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000424412802-0303-a_fast/tess2026060005000-s0101-0000000424412802-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_341311287,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000341311287-0305-a_fast/tess2026111101500-s0103-0000000341311287-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_398447122,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000398447122-0304-a_fast/tess2026086090000-s0102-0000000398447122-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1311019215,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000001311019215-0304-s/tess2026086090000-s0102-0000001311019215-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_265285561,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000265285561-0304-a_fast/tess2026086090000-s0102-0000000265285561-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_304858871,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000304858871-0304-s/tess2026086090000-s0102-0000000304858871-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_311962767,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000311962767-0303-s/tess2026060005000-s0101-0000000311962767-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_380829837,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000380829837-0303-a_fast/tess2026060005000-s0101-0000000380829837-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_411978510,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000411978510-0305-a_fast/tess2026111101500-s0103-0000000411978510-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_45754445,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000045754445-0304-a_fast/tess2026086090000-s0102-0000000045754445-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1922731130,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000001922731130-0305-s/tess2026111101500-s0103-0000001922731130-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_410416107,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000410416107-0304-a_fast/tess2026086090000-s0102-0000000410416107-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_372300399,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000372300399-0304-a_fast/tess2026086090000-s0102-0000000372300399-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_350462060,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000350462060-0304-s/tess2026086090000-s0102-0000000350462060-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_290640851,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000290640851-0305-s/tess2026111101500-s0103-0000000290640851-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_361336345,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000361336345-0305-s/tess2026111101500-s0103-0000000361336345-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_351395074,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000351395074-0304-a_fast/tess2026086090000-s0102-0000000351395074-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_398448713,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000398448713-0303-a_fast/tess2026060005000-s0101-0000000398448713-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1989030222,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000001989030222-0304-a_fast/tess2026086090000-s0102-0000001989030222-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_466679588,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000466679588-0304-s/tess2026086090000-s0102-0000000466679588-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_447263332,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000447263332-0304-a_fast/tess2026086090000-s0102-0000000447263332-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_366004532,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000366004532-0303-s/tess2026060005000-s0101-0000000366004532-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1816600800,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000001816600800-0304-s/tess2026086090000-s0102-0000001816600800-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_374288012,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000374288012-0305-s/tess2026111101500-s0103-0000000374288012-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_42748763,I/O operation on closed file.,,,,
TIC_340902907,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000340902907-0303-a_fast/tess2026060005000-s0101-0000000340902907-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_423422383,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000423422383-0304-s/tess2026086090000-s0102-0000000423422383-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_303696290,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000303696290-0304-a_fast/tess2026086090000-s0102-0000000303696290-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_364355149,Success,1.1420203750021756,3.8293179589672945,tic_id_spoc,3.0
TIC_1310664333,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000001310664333-0304-s/tess2026086090000-s0102-0000001310664333-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_447185974,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000447185974-0303-s/tess2026060005000-s0101-0000000447185974-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_364545901,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000364545901-0305-a_fast/tess2026111101500-s0103-0000000364545901-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_352140701,I/O operation on closed file.,,,,
TIC_1922636197,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000001922636197-0303-s/tess2026060005000-s0101-0000001922636197-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_293901590,Success,1.644721832999494,9.421708833018783,tic_id_spoc,3.0
TIC_466093558,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000466093558-0303-s/tess2026060005000-s0101-0000000466093558-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1816332953,Success,1.9455979589838537,7.342381832946557,tic_id_spoc,3.0
TIC_361575982,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000361575982-0304-s/tess2026086090000-s0102-0000000361575982-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_311175008,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000311175008-0304-s/tess2026086090000-s0102-0000000311175008-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1689103373,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000001689103373-0305-s/tess2026111101500-s0103-0000001689103373-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_371836310,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000371836310-0304-a_fast/tess2026086090000-s0102-0000000371836310-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_43705631,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000043705631-0303-s/tess2026060005000-s0101-0000000043705631-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_360541225,I/O operation on closed file.,,,,
TIC_1310815601,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000001310815601-0304-s/tess2026086090000-s0102-0000001310815601-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1816562069,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000001816562069-0305-s/tess2026111101500-s0103-0000001816562069-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_447749642,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000447749642-0303-a_fast/tess2026060005000-s0101-0000000447749642-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_380527368,I/O operation on closed file.,,,,
TIC_343652400,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000343652400-0305-s/tess2026111101500-s0103-0000000343652400-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_344002749,Success,0.891753499978222,5.358214833016973,tic_id_spoc,3.0
TIC_301687690,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000301687690-0305-s/tess2026111101500-s0103-0000000301687690-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_464378507,Success,3.467454415978864,5.031110082985833,tic_id_spoc,3.0
TIC_464317121,Success,4.318123165983707,11.809241332986858,tic_id_spoc,3.0
TIC_295253681,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000295253681-0305-s/tess2026111101500-s0103-0000000295253681-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1988286874,Success,3.667830666003283,5.176617041986901,tic_id_spoc,3.0
TIC_1509092906,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000001509092906-0305-s/tess2026111101500-s0103-0000001509092906-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_351558953,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000351558953-0305-a_fast/tess2026111101500-s0103-0000000351558953-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_1988410166,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000001988410166-0303-s/tess2026060005000-s0101-0000001988410166-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_376669357,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000376669357-0305-a_fast/tess2026111101500-s0103-0000000376669357-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_361861044,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000361861044-0303-a_fast/tess2026060005000-s0101-0000000361861044-0303-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_402593209,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000402593209-0304-s/tess2026086090000-s0102-0000000402593209-0304-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_310515887,Success,0.7365110829705372,13.42921120900428,tic_id_spoc,3.0
TIC_350572362,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000350572362-0303-s/tess2026060005000-s0101-0000000350572362-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_331753560,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026060005000-s0101-0000000331753560-0303-s/tess2026060005000-s0101-0000000331753560-0303-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_380838154,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000380838154-0305-a_fast/tess2026111101500-s0103-0000000380838154-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_343448758,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000343448758-0305-a_fast/tess2026111101500-s0103-0000000343448758-0305-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_451463754,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000451463754-0305-s/tess2026111101500-s0103-0000000451463754-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_350852989,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000350852989-0304-a_fast/tess2026086090000-s0102-0000000350852989-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_310051715,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026086090000-s0102-0000000310051715-0304-a_fast/tess2026086090000-s0102-0000000310051715-0304-a_fast-lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
TIC_465765802,"Error in reading Data product /Users/anujtripathi/.cache/lightkurve/mastDownload/TESS/tess2026111101500-s0103-0000000465765802-0305-s/tess2026111101500-s0103-0000000465765802-0305-s_lc.fits of type TessLightCurve .
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",,,,
